energy_ev,total_up,C_s_up,C_p_up,Mg_p_up,Mg_d_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up
-6.00000000,1.75367462,0.00160900,0.28734741,0.31109536,0.00000000,1.19255917,0.73700825,0.03362835,0.44463389
-5.99399700,1.78823552,0.00165094,0.28940258,0.31733492,0.00000000,1.21785049,0.74966202,0.03215937,0.46352316
-5.98799400,1.82697217,0.00172905,0.29193804,0.32513310,0.00000000,1.24983449,0.76352475,0.03062980,0.48442992
-5.98199100,1.86958853,0.00184374,0.29482530,0.33458973,0.00000000,1.28752957,0.77848486,0.02906368,0.50729019
-5.97598799,1.91580047,0.00199524,0.29793658,0.34579624,0.00000000,1.32994609,0.79443847,0.02748400,0.53204536
-5.96998499,1.96533393,0.00218353,0.30114696,0.35883195,0.00000000,1.37610191,0.81128857,0.02591209,0.55864040
-5.96398199,2.01791931,0.00240834,0.30433610,0.37376018,0.00000000,1.42503432,0.82894277,0.02436725,0.58702053
-5.95797899,2.07328279,0.00266905,0.30738974,0.39062425,0.00000000,1.47580854,0.84730987,0.02286636,0.61712648
-5.95197599,2.13113542,0.00296459,0.31020080,0.40944366,0.00000000,1.52752348,0.86629557,0.02142365,0.64888866
-5.94597299,2.19116105,0.00329345,0.31267037,0.43021055,0.00000000,1.57931550,0.88579765,0.02005058,0.68222081
-5.93996998,2.25300406,0.00365355,0.31470845,0.45288671,0.00000000,1.63036077,0.90570116,0.01875583,0.71701332
-5.93396698,2.31625803,0.00404220,0.31623469,0.47740125,0.00000000,1.67987710,0.92587390,0.01754532,0.75312707
-5.92796398,2.38045660,0.00445611,0.31717896,0.50364918,0.00000000,1.72712586,0.94616268,0.01642240,0.79038785
-5.92196098,2.44506716,0.00489131,0.31748201,0.53149088,0.00000000,1.77141441,0.96639070,0.01538800,0.82858225
-5.91595798,2.50948840,0.00534319,0.31709598,0.56075264,0.00000000,1.81209952,0.98635641,0.01444093,0.86745503
-5.90995498,2.57305205,0.00580656,0.31598498,0.59122823,0.00000000,1.84859184,1.00583389,0.01357818,0.90670858
-5.90395198,2.63502920,0.00627563,0.31412557,0.62268151,0.00000000,1.88036148,1.02457503,0.01279515,0.94600431
-5.89794897,2.69464089,0.00674419,0.31150714,0.65484993,0.00000000,1.90694431,1.04231334,0.01208606,0.98496643
-5.89194597,2.75107289,0.00720565,0.30813210,0.68744885,0.00000000,1.92794881,1.05876937,0.01144424,1.02318758
-5.88594297,2.80349372,0.00765320,0.30401599,0.72017642,0.00000000,1.94306276,1.07365732,0.01086238,1.06023654
-5.87993997,2.85107523,0.00807997,0.29918714,0.75271892,0.00000000,1.95205923,1.08669270,0.01033290,1.09566735
-5.87393697,2.89301456,0.00847918,0.29368619,0.78475624,0.00000000,1.95480138,1.09760051,0.00984815,1.12902962
-5.86793397,2.92855633,0.00884432,0.28756514,0.81596733,0.00000000,1.95124531,1.10612345,0.00940067,1.15987950
-5.86193097,2.95701390,0.00916933,0.28088611,0.84603537,0.00000000,1.94144071,1.11202989,0.00898337,1.18779074
-5.85592796,2.97778860,0.00944871,0.27371974,0.87465257,0.00000000,1.92552869,1.11512095,0.00858972,1.21236542
-5.84992496,2.99038592,0.00967777,0.26614319,0.90152433,0.00000000,1.90373701,1.11523651,0.00821385,1.23324385
-5.84392196,2.99442789,0.00985265,0.25823802,0.92637277,0.00000000,1.87637239,1.11225976,0.00785067,1.25011309
-5.83791896,2.98966123,0.00997052,0.25008775,0.94893960,0.00000000,1.84381033,1.10612007,0.00749594,1.26271404
-5.83191596,2.97596099,0.01002956,0.24177538,0.96898830,0.00000000,1.80648287,1.09679426,0.00714628,1.27084657
-5.82591296,2.95332972,0.01002910,0.23338096,0.98630574,0.00000000,1.76486470,1.08430606,0.00679916,1.27437288
-5.81990995,2.92189257,0.00996954,0.22497929,1.00070328,0.00000000,1.71945848,1.06872418,0.00645295,1.27321879
-5.81390695,2.88188882,0.00985238,0.21663777,1.01201756,0.00000000,1.67078001,1.05015887,0.00610679,1.26737339
-5.80790395,2.83366069,0.00968014,0.20841479,1.02011115,0.00000000,1.61934398,1.02875762,0.00576058,1.25688695
-5.80190095,2.77764015,0.00945625,0.20035834,1.02487308,0.00000000,1.56565107,1.00470004,0.00541490,1.24186755
-5.79589795,2.71433469,0.00918499,0.19250529,1.02621947,0.00000000,1.51017696,0.97819241,0.00507090,1.22247668
-5.78989495,2.64431296,0.00887131,0.18488110,1.02409443,0.00000000,1.45336369,0.94946223,0.00473023,1.19892400
-5.78389195,2.56819100,0.00852070,0.17750010,1.01847099,0.00000000,1.39561377,0.91875297,0.00439495,1.17146180
-5.77788894,2.48661969,0.00813908,0.17036629,1.00935244,0.00000000,1.33728704,0.88631940,0.00406742,1.14037923
-5.77188594,2.40027402,0.00773257,0.16347453,0.99677365,0.00000000,1.27870024,0.85242358,0.00375024,1.10599659
-5.76588294,2.30984430,0.00730743,0.15681222,0.98080257,0.00000000,1.22012924,0.81733163,0.00344619,1.06865992
-5.75987994,2.21602944,0.00686985,0.15036117,0.96154155,0.00000000,1.16181327,0.78131137,0.00315814,1.02873591
-5.75387694,2.11953236,0.00642592,0.14409971,0.93912846,0.00000000,1.10396092,0.74463072,0.00288904,0.98660719
-5.74787394,2.02105705,0.00598142,0.13800481,0.91373733,0.00000000,1.04675725,0.70755678,0.00264188,0.94266811
-5.74187094,1.92130707,0.00554186,0.13205423,0.88557846,0.00000000,0.99037151,0.67035549,0.00241968,0.89732077
-5.73586793,1.82098505,0.00511232,0.12622847,0.85489771,0.00000000,0.93496478,0.63329164,0.00222551,0.85097151
-5.72986493,1.72079271,0.00469747,0.12051247,0.82197494,0.00000000,0.88069717,0.59662918,0.00206246,0.80402743
-5.72386193,1.62143084,0.00430155,0.11489709,0.78712161,0.00000000,0.82773407,0.56063142,0.00193372,0.75689321
-5.71785893,1.52359902,0.00392834,0.10938012,0.75067730,0.00000000,0.77625110,0.52556119,0.00184257,0.70996791
-5.71185593,1.42799459,0.00358122,0.10396695,0.71300539,0.00000000,0.72643754,0.49168071,0.00179242,0.66364175
-5.70585293,1.33531057,0.00326318,0.09867083,0.67448796,0.00000000,0.67849809,0.45925107,0.00178681,0.61829296
-5.69984992,1.24623251,0.00297685,0.09351272,0.63551988,0.00000000,0.63265301,0.42853123,0.00182946,0.57428449
-5.69384692,1.16143403,0.00272456,0.08852079,0.59650247,0.00000000,0.58913657,0.39977654,0.00192421,0.53196076
-5.68784392,1.08157114,0.00250839,0.08372949,0.55783679,0.00000000,0.54819404,0.37323672,0.00207506,0.49164439
-5.68184092,1.00727540,0.00233022,0.07917847,0.51991679,0.00000000,0.51007742,0.34915336,0.00228603,0.45363299
-5.67583792,0.93914602,0.00219175,0.07491113,0.48312255,0.00000000,0.47504005,0.32775689,0.00256116,0.41819610
-5.66983492,0.87774111,0.00209456,0.07097307,0.44781381,0.00000000,0.44333038,0.30926321,0.00290439,0.38557221
-5.66383192,0.82356832,0.00204014,0.06741039,0.41432390,0.00000000,0.41518522,0.29386987,0.00331936,0.35596613
-5.65782891,0.77707508,0.00202990,0.06426796,0.38295429,0.00000000,0.39082255,0.28175210,0.00380934,0.32954658
-5.65182591,0.73863875,0.00206516,0.06158768,0.35396989,0.00000000,0.37043430,0.27305855,0.00437698,0.30644409
-5.64582291,0.70855688,0.00214716,0.05940680,0.32759513,0.00000000,0.35417917,0.26790702,0.00502413,0.28674935
-5.63981991,0.68703806,0.00227704,0.05775639,0.30401094,0.00000000,0.34217582,0.26638032,0.00575166,0.27051194
-5.63381691,0.67419347,0.00245580,0.05665990,0.28335264,0.00000000,0.33449657,0.26852220,0.00655919,0.25773953
-5.62781391,0.67002968,0.00268426,0.05613207,0.26570881,0.00000000,0.33116179,0.27433375,0.00744497,0.24839759
-5.62181091,0.67444287,0.00296301,0.05617794,0.25112109,0.00000000,0.33213530,0.28377029,0.00840565,0.24240969
-5.61580790,0.68721508,0.00329233,0.05679230,0.23958496,0.00000000,0.33732087,0.29673897,0.00943618,0.23965833
-5.60980490,0.70801258,0.00367215,0.05795941,0.23105145,0.00000000,0.34656010,0.31309727,0.01052969,0.23998653
-5.60380190,0.73638694,0.00410197,0.05965307,0.22542984,0.00000000,0.35963186,0.33265261,0.01167751,0.24320005
