energy_ev,total_up,Nb_p_up,Nb_d_up,Pb_p_up,Pb_d_up,S_s_up,S_p_up
-6.00000000,0.07697264,0.03376762,0.00852166,0.01364831,0.00010854,0.00005314,0.05184652
-5.99399700,0.08594109,0.03656913,0.00868256,0.01563268,0.00011984,0.00005523,0.05806815
-5.98799400,0.09632646,0.04010087,0.00907520,0.01782808,0.00013325,0.00005866,0.06523380
-5.98199100,0.10802754,0.04429220,0.00966789,0.02022511,0.00014857,0.00006326,0.07328121
-5.97598799,0.12093069,0.04907315,0.01043163,0.02280981,0.00016562,0.00006886,0.08213935
-5.96998499,0.13490693,0.05437268,0.01133941,0.02556333,0.00018419,0.00007530,0.09172664
-5.96398199,0.14980997,0.06011739,0.01236562,0.02846164,0.00020405,0.00008244,0.10194974
-5.95797899,0.16547529,0.06623066,0.01348550,0.03147556,0.00022494,0.00009012,0.11270315
-5.95197599,0.18172054,0.07263232,0.01467478,0.03457090,0.00024658,0.00009819,0.12386963
-5.94597299,0.19834716,0.07923895,0.01590944,0.03770895,0.00026868,0.00010650,0.13532149
-5.93996998,0.21514344,0.08596468,0.01716565,0.04084709,0.00029091,0.00011488,0.14692276
-5.93396698,0.23188876,0.09272260,0.01841976,0.04393977,0.00031294,0.00012317,0.15853227
-5.92796398,0.24835900,0.09942665,0.01964858,0.04693958,0.00033443,0.00013122,0.17000733
-5.92196098,0.26433277,0.10599382,0.02082963,0.04979861,0.00035503,0.00013886,0.18120805
-5.91595798,0.27959835,0.11234670,0.02194155,0.05246983,0.00037443,0.00014594,0.19200204
-5.90995498,0.29396074,0.11841610,0.02296460,0.05490863,0.00039231,0.00015232,0.20226912
-5.90395198,0.30724878,0.12414362,0.02388114,0.05707434,0.00040838,0.00015786,0.21190598
-5.89794897,0.31932152,0.12948400,0.02467614,0.05893167,0.00042242,0.00016245,0.22083034
-5.89194597,0.33007390,0.13440707,0.02533762,0.06045211,0.00043422,0.00016599,0.22898438
-5.88594297,0.33944098,0.13889922,0.02585711,0.06161501,0.00044363,0.00016840,0.23633728
-5.87993997,0.34740071,0.14296416,0.02622992,0.06240856,0.00045059,0.00016963,0.24288650
-5.87393697,0.35397481,0.14662293,0.02645538,0.06283037,0.00045507,0.00016966,0.24865778
-5.86793397,0.35922776,0.14991317,0.02653691,0.06288783,0.00045710,0.00016848,0.25370371
-5.86193097,0.36326382,0.15288752,0.02648198,0.06259808,0.00045680,0.00016614,0.25810089
-5.85592796,0.36622212,0.15561134,0.02630193,0.06198765,0.00045430,0.00016268,0.26194573
-5.84992496,0.36827018,0.15815973,0.02601167,0.06109191,0.00044982,0.00015819,0.26534914
-5.84392196,0.36959591,0.16061401,0.02562931,0.05995411,0.00044359,0.00015277,0.26843020
