energy_ev,total_up,C_s_up,C_p_up,Cu_p_up,Cu_d_up,Ru_p_up,Ru_d_up,Te_p_up,Te_d_up
-6.00000000,6.48228186,0.00562204,0.40116151,2.57978962,4.56134303,1.61340824,0.88710521,0.56618222,0.00000000
-5.99399700,6.50542824,0.00576754,0.40163987,2.60470723,4.56527198,1.62384993,0.89505533,0.57458472,0.00000000
-5.98799400,6.52216065,0.00590124,0.40086420,2.62664186,4.56719965,1.62954904,0.90162738,0.58213798,0.00000000
-5.98199100,6.53243788,0.00601995,0.39890684,2.64566236,4.56703755,1.63060374,0.90680255,0.58880561,0.00000000
-5.97598799,6.53619860,0.00612067,0.39585803,2.66184712,4.56462491,1.62717967,0.91056662,0.59455622,0.00000000
-5.96998499,6.53335574,0.00620066,0.39182325,2.67527441,4.55972825,1.61950534,0.91290925,0.59936278,0.00000000
-5.96398199,6.52379606,0.00625753,0.38692023,2.68601383,4.55204668,1.60786677,0.91382373,0.60320217,0.00000000
-5.95797899,6.50738512,0.00628934,0.38127605,2.69411925,4.54122266,1.59260140,0.91330728,0.60605475,0.00000000
-5.95197599,6.48397718,0.00629465,0.37502414,2.69962359,4.52685788,1.57409152,0.91136173,0.60790409,0.00000000
-5.94597299,6.45342928,0.00627257,0.36830136,2.70253557,4.50853315,1.55275712,0.90799478,0.60873697,0.00000000
-5.93996998,6.41561860,0.00622282,0.36124529,2.70283845,4.48583136,1.52904844,0.90322135,0.60854341,0.00000000
-5.93396698,6.37046164,0.00614567,0.35399161,2.70049070,4.45836207,1.50343818,0.89706525,0.60731695,0.00000000
-5.92796398,6.31793392,0.00604200,0.34667175,2.69542844,4.42578637,1.47641325,0.88956076,0.60505500,0.00000000
-5.92196098,6.25808860,0.00591322,0.33941071,2.68756945,4.38784035,1.44846641,0.88075410,0.60175937,0.00000000
-5.91595798,6.19107279,0.00576125,0.33232504,2.67681840,4.34435607,1.42008757,0.87070454,0.59743682,0.00000000
-5.90995498,6.11714014,0.00558844,0.32552107,2.66307304,4.29527848,1.39175493,0.85948513,0.59209963,0.00000000
-5.90395198,6.03665890,0.00539750,0.31909333,2.64623099,4.24067761,1.36392615,0.84718290,0.58576626,0.00000000
-5.89794897,5.95011463,0.00519141,0.31312309,2.62619690,4.18075509,1.33702961,0.83389843,0.57846190,0.00000000
-5.89194597,5.85810746,0.00497336,0.30767720,2.60288953,4.11584483,1.31145600,0.81974484,0.57021897,0.00000000
-5.88594297,5.76134371,0.00474663,0.30280701,2.57624863,4.04640772,1.28755059,0.80484623,0.56107765,0.00000000
-5.87993997,5.66062252,0.00451453,0.29854765,2.54624132,3.97302065,1.26560629,0.78933565,0.55108616,0.00000000
