energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Na_s_up,Se_s_up,Se_p_up
-3.02251126,0.39735701,0.16528605,0.12732191,0.00328413,0.02809294,0.11807897,0.02434930,0.15417091
-3.01650825,0.44284562,0.19144195,0.13879143,0.00369287,0.03248423,0.13320031,0.02747996,0.17413664
-3.01050525,0.49199793,0.22073525,0.15089260,0.00412266,0.03740065,0.14920777,0.03079713,0.19600181
-3.00450225,0.54458726,0.25327095,0.16350231,0.00456941,0.04285966,0.16597234,0.03427473,0.21973707
-2.99849925,0.60031069,0.28910469,0.17648258,0.00502821,0.04887053,0.18333397,0.03788025,0.24527783
-2.99249625,0.65878651,0.32823241,0.18968242,0.00549335,0.05543265,0.20110282,0.04157500,0.27252049
-2.98649325,0.71955325,0.37058055,0.20293994,0.00595840,0.06253384,0.21906186,0.04531461,0.30131939
-2.98049025,0.78207077,0.41599703,0.21608501,0.00641642,0.07014889,0.23697055,0.04904978,0.33148438
-2.97448724,0.84572338,0.46424379,0.22894201,0.00686003,0.07823824,0.25456976,0.05272724,0.36277961
-2.96848424,0.90982546,0.51499129,0.24133302,0.00728164,0.08674707,0.27158778,0.05629100,0.39492346
-2.96248124,0.97362954,0.56781570,0.25308112,0.00767365,0.09560479,0.28774711,0.05968369,0.42758995
-2.95647824,1.03633704,0.62219907,0.26401378,0.00802869,0.10472506,0.30277199,0.06284815,0.46041179
-2.95047524,1.09711137,0.67753313,0.27396639,0.00833984,0.11400639,0.31639622,0.06572898,0.49298507
-2.94447224,1.15509355,0.73312670,0.28278563,0.00860083,0.12333333,0.32837107,0.06827418,0.52487573
-2.93846923,1.20941967,0.78821705,0.29033278,0.00880629,0.13257837,0.33847291,0.07043677,0.55562766
-2.93246623,1.25924011,0.84198500,0.29648670,0.00895191,0.14160442,0.34651020,0.07217617,0.58477230
-2.92646323,1.30373973,0.89357350,0.30114657,0.00903459,0.15026792,0.35232960,0.07345954,0.61183961
-2.92046023,1.34215855,0.94210915,0.30423418,0.00905255,0.15842242,0.35582085,0.07426277,0.63636991
-2.91445723,1.37381216,0.98672598,0.30569570,0.00900542,0.16592257,0.35692027,0.07457128,0.65792637
-2.90845423,1.39811110,1.02659071,0.30550294,0.00889419,0.17262832,0.35561266,0.07438042,0.67610753
-2.90245123,1.41457845,1.06092828,0.30365406,0.00872126,0.17840927,0.35193157,0.07369558,0.69055954
-2.89644822,1.42286488,1.08904675,0.30017355,0.00849028,0.18314879,0.34595795,0.07253198,0.70098736
-2.89044522,1.42276057,1.11036040,0.29511169,0.00820607,0.18674796,0.33781718,0.07091406,0.70716474
-2.88444222,1.41420324,1.12440991,0.28854333,0.00787443,0.18912898,0.32767470,0.06887468,0.70894212
-2.87843922,1.39728203,1.13087868,0.28056609,0.00750194,0.19023795,0.31573047,0.06645399,0.70625246
-2.87243622,1.37223692,1.12960456,0.27129805,0.00709577,0.19004684,0.30221241,0.06369812,0.69911434
-2.86643322,1.33945356,1.12058622,0.26087492,0.00666342,0.18855464,0.28736928,0.06065773,0.68763246
-2.86043022,1.29945367,1.10398398,0.24944690,0.00621253,0.18578752,0.27146319,0.05738649,0.67199516
-2.85442721,1.25288132,1.08011498,0.23717513,0.00575062,0.18179807,0.25476205,0.05393956,0.65246929
-2.84842421,1.20048560,1.04944288,0.22422807,0.00528493,0.17666360,0.23753237,0.05037206,0.62939252
-2.84242121,1.14310033,1.01256257,0.21077776,0.00482223,0.17048360,0.22003259,0.04673768,0.60316337
-2.83641821,1.08162163,0.97018070,0.19699609,0.00436864,0.16337652,0.20250712,0.04308747,0.57422945
-2.83041521,1.01698419,0.92309277,0.18305132,0.00392961,0.15547595,0.18518142,0.03946874,0.54307441
-2.82441221,0.95013723,0.87215810,0.16910476,0.00350974,0.14692643,0.16825802,0.03592424,0.51020412
-2.81840920,0.88202098,0.81827347,0.15530786,0.00311282,0.13787904,0.15191379,0.03249151,0.47613270
-2.81240620,0.81354466,0.76234696,0.14179974,0.00274180,0.12848705,0.13629820,0.02920249,0.44136890
-2.80640320,0.74556659,0.70527274,0.12870517,0.00239882,0.11890169,0.12153283,0.02608336,0.40640341
-2.80040020,0.67887729,0.64790802,0.11613316,0.00208526,0.10926832,0.10771170,0.02315454,0.37169759
-2.79439720,0.61418579,0.59105286,0.10417602,0.00180184,0.09972305,0.09490262,0.02043092,0.33767381
-2.78839420,0.55210964,0.53543353,0.09290906,0.00154870,0.09039001,0.08314927,0.01792222,0.30470794
-2.78239120,0.49316874,0.48168982,0.08239075,0.00132550,0.08137922,0.07247380,0.01563348,0.27312390
-2.77638819,0.43778290,0.43036645,0.07266342,0.00113156,0.07278524,0.06287995,0.01356566,0.24319042
-2.77038519,0.38627284,0.38190867,0.06375438,0.00096594,0.06468648,0.05435636,0.01171629,0.21512001
-2.76438219,0.33886452,0.33666166,0.05567740,0.00082760,0.05714516,0.04688012,0.01008013,0.18906978
-2.75837919,0.29569606,0.29487361,0.04843445,0.00071546,0.05020789,0.04042015,0.00864983,0.16514416
-2.75237619,0.25682689,0.25670161,0.04201767,0.00062854,0.04390677,0.03494056,0.00741667,0.14339899
-2.74637319,0.22224845,0.22222015,0.03641144,0.00056599,0.03826084,0.03040374,0.00637108,0.12384677
-2.74037019,0.19189587,0.19143126,0.03159442,0.00052724,0.03327789,0.02677307,0.00550326,0.10646269
-2.73436718,0.16566003,0.16427585,0.02754156,0.00051198,0.02895635,0.02401530,0.00480364,0.09119108
-2.72836418,0.14339930,0.14064541,0.02422595,0.00052026,0.02528734,0.02210236,0.00426327,0.07795206
-2.72236118,0.12495077,0.12039378,0.02162047,0.00055247,0.02225658,0.02101278,0.00387415,0.06664788
-2.71635818,0.11014013,0.10334811,0.01969913,0.00060939,0.01984618,0.02073253,0.00362942,0.05716896
-2.71035518,0.09879025,0.08931899,0.01843815,0.00069215,0.01803621,0.02125526,0.00352351,0.04939916
-2.70435218,0.09072792,0.07810910,0.01781657,0.00080221,0.01680603,0.02258208,0.00355212,0.04322041
-2.69834917,0.08578872,0.06952044,0.01781665,0.00094133,0.01613517,0.02472071,0.00371218,0.03851635
-2.69234617,0.08382005,0.06335974,0.01842381,0.00111149,0.01600399,0.02768416,0.00400171,0.03517507
-2.68634317,0.08468209,0.05944238,0.01962619,0.00131488,0.01639389,0.03148886,0.00441953,0.03309094
-2.68034017,0.08824708,0.05759449,0.02141391,0.00155373,0.01728725,0.03615244,0.00496503,0.03216557
-2.67433717,0.09439691,0.05765372,0.02377809,0.00183028,0.01866697,0.04169102,0.00563774,0.03230790
-2.66833417,0.10301941,0.05946860,0.02670950,0.00214668,0.02051581,0.04811629,0.00643698,0.03343369
-2.66233117,0.11400351,0.06289685,0.03019719,0.00250488,0.02281548,0.05543241,0.00736139,0.03546435
-2.65632816,0.12723377,0.06780287,0.03422690,0.00290651,0.02554561,0.06363282,0.00840849,0.03832543
-2.65032516,0.14258449,0.07405468,0.03877954,0.00335285,0.02868260,0.07269711,0.00957426,0.04194477
-2.64432216,0.15991400,0.08152064,0.04382969,0.00384470,0.03219852,0.08258823,0.01085272,0.04625058
-2.63831916,0.17905930,0.09006615,0.04934432,0.00438237,0.03606010,0.09324997,0.01223559,0.05116958
-2.63231616,0.19983166,0.09955065,0.05528176,0.00496559,0.04022782,0.10460503,0.01371199,0.05662524
-2.62631316,0.22201328,0.10982514,0.06159096,0.00559356,0.04465533,0.11655386,0.01526828,0.06253644
-2.62031016,0.24535560,0.12073042,0.06821125,0.00626492,0.04928908,0.12897419,0.01688798,0.06881643
-2.61430715,0.26957912,0.13209623,0.07507246,0.00697781,0.05406840,0.14172161,0.01855179,0.07537243
-2.60830415,0.29437523,0.14374131,0.08209562,0.00772998,0.05892586,0.15463110,0.02023782,0.08210562
-2.60230115,0.31940988,0.15547459,0.08919411,0.00851882,0.06378808,0.16751961,0.02192188,0.08891187
-2.59629815,0.34432902,0.16709729,0.09627532,0.00934153,0.06857695,0.18018954,0.02357794,0.09568291
-2.59029515,0.36876579,0.17840607,0.10324270,0.01019523,0.07321120,0.19243327,0.02517870,0.10230814
-2.58429215,0.39234912,0.18919698,0.10999817,0.01107707,0.07760822,0.20403836,0.02669625,0.10867677
-2.57828914,0.41471326,0.19927004,0.11644486,0.01198437,0.08168623,0.21479339,0.02810288,0.11468048
-2.57228614,0.43550810,0.20843431,0.12248986,0.01291469,0.08536653,0.22449415,0.02937183,0.12021616
-2.56628314,0.45440949,0.21651314,0.12804708,0.01386592,0.08857584,0.23294998,0.03047813,0.12518886
-2.56028014,0.47112923,0.22334933,0.13303992,0.01483626,0.09124855,0.23998989,0.03139942,0.12951466
-2.55427714,0.48542427,0.22881002,0.13740368,0.01582423,0.09332889,0.24546824,0.03211667,0.13312335
-2.54827414,0.49710450,0.23279093,0.14108761,0.01682858,0.09477274,0.24926977,0.03261486,0.13596083
-2.54227114,0.50603888,0.23521985,0.14405643,0.01784813,0.09554916,0.25131357,0.03288348,0.13799101
-2.53626813,0.51215957,0.23605915,0.14629132,0.01888163,0.09564149,0.25155598,0.03291694,0.13919728
-2.53026513,0.51546388,0.23530712,0.14779030,0.01992750,0.09504788,0.24999217,0.03271477,0.13958340
-2.52426213,0.51601403,0.23299824,0.14856798,0.02098361,0.09378142,0.24665631,0.03228164,0.13917367
-2.51825913,0.51393473,0.22920221,0.14865475,0.02204701,0.09186964,0.24162042,0.03162723,0.13801273
-2.51225613,0.50940887,0.22402187,0.14809548,0.02311368,0.08935364,0.23499181,0.03076595,0.13616465
-2.50625313,0.50267156,0.21759019,0.14694777,0.02417833,0.08628660,0.22690940,0.02971638,0.13371170
-2.50025013,0.49400305,0.21006644,0.14527996,0.02523426,0.08273210,0.21753902,0.02850077,0.13075270
-2.49424712,0.48372086,0.20163174,0.14316897,0.02627325,0.07876198,0.20706782,0.02714427,0.12740121
-2.48824412,0.47217168,0.19248428,0.14069808,0.02728556,0.07445414,0.19569832,0.02567419,0.12378358
-2.48224112,0.45972348,0.18283444,0.13795494,0.02826012,0.06989015,0.18364203,0.02411919,0.12003705
-2.47623812,0.44675836,0.17289998,0.13502966,0.02918467,0.06515295,0.17111328,0.02250851,0.11630798
-2.47023512,0.43366623,0.16290168,0.13201337,0.03004615,0.06032463,0.15832319,0.02087116,0.11275029
-2.46423212,0.42083983,0.15305933,0.12899710,0.03083115,0.05548444,0.14547421,0.01923530,0.10952411
-2.45822911,0.40867101,0.14358849,0.12607101,0.03152638,0.05070706,0.13275540,0.01762757,0.10679479
-2.45222611,0.39754825,0.13469788,0.12332411,0.03211931,0.04606117,0.12033853,0.01607266,0.10473203
-2.44622311,0.38785541,0.12658753,0.12084421,0.03259875,0.04160849,0.10837513,0.01459289,0.10350925
-2.44022011,0.37997117,0.11944755,0.11871813,0.03295549,0.03740304,0.09699450,0.01320801,0.10330299
-2.43421711,0.37426903,0.11345756,0.11703206,0.03318289,0.03349095,0.08630270,0.01193501,0.10429224
-2.42821411,0.37111734,0.10878652,0.11587187,0.03327733,0.02991041,0.07638245,0.01078812,0.10665757
-2.42221111,0.37087882,0.10559285,0.11532326,0.03323867,0.02669210,0.06729387,0.00977891,0.11057985
-2.41620810,0.37390928,0.10402469,0.11547167,0.03307053,0.02385978,0.05907579,0.00891639,0.11623853
-2.41020510,0.38055507,0.10422006,0.11640173,0.03278033,0.02143108,0.05174778,0.00820725,0.12380927
-2.40420210,0.39114900,0.10630688,0.11819629,0.03237931,0.01941846,0.04531244,0.00765609,0.13346088
-2.39819910,0.40600447,0.11040247,0.12093485,0.03188228,0.01783018,0.03975801,0.00726570,0.14535154
-2.39219610,0.42540800,0.11661275,0.12469153,0.03130722,0.01667135,0.03506107,0.00703734,0.15962440
-2.38619310,0.44961010,0.12503081,0.12953252,0.03067474,0.01594491,0.03118931,0.00697099,0.17640259
-2.38019010,0.47881494,0.13573507,0.13551306,0.03000742,0.01565254,0.02810408,0.00706562,0.19578375
-2.37418709,0.51316925,0.14878688,0.14267427,0.02932899,0.01579544,0.02576282,0.00731941,0.21783455
-2.36818409,0.55275103,0.16422790,0.15103982,0.02866357,0.01637503,0.02412131,0.00772996,0.24258521
-2.36218109,0.59755890,0.18207723,0.16061272,0.02803472,0.01739343,0.02313555,0.00829445,0.27002452
-2.35617809,0.64750269,0.20232856,0.17137247,0.02746469,0.01885385,0.02276336,0.00900984,0.30009566
-2.35017509,0.70239625,0.22494762,0.18327273,0.02697355,0.02076080,0.02296579,0.00987296,0.33269315
-2.34417209,0.76195300,0.24987001,0.19623978,0.02657857,0.02312012,0.02370810,0.01088066,0.36766133
-2.33816908,0.82578507,0.27699977,0.21017194,0.02629365,0.02593895,0.02496056,0.01202994,0.40479451
-2.33216608,0.89340630,0.30620881,0.22494006,0.02612887,0.02922552,0.02669901,0.01331804,0.44383910
-2.32616308,0.96423959,0.33733743,0.24038927,0.02609030,0.03298884,0.02890507,0.01474259,0.48449786
-2.32016008,1.03762842,0.37019590,0.25634184,0.02617993,0.03723831,0.03156629,0.01630168,0.52643610
-2.31415708,1.11285259,0.40456725,0.27260134,0.02639577,0.04198319,0.03467592,0.01799397,0.56928990
-2.30815408,1.18914743,0.44021127,0.28895782,0.02673218,0.04723208,0.03823261,0.01981878,0.61267595
-2.30215108,1.26572609,0.47686943,0.30519391,0.02718027,0.05299225,0.04223979,0.02177612,0.65620284
-2.29614807,1.34180376,0.51427087,0.32109160,0.02772849,0.05926897,0.04670491,0.02386673,0.69948307
-2.29014507,1.41662290,0.55213887,0.33643939,0.02836330,0.06606475,0.05163848,0.02609200,0.74214556
-2.28414207,1.48947817,0.59019783,0.35103959,0.02906987,0.07337860,0.05705282,0.02845392,0.78384782
-2.27813907,1.55973998,0.62818040,0.36471525,0.02983286,0.08120521,0.06296070,0.03095483,0.82428738
-2.27213607,1.62687545,0.66583431,0.37731662,0.03063714,0.08953424,0.06937378,0.03359723,0.86321176
-2.26613307,1.69046568,0.70292888,0.38872664,0.03146846,0.09834955,0.07630090,0.03638337,0.90042658
-2.26013007,1.75021847,0.73926079,0.39886524,0.03231408,0.10762859,0.08374624,0.03931486,0.93580138
-2.25412706,1.80597588,0.77465892,0.40769236,0.03316321,0.11734188,0.09170748,0.04239215,0.96927280
-2.24812406,1.85771625,0.80898824,0.41520926,0.03400739,0.12745270,0.10017397,0.04561395,1.00084495
-2.24212106,1.90555056,0.84215250,0.42145833,0.03484066,0.13791690,0.10912499,0.04897667,1.03058716
-2.23611806,1.94971341,0.87409592,0.42652125,0.03565960,0.14868314,0.11852820,0.05247378,1.05862889
-2.23011506,1.99054904,0.90480365,0.43051553,0.03646320,0.15969325,0.12833842,0.05609522,1.08515240
-2.22411206,2.02849324,0.93430136,0.43358973,0.03725257,0.17088308,0.13849664,0.05982691,1.11038338
-2.21810905,2.06405191,0.96265383,0.43591743,0.03803052,0.18218362,0.14892968,0.06365028,1.13458005
-2.21210605,2.09777748,0.98996281,0.43769032,0.03880104,0.19352246,0.15955012,0.06754200,1.15802125
-2.20610305,2.13024415,1.01636416,0.43911059,0.03956869,0.20482559,0.17025698,0.07147383,1.18099403
-2.20010005,2.16202309,1.04202439,0.44038305,0.04033797,0.21601943,0.18093689,0.07541263,1.20378127
-2.19409705,2.19365861,1.06713656,0.44170724,0.04111262,0.22703309,0.19146580,0.07932072,1.22664979
-2.18809405,2.22564621,1.09191572,0.44326980,0.04189503,0.23780069,0.20171129,0.08315624,1.24983943
-2.18209105,2.25841310,1.11659358,0.44523751,0.04268566,0.24826360,0.21153538,0.08687394,1.27355320
-2.17608804,2.29230197,1.14141255,0.44775105,0.04348257,0.25837266,0.22079768,0.09042599,1.29794900
-2.17008504,2.32755810,1.16661901,0.45091992,0.04428112,0.26808998,0.22935884,0.09376314,1.32313285
-2.16408204,2.36432019,1.19245568,0.45481847,0.04507377,0.27739036,0.23708429,0.09683591,1.34915379
-2.15807904,2.40261484,1.21915323,0.45948326,0.04585006,0.28626227,0.24384782,0.09959593,1.37600042
-2.15207604,2.44235456,1.24692091,0.46491185,0.04659680,0.29470809,0.24953524,0.10199735,1.40359907
-2.14607304,2.48333925,1.27593661,0.47106288,0.04729837,0.30274376,0.25404769,0.10399826,1.43181348
-2.14007004,2.52526070,1.30633634,0.47785753,0.04793723,0.31039768,0.25730464,0.10556201,1.46044599
-2.13406703,2.56771001,1.33820373,0.48518233,0.04849451,0.31770901,0.25924630,0.10665851,1.48924020
-2.12806403,2.61018761,1.37155968,0.49289304,0.04895080,0.32472529,0.25983561,0.10726532,1.51788501
-2.12206103,2.65211550,1.40635298,0.50081960,0.04928689,0.33149959,0.25905938,0.10736855,1.54601994
-2.11605803,2.69285163,1.44245246,0.50877193,0.04948467,0.33808727,0.25692889,0.10696347,1.57324202
-2.11005503,2.73170598,1.47964110,0.51654641,0.04952792,0.34454263,0.25347967,0.10605499,1.59911379
-2.10405203,2.76795817,1.51761306,0.52393272,0.04940313,0.35091544,0.24877063,0.10465768,1.62317282
-2.09804902,2.80087635,1.55597385,0.53072103,0.04910018,0.35724779,0.24288246,0.10279558,1.64494231
-2.09204602,2.82973680,1.59424428,0.53670898,0.04861293,0.36357128,0.23591554,0.10050175,1.66394295
-2.08604302,2.85384420,1.63186838,0.54170854,0.04793963,0.36990472,0.22798721,0.09781744,1.67970554
-2.08004002,2.87255169,1.66822531,0.54555226,0.04708321,0.37625265,0.21922873,0.09479115,1.69178432
-2.07403702,2.88528055,1.70264514,0.54809883,0.04605125,0.38260454,0.20978191,0.09147732,1.69977058
-2.06803402,2.89153853,1.73442801,0.54923765,0.04485594,0.38893490,0.19979554,0.08793501,1.70330605
-2.06203102,2.89093657,1.76286605,0.54889235,0.04351368,0.39520425,0.18942182,0.08422633,1.70209562
-2.05602801,2.88320286,1.78726725,0.54702303,0.04204462,0.40136080,0.17881283,0.08041491,1.69591886
-2.05002501,2.86819393,1.80698002,0.54362718,0.04047199,0.40734287,0.16811719,0.07656428,1.68463979
-2.04402201,2.84590198,1.82141760,0.53873927,0.03882132,0.41308182,0.15747697,0.07273634,1.66821438
-2.03801901,2.81645806,1.83008088,0.53242899,0.03711956,0.41850527,0.14702500,0.06898994,1.64669536
-2.03201601,2.78013086,1.83257853,0.52479823,0.03539421,0.42354053,0.13688255,0.06537950,1.62023391
-2.02601301,2.73732076,1.82864348,0.51597698,0.03367237,0.42811789,0.12715747,0.06195392,1.58907810
-2.02001001,2.68854942,1.81814468,0.50611829,0.03197986,0.43217363,0.11794285,0.05875563,1.55356799
-2.01400700,2.63444506,1.80109369,0.49539245,0.03034042,0.43565263,0.10931612,0.05581984,1.51412735
-2.00800400,2.57572388,1.77764548,0.48398082,0.02877498,0.43851021,0.10133862,0.05317408,1.47125244
-2.00200100,2.51316841,1.74809362,0.47206931,0.02730109,0.44071348,0.09405561,0.05083792,1.42549809
-1.99599800,2.44760345,1.71285983,0.45984205,0.02593251,0.44224166,0.08749663,0.04882294,1.37746171
-1.98999500,2.37987074,1.67247867,0.44747530,0.02467893,0.44308587,0.08167628,0.04713291,1.32776582
-1.98399200,2.31080319,1.62757783,0.43513187,0.02354588,0.44324798,0.07659515,0.04576414,1.27703987
-1.97798899,2.24119987,1.57885536,0.42295643,0.02253480,0.44273898,0.07224101,0.04470601,1.22590207
-1.97198599,2.17180267,1.52705472,0.41107155,0.02164327,0.44157680,0.06859016,0.04394163,1.17494190
-1.96598299,2.10327563,1.47293891,0.39957491,0.02086535,0.43978380,0.06560888,0.04344860,1.12470421
-1.95997999,2.03618768,1.41726505,0.38853749,0.02019205,0.43738419,0.06325478,0.04319986,1.07567524
-1.95397699,1.97099940,1.36076034,0.37800293,0.01961190,0.43440140,0.06147836,0.04316457,1.02827129
-1.94797399,1.90805430,1.30410058,0.36798791,0.01911154,0.43085578,0.06022431,0.04330899,0.98283028
-1.94197099,1.84757480,1.24789213,0.35848354,0.01867639,0.42676265,0.05943291,0.04359740,0.93960648
-1.93596798,1.78966286,1.19265773,0.34945764,0.01829123,0.42213090,0.05904124,0.04399294,0.89876845
-1.92996498,1.73430521,1.13882686,0.34085775,0.01794085,0.41696217,0.05898438,0.04445849,0.86040010
-1.92396198,1.68138265,1.08673059,0.33261466,0.01761059,0.41125079,0.05919652,0.04495736,0.82450477
-1.91795898,1.63068287,1.03660085,0.32464647,0.01728681,0.40498429,0.05961192,0.04545407,0.79101179
-1.91195598,1.58191633,0.98857390,0.31686277,0.01695733,0.39814459,0.06016593,0.04591496,0.75978541
-1.90595298,1.53473413,0.94269747,0.30916890,0.01661168,0.39070980,0.06079585,0.04630874,0.73063531
-1.89994997,1.48874731,0.89894094,0.30147018,0.01624135,0.38265638,0.06144178,0.04660700,0.70332842
-1.89394697,1.44354666,0.85720778,0.29367578,0.01583990,0.37396163,0.06204745,0.04678461,0.67760141
-1.88794397,1.39872217,0.81734961,0.28570231,0.01540295,0.36460637,0.06256098,0.04682010,0.65317329
-1.88194097,1.35388154,0.77918095,0.27747690,0.01492817,0.35457752,0.06293557,0.04669585,0.62975779
-1.87593797,1.30866695,0.74249403,0.26893972,0.01441510,0.34387061,0.06313015,0.04639836,0.60707491
-1.86993497,1.26276951,0.70707292,0.26004592,0.01386500,0.33249187,0.06310999,0.04591829,0.58486139
-1.86393197,1.21594115,0.67270641,0.25076687,0.01328061,0.32045997,0.06284714,0.04525056,0.56287972
-1.85792896,1.16800338,0.63919917,0.24109088,0.01266590,0.30780711,0.06232080,0.04439425,0.54092556
-1.85192596,1.11885294,0.60638091,0.23102314,0.01202579,0.29457966,0.06151758,0.04335255,0.51883323
-1.84592296,1.06846420,0.57411326,0.22058520,0.01136589,0.28083797,0.06043153,0.04213250,0.49647949
-1.83991996,1.01688846,0.54229425,0.20981386,0.01069227,0.26665573,0.05906409,0.04074476,0.47378533
-1.83391696,0.96425034,0.51086063,0.19875959,0.01001115,0.25211862,0.05742384,0.03920329,0.45071606
-1.82791396,0.91074156,0.47978791,0.18748457,0.00932875,0.23732252,0.05552605,0.03752490,0.42727967
-1.82191096,0.85661249,0.44908854,0.17606048,0.00865111,0.22237117,0.05339215,0.03572885,0.40352383
-1.81590795,0.80216207,0.41880842,0.16456604,0.00798386,0.20737365,0.05104900,0.03383635,0.37953161
-1.80990495,0.74772646,0.38902214,0.15308446,0.00733221,0.19244159,0.04852802,0.03187001,0.35541626
-1.80390195,0.69366702,0.35982727,0.14170095,0.00670077,0.17768626,0.04586438,0.02985338,0.33131535
-1.79789895,0.64035818,0.33133810,0.13050019,0.00609353,0.16321586,0.04309595,0.02781034,0.30738454
-1.79189595,0.58817570,0.30367923,0.11956417,0.00551385,0.14913282,0.04026242,0.02576470,0.28379129
-1.78589295,0.53748574,0.27697919,0.10897006,0.00496442,0.13553152,0.03740435,0.02373966,0.26070875
-1.77988994,0.48863524,0.25136464,0.09878856,0.00444725,0.12249627,0.03456234,0.02175746,0.23831013
-1.77388694,0.44194380,0.22695506,0.08908256,0.00396376,0.11009979,0.03177629,0.01983905,0.21676372
-1.76788394,0.39769740,0.20385851,0.07990611,0.00351478,0.09840212,0.02908480,0.01800383,0.19622873
-1.76188094,0.35614412,0.18216817,0.07130386,0.00310059,0.08745004,0.02652475,0.01626945,0.17685205
-1.75587794,0.31749173,0.16196006,0.06331091,0.00272101,0.07727694,0.02413099,0.01465181,0.15876610
-1.74987494,0.28190737,0.14329182,0.05595295,0.00237541,0.06790322,0.02193627,0.01316501,0.14208750
-1.74387194,0.24951891,0.12620247,0.04924681,0.00206283,0.05933704,0.01997125,0.01182144,0.12691690
-1.73786893,0.22041795,0.11071314,0.04320128,0.00178201,0.05157548,0.01826469,0.01063198,0.11333949
-1.73186593,0.19466425,0.09682870,0.03781817,0.00153147,0.04460603,0.01684379,0.00960615,0.10142638
-1.72586293,0.17229103,0.08453995,0.03309360,0.00130955,0.03840823,0.01573451,0.00875240,0.09123639
-1.71985993,0.15331112,0.07382655,0.02901935,0.00111449,0.03295562,0.01496202,0.00807835,0.08281835
-1.71385693,0.13772344,0.06466021,0.02558436,0.00094449,0.02821770,0.01455115,0.00759108,0.07621348
-1.70785393,0.12551951,0.05700817,0.02277618,0.00079777,0.02416198,0.01452674,0.00729734,0.07145780
-1.70185093,0.11668976,0.05083678,0.02058247,0.00067261,0.02075606,0.01491397,0.00720381,0.06858427
-1.69584792,0.11122934,0.04611511,0.01899237,0.00056742,0.01796965,0.01573859,0.00731720,0.06762469
-1.68984492,0.10914325,0.04281834,0.01799777,0.00048076,0.01577648,0.01702701,0.00764437,0.06861095
-1.68384192,0.11045054,0.04093102,0.01759445,0.00041143,0.01415617,0.01880619,0.00819234,0.07157584
-1.67783892,0.11518768,0.04044997,0.01778313,0.00035849,0.01309595,0.02110349,0.00896827,0.07655308
-1.67183592,0.12341083,0.04138690,0.01857026,0.00032130,0.01259222,0.02394623,0.00997927,0.08357684
-1.66583292,0.13519714,0.04377057,0.01996870,0.00029956,0.01265194,0.02736121,0.01123221,0.09268051
-1.65982991,0.15064509,0.04764858,0.02199822,0.00029339,0.01329386,0.03137408,0.01273348,0.10389506
-1.65382691,0.16987391,0.05308863,0.02468582,0.00030329,0.01454950,0.03600856,0.01448868,0.11724684
-1.64782391,0.19302216,0.06017936,0.02806581,0.00033023,0.01646386,0.04128569,0.01650222,0.13275521
-1.64182091,0.22024558,0.06903053,0.03217980,0.00037566,0.01909589,0.04722297,0.01877702,0.15042998
-1.63581791,0.25171424,0.07977263,0.03707636,0.00044152,0.02251853,0.05383361,0.02131412,0.17026881
-1.62981491,0.28760898,0.09255581,0.04281053,0.00053026,0.02681834,0.06112569,0.02411236,0.19225495
-1.62381191,0.32811734,0.10754798,0.04944304,0.00064482,0.03209472,0.06910156,0.02716807,0.21635518
-1.61780890,0.37342865,0.12493209,0.05703925,0.00078863,0.03845841,0.07775721,0.03047484,0.24251823
-1.61180590,0.42372855,0.14490244,0.06566774,0.00096557,0.04602957,0.08708181,0.03402334,0.27067380
-1.60580290,0.47919262,0.16765992,0.07539859,0.00117991,0.05493497,0.09705741,0.03780119,0.30073204
-1.59979990,0.53997917,0.19340620,0.08630123,0.00143624,0.06530457,0.10765859,0.04179288,0.33258374
-1.59379690,0.60622098,0.22233677,0.09844195,0.00173936,0.07726735,0.11885243,0.04597982,0.36610099
-1.58779390,0.67801616,0.25463295,0.11188097,0.00209415,0.09094640,0.13059829,0.05034037,0.40113831
-1.58179090,0.75541786,0.29045282,0.12666917,0.00250542,0.10645333,0.14284785,0.05484994,0.43753420
-1.57578789,0.83842318,0.32992144,0.14284448,0.00297774,0.12388218,0.15554499,0.05948112,0.47511286
-1.56978489,0.92696129,0.37312045,0.16042810,0.00351525,0.14330294,0.16862577,0.06420381,0.51368613
-1.56378189,1.02088129,0.42007744,0.17942051,0.00412142,0.16475482,0.18201831,0.06898540,0.55305533
-1.55777889,1.11994001,0.47075552,0.19979765,0.00479885,0.18823974,0.19564268,0.07379090,0.59301309
-1.55177589,1.22379067,0.52504367,0.22150725,0.00554907,0.21371612,0.20941080,0.07858312,0.63334498
-1.54577289,1.33197277,0.58274823,0.24446559,0.00637233,0.24109340,0.22322639,0.08332284,0.67383095
-1.53976988,1.44390429,0.64358624,0.26855499,0.00726741,0.27022771,0.23698495,0.08796897,0.71424666
-1.53376688,1.55887682,0.70718119,0.29362214,0.00823154,0.30091891,0.25057400,0.09247884,0.75436462
-1.52776388,1.67605461,0.77306168,0.31947755,0.00926030,0.33290938,0.26387352,0.09680842,0.79395537
-1.52176088,1.79447810,0.84066337,0.34589631,0.01034760,0.36588486,0.27675673,0.10091276,0.83278870
-1.51575788,1.91307260,0.90933461,0.37262026,0.01148581,0.39947749,0.28909132,0.10474639,0.87063512
-1.50975488,2.03066256,0.97834595,0.39936169,0.01266590,0.43327116,0.30074114,0.10826399,0.90726752
