energy_ev,total_up,Au_p_up,Au_d_up,C_s_up,C_p_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-6.00000000,4.44477731,0.68349385,3.28324681,0.01287865,0.07413936,0.77369523,0.00000000,0.45499404,0.28556408
-5.99399700,4.58404065,0.70434438,3.36374666,0.01357057,0.07749252,0.80865558,0.00000000,0.46932138,0.30291916
-5.98799400,4.73058394,0.72696863,3.44866801,0.01430658,0.08101847,0.84544284,0.00000000,0.48465349,0.32100757
-5.98199100,4.88221350,0.75098297,3.53654835,0.01507819,0.08467208,0.88356143,0.00000000,0.50079768,0.33963720
-5.97598799,5.03668869,0.77599448,3.62591115,0.01587685,0.08840687,0.92249987,0.00000000,0.51755908,0.35860253
-5.96998499,5.19178463,0.80161082,3.71531023,0.01669417,0.09217593,0.96174363,0.00000000,0.53474486,0.37768965
-5.96398199,5.34535368,0.82745035,3.80337231,0.01752218,0.09593291,1.00078817,0.00000000,0.55216828,0.39668164
-5.95797899,5.49538298,0.85315189,3.88883566,0.01835346,0.09963298,1.03915156,0.00000000,0.56965234,0.41536421
-5.95197599,5.64004534,0.87838380,3.97058297,0.01918144,0.10323390,1.07638619,0.00000000,0.58703282,0.43353118
-5.94597299,5.77774113,0.90285182,4.04766706,0.02000046,0.10669682,1.11208889,0.00000000,0.60416039,0.45098980
-5.93996998,5.90712941,0.92630523,4.11932836,0.02080598,0.10998723,1.14590915,0.00000000,0.62090189,0.46756543
-5.93396698,6.02714699,0.94854121,4.18500336,0.02159458,0.11307552,1.17755495,0.00000000,0.63714049,0.48310551
-5.92796398,6.13701481,0.96940691,4.24432415,0.02236406,0.11593755,1.20679599,0.00000000,0.65277495,0.49748268
-5.92196098,6.23623175,0.98879942,4.29710907,0.02311332,0.11855494,1.23346424,0.00000000,0.66771788,0.51059672
-5.91595798,6.32455662,1.00666350,4.34334554,0.02384235,0.12091517,1.25745182,0.00000000,0.68189339,0.52237541
-5.90995498,6.40197974,1.02298718,4.38316623,0.02455205,0.12301147,1.27870639,0.00000000,0.69523411,0.53277427
-5.90395198,6.46868607,1.03779568,4.41682002,0.02524404,0.12484250,1.29722443,0.00000000,0.70767799,0.54177507
-5.89794897,6.52501220,1.05114383,4.44463978,0.02592045,0.12641188,1.31304269,0.00000000,0.71916514,0.54938341
-5.89194597,6.57140008,1.06310749,4.46700870,0.02658364,0.12772748,1.32622861,0.00000000,0.72963494,0.55562540
-5.88594297,6.60834996,1.07377448,4.48432741,0.02723593,0.12880070,1.33687009,0.00000000,0.73902374,0.56054366
-5.87993997,6.63637562,1.08323544,4.49698345,0.02787935,0.12964555,1.34506520,0.00000000,0.74726333,0.56419296
-5.87393697,6.65596417,1.09157525,4.50532499,0.02851532,0.13027777,1.35091269,0.00000000,0.75428033,0.56663559
-5.86793397,6.66754271,1.09886529,4.50964004,0.02914446,0.13071391,1.35450354,0.00000000,0.75999672,0.56793695
-5.86193097,6.67145339,1.10515711,4.51014209,0.02976634,0.13097047,1.35591422,0.00000000,0.76433128,0.56816138
-5.85592796,6.66793815,1.11047764,4.50696284,0.03037933,0.13106307,1.35520188,0.00000000,0.76720217,0.56736860
-5.84992496,6.65713339,1.11482638,4.50015189,0.03098054,0.13100587,1.35240177,0.00000000,0.76853027,0.56561087
-5.84392196,6.63907451,1.11817438,4.48968328,0.03156570,0.13081097,1.34752695,0.00000000,0.76824316,0.56293108
-5.83791896,6.61370952,1.12046521,4.47546802,0.03212926,0.13048806,1.34057012,0.00000000,0.76627954,0.55936169
-5.83191596,6.58092036,1.12161779,4.45737143,0.03266444,0.13004425,1.33150751,0.00000000,0.76259372,0.55492471
-5.82591296,6.54055032,1.12153075,4.43523424,0.03316339,0.12948402,1.32030436,0.00000000,0.75715983,0.54963259
-5.81990995,6.49243537,1.12008811,4.40889564,0.03361743,0.12880939,1.30692173,0.00000000,0.74997565,0.54348985
-5.81390695,6.43643733,1.11716598,4.37821706,0.03401729,0.12802016,1.29132393,0.00000000,0.74106554,0.53649553
-5.80790395,6.37247675,1.11263980,4.34310489,0.03435341,0.12711434,1.27348636,0.00000000,0.73048245,0.52864596
-5.80190095,6.30056329,1.10639180,4.30353108,0.03461626,0.12608870,1.25340297,0.00000000,0.71830875,0.51993799
-5.79589795,6.22082194,1.09831831,4.25955025,0.03479672,0.12493925,1.23109303,0.00000000,0.70465580,0.51037220
-5.78989495,6.13351353,1.08833643,4.21131260,0.03488633,0.12366195,1.20660679,0.00000000,0.68966227,0.49995606
