energy_ev,total_up,Bi_p_up,Bi_d_up,Se_s_up,Se_p_up,V_p_up,V_d_up
-4.30115058,1.17242970,0.66161140,0.00818211,0.00342867,0.17727967,0.32185611,0.40861460
-4.29514757,1.17419338,0.66293472,0.00820982,0.00344025,0.17679556,0.32205337,0.40927836
-4.28914457,1.16757863,0.65952253,0.00817855,0.00342708,0.17505775,0.31995714,0.40702871
-4.28314157,1.15274097,0.65145542,0.00808898,0.00338945,0.17210538,0.31561642,0.40192102
-4.27713857,1.13001508,0.63891540,0.00794306,0.00332816,0.16800390,0.30912933,0.39407343
-4.27113557,1.09990393,0.62217997,0.00774390,0.00324452,0.16284298,0.30064004,0.38366311
-4.26513257,1.06306255,0.60161314,0.00749574,0.00314026,0.15673373,0.29033423,0.37092067
-4.25912956,1.02027702,0.57765373,0.00720370,0.00301753,0.14980523,0.27843332,0.35612279
-4.25312656,0.97243984,0.55080150,0.00687372,0.00287877,0.14220082,0.26518785,0.33958369
-4.24712356,0.92052290,0.52160200,0.00651229,0.00272667,0.13407397,0.25087017,0.32164562
-4.24112056,0.86554919,0.49063052,0.00612626,0.00256406,0.12558431,0.23576699,0.30266896
-4.23511756,0.80856467,0.45847615,0.00572270,0.00239383,0.11689368,0.22017195,0.28302224
-4.22911456,0.75061131,0.42572651,0.00530861,0.00221886,0.10816258,0.20437870,0.26307264
-4.22311156,0.69270250,0.39295364,0.00489081,0.00204191,0.09954708,0.18867458,0.24317712
-4.21710855,0.63580157,0.36070179,0.00447577,0.00186557,0.09119631,0.17333532,0.22367472
-4.21110555,0.58080410,0.32947719,0.00406943,0.00169223,0.08325053,0.15862078,0.20487998
-4.20510255,0.52852436,0.29974027,0.00367715,0.00152397,0.07583994,0.14477175,0.18707785
-4.19909955,0.47968592,0.27190015,0.00330364,0.00136260,0.06908401,0.13200803,0.17051999
-4.19309655,0.43491640,0.24631156,0.00295287,0.00120957,0.06309151,0.12052748,0.15542240
-4.18709355,0.39474596,0.22327385,0.00262811,0.00106603,0.05796087,0.11050601,0.14196446
-4.18109055,0.35960892,0.20303183,0.00233192,0.00093280,0.05378094,0.10209833,0.13028897
-4.17508754,0.32984790,0.18577812,0.00206618,0.00081040,0.05063198,0.09543920,0.12050313
-4.16908454,0.30571981,0.17165648,0.00183218,0.00069904,0.04858657,0.09064494,0.11268024
-4.16308154,0.28740277,0.16076583,0.00163064,0.00059873,0.04771051,0.08781494,0.10686184
-4.15707854,0.27500328,0.15316438,0.00146181,0.00050924,0.04806338,0.08703291,0.10306003
-4.15107554,0.26856305,0.14887365,0.00132553,0.00043017,0.04969872,0.08836771,0.10125992
-4.14507254,0.26806481,0.14788197,0.00122131,0.00036098,0.05266370,0.09187353,0.10142186
-4.13906953,0.27343677,0.15014714,0.00114835,0.00030106,0.05699825,0.09758934,0.10348351
-4.13306653,0.28455545,0.15559836,0.00110567,0.00024974,0.06273357,0.10553753,0.10736159
-4.12706353,0.30124684,0.16413709,0.00109206,0.00020630,0.06989009,0.11572180,0.11295325
-4.12106053,0.32328598,0.17563705,0.00110616,0.00017008,0.07847495,0.12812429,0.12013726
-4.11505753,0.35039516,0.18994351,0.00114645,0.00014042,0.08847908,0.14270227,0.12877486
-4.10905453,0.38224126,0.20687193,0.00121127,0.00011676,0.09987406,0.15938443,0.13871061
-4.10305153,0.41843261,0.22620644,0.00129881,0.00009861,0.11260895,0.17806720,0.14977306
-4.09704852,0.45851612,0.24769832,0.00140706,0.00008560,0.12660732,0.19861124,0.16177574
-4.09104552,0.50197514,0.27106490,0.00153388,0.00007750,0.14176468,0.22083865,0.17451826
-4.08504252,0.54822878,0.29598920,0.00167687,0.00007422,0.15794662,0.24453101,0.18778783
-4.07903952,0.59663323,0.32212064,0.00183348,0.00007583,0.17498779,0.26942868,0.20136126
-4.07303652,0.64648560,0.34907710,0.00200092,0.00008259,0.19269196,0.29523170,0.21500745
-4.06703352,0.69703054,0.37644847,0.00217621,0.00009494,0.21083341,0.32160229,0.22849051
-4.06103052,0.74747002,0.40380194,0.00235618,0.00011355,0.22915953,0.34816928,0.24157339
-4.05502751,0.79697606,0.43068886,0.00253750,0.00013929,0.24739490,0.37453440,0.25402202
-4.04902451,0.84470640,0.45665324,0.00271675,0.00017326,0.26524663,0.40028038,0.26560991
-4.04302151,0.88982269,0.48124157,0.00289046,0.00021682,0.28241098,0.42498069,0.27612301
-4.03701851,0.93151065,0.50401383,0.00305518,0.00027153,0.29858092,0.44821052,0.28536472
-4.03101551,0.96900136,0.52455497,0.00320755,0.00033921,0.31345447,0.46955883,0.29316086
-4.02501251,1.00159311,0.54248687,0.00334438,0.00042191,0.32674346,0.48864075,0.29936438
-4.01900950,1.02867250,0.55747974,0.00346278,0.00052185,0.33818236,0.50510997,0.30385970
-4.01300650,1.04973418,0.56926289,0.00356017,0.00064145,0.34753669,0.51867051,0.30656628
-4.00700350,1.06439800,0.57763409,0.00363441,0.00078323,0.35461079,0.52908726,0.30744156
-4.00100050,1.07242290,0.58246705,0.00368384,0.00094979,0.35925441,0.53619492,0.30648278
-3.99499750,1.07371670,0.58371672,0.00370733,0.00114372,0.36136791,0.53990469,0.30372783
-3.98899450,1.06834115,0.58142210,0.00370433,0.00136750,0.36090578,0.54020848,0.29925492
-3.98299150,1.05651215,0.57570616,0.00367488,0.00162343,0.35787822,0.53718040,0.29318109
-3.97698849,1.03859469,0.56677309,0.00361960,0.00191349,0.35235083,0.53097530,0.28565951
-3.97098549,1.01509287,0.55490277,0.00353965,0.00223922,0.34444234,0.52182458,0.27687585
-3.96498249,0.98663527,0.54044262,0.00343673,0.00260162,0.33432047,0.51002923,0.26704351
-3.95897949,0.95395626,0.52379735,0.00331299,0.00300098,0.32219624,0.49595056,0.25639815
-3.95297649,0.91787401,0.50541682,0.00317096,0.00343680,0.30831681,0.47999893,0.24519154
-3.94697349,0.87926610,0.48578258,0.00301348,0.00390766,0.29295737,0.46262103,0.23368498
-3.94097049,0.83904377,0.46539372,0.00284360,0.00441113,0.27641245,0.44428618,0.22214254
-3.93496748,0.79812575,0.44475245,0.00266448,0.00494372,0.25898682,0.42547240,0.21082422
-3.92896448,0.75741275,0.42435009,0.00247934,0.00550082,0.24098672,0.40665255,0.19997939
-3.92296148,0.71776354,0.40465394,0.00229133,0.00607676,0.22271151,0.38828128,0.18984064
-3.91695848,0.67997342,0.38609543,0.00210348,0.00666478,0.20444612,0.37078327,0.18061814
-3.91095548,0.64475581,0.36906011,0.00191864,0.00725723,0.18645468,0.35454289,0.17249490
-3.90495248,0.61272745,0.35387952,0.00173943,0.00784559,0.16897531,0.33989592,0.16562269
-3.89894947,0.58439755,0.34082535,0.00156819,0.00842075,0.15221641,0.32712325,0.16011915
-3.89294647,0.56016108,0.33010581,0.00140699,0.00897319,0.13635424,0.31644670,0.15606578
-3.88694347,0.54029618,0.32186438,0.00125761,0.00949322,0.12153198,0.30802708,0.15350709
-3.88094047,0.52496551,0.31618063,0.00112156,0.00997130,0.10786002,0.30196418,0.15245086
-3.87493747,0.51422135,0.31307316,0.00100007,0.01039828,0.09541740,0.29829871,0.15286948
-3.86893447,0.50801388,0.31250434,0.00089420,0.01076574,0.08425415,0.29701585,0.15470229
-3.86293147,0.50620248,0.31438660,0.00080478,0.01106622,0.07439447,0.29805027,0.15785906
-3.85692846,0.50856919,0.31858999,0.00073255,0.01129351,0.06584024,0.30129221,0.16222428
-3.85092546,0.51483414,0.32495082,0.00067816,0.01144287,0.05857501,0.30659457,0.16766231
-3.84492246,0.52467218,0.33328090,0.00064221,0.01151117,0.05256794,0.31378056,0.17402328
-3.83891946,0.53773037,0.34337726,0.00062534,0.01149703,0.04777766,0.32265177,0.18114953
-3.83291646,0.55364570,0.35503205,0.00062823,0.01140086,0.04415594,0.33299654,0.18888243
-3.82691346,0.57206270,0.36804230,0.00065170,0.01122489,0.04165091,0.34459826,0.19706951
-3.82091046,0.59265037,0.38221936,0.00069667,0.01097303,0.04020981,0.35724362,0.20557158
-3.81490745,0.61511819,0.39739779,0.00076422,0.01065081,0.03978129,0.37073054,0.21426966
-3.80890445,0.63923064,0.41344347,0.00085564,0.01026518,0.04031706,0.38487573,0.22307158
-3.80290145,0.66482006,0.43026077,0.00097238,0.00982425,0.04177309,0.39952164,0.23191793
-3.79689845,0.69179738,0.44779852,0.00111610,0.00933708,0.04411026,0.41454273,0.24078723
-3.79089545,0.72016036,0.46605466,0.00128862,0.00881337,0.04729448,0.42985093,0.24970001
-3.78489245,0.74999923,0.48507933,0.00149196,0.00826322,0.05129648,0.44539993,0.25872174
-3.77888944,0.78149922,0.50497627,0.00172825,0.00769680,0.05609122,0.46118836,0.26796425
-3.77288644,0.81493985,0.52590236,0.00199974,0.00712412,0.06165696,0.47726148,0.27758572
-3.76688344,0.85069079,0.54806516,0.00230876,0.00655476,0.06797418,0.49371133,0.28778890
-3.76088044,0.88920400,0.57171837,0.00265763,0.00599773,0.07502434,0.51067509,0.29881769
-3.75487744,0.93100227,0.59715512,0.00304864,0.00546124,0.08278848,0.52833152,0.31095191
-3.74887444,0.97666397,0.62469908,0.00348397,0.00495262,0.09124586,0.54689552,0.32450036
-3.74287144,1.02680432,0.65469358,0.00396560,0.00447822,0.10037250,0.56661070,0.33979229
-3.73686843,1.08205333,0.68748874,0.00449521,0.00404339,0.11013992,0.58774002,0.35716731
-3.73086543,1.14303090,0.72342695,0.00507414,0.00365247,0.12051373,0.61055486,0.37696408
-3.72486243,1.21031963,0.76282706,0.00570324,0.00330885,0.13145259,0.63532259,0.39950800
-3.71885943,1.28443615,0.80596767,0.00638279,0.00301501,0.14290704,0.66229319,0.42509822
-3.71285643,1.36580182,0.85307019,0.00711240,0.00277262,0.15481876,0.69168542,0.45399440
-3.70685343,1.45471401,0.90428223,0.00789092,0.00258263,0.16711980,0.72367297,0.48640372
-3.70085043,1.55131892,0.95966201,0.00871633,0.00244541,0.17973225,0.75837145,0.52246854
-3.69484742,1.65558756,1.01916472,0.00958568,0.00236083,0.19256803,0.79582674,0.56225527
-3.68884442,1.76729586,1.08263136,0.01049506,0.00232839,0.20552909,0.83600550,0.60574505
-3.68284142,1.88601033,1.14978104,0.01143955,0.00234736,0.21850794,0.87878828,0.65282664
-3.67683842,2.01108047,1.22020720,0.01241322,0.00241679,0.23138855,0.92396606,0.70329213
-3.67083542,2.14163866,1.29337836,0.01340920,0.00253569,0.24404766,0.97124027,0.75683569
-3.66483242,2.27660840,1.36864383,0.01441975,0.00270305,0.25635655,1.02022692,0.81305579
-3.65882941,2.41472111,1.44524440,0.01543637,0.00291790,0.26818314,1.07046447,0.87146103
-3.65282641,2.55454138,1.52232796,0.01645000,0.00317935,0.27939459,1.12142565,0.93147952
-3.64682341,2.69450017,1.59896978,0.01745116,0.00348661,0.28986008,1.17253252,0.99247170
-3.64082041,2.83293502,1.67419661,0.01843027,0.00383901,0.29945402,1.22317439,1.05374621
-3.63481741,2.96813576,1.74701403,0.01937784,0.00423594,0.30805923,1.27272762,1.11457833
-3.62881441,3.09839390,1.81643565,0.02028478,0.00467684,0.31557030,1.32057648,1.17423023
-3.62281141,3.22205368,1.88151314,0.02114264,0.00516115,0.32189675,1.36613401,1.23197225
-3.61680840,3.33756246,1.94136558,0.02194394,0.00568822,0.32696595,1.40886170,1.28710425
-3.61080540,3.44351793,1.99520686,0.02268231,0.00625720,0.33072567,1.44828719,1.33897615
-3.60480240,3.53871009,2.04236972,0.02335276,0.00686699,0.33314604,1.48401879,1.38700651
-3.59879940,3.62215573,2.08232537,0.02395179,0.00751604,0.33422092,1.51575637,1.43069850
-3.59279640,3.69312385,2.11469762,0.02447747,0.00820229,0.33396844,1.54329783,1.46965227
-3.58679340,3.75115081,2.13927103,0.02492946,0.00892301,0.33243084,1.56654118,1.50357334
-3.58079040,3.79604455,2.15599261,0.02530890,0.00967468,0.32967352,1.58548205,1.53227655
-3.57478739,3.82787801,2.16496729,0.02561832,0.01045289,0.32578322,1.60020719,1.55568549
-3.56878439,3.84697234,2.16644749,0.02586142,0.01125225,0.32086575,1.61088438,1.57382762
-3.56278139,3.85387130,2.16081765,0.02604277,0.01206632,0.31504299,1.61774982,1.58682551
-3.55677839,3.84930860,2.14857470,0.02616757,0.01288762,0.30844964,1.62109386,1.59488493
-3.55077539,3.83417045,2.13030580,0.02624128,0.01370763,0.30122979,1.62124625,1.59828049
-3.54477239,3.80945584,2.10666486,0.02626928,0.01451690,0.29353341,1.61856202,1.59734008
-3.53876938,3.77623696,2.07834906,0.02625662,0.01530516,0.28551311,1.61340906,1.59242892
-3.53276638,3.73562238,2.04607693,0.02620766,0.01606155,0.27732123,1.60615821,1.58393445
-3.52676338,3.68872497,2.01056908,0.02612592,0.01677482,0.26910741,1.59717653,1.57225284
-3.52076038,3.63663622,1.97253242,0.02601389,0.01743366,0.26101674,1.58682409,1.55777803
-3.51475738,3.58040817,1.93264872,0.02587299,0.01802702,0.25318853,1.57545421,1.54089372
-3.50875438,3.52104327,1.89156734,0.02570354,0.01854445,0.24575561,1.56341702,1.52196875
-3.50275138,3.45949187,1.84990240,0.02550489,0.01897646,0.23884427,1.55106536,1.50135562
-3.49674837,3.39665655,1.80823353,0.02527561,0.01931492,0.23257444,1.53876252,1.47939212
-3.49074537,3.33340165,1.76710963,0.02501369,0.01955334,0.22706020,1.52689031,1.45640535
-3.48474237,3.27056612,1.72705441,0.02471683,0.01968714,0.22241031,1.51585644,1.43271733
-3.47873937,3.20897732,1.68857265,0.02438279,0.01971396,0.21872857,1.50610000,1.40865144
-3.47273637,3.14946361,1.65215587,0.02400966,0.01963372,0.21611384,1.49809360,1.38453854
-3.46673337,3.09286327,1.61828616,0.02359619,0.01944874,0.21465955,1.49234151,1.36072185
-3.46073037,3.04002794,1.58743734,0.02314207,0.01916373,0.21445256,1.48937281,1.33755975
-3.45472736,2.99181899,1.56007249,0.02264806,0.01878566,0.21557133,1.48972943,1.31542561
-3.44872436,2.94909602,1.53663756,0.02211620,0.01832355,0.21808338,1.49394897,1.29470442
-3.44272136,2.91269723,1.51755094,0.02154981,0.01778823,0.22204204,1.50254275,1.27578583
-3.43671836,2.88341228,1.50318933,0.02095347,0.01719199,0.22748276,1.51597020,1.25905377
-3.43071536,2.86194891,1.49387065,0.02033291,0.01654817,0.23441905,1.53461061,1.24487315
-3.42471236,2.84889525,1.48983497,0.01969476,0.01587078,0.24283841,1.55873398,1.23357424
-3.41870935,2.84468022,1.49122485,0.01904637,0.01517398,0.25269844,1.58847275,1.22543578
-3.41270635,2.84953502,1.49806651,0.01839542,0.01447174,0.26392354,1.62379631,1.22066790
-3.40670335,2.86345840,1.51025336,0.01774967,0.01377737,0.27640251,1.66449023,1.21939609
-3.40070035,2.88618886,1.52753349,0.01711653,0.01310320,0.28998726,1.71014196,1.22164746
-3.39469735,2.91718627,1.54950231,0.01650281,0.01246022,0.30449293,1.76013436,1.22734039
-3.38869435,2.95562509,1.57560154,0.01591443,0.01185790,0.31969966,1.81364841,1.23627866
-3.38269135,3.00040058,1.60512518,0.01535614,0.01130398,0.33535600,1.86967537,1.24815052
-3.37668834,3.05014892,1.63723273,0.01483140,0.01080439,0.35118398,1.92703874,1.26253346
-3.37068534,3.10328070,1.67096951,0.01434226,0.01036323,0.36688577,1.98442535,1.27890447
-3.36468234,3.15802717,1.70529359,0.01388936,0.00998286,0.38215174,2.04042449,1.29665555
-3.35867934,3.21249702,1.73910790,0.01347197,0.00966395,0.39666947,2.09357368,1.31511398
-3.35267634,3.26474127,1.77129656,0.01308816,0.00940568,0.41013354,2.14240869,1.33356621
-3.34667334,3.31282320,1.80076330,0.01273494,0.00920596,0.42225550,2.18551593,1.35128435
-3.34067034,3.35488965,1.82647030,0.01240850,0.00906159,0.43277362,2.22158426,1.36755380
-3.33466733,3.38924012,1.84747544,0.01210449,0.00896858,0.44146194,2.24945394,1.38170061
-3.32866433,3.41439026,1.86296609,0.01181830,0.00892230,0.44813808,2.26816017,1.39311728
-3.32266133,3.42912638,1.87228773,0.01154527,0.00891779,0.45266967,2.27696920,1.40128553
-3.31665833,3.43254848,1.87496605,0.01128100,0.00894988,0.45497876,2.27540505,1.40579502
-3.31065533,3.42409968,1.87072148,0.01102154,0.00901342,0.45504423,2.26326597,1.40635720
-3.30465233,3.40358118,1.85947571,0.01076355,0.00910342,0.45290209,2.24062969,1.40281377
-3.29864932,3.37115216,1.84134995,0.01050445,0.00921516,0.44864354,2.20784761,1.39513950
-3.29264632,3.32731550,1.81665547,0.01024248,0.00934427,0.44241114,2.16552850,1.38343956
-3.28664332,3.27289058,1.78587716,0.00997675,0.00948678,0.43439318,2.11451287,1.36794195
-3.28064032,3.20897521,1.74965122,0.00970719,0.00963918,0.42481661,2.05583948,1.34898560
-3.27463732,3.13689932,1.70873856,0.00943451,0.00979842,0.41393904,1.99070613,1.32700515
-3.26863432,3.05817322,1.66399529,0.00916012,0.00996189,0.40204002,1.92042662,1.30251348
-3.26263132,2.97443346,1.61634213,0.00888603,0.01012745,0.38941225,1.84638636,1.27608305
-3.25662831,2.88738905,1.56673411,0.00861475,0.01029336,0.37635295,1.76999846,1.24832717
-3.25062531,2.79877070,1.51613211,0.00834916,0.01045832,0.36315592,1.69266242,1.21988204
-3.24462231,2.71028503,1.46547730,0.00809244,0.01062140,0.35010437,1.61572691,1.19139052
-3.23861931,2.62357544,1.41566926,0.00784797,0.01078205,0.33746490,1.54045779,1.16348797
-3.23261631,2.54019044,1.36754840,0.00761932,0.01094006,0.32548261,1.46801218,1.13679063
-3.22661331,2.46155963,1.32188269,0.00741017,0.01109554,0.31437752,1.39941888,1.11188657
-3.22061031,2.38897721,1.27935855,0.00722432,0.01124888,0.30434197,1.33556502,1.08932900
-3.21460730,2.32359195,1.24057558,0.00706572,0.01140071,0.29553915,1.27718838,1.06963161
-3.20860430,2.26640258,1.20604429,0.00693849,0.01155185,0.28810241,1.22487481,1.05326551
-3.20260130,2.21825706,1.17618616,0.00684695,0.01170323,0.28213517,1.17905969,1.04065711
-3.19659830,2.17985425,1.15133523,0.00679564,0.01185581,0.27771127,1.14003238,1.03218638
-3.19059530,2.15174646,1.13174040,0.00678937,0.01201048,0.27487552,1.10794281,1.02818496
-3.18459230,2.13434174,1.11756779,0.00683323,0.01216799,0.27364427,1.08280923,1.02893367
-3.17858929,2.12790486,1.10890265,0.00693254,0.01232876,0.27400602,1.06452641,1.03465909
-3.17258629,2.13255652,1.10575054,0.00709284,0.01249284,0.27592180,1.05287376,1.04552903
-3.16658329,2.14827055,1.10803771,0.00731975,0.01265976,0.27932561,1.04752325,1.06164709
-3.16058029,2.17486943,1.11561069,0.00761889,0.01282845,0.28412476,1.04804697,1.08304625
-3.15457729,2.21201872,1.12823563,0.00799568,0.01299717,0.29020037,1.05392454,1.10968216
-3.14857429,2.25922128,1.14559751,0.00845512,0.01316346,0.29740804,1.06455080,1.14142638
-3.14257129,2.31581237,1.16730008,0.00900159,0.01332414,0.30557907,1.07924410,1.17806019
-3.13656828,2.38095684,1.19286685,0.00963851,0.01347536,0.31452207,1.09725571,1.21926973
-3.13056528,2.45364941,1.22174378,0.01036814,0.01361264,0.32402548,1.11778079,1.26464280
-3.12456228,2.53271925,1.25330409,0.01119119,0.01373105,0.33386067,1.13997119,1.31366799
-3.11855928,2.61683939,1.28685546,0.01210663,0.01382532,0.34378600,1.16295018,1.36573661
-3.11255628,2.70454163,1.32164981,0.01311135,0.01389006,0.35355161,1.18582919,1.42014763
-3.10655328,2.79423705,1.35689573,0.01420000,0.01391998,0.36290498,1.20772628,1.47611579
-3.10055028,2.88424201,1.39177312,0.01536479,0.01391014,0.37159694,1.22778578,1.53278299
-3.09454727,2.97280902,1.42544990,0.01659545,0.01385615,0.37938811,1.24519866,1.58923277
-3.08854427,3.05816195,1.45710025,0.01787914,0.01375445,0.38605543,1.25922277,1.64450748
-3.08254127,3.13853429,1.48592368,0.01920060,0.01360249,0.39139846,1.26920220,1.69762799
-3.07653827,3.21220953,1.51116428,0.02054233,0.01339894,0.39524534,1.27458479,1.74761516
-3.07053527,3.27756217,1.53212958,0.02188485,0.01314377,0.39745791,1.27493717,1.79351265
-3.06453227,3.33309816,1.54820819,0.02320711,0.01283841,0.39793597,1.26995644,1.83441027
-3.05852926,3.37749336,1.55888568,0.02448698,0.01248572,0.39662040,1.25947807,1.86946740
-3.05252626,3.40962874,1.56375807,0.02570179,0.01209000,0.39349496,1.24347958,1.89793536
-3.04652326,3.42862119,1.56254265,0.02682897,0.01165692,0.38858673,1.22207987,1.91917846
-3.04052026,3.43384893,1.55508557,0.02784676,0.01119335,0.38196523,1.19553416,1.93269270
-3.03451726,3.42497055,1.54136612,0.02873481,0.01070723,0.37374019,1.16422492,1.93812154
-3.02851426,3.40193708,1.52149762,0.02947494,0.01020732,0.36405810,1.12864913,1.93526819
-3.02251126,3.36499649,1.49572473,0.03005171,0.00970300,0.35309768,1.08940237,1.92410383
-3.01650825,3.31469042,1.46441751,0.03045300,0.00920394,0.34106453,1.04716063,1.90477129
-3.01050525,3.25184293,1.42806224,0.03067048,0.00871991,0.32818507,1.00266031,1.87758391
-3.00450225,3.17754148,1.38724931,0.03069995,0.00826044,0.31470008,0.95667740,1.84301952
-2.99849925,3.09311040,1.34265857,0.03054154,0.00783461,0.30085798,0.91000639,1.80170926
-2.99249625,3.00007761,1.29504238,0.03019975,0.00745076,0.28690818,0.86343975,1.75442171
-2.98649325,2.90013517,1.24520695,0.02968338,0.00711628,0.27309463,0.81774849,1.70204254
-2.98049025,2.79509492,1.19399237,0.02900526,0.00683745,0.25964974,0.77366425,1.64555027
-2.97448724,2.68684045,1.14225185,0.02818184,0.00661921,0.24678889,0.73186350,1.58598887
-2.96848424,2.57727675,1.09083077,0.02723270,0.00646506,0.23470563,0.69295402,1.52443819
-2.96248124,2.46827923,1.04054605,0.02617988,0.00637701,0.22356764,0.65746385,1.46198314
-2.95647824,2.36164382,0.99216651,0.02504724,0.00635543,0.21351359,0.62583295,1.39968282
-2.95047524,2.25903977,0.94639468,0.02385963,0.00639910,0.20465095,0.59840743,1.33854087
-2.94447224,2.16196696,0.90385066,0.02264217,0.00650525,0.19705472,0.57543654,1.27947793
-2.93846923,2.07171912,0.86505858,0.02141949,0.00666953,0.19076714,0.55707208,1.22330765
-2.93246623,1.98935441,0.83043596,0.02021500,0.00688622,0.18579836,0.54337041,1.17071684
-2.92646323,1.91567435,0.80028639,0.01905026,0.00714827,0.18212803,0.53429655,1.12225086
-2.92046023,1.85121191,0.77479568,0.01794443,0.00744756,0.17970773,0.52973052,1.07830445
-2.91445723,1.79622895,0.75403165,0.01691381,0.00777503,0.17846410,0.52947536,1.03911862
-2.90845423,1.75072310,0.73794750,0.01597153,0.00812096,0.17830275,0.53326676,1.00478322
-2.90245123,1.71444351,0.72638847,0.01512733,0.00847524,0.17911255,0.54078390,0.97524524
-2.89644822,1.68691455,0.71910163,0.01438750,0.00882757,0.18077028,0.55166114,0.95032201
-2.89044522,1.66746627,0.71574831,0.01375491,0.00916785,0.18314550,0.56550020,0.92971865
-2.88444222,1.65527011,0.71591852,0.01322917,0.00948637,0.18610538,0.58188239,0.91304880
-2.87843922,1.64937802,0.71914697,0.01280684,0.00977412,0.18951923,0.60038048,0.89985739
-2.87243622,1.64876322,0.72492974,0.01248182,0.01002304,0.19326272,0.62056976,0.88964441
-2.86643322,1.65236069,0.73274117,0.01224569,0.01022625,0.19722140,0.64203791,0.88188839
-2.86043022,1.65910557,0.74205011,0.01208818,0.01037820,0.20129361,0.66439332,0.87606857
-2.85442721,1.66796798,0.75233502,0.01199760,0.01047485,0.20539234,0.68727154,0.87168467
-2.84842421,1.67798271,0.76309738,0.01196135,0.01051370,0.20944630,0.71033964,0.86827353
-2.84242121,1.68827304,0.77387289,0.01196637,0.01049386,0.21339995,0.73329842,0.86542211
-2.83641821,1.69806784,0.78424026,0.01199960,0.01041600,0.21721259,0.75588247,0.86277631
-2.83041521,1.70671195,0.79382747,0.01204836,0.01028227,0.22085656,0.77785816,0.86004577
-2.82441221,1.71366979,0.80231528,0.01210074,0.01009613,0.22431480,0.79901986,0.85700472
-2.81840920,1.71852302,0.80943840,0.01214594,0.00986223,0.22757774,0.81918479,0.85348931
-2.81240620,1.72096300,0.81498433,0.01217448,0.00958616,0.23063995,0.83818687,0.84939206
-2.80640320,1.72077920,0.81879046,0.01217841,0.00927419,0.23349661,0.85587024,0.84465411
-2.80040020,1.71784493,0.82073960,0.01215145,0.00893308,0.23614020,0.87208287,0.83925623
-2.79439720,1.71210179,0.82075476,0.01208910,0.00856978,0.23855750,0.88667085,0.83320933
-2.78839420,1.70354407,0.81879335,0.01198859,0.00819122,0.24072724,0.89947404,0.82654534
-2.78239120,1.69220458,0.81484153,0.01184889,0.00780408,0.24261846,0.91032320,0.81930924
-2.77638819,1.67814268,0.80890903,0.01167064,0.00741462,0.24418983,0.91903931,0.81155274
-2.77038519,1.66143552,0.80102477,0.01145601,0.00702854,0.24538986,0.92543490,0.80333009
-2.76438219,1.64217277,0.79123356,0.01120857,0.00665085,0.24615812,0.92931764,0.79469613
-2.75837919,1.62045500,0.77959404,0.01093312,0.00628583,0.24642734,0.93049601,0.78570664
-2.75237619,1.59639553,0.76617767,0.01063550,0.00593699,0.24612623,0.92878669,0.77642072
-2.74637319,1.57012514,0.75106900,0.01032240,0.00560712,0.24518299,0.92402330,0.76690479
-2.74037019,1.54179883,0.73436660,0.01000115,0.00529829,0.24352915,0.91606591,0.75723761
-2.73436718,1.51160367,0.71618471,0.00967952,0.00501197,0.24110348,0.90481067,0.74751563
-2.72836418,1.47976662,0.69665496,0.00936552,0.00474909,0.23785592,0.89019899,0.73785810
-2.72236118,1.44656116,0.67592800,0.00906721,0.00451014,0.23375103,0.87222555,0.72841091
-2.71635818,1.41231167,0.65417454,0.00879250,0.00429529,0.22877094,0.85094461,0.71934884
-2.71035518,1.37739480,0.63158556,0.00854895,0.00410447,0.22291749,0.82647408,0.71087543
-2.70435218,1.34223687,0.60837132,0.00834359,0.00393746,0.21621354,0.79899707,0.70322028
-2.69834917,1.30730731,0.58475916,0.00818278,0.00379394,0.20870324,0.76876078,0.69663340
-2.69234617,1.27310777,0.56098987,0.00807199,0.00367354,0.20045142,0.73607253,0.69137694
-2.68634317,1.24015737,0.53731284,0.00801566,0.00357589,0.19154194,0.70129330,0.68771425
-2.68034017,1.20897474,0.51398002,0.00801706,0.00350059,0.18207535,0.66482899,0.68589706
-2.67433717,1.18005753,0.49123907,0.00807815,0.00344723,0.17216570,0.62711983,0.68615115
-2.66833417,1.15386087,0.46932601,0.00819944,0.00341535,0.16193701,0.58862853,0.68866166
-2.66233117,1.13077579,0.44845771,0.00837997,0.00340445,0.15151930,0.54982780,0.69355863
-2.65632816,1.11110902,0.42882483,0.00861718,0.00341388,0.14104464,0.51118780,0.70090394
-2.65032516,1.09506568,0.41058547,0.00890695,0.00344290,0.13064324,0.47316421,0.71068055
-2.64432216,1.08273582,0.39386002,0.00924361,0.00349059,0.12043984,0.43618743,0.72278475
-2.63831916,1.07408599,0.37872751,0.00962000,0.00355591,0.11055062,0.40065337,0.73702231
-2.63231616,1.06895651,0.36522376,0.01002763,0.00363764,0.10108055,0.36691616,0.75310882
-2.62631316,1.06706492,0.35334144,0.01045682,0.00373445,0.09212153,0.33528306,0.77067471
-2.62031016,1.06801553,0.34303200,0.01089699,0.00384495,0.08375110,0.30601152,0.78927468
-2.61430715,1.07131492,0.33420960,0.01133685,0.00396773,0.07603186,0.27930842,0.80840150
-2.60830415,1.07639249,0.32675652,0.01176480,0.00410143,0.06901154,0.25533132,0.82750353
-2.60230115,1.08262532,0.32053010,0.01216920,0.00424490,0.06272360,0.23419123,0.84600522
