energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.75387694,5.59394195,1.04565591,3.53922259,0.01168010,0.34840411,0.02397091,0.84465124,1.12102475,0.13350885
-5.74787394,5.66035167,1.04058132,3.59443996,0.01199256,0.34906823,0.02395239,0.85268599,1.13029460,0.13420166
-5.74187094,5.71490227,1.03484853,3.64030823,0.01227210,0.34879238,0.02389140,0.85994310,1.13826379,0.13483839
-5.73586793,5.75599572,1.02818708,3.67584244,0.01251118,0.34750575,0.02378363,0.86616217,1.14459848,0.13536728
-5.72986493,5.78228025,1.02035066,3.70024873,0.01270305,0.34516049,0.02362565,0.87109821,1.14898289,0.13573777
-5.72386193,5.79270568,1.01112694,3.71295693,0.01284205,0.34173391,0.02341513,0.87453194,1.15113241,0.13590243
-5.71785893,5.78656815,1.00034576,3.71364568,0.01292374,0.33722949,0.02315092,0.87627918,1.15080551,0.13581877
-5.71185593,5.76354248,0.98788528,3.70225904,0.01294508,0.33167688,0.02283307,0.87619883,1.14781383,0.13545093
-5.70585293,5.72370037,0.97367593,3.67901385,0.01290452,0.32513078,0.02246293,0.87419910,1.14203004,0.13477104
-5.69984992,5.66751409,0.95770194,3.64439750,0.01280206,0.31766876,0.02204299,0.87024168,1.13339284,0.13376032
-5.69384692,5.59584545,0.94000044,3.59915646,0.01263923,0.30938820,0.02157685,0.86434379,1.12190916,0.13240981
-5.68784392,5.50992078,0.92065849,3.54427599,0.01241906,0.30040249,0.02106910,0.85657786,1.10765328,0.13072071
-5.68184092,5.41129338,0.89980800,3.48095214,0.01214598,0.29083667,0.02052509,0.84706915,1.09076315,0.12870431
-5.67583792,5.30179532,0.87761912,3.41055723,0.01182564,0.28082282,0.01995083,0.83599129,1.07143414,0.12638163
-5.66983492,5.18348078,0.85429244,3.33460033,0.01146475,0.27049538,0.01935271,0.82356012,1.04991062,0.12378259
-5.66383192,5.05856373,0.83005059,3.25468446,0.01107085,0.25998661,0.01873736,0.81002615,1.02647598,0.12094497
-5.65782891,4.92935237,0.80512953,3.17246200,0.01065205,0.24942256,0.01811145,0.79566597,1.00144162,0.11791312
-5.65182591,4.79818327,0.77977023,3.08959011,0.01021682,0.23891947,0.01748150,0.78077306,0.97513549,0.11473644
-5.64582291,4.66735737,0.75421100,3.00768763,0.00977367,0.22858103,0.01685376,0.76564843,0.94789090,0.11146779
-5.63981991,4.53908027,0.72868095,2.92829465,0.00933094,0.21849645,0.01623402,0.75059134,0.92003595,0.10816182
-5.63381691,4.41540831,0.70339468,2.85283607,0.00889653,0.20873927,0.01562761,0.73589053,0.89188418,0.10487334
-5.62781391,4.29820210,0.67854849,2.78258971,0.00847773,0.19936718,0.01503926,0.72181625,0.86372667,0.10165575
-5.62181091,4.18908806,0.65431804,2.71865985,0.00808096,0.19042254,0.01447309,0.70861316,0.83582592,0.09855959
-5.61580790,4.08942865,0.63085747,2.66195630,0.00771166,0.18193359,0.01393261,0.69649432,0.80841141,0.09563121
-5.60980490,4.00030122,0.60829970,2.61317921,0.00737420,0.17391621,0.01342069,0.68563643,0.78167698,0.09291171
-5.60380190,3.92248529,0.58675791,2.57280957,0.00707171,0.16637607,0.01293964,0.67617609,0.75577991,0.09043593
-5.59779890,3.85645766,0.56632751,2.54110516,0.00680616,0.15931096,0.01249123,0.66820738,0.73084132,0.08823180
-5.59179590,3.80239460,0.54708873,2.51810157,0.00657828,0.15271320,0.01207669,0.66178045,0.70694781,0.08631982
-5.58579290,3.76018056,0.52910918,2.50361809,0.00638761,0.14657182,0.01169682,0.65690116,0.68415401,0.08471272
-5.57978989,3.72942231,0.51244619,2.49726784,0.00623262,0.14087454,0.01135200,0.65353176,0.66248575,0.08341535
-5.57378689,3.70946795,0.49714871,2.49847189,0.00611077,0.13560936,0.01104225,0.65159238,0.64194354,0.08242476
-5.56778389,3.69943005,0.48325858,2.50647692,0.00601868,0.13076566,0.01076723,0.65096348,0.62250627,0.08173045
-5.56178089,3.69821227,0.47081091,2.52037599,0.00595225,0.12633476,0.01052631,0.65148900,0.60413481,0.08131472
-5.55577789,3.70453901,0.45983375,2.53913206,0.00590687,0.12231007,0.01031858,0.65298034,0.58677548,0.08115328
-5.54977489,3.71698766,0.45034695,2.56160382,0.00587757,0.11868668,0.01014289,0.65522103,0.57036336,0.08121588
-5.54377189,3.73402291,0.44236028,2.58657347,0.00585923,0.11546062,0.00999787,0.65797208,0.55482527,0.08146720
-5.53776888,3.75403286,0.43587118,2.61277586,0.00584675,0.11262776,0.00988198,0.66097793,0.54008255,0.08186775
-5.53176588,3.77536632,0.43086210,2.63892857,0.00583523,0.11018257,0.00979353,0.66397296,0.52605371,0.08237492
-5.52576288,3.79637084,0.42729793,2.66376230,0.00582013,0.10811673,0.00973079,0.66668835,0.51265678,0.08294411
-5.51975988,3.81543076,0.42512356,2.68605081,0.00579745,0.10641792,0.00969197,0.66885926,0.49981167,0.08352992
-5.51375688,3.83100451,0.42426197,2.70463993,0.00576380,0.10506857,0.00967539,0.67023206,0.48744229,0.08408741
-5.50775388,3.84166035,0.42461298,2.71847460,0.00571653,0.10404510,0.00967949,0.67057142,0.47547862,0.08457325
-5.50175088,3.84610948,0.42605285,2.72662336,0.00565379,0.10331728,0.00970292,0.66966704,0.46385860,0.08494700
-5.49574787,3.84323564,0.42843489,2.72829953,0.00557457,0.10284811,0.00974467,0.66733973,0.45252983,0.08517215
-5.48974487,3.83212015,0.43159110,2.72287834,0.00547868,0.10259408,0.00980405,0.66344668,0.44145092,0.08521717
-5.48374187,3.81206149,0.43533481,2.70990937,0.00536674,0.10250581,0.00988081,0.65788557,0.43059255,0.08505631
-5.47773887,3.78258857,0.43946435,2.68912405,0.00524013,0.10252910,0.00997514,0.65059739,0.41993801,0.08467030
-5.47173587,3.74346719,0.44376744,2.66043764,0.00510086,0.10260629,0.01008762,0.64156782,0.40948320,0.08404674
-5.46573287,3.69469920,0.44802632,2.62394583,0.00495150,0.10267787,0.01021925,0.63082708,0.39923611,0.08318029
-5.45972986,3.63651433,0.45202328,2.57991590,0.00479503,0.10268428,0.01037131,0.61844810,0.38921556,0.08207262
-5.45372686,3.56935496,0.45554632,2.52877289,0.00463470,0.10256777,0.01054525,0.60454333,0.37944941,0.08073207
-5.44772386,3.49385416,0.45839475,2.47108112,0.00447389,0.10227426,0.01074254,0.58925999,0.36997217,0.07917310
-5.44172086,3.41080811,0.46038445,2.40752196,0.00431593,0.10175502,0.01096450,0.57277417,0.36082213,0.07741545
-5.43571786,3.32114372,0.46135258,2.33886858,0.00416398,0.10096825,0.01121207,0.55528399,0.35203813,0.07548324
-5.42971486,3.22588299,0.46116145,2.26595874,0.00402091,0.09988034,0.01148562,0.53700207,0.34365619,0.07340380
-5.42371186,3.12610549,0.45970152,2.18966674,0.00388914,0.09846675,0.01178472,0.51814770,0.33570603,0.07120652
-5.41770885,3.02291059,0.45689330,2.11087551,0.00377057,0.09671266,0.01210798,0.49893906,0.32820791,0.06892158
-5.41170585,2.91738108,0.45268827,2.03045011,0.00366652,0.09461309,0.01245289,0.47958586,0.32116979,0.06657882
-5.40570285,2.81054972,0.44706863,1.94921358,0.00357766,0.09217280,0.01281570,0.46028264,0.31458506,0.06420655
-5.39969985,2.70336998,0.44004610,1.86792609,0.00350402,0.08940573,0.01319137,0.44120315,0.30843104,0.06183065
-5.39369685,2.59669250,0.43165985,1.78726810,0.00344500,0.08633415,0.01357360,0.42249598,0.30266837,0.05947376
-5.38769385,2.49124770,0.42197369,1.70782820,0.00339940,0.08298762,0.01395489,0.40428158,0.29724123,0.05715465
-5.38169085,2.38763551,0.41107271,1.63009583,0.00336547,0.07940164,0.01432673,0.38665082,0.29207869,0.05488796
-5.37568784,2.28632224,0.39905966,1.55445908,0.00334104,0.07561628,0.01467981,0.36966504,0.28709683,0.05268404
-5.36968484,2.18764437,0.38605106,1.48120739,0.00332358,0.07167470,0.01500429,0.35335756,0.28220183,0.05054906
-5.36368184,2.09181890,0.37217353,1.41053869,0.00331035,0.06762163,0.01529014,0.33773646,0.27729373,0.04848540
-5.35767884,1.99895923,0.35756016,1.34257047,0.00329848,0.06350207,0.01552751,0.32278856,0.27227069,0.04649214
-5.35167584,1.90909557,0.34234741,1.27735398,0.00328512,0.05935991,0.01570712,0.30848404,0.26703368,0.04456572
-5.34567284,1.82219845,0.32667230,1.21489058,0.00326755,0.05523687,0.01582060,0.29478177,0.26149108,0.04270075
-5.33966983,1.73820389,0.31067022,1.15514928,0.00324325,0.05117161,0.01586087,0.28163480,0.25556336,0.04089075
-5.33366683,1.65703874,0.29447318,1.09808446,0.00321007,0.04719894,0.01582245,0.26899572,0.24918717,0.03912906
-5.32766383,1.57864466,0.27820859,1.04365268,0.00316622,0.04334942,0.01570170,0.25682171,0.24231895,0.03740952
-5.32166083,1.50299948,0.26199845,0.99182781,0.00311039,0.03964901,0.01549704,0.24507891,0.23493781,0.03572724
-5.31565783,1.43013470,0.24595896,0.94261350,0.00304175,0.03611904,0.01520902,0.23374604,0.22704742,0.03407910
-5.30965483,1.36014839,0.23020033,0.89605255,0.00295997,0.03277629,0.01484036,0.22281687,0.21867700,0.03246420
-5.30365183,1.29321282,0.21482687,0.85223270,0.00286520,0.02963321,0.01439593,0.21230184,0.20988130,0.03088412
-5.29764882,1.22957662,0.19993707,0.81128863,0.00275809,0.02669830,0.01388256,0.20222836,0.20073961,0.02934302
-5.29164582,1.16956155,0.18562385,0.77340025,0.00263968,0.02397653,0.01330886,0.19264031,0.19135390,0.02784758
-5.28564282,1.11355426,0.17197463,0.73878750,0.00251139,0.02146985,0.01268500,0.18359638,0.18184611,0.02640679
-5.27963982,1.06199373,0.15907141,0.70770204,0.00237493,0.01917767,0.01202232,0.17516778,0.17235493,0.02503165
-5.27363682,1.01535526,0.14699075,0.68041656,0.00223221,0.01709740,0.01133311,0.16743526,0.16303205,0.02373471
-5.26763382,0.97413192,0.13580362,0.65721220,0.00208529,0.01522489,0.01063014,0.16048575,0.15403812,0.02252961
-5.26163082,0.93881479,0.12557515,0.63836500,0.00193630,0.01355493,0.00992645,0.15440885,0.14553866,0.02143056
-5.25562781,0.90987285,0.11636437,0.62413210,0.00178734,0.01208160,0.00923492,0.14929323,0.13769997,0.02045180
-5.24962481,0.88773373,0.10822385,0.61473842,0.00164041,0.01079858,0.00856805,0.14522336,0.13068529,0.01960713
-5.24362181,0.87276622,0.10119929,0.61036455,0.00149740,0.00969945,0.00793768,0.14227649,0.12465113,0.01890938
-5.23761881,0.86526523,0.09532923,0.61113643,0.00135997,0.00877789,0.00735477,0.14052017,0.11974412,0.01837010
-5.23161581,0.86543986,0.09064464,0.61711714,0.00122958,0.00802776,0.00682927,0.14001028,0.11609814,0.01799916
-5.22561281,0.87340486,0.08716859,0.62830134,0.00110741,0.00744321,0.00637001,0.14078961,0.11383189,0.01780457
-5.21960980,0.88917565,0.08491598,0.64461228,0.00099440,0.00701868,0.00598460,0.14288712,0.11304684,0.01779225
-5.21360680,0.91266669,0.08389319,0.66590140,0.00089117,0.00674887,0.00567943,0.14631754,0.11382557,0.01796600
-5.20760380,0.94369304,0.08409777,0.69195051,0.00079813,0.00662862,0.00545967,0.15108153,0.11623030,0.01832741
-5.20160080,0.98197456,0.08551810,0.72247603,0.00071541,0.00665287,0.00532932,0.15716610,0.12030174,0.01887592
-5.19559780,1.02714228,0.08813298,0.75713512,0.00064292,0.00681644,0.00529119,0.16454520,0.12605808,0.01960885
-5.18959480,1.07874616,0.09191121,0.79553305,0.00058036,0.00711388,0.00534705,0.17318041,0.13349418,0.02052150
-5.18359180,1.13626382,0.09681107,0.83723146,0.00052729,0.00753931,0.00549760,0.18302161,0.14258080,0.02160720
-5.17758879,1.19910934,0.10277978,0.88175694,0.00048312,0.00808624,0.00574254,0.19400745,0.15326406,0.02285740
-5.17158579,1.26664194,0.10975300,0.92860941,0.00044717,0.00874734,0.00608062,0.20606562,0.16546500,0.02426175
-5.16558279,1.33817377,0.11765428,0.97727006,0.00041869,0.00951435,0.00650964,0.21911294,0.17907936,0.02580812
-5.15957979,1.41297684,0.12639468,1.02720832,0.00039692,0.01037792,0.00702644,0.23305513,0.19397773,0.02748268
-5.15357679,1.49028877,0.13587257,1.07788782,0.00038110,0.01132746,0.00762694,0.24778646,0.21000593,0.02926987
-5.14757379,1.56931753,0.14597367,1.12877112,0.00037050,0.01235117,0.00830605,0.26318924,0.22698600,0.03115243
-5.14157079,1.64924540,0.15657138,1.17932336,0.00036446,0.01343595,0.00905771,0.27913332,0.24471763,0.03311147
-5.13556778,1.72923233,0.16752762,1.22901482,0.00036243,0.01456753,0.00987481,0.29547578,0.26298031,0.03512647
-5.12956478,1.80841949,0.17869405,1.27732281,0.00036395,0.01573052,0.01074923,0.31206080,0.28153613,0.03717535
-5.12356178,1.88593311,0.18991385,1.32373309,0.00036871,0.01690859,0.01167178,0.32872011,0.30013328,0.03923468
-5.11755878,1.96088949,0.20102403,1.36774118,0.00037654,0.01808473,0.01263231,0.34527389,0.31851030,0.04127980
-5.11155578,2.03240152,0.21185822,1.40885410,0.00038742,0.01924154,0.01361967,0.36153235,0.33640096,0.04328512
-5.10555278,2.09958704,0.22224998,1.44659270,0.00040153,0.02036152,0.01462189,0.37729819,0.35353972,0.04522448
-5.09954977,2.16157951,0.23203640,1.48049511,0.00041919,0.02142750,0.01562629,0.39236963,0.36966761,0.04707155
-5.09354677,2.21754078,0.24106204,1.51012126,0.00044091,0.02242301,0.01661965,0.40654435,0.38453833,0.04880034
-5.08754377,2.26667612,0.24918293,1.53505888,0.00046735,0.02333267,0.01758844,0.41962394,0.39792447,0.05038576
-5.08154077,2.30825094,0.25627055,1.55493072,0.00049931,0.02414262,0.01851910,0.43141892,0.40962345,0.05180417
-5.07553777,2.34160881,0.26221552,1.56940286,0.00053774,0.02484089,0.01939829,0.44175401,0.41946308,0.05303408
-5.06953477,2.36618985,0.26693096,1.57819388,0.00058369,0.02541771,0.02021326,0.45047345,0.42730641,0.05405666
-5.06353177,2.38154877,0.27035511,1.58108433,0.00063826,0.02586577,0.02095211,0.45744615,0.43305569,0.05485639
-5.05752876,2.38737151,0.27245336,1.57792609,0.00070261,0.02618048,0.02160416,0.46257024,0.43665522,0.05542150
-5.05152576,2.38348940,0.27321927,1.56865086,0.00077789,0.02636001,0.02216020,0.46577695,0.43809288,0.05574443
-5.04552276,2.36988990,0.27267468,1.55327732,0.00086516,0.02640537,0.02261279,0.46703341,0.43740036,0.05582205
-5.03951976,2.34672311,0.27086886,1.53191629,0.00096539,0.02632031,0.02295646,0.46634425,0.43465192,0.05565585
-5.03351676,2.31430333,0.26787654,1.50477338,0.00107940,0.02611116,0.02318788,0.46375185,0.42996171,0.05525191
-5.02751376,2.27310516,0.26379517,1.47214876,0.00120775,0.02578661,0.02330591,0.45933515,0.42347986,0.05462070
-5.02151076,2.22375419,0.25874120,1.43443378,0.00135075,0.02535736,0.02331165,0.45320702,0.41538733,0.05377677
-5.01550775,2.16701226,0.25284584,1.39210448,0.00150836,0.02483576,0.02320836,0.44551033,0.40588978,0.05273825
-5.00950475,2.10375788,0.24625028,1.34571195,0.00168017,0.02423534,0.02300132,0.43641285,0.39521087,0.05152622
-5.00350175,2.03496253,0.23910062,1.29587008,0.00186538,0.02357042,0.02269762,0.42610122,0.38358496,0.05016401
-4.99749875,1.96166394,0.23154294,1.24324096,0.00206273,0.02285564,0.02230589,0.41477432,0.37124987,0.04867640
-4.99149575,1.88493755,0.22371841,1.18851885,0.00227053,0.02210551,0.02183603,0.40263629,0.35843981,0.04708881
-4.98549275,1.80586747,0.21575896,1.13241322,0.00248666,0.02133408,0.02129881,0.38988969,0.34537880,0.04542647
-4.97948974,1.72551836,0.20778357,1.07563177,0.00270859,0.02055458,0.02070560,0.37672896,0.33227494,0.04371368
-4.97348674,1.64490955,0.19989537,1.01886429,0.00293340,0.01977920,0.02006802,0.36333471,0.31931566,0.04197312
-4.96748374,1.56499261,0.19217962,0.96276797,0.00315789,0.01901895,0.01939763,0.34986896,0.30666417,0.04022524
-4.96148074,1.48663336,0.18470273,0.90795500,0.00337861,0.01828360,0.01870571,0.33647154,0.29445723,0.03848789
-4.95547774,1.41059893,0.17751229,0.85498275,0.00359196,0.01758180,0.01800308,0.32325797,0.28280419,0.03677598
-4.94947474,1.33755049,0.17063799,0.80434712,0.00379432,0.01692115,0.01729996,0.31031863,0.27178739,0.03510143
-4.94347174,1.26804147,0.16409354,0.75647903,0.00398215,0.01630854,0.01660594,0.29771937,0.26146368,0.03347311
-4.93746873,1.20252117,0.15787923,0.71174406,0.00415208,0.01575046,0.01593006,0.28550342,0.25186702,0.03189711
-4.93146573,1.14134325,0.15198509,0.67044508,0.00430103,0.01525340,0.01528085,0.27369434,0.24301191,0.03037700
-4.92546273,1.08477807,0.14639448,0.63282740,0.00442637,0.01482430,0.01466656,0.26229989,0.23489731,0.02891427
-4.91945973,1.03302806,0.14108782,0.59908593,0.00452593,0.01447104,0.01409534,0.25131651,0.22751105,0.02750880
-4.91345673,0.98624497,0.13604630,0.56937376,0.00459815,0.01420287,0.01357552,0.24073406,0.22083424,0.02615939
-4.90745373,0.94454765,0.13125536,0.54381148,0.00464209,0.01403085,0.01311581,0.23054064,0.21484547,0.02486429
-4.90145073,0.90803934,0.12670779,0.52249651,0.00465750,0.01396821,0.01272562,0.22072709,0.20952481,0.02362171
-4.89544772,0.87682324,0.12240624,0.50551178,0.00464483,0.01403063,0.01241524,0.21129097,0.20485711,0.02243031
-4.88944472,0.85101559,0.11836508,0.49293325,0.00460517,0.01423640,0.01219600,0.20223989,0.20083477,0.02128950
-4.88344172,0.83075522,0.11461152,0.48483571,0.00454028,0.01460640,0.01208034,0.19359391,0.19745973,0.02019980
-4.87743872,0.81620936,0.11118590,0.48129643,0.00445245,0.01516403,0.01208189,0.18538698,0.19474473,0.01916300
-4.87143572,0.80757512,0.10814125,0.48239655,0.00434450,0.01593485,0.01221531,0.17766749,0.19271378,0.01818219
-4.86543272,0.80507672,0.10554208,0.48822000,0.00421959,0.01694616,0.01249608,0.17049774,0.19140207,0.01726178
-4.85942971,0.80895872,0.10346248,0.49885010,0.00408119,0.01822630,0.01294026,0.16395260,0.19085519,0.01640731
-4.85342671,0.81947543,0.10198370,0.51436385,0.00393290,0.01980385,0.01356399,0.15811741,0.19112795,0.01562527
-4.84742371,0.83687730,0.10119122,0.53482445,0.00377837,0.02170664,0.01438301,0.15308527,0.19228278,0.01492275
-4.84142071,0.86139478,0.10117159,0.56027223,0.00362113,0.02396071,0.01541204,0.14895387,0.19438800,0.01430712
-4.83541771,0.89322077,0.10200904,0.59071465,0.00346455,0.02658900,0.01666409,0.14582209,0.19751582,0.01378563
-4.82941471,0.93249227,0.10378214,0.62611586,0.00331171,0.02961021,0.01814974,0.14378646,0.20174039,0.01336502
-4.82341171,0.97927240,0.10656054,0.66638641,0.00316529,0.03303745,0.01987638,0.14293777,0.20713584,0.01305114
-4.81740870,1.03353362,0.11040204,0.71137383,0.00302756,0.03687702,0.02184749,0.14335781,0.21377442,0.01284859
-4.81140570,1.09514309,0.11534996,0.76085455,0.00290031,0.04112733,0.02406196,0.14511652,0.22172458,0.01276038
-4.80540270,1.16385097,0.12143108,0.81452785,0.00278484,0.04577787,0.02651348,0.14826950,0.23104932,0.01278771
-4.79939970,1.23928239,0.12865405,0.87201233,0.00268193,0.05080846,0.02919007,0.15285602,0.24180439,0.01292978
-4.79339670,1.32093361,0.13700848,0.93284521,0.00259191,0.05618878,0.03207373,0.15889755,0.25403656,0.01318365
-4.78739370,1.40817287,0.14646463,0.99648501,0.00251463,0.06187816,0.03514037,0.16639675,0.26778191,0.01354421
-4.78139070,1.50024602,0.15697365,1.06231742,0.00244956,0.06782575,0.03835978,0.17533704,0.28306388,0.01400429
-4.77538769,1.59628692,0.16846854,1.12966476,0.00239580,0.07397104,0.04169601,0.18568253,0.29989136,0.01455469
-4.76938469,1.69533251,0.18086550,1.19779850,0.00235221,0.08024476,0.04510787,0.19737839,0.31825652,0.01518445
-4.76338169,1.79634190,0.19406582,1.26595476,0.00231739,0.08657018,0.04854964,0.21035155,0.33813258,0.01588108
-4.75737869,1.89821893,0.20795806,1.33335209,0.00228982,0.09286465,0.05197211,0.22451165,0.35947147,0.01663089
-4.75137569,1.99983733,0.22242050,1.39921107,0.00226790,0.09904151,0.05532364,0.23975223,0.38220142,0.01741931
-4.74537269,2.10006741,0.23732370,1.46277466,0.00225004,0.10501220,0.05855156,0.25595196,0.40622468,0.01823131
-4.73936968,2.19780319,0.25253305,1.52332867,0.00223465,0.11068846,0.06160346,0.27297606,0.43141536,0.01905177
-4.73336668,2.29198876,0.26791119,1.58022126,0.00222028,0.11598470,0.06442873,0.29067766,0.45761757,0.01986588
-4.72736368,2.38164284,0.28332028,1.63288059,0.00220558,0.12082022,0.06697992,0.30889923,0.48464416,0.02065946
-4.72136068,2.46588029,0.29862393,1.68082976,0.00218937,0.12512137,0.06921417,0.32747401,0.51227597,0.02141937
-4.71535768,2.54392975,0.31368882,1.72369827,0.00217067,0.12882352,0.07109437,0.34622733,0.54026200,0.02213371
-4.70935468,2.61514672,0.32838595,1.76122942,0.00214867,0.13187270,0.07259029,0.36497815,0.56832052,0.02279211
-4.70335168,2.67902154,0.34259157,1.79328329,0.00212277,0.13422691,0.07367932,0.38354039,0.59614133,0.02338585
-4.69734867,2.73518213,0.35618773,1.81983517,0.00209254,0.13585707,0.07434707,0.40172462,0.62338922,0.02390801
-4.69134567,2.78339165,0.36906263,1.84096949,0.00205775,0.13674749,0.07458762,0.41933964,0.64970868,0.02435340
-4.68534267,2.82354137,0.38111078,1.85686969,0.00201830,0.13689602,0.07440352,0.43619440,0.67472987,0.02471862
-4.67933967,2.85563958,0.39223300,1.86780457,0.00197424,0.13631369,0.07380543,0.45210004,0.69807583,0.02500187
-4.67333667,2.87979729,0.40233651,1.87411190,0.00192575,0.13502404,0.07281159,0.46687220,0.71937064,0.02520285
-4.66733367,2.89621173,0.41133503,1.87618027,0.00187308,0.13306214,0.07144696,0.48033351,0.73824843,0.02532254
-4.66133067,2.90514891,0.41914913,1.87443012,0.00181656,0.13047329,0.06974228,0.49231640,0.75436297,0.02536295
-4.65532766,2.90692614,0.42570667,1.86929494,0.00175656,0.12731158,0.06773286,0.50266595,0.76739739,0.02532694
-4.64932466,2.90189568,0.43094363,1.86120377,0.00169350,0.12363828,0.06545741,0.51124293,0.77707379,0.02521792
-4.64332166,2.89043027,0.43480507,1.85056574,0.00162779,0.11952021,0.06295678,0.51792683,0.78316220,0.02503969
