energy_ev,total_up,Ag_p_up,Ag_d_up,C_s_up,C_p_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up
-5.54977489,4.38457786,0.57358353,2.53250877,0.00437104,0.43397386,1.11670696,0.83382045,0.04805440,0.38510230
-5.54377189,4.38063268,0.57551300,2.52986425,0.00445849,0.43170665,1.11643249,0.83121575,0.04771638,0.38819690
-5.53776888,4.36843922,0.57620314,2.52421169,0.00452712,0.42741593,1.11156320,0.82668644,0.04723721,0.39077946
-5.53176588,4.34886420,0.57572304,2.51594000,0.00457572,0.42124747,1.10238257,0.82045623,0.04663595,0.39291931
-5.52576288,4.32295584,0.57416696,2.50551015,0.00460359,0.41338585,1.08925871,0.81278864,0.04593342,0.39469925
-5.51975988,4.29189198,0.57164924,2.49342928,0.00461057,0.40404733,1.07262899,0.80397543,0.04515138,0.39621107
-5.51375688,4.25692331,0.56829861,2.48022266,0.00459702,0.39347180,1.05298264,0.79432414,0.04431166,0.39755060
-5.50775388,4.21931477,0.56425203,2.46640497,0.00456377,0.38191413,1.03084220,0.78414562,0.04343535,0.39881254
-5.50175088,4.18028801,0.55964864,2.45245269,0.00451212,0.36963522,1.00674467,0.77374185,0.04254203,0.40008537
-5.49574787,4.14096783,0.55462391,2.43877887,0.00444377,0.35689327,0.98122332,0.76339475,0.04164912,0.40144657
-5.48974487,4.10233528,0.54930445,2.42571181,0.00436071,0.34393557,0.95479076,0.75335639,0.04077130,0.40295848
-5.48374187,4.06518956,0.54380356,2.41347875,0.00426516,0.33099126,0.92792428,0.74384089,0.03992015,0.40466496
-5.47773887,4.03012054,0.53821787,2.40219545,0.00415950,0.31826515,0.90105368,0.73501843,0.03910393,0.40658898
-5.47173587,3.99749302,0.53262511,2.39186212,0.00404614,0.30593308,0.87455223,0.72701142,0.03832746,0.40873142
-5.46573287,3.96744305,0.52708300,2.38236602,0.00392745,0.29413875,0.84873090,0.71989296,0.03759224,0.41107092
-5.45972986,3.93988630,0.52162935,2.37349031,0.00380568,0.28299214,0.82383572,0.71368745,0.03689674,0.41356490
-5.45372686,3.91453743,0.51628325,2.36492882,0.00368289,0.27256957,0.80004835,0.70837323,0.03623668,0.41615163
-5.44772386,3.89093927,0.51104712,2.35630563,0.00356086,0.26291520,0.77748935,0.70388705,0.03560560,0.41875315
-5.44172086,3.86849958,0.50590955,2.34719855,0.00344110,0.25404375,0.75622378,0.70012993,0.03499536,0.42127903
-5.43571786,3.84653353,0.50084860,2.33716497,0.00332477,0.24594441,0.73626852,0.69697416,0.03439679,0.42363055
-5.42971486,3.82430911,0.49583546,2.32576881,0.00321272,0.23858537,0.71760078,0.69427103,0.03380028,0.42570515
-5.42371186,3.80109315,0.49083806,2.31260694,0.00310544,0.23191898,0.70016719,0.69185881,0.03319636,0.42740098
-5.41770885,3.77619552,0.48582461,2.29733382,0.00300315,0.22588693,0.68389274,0.68957080,0.03257628,0.42862125
-5.41170585,3.74900916,0.48076676,2.27968300,0.00290578,0.22042543,0.66868935,0.68724291,0.03193244,0.42927813
-5.40570285,3.71904427,0.47564224,2.25948441,0.00281306,0.21546990,0.65446330,0.68472064,0.03125879,0.42929619
-5.39969985,3.68595502,0.47043700,2.23667664,0.00272454,0.21095911,0.64112144,0.68186525,0.03055110,0.42861511
-5.39369685,3.64955793,0.46514666,2.21131370,0.00263971,0.20683846,0.62857601,0.67855884,0.02980706,0.42719170
-5.38769385,3.60984147,0.45977734,2.18356608,0.00255800,0.20306240,0.61674776,0.67470842,0.02902638,0.42500114
-5.38169085,3.56696679,0.45434595,2.15371605,0.00247889,0.19959585,0.60556770,0.67024882,0.02821070,0.42203750
-5.37568784,3.52126019,0.44887985,2.12214780,0.00240195,0.19641466,0.59497743,0.66514458,0.02736342,0.41831356
-5.36968484,3.47319824,0.44341624,2.08933293,0.00232690,0.19350521,0.58492838,0.65939076,0.02648948,0.41386013
-5.36368184,3.42338665,0.43800113,2.05581207,0.00225369,0.19086312,0.57538023,0.65301288,0.02559510,0.40872484
-5.35767884,3.37253446,0.43268813,2.02217387,0.00218248,0.18849145,0.56629871,0.64606599,0.02468741,0.40297063
-5.35167584,3.32142507,0.42753718,1.98903217,0.00211372,0.18639836,0.55765322,0.63863315,0.02377417,0.39667403
-5.34567284,3.27088570,0.42261328,1.95700271,0.00204818,0.18459452,0.54941456,0.63082316,0.02286345,0.38992329
-5.33966983,3.22175685,0.41798525,1.92668029,0.00198692,0.18309045,0.54155287,0.62276795,0.02196333,0.38281660
-5.33366683,3.17486319,0.41372468,1.89861761,0.00193133,0.18189403,0.53403611,0.61461941,0.02108166,0.37546021
-5.32766383,3.13098690,0.40990493,1.87330641,0.00188314,0.18100826,0.52682919,0.60654598,0.02022593,0.36796674
-5.32166083,3.09084466,0.40660032,1.85116181,0.00184437,0.18042945,0.51989379,0.59872881,0.01940304,0.36045351
-5.31565783,3.05506872,0.40388544,1.83251041,0.00181735,0.18014602,0.51318878,0.59135771,0.01861934,0.35304104
-5.30965483,3.02419250,0.40183449,1.81758222,0.00180470,0.18013783,0.50667140,0.58462685,0.01788056,0.34585145
-5.30365183,2.99864086,0.40052060,1.80650682,0.00180926,0.18037617,0.50029881,0.57873024,0.01719183,0.33900695
-5.29764882,2.97872483,0.40001524,1.79931340,0.00183413,0.18082442,0.49403008,0.57385699,0.01655780,0.33262824
-5.29164582,2.96464035,0.40038735,1.79593461,0.00188257,0.18143915,0.48782833,0.57018651,0.01598269,0.32683276
-5.28564282,2.95647065,0.40170248,1.79621362,0.00195796,0.18217181,0.48166286,0.56788365,0.01547043,0.32173291
-5.27963982,2.95419152,0.40402170,1.79991386,0.00206380,0.18297070,0.47551109,0.56709387,0.01502472,0.31743396
-5.27363682,2.95767867,0.40740033,1.80673091,0.00220359,0.18378317,0.46936017,0.56793855,0.01464910,0.31403194
-5.26763382,2.96671666,0.41188653,1.81630558,0.00238081,0.18455793,0.46320812,0.57051064,0.01434704,0.31161137
-5.26163082,2.98100853,0.41751975,1.82823781,0.00259883,0.18524730,0.45706437,0.57487062,0.01412188,0.31024293
-5.25562781,3.00018561,0.42432908,1.84210036,0.00286083,0.18580926,0.45094969,0.58104310,0.01397684,0.30998120
-5.24962481,3.02381707,0.43233167,1.85745194,0.00316975,0.18620918,0.44489551,0.58901413,0.01391490,0.31086256
-5.24362181,3.05141882,0.44153118,1.87384911,0.00352817,0.18642129,0.43894258,0.59872930,0.01393865,0.31290334
-5.23761881,3.08246150,0.45191644,1.89085665,0.00393826,0.18642951,0.43313920,0.61009285,0.01405017,0.31609837
-5.23161581,3.11637771,0.46346043,1.90805593,0.00440167,0.18622804,0.42753896,0.62296790,0.01425076,0.32042010
-5.22561281,3.15256843,0.47611967,1.92505145,0.00491946,0.18582131,0.42219827,0.63717772,0.01454076,0.32581830
-5.21960980,3.19040891,0.48983404,1.94147528,0.00549203,0.18522356,0.41717375,0.65250836,0.01491929,0.33222057
-5.21360680,3.22925435,0.50452727,1.95698958,0.00611903,0.18445807,0.41251970,0.66871242,0.01538408,0.33953353
-5.20760380,3.26844568,0.52010798,1.97128761,0.00679936,0.18355607,0.40828576,0.68551403,0.01593123,0.34764493
-5.20160080,3.30731591,0.53647134,1.98409331,0.00753104,0.18255535,0.40451496,0.70261492,0.01655514,0.35642639
-5.19559780,3.34519724,0.55350138,1.99515998,0.00831125,0.18149888,0.40124222,0.71970157,0.01724837,0.36573699
-5.18959480,3.38142929,0.57107378,2.00426839,0.00913626,0.18043323,0.39849342,0.73645310,0.01800166,0.37542733
-5.18359180,3.41536857,0.58905920,2.01122475,0.01000148,0.17940715,0.39628508,0.75254983,0.01880400,0.38534403
-5.17758879,3.44639908,0.60732672,2.01585888,0.01090142,0.17847013,0.39462460,0.76768226,0.01964279,0.39533451
-5.17158579,3.47394405,0.62574759,2.01802288,0.01182976,0.17767116,0.39351107,0.78156004,0.02050405,0.40525166
-5.16558279,3.49747834,0.64419869,2.01759055,0.01277939,0.17705757,0.39293653,0.79392085,0.02137276,0.41495839
-5.15957979,3.51654116,0.66256581,2.01445760,0.01374243,0.17667409,0.39288755,0.80453871,0.02223320,0.42433156
-5.15357679,3.53074845,0.68074636,2.00854277,0.01471037,0.17656193,0.39334691,0.81323148,0.02306942,0.43326533
-5.14757379,3.53980438,0.69865127,1.99978974,0.01567412,0.17675805,0.39429541,0.81986719,0.02386566,0.44167358
-5.14157079,3.54351112,0.71620610,1.98816966,0.01662410,0.17729442,0.39571335,0.82436908,0.02460684,0.44949124
-5.13556778,3.54177647,0.73335109,1.97368416,0.01755039,0.17819728,0.39758177,0.82671900,0.02527903,0.45667459
-5.12956478,3.53461854,0.75004010,1.95636842,0.01844282,0.17948640,0.39988324,0.82695897,0.02586984,0.46320031
-5.12356178,3.52216722,0.76623855,1.93629411,0.01929115,0.18117426,0.40260200,0.82519106,0.02636885,0.46906352
-5.11755878,3.50466211,0.78192042,1.91357189,0.02008516,0.18326517,0.40572363,0.82157528,0.02676789,0.47427475
-5.11155578,3.48244678,0.79706440,1.88835312,0.02081487,0.18575435,0.40923410,0.81632575,0.02706126,0.47885616
-5.10555278,3.45595967,0.81164952,1.86083058,0.02147066,0.18862698,0.41311824,0.80970523,0.02724588,0.48283720
-5.09954977,3.42572177,0.82565064,1.83123804,0.02204349,0.19185735,0.41735800,0.80201820,0.02732133,0.48624997
-5.09354677,3.39232173,0.83903388,1.79984846,0.02252502,0.19540808,0.42193029,0.79360281,0.02728977,0.48912462
-5.08754377,3.35639910,0.85175259,1.76697092,0.02290786,0.19922962,0.42680498,0.78482196,0.02715581,0.49148508
-5.08154077,3.31862627,0.86374417,1.73294610,0.02318569,0.20326004,0.43194294,0.77605388,0.02692629,0.49334546
-5.07553777,3.27969015,0.87492784,1.69814062,0.02335346,0.20742526,0.43729459,0.76768248,0.02660994,0.49470730
-5.06953477,3.24027418,0.88520390,1.66294008,0.02340753,0.21163979,0.44279895,0.76008784,0.02621709,0.49555794
-5.06353177,3.20104132,0.89445440,1.62774132,0.02334583,0.21580799,0.44838346,0.75363708,0.02575925,0.49587016
-5.05752876,3.16261883,0.90254535,1.59294383,0.02316791,0.21982596,0.45396460,0.74867581,0.02524875,0.49560300
-5.05152576,3.12558489,0.90933055,1.55894059,0.02287509,0.22358401,0.45944942,0.74552041,0.02469833,0.49470388
-5.04552276,3.09045755,0.91465655,1.52610877,0.02247039,0.22696958,0.46473788,0.74445112,0.02412080,0.49311186
-5.03951976,3.05768594,0.91836889,1.49480027,0.02195861,0.22987074,0.46972588,0.74570614,0.02352866,0.49076170
-5.03351676,3.02764364,0.92031892,1.46533251,0.02134621,0.23217986,0.47430892,0.74947659,0.02293384,0.48758869
-5.02751376,3.00062404,0.92037097,1.43797970,0.02064123,0.23379753,0.47838612,0.75590245,0.02234745,0.48353370
-5.02151076,2.97683736,0.91840943,1.41296477,0.01985311,0.23463639,0.48186434,0.76506942,0.02177956,0.47854833
-5.01550775,2.95640904,0.91434520,1.39045232,0.01899250,0.23462480,0.48466219,0.77700649,0.02123903,0.47259965
-5.00950475,2.93937918,0.90812125,1.37054268,0.01807102,0.23371006,0.48671361,0.79168451,0.02073347,0.46567428
-5.00350175,2.92570301,0.89971683,1.35326755,0.01710101,0.23186101,0.48797085,0.80901548,0.02026911,0.45778167
-4.99749875,2.91525201,0.88915018,1.33858720,0.01609521,0.22907004,0.48840663,0.82885275,0.01985083,0.44895607
-4.99149575,2.90781608,0.87647947,1.32638968,0.01506651,0.22535404,0.48801534,0.85099228,0.01948212,0.43925749
-4.98549275,2.90310663,0.86180215,1.31649210,0.01402759,0.22075466,0.48681327,0.87517484,0.01916517,0.42877114
-4.97948974,2.90076113,0.84525255,1.30864417,0.01299072,0.21533746,0.48483773,0.90108961,0.01890086,0.41760581
-4.97348674,2.90034927,0.82699813,1.30253410,0.01196743,0.20919028,0.48214531,0.92837901,0.01868892,0.40589108
-4.96748374,2.90138127,0.80723453,1.29779684,0.01096835,0.20242073,0.47880929,0.95664511,0.01852797,0.39377353
-4.96148074,2.90331863,0.78617985,1.29402457,0.01000297,0.19515301,0.47491643,0.98545760,0.01841564,0.38141241
-4.95547774,2.90558753,0.76406838,1.29077933,0.00907954,0.18752415,0.47056336,1.01436336,0.01834874,0.36897483
-4.94947474,2.90759500,0.74114440,1.28760731,0.00820497,0.17967996,0.46585281,1.04289751,0.01832335,0.35663088
-4.94347174,2.90874769,0.71765617,1.28405456,0.00738480,0.17177075,0.46088987,1.07059585,0.01833502,0.34454895
-4.93746873,2.90847304,0.69385050,1.27968343,0.00662316,0.16394703,0.45577859,1.09700840,0.01837893,0.33289147
-4.93146573,2.90624196,0.66996821,1.27408922,0.00592290,0.15635552,0.45061901,1.12171347,0.01845007,0.32181136
-4.92546273,2.90159244,0.64624046,1.26691637,0.00528560,0.14913535,0.44550485,1.14433212,0.01854347,0.31144925
-4.91945973,2.89415293,0.62288616,1.25787334,0.00471173,0.14241483,0.44052180,1.16454203,0.01865434,0.30193162
-4.91345673,2.88366426,0.60011032,1.24674567,0.00420078,0.13630875,0.43574659,1.18209046,0.01877835,0.29336984
-4.90745373,2.86999891,0.57810337,1.23340637,0.00375143,0.13091621,0.43124674,1.19680549,0.01891173,0.28586004
-4.90145073,2.85317629,0.55704103,1.21782328,0.00336166,0.12631921,0.42708083,1.20860491,0.01905152,0.27948375
-4.89544772,2.83337288,0.53708486,1.20006269,0.00302898,0.12258166,0.42329927,1.21750229,0.01919567,0.27430904
-4.88944472,2.81092629,0.51838289,1.18028918,0.00275054,0.11974907,0.41994536,1.22360956,0.01934321,0.27039205
-4.88344172,2.78633236,0.50107038,1.15876148,0.00252327,0.11784867,0.41705645,1.22713589,0.01949427,0.26777860
-4.87743872,2.76023504,0.48527033,1.13582430,0.00234400,0.11688992,0.41466506,1.22838262,0.01965016,0.26650572
-4.87143572,2.73340896,0.47109357,1.11189658,0.00220956,0.11686534,0.41279978,1.22773422,0.01981333,0.26660281
-4.86543272,2.70673497,0.45863835,1.08745656,0.00211686,0.11775155,0.41148586,1.22564548,0.01998734,0.26809236
-4.85942971,2.68116956,0.44798935,1.06302418,0.00206295,0.11951051,0.41074530,1.22262527,0.02017672,0.27099000
-4.85342671,2.65770912,0.43921607,1.03914172,0.00204500,0.12209072,0.41059657,1.21921752,0.02038685,0.27530391
-4.84742371,2.63735071,0.43237073,1.01635332,0.00206037,0.12542863,0.41105381,1.21598006,0.02062373,0.28103348
-4.84142071,2.62105077,0.42748573,0.99518453,0.00210655,0.12944986,0.41212564,1.21346225,0.02089383,0.28816745
-4.83541771,2.60968402,0.42457098,0.97612248,0.00218118,0.13407058,0.41381373,1.21218238,0.02120381,0.29668146
-4.82941471,2.60400421,0.42361112,0.95959788,0.00228200,0.13919880,0.41611116,1.21260575,0.02156031,0.30653542
-4.82341171,2.60460885,0.42456317,0.94596930,0.00240680,0.14473567,0.41900086,1.21512470,0.02196974,0.31767073
-4.81740870,2.61190968,0.42735451,0.93551070,0.00255341,0.15057687,0.42245425,1.22004120,0.02243807,0.33000781
-4.81140570,2.62611041,0.43188173,0.92840243,0.00271965,0.15661403,0.42643021,1.22755321,0.02297064,0.34344398
-4.80540270,2.64719309,0.43801042,0.92472635,0.00290333,0.16273624,0.43087464,1.23774526,0.02357209,0.35785221
-4.79939970,2.67491379,0.44557604,0.92446493,0.00310223,0.16883167,0.43572067,1.25058393,0.02424622,0.37308072
-4.79339670,2.70880804,0.45438609,0.92750451,0.00331406,0.17478934,0.44088957,1.26591843,0.02499595,0.38895375
-4.78739370,2.74820595,0.46422343,0.93364228,0.00353656,0.18050093,0.44629239,1.28348626,0.02582335,0.40527360
-4.78139070,2.79225624,0.47485092,0.94259678,0.00376745,0.18586274,0.45183239,1.30292390,0.02672963,0.42182382
-4.77538769,2.83995820,0.48601707,0.95402106,0.00400450,0.19077764,0.45740795,1.32378180,0.02771522,0.43837374
-4.76938469,2.89019989,0.49746263,0.96751806,0.00424559,0.19515703,0.46291604,1.34554324,0.02877980,0.45468390
-4.76338169,2.94180080,0.50892773,0.98265722,0.00448872,0.19892276,0.46825579,1.36764582,0.02992237,0.47051240
-4.75737869,2.99355684,0.52015943,0.99899157,0.00473214,0.20200876,0.47333222,1.38950489,0.03114127,0.48562179
-4.75137569,3.04428519,0.53091915,1.01607445,0.00497431,0.20436264,0.47805960,1.41053737,0.03243418,0.49978601
-4.74537269,3.09286697,0.54098972,1.03347501,0.00521402,0.20594673,0.48236439,1.43018516,0.03379808,0.51279734
-4.73936968,3.13828548,0.55018170,1.05079177,0.00545037,0.20673894,0.48618742,1.44793664,0.03522914,0.52447261
-4.73336668,3.17965816,0.55833862,1.06766382,0.00568281,0.20673309,0.48948529,1.46334555,0.03672258,0.53465859
-4.72736368,3.21626070,0.56534083,1.08377894,0.00591113,0.20593871,0.49223064,1.47604606,0.03827246,0.54323617
-4.72136068,3.24754247,0.57110784,1.09887868,0.00613540,0.20438041,0.49441151,1.48576360,0.03987148,0.55012300
-4.71535768,3.27313252,0.57559906,1.11276018,0.00635597,0.20209676,0.49602963,1.49232093,0.04151073,0.55527464
-4.70935468,3.29283647,0.57881272,1.12527495,0.00657335,0.19913865,0.49709782,1.49563934,0.04317943,0.55868398
-4.70335168,3.30662468,0.58078334,1.13632479,0.00678816,0.19556731,0.49763670,1.49573508,0.04486472,0.56037910
-4.69734867,3.31461295,0.58157763,1.14585556,0.00700098,0.19145200,0.49767092,1.49271151,0.04655153,0.56041965
-4.69134567,3.31703724,0.58128921,1.15384914,0.00721230,0.18686745,0.49722520,1.48674745,0.04822251,0.55889208
-4.68534267,3.31422427,0.58003247,1.16031438,0.00742237,0.18189125,0.49632047,1.47808276,0.04985805,0.55590390
-4.67933967,3.30655995,0.57793584,1.16527770,0.00763112,0.17660125,0.49497044,1.46700192,0.05143644,0.55157747
-4.67333667,3.29445789,0.57513482,1.16877409,0.00783806,0.17107308,0.49317886,1.45381667,0.05293421,0.54604362
-4.66733367,3.27832975,0.57176525,1.17083895,0.00804223,0.16537793,0.49093768,1.43884881,0.05432652,0.53943550
-4.66133067,3.25855943,0.56795708,1.17150156,0.00824216,0.15958074,0.48822629,1.42241403,0.05558778,0.53188300
-4.65532766,3.23548236,0.56382897,1.17078027,0.00843589,0.15373871,0.48501197,1.40480763,0.05669234,0.52350813
-4.64932466,3.20937101,0.55948393,1.16867994,0.00862096,0.14790043,0.48125145,1.38629283,0.05761527,0.51442141
-4.64332166,3.18042713,0.55500626,1.16519142,0.00879453,0.14210546,0.47689363,1.36709206,0.05833321,0.50471970
