energy_ev,total_up,In_p_up,In_d_up,Re_p_up,Re_d_up,Se_s_up,Se_p_up
-5.80190095,0.23201467,0.09263359,0.00005603,0.07056424,0.16494682,0.00008510,0.00366304
-5.79589795,0.23562009,0.09500655,0.00004421,0.07106414,0.16837288,0.00008007,0.00357477
-5.78989495,0.23814847,0.09676457,0.00003480,0.07135894,0.17086376,0.00007622,0.00350557
-5.78389195,0.23944004,0.09786768,0.00002741,0.07138219,0.17232788,0.00007318,0.00344573
-5.77788894,0.23938037,0.09829104,0.00002170,0.07108370,0.17270331,0.00007067,0.00338768
-5.77188594,0.23790194,0.09802586,0.00001742,0.07042972,0.17195914,0.00006848,0.00332572
-5.76588294,0.23498446,0.09707982,0.00001435,0.06940262,0.17009601,0.00006646,0.00325583
-5.75987994,0.23065401,0.09547693,0.00001235,0.06800042,0.16714570,0.00006450,0.00317548
-5.75387694,0.22498108,0.09325701,0.00001132,0.06623590,0.16317004,0.00006255,0.00308341
-5.74787394,0.21807765,0.09047464,0.00001122,0.06413548,0.15825893,0.00006057,0.00297947
-5.74187094,0.21009330,0.08719776,0.00001206,0.06173788,0.15252782,0.00005859,0.00286448
-5.73586793,0.20121086,0.08350598,0.00001389,0.05909264,0.14611471,0.00005664,0.00274001
-5.72986493,0.19164152,0.07948867,0.00001684,0.05625849,0.13917675,0.00005479,0.00260831
-5.72386193,0.18161985,0.07524293,0.00002106,0.05330178,0.13188677,0.00005314,0.00247214
-5.71785893,0.17139876,0.07087159,0.00002680,0.05029486,0.12442976,0.00005181,0.00233469
-5.71185593,0.16124485,0.06648122,0.00003434,0.04731465,0.11699954,0.00005092,0.00219945
-5.70585293,0.15143410,0.06218036,0.00004405,0.04444124,0.10979571,0.00005064,0.00207015
-5.69984992,0.14224802,0.05807790,0.00005635,0.04175677,0.10302095,0.00005114,0.00195069
-5.69384692,0.13397053,0.05428179,0.00007176,0.03934444,0.09687876,0.00005262,0.00184507
-5.68784392,0.12688525,0.05089789,0.00009086,0.03728767,0.09157154,0.00005529,0.00175736
-5.68184092,0.12127337,0.04802912,0.00011431,0.03566949,0.08729915,0.00005938,0.00169166
-5.67583792,0.11741185,0.04577481,0.00014284,0.03457200,0.08425760,0.00006514,0.00165208
-5.66983492,0.11557174,0.04423019,0.00017725,0.03407584,0.08263796,0.00007284,0.00164271
-5.66383192,0.11601652,0.04348584,0.00021842,0.03425981,0.08262526,0.00008273,0.00166759
-5.65782891,0.11900016,0.04362727,0.00026724,0.03520021,0.08439720,0.00009512,0.00173070
-5.65182591,0.12476464,0.04473431,0.00032466,0.03697022,0.08812257,0.00011027,0.00183593
-5.64582291,0.13353686,0.04688031,0.00039160,0.03963900,0.09395916,0.00012846,0.00198700
-5.63981991,0.14552463,0.05013115,0.00046899,0.04327056,0.10205116,0.00014997,0.00218745
-5.63381691,0.16091181,0.05454397,0.00055767,0.04792239,0.11252592,0.00017502,0.00244057
-5.62781391,0.17985256,0.06016556,0.00065839,0.05364383,0.12549007,0.00020385,0.00274928
-5.62181091,0.20246474,0.06703058,0.00077179,0.06047417,0.14102511,0.00023660,0.00311608
-5.61580790,0.22882276,0.07515948,0.00089828,0.06844061,0.15918253,0.00027339,0.00354293
-5.60980490,0.25895006,0.08455636,0.00103809,0.07755616,0.17997881,0.00031426,0.00403118
-5.60380190,0.29281174,0.09520682,0.00119116,0.08781746,0.20339034,0.00035915,0.00458141
-5.59779890,0.33030768,0.10707591,0.00135714,0.09920286,0.22934877,0.00040794,0.00519339
-5.59179590,0.37126664,0.12010639,0.00153533,0.11167069,0.25773701,0.00046039,0.00586594
-5.58579290,0.41544199,0.13421747,0.00172468,0.12515798,0.28838627,0.00051614,0.00659694
-5.57978989,0.46250929,0.14930410,0.00192378,0.13957980,0.32107449,0.00057473,0.00738321
-5.57378689,0.51206647,0.16523702,0.00213082,0.15482914,0.35552634,0.00063559,0.00822056
-5.56778389,0.56363665,0.18186372,0.00234365,0.17077770,0.39141525,0.00069803,0.00910378
-5.56178089,0.61667395,0.19901018,0.00255980,0.18727736,0.42836729,0.00076129,0.01002673
-5.55577789,0.67057232,0.21648366,0.00277650,0.20416256,0.46596720,0.00082448,0.01098239
-5.54977489,0.72467725,0.23407629,0.00299076,0.22125339,0.50376640,0.00088668,0.01196302
-5.54377189,0.77830006,0.25156955,0.00319942,0.23835940,0.54129265,0.00094692,0.01296032
-5.53776888,0.83073432,0.26873932,0.00339927,0.25528392,0.57806126,0.00100420,0.01396555
-5.53176588,0.88127377,0.28536143,0.00358709,0.27182881,0.61358729,0.00105754,0.01496976
-5.52576288,0.92923101,0.30121742,0.00375981,0.28779927,0.64739818,0.00110601,0.01596398
-5.51975988,0.97395617,0.31610031,0.00391452,0.30300873,0.67904650,0.00114874,0.01693936
-5.51375688,1.01485476,0.32982008,0.00404864,0.31728332,0.70812196,0.00118497,0.01788738
-5.50775388,1.05140379,0.34220862,0.00415998,0.33046594,0.73426239,0.00121408,0.01879995
-5.50175088,1.08316557,0.35312396,0.00424677,0.34241967,0.75716301,0.00123561,0.01966955
-5.49574787,1.10979860,0.36245353,0.00430781,0.35303028,0.77658381,0.00124926,0.02048931
-5.48974487,1.13106499,0.37011647,0.00434242,0.36220796,0.79235450,0.00125494,0.02125303
-5.48374187,1.14683445,0.37606479,0.00435052,0.36988808,0.80437724,0.00125278,0.02195525
-5.47773887,1.15708458,0.38028341,0.00433261,0.37603108,0.81262677,0.00124311,0.02259121
-5.47173587,1.16189786,0.38278929,0.00428977,0.38062160,0.81714851,0.00122646,0.02315684
-5.46573287,1.16145568,0.38362957,0.00422362,0.38366690,0.81805449,0.00120360,0.02364876
-5.45972986,1.15602994,0.38287906,0.00413628,0.38519490,0.81551788,0.00117546,0.02406421
-5.45372686,1.14597283,0.38063723,0.00403031,0.38525183,0.80976632,0.00114317,0.02440113
-5.44772386,1.13170564,0.37702486,0.00390860,0.38389998,0.80107457,0.00110803,0.02465808
-5.44172086,1.11370710,0.37218071,0.00377439,0.38121536,0.78975709,0.00107146,0.02483441
-5.43571786,1.09250214,0.36625818,0.00363108,0.37728581,0.77616080,0.00103501,0.02493023
-5.42971486,1.06865130,0.35942238,0.00348225,0.37220945,0.76065850,0.00100031,0.02494661
-5.42371186,1.04274149,0.35184741,0.00333152,0.36609358,0.74364321,0.00096907,0.02488573
-5.41770885,1.01537810,0.34371419,0.00318252,0.35905408,0.72552337,0.00094303,0.02475101
-5.41170585,0.98717864,0.33520859,0.00303884,0.35121531,0.70671923,0.00092396,0.02454734
-5.40570285,0.95876776,0.32651998,0.00290395,0.34271029,0.68766006,0.00091360,0.02428126
-5.39969985,0.93077338,0.31783993,0.00278118,0.33368124,0.66878210,0.00091368,0.02396111
-5.39369685,0.90382357,0.30936112,0.00267368,0.32428009,0.65052705,0.00092583,0.02359721
-5.38769385,0.87854393,0.30127612,0.00258441,0.31466909,0.63334061,0.00095162,0.02320188
-5.38169085,0.85555470,0.29377603,0.00251609,0.30502110,0.61767107,0.00099248,0.02278951
-5.37568784,0.83546768,0.28704886,0.00247122,0.29551961,0.60396731,0.00104967,0.02237649
-5.36968484,0.81888216,0.28127741,0.00245204,0.28635838,0.59267640,0.00112430,0.02198103
-5.36368184,0.80638013,0.27663684,0.00246052,0.27774049,0.58424035,0.00121720,0.02162296
-5.35767884,0.79852037,0.27329177,0.00249837,0.26987702,0.57909212,0.00132899,0.02132340
-5.35167584,0.79583167,0.27139302,0.00256702,0.26298521,0.57765105,0.00145995,0.02110430
-5.34567284,0.79880538,0.27107414,0.00266757,0.25728624,0.58031764,0.00161005,0.02098800
-5.33966983,0.80788760,0.27244788,0.00280084,0.25300268,0.58746812,0.00177889,0.02099666
-5.33366683,0.82347148,0.27560271,0.00296732,0.25035586,0.59944901,0.00196569,0.02115164
-5.32766383,0.84588998,0.28059974,0.00316715,0.24956306,0.61657202,0.00216925,0.02147295
-5.32166083,0.87540963,0.28747012,0.00340018,0.25083481,0.63910950,0.00238797,0.02197856
-5.31565783,0.91222573,0.29621320,0.00366587,0.25437238,0.66729080,0.00261986,0.02268385
-5.30965483,0.95645915,0.30679545,0.00396338,0.26036542,0.70129967,0.00286251,0.02360107
-5.30365183,1.00815505,0.31915049,0.00429156,0.26898986,0.74127278,0.00311320,0.02473888
-5.29764882,1.06728355,0.33318002,0.00464893,0.28040605,0.78729937,0.00336889,0.02610195
-5.29164582,1.13374211,0.34875580,0.00503375,0.29475712,0.83942194,0.00362631,0.02769070
-5.28564282,1.20735952,0.36572253,0.00544404,0.31216746,0.89763761,0.00388203,0.02950116
-5.27963982,1.28790106,0.38390155,0.00587757,0.33274119,0.96190011,0.00413254,0.03152496
-5.27363682,1.37507423,0.40309510,0.00633197,0.35656067,1.03212180,0.00437439,0.03374943
-5.26763382,1.46853476,0.42309100,0.00680472,0.38368478,1.10817546,0.00460423,0.03615782
-5.26163082,1.56789214,0.44366750,0.00729318,0.41414705,1.18989553,0.00481897,0.03872973
-5.25562781,1.67271434,0.46459801,0.00779465,0.44795352,1.27707844,0.00501583,0.04144150
-5.24962481,1.78253131,0.48565561,0.00830635,0.48508033,1.36948191,0.00519245,0.04426683
-5.24362181,1.89683703,0.50661702,0.00882551,0.52547117,1.46682302,0.00534698,0.04717740
-5.23761881,2.01508997,0.52726605,0.00934928,0.56903459,1.56877525,0.00547810,0.05014352
-5.23161581,2.13671227,0.54739629,0.00987485,0.61564134,1.67496453,0.00558509,0.05313484
-5.22561281,2.26108760,0.56681318,0.01039932,0.66512196,1.78496483,0.00566785,0.05612105
-5.21960980,2.38755857,0.58533528,0.01091979,0.71726468,1.89829347,0.00572685,0.05907247
-5.21360680,2.51542377,0.60279511,0.01143330,0.77181405,2.01440693,0.00576312,0.06196070
-5.20760380,2.64393558,0.61903938,0.01193683,0.82847027,2.13269757,0.00577822,0.06475908
-5.20160080,2.77229893,0.63392901,0.01242726,0.88688949,2.25249183,0.00577415,0.06744311
-5.19559780,2.89967205,0.64733886,0.01290141,0.94668531,2.37305059,0.00575322,0.06999074
-5.18959480,3.02516947,0.65915762,0.01335601,1.00743134,2.49357193,0.00571803,0.07238255
-5.18359180,3.14786783,0.66928762,0.01378770,1.06866513,2.61319677,0.00567129,0.07460181
-5.17758879,3.26681462,0.67764499,0.01419309,1.12989325,2.73101746,0.00561579,0.07663444
-5.17158579,3.38104008,0.68416009,0.01456879,1.19059755,2.84608943,0.00555421,0.07846890
-5.16558279,3.48957189,0.68877810,0.01491142,1.25024251,2.95744572,0.00548911,0.08009593
-5.15957979,3.59145255,0.69146001,0.01521773,1.30828342,3.06411408,0.00542280,0.08150832
-5.15357679,3.68575876,0.69218366,0.01548463,1.36417543,3.16513627,0.00535733,0.08270062
-5.14757379,3.77162241,0.69094496,0.01570930,1.41738304,3.25958892,0.00529438,0.08366883
-5.14157079,3.84825221,0.68775901,0.01588926,1.46739009,3.34660550,0.00523533,0.08441015
-5.13556778,3.91495545,0.68266102,0.01602247,1.51370982,3.42539858,0.00518119,0.08492273
-5.12956478,3.97115896,0.67570699,0.01610742,1.55589503,3.49528173,0.00513265,0.08520554
-5.12356178,4.01642861,0.66697398,0.01614320,1.59354803,3.55569042,0.00509014,0.08525828
-5.11755878,4.05048657,0.65655986,0.01612958,1.62633020,3.60620121,0.00505384,0.08508136
-5.11155578,4.07322573,0.64458264,0.01606707,1.65397100,3.64654844,0.00502378,0.08467603
-5.10555278,4.08472076,0.63117916,0.01595696,1.67627618,3.67663807,0.00499991,0.08404452
-5.09954977,4.08523513,0.61650342,0.01580136,1.69313497,3.69655780,0.00498214,0.08319027
-5.09354677,4.07522390,0.60072435,0.01560317,1.70452597,3.70658311,0.00497044,0.08211821
-5.08754377,4.05533172,0.58402333,0.01536607,1.71052141,3.70717869,0.00496487,0.08083505
-5.08154077,4.02638597,0.56659141,0.01509452,1.71128960,3.69899481,0.00496566,0.07934957
-5.07553777,3.98938478,0.54862642,0.01479363,1.70709517,3.68285842,0.00497318,0.07767283
-5.06953477,3.94547984,0.53032998,0.01446909,1.69829681,3.65975869,0.00498804,0.07581842
-5.06353177,3.89595430,0.51190460,0.01412707,1.68534245,3.63082707,0.00501101,0.07380251
-5.05752876,3.84219581,0.49355092,0.01377410,1.66876155,3.59731194,0.00504302,0.07164386
-5.05152576,3.78566531,0.47546507,0.01341686,1.64915464,3.56054842,0.00508514,0.06936371
-5.04552276,3.72786218,0.45783627,0.01306212,1.62718008,3.52192380,0.00513848,0.06698555
-5.03951976,3.67028669,0.44084474,0.01271647,1.60353847,3.48283970,0.00520417,0.06453479
-5.03351676,3.61440092,0.42465977,0.01238623,1.57895491,3.44467205,0.00528323,0.06203834
-5.02751376,3.56158941,0.40943811,0.01207725,1.55415990,3.40873032,0.00537654,0.05952406
-5.02151076,3.51312107,0.39532257,0.01179478,1.52986940,3.37621769,0.00548471,0.05702033
-5.01550775,3.47011399,0.38244090,0.01154330,1.50676501,3.34819380,0.00560806,0.05455539
-5.00950475,3.43350477,0.37090495,0.01132644,1.48547501,3.32554185,0.00574653,0.05215693
-5.00350175,3.40402376,0.36081000,0.01114690,1.46655727,3.30894176,0.00589965,0.04985155
-4.99749875,3.38217784,0.35223451,0.01100636,1.45048476,3.29885091,0.00606650,0.04766450
-4.99149575,3.36824160,0.34524002,0.01090550,1.43763443,3.29549350,0.00624573,0.04561935
-4.98549275,3.36225773,0.33987151,0.01084400,1.42828017,3.29885957,0.00643561,0.04373795
-4.97948974,3.36404695,0.33615795,0.01082061,1.42258994,3.30871382,0.00663400,0.04204044
-4.97348674,3.37322715,0.33411334,0.01083322,1.42062764,3.32461420,0.00683852,0.04054542
-4.96748374,3.38924121,0.33373798,0.01087900,1.42235921,3.34593952,0.00704657,0.03927024
-4.96148074,3.41139208,0.33502008,0.01095454,1.42766293,3.37192483,0.00725551,0.03823137
-4.95547774,3.43888363,0.33793765,0.01105600,1.43634320,3.40170303,0.00746270,0.03744488
-4.94947474,3.47086528,0.34246057,0.01117932,1.44814702,3.43435058,0.00766572,0.03692683
-4.94347174,3.50647801,0.34855271,0.01132037,1.46278229,3.46893498,0.00786239,0.03669372
-4.93746873,3.54489950,0.35617404,0.01147513,1.47993682,3.50456177,0.00805099,0.03676281
-4.93146573,3.58538605,0.36528259,0.01163986,1.49929710,3.54041848,0.00823029,0.03715236
-4.92546273,3.62730894,0.37583607,0.01181122,1.52056558,3.57581336,0.00839965,0.03788163
-4.91945973,3.67018341,0.38779298,0.01198639,1.54347570,3.61020690,0.00855906,0.03897073
-4.91345673,3.71368869,0.40111323,0.01216316,1.56780374,3.64323460,0.00870921,0.04044027
-4.90745373,3.75767797,0.41575794,0.01233991,1.59337694,3.67471986,0.00885139,0.04231072
-4.90145073,3.80217796,0.43168852,0.01251568,1.62007742,3.70467643,0.00898752,0.04460162
-4.89544772,3.84737784,0.44886491,0.01269010,1.64784185,3.73330047,0.00912007,0.04733056
-4.88944472,3.89360840,0.46724309,0.01286330,1.67665694,3.76095273,0.00925190,0.05051203
-4.88344172,3.94131251,0.48677178,0.01303585,1.70655113,3.78813180,0.00938616,0.05415615
-4.87743872,3.99100837,0.50738868,0.01320859,1.73758300,3.81544010,0.00952618,0.05826737
-4.87143572,4.04324761,0.52901627,0.01338252,1.76982726,3.84354425,0.00967525,0.06284327
-4.86543272,4.09857039,0.55155759,0.01355860,1.80335914,3.87313190,0.00983646,0.06787338
-4.85942971,4.15745990,0.57489216,0.01373767,1.83823824,3.90486731,0.01001258,0.07333825
-4.85342671,4.22029852,0.59887234,0.01392023,1.87449276,3.93934775,0.01020588,0.07920880
-4.84742371,4.28732799,0.62332064,0.01410636,1.91210524,3.97706282,0.01041799,0.08544600
-4.84142071,4.35861555,0.64802805,0.01429559,1.95100062,4.01835868,0.01064982,0.09200087
-4.83541771,4.43402784,0.67275375,0.01448686,1.99103742,4.06340870,0.01090143,0.09881495
-4.82941471,4.51321377,0.69722643,0.01467844,2.03200270,4.11219196,0.01117203,0.10582122
-4.82341171,4.59559735,0.72114728,0.01486795,2.07361119,4.16448027,0.01145994,0.11294532
-4.81740870,4.68038078,0.74419470,0.01505242,2.11550871,4.21983443,0.01176262,0.12010729
-4.81140570,4.76655780,0.76603066,0.01522831,2.15727995,4.27760964,0.01207672,0.12722352
-4.80540270,4.85293659,0.78630846,0.01539167,2.19846012,4.33696974,0.01239816,0.13420902
-4.79939970,4.93817128,0.80468179,0.01553825,2.23855021,4.39690966,0.01272227,0.14097980
-4.79339670,5.02080076,0.82081451,0.01566368,2.27703492,4.45628486,0.01304388,0.14745540
-4.78739370,5.09929289,0.83439088,0.01576361,2.31340251,4.51384665,0.01335750,0.15356125
-4.78139070,5.17209243,0.84512572,0.01583390,2.34716555,4.56828168,0.01365748,0.15923095
-4.77538769,5.23767047,0.85277407,0.01587081,2.37788149,4.61825413,0.01393818,0.16440830
-4.76938469,5.29457344,0.85713975,0.01587115,2.40517207,4.66244881,0.01419412,0.16904893
-4.76338169,5.34146966,0.85808267,0.01583241,2.42874039,4.69961339,0.01442014,0.17312154
-4.75737869,5.37719149,0.85552416,0.01575290,2.44838487,4.72859839,0.01461156,0.17660861
-4.75137569,5.40077167,0.84945050,0.01563180,2.46400912,4.74839319,0.01476431,0.17950666
-4.74537269,5.41147233,0.83991411,0.01546923,2.47562735,4.75815690,0.01487501,0.18182585
-4.73936968,5.40880573,0.82703257,0.01526623,2.48336463,4.75724314,0.01494107,0.18358921
-4.73336668,5.39254611,0.81098543,0.01502478,2.48745207,4.74521761,0.01496078,0.18483124
-4.72736368,5.36273226,0.79200910,0.01474766,2.48821696,4.72186832,0.01493330,0.18559617
-4.72136068,5.31966107,0.77038983,0.01443840,2.48606805,4.68720800,0.01485870,0.18593581
-4.71535768,5.26387225,0.74645538,0.01410114,2.48147675,4.64146877,0.01473795,0.18590715
-4.70935468,5.19612526,0.72056556,0.01374047,2.47495497,4.58508959,0.01457283,0.18556984
-4.70335168,5.11736918,0.69310203,0.01336128,2.46703040,4.51869687,0.01436594,0.18498353
-4.69734867,5.02870707,0.66445797,0.01296858,2.45822062,4.44307929,0.01412058,0.18420532
-4.69134567,4.93135615,0.63502767,0.01256732,2.44900702,4.35915778,0.01384063,0.18328738
-4.68534267,4.82660548,0.60519675,0.01216226,2.43980975,4.26795200,0.01353048,0.18227481
-4.67933967,4.71577277,0.57533306,0.01175778,2.43096507,4.17054461,0.01319487,0.18120383
-4.67333667,4.60016205,0.54577862,0.01135781,2.42270605,4.06804477,0.01283879,0.18010048
-4.66733367,4.48102391,0.51684285,0.01096567,2.41514763,3.96155251,0.01246728,0.17897969
-4.66133067,4.35951979,0.48879711,0.01058402,2.40827696,3.85212513,0.01208538,0.17784497
-4.65532766,4.23669159,0.46187073,0.01021483,2.40194942,3.74074723,0.01169792,0.17668859
-4.64932466,4.11343798,0.43624851,0.00985937,2.39589067,3.62830536,0.01130946,0.17549226
-4.64332166,3.99049792,0.41206964,0.00951819,2.38970491,3.51556839,0.01092415,0.17422833
-4.63731866,3.86844217,0.38942813,0.00919121,2.38288881,3.40317414,0.01054564,0.17286143
-4.63131566,3.74767285,0.36837437,0.00887774,2.37485082,3.29162286,0.01017705,0.17135043
-4.62531266,3.62843071,0.34891800,0.00857663,2.36493492,3.18127757,0.00982087,0.16965076
-4.61930965,3.51080986,0.33103171,0.00828632,2.35244785,3.07237092,0.00947901,0.16771674
-4.61330665,3.39477877,0.31465593,0.00800498,2.33668868,2.96501826,0.00915276,0.16550417
-4.60730365,3.28020656,0.29970416,0.00773064,2.31697932,2.85923580,0.00884285,0.16297266
-4.60130065,3.16689317,0.28606884,0.00746127,2.29269480,2.75496314,0.00854953,0.16008798
-4.59529765,3.05460175,0.27362743,0.00719492,2.26329183,2.65208852,0.00827260,0.15682403
-4.58929465,2.94309177,0.26224874,0.00692983,2.22833462,2.55047573,0.00801157,0.15316448
-4.58329165,2.83215125,0.25179905,0.00666450,2.18751673,2.44999116,0.00776574,0.14910407
-4.57728864,2.72162643,0.24214811,0.00639776,2.14067806,2.35052956,0.00753434,0.14464935
-4.57128564,2.61144765,0.23317469,0.00612884,2.08781652,2.25203730,0.00731663,0.13981903
-4.56528264,2.50165028,0.22477162,0.00585737,2.02909370,2.15453190,0.00711203,0.13464379
-4.55927964,2.39238972,0.21685019,0.00558342,1.96483467,2.05811708,0.00692022,0.12916564
-4.55327664,2.28394997,0.20934370,0.00530750,1.89552184,1.96299254,0.00674121,0.12343692
-4.54727364,2.17674552,0.20221033,0.00503049,1.82178333,1.86945800,0.00657543,0.11751887
-4.54127064,2.07131655,0.19543495,0.00475362,1.74437651,1.77791167,0.00642372,0.11147998
-4.53526763,1.96831773,0.18903014,0.00447844,1.66416724,1.68884299,0.00628737,0.10539414
-4.52926463,1.86850140,0.18303615,0.00420671,1.58210592,1.60282023,0.00616806,0.09933859
-4.52326163,1.77269576,0.17752010,0.00394036,1.49920123,1.52047359,0.00606780,0.09339199
-4.51725863,1.68177925,0.17257416,0.00368140,1.41649248,1.44247456,0.00598885,0.08763239
-4.51125563,1.59665204,0.16831305,0.00343185,1.33502178,1.36951250,0.00593359,0.08213545
-4.50525263,1.51820612,0.16487069,0.00319368,1.25580677,1.30226962,0.00590437,0.07697270
-4.49924962,1.44729493,0.16239632,0.00296872,1.17981496,1.24139533,0.00590335,0.07221012
-4.49324662,1.38470394,0.16105002,0.00275861,1.10794036,1.18748115,0.00593237,0.06790699
-4.48724362,1.33112325,0.16099783,0.00256475,1.04098309,1.14103729,0.00599272,0.06411485
-4.48124062,1.28712321,0.16240662,0.00238830,0.97963246,1.10247177,0.00608505,0.06087696
-4.47523762,1.25313396,0.16543870,0.00223008,0.92445393,1.07207309,0.00620920,0.05822783
-4.46923462,1.22942971,0.17024653,0.00209061,0.87588008,1.04999701,0.00636410,0.05619307
-4.46323162,1.21611804,0.17696735,0.00197011,0.83420574,1.03625812,0.00654769,0.05478951
-4.45722861,1.21313490,0.18571818,0.00186846,0.79958711,1.03072640,0.00675690,0.05402539
-4.45122561,1.22024499,0.19659107,0.00178527,0.77204471,1.03312901,0.00698761,0.05390078
-4.44522261,1.23704778,0.20964878,0.00171986,0.75146990,1.04305705,0.00723478,0.05440810
-4.43921961,1.26298857,0.22492115,0.00167134,0.73763430,1.05997716,0.00749250,0.05553266
-4.43321661,1.29737415,0.24240196,0.00163859,0.73020190,1.08324725,0.00775413,0.05725329
-4.42721361,1.33939237,0.26204664,0.00162035,0.72874306,1.11213575,0.00801253,0.05954291
-4.42121061,1.38813469,0.28377081,0.00161525,0.73274993,1.14584358,0.00826020,0.06236912
-4.41520760,1.44262069,0.30744959,0.00162183,0.74165250,1.18352764,0.00848960,0.06569468
-4.40920460,1.50182361,0.33291795,0.00163861,0.75483491,1.22432505,0.00869333,0.06947799
-4.40320160,1.56469577,0.35997193,0.00166410,0.77165129,1.26737690,0.00886443,0.07367339
-4.39719860,1.63019281,0.38837075,0.00169685,0.79144058,1.31185046,0.00899658,0.07823151
-4.39119560,1.69729586,0.41783989,0.00173548,0.81354020,1.35695908,0.00908435,0.08309947
-4.38519260,1.76503082,0.44807505,0.00177869,0.83729784,1.40197877,0.00912338,0.08822100
-4.37918959,1.83248410,0.47874675,0.00182529,0.86208160,1.44626103,0.00911050,0.09353672
-4.37318659,1.89881437,0.50950584,0.00187417,0.88728804,1.48924131,0.00904389,0.09898417
-4.36718359,1.96326028,0.53998945,0.00192437,0.91234843,1.53044313,0.00892306,0.10449814
-4.36118059,2.02514395,0.56982745,0.00197501,0.93673321,1.56947780,0.00874890,0.11001092
-4.35517759,2.08387080,0.59864931,0.00202532,0.95995488,1.60604013,0.00852364,0.11545273
-4.34917459,2.13892604,0.62609107,0.00207462,0.98156971,1.63990052,0.00825068,0.12075232
-4.34317159,2.18986846,0.65180243,0.00212232,1.00117851,1.67089437,0.00793453,0.12583765
-4.33716858,2.23632251,0.67545370,0.00216789,1.01842692,1.69890942,0.00758060,0.13063687
-4.33116558,2.27796934,0.69674252,0.00221083,1.03300538,1.72387209,0.00719499,0.13507940
-4.32516258,2.31453776,0.71540012,0.00225071,1.04464929,1.74573377,0.00678433,0.13909715
-4.31915958,2.34579598,0.73119712,0.00228712,1.05313938,1.76445794,0.00635552,0.14262597
-4.31315658,2.37154479,0.74394855,0.00231964,1.05830251,1.78000900,0.00591554,0.14560709
-4.30715358,2.39161283,0.75351812,0.00234791,1.06001300,1.79234349,0.00547127,0.14798863
