energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,S_s_up,S_p_up,V_p_up,V_d_up
-6.00000000,0.60327926,0.07760554,0.04409650,0.00216377,0.00706471,0.02296529,0.33808448,0.13688435,0.11351374
-5.99399700,0.58179092,0.07917877,0.04426771,0.00202923,0.00797992,0.02136829,0.32569454,0.13907401,0.10530541
-5.98799400,0.56282225,0.08145583,0.04475303,0.00188958,0.00901342,0.01982605,0.31462209,0.14209968,0.09723396
-5.98199100,0.54670856,0.08447186,0.04556370,0.00174712,0.01016257,0.01835388,0.30506321,0.14600724,0.08939734
-5.97598799,0.53371440,0.08825576,0.04670316,0.00160401,0.01142365,0.01696452,0.29717471,0.15082042,0.08188612
-5.96998499,0.52402762,0.09282879,0.04816682,0.00146229,0.01279158,0.01566796,0.29107073,0.15653881,0.07478228
-5.96398199,0.51775666,0.09820363,0.04994205,0.00132377,0.01425979,0.01447143,0.28682124,0.16313680,0.06815852
-5.95797899,0.51493096,0.10438400,0.05200850,0.00119005,0.01582014,0.01337938,0.28445224,0.17056359,0.06207793
-5.95197599,0.51550465,0.11136472,0.05433881,0.00106246,0.01746292,0.01239362,0.28394785,0.17874445,0.05659412
-5.94597299,0.51936340,0.11913231,0.05689959,0.00094208,0.01917696,0.01151348,0.28525415,0.18758302,0.05175170
-5.93996998,0.52633404,0.12766598,0.05965276,0.00082970,0.02094981,0.01073608,0.28828455,0.19696481,0.04758712
-5.93396698,0.53619675,0.13693895,0.06255717,0.00072587,0.02276796,0.01005663,0.29292674,0.20676158,0.04412968
-5.92796398,0.54869917,0.14692009,0.06557042,0.00063092,0.02461716,0.00946876,0.29905055,0.21683671,0.04140284
-5.92196098,0.56357195,0.15757575,0.06865093,0.00054491,0.02648279,0.00896491,0.30651679,0.22705109,0.03942558
-5.91595798,0.58054506,0.16887153,0.07176004,0.00046776,0.02835022,0.00853671,0.31518644,0.23726949,0.03821373
-5.90995498,0.59936420,0.18077424,0.07486415,0.00039921,0.03020521,0.00817536,0.32492993,0.24736705,0.03778139
-5.90395198,0.61980654,0.19325348,0.07793683,0.00033886,0.03203430,0.00787202,0.33563600,0.25723566,0.03814215
-5.89794897,0.64169517,0.20628321,0.08096072,0.00028623,0.03382520,0.00761817,0.34721991,0.26678984,0.03931014
-5.89194597,0.66491161,0.21984288,0.08392920,0.00024077,0.03556708,0.00740586,0.35963048,0.27597206,0.04130087
-5.88594297,0.68940580,0.23391831,0.08684773,0.00020187,0.03725089,0.00722805,0.37285570,0.28475702,0.04413180
-5.87993997,0.71520314,0.24850217,0.08973478,0.00016892,0.03886957,0.00707876,0.38692668,0.29315481,0.04782260
-5.87393697,0.74240818,0.26359405,0.09262230,0.00014132,0.04041818,0.00695325,0.40191969,0.30121277,0.05239512
-5.86793397,0.77120480,0.27920024,0.09555564,0.00011848,0.04189407,0.00684812,0.41795606,0.30901594,0.05787296
-5.86193097,0.80185275,0.29533302,0.09859301,0.00009984,0.04329683,0.00676131,0.43520013,0.31668598,0.06428078
-5.85592796,0.83468055,0.31200982,0.10180432,0.00008490,0.04462833,0.00669207,0.45385496,0.32437869,0.07164325
-5.84992496,0.87007504,0.32925197,0.10526954,0.00007318,0.04589261,0.00664094,0.47415612,0.33228002,0.07998371
-5.84392196,0.90846764,0.34708324,0.10907654,0.00006429,0.04709576,0.00660951,0.49636357,0.34060088,0.08932251
-5.83791896,0.95031789,0.36552823,0.11331848,0.00005787,0.04824575,0.00660036,0.52075190,0.34957066,0.09967520
-5.83191596,0.99609462,0.38461053,0.11809080,0.00005363,0.04935222,0.00661676,0.54759921,0.35942991,0.11105042
-5.82591296,1.04625525,0.40435072,0.12348795,0.00005130,0.05042627,0.00666250,0.57717480,0.37042212,0.12344770
-5.81990995,1.10122387,0.42476417,0.12959984,0.00005068,0.05148011,0.00674160,0.60972626,0.38278513,0.13685518
-5.81390695,1.16136865,0.44585878,0.13650820,0.00005160,0.05252681,0.00685808,0.64546611,0.39674207,0.15124729
-5.80790395,1.22697928,0.46763242,0.14428291,0.00005393,0.05357986,0.00701570,0.68455844,0.41249245,0.16658255
-5.80190095,1.29824510,0.49007030,0.15297843,0.00005754,0.05465282,0.00721770,0.72710611,0.43020335,0.18280151
-5.79589795,1.37523464,0.51314220,0.16263045,0.00006236,0.05575882,0.00746659,0.77313874,0.45000111,0.19982498
-5.78989495,1.45787730,0.53679955,0.17325280,0.00006831,0.05691002,0.00776394,0.82260203,0.47196377,0.21755258
-5.78389195,1.54594776,0.56097263,0.18483489,0.00007531,0.05811713,0.00811021,0.87534887,0.49611443,0.23586189
-5.77788894,1.63905403,0.58556781,0.19733959,0.00008330,0.05938872,0.00850462,0.93113256,0.52241584,0.25460802
-5.77188594,1.73662963,0.61046504,0.21070182,0.00009221,0.06073070,0.00894503,0.98960264,0.55076635,0.27362405
-5.76588294,1.83793053,0.63551585,0.22482783,0.00010196,0.06214564,0.00942795,1.05030361,0.58099753,0.29272204
-5.75987994,1.94203749,0.66054198,0.23959531,0.00011246,0.06363227,0.00994845,1.11267682,0.61287351,0.31169499
-5.75387694,2.04786398,0.68533482,0.25485438,0.00012363,0.06518494,0.01050026,1.17606578,0.64609236,0.33031963
-5.74787394,2.15417008,0.70965600,0.27042942,0.00013535,0.06679324,0.01107586,1.23972504,0.68028936,0.34835993
-5.74187094,2.25958236,0.73323912,0.28612190,0.00014750,0.06844177,0.01166658,1.30283244,0.71504249,0.36557156
-5.73586793,2.36261949,0.75579291,0.30171400,0.00015995,0.07011003,0.01226280,1.36450487,0.74987991,0.38170698
-5.72986493,2.46172327,0.77700588,0.31697310,0.00017256,0.07177261,0.01285415,1.42381696,0.78428941,0.39652107
-5.72386193,2.55529422,0.79655226,0.33165700,0.00018517,0.07339948,0.01342979,1.47982254,0.81772977,0.40977721
-5.71785893,2.64173103,0.81409949,0.34551970,0.00019764,0.07495663,0.01397861,1.53157800,0.84964354,0.42125361
-5.71185593,2.71947242,0.82931673,0.35831768,0.00020979,0.07640687,0.01448962,1.57816710,0.87947111,0.43074953
-5.70585293,2.78704031,0.84188435,0.36981633,0.00022150,0.07771086,0.01495215,1.61872627,0.90666563,0.43809127
-5.69984992,2.84308252,0.85150399,0.37979647,0.00023260,0.07882829,0.01535619,1.65246943,0.93070813,0.44313765
-5.69384692,2.88641356,0.85790870,0.38806064,0.00024298,0.07971927,0.01569270,1.67871165,0.95112254,0.44578473
-5.68784392,2.91605180,0.86087286,0.39443891,0.00025251,0.08034569,0.01595380,1.69689034,0.96748988,0.44596954
-5.68184092,2.93125150,0.86022126,0.39879408,0.00026112,0.08067268,0.01613306,1.70658343,0.97946112,0.44367264
-5.67583792,2.93152825,0.85583693,0.40102593,0.00026872,0.08066998,0.01622567,1.70752352,0.98676820,0.43891938
-5.66983492,2.91667669,0.84766736,0.40107446,0.00027528,0.08031318,0.01622856,1.69960745,0.98923264,0.43177983
-5.66383192,2.88677966,0.83572864,0.39892184,0.00028078,0.07958478,0.01614051,1.68290084,0.98677145,0.42236721
-5.65782891,2.84220821,0.82010733,0.39459313,0.00028524,0.07847505,0.01596220,1.65763723,0.97939997,0.41083507
-5.65182591,2.78361243,0.80095992,0.38815563,0.00028870,0.07698256,0.01569612,1.62421199,0.96723152,0.39737312
-5.64582291,2.71190342,0.77850975,0.37971690,0.00029121,0.07511440,0.01534656,1.58317097,0.95047378,0.38220206
-5.63981991,2.62822694,0.75304162,0.36942153,0.00029286,0.07288612,0.01491945,1.53519462,0.92942209,0.36556746
-5.63381691,2.53393014,0.72489415,0.35744681,0.00029375,0.07032131,0.01442217,1.48107794,0.90444997,0.34773306
-5.62781391,2.43052242,0.69445039,0.34399748,0.00029398,0.06745090,0.01386336,1.42170735,0.87599707,0.32897372
-5.62181091,2.31963231,0.66212691,0.32929972,0.00029367,0.06431220,0.01325264,1.35803529,0.84455535,0.30956828
-5.61580790,2.20296212,0.62836203,0.31359478,0.00029293,0.06094774,0.01260041,1.29105368,0.81065387,0.28979269
-5.60980490,2.08224215,0.59360357,0.29713229,0.00029187,0.05740392,0.01191752,1.22176730,0.77484291,0.26991354
-5.60380190,1.95918641,0.55829674,0.28016376,0.00029056,0.05372961,0.01121505,1.15116821,0.73767822,0.25018242
-5.59779890,1.83545154,0.52287267,0.26293637,0.00028911,0.04997470,0.01050408,1.08021207,0.69970580,0.23083105
-5.59179590,1.71260040,0.48773806,0.24568730,0.00028755,0.04618873,0.00979541,1.00979742,0.66144818,0.21206758
-5.58579290,1.59207154,0.45326624,0.22863883,0.00028592,0.04241953,0.00909943,0.94074839,0.62339234,0.19407388
-5.57978989,1.47515550,0.41979010,0.21199434,0.00028424,0.03871214,0.00842598,0.87380153,0.58598001,0.17700416
-5.57378689,1.36297841,0.38759702,0.19593533,0.00028250,0.03510778,0.00778417,0.80959682,0.54960046,0.16098453
-5.56778389,1.25649301,0.35692585,0.18061941,0.00028066,0.03164313,0.00718242,0.74867317,0.51458592,0.14611375
-5.56178089,1.15647684,0.32796596,0.16617938,0.00027868,0.02834980,0.00662835,0.69146801,0.48120974,0.13246489
-5.55577789,1.06353708,0.30085826,0.15272322,0.00027651,0.02525401,0.00612884,0.63832068,0.44968707,0.12008772
-5.54977489,0.97812103,0.27569794,0.14033498,0.00027409,0.02237657,0.00569008,0.58947923,0.42017773,0.10901178
-5.54377189,0.90053136,0.25253868,0.12907632,0.00027135,0.01973291,0.00531759,0.54510967,0.39279106,0.09924982
-5.53776888,0.83094458,0.23139793,0.11898861,0.00026826,0.01733349,0.00501637,0.50530726,0.36759218,0.09080143
-5.53176588,0.76943167,0.21226304,0.11009543,0.00026479,0.01518412,0.00479094,0.47010875,0.34460921,0.08365674
-5.52576288,0.71597933,0.19509762,0.10240517,0.00026092,0.01328661,0.00464544,0.43950496,0.32384090,0.07779993
-5.51975988,0.67051073,0.17984805,0.09591370,0.00025670,0.01163929,0.00458370,0.41345297,0.30526431,0.07321237
-5.51375688,0.63290458,0.16644957,0.09060682,0.00025218,0.01023768,0.00460931,0.39188704,0.28884184,0.06987535
-5.50775388,0.60301159,0.15483185,0.08646251,0.00024748,0.00907513,0.00472559,0.37472808,0.27452761,0.06777222
-5.50175088,0.58066767,0.14492359,0.08345269,0.00024277,0.00814339,0.00493562,0.36189099,0.26227246,0.06688988
-5.49574787,0.56570340,0.13665626,0.08154469,0.00023826,0.00743318,0.00524217,0.35328969,0.25202776,0.06721959
-5.48974487,0.55794966,0.12996666,0.08070216,0.00023422,0.00693463,0.00564763,0.34883991,0.24374776,0.06875713
-5.48374187,0.55723941,0.12479834,0.08088556,0.00023098,0.00663771,0.00615388,0.34845960,0.23739045,0.07150230
-5.47773887,0.56340607,0.12110198,0.08205236,0.00022893,0.00653246,0.00676214,0.35206740,0.23291723,0.07545779
-5.47173587,0.57627900,0.11883473,0.08415680,0.00022850,0.00660922,0.00747280,0.35957932,0.23029141,0.08062763
-5.46573287,0.59567670,0.11795870,0.08714957,0.00023018,0.00685875,0.00828524,0.37090415,0.22947586,0.08701520
-5.45972986,0.62139859,0.11843882,0.09097734,0.00023452,0.00727228,0.00919763,0.38593818,0.23043010,0.09462096
-5.45372686,0.65321632,0.12024010,0.09558232,0.00024211,0.00784142,0.01020678,0.40455954,0.23310722,0.10344012
-5.44772386,0.69086521,0.12332478,0.10090192,0.00025354,0.00855819,0.01130795,0.42662291,0.23745075,0.11346021
-5.44172086,0.73403691,0.12764935,0.10686871,0.00026948,0.00941479,0.01249476,0.45195494,0.24339204,0.12465887
-5.43571786,0.78237373,0.13316174,0.11341055,0.00029057,0.01040359,0.01375907,0.48035083,0.25084814,0.13700189
-5.42971486,0.83546532,0.13979891,0.12045115,0.00031747,0.01151690,0.01509101,0.51157236,0.25972052,0.15044154
-5.42371186,0.89284803,0.14748492,0.12791091,0.00035082,0.01274692,0.01647895,0.54534771,0.26989478,0.16491547
-5.41770885,0.95400715,0.15612968,0.13570814,0.00039123,0.01408561,0.01790967,0.58137294,0.28124126,0.18034602
-5.41170585,1.01838193,0.16562844,0.14376049,0.00043926,0.01552462,0.01936846,0.61931537,0.29361667,0.19664015
-5.40570285,1.08537322,0.17586205,0.15198662,0.00049539,0.01705526,0.02083942,0.65881839,0.30686660,0.21368990
-5.39969985,1.15435343,0.18669799,0.16030798,0.00055999,0.01866847,0.02230568,0.69950782,0.32082877,0.23137339
-5.39369685,1.22467805,0.19799225,0.16865056,0.00063333,0.02035493,0.02374978,0.74099910,0.33533679,0.24955632
-5.38769385,1.29569828,0.20959178,0.17694651,0.00071552,0.02210501,0.02515406,0.78290524,0.35022429,0.26809388
-5.38169085,1.36677407,0.22133763,0.18513558,0.00080650,0.02390898,0.02650099,0.82484481,0.36532906,0.28683300
-5.37568784,1.43728673,0.23306840,0.19316620,0.00090601,0.02575703,0.02777364,0.86644980,0.38049709,0.30561489
-5.36968484,1.50665057,0.24462411,0.20099613,0.00101358,0.02763946,0.02895605,0.90737269,0.39558617,0.32427761
-5.36368184,1.57432304,0.25585011,0.20859270,0.00112853,0.02954677,0.03003358,0.94729258,0.41046890,0.34265882
-5.35767884,1.63981276,0.26660096,0.21593261,0.00124992,0.03146983,0.03099327,0.98592000,0.42503497,0.36059837
-5.35167584,1.70268532,0.27674412,0.22300116,0.00137660,0.03339999,0.03182408,1.02300025,0.43919265,0.37794083
-5.34567284,1.76256669,0.28616328,0.22979128,0.00150718,0.03532922,0.03251712,1.05831520,0.45286932,0.39453780
-5.33966983,1.81914427,0.29476118,0.23630206,0.00164005,0.03725028,0.03306576,1.09168363,0.46601124,0.41025004
-5.33366683,1.87216586,0.30246193,0.24253725,0.00177342,0.03915679,0.03346574,1.12296020,0.47858245,0.42494935
-5.32766383,1.92143686,0.30921256,0.24850363,0.00190538,0.04104343,0.03371514,1.15203329,0.49056308,0.43852012
-5.32166083,1.96681632,0.31498402,0.25420941,0.00203385,0.04290609,0.03381426,1.17882205,0.50194713,0.45086078
-5.31565783,2.00821206,0.31977144,0.25966295,0.00215675,0.04474204,0.03376559,1.20327287,0.51273984,0.46188493
-5.30965483,2.04557575,0.32359365,0.26487173,0.00227198,0.04655013,0.03357352,1.22535573,0.52295506,0.47152232
-5.30365183,2.07889816,0.32649226,0.26984173,0.00237748,0.04833104,0.03324421,1.24506067,0.53261246,0.47971960
-5.29764882,2.10820506,0.32853003,0.27457738,0.00247133,0.05008753,0.03278529,1.26239458,0.54173500,0.48644095
-5.29164582,2.13355408,0.32978887,0.27908194,0.00255180,0.05182473,0.03220564,1.27737861,0.55034668,0.49166850
-5.28564282,2.15503256,0.33036748,0.28335838,0.00261738,0.05355041,0.03151512,1.29004621,0.55847063,0.49540255
-5.27963982,2.17275647,0.33037866,0.28741065,0.00266685,0.05527530,0.03072437,1.30044182,0.56612757,0.49766157
-5.27363682,2.18687007,0.32994649,0.29124536,0.00269933,0.05701333,0.02984453,1.30862013,0.57333474,0.49848196
-5.26763382,2.19754615,0.32920341,0.29487354,0.00271428,0.05878183,0.02888709,1.31464586,0.58010513,0.49791745
-5.26163082,2.20498639,0.32828727,0.29831243,0.00271156,0.06060175,0.02786371,1.31859367,0.58644702,0.49603819
-5.25562781,2.20942150,0.32733843,0.30158724,0.00269138,0.06249763,0.02678606,1.32054820,0.59236384,0.49292943
-5.24962481,2.21111055,0.32649705,0.30473245,0.00265435,0.06449756,0.02566572,1.32060393,0.59785406,0.48868978
-5.24362181,2.21033944,0.32590045,0.30779278,0.00260139,0.06663300,0.02451407,1.31886464,0.60291127,0.48342914
-5.23761881,2.20741807,0.32568081,0.31082355,0.00253376,0.06893833,0.02334220,1.31544251,0.60752434,0.47726617
-5.23161581,2.20267610,0.32596301,0.31389042,0.00245296,0.07145042,0.02216086,1.31045664,0.61167753,0.47032559
-5.22561281,2.19645758,0.32686292,0.31706839,0.00236072,0.07420784,0.02098037,1.30403124,0.61535081,0.46273512
-5.21960980,2.18911447,0.32848588,0.32044028,0.00225890,0.07725009,0.01981056,1.29629345,0.61852019,0.45462252
-5.21360680,2.18099955,0.33092568,0.32409444,0.00214946,0.08061659,0.01866072,1.28737106,0.62115827,0.44611252
-5.20760380,2.17245910,0.33426383,0.32812218,0.00203440,0.08434563,0.01753951,1.27739039,0.62323513,0.43732414
-5.20160080,2.16382603,0.33856929,0.33261472,0.00191566,0.08847323,0.01645489,1.26647461,0.62471946,0.42836821
-5.19559780,2.15541390,0.34389851,0.33766011,0.00179511,0.09303203,0.01541407,1.25474262,0.62558021,0.41934546
-5.18959480,2.14751239,0.35029597,0.34334013,0.00167450,0.09805021,0.01442343,1.24230896,0.62578866,0.41034527
-5.18359180,2.14038465,0.35779490,0.34972750,0.00155540,0.10355046,0.01348848,1.22928457,0.62532090,0.40144494
-5.17758879,2.13426671,0.36641844,0.35688349,0.00143919,0.10954917,0.01261376,1.21577868,0.62416080,0.39270984
-5.17158579,2.12936912,0.37618086,0.36485613,0.00132703,0.11605574,0.01180287,1.20190169,0.62230314,0.38419411
-5.16558279,2.12588063,0.38708900,0.37367920,0.00121987,0.12307223,0.01105842,1.18776873,0.61975700,0.37594204
-5.15957979,2.12397370,0.39914372,0.38337190,0.00111844,0.13059312,0.01038203,1.17350386,0.61654892,0.36798992
-5.15357679,2.12381119,0.41234124,0.39393948,0.00102326,0.13860551,0.00977436,1.15924420,0.61272583,0.36036831
-5.14757379,2.12555385,0.42667431,0.40537458,0.00093467,0.14708954,0.00923519,1.14514394,0.60835739,0.35310441
-5.14157079,2.12936762,0.44213313,0.41765938,0.00085281,0.15601908,0.00876344,1.13137737,0.60353746,0.34622447
-5.13556778,2.13543040,0.45870593,0.43076829,0.00077769,0.16536274,0.00835731,1.11814091,0.59838462,0.33975600
-5.12956478,2.14393725,0.47637911,0.44467122,0.00070921,0.17508511,0.00801434,1.10565341,0.59304137,0.33372959
-5.12356178,2.15510365,0.49513702,0.45933701,0.00064716,0.18514814,0.00773157,1.09415472,0.58767213,0.32818024
-5.11755878,2.16916640,0.51496130,0.47473706,0.00059125,0.19551276,0.00750562,1.08390222,0.58245986,0.32314808
-5.11155578,2.18638174,0.53582990,0.49084880,0.00054115,0.20614049,0.00733286,1.07516539,0.57760140,0.31867838
-5.10555278,2.20702089,0.55771574,0.50765885,0.00049650,0.21699513,0.00720947,1.06821855,0.57330173,0.31482086
-5.09954977,2.23136294,0.58058527,0.52516570,0.00045693,0.22804431,0.00713163,1.06333207,0.56976736,0.31162839
-5.09354677,2.25968560,0.60439690,0.54338177,0.00042206,0.23926106,0.00709554,1.06076245,0.56719904,0.30915509
-5.08754377,2.29225422,0.62909950,0.56233463,0.00039153,0.25062501,0.00709758,1.06074176,0.56578434,0.30745397
-5.08154077,2.32930976,0.65463109,0.58206740,0.00036498,0.26212343,0.00713432,1.06346713,0.56569025,0.30657427
-5.07553777,2.37105633,0.68091784,0.60263821,0.00034209,0.27375196,0.00720263,1.06909075,0.56705632,0.30655866
