energy_ev,total_up,C_s_up,C_p_up,Na_s_up,Os_p_up,Os_d_up,Te_p_up,Te_d_up
-5.29764882,4.65475154,0.01997705,0.52304661,0.17643138,1.69495491,2.11854158,2.14451110,0.00000000
-5.29164582,4.59356394,0.01934796,0.51071739,0.17408163,1.68647504,2.07415223,2.13543974,0.00000000
-5.28564282,4.54570047,0.01879229,0.49967112,0.17183935,1.68177556,2.03604758,2.13276961,0.00000000
-5.27963982,4.51165434,0.01831951,0.48995056,0.16974314,1.68073367,2.00456317,2.13667587,0.00000000
-5.27363682,4.49141705,0.01793639,0.48154522,0.16781963,1.68306369,1.97981245,2.14708516,0.00000000
-5.26763382,4.48448804,0.01764695,0.47439508,0.16608302,1.68832987,1.96168768,2.16368021,0.00000000
-5.26163082,4.48990242,0.01745238,0.46839604,0.16453513,1.69596503,1.94986893,2.18591362,0.00000000
-5.25562781,4.50627535,0.01735119,0.46340679,0.16316609,1.70529401,1.94384063,2.21302995,0.00000000
-5.24962481,4.53186091,0.01733937,0.45925680,0.16195552,1.71556096,1.94291503,2.24409516,0.00000000
-5.24362181,4.56462269,0.01741062,0.45575482,0.16087406,1.72595913,1.94626132,2.27803202,0.00000000
-5.23761881,4.60231301,0.01755665,0.45269777,0.15988533,1.73566193,1.95293914,2.31365984,0.00000000
-5.23161581,4.64255735,0.01776758,0.44987933,0.15894807,1.74385382,1.96193518,2.34973711,0.00000000
-5.22561281,4.68294076,0.01803229,0.44709814,0.15801838,1.74975988,1.97220121,2.38500504,0.00000000
-5.21960980,4.72109268,0.01833887,0.44416507,0.15705202,1.75267288,1.98269221,2.41823058,0.00000000
-5.21360680,4.75476738,0.01867498,0.44090958,0.15600657,1.75197691,1.99240300,2.44824723,0.00000000
-5.20760380,4.78191711,0.01902832,0.43718473,0.15484342,1.74716673,2.00040228,2.47399230,0.00000000
-5.20160080,4.80075572,0.01938701,0.43287102,0.15352954,1.73786250,2.00586284,2.49453945,0.00000000
-5.19559780,4.80981102,0.01973993,0.42787878,0.15203887,1.72381933,2.00808704,2.50912553,0.00000000
-5.18959480,4.80796458,0.02007708,0.42214941,0.15035345,1.70493190,2.00652696,2.51717104,0.00000000
-5.18359180,4.79447828,0.02038985,0.41565528,0.14846411,1.68123399,2.00079865,2.51829383,0.00000000
-5.17758879,4.76900723,0.02067123,0.40839871,0.14637083,1.65289354,1.99069040,2.51231587,0.00000000
-5.17158579,4.73159957,0.02091602,0.40040998,0.14408278,1.62020352,1.97616489,2.49926308,0.00000000
-5.16558279,4.68268346,0.02112090,0.39174458,0.14161795,1.58356933,1.95735548,2.47935864,0.00000000
-5.15957979,4.62304250,0.02128450,0.38248000,0.13900260,1.54349331,1.93455699,2.45301012,0.00000000
-5.15357679,4.55378066,0.02140736,0.37271202,0.13627032,1.50055724,1.90821146,2.42079123,0.00000000
-5.14757379,4.47627840,0.02149188,0.36255091,0.13346103,1.45540328,1.87888954,2.38341884,0.00000000
-5.14157079,4.39214147,0.02154211,0.35211741,0.13061965,1.40871425,1.84726819,2.34172621,0.00000000
-5.13556778,4.30314431,0.02156362,0.34153882,0.12779478,1.36119388,1.81410549,2.29663352,0.00000000
-5.12956478,4.21116996,0.02156319,0.33094515,0.12503718,1.31354745,1.78021349,2.24911645,0.00000000
-5.12356178,4.11814825,0.02154851,0.32046557,0.12239823,1.26646351,1.74642988,2.20017428,0.00000000
-5.11755878,4.02599443,0.02152789,0.31022501,0.11992840,1.22059702,1.71358941,2.15079812,0.00000000
-5.11155578,3.93655002,0.02150987,0.30034116,0.11767569,1.17655433,1.68249609,2.10194075,0.00000000
-5.10555278,3.85152764,0.02150284,0.29092181,0.11568410,1.13488020,1.65389687,2.05448870,0.00000000
-5.09954977,3.77246172,0.02151474,0.28206257,0.11399226,1.09604718,1.62845781,2.00923772,0.00000000
-5.09354677,3.70066653,0.02155267,0.27384505,0.11263213,1.06044747,1.60674351,1.96687223,0.00000000
-5.08754377,3.63720275,0.02162261,0.26633542,0.11162785,1.02838732,1.58920039,1.92794960,0.00000000
-5.08154077,3.58285383,0.02172919,0.25958354,0.11099484,1.00008398,1.57614463,1.89288949,0.00000000
-5.07553777,3.53811271,0.02187542,0.25362252,0.11073908,0.97566528,1.56775496,1.86196871,0.00000000
-5.06953477,3.50317933,0.02206265,0.24846868,0.11085668,0.95517160,1.56407082,1.83532164,0.00000000
-5.06353177,3.47796887,0.02229046,0.24412216,0.11133376,0.93856023,1.56499577,1.81294587,0.00000000
-5.05752876,3.46213036,0.02255670,0.24056778,0.11214661,0.92571176,1.57030626,1.79471305,0.00000000
-5.05152576,3.45507472,0.02285757,0.23777653,0.11326220,0.91643848,1.57966514,1.78038398,0.00000000
-5.04552276,3.45601109,0.02318783,0.23570720,0.11463899,0.91049420,1.59263974,1.76962760,0.00000000
-5.03951976,3.46398995,0.02354100,0.23430853,0.11622807,0.90758546,1.60872341,1.76204264,0.00000000
-5.03351676,3.47795109,0.02390964,0.23352145,0.11797454,0.90738357,1.62735992,1.75718130,0.00000000
-5.02751376,3.49677447,0.02428572,0.23328155,0.11981916,0.90953720,1.64796953,1.75457357,0.00000000
-5.02151076,3.51933187,0.02466091,0.23352161,0.12170015,0.91368506,1.66997558,1.75375148,0.00000000
-5.01550775,3.54453713,0.02502698,0.23417408,0.12355514,0.91946837,1.69283055,1.75427205,0.00000000
-5.00950475,3.57139289,0.02537615,0.23517353,0.12532315,0.92654267,1.71604032,1.75573810,0.00000000
-5.00350175,3.59903202,0.02570139,0.23645886,0.12694651,0.93458868,1.73918562,1.75781609,0.00000000
-4.99749875,3.62675201,0.02599676,0.23797530,0.12837273,0.94332183,1.76193960,1.76025046,0.00000000
-4.99149575,3.65404109,0.02625760,0.23967604,0.12955618,0.95250028,1.78408091,1.76287383,0.00000000
-4.98549275,3.68059510,0.02648077,0.24152362,0.13045949,0.96193111,1.80550157,1.76561294,0.00000000
-4.97948974,3.70632475,0.02666475,0.24349075,0.13105470,0.97147460,1.82620934,1.76849016,0.00000000
-4.97348674,3.73135294,0.02680970,0.24556090,0.13132408,0.98104648,1.84632460,1.77162072,0.00000000
-4.96748374,3.75600293,0.02691750,0.24772831,0.13126052,0.99061808,1.86607192,1.77520594,0.00000000
-4.96148074,3.78077773,0.02699162,0.24999770,0.13086765,1.00021445,1.88576668,1.77952291,0.00000000
-4.95547774,3.80633214,0.02703709,0.25238350,0.13015948,1.00991057,1.90579770,1.78491114,0.00000000
-4.94947474,3.83343886,0.02706026,0.25490880,0.12915982,1.01982578,1.92660651,1.79175690,0.00000000
-4.94347174,3.86295019,0.02706863,0.25760390,0.12790130,1.03011671,1.94866451,1.80047596,0.00000000
-4.93746873,3.89575738,0.02707064,0.26050463,0.12642416,1.04096890,1.97244909,1.81149551,0.00000000
-4.93146573,3.93274943,0.02707540,0.26365056,0.12477489,1.05258758,1.99842000,1.82523599,0.00000000
-4.92546273,3.97477318,0.02709245,0.26708290,0.12300468,1.06518785,2.02699690,1.84209373,0.00000000
-4.91945973,4.02259654,0.02713151,0.27084258,0.12116781,1.07898474,2.05853956,1.86242485,0.00000000
-4.91345673,4.07687645,0.02720225,0.27496818,0.11932006,1.09418344,2.09333127,1.88653130,0.00000000
-4.90745373,4.13813274,0.02731407,0.27949411,0.11751713,1.11097022,2.13156645,1.91464937,0.00000000
-4.90145073,4.20672903,0.02747589,0.28444889,0.11581322,1.12950432,2.17334288,1.94694112,0.00000000
-4.89544772,4.28286120,0.02769606,0.28985380,0.11425973,1.14991105,2.21865884,1.98348907,0.00000000
-4.88944472,4.36655365,0.02798211,0.29572177,0.11290406,1.17227653,2.26741516,2.02429403,0.00000000
-4.88344172,4.45766311,0.02834076,0.30205666,0.11178876,1.19664408,2.31942182,2.06927633,0.00000000
-4.87743872,4.55588947,0.02877779,0.30885296,0.11095070,1.22301239,2.37440869,2.11827990,0.00000000
-4.87143572,4.66079260,0.02929795,0.31609589,0.11042058,1.25133554,2.43203957,2.17107916,0.00000000
-4.86543272,4.77181384,0.02990500,0.32376179,0.11022250,1.28152466,2.49192859,2.22738798,0.00000000
-4.85942971,4.88830075,0.03060162,0.33181892,0.11037381,1.31345109,2.55365793,2.28687031,0.00000000
-4.85342671,5.00953333,0.03138944,0.34022850,0.11088498,1.34695078,2.61679579,2.34915164,0.00000000
-4.84742371,5.13475004,0.03226898,0.34894593,0.11175967,1.38182958,2.68091334,2.41383078,0.00000000
-4.84142071,5.26317199,0.03323964,0.35792205,0.11299485,1.41786907,2.74559989,2.48049100,0.00000000
-4.83541771,5.39402371,0.03429968,0.36710447,0.11458103,1.45483248,2.81047502,2.54871014,0.00000000
-4.82941471,5.52654942,0.03544616,0.37643872,0.11650249,1.49247047,2.87519740,2.61806893,0.00000000
-4.82341171,5.66002385,0.03667492,0.38586923,0.11873759,1.53052629,2.93946947,2.68815724,0.00000000
-4.81740870,5.79375726,0.03798046,0.39534007,0.12125915,1.56874016,3.00303817,2.75857780,0.00000000
-4.81140570,5.92709468,0.03935596,0.40479533,0.12403486,1.60685264,3.06569161,2.82894764,0.00000000
-4.80540270,6.05940995,0.04079314,0.41417922,0.12702770,1.64460704,3.12725227,2.89889707,0.00000000
-4.79939970,6.19009553,0.04228229,0.42343590,0.13019657,1.68175073,3.18756746,2.96806678,0.00000000
-4.79339670,6.31854954,0.04381219,0.43250902,0.13349680,1.71803566,3.24649783,3.03610352,0.00000000
-4.78739370,6.44416164,0.04537014,0.44134109,0.13688099,1.75321834,3.30390516,3.10265504,0.00000000
-4.78139070,6.56629972,0.04694199,0.44987290,0.14029977,1.78705947,3.35964059,3.16736510,0.00000000
-4.77538769,6.68429926,0.04851228,0.45804289,0.14370276,1.81932378,3.41353438,3.22986942,0.00000000
-4.76938469,6.79745720,0.05006438,0.46578677,0.14703966,1.84978025,3.46538840,3.28979328,0.00000000
-4.76338169,6.90503170,0.05158069,0.47303752,0.15026134,1.87820333,3.51497212,3.34675160,0.00000000
-4.75737869,7.00624903,0.05304298,0.47972572,0.15332116,1.90437515,3.56202286,3.40035191,0.00000000
-4.75137569,7.10031806,0.05443271,0.48578040,0.15617613,1.92808917,3.60625057,3.45020063,0.00000000
-4.74537269,7.18645222,0.05573148,0.49113049,0.15878830,1.94915512,3.64734711,3.49591262,0.00000000
-4.73936968,7.26389826,0.05692146,0.49570673,0.16112592,1.96740524,3.68499968,3.53712373,0.00000000
-4.73336668,7.33197032,0.05798590,0.49944399,0.16316463,1.98270156,3.71890752,3.57350580,0.00000000
-4.72736368,7.39008737,0.05890969,0.50228408,0.16488845,1.99494374,3.74880099,3.60478323,0.00000000
-4.72136068,7.43781152,0.05967982,0.50417859,0.16629056,2.00407702,3.77446150,3.63074998,0.00000000
-4.71535768,7.47488432,0.06028592,0.50509187,0.16737386,2.01009960,3.79574103,3.65128579,0.00000000
-4.70935468,7.50125828,0.06072067,0.50500375,0.16815123,2.01306875,3.81257938,3.66637016,0.00000000
-4.70335168,7.51712051,0.06098019,0.50391186,0.16864541,2.01310503,3.82501797,3.67609288,0.00000000
-4.69734867,7.52290620,0.06106434,0.50183332,0.16888860,2.01039392,3.83320862,3.68065969,0.00000000
-4.69134567,7.51929968,0.06097687,0.49880568,0.16892160,2.00518447,3.83741633,3.68039229,0.00000000
-4.68534267,7.50722180,0.06072547,0.49488687,0.16879269,1.99778447,3.83801538,3.67572184,0.00000000
-4.67933967,7.48780329,0.06032169,0.49015419,0.16855609,1.98855219,3.83547836,3.66717580,0.00000000
-4.67333667,7.46234418,0.05978071,0.48470221,0.16827015,1.97788468,3.83035850,3.65535832,0.00000000
-4.66733367,7.43226112,0.05912099,0.47863980,0.16799529,1.96620304,3.82326575,3.64092465,0.00000000
-4.66133067,7.39902457,0.05836379,0.47208613,0.16779173,1.95393530,3.81483793,3.62455092,0.00000000
-4.65532766,7.36408913,0.05753251,0.46516621,0.16771717,1.94149762,3.80570828,3.60690066,0.00000000
-4.64932466,7.32882079,0.05665211,0.45800581,0.16782439,1.92927500,3.79647138,3.58858997,0.00000000
-4.64332166,7.29442524,0.05574825,0.45072633,0.16815896,1.91760237,3.78764934,3.57015342,0.00000000
-4.63731866,7.26188149,0.05484654,0.44343981,0.16875711,1.90674745,3.77966032,3.55201281,0.00000000
-4.63131566,7.23188514,0.05397177,0.43624437,0.16964390,1.89689635,3.77279150,3.53445088,0.00000000
-4.62531266,7.20480494,0.05314710,0.42922039,0.17083172,1.88814297,3.76717813,3.51759196,0.00000000
-4.61930965,7.18065574,0.05239337,0.42242769,0.17231922,1.88048305,3.76279021,3.50139089,0.00000000
-4.61330665,7.15909019,0.05172847,0.41590391,0.17409078,1.87381337,3.75942784,3.48563157,0.00000000
-4.60730365,7.13941004,0.05116688,0.40966411,0.17611647,1.86793648,3.75672570,3.46993544,0.00000000
-4.60130065,7.12059721,0.05071923,0.40370180,0.17835266,1.86257083,3.75416670,3.45377986,0.00000000
-4.59529765,7.10136329,0.05039216,0.39799123,0.18074311,1.85736594,3.75110421,3.43652579,0.00000000
-4.58929465,7.08021514,0.05018820,0.39249083,0.18322068,1.85192194,3.74679169,3.41745323,0.00000000
-4.58329165,7.05553308,0.05010593,0.38714771,0.18570950,1.84581240,3.74041831,3.39580281,0.00000000
-4.57728864,7.02565765,0.05014015,0.38190270,0.18812754,1.83860937,3.73114851,3.37082113,0.00000000
-4.57128564,6.98898005,0.05028237,0.37669599,0.19038953,1.82990912,3.71816343,3.34180729,0.00000000
-4.56528264,6.94403135,0.05052120,0.37147264,0.19241008,1.81935717,3.70070183,3.30815804,0.00000000
-4.55927964,6.88956548,0.05084303,0.36618789,0.19410684,1.80667132,3.67809846,3.26940884,0.00000000
-4.55327664,6.82463137,0.05123259,0.36081182,0.19540362,1.79166110,3.64981764,3.22526846,0.00000000
-4.54727364,6.74863030,0.05167371,0.35533305,0.19623329,1.77424269,3.61548039,3.17564497,0.00000000
-4.54127064,6.66135545,0.05214992,0.34976126,0.19654040,1.75444835,3.57488367,3.12066175,0.00000000
-4.53526763,6.56301145,0.05264510,0.34412843,0.19628328,1.73242984,3.52801095,3.06066232,0.00000000
-4.52926463,6.45421313,0.05314403,0.33848853,0.19543565,1.70845544,3.47503362,2.99620379,0.00000000
-4.52326163,6.33596376,0.05363288,0.33291589,0.19398760,1.68290090,3.41630348,2.92803921,0.00000000
-4.51725863,6.20961427,0.05409955,0.32750211,0.19194595,1.65623462,3.35233686,2.85708987,0.00000000
-4.51125563,6.07680588,0.05453394,0.32235179,0.18933391,1.62899788,3.28379158,2.78440885,0.00000000
-4.50525263,5.93939955,0.05492806,0.31757739,0.18619013,1.60178124,3.21143811,2.71113807,0.00000000
-4.49924962,5.79939622,0.05527601,0.31329329,0.18256721,1.57519821,3.13612679,2.63846097,0.00000000
-4.49324662,5.65885237,0.05557390,0.30960967,0.17852964,1.54985778,3.05875284,2.56755347,0.00000000
