energy_ev,total_up,Cu_p_up,Cu_d_up,N_s_up,N_p_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.02151076,4.78839235,0.32914161,0.09712339,0.02635141,0.41313669,0.06287984,2.42409298,2.12454486,1.24597556
-5.01550775,4.78119144,0.32852281,0.10208481,0.02639006,0.39907177,0.06437239,2.43203080,2.14753739,1.23776322
-5.00950475,4.78198417,0.32783165,0.10747261,0.02640323,0.38608060,0.06602291,2.44301420,2.16967353,1.23354783
-5.00350175,4.78965613,0.32704976,0.11321417,0.02638674,0.37412275,0.06780729,2.45645122,2.19046290,1.23300392
-4.99749875,4.80277627,0.32614747,0.11922162,0.02633674,0.36313146,0.06969411,2.47160818,2.20938522,1.23567485
-4.99149575,4.81963607,0.32508485,0.12539351,0.02624974,0.35301657,0.07164529,2.48762828,2.22589747,1.24098747
-4.98549275,4.83829880,0.32381330,0.13161725,0.02612264,0.34366817,0.07361718,2.50355495,2.23944256,1.24827085
-4.97948974,4.85665803,0.32227756,0.13777192,0.02595281,0.33496050,0.07556180,2.51835954,2.24945994,1.25677876
-4.97348674,4.87250427,0.32041820,0.14373174,0.02573806,0.32675645,0.07742840,2.53097287,2.25539837,1.26571499
-4.96748374,4.88359787,0.31817451,0.14936981,0.02547674,0.31891215,0.07916516,2.54031989,2.25673087,1.27426089
-4.96148074,4.88774611,0.31548765,0.15456212,0.02516773,0.31128178,0.08072105,2.54535654,2.25297159,1.28160397
-4.95547774,4.88288174,0.31230392,0.15919169,0.02481053,0.30372232,0.08204767,2.54510747,2.24369414,1.28696677
-4.94947474,4.86714001,0.30857806,0.16315256,0.02440535,0.29609817,0.08310110,2.53870319,2.22855059,1.28963463
-4.94347174,4.83893109,0.30427647,0.16635355,0.02395316,0.28828548,0.08384363,2.52541515,2.20729035,1.28898139
-4.93746873,4.79700427,0.29937991,0.16872163,0.02345575,0.28017604,0.08424525,2.50468700,2.17977749,1.28449191
-4.93146573,4.74050115,0.29388589,0.17020456,0.02291587,0.27168060,0.08428491,2.47616034,2.14600560,1.27578035
-4.92546273,4.66899470,0.28781021,0.17077294,0.02233721,0.26273144,0.08395139,2.43969374,2.10610887,1.26260344
-4.91945973,4.58251191,0.28118778,0.17042127,0.02172447,0.25328422,0.08324383,2.39537346,2.06036828,1.24486804
-4.91345673,4.48153863,0.27407254,0.16916823,0.02108334,0.24331892,0.08217180,2.34351536,2.00921203,1.22263273
-4.90745373,4.36700556,0.26653639,0.16705586,0.02042042,0.23283991,0.08075497,2.28465726,1.95320984,1.19610310
-4.90145073,4.24025585,0.25866717,0.16414793,0.01974316,0.22187514,0.07902235,2.21954203,1.89306054,1.16562116
-4.89544772,4.10299532,0.25056578,0.16052743,0.01905967,0.21047447,0.07701118,2.14909180,1.82957352,1.13164931
-4.88944472,3.95722762,0.24234252,0.15629329,0.01837855,0.19870729,0.07476546,2.07437456,1.76364438,1.09474944
-4.88344172,3.80517715,0.23411282,0.15155654,0.01770863,0.18665952,0.07233425,1.99656443,1.69622588,1.05555851
-4.87743872,3.64920351,0.22599260,0.14643601,0.01705874,0.17443013,0.06976979,1.91689769,1.62829541,1.01476145
-4.87143572,3.49171175,0.21809348,0.14105393,0.01643743,0.16212736,0.06712562,1.83662656,1.56082073,0.97306297
-4.86543272,3.33506262,0.21051811,0.13553139,0.01585272,0.14986486,0.06445461,1.75697320,1.49472546,0.93115939
-4.85942971,3.18148747,0.20335584,0.12998410,0.01531181,0.13775789,0.06180721,1.67908599,1.43085631,0.88971207
-4.85342671,3.03301181,0.19667907,0.12451852,0.01482093,0.12591974,0.05922987,1.60400049,1.36995368,0.84932342
-4.84742371,2.89139112,0.19054031,0.11922859,0.01438517,0.11445859,0.05676378,1.53260679,1.31262715,0.81051675
-4.84142071,2.75806201,0.18497035,0.11419306,0.01400841,0.10347487,0.05444388,1.46562492,1.25933721,0.77372065
-4.83541771,2.63411056,0.17997740,0.10947377,0.01369331,0.09305918,0.05229834,1.40358934,1.21038405,0.73925857
-4.82941471,2.52025913,0.17554748,0.10511464,0.01344137,0.08329089,0.05034840,1.34684306,1.16590408,0.70734387
-4.82341171,2.41687150,0.17164586,0.10114160,0.01325316,0.07423745,0.04860858,1.29554146,1.12587416,0.67808028
-4.81740870,2.32397553,0.16821955,0.09756329,0.01312848,0.06595427,0.04708729,1.24966534,1.09012323,0.65146752
-4.81140570,2.24130152,0.16520076,0.09437258,0.01306673,0.05848522,0.04578774,1.20904209,1.05835067,0.62741160
-4.80540270,2.16833351,0.16251098,0.09154863,0.01306723,0.05186357,0.04470916,1.17337385,1.03015023,0.60573894
-4.79939970,2.10437037,0.16006561,0.08905951,0.01312964,0.04611344,0.04384810,1.14227053,1.00503818,0.58621339
-4.79339670,2.04859296,0.15777888,0.08686517,0.01325433,0.04125135,0.04319991,1.11528613,0.98248417,0.56855525
-4.78739370,2.00013350,0.15556862,0.08492052,0.01344278,0.03728801,0.04276017,1.09195598,0.96194301,0.55246105
-4.78139070,1.95814324,0.15336089,0.08317856,0.01369789,0.03423011,0.04252611,1.07183297,0.94288583,0.53762309
-4.77538769,1.92185480,0.15109407,0.08159339,0.01402432,0.03208196,0.04249773,1.05452076,0.92482894,0.52374780
-4.76938469,1.89063592,0.14872217,0.08012283,0.01442859,0.03084690,0.04267881,1.03970218,0.90735895,0.51057195
-4.76338169,1.86403184,0.14621738,0.07873069,0.01491920,0.03052844,0.04307755,1.02716139,0.89015309,0.49787602
-4.75737869,1.84179446,0.14357158,0.07738849,0.01550658,0.03113097,0.04370681,1.01679873,0.87299368,0.48549424
-4.75137569,1.82389688,0.14079681,0.07607665,0.01620287,0.03266007,0.04458406,1.00863748,0.85577640,0.47332095
-4.74537269,1.81053292,0.13792470,0.07478496,0.01702164,0.03512237,0.04573088,1.00282245,0.83851193,0.46131310
-4.73936968,1.80210205,0.13500491,0.07351261,0.01797741,0.03852498,0.04717212,0.99961035,0.82132129,0.44948908
-4.73336668,1.79918072,0.13210270,0.07226745,0.01908508,0.04287448,0.04893468,0.99935284,0.80442530,0.43792415
-4.72736368,1.80248208,0.12929572,0.07106495,0.02035927,0.04817566,0.05104606,1.00247298,0.78812886,0.42674284
-4.72136068,1.81280626,0.12667019,0.06992655,0.02181358,0.05442994,0.05353264,1.00943659,0.77280105,0.41610889
-4.71535768,1.83098426,0.12431675,0.06887783,0.02345978,0.06163365,0.05641789,1.02071996,0.75885236,0.40621356
-4.70935468,1.85781834,0.12232607,0.06794640,0.02530704,0.06977625,0.05972048,1.03677564,0.74671002,0.39726282
-4.70335168,1.89402241,0.12078453,0.06715977,0.02736115,0.07883875,0.06345253,1.05799820,0.73679307,0.38946424
-4.69734867,1.94016532,0.11977011,0.06654325,0.02962386,0.08879216,0.06761795,1.08469172,0.72948820,0.38301440
-4.69134567,1.99662033,0.11934861,0.06611798,0.03209227,0.09959638,0.07221110,1.11704061,0.72512758,0.37808722
-4.68534267,2.06352328,0.11957058,0.06589928,0.03475842,0.11119952,0.07721579,1.15508552,0.72396989,0.37482406
-4.67933967,2.14074170,0.12046875,0.06589532,0.03760903,0.12353765,0.08260467,1.19870531,0.72618511,0.37332579
-4.67333667,2.22785640,0.12205636,0.06610622,0.04062545,0.13653522,0.08833915,1.24760642,0.73184388,0.37364733
-4.66733367,2.32415667,0.12432620,0.06652357,0.04378376,0.15010595,0.09436978,1.30131984,0.74091174,0.37579472
-4.66133067,2.42864914,0.12725059,0.06713045,0.04705521,0.16415443,0.10063716,1.35920631,0.75324834,0.37972484
-4.65532766,2.54008006,0.13078204,0.06790190,0.05040669,0.17857813,0.10707336,1.42046929,0.76861154,0.38534760
-4.64932466,2.65696979,0.13485472,0.06880578,0.05380154,0.19326999,0.11360372,1.48417532,0.78666592,0.39253048
-4.64332166,2.77765777,0.13938659,0.06980403,0.05720043,0.20812124,0.12014911,1.54928079,0.80699534,0.40110499
