energy_ev,total_up,C_s_up,C_p_up,Ir_p_up,Ir_d_up,Mg_p_up,Mg_d_up,S_s_up,S_p_up
-6.00000000,2.31138497,0.01256574,0.03226237,0.37700916,1.27365966,0.27181907,0.00000000,0.00588917,0.94620738
-5.99399700,2.34883027,0.01310261,0.03301676,0.38279471,1.29190908,0.28073239,0.00000000,0.00563800,0.97068760
-5.98799400,2.38249229,0.01364766,0.03411932,0.38830638,1.30802534,0.28941194,0.00000000,0.00540579,0.99263930
-5.98199100,2.41179794,0.01420207,0.03561194,0.39350204,1.32168660,0.29776554,0.00000000,0.00519399,1.01170183
-5.97598799,2.43624934,0.01476717,0.03753622,0.39835350,1.33260728,0.30571056,0.00000000,0.00500377,1.02755971
-5.96998499,2.45544907,0.01534421,0.03993285,0.40284967,1.34055261,0.31317685,0.00000000,0.00483603,1.03995460
-5.96398199,2.46912105,0.01593416,0.04284087,0.40699877,1.34535121,0.32010882,0.00000000,0.00469145,1.04869533
-5.95797899,2.47712615,0.01653742,0.04629675,0.41082939,1.34690514,0.32646682,0.00000000,0.00457052,1.05366536
-5.95197599,2.47947168,0.01715358,0.05033330,0.41439028,1.34519668,0.33222775,0.00000000,0.00447349,1.05482760
-5.94597299,2.47631429,0.01778116,0.05497854,0.41774895,1.34029183,0.33738480,0.00000000,0.00440045,1.05222604
-5.93996998,2.46795640,0.01841743,0.06025427,0.42098895,1.33234018,0.34194651,0.00000000,0.00435125,1.04598457
-5.93396698,2.45483628,0.01905822,0.06617477,0.42420620,1.32157138,0.34593527,0.00000000,0.00432554,1.03630271
-5.92796398,2.43751262,0.01969786,0.07274527,0.42750423,1.30828837,0.34938530,0.00000000,0.00432272,1.02344889
-5.92196098,2.41664444,0.02032915,0.07996063,0.43098895,1.29285790,0.35234045,0.00000000,0.00434197,1.00775139
-5.91595798,2.39296752,0.02094347,0.08780398,0.43476291,1.27569876,0.35485181,0.00000000,0.00438223,0.98958761
-5.90995498,2.36726872,0.02153092,0.09624562,0.43891956,1.25726857,0.35697546,0.00000000,0.00444218,0.96937223
-5.90395198,2.34035948,0.02208063,0.10524214,0.44353772,1.23804967,0.35877038,0.00000000,0.00452028,0.94754470
-5.89794897,2.31304988,0.02258108,0.11473587,0.44867670,1.21853490,0.36029672,0.00000000,0.00461477,0.92455681
-5.89194597,2.28612456,0.02302049,0.12465482,0.45437219,1.19921388,0.36161452,0.00000000,0.00472368,0.90086077
-5.88594297,2.26032140,0.02338731,0.13491301,0.46063333,1.18056049,0.36278286,0.00000000,0.00484491,0.87689823
-5.87993997,2.23631389,0.02367067,0.14541143,0.46744102,1.16302189,0.36385946,0.00000000,0.00497623,0.85309076
-5.87393697,2.21469775,0.02386086,0.15603956,0.47474768,1.14700945,0.36490073,0.00000000,0.00511534,0.82983179
-5.86793397,2.19598203,0.02394975,0.16667748,0.48247854,1.13289188,0.36596211,0.00000000,0.00525994,0.80748038
-5.86193097,2.18058474,0.02393119,0.17719855,0.49053434,1.12099051,0.36709882,0.00000000,0.00540777,0.78635678
-5.85592796,2.16883273,0.02380131,0.18747274,0.49879546,1.11157666,0.36836657,0.00000000,0.00555666,0.76673965
-5.84992496,2.16096545,0.02355875,0.19737028,0.50712728,1.10487093,0.36982252,0.00000000,0.00570463,0.74886500
-5.84392196,2.15714191,0.02320470,0.20676581,0.51538658,1.10104413,0.37152611,0.00000000,0.00584989,0.73292642
-5.83791896,2.15745020,0.02274298,0.21554270,0.52342873,1.10021946,0.37353984,0.00000000,0.00599096,0.71907664
-5.83191596,2.16191863,0.02217987,0.22359745,0.53111525,1.10247557,0.37592990,0.00000000,0.00612666,0.70742995
-5.82591296,2.17052792,0.02152390,0.23084398,0.53832167,1.10785016,0.37876666,0.00000000,0.00625619,0.69806542
-5.81990995,2.18322351,0.02078554,0.23721764,0.54494502,1.11634371,0.38212496,0.00000000,0.00637918,0.69103059
-5.81390695,2.19992734,0.01997682,0.24267867,0.55091086,1.12792303,0.38608433,0.00000000,0.00649571,0.68634548
-5.80790395,2.22054850,0.01911090,0.24721506,0.55617945,1.14252440,0.39072903,0.00000000,0.00660634,0.68400673
-5.80190095,2.24499231,0.01820161,0.25084441,0.56075064,1.16005612,0.39614806,0.00000000,0.00671216,0.68399169
-5.79589795,2.27316728,0.01726296,0.25361497,0.56466741,1.18040027,0.40243515,0.00000000,0.00681475,0.68626239
-5.78989495,2.30498995,0.01630875,0.25560536,0.56801776,1.20341384,0.40968862,0.00000000,0.00691626,0.69076917
-5.78389195,2.34038717,0.01535214,0.25692331,0.57093469,1.22892903,0.41801133,0.00000000,0.00701935,0.69745400
-5.77788894,2.37929608,0.01440532,0.25770308,0.57359441,1.25675313,0.42751041,0.00000000,0.00712719,0.70625322
-5.77188594,2.42166161,0.01347920,0.25810180,0.57621260,1.28666777,0.43829690,0.00000000,0.00724345,0.71709985
-5.76588294,2.46743188,0.01258330,0.25829476,0.57903881,1.31842814,0.45048519,0.00000000,0.00737220,0.72992513
-5.75987994,2.51655161,0.01172558,0.25846983,0.58234920,1.35176210,0.46419204,0.00000000,0.00751788,0.74465942
-5.75387694,2.56895406,0.01091242,0.25882115,0.58643787,1.38636958,0.47953520,0.00000000,0.00768521,0.76123234
-5.74787394,2.62455174,0.01014870,0.25954245,0.59160689,1.42192254,0.49663143,0.00000000,0.00787905,0.77957215
-5.74187094,2.68322654,0.00943792,0.26082016,0.59815558,1.45806561,0.51559397,0.00000000,0.00810430,0.79960438
-5.73586793,2.74481976,0.00878233,0.26282660,0.60636937,1.49441768,0.53652927,0.00000000,0.00836574,0.82124979
-5.72986493,2.80912261,0.00818318,0.26571368,0.61650859,1.53057464,0.55953305,0.00000000,0.00866782,0.84442178
-5.72386193,2.87586786,0.00764094,0.26960717,0.62879777,1.56611327,0.58468586,0.00000000,0.00901455,0.86902333
-5.71785893,2.94472312,0.00715555,0.27460196,0.64341583,1.60059649,0.61204804,0.00000000,0.00940923,0.89494384
-5.71185593,3.01528650,0.00672668,0.28075855,0.66048754,1.63357982,0.64165453,0.00000000,0.00985430,0.92205586
-5.70585293,3.08708490,0.00635395,0.28810071,0.68007674,1.66461902,0.67350954,0.00000000,0.01035115,0.95021229
-5.69984992,3.15957561,0.00603711,0.29661473,0.70218159,1.69327888,0.70758163,0.00000000,0.01089991,0.97924395
-5.69384692,3.23215131,0.00577628,0.30625007,0.72673202,1.71914268,0.74379924,0.00000000,0.01149933,1.00895818
-5.68784392,3.30414879,0.00557200,0.31692152,0.75358976,1.74182245,0.78204721,0.00000000,0.01214666,1.03913836
-5.68184092,3.37486123,0.00542541,0.32851277,0.78255069,1.76096933,0.82216462,0.00000000,0.01283755,1.06954479
-5.67583792,3.44355399,0.00533820,0.34088117,0.81334973,1.77628401,0.86394399,0.00000000,0.01356605,1.09991696
-5.66983492,3.50948351,0.00531270,0.35386367,0.84566802,1.78752673,0.90713242,0.00000000,0.01432463,1.12997718
-5.66383192,3.57191881,0.00535177,0.36728352,0.87914206,1.79452655,0.95143449,0.00000000,0.01510425,1.15943583
-5.65782891,3.63016488,0.00545877,0.38095748,0.91337452,1.79718956,0.99651718,0.00000000,0.01589454,1.18799771
-5.65182591,3.68358715,0.00563740,0.39470344,0.94794643,1.79550569,1.04201664,0.00000000,0.01668400,1.21536965
-5.64582291,3.73163625,0.00589155,0.40834782,0.98242994,1.78955394,1.08754675,0.00000000,0.01746029,1.24126890
-5.63981991,3.77387181,0.00622515,0.42173280,1.01640152,1.77950567,1.13270908,0.00000000,0.01821050,1.26543203
-5.63381691,3.80998462,0.00664192,0.43472278,1.04945483,1.76562595,1.17710398,0.00000000,0.01892157,1.28762387
-5.62781391,3.83981580,0.00714519,0.44721004,1.08121280,1.74827271,1.22034240,0.00000000,0.01958061,1.30764621
-5.62181091,3.86337233,0.00773765,0.45911923,1.11133856,1.72789368,1.26205773,0.00000000,0.02017538,1.32534567
-5.61580790,3.88083778,0.00842111,0.47041056,1.13954463,1.70502114,1.30191743,0.00000000,0.02069458,1.34062046
-5.60980490,3.89257772,0.00919629,0.48108156,1.16560019,1.68026443,1.33963368,0.00000000,0.02112833,1.35342554
-5.60380190,3.89913906,0.01006263,0.49116727,1.18933613,1.65430024,1.37497259,0.00000000,0.02146842,1.36377592
-5.59779890,3.90124289,0.01101804,0.50073884,1.21064763,1.62786088,1.40776153,0.00000000,0.02170862,1.37174788
-5.59179590,3.89977073,0.01205881,0.50990061,1.22949434,1.60172057,1.43789416,0.00000000,0.02184493,1.37747776
-5.58579290,3.89574397,0.01317947,0.51878562,1.24589808,1.57667979,1.46533285,0.00000000,0.02187568,1.38115856
-5.57978989,3.89029687,0.01437273,0.52754984,1.25993829,1.55354806,1.49010818,0.00000000,0.02180158,1.38303395
-5.57378689,3.88464356,0.01562949,0.53636506,1.27174528,1.53312523,1.51231562,0.00000000,0.02162573,1.38339025
-5.56778389,3.88003960,0.01693883,0.54541088,1.28149168,1.51618156,1.53210920,0.00000000,0.02135350,1.38254619
-5.56178089,3.87773933,0.01828819,0.55486595,1.28938238,1.50343702,1.54969259,0.00000000,0.02099230,1.38084106
-5.55577789,3.87894984,0.01966350,0.56489869,1.29564335,1.49554004,1.56530758,0.00000000,0.02055132,1.37862143
-5.54977489,3.88478328,0.02104939,0.57565797,1.30050964,1.49304645,1.57922063,0.00000000,0.02004121,1.37622697
-5.54377189,3.89620884,0.02242952,0.58726400,1.30421325,1.49639896,1.59170786,0.00000000,0.01947371,1.37397595
-5.53776888,3.91400635,0.02378684,0.59979981,1.30697105,1.50590795,1.60303910,0.00000000,0.01886119,1.37215082
-5.53176588,3.93872321,0.02510396,0.61330369,1.30897341,1.52173427,1.61346172,0.00000000,0.01821628,1.37098454
-5.52576288,3.97063649,0.02636352,0.62776292,1.31037381,1.54387477,1.62318494,0.00000000,0.01755140,1.37064830
-5.51975988,4.00972229,0.02754856,0.64310928,1.31128001,1.57215143,1.63236525,0.00000000,0.01687839,1.37124100
-5.51375688,4.05563365,0.02864288,0.65921631,1.31174704,1.60620463,1.64109389,0.00000000,0.01620812,1.37278121
-5.50775388,4.10768900,0.02963139,0.67589886,1.31177238,1.64549143,1.64938673,0.00000000,0.01555022,1.37520190
-5.50175088,4.16487191,0.03050041,0.69291495,1.31129355,1.68928933,1.65717748,0.00000000,0.01491278,1.37834844
-5.49574787,4.22584320,0.03123798,0.70996992,1.31018840,1.73670571,1.66431443,0.00000000,0.01430223,1.38197996
-5.48974487,4.28896569,0.03183404,0.72672303,1.30827799,1.78669347,1.67056116,0.00000000,0.01372320,1.38577434
-5.48374187,4.35234133,0.03228063,0.74279619,1.30533219,1.83807234,1.67560144,0.00000000,0.01317849,1.38933667
-5.47773887,4.41385996,0.03257198,0.75778460,1.30107781,1.88955587,1.67904810,0.00000000,0.01266919,1.39221107
-5.47173587,4.47125850,0.03270460,0.77126907,1.29520898,1.93978323,1.68045580,0.00000000,0.01219470,1.39389551
-5.46573287,4.52218846,0.03267731,0.78282934,1.28739944,1.98735508,1.67933727,0.00000000,0.01175301,1.39385908
-5.45972986,4.56428966,0.03249112,0.79205819,1.27731629,2.03087219,1.67518229,0.00000000,0.01134088,1.39156113
-5.45372686,4.59526729,0.03214924,0.79857539,1.26463456,2.06897566,1.66747869,0.00000000,0.01095409,1.38647159
