energy_ev,total_up,Al_p_up,Al_d_up,S_s_up,S_p_up,Zn_p_up,Zn_d_up
-5.51975988,0.74682652,0.04401040,0.00000000,0.02720041,0.27589838,0.55337569,0.06218455
-5.51375688,0.66339652,0.03871008,0.00000000,0.02428548,0.24452980,0.49331792,0.05503998
-5.50775388,0.58583374,0.03385958,0.00000000,0.02156544,0.21545642,0.43707841,0.04844350
-5.50175088,0.51432282,0.02945423,0.00000000,0.01904426,0.18874089,0.38489133,0.04239914
-5.49574787,0.44894820,0.02548449,0.00000000,0.01672392,0.16440642,0.33690567,0.03690383
-5.48974487,0.38970400,0.02193670,0.00000000,0.01460438,0.14244167,0.29319241,0.03194822
-5.48374187,0.33650609,0.01879402,0.00000000,0.01268363,0.12280639,0.25375386,0.02751761
-5.47773887,0.28920610,0.01603732,0.00000000,0.01095783,0.10543765,0.21853444,0.02359311
-5.47173587,0.24760656,0.01364617,0.00000000,0.00942155,0.09025631,0.18743263,0.02015273
-5.46573287,0.21147677,0.01159979,0.00000000,0.00806805,0.07717368,0.16031349,0.01717263
-5.45972986,0.18056875,0.00987798,0.00000000,0.00688967,0.06609810,0.13702133,0.01462830
-5.45372686,0.15463286,0.00846201,0.00000000,0.00587817,0.05694117,0.11739224,0.01249573
-5.44772386,0.13343256,0.00733545,0.00000000,0.00502517,0.04962375,0.10126585,0.01075254
-5.44172086,0.11675807,0.00648491,0.00000000,0.00432251,0.04408125,0.08849637,0.00937891
-5.43571786,0.10443837,0.00590066,0.00000000,0.00376263,0.04026840,0.07896229,0.00835856
-5.42971486,0.09635146,0.00557719,0.00000000,0.00333888,0.03816316,0.07257467,0.00767941
-5.42371186,0.09243245,0.00551362,0.00000000,0.00304584,0.03776979,0.06928393,0.00733419
-5.41770885,0.09267936,0.00571398,0.00000000,0.00287946,0.03912101,0.06908463,0.00732083
-5.41170585,0.09715641,0.00618733,0.00000000,0.00283729,0.04227898,0.07201851,0.00764269
-5.40570285,0.10599451,0.00694775,0.00000000,0.00291845,0.04733523,0.07817530,0.00830852
-5.39969985,0.11938894,0.00801415,0.00000000,0.00312370,0.05440930,0.08769143,0.00933227
-5.39369685,0.13759399,0.00940985,0.00000000,0.00345528,0.06364603,0.10074638,0.01073258
-5.38769385,0.16091443,0.01116205,0.00000000,0.00391672,0.07521156,0.11755678,0.01253216
-5.38169085,0.18969394,0.01330097,0.00000000,0.00451261,0.08928776,0.13836811,0.01475680
-5.37568784,0.22430034,0.01585891,0.00000000,0.00524821,0.10606543,0.16344407,0.01743420
-5.36968484,0.26510795,0.01886899,0.00000000,0.00612902,0.12573601,0.19305388,0.02059261
-5.36368184,0.31247732,0.02236377,0.00000000,0.00716031,0.14848215,0.22745752,0.02425918
-5.35767884,0.36673265,0.02637365,0.00000000,0.00834659,0.17446721,0.26688940,0.02845825
-5.35167584,0.42813776,0.03092517,0.00000000,0.00969100,0.20382400,0.31154082,0.03320943
-5.34567284,0.49687107,0.03603916,0.00000000,0.01119475,0.23664322,0.36154183,0.03852565
-5.33966983,0.57300081,0.04172894,0.00000000,0.01285654,0.27296181,0.41694313,0.04441127
-5.33366683,0.65646134,0.04799849,0.00000000,0.01467203,0.31275198,0.47769885,0.05086019
-5.32766383,0.74703187,0.05484076,0.00000000,0.01663339,0.35591131,0.54365096,0.05785426
-5.32166083,0.84431868,0.06223623,0.00000000,0.01872887,0.40225452,0.61451634,0.06536188
-5.31565783,0.94774234,0.07015174,0.00000000,0.02094263,0.45150761,0.68987731,0.07333704
-5.30965483,1.05653068,0.07853970,0.00000000,0.02325460,0.50330475,0.76917651,0.08171879
-5.30365183,1.16971892,0.08733775,0.00000000,0.02564052,0.55718852,0.85171673,0.09043130
-5.29764882,1.28615740,0.09646907,0.00000000,0.02807229,0.61261376,0.93666641,0.09938447
-5.29164582,1.40452742,0.10584308,0.00000000,0.03051833,0.66895534,1.02307095,0.10847521
-5.28564282,1.52336542,0.11535692,0.00000000,0.03294425,0.72551975,1.10987004,0.11758932
-5.27963982,1.64109490,0.12489736,0.00000000,0.03531370,0.78156040,1.19592065,0.12660406
-5.27363682,1.75606547,0.13434341,0.00000000,0.03758928,0.83629634,1.28002505,0.13539115
-5.26763382,1.86659773,0.14356931,0.00000000,0.03973370,0.88893359,1.36096326,0.14382032
-5.26163082,1.97103240,0.15244791,0.00000000,0.04171092,0.93868855,1.43752842,0.15176311
-5.25562781,2.06778175,0.16085439,0.00000000,0.04348733,0.98481240,1.50856393,0.15909691
-5.24962481,2.15538119,0.16866996,0.00000000,0.04503301,1.02661555,1.57300071,0.16570889
-5.24362181,2.23253856,0.17578562,0.00000000,0.04632278,1.06349092,1.62989291,0.17149989
-5.23761881,2.29817912,0.18210571,0.00000000,0.04733719,1.09493513,1.67845046,0.17638784
-5.23161581,2.35148371,0.18755100,0.00000000,0.04806332,1.12056636,1.71806683,0.18031066
-5.22561281,2.39191844,0.19206137,0.00000000,0.04849535,1.14013819,1.74834072,0.18322854
-5.21960980,2.41925424,0.19559780,0.00000000,0.04863483,1.15354846,1.76909053,0.18512532
-5.21360680,2.43357528,0.19814368,0.00000000,0.04849075,1.16084294,1.78036082,0.18600914
-5.20760380,2.43527571,0.19970529,0.00000000,0.04807925,1.16221323,1.78242046,0.18591199
-5.20160080,2.42504476,0.20031148,0.00000000,0.04742305,1.15798928,1.77575254,0.18488850
-5.19559780,2.40384099,0.20001265,0.00000000,0.04655069,1.14862660,1.76103631,0.18301379
-5.18959480,2.37285664,0.19887889,0.00000000,0.04549541,1.13468887,1.73912229,0.18038059
-5.18359180,2.33347396,0.19699759,0.00000000,0.04429402,1.11682666,1.71100147,0.17709572
-5.17758879,2.28721542,0.19447044,0.00000000,0.04298546,1.09575338,1.67777013,0.17327611
-5.17158579,2.23569017,0.19141014,0.00000000,0.04160947,1.07221941,1.64059200,0.16904456
-5.16558279,2.18053908,0.18793684,0.00000000,0.04020509,1.04698574,1.60065921,0.16452534
-5.15957979,2.12338081,0.18417451,0.00000000,0.03880937,1.02079811,1.55915403,0.15984002
-5.15357679,2.06576123,0.18024737,0.00000000,0.03745610,0.99436292,1.51721272,0.15510344
-5.14757379,2.00910800,0.17627654,0.00000000,0.03617476,0.96832580,1.47589303,0.15042028
-5.14157079,1.95469216,0.17237702,0.00000000,0.03498964,0.94325353,1.43614641,0.14588206
-5.13556778,1.90359790,0.16865502,0.00000000,0.03391925,0.91962020,1.39879586,0.14156494
-5.12956478,1.85670107,0.16520577,0.00000000,0.03297599,0.89779766,1.36451981,0.13752820
-5.12356178,1.81465705,0.16211182,0.00000000,0.03216603,0.87805056,1.33384236,0.13381352
-5.11755878,1.77789743,0.15944186,0.00000000,0.03148951,0.86053587,1.30712953,0.13044496
-5.11155578,1.74663516,0.15724993,0.00000000,0.03094094,0.84530655,1.28459133,0.12742970
-5.10555278,1.72087705,0.15557514,0.00000000,0.03050984,0.83231889,1.26628881,0.12475936
-5.09954977,1.70044244,0.15444175,0.00000000,0.03018153,0.82144285,1.25214525,0.12241183
-5.09354677,1.68498665,0.15385955,0.00000000,0.02993800,0.81247478,1.24196072,0.12035351
-5.08754377,1.67402765,0.15382452,0.00000000,0.02975899,0.80515165,1.23542878,0.11854180
-5.08154077,1.66697456,0.15431967,0.00000000,0.02962291,0.79916603,1.23215446,0.11692771
-5.07553777,1.66315647,0.15531611,0.00000000,0.02950791,0.79418116,1.23167270,0.11545851
-5.06953477,1.66185048,0.15677415,0.00000000,0.02939280,0.78984531,1.23346630,0.11408015
-5.06353177,1.66230790,0.15864455,0.00000000,0.02925788,0.78580506,1.23698291,0.11273966
-5.05752876,1.66377784,0.16086988,0.00000000,0.02908567,0.78171683,1.24165061,0.11138701
-5.05152576,1.66552777,0.16338589,0.00000000,0.02886148,0.77725670,1.24689179,0.10997689
-5.04552276,1.66686083,0.16612303,0.00000000,0.02857382,0.77212808,1.25213529,0.10846984
-5.03951976,1.66712983,0.16900808,0.00000000,0.02821461,0.76606736,1.25682679,0.10683325
-5.03351676,1.66574820,0.17196587,0.00000000,0.02777934,0.75884773,1.26043778,0.10504175
-5.02751376,1.66219830,0.17492105,0.00000000,0.02726694,0.75028112,1.26247324,0.10307748
-5.02151076,1.65603726,0.17780008,0.00000000,0.02667961,0.74021886,1.26247826,0.10092985
-5.01550775,1.64690113,0.18053312,0.00000000,0.02602256,0.72855106,1.26004406,0.09859523
-5.00950475,1.63450741,0.18305610,0.00000000,0.02530357,0.71520524,1.25481339,0.09607634
-5.00350175,1.61865653,0.18531258,0.00000000,0.02453261,0.70014438,1.24648559,0.09338155
-4.99749875,1.59923229,0.18725559,0.00000000,0.02372128,0.68336470,1.23482132,0.09052408
-4.99149575,1.57620146,0.18884921,0.00000000,0.02288240,0.66489337,1.21964672,0.08752123
-4.98549275,1.54961253,0.19006979,0.00000000,0.02202947,0.64478618,1.20085713,0.08439351
-4.97948974,1.51959332,0.19090680,0.00000000,0.02117620,0.62312547,1.17841981,0.08116388
-4.97348674,1.48634738,0.19136316,0.00000000,0.02033607,0.60001796,1.15237557,0.07785705
-4.96748374,1.45014885,0.19145494,0.00000000,0.01952197,0.57559283,1.12283885,0.07449873
-4.96148074,1.41133568,0.19121056,0.00000000,0.01874579,0.54999966,1.08999617,0.07111511
-4.95547774,1.37030085,0.19066925,0.00000000,0.01801815,0.52340627,1.05410247,0.06773222
-4.94947474,1.32748174,0.18987899,0.00000000,0.01734812,0.49599632,1.01547543,0.06437545
-4.94347174,1.28334770,0.18889392,0.00000000,0.01674304,0.46796662,0.97448769,0.06106909
-4.93746873,1.23838593,0.18777131,0.00000000,0.01620834,0.43952406,0.93155705,0.05783583
-4.93146573,1.19308631,0.18656831,0.00000000,0.01574743,0.41088216,0.88713505,0.05469642
-4.92546273,1.14792553,0.18533857,0.00000000,0.01536165,0.38225730,0.84169421,0.05166928
-4.91945973,1.10335135,0.18412893,0.00000000,0.01505027,0.35386462,0.79571453,0.04877011
-4.91345673,1.05976759,0.18297642,0.00000000,0.01481048,0.32591389,0.74966970,0.04601169
-4.90745373,1.01752077,0.18190574,0.00000000,0.01463751,0.29860524,0.70401381,0.04340359
-4.90145073,0.97688897,0.18092731,0.00000000,0.01452479,0.27212521,0.65916897,0.04095203
-4.89544772,0.93807368,0.18003611,0.00000000,0.01446407,0.24664296,0.61551455,0.03865983
-4.88944472,0.90119501,0.17921137,0.00000000,0.01444572,0.22230717,0.57337842,0.03652646
-4.88344172,0.86629066,0.17841712,0.00000000,0.01445896,0.19924338,0.53303054,0.03454812
-4.87743872,0.83331865,0.17760364,0.00000000,0.01449224,0.17755223,0.49467920,0.03271804
-4.87143572,0.80216375,0.17670966,0.00000000,0.01453352,0.15730837,0.45846985,0.03102680
-4.86543272,0.77264722,0.17566537,0.00000000,0.01457068,0.13856030,0.42448656,0.02946276
-4.85942971,0.74453931,0.17439579,0.00000000,0.01459190,0.12133095,0.39275576,0.02801259
-4.85342671,0.71757382,0.17282464,0.00000000,0.01458601,0.10561899,0.36325212,0.02666180
-4.84742371,0.69146397,0.17087825,0.00000000,0.01454287,0.09140085,0.33590585,0.02539537
-4.84142071,0.66591857,0.16848940,0.00000000,0.01445367,0.07863323,0.31061126,0.02419830
-4.83541771,0.64065775,0.16560093,0.00000000,0.01431120,0.06725596,0.28723584,0.02305623
-4.82941471,0.61542742,0.16216876,0.00000000,0.01411010,0.05719521,0.26562948,0.02195588
-4.82341171,0.59001173,0.15816436,0.00000000,0.01384695,0.04836668,0.24563332,0.02088555
-4.81740870,0.56424296,0.15357646,0.00000000,0.01352040,0.04067889,0.22708784,0.01983547
-4.81140570,0.53800858,0.14841192,0.00000000,0.01313113,0.03403624,0.20983998,0.01879798
-4.80540270,0.51125513,0.14269574,0.00000000,0.01268180,0.02834188,0.19374889,0.01776776
-4.79939970,0.48398913,0.13647038,0.00000000,0.01217691,0.02350032,0.17869039,0.01674180
-4.79339670,0.45627510,0.12979417,0.00000000,0.01162262,0.01941960,0.16456003,0.01571932
-4.78739370,0.42823097,0.12273931,0.00000000,0.01102647,0.01601323,0.15127478,0.01470168
-4.78139070,0.40002160,0.11538924,0.00000000,0.01039716,0.01320165,0.13877353,0.01369206
-4.77538769,0.37185070,0.10783580,0.00000000,0.00974420,0.01091347,0.12701673,0.01269528
-4.76938469,0.34395195,0.10017619,0.00000000,0.00907769,0.00908631,0.11598504,0.01171738
-4.76338169,0.31657978,0.09251003,0.00000000,0.00840798,0.00766742,0.10567769,0.01076538
-4.75737869,0.29000053,0.08493650,0.00000000,0.00774545,0.00661408,0.09611040,0.00984692
-4.75137569,0.26448425,0.07755189,0.00000000,0.00710028,0.00589384,0.08731325,0.00896998
-4.74537269,0.24029781,0.07044746,0.00000000,0.00648228,0.00548456,0.07932877,0.00814262
-4.73936968,0.21769932,0.06370788,0.00000000,0.00590078,0.00537440,0.07221012,0.00737280
-4.73336668,0.19693421,0.05741009,0.00000000,0.00536450,0.00556174,0.06601971,0.00666821
-4.72736368,0.17823285,0.05162272,0.00000000,0.00488160,0.00605497,0.06082817,0.00603617
-4.72136068,0.16180966,0.04640599,0.00000000,0.00445964,0.00687226,0.05671361,0.00548360
-4.71535768,0.14786350,0.04181199,0.00000000,0.00410566,0.00804123,0.05376121,0.00501702
-4.70935468,0.13657907,0.03788532,0.00000000,0.00382622,0.00959847,0.05206297,0.00464257
-4.70335168,0.12812886,0.03466402,0.00000000,0.00362754,0.01158900,0.05171745,0.00436605
-4.69734867,0.12267543,0.03218053,0.00000000,0.00351561,0.01406549,0.05282948,0.00419304
-4.69134567,0.12037345,0.03046281,0.00000000,0.00349623,0.01708731,0.05550946,0.00412889
-4.68534267,0.12137127,0.02953531,0.00000000,0.00357513,0.02071930,0.05987236,0.00417880
-4.67933967,0.12581164,0.02941984,0.00000000,0.00375806,0.02503029,0.06603608,0.00434782
-4.67333667,0.13383131,0.03013619,0.00000000,0.00405074,0.03009132,0.07411917,0.00464084
-4.66733367,0.14555941,0.03170253,0.00000000,0.00445896,0.03597359,0.08423789,0.00506250
-4.66133067,0.16111447,0.03413549,0.00000000,0.00498846,0.04274612,0.09650248,0.00561707
-4.65532766,0.18060024,0.03744999,0.00000000,0.00564493,0.05047318,0.11101289,0.00630833
-4.64932466,0.20410037,0.04165877,0.00000000,0.00643388,0.05921159,0.12785390,0.00713936
-4.64332166,0.23167228,0.04677176,0.00000000,0.00736056,0.06900791,0.14708997,0.00811230
-4.63731866,0.26334060,0.05279526,0.00000000,0.00842983,0.07989570,0.16875996,0.00922816
-4.63131566,0.29909054,0.05973109,0.00000000,0.00964607,0.09189293,0.19287201,0.01048653
-4.62531266,0.33886178,0.06757572,0.00000000,0.01101307,0.10499969,0.21939892,0.01188542
-4.61930965,0.38254329,0.07631958,0.00000000,0.01253398,0.11919639,0.24827437,0.01342104
-4.61330665,0.42996962,0.08594648,0.00000000,0.01421124,0.13444249,0.27939013,0.01508768
-4.60730365,0.48091903,0.09643334,0.00000000,0.01604661,0.15067595,0.31259478,0.01687767
-4.60130065,0.53511385,0.10775020,0.00000000,0.01804124,0.16781353,0.34769393,0.01878136
-4.59529765,0.59222317,0.11986056,0.00000000,0.02019567,0.18575182,0.38445216,0.02078722
-4.58929465,0.65186808,0.13272200,0.00000000,0.02251003,0.20436922,0.42259681,0.02288206
-4.58329165,0.71362911,0.14628711,0.00000000,0.02498412,0.22352871,0.46182329,0.02505127
-4.57728864,0.77705574,0.16050454,0.00000000,0.02761752,0.24308124,0.50180209,0.02727913
-4.57128564,0.84167746,0.17532020,0.00000000,0.03040972,0.26286978,0.54218677,0.02954927
-4.56528264,0.90701573,0.19067835,0.00000000,0.03336015,0.28273367,0.58262296,0.03184503
-4.55927964,0.97259616,0.20652257,0.00000000,0.03646812,0.30251306,0.62275753,0.03414991
-4.55327664,1.03796014,0.22279636,0.00000000,0.03973274,0.32205323,0.66224762,0.03644797
-4.54727364,1.10267505,0.23944336,0.00000000,0.04315261,0.34120855,0.70076902,0.03872421
-4.54127064,1.16634244,0.25640696,0.00000000,0.04672550,0.35984570,0.73802312,0.04096484
-4.53526763,1.22860347,0.27362943,0.00000000,0.05044779,0.37784612,0.77374244,0.04315745
-4.52926463,1.28914132,0.29105035,0.00000000,0.05431387,0.39510737,0.80769394,0.04529112
-4.52326163,1.34768017,0.30860461,0.00000000,0.05831543,0.41154347,0.83968024,0.04735635
-4.51725863,1.40398108,0.32621988,0.00000000,0.06244062,0.42708402,0.86953860,0.04934494
-4.51125563,1.45783484,0.34381392,0.00000000,0.06667332,0.44167242,0.89713776,0.05124968
-4.50525263,1.50905252,0.36129177,0.00000000,0.07099233,0.45526308,0.92237301,0.05306407
-4.49924962,1.55745455,0.37854325,0.00000000,0.07537071,0.46781808,0.94515989,0.05478186
-4.49324662,1.60285916,0.39544090,0.00000000,0.07977535,0.47930345,0.96542710,0.05639670
-4.48724362,1.64507136,0.41183869,0.00000000,0.08416668,0.48968536,0.98310928,0.05790167
-4.48124062,1.68387355,0.42757178,0.00000000,0.08849871,0.49892674,0.99814030,0.05928903
-4.47523762,1.71901862,0.44245753,0.00000000,0.09271945,0.50698437,1.01044770,0.06054987
-4.46923462,1.75022656,0.45629782,0.00000000,0.09677158,0.51380704,1.01994894,0.06167406
-4.46323162,1.77718499,0.46888281,0.00000000,0.10059362,0.51933471,1.02654967,0.06265024
-4.45722861,1.79955405,0.47999610,0.00000000,0.10412135,0.52349896,1.03014458,0.06346598
-4.45122561,1.81697557,0.48942110,0.00000000,0.10728957,0.52622477,1.03062064,0.06410812
-4.44522261,1.82908606,0.49694835,0.00000000,0.11003412,0.52743344,1.02786282,0.06456320
-4.43921961,1.83553304,0.50238363,0.00000000,0.11229405,0.52704662,1.02176174,0.06481810
-4.43321661,1.83599343,0.50555622,0.00000000,0.11401383,0.52499107,1.01222300,0.06486063
-4.42721361,1.83019324,0.50632707,0.00000000,0.11514559,0.52120398,0.99917737,0.06468024
-4.42121061,1.81792687,0.50459633,0.00000000,0.11565108,0.51563833,0.98259116,0.06426876
-4.41520760,1.79907503,0.50030990,0.00000000,0.11550351,0.50826805,0.96247613,0.06362097
-4.40920460,1.77361996,0.49346450,0.00000000,0.11468887,0.49909249,0.93889801,0.06273518
-4.40320160,1.74165683,0.48411097,0.00000000,0.11320699,0.48814003,0.91198321,0.06161365
-4.39719860,1.70340069,0.47235563,0.00000000,0.11107190,0.47547044,0.88192295,0.06026283
-4.39119560,1.65918832,0.45835955,0.00000000,0.10831186,0.46117598,0.84897468,0.05869340
-4.38519260,1.60947494,0.44233563,0.00000000,0.10496872,0.44538097,0.81346050,0.05692021
-4.37918959,1.55482589,0.42454374,0.00000000,0.10109687,0.42824009,0.77576257,0.05496199
-4.37318659,1.49590384,0.40528403,0.00000000,0.09676168,0.40993537,0.73631583,0.05284087
-4.36718359,1.43345223,0.38488874,0.00000000,0.09203761,0.39067214,0.69559837,0.05058184
-4.36118059,1.36827593,0.36371286,0.00000000,0.08700610,0.37067427,0.65411993,0.04821205
-4.35517759,1.30122026,0.34212406,0.00000000,0.08175317,0.35017888,0.61240916,0.04576014
-4.34917459,1.23314950,0.32049234,0.00000000,0.07636709,0.32943107,0.57100041,0.04325545
-4.34317159,1.16492593,0.29917976,0.00000000,0.07093604,0.30867874,0.53042057,0.04072736
-4.33716858,1.09739057,0.27853071,0.00000000,0.06554597,0.28816811,0.49117669,0.03820458
-4.33116558,1.03134630,0.25886305,0.00000000,0.06027867,0.26813988,0.45374495,0.03571468
-4.32516258,0.96754411,0.24046034,0.00000000,0.05521018,0.24882650,0.41856137,0.03328357
-4.31915958,0.90667282,0.22356551,0.00000000,0.05040954,0.23045045,0.38601470,0.03093525
-4.31315658,0.84935253,0.20837599,0.00000000,0.04593795,0.21322372,0.35644158,0.02869163
-4.30715358,0.79613165,0.19504042,0.00000000,0.04184833,0.19734834,0.33012409,0.02657242
