energy_ev,total_up,S_s_up,S_p_up,Sn_p_up,Sn_d_up,Y_p_up,Y_d_up
-5.84392196,2.75825536,0.03965615,1.93048551,0.07830150,0.00009495,0.98120870,1.28797075
-5.83791896,2.76535532,0.03877077,1.93218879,0.07741225,0.00009858,0.97690262,1.28891746
-5.83191596,2.77103452,0.03782831,1.93184514,0.07657149,0.00010248,0.97179157,1.28791356
-5.82591296,2.77580368,0.03685642,1.92975078,0.07582367,0.00010665,0.96627550,1.28521181
-5.81990995,2.78018403,0.03588303,1.92622876,0.07521184,0.00011107,0.96074983,1.28109202
-5.81390695,2.78468498,0.03493550,1.92161619,0.07477634,0.00011572,0.95559141,1.27584994
-5.80790395,2.78978305,0.03403987,1.91625188,0.07455377,0.00012058,0.95114535,1.26978617
-5.80190095,2.79590316,0.03322017,1.91046489,0.07457597,0.00012562,0.94771358,1.26319577
-5.79589795,2.80340362,0.03249783,1.90456502,0.07486932,0.00013081,0.94554537,1.25635910
-5.78989495,2.81256542,0.03189120,1.89883543,0.07545420,0.00013612,0.94483033,1.24953442
-5.78389195,2.82358662,0.03141529,1.89352804,0.07634475,0.00014152,0.94569407,1.24295268
-5.77788894,2.83658201,0.03108155,1.88886183,0.07754888,0.00014696,0.94819673,1.23681469
-5.77188594,2.85158819,0.03089785,1.88502394,0.07906844,0.00015242,0.95233426,1.23129072
-5.76588294,2.86857343,0.03086857,1.88217345,0.08089973,0.00015784,0.95804238,1.22652248
-5.75987994,2.88745183,0.03099485,1.88044737,0.08303411,0.00016320,0.96520278,1.22262717
-5.75387694,2.90810072,0.03127486,1.87996826,0.08545876,0.00016847,0.97365147,1.21970318
-5.74787394,2.93037997,0.03170423,1.88085270,0.08815756,0.00017360,0.98318844,1.21783699
-5.74187094,2.95415210,0.03227646,1.88321994,0.09111200,0.00017860,0.99358841,1.21711051
-5.73586793,2.97930154,0.03298345,1.88719980,0.09430205,0.00018342,1.00461197,1.21760835
-5.72986493,3.00575177,0.03381590,1.89293906,0.09770700,0.00018808,1.01601660,1.21942425
-5.72386193,3.03347906,0.03476382,1.90060577,0.10130617,0.00019255,1.02756708,1.22266622
-5.71785893,3.06252176,0.03581696,1.91039073,0.10507947,0.00019686,1.03904480,1.22745972
-5.71185593,3.09298434,0.03696512,1.92250603,0.10900779,0.00020102,1.05025564,1.23394870
-5.70585293,3.12503581,0.03819851,1.93718035,0.11307321,0.00020504,1.06103612,1.24229412
-5.69984992,3.15890239,0.03950799,1.95465123,0.11725899,0.00020896,1.07125774,1.25267001
-5.69384692,3.19485485,0.04088523,1.97515454,0.12154940,0.00021280,1.08082926,1.26525727
-5.68784392,3.23319114,0.04232280,1.99891182,0.12592938,0.00021660,1.08969723,1.28023531
-5.68184092,3.27421534,0.04381428,2.02611618,0.13038406,0.00022041,1.09784476,1.29777233
-5.67583792,3.31821435,0.04535421,2.05691754,0.13489822,0.00022426,1.10528876,1.31801449
-5.66983492,3.36543357,0.04693809,2.09140831,0.13945571,0.00022817,1.11207611,1.34107489
-5.66383192,3.41605335,0.04856229,2.12961040,0.14403884,0.00023219,1.11827887,1.36702299
-5.65782891,3.47016760,0.05022397,2.17146448,0.14862790,0.00023633,1.12398911,1.39587514
-5.65182591,3.52776614,0.05192102,2.21682231,0.15320071,0.00024061,1.12931357,1.42758696
-5.64582291,3.58872190,0.05365189,2.26544283,0.15773236,0.00024503,1.13436851,1.46204806
-5.63981991,3.65278394,0.05541555,2.31699239,0.16219515,0.00024959,1.13927507,1.49907955
-5.63381691,3.71957695,0.05721136,2.37104946,0.16655861,0.00025427,1.14415526,1.53843466
-5.62781391,3.78860738,0.05903898,2.42711357,0.17078983,0.00025905,1.14912879,1.57980249
-5.62181091,3.85927600,0.06089825,2.48461835,0.17485392,0.00026390,1.15431076,1.62281483
-5.61580790,3.93089636,0.06278910,2.54294813,0.17871461,0.00026878,1.15981015,1.66705584
-5.60980490,4.00271824,0.06471139,2.60145719,0.18233507,0.00027363,1.16572913,1.71207407
-5.60380190,4.07395481,0.06666480,2.65949102,0.18567871,0.00027841,1.17216290,1.75739641
-5.59779890,4.14381225,0.06864866,2.71640837,0.18871020,0.00028306,1.17920000,1.80254320
-5.59179590,4.21152011,0.07066173,2.77160313,0.19139635,0.00028755,1.18692273,1.84704385
-5.58579290,4.27636108,0.07270204,2.82452502,0.19370707,0.00029182,1.19540762,1.89045225
-5.57978989,4.33769853,0.07476666,2.87469811,0.19561623,0.00029584,1.20472568,1.93236124
-5.57378689,4.39500051,0.07685147,2.92173627,0.19710248,0.00029958,1.21494226,1.97241552
-5.56778389,4.44785922,0.07895093,2.96535505,0.19814987,0.00030303,1.22611636,2.01032244
-5.56178089,4.49600500,0.08105789,3.00537924,0.19874838,0.00030618,1.23829957,2.04586013
-5.55577789,4.53931434,0.08316345,3.04174617,0.19889436,0.00030904,1.25153429,2.07888288
-5.54977489,4.57781178,0.08525684,3.07450442,0.19859074,0.00031165,1.26585171,2.10932337
-5.54377189,4.61166577,0.08732535,3.10380837,0.19784712,0.00031403,1.28126943,2.13719182
-5.53776888,4.64117893,0.08935445,3.12990875,0.19667976,0.00031624,1.29778896,2.16257227
-5.53176588,4.66677336,0.09132789,3.15313991,0.19511144,0.00031833,1.31539347,2.18561606
-5.52576288,4.68897194,0.09322797,3.17390429,0.19317115,0.00032038,1.33404592,2.20653299
-5.51975988,4.70837655,0.09503593,3.19265498,0.19089373,0.00032247,1.35368777,2.22558053
-5.51375688,4.72564430,0.09673238,3.20987721,0.18831942,0.00032468,1.37423864,2.24305157
-5.50775388,4.74146294,0.09829792,3.22606930,0.18549329,0.00032708,1.39559698,2.25926131
-5.50175088,4.75652639,0.09971374,3.24172414,0.18246457,0.00032977,1.41764185,2.27453365
-5.49574787,4.77151131,0.10096234,3.25731166,0.17928595,0.00033281,1.44023586,2.28918781
-5.48974487,4.78705561,0.10202824,3.27326294,0.17601278,0.00033630,1.46322927,2.30352541
-5.48374187,4.80373931,0.10289871,3.28995643,0.17270210,0.00034028,1.48646496,2.31781865
-5.47773887,4.82206843,0.10356443,3.30770652,0.16941172,0.00034482,1.50978420,2.33229976
-5.47173587,4.84246180,0.10402009,3.32675473,0.16619913,0.00034997,1.53303282,2.34715209
-5.46573287,4.86524122,0.10426486,3.34726345,0.16312032,0.00035576,1.55606745,2.36250299
-5.45972986,4.89062467,0.10430273,3.36931238,0.16022866,0.00036221,1.57876151,2.37841868
-5.45372686,4.91872231,0.10414270,3.39289726,0.15757359,0.00036934,1.60101053,2.39490102
-5.44772386,4.94953531,0.10379874,3.41793088,0.15519943,0.00037713,1.62273642,2.41188638
-5.44172086,4.98295684,0.10328961,3.44424607,0.15314414,0.00038558,1.64389046,2.42924640
-5.43571786,5.01877521,0.10263846,3.47160030,0.15143821,0.00039466,1.66445476,2.44679061
-5.42971486,5.05667871,0.10187227,3.49968182,0.15010362,0.00040431,1.68444197,2.46427086
-5.42371186,5.09626212,0.10102107,3.52811694,0.14915297,0.00041449,1.70389333,2.48138734
-5.41770885,5.13703456,0.10011716,3.55647841,0.14858888,0.00042512,1.72287503,2.49779613
-5.41170585,5.17842876,0.09919404,3.58429468,0.14840358,0.00043613,1.74147311,2.51311808
-5.40570285,5.21981177,0.09828544,3.61106000,0.14857882,0.00044742,1.75978718,2.52694891
-5.39969985,5.26049708,0.09742427,3.63624525,0.14908613,0.00045888,1.77792320,2.53887026
-5.39369685,5.29975822,0.09664156,3.65930964,0.14988738,0.00047041,1.79598590,2.54846165
-5.38769385,5.33684399,0.09596550,3.67971303,0.15093570,0.00048188,1.81407116,2.55531297
-5.38169085,5.37099524,0.09542059,3.69692899,0.15217676,0.00049316,1.83225878,2.55903742
-5.37568784,5.40146314,0.09502692,3.71045850,0.15355031,0.00050413,1.85060619,2.55928446
-5.36968484,5.42752886,0.09479956,3.71984416,0.15499201,0.00051465,1.86914328,2.55575258
-5.36368184,5.44852411,0.09474819,3.72468458,0.15643543,0.00052458,1.88786890,2.54820157
-5.35767884,5.46385247,0.09487692,3.72464892,0.15781424,0.00053379,1.90674895,2.53646374
-5.35167584,5.47301056,0.09518425,3.71949092,0.15906439,0.00054217,1.92571651,2.52045401
-5.34567284,5.47560867,0.09566328,3.70906224,0.16012630,0.00054961,1.94467373,2.50017825
-5.33966983,5.47138989,0.09630206,3.69332440,0.16094696,0.00055602,1.96349560,2.47573957
-5.33366683,5.46024701,0.09708410,3.67235889,0.16148181,0.00056131,1.98203525,2.44734236
-5.32766383,5.44223634,0.09798898,3.64637493,0.16169637,0.00056545,2.00013068,2.41529357
-5.32166083,5.41758757,0.09899315,3.61571420,0.16156750,0.00056839,2.01761243,2.38000130
-5.31565783,5.38670910,0.10007066,3.58085218,0.16108438,0.00057014,2.03431180,2.34197031
-5.30965483,5.35018801,0.10119405,3.54239562,0.16024899,0.00057073,2.05006933,2.30179455
-5.30365183,5.30878445,0.10233512,3.50107585,0.15907616,0.00057021,2.06474285,2.26014674
-5.29764882,5.26341995,0.10346577,3.45773776,0.15759322,0.00056866,2.07821488,2.21776519
-5.29164582,5.21515983,0.10455870,3.41332439,0.15583921,0.00056620,2.09039886,2.17543797
-5.28564282,5.16518959,0.10558803,3.36885724,0.15386365,0.00056295,2.10124378,2.13398494
-5.27963982,5.11478593,0.10652984,3.32541267,0.15172500,0.00055907,2.11073709,2.09423794
-5.27363682,5.06528276,0.10736260,3.28409472,0.14948875,0.00055472,2.11890544,2.05701963
-5.26763382,5.01803322,0.10806740,3.24600511,0.14722531,0.00055009,2.12581330,2.02312156
-5.26163082,4.97436843,0.10862814,3.21221093,0.14500768,0.00054535,2.13155932,1.99328199
-5.25562781,4.93555438,0.10903158,3.18371126,0.14290903,0.00054069,2.13627048,1.96816407
-5.24962481,4.90274804,0.10926722,3.16140327,0.14100020,0.00053627,2.14009437,1.94833492
-5.24362181,4.87695421,0.10932720,3.14604928,0.13934728,0.00053226,2.14318962,1.93424638
-5.23761881,4.85898441,0.10920606,3.13824558,0.13800928,0.00052880,2.14571515,1.92621780
-5.23161581,4.84941954,0.10890047,3.13839435,0.13703594,0.00052601,2.14781851,1.92442163
-5.22561281,4.84857747,0.10840897,3.14667977,0.13646588,0.00052396,2.14962395,1.92887222
-5.21960980,4.85648728,0.10773164,3.16304930,0.13632497,0.00052270,2.15122091,1.93941835
-5.21360680,4.87287133,0.10686989,3.18720135,0.13662510,0.00052226,2.15265337,1.95574004
-5.20760380,4.89713629,0.10582619,3.21857996,0.13736343,0.00052261,2.15391098,1.97734971
-5.20160080,4.92837422,0.10460390,3.25637742,0.13852192,0.00052368,2.15492234,2.00359833
-5.19559780,4.96537427,0.10320716,3.29954512,0.14006757,0.00052538,2.15555122,2.03368635
-5.18959480,5.00664541,0.10164083,3.34681301,0.14195295,0.00052757,2.15559600,2.06667966
-5.18359180,5.05045013,0.09991043,3.39671748,0.14411730,0.00053009,2.15479284,2.10153028
-5.17758879,5.09484875,0.09802227,3.44763733,0.14648815,0.00053276,2.15282255,2.13710158
-5.17158579,5.13775330,0.09598349,3.49783705,0.14898324,0.00053535,2.14932141,2.17219743
-5.16558279,5.17698979,0.09380218,3.54551633,0.15151295,0.00053764,2.14389543,2.20559463
-5.15957979,5.21036687,0.09148757,3.58886435,0.15398296,0.00053942,2.13613788,2.23607774
-5.15357679,5.23574881,0.08905017,3.62611713,0.15629717,0.00054044,2.12564931,2.26247520
-5.14757379,5.25113012,0.08650191,3.65561592,0.15836072,0.00054050,2.11205917,2.28369566
-5.14157079,5.25470905,0.08385633,3.67586441,0.16008306,0.00053941,2.09504827,2.29876307
-5.13556778,5.24495686,0.08112860,3.68558257,0.16138094,0.00053699,2.07437068,2.30684936
-5.12956478,5.22067998,0.07833565,3.68375468,0.16218111,0.00053310,2.04987413,2.30730311
-5.12356178,5.18107207,0.07549616,3.66966950,0.16242287,0.00052765,2.02151754,2.29967322
-5.11755878,5.12575342,0.07263048,3.64295062,0.16206003,0.00052059,1.98938471,2.28372622
-5.11155578,5.05479556,0.06976053,3.60357521,0.16106252,0.00051190,1.95369302,2.25945637
-5.10555278,4.96872939,0.06690958,3.55188026,0.15941739,0.00050162,1.91479655,2.22708794
-5.09954977,4.86853594,0.06410196,3.48855542,0.15712916,0.00048984,1.87318286,2.18706915
-5.09354677,4.75561969,0.06136274,3.41462250,0.15421966,0.00047668,1.82946335,2.14005801
-5.08754377,4.63176487,0.05871728,3.33140204,0.15072715,0.00046232,1.78435719,2.08690019
-5.08154077,4.49907652,0.05619071,3.24046829,0.14670493,0.00044696,1.73866947,2.02859984
-5.07553777,4.35990816,0.05380745,3.14359403,0.14221945,0.00043082,1.69326401,1.96628435
-5.06953477,4.21677933,0.05159058,3.04268771,0.13734790,0.00041416,1.64903235,1.90116446
-5.06353177,4.07228614,0.04956128,2.93972538,0.13217556,0.00039724,1.60685994,1.83449137
-5.05752876,3.92900893,0.04773824,2.83668030,0.12679287,0.00038032,1.56759138,1.76751260
-5.05152576,3.78942092,0.04613712,2.73545341,0.12129244,0.00036366,1.53199621,1.70142856
-5.04552276,3.65580191,0.04477005,2.63780753,0.11576606,0.00034752,1.50073721,1.63735156
-5.03951976,3.53016099,0.04364527,2.54530825,0.11030187,0.00033211,1.47434269,1.57626911
-5.03351676,3.41417150,0.04276685,2.45927403,0.10498177,0.00031762,1.45318442,1.51901307
-5.02751376,3.30912124,0.04213454,2.38073768,0.09987923,0.00030423,1.43746248,1.46623583
-5.02151076,3.21587991,0.04174379,2.31042067,0.09505743,0.00029207,1.42719800,1.41839453
-5.01550775,3.13488514,0.04158598,2.24872132,0.09056802,0.00028121,1.42223424,1.37574383
-5.00950475,3.06614731,0.04164876,2.19571702,0.08645022,0.00027171,1.42224637,1.33833740
-5.00350175,3.00927271,0.04191659,2.15118013,0.08273059,0.00026358,1.42675946,1.30603773
-4.99749875,2.96350349,0.04237139,2.11460643,0.07942322,0.00025680,1.43517399,1.27853374
-4.99149575,2.92777207,0.04299338,2.08525440,0.07653035,0.00025132,1.44679773,1.25536499
-4.98549275,2.90076709,0.04376197,2.06219331,0.07404344,0.00024706,1.46088244,1.23595124
-4.97948974,2.88100746,0.04465667,2.04435736,0.07194451,0.00024391,1.47666352,1.21962583
-4.97348674,2.86692056,0.04565808,2.03060327,0.07020774,0.00024177,1.49340074,1.20567111
-4.96748374,2.85692089,0.04674873,2.01976840,0.06880120,0.00024049,1.51041776,1.19335431
-4.96148074,2.84948517,0.04791392,2.01072657,0.06768863,0.00023997,1.52713866,1.18196209
-4.95547774,2.84322056,0.04914235,2.00243920,0.06683116,0.00024006,1.54311924,1.17083232
-4.94947474,2.83692288,0.05042656,1.99399934,0.06618900,0.00024066,1.55807174,1.15938172
-4.94347174,2.82962259,0.05176320,1.98466708,0.06572285,0.00024164,1.57188150,1.14712845
-4.93746873,2.82061687,0.05315302,1.97389499,0.06539516,0.00024291,1.58461471,1.13370882
-4.93146573,2.80948706,0.05460057,1.96134312,0.06517118,0.00024439,1.59651689,1.11888786
-4.92546273,2.79610145,0.05611374,1.94688346,0.06501963,0.00024601,1.60800220,1.10256374
-4.91945973,2.78060440,0.05770301,1.93059447,0.06491325,0.00024772,1.61963416,1.08476632
-4.91345673,2.76339330,0.05938052,1.91274676,0.06482904,0.00024947,1.63209881,1.06565046
-4.90745373,2.74508537,0.06115896,1.89378137,0.06474830,0.00025123,1.64617196,1.04548496
-4.90145073,2.72647718,0.06305046,1.87428247,0.06465658,0.00025300,1.66268209,1.02463809
-4.89544772,2.70849942,0.06506534,1.85494640,0.06454339,0.00025476,1.68247113,1.00356079
-4.88944472,2.69216995,0.06721095,1.83654909,0.06440199,0.00025651,1.70635516,0.98276864
-4.88344172,2.67854785,0.06949062,1.81991375,0.06422900,0.00025824,1.73508714,0.96282368
-4.87743872,2.66869096,0.07190278,1.80588058,0.06402418,0.00025996,1.76932359,0.94431684
-4.87143572,2.66361891,0.07444027,1.79527977,0.06379012,0.00026168,1.80959703,0.92785189
-4.86543272,2.66428310,0.07708996,1.78890898,0.06353205,0.00026339,1.85629539,0.91403120
-4.85942971,2.67154454,0.07983268,1.78751569,0.06325774,0.00026509,1.90964939,0.90344371
-4.85342671,2.68615976,0.08264341,1.79178476,0.06297743,0.00026680,1.96972824,0.89665510
-4.84742371,2.70877434,0.08549186,1.80233074,0.06270385,0.00026850,2.03644347,0.89419992
-4.84142071,2.73992321,0.08834328,1.81969432,0.06245222,0.00027021,2.10956045,0.89657538
-4.83541771,2.78003607,0.09115961,1.84434205,0.06224038,0.00027193,2.18871631,0.90423619
-4.82941471,2.82944645,0.09390074,1.87666797,0.06208875,0.00027368,2.27344284,0.91759005
-4.82341171,2.88840215,0.09652599,1.91699601,0.06202034,0.00027547,2.36319255,0.93699293
-4.81740870,2.95707531,0.09899562,1.96558181,0.06206068,0.00027732,2.45736596,0.96274382
-4.81140570,3.03557001,0.10127232,2.02261281,0.06223755,0.00027926,2.55533798,0.99507847
-4.80540270,3.12392607,0.10332264,2.08820571,0.06258071,0.00028135,2.65648155,1.03416173
-4.79939970,3.22211759,0.10511823,2.16240063,0.06312140,0.00028361,2.76018678,1.08007852
-4.79339670,3.33004578,0.10663680,2.24515171,0.06389174,0.00028610,2.86587420,1.13282366
-4.78739370,3.44752595,0.10786287,2.33631440,0.06492396,0.00028888,2.97300140,1.19229061
-4.78139070,3.57426905,0.10878812,2.43562985,0.06624958,0.00029201,3.08106248,1.25826013
-4.77538769,3.70985910,0.10941143,2.54270755,0.06789843,0.00029554,3.18958071,1.33038925
-4.76938469,3.85372792,0.10973855,2.65700739,0.06989765,0.00029953,3.29809522,1.40820168
-4.76338169,4.00512943,0.10978149,2.77782277,0.07227068,0.00030402,3.40614286,1.49108049
-4.75737869,4.16311573,0.10955758,2.90426639,0.07503624,0.00030905,3.51323722,1.57826410
-4.75137569,4.32651759,0.10908837,3.03526063,0.07820744,0.00031463,3.61884683,1.66884652
-4.74537269,4.49393167,0.10839835,3.16953393,0.08179093,0.00032078,3.72237474,1.76178245
-4.73936968,4.66371679,0.10751361,3.30562481,0.08578624,0.00032746,3.82314193,1.85589800
-4.73336668,4.83400103,0.10646059,3.44189444,0.09018529,0.00033465,3.92037651,1.94990712
-4.72736368,5.00270087,0.10526482,3.57654845,0.09497216,0.00034228,4.01321057,2.04243382
-4.72136068,5.16755311,0.10394996,3.70766811,0.10012293,0.00035026,4.10068600,2.13203992
-4.71535768,5.32615911,0.10253699,3.83325042,0.10560594,0.00035848,4.18176990,2.21725737
-4.70935468,5.47604078,0.10104375,3.95125607,0.11138212,0.00036682,4.25537969,2.29662451
-4.70335168,5.61470615,0.09948474,4.05966370,0.11740558,0.00037513,4.32041722,2.36872475
-4.69734867,5.73972253,0.09787123,4.15652859,0.12362438,0.00038325,4.37581041,2.43222626
-4.69134567,5.84879394,0.09621167,4.24004321,0.12998148,0.00039102,4.42056059,2.48592124
-4.68534267,5.93983954,0.09451234,4.30859720,0.13641580,0.00039825,4.45379294,2.52876283
-4.67933967,6.01106952,0.09277816,4.36083386,0.14286336,0.00040478,4.47480715,2.55989837
-4.67333667,6.06105455,0.09101367,4.39570071,0.14925853,0.00041045,4.48312540,2.57869726
-4.66733367,6.08878559,0.08922398,4.41249149,0.15553532,0.00041511,4.47853450,2.58477242
-4.66133067,6.09372079,0.08741574,4.41087758,0.16162868,0.00041864,4.46111953,2.57799406
-4.65532766,6.07581712,0.08559797,4.39092709,0.16747583,0.00042092,4.43128643,2.55849548
-4.64932466,6.03554479,0.08378270,4.35311068,0.17301755,0.00042188,4.38977173,2.52667022
-4.64332166,5.97388353,0.08198538,4.29829338,0.17819952,0.00042148,4.33763824,2.48316094
-4.63731866,5.89230055,0.08022503,4.22771276,0.18297358,0.00041970,4.27625619,2.42884044
-4.63131566,5.79271093,0.07852409,4.14294414,0.18729897,0.00041657,4.20727011,2.36478541
-4.62531266,5.67742185,0.07690795,4.04585409,0.19114359,0.00041214,4.13255258,2.29224429
-4.61930965,5.54906305,0.07540425,3.93854427,0.19448510,0.00040650,4.05414664,2.21260035
-4.61330665,5.41050624,0.07404190,3.82328768,0.19731207,0.00039976,3.97419916,2.12733152
-4.60730365,5.26477681,0.07284998,3.70245995,0.19962489,0.00039207,3.89488815,2.03796857
-4.60130065,5.11496141,0.07185642,3.57846842,0.20143670,0.00038359,3.81834712,1.94605311
-4.59529765,4.96411508,0.07108674,3.45368155,0.20277403,0.00037449,3.74658989,1.85309702
-4.58929465,4.81517144,0.07056271,3.33036160,0.20367728,0.00036496,3.68143903,1.76054462
-4.58329165,4.67085938,0.07030116,3.21060266,0.20420095,0.00035519,3.62446125,1.66973872
-4.57728864,4.53362926,0.07031294,3.09627644,0.20441360,0.00034537,3.57691235,1.58189164
-4.57128564,4.40559090,0.07060210,2.98898726,0.20439738,0.00033568,3.53969407,1.49806178
-4.56528264,4.28846536,0.07116530,2.89003777,0.20424739,0.00032629,3.51332453,1.41913629
-4.55927964,4.18355179,0.07199152,2.80040584,0.20407047,0.00031733,3.49792342,1.34581993
-4.55327664,4.09170966,0.07306212,2.72073330,0.20398377,0.00030894,3.49321211,1.27863012
-4.54727364,4.01335651,0.07435112,2.65132590,0.20411290,0.00030122,3.49852866,1.21789791
-4.54127064,3.94848035,0.07582583,2.59216426,0.20458973,0.00029423,3.51285649,1.16377425
-4.53526763,3.89666553,0.07744775,2.54292453,0.20554994,0.00028804,3.53486547,1.11624113
-4.52926463,3.85713030,0.07917360,2.50300759,0.20713030,0.00028265,3.56296328,1.07512664
-4.52326163,3.82877415,0.08095664,2.47157523,0.20946579,0.00027805,3.59535487,1.04012323
-4.51725863,3.81023252,0.08274803,2.44759158,0.21268659,0.00027422,3.63010724,1.01080839
-4.51125563,3.79993668,0.08449828,2.42986821,0.21691509,0.00027110,3.66521720,0.98666671
-4.50525263,3.79617631,0.08615869,2.41711100,0.22226289,0.00026862,3.69867927,0.96711276
-4.49924962,3.79716260,0.08768278,2.40796736,0.22882794,0.00026668,3.72855132,0.95151393
-4.49324662,3.80108980,0.08902759,2.40107222,0.23669195,0.00026519,3.75301580,0.93921261
-4.48724362,3.80619346,0.09015490,2.39509150,0.24591794,0.00026404,3.77043466,0.92954720
-4.48124062,3.81080373,0.09103219,2.38876213,0.25654818,0.00026312,3.77939639,0.92187149
-4.47523762,3.81339265,0.09163354,2.38092753,0.26860250,0.00026234,3.77875413,0.91557209
-4.46923462,3.81261440,0.09194025,2.37056817,0.28207692,0.00026158,3.76765413,0.91008360
-4.46323162,3.80733791,0.09194123,2.35682648,0.29694280,0.00026077,3.74555418,0.90490141
-4.45722861,3.79667151,0.09163321,2.33902609,0.31314635,0.00025983,3.71223215,0.89959200
-4.45122561,3.77997933,0.09102075,2.31668507,0.33060858,0.00025870,3.66778480,0.89380063
-4.44522261,3.75688958,0.09011602,2.28952329,0.34922568,0.00025735,3.61261745,0.88725654
-4.43921961,3.72729486,0.08893840,2.25746389,0.36886989,0.00025577,3.54742535,0.87977548
-4.43321661,3.69134472,0.08751385,2.22062909,0.38939066,0.00025395,3.47316751,0.87125982
-4.42721361,3.64943090,0.08587423,2.17933053,0.41061625,0.00025194,3.39103396,0.86169617
-4.42121061,3.60216588,0.08405636,2.13405447,0.43235570,0.00024978,3.30240764,0.85115070
-4.41520760,3.55035515,0.08210100,2.08544233,0.45440112,0.00024755,3.20882179,0.83976225
-4.40920460,3.49496406,0.08005175,2.03426687,0.47653027,0.00024534,3.11191423,0.82773339
-4.40320160,3.43708014,0.07795385,1.98140470,0.49850941,0.00024325,3.01337944,0.81531977
-4.39719860,3.37787178,0.07585291,1.92780587,0.52009648,0.00024142,2.91491984,0.80281789
-4.39119560,3.31854454,0.07379365,1.87446116,0.54104439,0.00023996,2.81819740,0.79055173
-4.38519260,3.26029630,0.07181864,1.82236810,0.56110458,0.00023901,2.72478681,0.77885855
-4.37918959,3.20427270,0.06996709,1.77249679,0.58003069,0.00023868,2.63613149,0.76807439
-4.37318659,3.15152429,0.06827372,1.72575639,0.59758234,0.00023911,2.55350374,0.75851963
-4.36718359,3.10296702,0.06676777,1.68296369,0.61352904,0.00024038,2.47797003,0.75048528
-4.36118059,3.05934754,0.06547211,1.64481461,0.62765401,0.00024259,2.41036280,0.74422027
-4.35517759,3.02121464,0.06440261,1.61186003,0.63975802,0.00024579,2.35125947,0.73992051
-4.34917459,2.98889831,0.06356768,1.58448661,0.64966317,0.00025002,2.30096966,0.73771995
-4.34317159,2.96249720,0.06296807,1.56290378,0.65721637,0.00025527,2.25953112,0.73768417
-4.33716858,2.94187537,0.06259690,1.54713722,0.66229269,0.00026153,2.22671459,0.73980677
-4.33116558,2.92666878,0.06243998,1.53702952,0.66479838,0.00026872,2.20203776,0.74400878
-4.32516258,2.91630130,0.06247638,1.53224795,0.66467338,0.00027675,2.18478781,0.75014113
-4.31915958,2.91001007,0.06267918,1.53229922,0.66189354,0.00028551,2.17405206,0.75799034
-4.31315658,2.90687924,0.06301657,1.53655086,0.65647217,0.00029483,2.16875557,0.76728696
-4.30715358,2.90588099,0.06345297,1.54425833,0.64846105,0.00030456,2.16770452,0.77771679
