energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-6.00000000,2.78034210,0.01006320,0.01124945,1.02688552,0.83085261,0.02573555,1.76850087,0.38612640,0.10103715
-5.99399700,2.86313881,0.01066589,0.01172768,1.06768682,0.84825099,0.02636724,1.82464891,0.39698384,0.10478383
-5.98799400,2.93825443,0.01127415,0.01220061,1.10535743,0.86326224,0.02692971,1.87594596,0.40686269,0.10825524
-5.98199100,3.00511351,0.01188319,0.01266572,1.13947159,0.87582037,0.02742283,1.92198287,0.41567820,0.11142084
-5.97598799,3.06324553,0.01248755,0.01312023,1.16964881,0.88588661,0.02784762,1.96242017,0.42335654,0.11425534
-5.96998499,3.11229398,0.01308118,0.01356107,1.19556307,0.89344925,0.02820619,1.99699507,0.42983653,0.11673931
-5.96398199,3.15202314,0.01365758,0.01398499,1.21695074,0.89852319,0.02850163,2.02552675,0.43507112,0.11885963
-5.95797899,3.18232212,0.01420998,0.01438848,1.23361713,0.90114912,0.02873788,2.04791969,0.43902883,0.12060971
-5.95197599,3.20320591,0.01473151,0.01476791,1.24544115,0.90139235,0.02891960,2.06416477,0.44169478,0.12198947
-5.94597299,3.21481326,0.01521546,0.01511953,1.25237813,0.89934116,0.02905202,2.07433807,0.44307144,0.12300512
-5.93996998,3.21740117,0.01565553,0.01543957,1.25446046,0.89510484,0.02914072,2.07859722,0.44317898,0.12366865
-5.93396698,3.21133623,0.01604607,0.01572428,1.25179609,0.88881125,0.02919143,2.07717543,0.44205520,0.12399719
-5.92796398,3.19708284,0.01638232,0.01597005,1.24456493,0.88060399,0.02920991,2.07037332,0.43975492,0.12401209
-5.92196098,3.17518877,0.01666065,0.01617350,1.23301322,0.87063915,0.02920164,2.05854884,0.43634897,0.12373797
-5.91595798,3.14626831,0.01687871,0.01633152,1.21744609,0.85908184,0.02917171,2.04210552,0.43192266,0.12320155
-5.90995498,3.11098390,0.01703560,0.01644141,1.19821867,0.84610229,0.02912461,2.02147965,0.42657378,0.12243059
-5.90395198,3.07002657,0.01713189,0.01650093,1.17572590,0.83187197,0.02906406,1.99712674,0.42041030,0.12145269
-5.89794897,3.02409627,0.01716968,0.01650837,1.15039162,0.81655958,0.02899289,1.96950782,0.41354764,0.12029427
-5.89194597,2.97388262,0.01715253,0.01646260,1.12265725,0.80032721,0.02891291,1.93907631,0.40610580,0.11897961
-5.88594297,2.92004700,0.01708532,0.01636313,1.09297048,0.78332673,0.02882490,1.90626570,0.39820628,0.11753006
-5.87993997,2.86320678,0.01697404,0.01621011,1.06177444,0.76569669,0.02872852,1.87147886,0.38996908,0.11596345
-5.87393697,2.80392215,0.01682562,0.01600437,1.02949767,0.74755973,0.02862240,1.83507926,0.38150972,0.11429371
-5.86793397,2.74268628,0.01664757,0.01574738,0.99654536,0.72902079,0.02850413,1.79738447,0.37293651,0.11253075
-5.86193097,2.67991915,0.01644772,0.01544125,0.96329192,0.71016608,0.02837043,1.75866221,0.36434821,0.11068053
-5.85592796,2.61596518,0.01623389,0.01508871,0.93007539,0.69106295,0.02821728,1.71912916,0.35583205,0.10874539
-5.84992496,2.55109487,0.01601358,0.01469301,0.89719352,0.67176073,0.02804009,1.67895231,0.34746231,0.10672455
-5.84392196,2.48551005,0.01579365,0.01425792,0.86490185,0.65229238,0.02783396,1.63825303,0.33929944,0.10461480
-5.83791896,2.41935263,0.01558013,0.01378763,0.83341356,0.63267698,0.02759384,1.59711324,0.33138986,0.10241133
-5.83191596,2.35271621,0.01537794,0.01328671,0.80290107,0.61292295,0.02731484,1.55558371,0.32376629,0.10010858
-5.82591296,2.28565998,0.01519080,0.01276003,0.77349921,0.59303171,0.02699244,1.51369366,0.31644871,0.09770122
-5.81990995,2.21822409,0.01502113,0.01221266,0.74530973,0.57300184,0.02662273,1.47146149,0.30944592,0.09518503
-5.81390695,2.15044582,0.01487005,0.01164987,0.71840684,0.55283323,0.02620260,1.42890587,0.30275744,0.09255779
-5.80790395,2.08237570,0.01473742,0.01107701,0.69284343,0.53253130,0.02572995,1.38605671,0.29637593,0.08982005
-5.80190095,2.01409272,0.01462194,0.01049950,0.66865774,0.51211092,0.02520382,1.34296554,0.29028974,0.08697576
-5.79589795,1.94571807,0.01452136,0.00992272,0.64588009,0.49159984,0.02462447,1.29971475,0.28448569,0.08403275
-5.78989495,1.87742667,0.01443266,0.00935204,0.62453930,0.47104165,0.02399345,1.25642530,0.27895175,0.08100309
-5.78389195,1.80945606,0.01435225,0.00879274,0.60466859,0.45049790,0.02331358,1.21326259,0.27367967,0.07790315
-5.77788894,1.74211229,0.01427629,0.00824997,0.58631067,0.43004951,0.02258893,1.17044028,0.26866731,0.07475365
