energy_ev,total_up,Pt_p_up,Pt_d_up,Sn_p_up,Sn_d_up,Te_p_up,Te_d_up
-6.00000000,5.73227877,1.70275710,4.25405526,1.09360075,0.00240506,0.61654766,0.00000000
-5.99399700,5.93485377,1.76177262,4.41180072,1.12242343,0.00252921,0.63923387,0.00000000
-5.98799400,6.15978867,1.82645862,4.58635369,1.15487377,0.00266804,0.66415845,0.00000000
-5.98199100,6.40692124,1.89608895,4.77783477,1.19067013,0.00282207,0.69141098,0.00000000
-5.97598799,6.67589899,1.96982940,4.98624786,1.22947615,0.00299170,0.72107570,0.00000000
-5.96998499,6.96620027,2.04676768,5.21148764,1.27091512,0.00317717,0.75322814,0.00000000
-5.96398199,7.27715156,2.12594525,5.45334251,1.31458435,0.00337857,0.78793135,0.00000000
-5.95797899,7.60793879,2.20638934,5.71149205,1.36006841,0.00359578,0.82523161,0.00000000
-5.95197599,7.95761135,2.28714388,5.98549808,1.40695081,0.00382850,0.86515383,0.00000000
-5.94597299,8.32507791,2.36729770,6.27478939,1.45482325,0.00407619,0.90769667,0.00000000
-5.93996998,8.70909435,2.44600913,6.57864073,1.50329233,0.00433810,0.95282756,0.00000000
-5.93396698,9.10824448,2.52252585,6.89614699,1.55198337,0.00461318,1.00047785,0.00000000
-5.92796398,9.52091537,2.59619943,7.22619467,1.60054146,0.00490014,1.05053834,0.00000000
-5.92196098,9.94526954,2.66649438,7.56743244,1.64862992,0.00519738,1.10285541,0.00000000
-5.91595798,10.37921695,2.73299145,7.91824378,1.69592677,0.00550301,1.15722807,0.00000000
-5.90995498,10.82038997,2.79538578,8.27672411,1.74211949,0.00581487,1.21340622,0.00000000
-5.90395198,11.26612484,2.85348019,8.64066547,1.78689915,0.00613047,1.27109029,0.00000000
-5.89794897,11.71345269,2.90717464,9.00755124,1.82995427,0.00644709,1.32993252,0.00000000
-5.89194597,12.15910339,2.95645268,9.37456331,1.87096547,0.00676177,1.38954015,0.00000000
-5.88594297,12.59952442,3.00136595,9.73860337,1.90960144,0.00707131,1.44948036,0.00000000
-5.87993997,13.03091654,3.04201786,10.09632955,1.94551684,0.00737240,1.50928720,0.00000000
-5.87393697,13.44928686,3.07854744,10.44420855,1.97835263,0.00766160,1.56847036,0.00000000
-5.86793397,13.85051920,3.11111423,10.77858272,2.00773910,0.00793546,1.62652546,0.00000000
-5.86193097,14.23045998,3.13988510,11.09575064,2.03330156,0.00819057,1.68294585,0.00000000
-5.85592796,14.58501735,3.16502350,11.39205864,2.05466869,0.00842365,1.73723528,0.00000000
-5.84992496,14.91026984,3.18668136,11.66399998,2.07148299,0.00863161,1.78892111,0.00000000
-5.84392196,15.20258013,3.20499406,11.90831795,2.08341309,0.00881168,1.83756759,0.00000000
-5.83791896,15.45870889,3.22007806,12.12210811,2.09016688,0.00896146,1.88278850,0.00000000
-5.83191596,15.67592304,3.23203115,12.30291521,2.09150494,0.00907898,1.92425876,0.00000000
-5.82591296,15.85209316,3.24093472,12.44881987,2.08725337,0.00916279,1.96172428,0.00000000
-5.81990995,15.98577446,3.24685767,12.55851047,2.07731511,0.00921203,1.99500966,0.00000000
-5.81390695,16.07626687,3.24986120,12.63133641,2.06167902,0.00922640,2.02402319,0.00000000
-5.80790395,16.12365022,3.25000406,12.66733938,2.04042619,0.00920625,2.04875901,0.00000000
-5.80190095,16.12879202,3.24734755,12.66726042,2.01373284,0.00915253,2.06929597,0.00000000
-5.79589795,16.09332648,3.24196002,12.63252174,1.98186956,0.00906680,2.08579338,0.00000000
-5.78989495,16.01960484,3.23392028,12.56518342,1.94519688,0.00895116,2.09848355,0.00000000
-5.78389195,15.91061887,3.22331992,12.46787640,1.90415727,0.00880822,2.10766159,0.00000000
-5.77788894,15.76990041,3.21026445,12.34371445,1.85926386,0.00864098,2.11367264,0.00000000
-5.77188594,15.60140155,3.19487324,12.19618886,1.81108653,0.00845281,2.11689729,0.00000000
-5.76588294,15.40936060,3.17727856,12.02905046,1.76023595,0.00824726,2.11773575,0.00000000
-5.75987994,15.19816034,3.15762397,11.84618431,1.70734636,0.00802802,2.11659144,0.00000000
-5.75387694,14.97218473,3.13606234,11.65148256,1.65305798,0.00779880,2.11385487,0.00000000
-5.74787394,14.73568090,3.11275396,11.44872136,1.59799977,0.00756318,2.10988854,0.00000000
-5.74187094,14.49263243,3.08786489,11.24144699,1.54277345,0.00732456,2.10501350,0.00000000
-5.73586793,14.24664950,3.06156601,11.03287612,1.48793922,0.00708606,2.09949829,0.00000000
-5.72986493,14.00088023,3.03403274,10.82581425,1.43400397,0.00685043,2.09355071,0.00000000
-5.72386193,13.75794653,3.00544560,10.62259508,1.38141218,0.00662001,2.08731283,0.00000000
-5.71785893,13.51990627,2.97599157,10.42504280,1.33053978,0.00639668,2.08085930,0.00000000
-5.71185593,13.28824216,2.94586604,10.23445774,1.28169092,0.00618187,2.07419916,0.00000000
-5.70585293,13.06387618,2.91527511,10.05162488,1.23509764,0.00597650,2.06728077,0.00000000
-5.69984992,12.84720762,2.88443794,9.87684327,1.19092209,0.00578110,2.05999976,0.00000000
-5.69384692,12.63817099,2.85358881,9.70997397,1.14926087,0.00559574,2.05220929,0.00000000
-5.68784392,12.43630987,2.82297846,9.55050283,1.11015121,0.00542015,2.04373217,0.00000000
-5.68184092,12.24086188,2.79287447,9.39761434,1.07357828,0.00525376,2.03437425,0.00000000
-5.67583792,12.05084985,2.76356028,9.25027224,1.03948330,0.00509578,2.02393813,0.00000000
-5.66983492,11.86517434,2.73533287,9.10730286,1.00777196,0.00494526,2.01223680,0.00000000
-5.66383192,11.68270295,2.70849877,8.96747699,0.97832263,0.00480116,1.99910629,0.00000000
-5.65782891,11.50235250,2.68336868,8.82958695,0.95099422,0.00466243,1.98441695,0.00000000
-5.65182591,11.32316078,2.66025068,8.69251570,0.92563325,0.00452807,1.96808279,0.00000000
-5.64582291,11.14434562,2.63944236,8.55529585,0.90208009,0.00439719,1.95006848,0.00000000
-5.63981991,10.96534968,2.62122230,8.41715684,0.88017428,0.00426904,1.93039397,0.00000000
-5.63381691,10.78587042,2.60584110,8.27755952,0.85975881,0.00414307,1.90913640,0.00000000
-5.62781391,10.60587539,2.59351265,8.13621789,0.84068362,0.00401890,1.88642961,0.00000000
-5.62181091,10.42560373,2.58440595,7.99310850,0.82280821,0.00389640,1.86246115,0.00000000
-5.61580790,10.24555528,2.57863797,7.84846833,0.80600361,0.00377561,1.83746733,0.00000000
-5.60980490,10.06646919,2.57626787,7.70278242,0.79015376,0.00365680,1.81172635,0.00000000
-5.60380190,9.88929384,2.57729296,7.55676282,0.77515647,0.00354040,1.78555019,0.00000000
-5.59779890,9.71515046,2.58164660,7.41132048,0.76092401,0.00342698,1.75927540,0.00000000
-5.59179590,9.54529225,2.58919809,7.26753173,0.74738342,0.00331725,1.73325338,0.00000000
-5.58579290,9.38106097,2.59975461,7.12660080,0.73447662,0.00321198,1.70784044,0.00000000
-5.57978989,9.22384272,2.61306511,6.98982016,0.72216019,0.00311198,1.68338805,0.00000000
-5.57378689,9.07502423,2.62882591,6.85852952,0.71040502,0.00301809,1.66023346,0.00000000
-5.56778389,8.93595070,2.64668784,6.73407502,0.69919560,0.00293110,1.63869107,0.00000000
-5.56178089,8.80788617,2.66626447,6.61776920,0.68852906,0.00285176,1.61904468,0.00000000
-5.55577789,8.69197693,2.68714114,6.51085271,0.67841378,0.00278072,1.60154063,0.00000000
-5.54977489,8.58921845,2.70888440,6.41445828,0.66886772,0.00271854,1.58638215,0.00000000
-5.54377189,8.50042612,2.73105150,6.32957761,0.65991628,0.00266565,1.57372474,0.00000000
-5.53776888,8.42621004,2.75319956,6.25703162,0.65158982,0.00262234,1.56367276,0.00000000
-5.53176588,8.36695423,2.77489413,6.19744448,0.64392090,0.00258876,1.55627717,0.00000000
-5.52576288,8.32280035,2.79571699,6.15122208,0.63694123,0.00256491,1.55153435,0.00000000
-5.51975988,8.29363644,2.81527290,6.11853533,0.63067852,0.00255067,1.54938621,0.00000000
-5.51375688,8.27909100,2.83319537,6.09930880,0.62515336,0.00254575,1.54972135,0.00000000
-5.50775388,8.27853288,2.84915129,6.09321536,0.62037625,0.00254975,1.55237742,0.00000000
-5.50175088,8.29107742,2.86284460,6.09967719,0.61634498,0.00256215,1.55714466,0.00000000
-5.49574787,8.31559930,2.87401901,6.11787363,0.61304251,0.00258233,1.56377058,0.00000000
-5.48974487,8.35075244,2.88246000,6.14675622,0.61043550,0.00260957,1.57196581,0.00000000
-5.48374187,8.39499708,2.88799620,6.18507106,0.60847369,0.00264309,1.58141101,0.00000000
-5.47773887,8.44663407,2.89050025,6.23138829,0.60709007,0.00268207,1.59176484,0.00000000
-5.47173587,8.50384591,2.88988942,6.28413850,0.60620209,0.00272563,1.60267274,0.00000000
-5.46573287,8.56474397,2.88612599,6.34165528,0.60571373,0.00277293,1.61377647,0.00000000
-5.45972986,8.62742078,2.87921741,6.40222290,0.60551854,0.00282310,1.62472412,0.00000000
-5.45372686,8.69000591,2.86921634,6.46412782,0.60550335,0.00287534,1.63518027,0.00000000
-5.44772386,8.75072381,2.85622047,6.52571240,0.60555270,0.00292890,1.64483605,0.00000000
-5.44172086,8.80795133,2.84037203,6.58542880,0.60555360,0.00298310,1.65341870,0.00000000
-5.43571786,8.86027281,2.82185681,6.64189109,0.60540052,0.00303740,1.66070024,0.00000000
-5.42971486,8.90653019,2.80090268,6.69392332,0.60500017,0.00309135,1.66650494,0.00000000
-5.42371186,8.94586583,2.77777733,6.74060132,0.60427607,0.00314465,1.67071519,0.00000000
-5.41770885,8.97775576,2.75278511,6.78128625,0.60317227,0.00319715,1.67327551,0.00000000
-5.41170585,9.00203143,2.72626295,6.81564811,0.60165644,0.00324886,1.67419444,0.00000000
-5.40570285,9.01888843,2.69857522,6.84367768,0.59972167,0.00329995,1.67354418,0.00000000
-5.39969985,9.02888126,2.67010757,6.86568610,0.59738724,0.00335072,1.67145790,0.00000000
-5.39369685,9.03290373,2.64125973,6.88229162,0.59469803,0.00340164,1.66812483,0.00000000
-5.38769385,9.03215538,2.61243756,6.89439370,0.59172264,0.00345331,1.66378318,0.00000000
-5.38169085,9.02809500,2.58404435,6.90313546,0.58855040,0.00350642,1.65871131,0.00000000
-5.37568784,9.02238291,2.55647158,6.90985567,0.58528720,0.00356174,1.65321729,0.00000000
-5.36968484,9.01681423,2.53008966,6.91603257,0.58205050,0.00362009,1.64762746,0.00000000
-5.36368184,9.01324618,2.50523853,6.92322159,0.57896373,0.00368230,1.64227434,0.00000000
-5.35767884,9.01352212,2.48221874,6.93298997,0.57615033,0.00374917,1.63748439,0.00000000
-5.35167584,9.01939599,2.46128312,6.94685103,0.57372772,0.00382146,1.63356619,0.00000000
-5.34567284,9.03246018,2.44262934,6.96620094,0.57180154,0.00389979,1.63079944,0.00000000
-5.33966983,9.05407996,2.42639364,6.99226084,0.57046045,0.00398469,1.62942517,0.00000000
-5.33366683,9.08533720,2.41264582,7.02602665,0.56977161,0.00407652,1.62963764,0.00000000
-5.32766383,9.12698559,2.40138588,7.06822853,0.56977723,0.00417544,1.63157804,0.00000000
-5.32166083,9.17941903,2.39254220,7.11930156,0.57049217,0.00428142,1.63533025,0.00000000
-5.31565783,9.24265393,2.38597158,7.17936834,0.57190275,0.00439422,1.64091873,0.00000000
-5.30965483,9.31632598,2.38146099,7.24823390,0.57396677,0.00451340,1.64830842,0.00000000
-5.30365183,9.39970062,2.37873128,7.32539242,0.57661467,0.00463830,1.65740668,0.00000000
-5.29764882,9.49169631,2.37744264,7.41004479,0.57975182,0.00476804,1.66806691,0.00000000
-5.29164582,9.59091898,2.37720183,7.50112578,0.58326165,0.00490161,1.68009371,0.00000000
-5.28564282,9.69570552,2.37757105,7.59733884,0.58700957,0.00503779,1.69324917,0.00000000
-5.27963982,9.80417409,2.37807824,7.69719660,0.59084743,0.00517526,1.70726001,0.00000000
-5.27363682,9.91427872,2.37822861,7.79906500,0.59461829,0.00531259,1.72182527,0.00000000
-5.26763382,10.02386583,2.37751713,7.90120885,0.59816129,0.00544826,1.73662406,0.00000000
-5.26163082,10.13073030,2.37544159,8.00183701,0.60131647,0.00558072,1.75132327,0.00000000
-5.25562781,10.23266912,2.37151584,8.09914545,0.60392934,0.00570841,1.76558485,0.00000000
-5.24962481,10.32753086,2.36528288,8.19135684,0.60585497,0.00582979,1.77907248,0.00000000
-5.24362181,10.41325980,2.35632721,8.27675576,0.60696165,0.00594334,1.79145758,0.00000000
-5.23761881,10.48793378,2.34428616,8.35371891,0.60713388,0.00604764,1.80242446,0.00000000
-5.23161581,10.54979552,2.32885971,8.42074023,0.60627481,0.00614134,1.81167468,0.00000000
-5.22561281,10.59727743,2.30981843,8.47645104,0.60430793,0.00622319,1.81893066,0.00000000
-5.21960980,10.62902023,2.28700936,8.51963564,0.60117817,0.00629209,1.82393863,0.00000000
-5.21360680,10.64388625,2.26035954,8.54924322,0.59685248,0.00634707,1.82647097,0.00000000
-5.20760380,10.64096810,2.22987714,8.56439657,0.59131977,0.00638730,1.82632817,0.00000000
-5.20160080,10.61959382,2.19565028,8.56439874,0.58459047,0.00641214,1.82334058,0.00000000
-5.19559780,10.57932946,2.15784363,8.54873816,0.57669569,0.00642110,1.81736996,0.00000000
-5.18959480,10.51997984,2.11669300,8.51709293,0.56768610,0.00641388,1.80831104,0.00000000
-5.18359180,10.44158834,2.07249836,8.46933471,0.55763050,0.00639035,1.79609314,0.00000000
-5.17758879,10.34443595,2.02561550,8.40553239,0.54661431,0.00635058,1.78068185,0.00000000
-5.17158579,10.22903987,1.97644691,8.32595534,0.53473784,0.00629485,1.76208076,0.00000000
-5.16558279,10.09615145,1.92543216,8.23107607,0.52211452,0.00622359,1.74033319,0.00000000
-5.15957979,9.94675302,1.87303819,8.12157159,0.50886894,0.00613745,1.71552371,0.00000000
-5.15357679,9.78205285,1.81974978,7.99832278,0.49513494,0.00603725,1.68777939,0.00000000
-5.14757379,9.60347761,1.76606045,7.86241093,0.48105344,0.00592399,1.65727048,0.00000000
-5.14157079,9.41266103,1.71246400,7.71511045,0.46677031,0.00579882,1.62421038,0.00000000
-5.13556778,9.21142811,1.65944659,7.55787706,0.45243398,0.00566305,1.58885471,0.00000000
