energy_ev,total_up,C_s_up,C_p_up,Hf_p_up,Hf_d_up,Mn_p_up,Mn_d_up,Te_p_up,Te_d_up
-5.69384692,6.20046185,0.01688626,1.61846849,2.10704340,2.59149136,0.78531484,0.57600573,2.01914838,0.00000000
-5.68784392,6.10008864,0.01645837,1.63159084,2.10686209,2.60706757,0.75712473,0.55224950,1.93846167,0.00000000
-5.68184092,5.98298046,0.01600314,1.63925027,2.10022554,2.61396175,0.72711204,0.52742227,1.85369788,0.00000000
-5.67583792,5.85158302,0.01553222,1.64153474,2.08750317,2.61239328,0.69579607,0.50196010,1.76629075,0.00000000
-5.66983492,5.70843454,0.01505699,1.63859049,2.06912365,2.60266793,0.66370907,0.47628838,1.67766452,0.00000000
-5.66383192,5.55610417,0.01458826,1.63061594,2.04556324,2.58516643,0.63138549,0.45081238,1.58920365,0.00000000
-5.65782891,5.39713417,0.01413592,1.61785497,2.01733392,2.56033249,0.59935168,0.42590889,1.50222548,0.00000000
-5.65182591,5.23398737,0.01370870,1.60058990,1.98497159,2.52866058,0.56811646,0.40191915,1.41795651,0.00000000
-5.64582291,5.06900077,0.01331393,1.57913424,1.94902472,2.49068405,0.53816245,0.37914338,1.33751229,0.00000000
-5.63981991,4.90434610,0.01295742,1.55382563,1.91004353,2.44696367,0.50993840,0.35783667,1.26188138,0.00000000
-5.63381691,4.74199759,0.01264330,1.52501900,1.86857001,2.39807706,0.48385230,0.33820640,1.19191306,0.00000000
-5.62781391,4.58370714,0.01237401,1.49308020,1.82512900,2.34460912,0.46026540,0.32041115,1.12830883,0.00000000
-5.62181091,4.43098664,0.01215031,1.45838015,1.78022023,2.28714355,0.43948717,0.30456078,1.07161730,0.00000000
-5.61580790,4.28509712,0.01197132,1.42128968,1.73431175,2.22625570,0.42177093,0.29071781,1.02223229,0.00000000
-5.60980490,4.14704417,0.01183468,1.38217500,1.68783443,2.16250648,0.40731039,0.27889977,0.98039376,0.00000000
-5.60380190,4.01757918,0.01173666,1.34139395,1.64117786,2.09643762,0.39623692,0.26908239,0.94619128,0.00000000
-5.59779890,3.89720555,0.01167242,1.29929283,1.59468757,2.02856784,0.38861771,0.26120353,0.91956971,0.00000000
-5.59179590,3.78618954,0.01163622,1.25620402,1.54866341,1.95939011,0.38445468,0.25516759,0.90033696,0.00000000
-5.58579290,3.68457495,0.01162167,1.21244405,1.50335927,1.88936966,0.38368452,0.25085038,0.88817346,0.00000000
-5.57978989,3.59220120,0.01162199,1.16831231,1.45898395,1.81894274,0.38617958,0.24810422,0.88264340,0.00000000
-5.57378689,3.50872440,0.01163033,1.12409017,1.41570317,1.74851590,0.39175007,0.24676316,0.88320750,0.00000000
-5.56778389,3.43364100,0.01163996,1.08004052,1.37364262,1.67846573,0.40014739,0.24664833,0.88923726,0.00000000
-5.56178089,3.36631359,0.01164462,1.03640771,1.33289203,1.60913907,0.41106886,0.24757318,0.90003063,0.00000000
-5.55577789,3.30599873,0.01163869,0.99341775,1.29351000,1.54085344,0.42416377,0.24934869,0.91482898,0.00000000
-5.54977489,3.25187627,0.01161743,0.95127883,1.25552975,1.47389788,0.43904087,0.25178833,0.93283523,0.00000000
-5.54377189,3.20308005,0.01157718,0.91018214,1.21896534,1.40853410,0.45527714,0.25471287,0.95323299,0.00000000
-5.53776888,3.15872926,0.01151550,0.87030291,1.18381845,1.34499794,0.47242779,0.25795480,0.97520636,0.00000000
-5.53176588,3.11796037,0.01143132,0.83180174,1.15008544,1.28350128,0.49003723,0.26136247,0.99796009,0.00000000
-5.52576288,3.07995851,0.01132498,0.79482613,1.11776447,1.22423425,0.50765085,0.26480373,1.02073965,0.00000000
-5.51975988,3.04398805,0.01119833,0.75951224,1.08686249,1.16736788,0.52482715,0.26816910,1.04285066,0.00000000
-5.51375688,3.00942116,0.01105472,0.72598672,1.05740182,1.11305709,0.54114994,0.27137433,1.06367720,0.00000000
-5.50775388,2.97576368,0.01089900,0.69436876,1.02942610,1.06144392,0.55624006,0.27436231,1.08269818,0.00000000
-5.50175088,2.94267707,0.01073740,0.66477195,1.00300529,1.01266092,0.56976634,0.27710422,1.09950140,0.00000000
-5.49574787,2.90999565,0.01057753,0.63730615,0.97823941,0.96683455,0.58145512,0.27959994,1.11379443,0.00000000
-5.48974487,2.87773808,0.01042817,0.61207897,0.95526083,0.92408829,0.59109812,0.28187752,1.12541198,0.00000000
-5.48374187,2.84611212,0.01029916,0.58919692,0.93423496,0.88454542,0.59855814,0.28399185,1.13431913,0.00000000
-5.47773887,2.81551225,0.01020118,0.56876596,0.91535894,0.84833101,0.60377235,0.28602235,1.14061023,0.00000000
-5.47173587,2.78650944,0.01014553,0.55089141,0.89885841,0.81557307,0.60675296,0.28806987,1.14450322,0.00000000
-5.46573287,2.75983312,0.01014390,0.53567696,0.88498233,0.78640257,0.60758513,0.29025273,1.14632943,0.00000000
-5.45972986,2.73634537,0.01020807,0.52322297,0.87399572,0.76095216,0.60642218,0.29270198,1.14651902,0.00000000
-5.45372686,2.71700807,0.01034959,0.51362367,0.86617068,0.73935354,0.60347830,0.29555608,1.14558258,0.00000000
-5.44772386,2.70284366,0.01057951,0.50696370,0.86177583,0.72173342,0.59901889,0.29895514,1.14408936,0.00000000
-5.44172086,2.69489096,0.01090801,0.50331364,0.86106437,0.70820809,0.59334902,0.30303480,1.14264293,0.00000000
-5.43571786,2.69415750,0.01134407,0.50272511,0.86426153,0.69887691,0.58680049,0.30792008,1.14185523,0.00000000
-5.42971486,2.70157028,0.01189515,0.50522522,0.87155144,0.69381479,0.57971790,0.31371930,1.14231999,0.00000000
-5.42371186,2.71792677,0.01256681,0.51081099,0.88306430,0.69306406,0.57244449,0.32051847,1.14458652,0.00000000
-5.41770885,2.74384850,0.01336247,0.51944377,0.89886430,0.69662618,0.56530824,0.32837614,1.14913502,0.00000000
-5.41170585,2.77973910,0.01428307,0.53104416,0.91893882,0.70445369,0.55860879,0.33731914,1.15635443,0.00000000
-5.40570285,2.82574894,0.01532689,0.54548762,0.94318947,0.71644293,0.55260587,0.34733930,1.16652373,0.00000000
-5.39969985,2.88174808,0.01648933,0.56260126,0.97142562,0.73242792,0.54750955,0.35839136,1.17979753,0.00000000
-5.39369685,2.94730909,0.01776283,0.58216191,1.00336061,0.75217605,0.54347278,0.37039214,1.19619656,0.00000000
-5.38769385,3.02170078,0.01913680,0.60389593,1.03861119,0.77538578,0.54058650,0.38322108,1.21560348,0.00000000
-5.38169085,3.10389363,0.02059773,0.62748079,1.07670035,0.80168693,0.53887745,0.39672223,1.23776426,0.00000000
-5.37568784,3.19257702,0.02212925,0.65254866,1.11706359,0.83064355,0.53830870,0.41070760,1.26229508,0.00000000
-5.36968484,3.28618803,0.02371243,0.67869189,1.15905862,0.86175967,0.53878283,0.42496177,1.28869442,0.00000000
-5.36368184,3.38295095,0.02532608,0.70547051,1.20197835,0.89448791,0.54014757,0.43924770,1.31635996,0.00000000
-5.35767884,3.48092618,0.02694720,0.73242136,1.24506679,0.92824064,0.54220356,0.45331349,1.34460951,0.00000000
-5.35167584,3.57806691,0.02855143,0.75906879,1.28753730,0.96240365,0.54471382,0.46689987,1.37270517,0.00000000
-5.34567284,3.67228139,0.03011367,0.78493650,1.32859286,0.99635164,0.54741451,0.47974817,1.39987966,0.00000000
-5.33966983,3.76149843,0.03160866,0.80956004,1.36744742,1.02946530,0.55002648,0.49160850,1.42536389,0.00000000
-5.33366683,3.84373368,0.03301168,0.83249967,1.40334768,1.06114902,0.55226705,0.50224774,1.44841445,0.00000000
-5.32766383,3.91715412,0.03429917,0.85335293,1.43559457,1.09084884,0.55386155,0.51145715,1.46834017,0.00000000
-5.32166083,3.98013808,0.03544945,0.87176650,1.46356350,1.11806973,0.55455418,0.51905932,1.48452651,0.00000000
-5.31565783,4.03132870,0.03644325,0.88744684,1.48672276,1.14239148,0.55411768,0.52491402,1.49645701,0.00000000
-5.30965483,4.06967846,0.03726435,0.90016910,1.50464922,1.16348259,0.55236153,0.52892301,1.50373091,0.00000000
-5.30365183,4.09448331,0.03790001,0.90978402,1.51704079,1.18111140,0.54913840,0.53103334,1.50607643,0.00000000
-5.29764882,4.10540491,0.03834135,0.91622239,1.52372517,1.19515409,0.54434867,0.53123927,1.50335929,0.00000000
-5.29164582,4.10248032,0.03858363,0.91949693,1.52466446,1.20559886,0.53794295,0.52958261,1.49558611,0.00000000
-5.28564282,4.08611883,0.03862633,0.91970143,1.51995555,1.21254634,0.52992257,0.52615143,1.48290301,0.00000000
-5.27963982,4.05708602,0.03847319,0.91700718,1.50982610,1.21620587,0.52033817,0.52107742,1.46558934,0.00000000
-5.27363682,4.01647596,0.03813204,0.91165677,1.49462652,1.21688780,0.50928664,0.51453170,1.44404706,0.00000000
-5.26763382,3.96567263,0.03761451,0.90395550,1.47481797,1.21499203,0.49690645,0.50671959,1.41878626,0.00000000
-5.26163082,3.90630210,0.03693570,0.89426068,1.45095700,1.21099318,0.48337190,0.49787421,1.39040761,0.00000000
-5.25562781,3.84017750,0.03611360,0.88296927,1.42367748,1.20542285,0.46888637,0.48824939,1.35958234,0.00000000
-5.24962481,3.76923874,0.03516857,0.87050423,1.39367025,1.19884974,0.45367512,0.47811208,1.32703070,0.00000000
-5.24362181,3.69548941,0.03412268,0.85730018,1.36166160,1.19185823,0.43797776,0.46773446,1.29349961,0.00000000
-5.23761881,3.62093316,0.03299902,0.84378890,1.32839098,1.18502645,0.42204085,0.45738614,1.25974055,0.00000000
-5.23161581,3.54751177,0.03182102,0.83038510,1.29458916,1.17890443,0.40611083,0.44732660,1.22648809,0.00000000
-5.22561281,3.47704724,0.03061180,0.81747308,1.26095728,1.17399349,0.39042754,0.43779821,1.19444019,0.00000000
-5.21960980,3.41118977,0.02939348,0.80539484,1.22814766,1.17072743,0.37521851,0.42902004,1.16424050,0.00000000
-5.21360680,3.35137336,0.02818667,0.79443977,1.19674707,1.16945644,0.36069410,0.42118254,1.13646339,0.00000000
-5.20760380,3.29878045,0.02700994,0.78483672,1.16726284,1.17043435,0.34704376,0.41444343,1.11160200,0.00000000
-5.20160080,3.25431660,0.02587942,0.77674827,1.14011239,1.17380968,0.33443322,0.40892471,1.09005953,0.00000000
-5.19559780,3.21859585,0.02480854,0.77026772,1.11561627,1.17962094,0.32300272,0.40471104,1.07214395,0.00000000
-5.18959480,3.19193691,0.02380784,0.76541869,1.09399500,1.18779637,0.31286628,0.40184934,1.05806609,0.00000000
-5.18359180,3.17437007,0.02288488,0.76215736,1.07536961,1.19815801,0.30411174,0.40034969,1.04794091,0.00000000
-5.17758879,3.16565414,0.02204428,0.76037724,1.05976566,1.21043013,0.29680172,0.40018749,1.04179191,0.00000000
-5.17158579,3.16530243,0.02128792,0.75991611,1.04712051,1.22425148,0.29097515,0.40130655,1.03955809,0.00000000
-5.16558279,3.17261649,0.02061507,0.76056502,1.03729338,1.23919087,0.28664928,0.40362326,1.04110323,0.00000000
-5.15957979,3.18672591,0.02002277,0.76207876,1.03007767,1.25476548,0.28382215,0.40703135,1.04622692,0.00000000
-5.15357679,3.20663238,0.01950614,0.76418737,1.02521485,1.27046098,0.28247516,0.41140724,1.05467676,0.00000000
-5.14757379,3.23125603,0.01905880,0.76660831,1.02240942,1.28575264,0.28257577,0.41661560,1.06616129,0.00000000
-5.14157079,3.25948200,0.01867326,0.76905857,1.02134403,1.30012646,0.28408014,0.42251494,1.08036292,0.00000000
-5.13556778,3.29020519,0.01834136,0.77126641,1.02169432,1.31309946,0.28693549,0.42896302,1.09695045,0.00000000
-5.12956478,3.32237140,0.01805463,0.77298206,1.02314265,1.32423816,0.29108232,0.43582169,1.11559053,0.00000000
-5.12356178,3.35501321,0.01780470,0.77398707,1.02539026,1.33317450,0.29645618,0.44296118,1.13595782,0.00000000
-5.11755878,3.38727916,0.01758359,0.77410187,1.02816743,1.33961858,0.30298911,0.45026354,1.15774323,0.00000000
-5.11155578,3.41845546,0.01738397,0.77319134,1.03124120,1.34336769,0.31061066,0.45762514,1.18066035,0.00000000
-5.10555278,3.44797947,0.01719940,0.77116816,1.03442060,1.34431137,0.31924850,0.46495820,1.20444963,0.00000000
-5.09954977,3.47544505,0.01702447,0.76799392,1.03755915,1.34243240,0.32882876,0.47219127,1.22888052,0.00000000
-5.09354677,3.50060004,0.01685485,0.76367804,1.04055494,1.33780381,0.33927603,0.47926892,1.25375171,0.00000000
-5.08754377,3.52333662,0.01668735,0.75827469,1.04334833,1.33058232,0.35051324,0.48615043,1.27888958,0.00000000
-5.08154077,3.54367575,0.01651987,0.75187792,1.04591769,1.32099856,0.36246144,0.49280796,1.30414538,0.00000000
-5.07553777,3.56174691,0.01635137,0.74461536,1.04827368,1.30934485,0.37503958,0.49922416,1.32939144,0.00000000
-5.06953477,3.57776499,0.01618167,0.73664093,1.05045234,1.29596112,0.38816447,0.50538959,1.35451692,0.00000000
-5.06353177,3.59200555,0.01601141,0.72812691,1.05250780,1.28121984,0.40175092,0.51129997,1.37942348,0.00000000
-5.05752876,3.60478044,0.01584183,0.71925579,1.05450483,1.26551073,0.41571213,0.51695373,1.40402135,0.00000000
-5.05152576,3.61641481,0.01567467,0.71021238,1.05651188,1.24922590,0.42996043,0.52234975,1.42822610,0.00000000
-5.04552276,3.62722700,0.01551194,0.70117651,1.05859484,1.23274615,0.44440831,0.52748564,1.45195634,0.00000000
-5.03951976,3.63751186,0.01535583,0.69231649,1.06081198,1.21642886,0.45896965,0.53235651,1.47513255,0.00000000
-5.03351676,3.64752821,0.01520856,0.68378379,1.06321005,1.20059799,0.47356118,0.53695435,1.49767690,0.00000000
-5.02751376,3.65749044,0.01507224,0.67570884,1.06582174,1.18553623,0.48810403,0.54126796,1.51951413,0.00000000
-5.02151076,3.66756400,0.01494880,0.66819807,1.06866441,1.17147950,0.50252514,0.54528330,1.54057307,0.00000000
-5.01550775,3.67786442,0.01483988,0.66133229,1.07173995,1.15861368,0.51675857,0.54898436,1.56078870,0.00000000
-5.00950475,3.68845897,0.01474681,0.65516611,1.07503552,1.14707338,0.53074641,0.55235408,1.58010423,0.00000000
-5.00350175,3.69937017,0.01467052,0.64972837,1.07852504,1.13694252,0.54443931,0.55537559,1.59847304,0.00000000
-4.99749875,3.71058043,0.01461153,0.64502340,1.08217100,1.12825629,0.55779647,0.55803321,1.61586002,0.00000000
-4.99149575,3.72203682,0.01456996,0.64103286,1.08592646,1.12100428,0.57078505,0.56031347,1.63224210,0.00000000
-4.98549275,3.73365558,0.01454545,0.63771809,1.08973695,1.11513440,0.58337913,0.56220576,1.64760804,0.00000000
-4.97948974,3.74532584,0.01453727,0.63502260,1.09354222,1.11055721,0.59555811,0.56370285,1.66195712,0.00000000
-4.97348674,3.75691259,0.01454422,0.63287483,1.09727765,1.10715061,0.60730486,0.56480103,1.67529723,0.00000000
-4.96748374,3.76825886,0.01456474,0.63119086,1.10087534,1.10476467,0.61860366,0.56550013,1.68764236,0.00000000
-4.96148074,3.77918773,0.01459691,0.62987709,1.10426506,1.10322643,0.62943822,0.56580332,1.69900987,0.00000000
-4.95547774,3.78950453,0.01463847,0.62883298,1.10737503,1.10234484,0.63978998,0.56571707,1.70941811,0.00000000
-4.94947474,3.79900006,0.01468691,0.62795361,1.11013285,1.10191572,0.64963686,0.56525109,1.71888465,0.00000000
-4.94347174,3.80745543,0.01473955,0.62713238,1.11246658,1.10172691,0.65895279,0.56441865,1.72742561,0.00000000
-4.93746873,3.81464908,0.01479357,0.62626362,1.11430641,1.10156357,0.66770804,0.56323722,1.73505646,0.00000000
-4.93146573,3.82036653,0.01484617,0.62524532,1.11558669,1.10121379,0.67587056,0.56172961,1.74179454,0.00000000
-4.92546273,3.82441287,0.01489461,0.62398188,1.11624877,1.10047444,0.68340833,0.55992558,1.74766337,0.00000000
-4.91945973,3.82662796,0.01493639,0.62238687,1.11624438,1.09915714,0.69029257,0.55786391,1.75269865,0.00000000
-4.91345673,3.82690385,0.01496935,0.62038586,1.11553958,1.09709444,0.69650192,0.55559486,1.75695583,0.00000000
-4.90745373,3.82520376,0.01499178,0.61791909,1.11411923,1.09414578,0.70202713,0.55318289,1.76051877,0.00000000
-4.90145073,3.82158146,0.01500255,0.61494397,1.11199152,1.09020320,0.70687615,0.55070937,1.76350892,0.00000000
-4.89544772,3.81620006,0.01500124,0.61143735,1.10919258,1.08519645,0.71107928,0.54827520,1.76609452,0.00000000
-4.88944472,3.80934873,0.01498819,0.60739727,1.10579070,1.07909727,0.71469401,0.54600298,1.76849900,0.00000000
-4.88344172,3.80145625,0.01496461,0.60284431,1.10188988,1.07192244,0.71780920,0.54403853,1.77100796,0.00000000
-4.87743872,3.79310004,0.01493261,0.59782220,1.09763256,1.06373566,0.72054838,0.54255155,1.77397397,0.00000000
-4.87143572,3.78500970,0.01489524,0.59239779,1.09320108,1.05464780,0.72307167,0.54173527,1.77781871,0.00000000
-4.86543272,3.77806433,0.01485641,0.58666034,1.08881786,1.04481551,0.72557632,0.54180482,1.78303202,0.00000000
-4.85942971,3.77328318,0.01482093,0.58071996,1.08474413,1.03443832,0.72829551,0.54299444,1.79016738,0.00000000
-4.85342671,3.77180940,0.01479436,0.57470547,1.08127702,1.02375396,0.73149546,0.54555332,1.79983394,0.00000000
-4.84742371,3.77488725,0.01478290,0.56876155,1.07874525,1.01303247,0.73547067,0.54974030,1.81268493,0.00000000
-4.84142071,3.78383311,0.01479327,0.56304534,1.07750324,1.00256886,0.74053757,0.55581747,1.82940277,0.00000000
-4.83541771,3.80000125,0.01483252,0.55772266,1.07792390,0.99267488,0.74702651,0.56404284,1.85068125,0.00000000
-4.82941471,3.82474512,0.01490782,0.55296390,1.08039021,0.98367013,0.75527241,0.57466236,1.87720521,0.00000000
-4.82341171,3.85937563,0.01502627,0.54893961,1.08528568,0.97587266,0.76560432,0.58790157,1.90962840,0.00000000
-4.81740870,3.90511737,0.01519466,0.54581612,1.09298402,0.96958952,0.77833417,0.60395703,1.94855014,0.00000000
-4.81140570,3.96306437,0.01541924,0.54375112,1.10383809,0.96510755,0.79374502,0.62298811,1.99449159,0.00000000
-4.80540270,4.03413653,0.01570547,0.54288924,1.11816840,0.96268444,0.81207937,0.64510908,2.04787238,0.00000000
-4.79939970,4.11903824,0.01605785,0.54335792,1.13625143,0.96254059,0.83352758,0.67038213,2.10898833,0.00000000
-4.79339670,4.21822040,0.01647963,0.54526336,1.15830792,0.96485173,0.85821720,0.69881138,2.17799123,0.00000000
-4.78739370,4.33184710,0.01697267,0.54868690,1.18449162,0.96974252,0.88620327,0.73033815,2.25487121,0.00000000
-4.78139070,4.45976824,0.01753729,0.55368155,1.21487856,0.97728130,0.91746019,0.76483779,2.33944264,0.00000000
-4.77538769,4.60149915,0.01817209,0.56026911,1.24945746,0.98747607,0.95187544,0.80211817,2.43133416,0.00000000
-4.76938469,4.75620826,0.01887387,0.56843768,1.28812161,1.00027181,0.98924552,0.84191993,2.52998336,0.00000000
-4.76338169,4.92271368,0.01963762,0.57813978,1.33066257,1.01554922,1.02927439,0.88391867,2.63463680,0.00000000
-4.75737869,5.09948953,0.02045649,0.58929117,1.37676630,1.03312499,1.07157459,0.92772901,2.74435551,0.00000000
-4.75137569,5.28468231,0.02132187,0.60177056,1.42601204,1.05275362,1.11567132,0.97291057,2.85802638,0.00000000
-4.74537269,5.47613773,0.02222348,0.61542011,1.47787436,1.07413092,1.16100941,1.01897570,2.97437929,0.00000000
-4.73936968,5.67143767,0.02314958,0.63004714,1.53172874,1.09689910,1.20696318,1.06539889,3.09200992,0.00000000
-4.73336668,5.86794696,0.02408717,0.64542678,1.58686080,1.12065352,1.25284910,1.11162755,3.20940769,0.00000000
-4.72736368,6.06286877,0.02502228,0.66130591,1.64247921,1.14495098,1.29794081,1.15709396,3.32498826,0.00000000
-4.72136068,6.25330753,0.02594031,0.67740817,1.69773218,1.16931938,1.34148636,1.20122795,3.43712958,0.00000000
-4.71535768,6.43633729,0.02682635,0.69344002,1.75172723,1.19326864,1.38272681,1.24346997,3.54421045,0.00000000
-4.70935468,6.60907356,0.02766559,0.70909779,1.80355350,1.21630247,1.42091598,1.28328412,3.64465025,0.00000000
-4.70335168,6.76874603,0.02844370,0.72407540,1.85230620,1.23793071,1.45534031,1.32017058,3.73694844,0.00000000
-4.69734867,6.91276963,0.02914724,0.73807261,1.89711198,1.25768191,1.48533840,1.35367720,3.81972233,0.00000000
-4.69134567,7.03881114,0.02976397,0.75080341,1.93715443,1.27511554,1.51031929,1.38340950,3.89174169,0.00000000
-4.68534267,7.14484879,0.03028325,0.76200426,1.97169860,1.28983353,1.52977890,1.40903905,3.95195890,0.00000000
-4.67933967,7.22922256,0.03069627,0.77144188,2.00011341,1.30149072,1.54331395,1.43030969,3.99953335,0.00000000
-4.67333667,7.29067313,0.03099631,0.77892013,2.02189105,1.30980358,1.55063279,1.44704143,4.03384941,0.00000000
-4.66733367,7.32836822,0.03117888,0.78428584,2.03666234,1.31455718,1.55156283,1.45913207,4.05452717,0.00000000
-4.66133067,7.34191529,0.03124179,0.78743316,2.04420751,1.31560995,1.54605414,1.46655635,4.06142583,0.00000000
-4.65532766,7.33136063,0.03118519,0.78830637,2.04446184,1.31289605,1.53417941,1.46936297,4.05463988,0.00000000
-4.64932466,7.29717534,0.03101148,0.78690108,2.03751598,1.30642545,1.51613001,1.46766958,4.03448855,0.00000000
-4.64332166,7.24022923,0.03072515,0.78326354,2.02361094,1.29628171,1.49220874,1.46165625,4.00149922,0.00000000
