energy_ev,total_up,Ag_p_up,Ag_d_up,N_s_up,N_p_up,Rh_p_up,Rh_d_up,Te_p_up,Te_d_up
-3.55677839,1.99458582,0.90332031,0.22774214,0.00200498,0.13759742,0.93710363,1.13264256,0.46013739,0.00000000
-3.55077539,1.96721121,0.88903832,0.22427076,0.00214434,0.13422986,0.92908941,1.11879840,0.45448950,0.00000000
-3.54477239,1.93895291,0.87303037,0.22043319,0.00230306,0.13064986,0.91877370,1.10603051,0.44783652,0.00000000
-3.53876938,1.91060990,0.85545248,0.21629412,0.00248418,0.12690777,0.90654781,1.09487514,0.44036852,0.00000000
-3.53276638,1.88307015,0.83653423,0.21193605,0.00269115,0.12306091,0.89286409,1.08588779,0.43230798,0.00000000
-3.52676338,1.85728264,0.81657141,0.20745684,0.00292779,0.11917218,0.87822115,1.07962442,0.42390336,0.00000000
-3.52076038,1.83422389,0.79591471,0.20296648,0.00319827,0.11530816,0.86314681,1.07662025,0.41542155,0.00000000
-3.51475738,1.81486080,0.77495544,0.19858309,0.00350711,0.11153706,0.84817918,1.07736732,0.40713914,0.00000000
-3.50875438,1.80011140,0.75410875,0.19442843,0.00385915,0.10792637,0.83384718,1.08229168,0.39933329,0.00000000
-3.50275138,1.79080584,0.73379569,0.19062320,0.00425953,0.10454053,0.82065115,1.09173160,0.39227237,0.00000000
-3.49674837,1.78764941,0.71442483,0.18728226,0.00471366,0.10143858,0.80904473,1.10591793,0.38620695,0.00000000
-3.49074537,1.79118978,0.69637460,0.18451012,0.00522722,0.09867206,0.79941886,1.12495779,0.38136154,0.00000000
-3.48474237,1.80179021,0.67997724,0.18239681,0.00580611,0.09628311,0.79208871,1.14882260,0.37792745,0.00000000
-3.47873937,1.81961008,0.66550519,0.18101445,0.00645642,0.09430293,0.78728418,1.17734129,0.37605710,0.00000000
-3.47273637,1.84459407,0.65316061,0.18041451,0.00718439,0.09275074,0.78514450,1.21019929,0.37585993,0.00000000
-3.46673337,1.87647027,0.64306838,0.18062601,0.00799632,0.09163307,0.78571695,1.24694353,0.37740020,0.00000000
-3.46073037,1.91475765,0.63527298,0.18165463,0.00889850,0.09094370,0.78895998,1.28699335,0.38069653,0.00000000
-3.45472736,1.95878223,0.62973913,0.18348279,0.00989707,0.09066391,0.79475013,1.32965716,0.38572322,0.00000000
-3.44872436,2.00770123,0.62635603,0.18607057,0.01099786,0.09076335,0.80289251,1.37415392,0.39241312,0.00000000
-3.44272136,2.06053390,0.62494494,0.18935746,0.01220621,0.09120114,0.81313409,1.41963859,0.40066190,0.00000000
-3.43671836,2.11619729,0.62526930,0.19326485,0.01352669,0.09192746,0.82517894,1.46523043,0.41033327,0.00000000
-3.43071536,2.17354519,0.62704705,0.19769897,0.01496284,0.09288526,0.83870453,1.51004272,0.42126496,0.00000000
-3.42471236,2.23140829,0.62996415,0.20255428,0.01651688,0.09401225,0.85337817,1.55321249,0.43327501,0.00000000
-3.41870935,2.28863342,0.63368864,0.20771705,0.01818931,0.09524292,0.86887255,1.59392889,0.44616809,0.00000000
-3.41270635,2.34412013,0.63788456,0.21306894,0.01997864,0.09651056,0.88487964,1.63145879,0.45974136,0.00000000
-3.40670335,2.39685283,0.64222487,0.21849057,0.02188094,0.09774921,0.90112202,1.66516849,0.47378990,0.00000000
-3.40070035,2.44592723,0.64640300,0.22386473,0.02388960,0.09889552,0.91736134,1.69454054,0.48811118,0.00000000
-3.39469735,2.49056999,0.65014232,0.22907930,0.02599500,0.09989033,0.93340319,1.71918496,0.50250863,0.00000000
-3.38869435,2.53015110,0.65320340,0.23402970,0.02818430,0.10068005,0.94909853,1.73884451,0.51679417,0.00000000
-3.38269135,2.56418872,0.65538880,0.23862084,0.03044133,0.10121781,0.96434160,1.75339396,0.53078977,0.00000000
-3.37668834,2.59234694,0.65654532,0.24276857,0.03274652,0.10146425,0.97906453,1.76283357,0.54432804,0.00000000
-3.37068534,2.61442699,0.65656394,0.24640056,0.03507707,0.10138810,0.99322932,1.76727742,0.55725205,0.00000000
-3.36468234,2.63035288,0.65537762,0.24945676,0.03740711,0.10096647,1.00681764,1.76693735,0.56941462,0.00000000
-3.35867934,2.64015291,0.65295735,0.25188931,0.03970817,0.10018485,1.01981939,1.76210361,0.58067719,0.00000000
-3.35267634,2.64393832,0.64930684,0.25366218,0.04194961,0.09903696,1.03222072,1.75312330,0.59090858,0.00000000
-3.34667334,2.64188061,0.64445632,0.25475043,0.04409931,0.09752431,1.04399240,1.74037792,0.59998389,0.00000000
-3.34067034,2.63418910,0.63845608,0.25513930,0.04612442,0.09565570,1.05507948,1.72426135,0.60778366,0.00000000
-3.33466733,2.62109014,0.63136992,0.25482312,0.04799219,0.09344652,1.06539289,1.70515923,0.61419354,0.00000000
-3.32866433,2.60280900,0.62326927,0.25380422,0.04967087,0.09091799,1.07480353,1.68343104,0.61910459,0.00000000
-3.32266133,2.57955572,0.61422806,0.25209184,0.05113062,0.08809632,1.08313955,1.65939550,0.62241421,0.00000000
-3.31665833,2.55151528,0.60431876,0.24970110,0.05234441,0.08501186,1.09018681,1.63332013,0.62402777,0.00000000
-3.31065533,2.51884269,0.59360971,0.24665218,0.05328885,0.08169826,1.09569278,1.60541518,0.62386088,0.00000000
-3.30465233,2.48166293,0.58216379,0.24296958,0.05394494,0.07819157,1.09937362,1.57583211,0.62184215,0.00000000
-3.29864932,2.44007540,0.57003835,0.23868163,0.05429865,0.07452947,1.10092415,1.54466649,0.61791633,0.00000000
-3.29264632,2.39416248,0.55728637,0.23382014,0.05434144,0.07075048,1.10003020,1.51196478,0.61204756,0.00000000
-3.28664332,2.34400117,0.54395855,0.22842026,0.05407048,0.06689323,1.09638255,1.47773449,0.60422263,0.00000000
-3.28064032,2.28967699,0.53010605,0.22252046,0.05348880,0.06299587,1.08969186,1.44195692,0.59445387,0.00000000
-3.27463732,2.23129892,0.51578362,0.21616255,0.05260515,0.05909542,1.07970364,1.40460144,0.58278164,0.00000000
-3.26863432,2.16901430,0.50105277,0.20939187,0.05143377,0.05522728,1.06621242,1.36564051,0.56927595,0.00000000
-3.26263132,2.10302249,0.48598457,0.20225734,0.04999391,0.05142483,1.04907439,1.32506435,0.55403731,0.00000000
-3.25662831,2.03358633,0.47066204,0.19481153,0.04830924,0.04771900,1.02821780,1.28289433,0.53719655,0.00000000
-3.25062531,1.96104051,0.45518154,0.18711059,0.04640719,0.04413801,1.00365041,1.23919438,0.51891355,0.00000000
-3.24462231,1.88579618,0.43965335,0.17921407,0.04431808,0.04070712,0.97546380,1.19407961,0.49937482,0.00000000
-3.23861931,1.80834144,0.42420105,0.17118450,0.04207431,0.03744845,0.94383408,1.14772182,0.47879020,0.00000000
-3.23261631,1.72923758,0.40895995,0.16308686,0.03970950,0.03438090,0.90901915,1.10035144,0.45738846,0.00000000
-3.22661331,1.64911113,0.39407449,0.15498782,0.03725757,0.03152004,0.87135256,1.05225613,0.43541223,0.00000000
-3.22061031,1.56864228,0.37969476,0.14695483,0.03475201,0.02887817,0.83123434,1.00377589,0.41311240,0.00000000
-3.21460730,1.48855009,0.36597257,0.13905507,0.03222506,0.02646431,0.78911931,0.95529529,0.39074216,0.00000000
-3.20860430,1.40957554,0.35305702,0.13135438,0.02970712,0.02428434,0.74550346,0.90723323,0.36855098,0.00000000
-3.20260130,1.33246315,0.34109024,0.12391612,0.02722614,0.02234112,0.70090910,0.86003083,0.34677890,0.00000000
-3.19659830,1.25794232,0.33020331,0.11680009,0.02480726,0.02063470,0.65586948,0.81413836,0.32565119,0.00000000
-3.19059530,1.18670939,0.32051286,0.11006159,0.02247246,0.01916245,0.61091375,0.77000176,0.30537385,0.00000000
-3.18459230,1.11941128,0.31211851,0.10375064,0.02024036,0.01791943,0.56655271,0.72804961,0.28612989,0.00000000
-3.17858929,1.05663161,0.30510142,0.09791140,0.01812621,0.01689856,0.52326618,0.68868125,0.26807677,0.00000000
-3.17258629,0.99887998,0.29952402,0.09258195,0.01614184,0.01609095,0.48149226,0.65225653,0.25134494,0.00000000
-3.16658329,0.94658466,0.29543104,0.08779422,0.01429586,0.01548622,0.44161905,0.61908771,0.23603754,0.00000000
-3.16058029,0.90008917,0.29285173,0.08357432,0.01259383,0.01507276,0.40397881,0.58943379,0.22223121,0.00000000
-3.15457729,0.85965243,0.29180310,0.07994304,0.01103851,0.01483812,0.36884477,0.56349733,0.20997798,0.00000000
-3.14857429,0.82545230,0.29229404,0.07691665,0.00963020,0.01476924,0.33643037,0.54142378,0.19930791,0.00000000
-3.14257129,0.79759210,0.29432993,0.07450773,0.00836706,0.01485276,0.30689088,0.52330310,0.19023247,0.00000000
-3.13656828,0.77610920,0.29791736,0.07272623,0.00724546,0.01507531,0.28032684,0.50917329,0.18274825,0.00000000
-3.13056528,0.76098514,0.30306857,0.07158031,0.00626034,0.01542374,0.25678912,0.49902555,0.17684080,0.00000000
-3.12456228,0.75215624,0.30980528,0.07107727,0.00540556,0.01588527,0.23628506,0.49281031,0.17248836,0.00000000
-3.11855928,0.74952383,0.31816125,0.07122410,0.00467416,0.01644776,0.21878519,0.49044394,0.16966514,0.00000000
-3.11255628,0.75296342,0.32818363,0.07202789,0.00405871,0.01709974,0.20423018,0.49181529,0.16834403,0.00000000
-3.10655328,0.76233194,0.33993237,0.07349576,0.00355151,0.01783054,0.19253746,0.49679184,0.16849840,0.00000000
-3.10055028,0.77747259,0.35347790,0.07563453,0.00314481,0.01863036,0.18360735,0.50522491,0.17010307,0.00000000
-3.09454727,0.79821704,0.36889689,0.07844988,0.00283097,0.01949026,0.17732823,0.51695375,0.17313418,0.00000000
-3.08854427,0.82438474,0.38626611,0.08194523,0.00260259,0.02040212,0.17358074,0.53180825,0.17756813,0.00000000
-3.08254127,0.85577958,0.40565479,0.08612020,0.00245254,0.02135867,0.17224087,0.54961027,0.18337956,0.00000000
-3.07653827,0.89218431,0.42711577,0.09096890,0.00237411,0.02235340,0.17318191,0.57017373,0.19053868,0.00000000
-3.07053527,0.93335327,0.45067591,0.09647806,0.00236090,0.02338051,0.17627548,0.59330358,0.19900797,0.00000000
-3.06453227,0.97900419,0.47632642,0.10262514,0.00240692,0.02443487,0.18139175,0.61879406,0.20873867,0.00000000
-3.05852926,1.02881018,0.50401375,0.10937663,0.00250649,0.02551205,0.18839910,0.64642660,0.21966739,0.00000000
-3.05252626,1.08239253,0.53363170,0.11668661,0.00265426,0.02660824,0.19716349,0.67596787,0.23171295,0.00000000
-3.04652326,1.13931576,0.56501544,0.12449579,0.00284512,0.02772037,0.20754790,0.70716835,0.24477402,0.00000000
-3.04052026,1.19908536,0.59793804,0.13273109,0.00307420,0.02884617,0.21941198,0.73976203,0.25872770,0.00000000
-3.03451726,1.26114938,0.63211001,0.14130593,0.00333685,0.02998431,0.23261224,0.77346743,0.27342925,0.00000000
-3.02851426,1.32490408,0.66718212,0.15012126,0.00362858,0.03113459,0.24700306,0.80799039,0.28871327,0.00000000
-3.02251126,1.38970412,0.70275181,0.15906736,0.00394509,0.03229812,0.26243834,0.84302872,0.30439622,0.00000000
-3.01650825,1.45487708,0.73837289,0.16802639,0.00428227,0.03347760,0.27877410,0.87827866,0.32028044,0.00000000
-3.01050525,1.51974201,0.77356851,0.17687559,0.00463624,0.03467753,0.29587186,0.91344318,0.33615944,0.00000000
-3.00450225,1.58363111,0.80784668,0.18549108,0.00500340,0.03590450,0.31360261,0.94824156,0.35182427,0.00000000
-2.99849925,1.64591376,0.84071781,0.19375198,0.00538044,0.03716730,0.33185109,0.98241990,0.36707066,0.00000000
-2.99249625,1.70602126,0.87171325,0.20154472,0.00576444,0.03847716,0.35052023,1.01576193,0.38170662,0.00000000
-2.98649325,1.76347097,0.90040399,0.20876729,0.00615290,0.03984769,0.36953526,1.04809940,0.39555988,0.00000000
-2.98049025,1.81788827,0.92641837,0.21533320,0.00654380,0.04129487,0.38884707,1.07932110,0.40848498,0.00000000
-2.97448724,1.86902452,0.94945774,0.22117489,0.00693561,0.04283676,0.40843463,1.10938004,0.42036932,0.00000000
-2.96848424,1.91676987,0.96930926,0.22624636,0.00732733,0.04449318,0.42830591,1.13829769,0.43113785,0.00000000
-2.96248124,1.96115934,0.98585469,0.23052490,0.00771844,0.04628511,0.44849730,1.16616496,0.44075609,0.00000000
-2.95647824,2.00237156,0.99907487,0.23401170,0.00810887,0.04823395,0.46907106,1.19313926,0.44923112,0.00000000
-2.95047524,2.04071948,1.00904926,0.23673138,0.00849894,0.05036063,0.49011100,1.21943755,0.45661050,0.00000000
-2.94447224,2.07663315,1.01595048,0.23873030,0.00888922,0.05268459,0.51171639,1.24532528,0.46297897,0.00000000
-2.93846923,2.11063512,1.02003407,0.24007381,0.00928042,0.05522263,0.53399426,1.27110162,0.46845322,0.00000000
-2.93246623,2.14330938,1.02162393,0.24084254,0.00967322,0.05798770,0.55705049,1.29708147,0.47317482,0.00000000
-2.92646323,2.17526540,1.02109417,0.24112795,0.01006811,0.06098773,0.58098022,1.32357510,0.47730170,0.00000000
-2.92046023,2.20709919,1.01884836,0.24102725,0.01046519,0.06422451,0.60585796,1.35086648,0.48099880,0.00000000
-2.91445723,2.23935339,1.01529733,0.24063822,0.01086405,0.06769270,0.63172819,1.37919144,0.48442822,0.00000000
-2.90845423,2.27247891,1.01083681,0.24005393,0.01126353,0.07137905,0.65859688,1.40871694,0.48773951,0.00000000
-2.90245123,2.30680018,1.00582614,0.23935790,0.01166170,0.07526191,0.68642474,1.43952276,0.49106076,0.00000000
-2.89644822,2.34248637,1.00056927,0.23861984,0.01205569,0.07931104,0.71512245,1.47158676,0.49449090,0.00000000
-2.89044522,2.37953027,0.99529915,0.23789220,0.01244169,0.08348779,0.74454844,1.50477479,0.49809369,0.00000000
-2.88444222,2.41773632,0.99016641,0.23720783,0.01281499,0.08774569,0.77450948,1.53883583,0.50189383,0.00000000
-2.87843922,2.45671864,0.98523287,0.23657872,0.01317000,0.09203138,0.80476402,1.57340320,0.50587530,0.00000000
-2.87243622,2.49590941,0.98047028,0.23599604,0.01350043,0.09628595,0.83502822,1.60800156,0.50998206,0.00000000
-2.86643322,2.53457715,0.97576422,0.23543132,0.01379945,0.10044656,0.86498453,1.64205980,0.51412114,0.00000000
-2.86043022,2.57185419,0.97092289,0.23483868,0.01405997,0.10444836,0.89429216,1.67492916,0.51816768,0.00000000
-2.85442721,2.60677156,0.96569024,0.23415809,0.01427484,0.10822651,0.92259894,1.70590565,0.52197187,0.00000000
-2.84842421,2.63829985,0.95976245,0.23331932,0.01443722,0.11171837,0.94955393,1.73425583,0.52536712,0.00000000
-2.84242121,2.66539336,0.95280694,0.23224636,0.01454084,0.11486555,0.97482007,1.75924446,0.52817912,0.00000000
-2.83641821,2.68703568,0.94448264,0.23086213,0.01458035,0.11761594,0.99808599,1.78016291,0.53023519,0.00000000
-2.83041521,2.70228397,0.93446042,0.22909302,0.01455156,0.11992539,1.01907652,1.79635673,0.53137333,0.00000000
-2.82441221,2.71031001,0.92244252,0.22687328,0.01445171,0.12175920,1.03756121,1.80725123,0.53145062,0.00000000
-2.81840920,2.71043601,0.90817997,0.22414880,0.01427968,0.12309313,1.05336053,1.81237400,0.53035044,0.00000000
-2.81240620,2.70216373,0.89148718,0.22088020,0.01403615,0.12391398,1.06634939,1.81137334,0.52798813,0.00000000
-2.80640320,2.68519579,0.87225302,0.21704511,0.01372364,0.12421983,1.07645806,1.80403223,0.52431509,0.00000000
-2.80040020,2.65944885,0.85044801,0.21263956,0.01334659,0.12401968,1.08367055,1.79027731,0.51932090,0.00000000
-2.79439720,2.62505842,0.82612746,0.20767839,0.01291131,0.12333280,1.08802073,1.77018297,0.51303382,0.00000000
-2.78839420,2.58237599,0.79943073,0.20219490,0.01242583,0.12218767,1.08958665,1.74397084,0.50551954,0.00000000
-2.78239120,2.53195912,0.77057681,0.19623962,0.01189981,0.12062065,1.08848372,1.71200505,0.49687858,0.00000000
-2.77638819,2.47455590,0.73985676,0.18987847,0.01134429,0.11867445,1.08485710,1.67478400,0.48724247,0.00000000
-2.77038519,2.41108497,0.70762374,0.18319040,0.01077151,0.11639652,1.07887422,1.63292933,0.47676925,0.00000000
-2.76438219,2.34261251,0.67428117,0.17626472,0.01019458,0.11383736,1.07071772,1.58717291,0.46563845,0.00000000
-2.75837919,2.27032773,0.64026983,0.16919821,0.00962730,0.11104899,1.06057948,1.53834264,0.45404597,0.00000000
-2.75237619,2.19551795,0.60605469,0.16209227,0.00908381,0.10808352,1.04865601,1.48734758,0.44219911,0.00000000
-2.74637319,2.11954434,0.57211192,0.15505016,0.00857839,0.10499190,1.03514540,1.43516320,0.43031202,0.00000000
-2.74037019,2.04381901,0.53891679,0.14817443,0.00812517,0.10182293,1.02024588,1.38281684,0.41860167,0.00000000
-2.73436718,1.96978389,0.50693271,0.14156472,0.00773790,0.09862257,1.00415587,1.33137391,0.40728447,0.00000000
-2.72836418,1.89889152,0.47660176,0.13531584,0.00742977,0.09543339,0.98707532,1.28192453,0.39657340,0.00000000
-2.72236118,1.83258746,0.44833686,0.12951620,0.00721316,0.09229433,0.96920776,1.23557083,0.38667578,0.00000000
-2.71635818,1.77229415,0.42251534,0.12424659,0.00709950,0.08924059,0.95076284,1.19341441,0.37779133,0.00000000
-2.71035518,1.71939538,0.39947419,0.11957921,0.00709911,0.08630372,0.93195872,1.15654391,0.37011050,0.00000000
-2.70435218,1.67522108,0.37950637,0.11557692,0.00722102,0.08351169,0.91302379,1.12602214,0.36381280,0.00000000
-2.69834917,1.64103150,0.36285824,0.11229272,0.00747285,0.08088906,0.89419737,1.10287256,0.35906498,0.00000000
-2.69234617,1.61800045,0.34972775,0.10976923,0.00786068,0.07845716,0.87572900,1.08806490,0.35601895,0.00000000
-2.68634317,1.60719726,0.34026311,0.10803829,0.00838890,0.07623407,0.85787610,1.08249963,0.35480928,0.00000000
-2.68034017,1.60956716,0.33456181,0.10712055,0.00906016,0.07423471,0.84089987,1.08699129,0.35555022,0.00000000
-2.67433717,1.62591027,0.33266981,0.10702508,0.00987521,0.07247066,0.82505956,1.10225092,0.35833246,0.00000000
-2.66833417,1.65685962,0.33458083,0.10774894,0.01083287,0.07095002,0.81060538,1.12886767,0.36321941,0.00000000
-2.66233117,1.70285869,0.34023571,0.10927682,0.01192999,0.06967713,0.79777018,1.16729012,0.37024352,0.00000000
-2.65632816,1.76413943,0.34952200,0.11158069,0.01316143,0.06865228,0.78676070,1.21780797,0.37940255,0.00000000
-2.65032516,1.84070170,0.36227375,0.11461959,0.01452013,0.06787142,0.77774859,1.28053460,0.39065626,0.00000000
-2.64432216,1.93229539,0.37827187,0.11833963,0.01599720,0.06732592,0.77086200,1.35539149,0.40392370,0.00000000
-2.63831916,2.03840633,0.39724510,0.12267416,0.01758210,0.06700242,0.76617825,1.44209524,0.41908142,0.00000000
-2.63231616,2.15824715,0.41887180,0.12754430,0.01926289,0.06688284,0.76371799,1.54014801,0.43596276,0.00000000
-2.62631316,2.29075430,0.44278288,0.13285974,0.02102648,0.06694452,0.76344142,1.64883230,0.45435854,0.00000000
-2.62031016,2.43459194,0.46856585,0.13852000,0.02285904,0.06716057,0.76524685,1.76721061,0.47401919,0.00000000
-2.61430715,2.58816347,0.49577021,0.14441601,0.02474637,0.06750043,0.76897168,1.89413076,0.49465843,0.00000000
-2.60830415,2.74963095,0.52391405,0.15043206,0.02667440,0.06793058,0.77439601,2.02823703,0.51595845,0.00000000
-2.60230115,2.91694244,0.55249203,0.15644811,0.02862957,0.06841547,0.78124856,2.16798749,0.53757645,0.00000000
-2.59629815,3.08786690,0.58098439,0.16234234,0.03059935,0.06891855,0.78921484,2.31167730,0.55915243,0.00000000
-2.59029515,3.26003584,0.60886695,0.16799393,0.03257261,0.06940335,0.79794701,2.45746772,0.58031780,0.00000000
-2.58429215,3.43099079,0.63562173,0.17328585,0.03454001,0.06983465,0.80707507,2.60342023,0.60070470,0.00000000
-2.57828914,3.59823498,0.66074795,0.17810778,0.03649425,0.07017959,0.81621880,2.74753485,0.61995534,0.00000000
-2.57228614,3.75928782,0.68377295,0.18235875,0.03843024,0.07040870,0.82499985,2.88779169,0.63773136,0.00000000
-2.56628314,3.91174026,0.70426276,0.18594964,0.04034513,0.07049674,0.83305349,3.02219431,0.65372243,0.00000000
-2.56028014,4.05330906,0.72183190,0.18880536,0.04223824,0.07042343,0.84003937,3.14881368,0.66765400,0.00000000
-2.55427714,4.18188832,0.73615196,0.19086656,0.04411079,0.07017389,0.84565096,3.26583114,0.67929379,0.00000000
-2.54827414,4.29559609,0.74695880,0.19209089,0.04596552,0.06973888,0.84962323,3.37157892,0.68845674,0.00000000
-2.54227114,4.39281480,0.75405800,0.19245369,0.04780621,0.06911474,0.85173827,3.46457686,0.69500828,0.00000000
-2.53626813,4.47222386,0.75732831,0.19194823,0.04963707,0.06830317,0.85182891,3.54356395,0.69886583,0.00000000
-2.53026513,4.53282357,0.75672311,0.19058525,0.05146209,0.06731070,0.84978003,3.60752377,0.69999857,0.00000000
-2.52426213,4.57394949,0.75226976,0.18839213,0.05328431,0.06614806,0.84552793,3.65570280,0.69842544,0.00000000
-2.51825913,4.59527721,0.74406688,0.18541149,0.05510518,0.06482936,0.83905783,3.68762135,0.69421169,0.00000000
-2.51225613,4.59681748,0.73227968,0.18169941,0.05692387,0.06337123,0.83039978,3.70307654,0.68746415,0.00000000
-2.50625313,4.57890225,0.71713360,0.17732338,0.05873681,0.06179188,0.81962338,3.70213778,0.67832546,0.00000000
-2.50025013,4.54216263,0.69890650,0.17235992,0.06053721,0.06011021,0.80683167,3.68513493,0.66696762,0.00000000
-2.49424712,4.48749978,0.67791964,0.16689219,0.06231486,0.05834504,0.79215456,3.65263991,0.65358524,0.00000000
-2.48824412,4.41605026,0.65452797,0.16100745,0.06405609,0.05651431,0.77574221,3.60544274,0.63838872,0.00000000
-2.48224112,4.32914731,0.62910990,0.15479468,0.06574387,0.05463459,0.75775872,3.54452300,0.62159767,0.00000000
-2.47623812,4.22827969,0.60205709,0.14834225,0.06735820,0.05272064,0.73837631,3.47101814,0.60343497,0.00000000
-2.47023512,4.11504979,0.57376453,0.14173588,0.06887661,0.05078517,0.71777038,3.38618967,0.58412148,0.00000000
-2.46423212,3.99113234,0.54462126,0.13505680,0.07027487,0.04883880,0.69611545,3.29138875,0.56387169,0.00000000
-2.45822911,3.85823515,0.51500203,0.12838032,0.07152777,0.04689012,0.67358216,3.18802220,0.54289040,0.00000000
-2.45222611,3.71806312,0.48526004,0.12177463,0.07261004,0.04494596,0.65033526,3.07752015,0.52137038,0.00000000
-2.44622311,3.57228623,0.45572110,0.11530003,0.07349729,0.04301166,0.62653260,2.96130618,0.49949104,0.00000000
-2.44022011,3.42251230,0.42667912,0.10900851,0.07416692,0.04109155,0.60232496,2.84077068,0.47741803,0.00000000
-2.43421711,3.27026486,0.39839311,0.10294358,0.07459901,0.03918938,0.57785652,2.71724802,0.45530357,0.00000000
-2.42821411,3.11696622,0.37108557,0.09714052,0.07477706,0.03730876,0.55326599,2.59199786,0.43328754,0.00000000
-2.42221111,2.96392574,0.34494232,0.09162681,0.07468863,0.03545365,0.52868799,2.46619072,0.41149892,0.00000000
-2.41620810,2.81233302,0.32011345,0.08642281,0.07432579,0.03362869,0.50425462,2.34089783,0.39005756,0.00000000
-2.41020510,2.66325548,0.29671545,0.08154261,0.07368545,0.03183962,0.48009702,2.21708503,0.36907616,0.00000000
-2.40420210,2.51763992,0.27483412,0.07699503,0.07276940,0.03009346,0.45634685,2.09561044,0.34866207,0.00000000
-2.39819910,2.37631738,0.25452819,0.07278467,0.07158427,0.02839867,0.43313746,1.97722559,0.32891907,0.00000000
-2.39219610,2.24001066,0.23583340,0.06891299,0.07014126,0.02676524,0.41060474,1.86257930,0.30994877,0.00000000
-2.38619310,2.10934373,0.21876678,0.06537936,0.06845576,0.02520464,0.38888758,1.75222404,0.29185174,0.00000000
-2.38019010,1.98485241,0.20333096,0.06218208,0.06654683,0.02372969,0.36812792,1.64662402,0.27472815,0.00000000
-2.37418709,1.86699563,0.18951835,0.05931928,0.06443666,0.02235440,0.34847029,1.54616447,0.25867804,0.00000000
-2.36818409,1.75616661,0.17731494,0.05678970,0.06214987,0.02109366,0.33006102,1.45116157,0.24380112,0.00000000
-2.36218109,1.65270327,0.16670373,0.05459329,0.05971288,0.01996295,0.31304690,1.36187237,0.23019609,0.00000000
-2.35617809,1.55689750,0.15766747,0.05273163,0.05715327,0.01897797,0.29757355,1.27850431,0.21795964,0.00000000
-2.35017509,1.46900256,0.15019088,0.05120821,0.05449914,0.01815422,0.28378328,1.20122360,0.20718503,0.00000000
-2.34417209,1.38923846,0.14426209,0.05002843,0.05177857,0.01750661,0.27181270,1.13016228,0.19796032,0.00000000
-2.33816908,1.31779484,0.13987348,0.04919945,0.04901906,0.01704900,0.26178992,1.06542346,0.19036643,0.00000000
-2.33216608,1.25483126,0.13702172,0.04872989,0.04624713,0.01679376,0.25383151,1.00708454,0.18447493,0.00000000
-2.32616308,1.20047489,0.13570734,0.04862921,0.04348791,0.01675133,0.24803914,0.95519823,0.18034570,0.00000000
-2.32016008,1.15481561,0.13593357,0.04890716,0.04076484,0.01692979,0.24449620,0.90979143,0.17802461,0.00000000
-2.31415708,1.11789896,0.13770490,0.04957287,0.03809940,0.01733443,0.24326419,0.87086207,0.17754114,0.00000000
-2.30815408,1.08971722,0.14102509,0.05063409,0.03551092,0.01796742,0.24437927,0.83837415,0.17890625,0.00000000
-2.30215108,1.07019931,0.14589517,0.05209620,0.03301640,0.01882742,0.24784891,0.81225145,0.18211036,0.00000000
-2.29614807,1.05920022,0.15231111,0.05396135,0.03063042,0.01990937,0.25364899,0.79237039,0.18712170,0.00000000
-2.29014507,1.05649074,0.16026166,0.05622764,0.02836500,0.02120425,0.26172129,0.77855265,0.19388515,0.00000000
-2.28414207,1.06174834,0.16972626,0.05888828,0.02622965,0.02269901,0.27197184,0.77055838,0.20232146,0.00000000
-2.27813907,1.07455020,0.18067322,0.06193108,0.02423126,0.02437659,0.28427004,0.76808043,0.21232715,0.00000000
-2.27213607,1.09436902,0.19305818,0.06533793,0.02237419,0.02621604,0.29844892,0.77074061,0.22377504,0.00000000
-2.26613307,1.12057254,0.20682301,0.06908459,0.02066028,0.02819282,0.31430651,0.77808837,0.23651544,0.00000000
-2.26013007,1.15242709,0.22189512,0.07314066,0.01908902,0.03027922,0.33160861,0.78960251,0.25037805,0.00000000
-2.25412706,1.18910571,0.23818725,0.07746974,0.01765761,0.03244492,0.35009272,0.80469627,0.26517450,0.00000000
-2.24812406,1.22970084,0.25559768,0.08202983,0.01636122,0.03465772,0.36947337,0.82272595,0.28070147,0.00000000
-2.24212106,1.27324140,0.27401093,0.08677392,0.01519317,0.03688435,0.38944861,0.84300304,0.29674442,0.00000000
-2.23611806,1.31871392,0.29329879,0.09165078,0.01414521,0.03909141,0.40970743,0.86480953,0.31308156,0.00000000
-2.23011506,1.36508689,0.31332173,0.09660580,0.01320781,0.04124638,0.42993803,0.88741605,0.32948823,0.00000000
-2.22411206,1.41133749,0.33393065,0.10158205,0.01237049,0.04331865,0.44983651,0.91010197,0.34574128,0.00000000
-2.21810905,1.45647963,0.35496871,0.10652129,0.01162214,0.04528057,0.46911566,0.93217680,0.36162344,0.00000000
-2.21210605,1.49959192,0.37627355,0.11136512,0.01095139,0.04710837,0.48751351,0.95300174,0.37692746,0.00000000
-2.20610305,1.53984442,0.39767946,0.11605599,0.01034688,0.04878308,0.50480123,0.97201049,0.39145996,0.00000000
-2.20010005,1.57652281,0.41901973,0.12053828,0.00979762,0.05029121,0.52078994,0.98872805,0.40504472,0.00000000
-2.19409705,1.60904883,0.44012906,0.12475924,0.00929329,0.05162527,0.53533625,1.00278674,0.41752549,0.00000000
