energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.90995498,0.71743970,-0.71743970,0.01318450,-0.01318450,0.05192500,-0.05192500,0.35803360,-0.35803360,0.16964223,-0.16964223,0.01466773,-0.01466773,0.35604542,-0.35604542
-5.90395198,0.74433126,-0.74433126,0.01200454,-0.01200454,0.05297698,-0.05297698,0.39028331,-0.39028331,0.17042845,-0.17042845,0.01408417,-0.01408417,0.37291187,-0.37291187
-5.89794897,0.77959780,-0.77959780,0.01098361,-0.01098361,0.05441650,-0.05441650,0.42589768,-0.42589768,0.17332670,-0.17332670,0.01373038,-0.01373038,0.39421550,-0.39421550
-5.89194597,0.82316066,-0.82316066,0.01012761,-0.01012761,0.05621899,-0.05621899,0.46469337,-0.46469337,0.17835627,-0.17835627,0.01361186,-0.01361186,0.41993604,-0.41993604
-5.88594297,0.87477892,-0.87477892,0.00943930,-0.00943930,0.05835041,-0.05835041,0.50641226,-0.50641226,0.18549721,-0.18549721,0.01373044,-0.01373044,0.44997049,-0.44997049
-5.87993997,0.93405296,-0.93405296,0.00891856,-0.00891856,0.06076837,-0.06076837,0.55072320,-0.55072320,0.19469146,-0.19469146,0.01408443,-0.01408443,0.48413341,-0.48413341
-5.87393697,1.00043099,-1.00043099,0.00856258,-0.00856258,0.06342353,-0.06342353,0.59722599,-0.59722600,0.20584446,-0.20584446,0.01466860,-0.01466860,0.52215877,-0.52215877
-5.86793397,1.07321837,-1.07321837,0.00836621,-0.00836621,0.06626110,-0.06626110,0.64545727,-0.64545727,0.21882733,-0.21882733,0.01547437,-0.01547437,0.56370323,-0.56370323
-5.86193097,1.15158964,-1.15158964,0.00832218,-0.00832218,0.06922248,-0.06922248,0.69489846,-0.69489846,0.23347935,-0.23347935,0.01648986,-0.01648986,0.60835091,-0.60835091
-5.85592796,1.23460305,-1.23460305,0.00842137,-0.00842137,0.07224692,-0.07224692,0.74498546,-0.74498546,0.24961092,-0.24961092,0.01770000,-0.01770000,0.65561970,-0.65561970
-5.84992496,1.32121734,-1.32121734,0.00865304,-0.00865304,0.07527322,-0.07527322,0.79511995,-0.79511995,0.26700682,-0.26700682,0.01908668,-0.01908668,0.70496892,-0.70496892
-5.84392196,1.41031049,-1.41031049,0.00900505,-0.00900505,0.07824131,-0.07824131,0.84468186,-0.84468186,0.28542976,-0.28542976,0.02062891,-0.02062891,0.75580828,-0.75580828
-5.83791896,1.50070019,-1.50070019,0.00946406,-0.00946406,0.08109372,-0.08109372,0.89304278,-0.89304278,0.30462433,-0.30462433,0.02230305,-0.02230305,0.80750807,-0.80750807
-5.83191596,1.59116548,-1.59116548,0.01001574,-0.01001574,0.08377692,-0.08377692,0.93957977,-0.93957977,0.32432104,-0.32432104,0.02408299,-0.02408300,0.85941026,-0.85941026
-5.82591296,1.68046927,-1.68046927,0.01064496,-0.01064496,0.08624245,-0.08624245,0.98368917,-0.98368917,0.34424076,-0.34424076,0.02594058,-0.02594058,0.91084044,-0.91084044
-5.81990995,1.76738114,-1.76738114,0.01133595,-0.01133595,0.08844778,-0.08844778,1.02479996,-1.02479996,0.36409919,-0.36409919,0.02784592,-0.02784592,0.96112022,-0.96112022
-5.81390695,1.85070000,-1.85070000,0.01207253,-0.01207253,0.09035699,-0.09035699,1.06238620,-1.06238620,0.38361148,-0.38361148,0.02976786,-0.02976786,1.00957985,-1.00957986
-5.80790395,1.92927598,-1.92927598,0.01283827,-0.01283827,0.09194114,-0.09194114,1.09597820,-1.09597820,0.40249697,-0.40249697,0.03167447,-0.03167447,1.05557074,-1.05557074
-5.80190095,2.00203116,-2.00203116,0.01361674,-0.01361674,0.09317843,-0.09317843,1.12517198,-1.12517198,0.42048375,-0.42048376,0.03353366,-0.03353366,1.09847756,-1.09847756
-5.79589795,2.06797861,-2.06797861,0.01439168,-0.01439168,0.09405410,-0.09405410,1.14963691,-1.14963691,0.43731330,-0.43731330,0.03531376,-0.03531376,1.13772976,-1.13772976
-5.78989495,2.12623936,-2.12623936,0.01514730,-0.01514730,0.09456018,-0.09456018,1.16912120,-1.16912120,0.45274476,-0.45274476,0.03698413,-0.03698413,1.17281195,-1.17281195
-5.78389195,2.17605696,-2.17605696,0.01586844,-0.01586844,0.09469494,-0.09469494,1.18345531,-1.18345531,0.46655908,-0.46655908,0.03851584,-0.03851584,1.20327329,-1.20327329
-5.77788894,2.21680951,-2.21680951,0.01654086,-0.01654086,0.09446238,-0.09446238,1.19255318,-1.19255318,0.47856273,-0.47856273,0.03988227,-0.03988227,1.22873535,-1.22873535
-5.77188594,2.24801880,-2.24801880,0.01715142,-0.01715142,0.09387146,-0.09387146,1.19641151,-1.19641151,0.48859113,-0.48859113,0.04105970,-0.04105970,1.24889860,-1.24889860
-5.76588294,2.26935682,-2.26935682,0.01768836,-0.01768836,0.09293538,-0.09293538,1.19510724,-1.19510724,0.49651149,-0.49651149,0.04202781,-0.04202781,1.26354729,-1.26354729
-5.75987994,2.28064940,-2.28064940,0.01814143,-0.01814143,0.09167085,-0.09167085,1.18879341,-1.18879341,0.50222522,-0.50222522,0.04277015,-0.04277015,1.27255273,-1.27255273
-5.75387694,2.28187729,-2.28187729,0.01850211,-0.01850211,0.09009733,-0.09009733,1.17769388,-1.17769388,0.50566986,-0.50566986,0.04327449,-0.04327449,1.27587505,-1.27587505
-5.74787394,2.27317471,-2.27317471,0.01876372,-0.01876372,0.08823639,-0.08823639,1.16209699,-1.16209699,0.50682028,-0.50682028,0.04353301,-0.04353301,1.27356335,-1.27356335
-5.74187094,2.25482566,-2.25482566,0.01892150,-0.01892150,0.08611113,-0.08611113,1.14234868,-1.14234868,0.50568950,-0.50568950,0.04354245,-0.04354245,1.26575453,-1.26575453
-5.73586793,2.22725807,-2.22725806,0.01897270,-0.01897270,0.08374575,-0.08374575,1.11884514,-1.11884514,0.50232873,-0.50232873,0.04330410,-0.04330410,1.25267066,-1.25267066
-5.72986493,2.19103607,-2.19103607,0.01891657,-0.01891657,0.08116510,-0.08116510,1.09202536,-1.09202536,0.49682692,-0.49682692,0.04282366,-0.04282366,1.23461509,-1.23461509
-5.72386193,2.14685050,-2.14685050,0.01875430,-0.01875430,0.07839453,-0.07839453,1.06236375,-1.06236375,0.48930965,-0.48930965,0.04211100,-0.04211100,1.21196743,-1.21196743
-5.71785893,2.09550777,-2.09550777,0.01848897,-0.01848897,0.07545965,-0.07545965,1.03036274,-1.03036274,0.47993741,-0.47993741,0.04117980,-0.04117980,1.18517735,-1.18517735
-5.71185593,2.03791721,-2.03791721,0.01812538,-0.01812538,0.07238626,-0.07238626,0.99654575,-0.99654575,0.46890327,-0.46890327,0.04004717,-0.04004717,1.15475737,-1.15475737
-5.70585293,1.97507698,-1.97507698,0.01766996,-0.01766996,0.06920033,-0.06920033,0.96145016,-0.96145016,0.45642994,-0.45642994,0.03873308,-0.03873308,1.12127462,-1.12127462
-5.69984992,1.90805861,-1.90805861,0.01713047,-0.01713047,0.06592799,-0.06592799,0.92562053,-0.92562053,0.44276627,-0.44276627,0.03725983,-0.03725983,1.08534175,-1.08534175
-5.69384692,1.83799020,-1.83799020,0.01651586,-0.01651586,0.06259554,-0.06259554,0.88960185,-0.88960185,0.42818313,-0.42818313,0.03565149,-0.03565149,1.04760686,-1.04760686
-5.68784392,1.76603852,-1.76603852,0.01583600,-0.01583600,0.05922939,-0.05922939,0.85393274,-0.85393274,0.41296882,-0.41296882,0.03393327,-0.03393327,1.00874276,-1.00874276
-5.68184092,1.69338993,-1.69338993,0.01510142,-0.01510142,0.05585603,-0.05585603,0.81913864,-0.81913864,0.39742396,-0.39742396,0.03213092,-0.03213092,0.96943547,-0.96943547
-5.67583792,1.62123055,-1.62123055,0.01432306,-0.01432306,0.05250191,-0.05250191,0.78572485,-0.78572485,0.38185595,-0.38185595,0.03027019,-0.03027019,0.93037226,-0.93037226
-5.66983492,1.55072571,-1.55072571,0.01351200,-0.01351200,0.04919327,-0.04919327,0.75416949,-0.75416949,0.36657319,-0.36657319,0.02837630,-0.02837630,0.89222925,-0.89222925
-5.66383192,1.48299920,-1.48299920,0.01267925,-0.01267925,0.04595588,-0.04595588,0.72491635,-0.72491635,0.35187895,-0.35187895,0.02647346,-0.02647346,0.85565892,-0.85565891
-5.65782891,1.41911255,-1.41911255,0.01183549,-0.01183549,0.04281472,-0.04281472,0.69836783,-0.69836783,0.33806522,-0.33806522,0.02458447,-0.02458447,0.82127767,-0.82127767
-5.65182591,1.36004493,-1.36004493,0.01099086,-0.01099086,0.03979370,-0.03979370,0.67487805,-0.67487805,0.32540650,-0.32540650,0.02273038,-0.02273038,0.78965381,-0.78965381
-5.64582291,1.30667400,-1.30667400,0.01015482,-0.01015482,0.03691521,-0.03691521,0.65474630,-0.65474630,0.31415384,-0.31415384,0.02093024,-0.02093024,0.76129615,-0.76129615
-5.63981991,1.25975840,-1.25975839,0.00933595,-0.00933595,0.03419972,-0.03419972,0.63821109,-0.63821109,0.30452912,-0.30452912,0.01920088,-0.01920088,0.73664361,-0.73664361
-5.63381691,1.21992229,-1.21992229,0.00854186,-0.00854186,0.03166545,-0.03166545,0.62544510,-0.62544510,0.29671981,-0.29671981,0.01755684,-0.01755684,0.71605616,-0.71605616
-5.62781391,1.18764249,-1.18764249,0.00777910,-0.00777910,0.02932794,-0.02932794,0.61655109,-0.61655109,0.29087439,-0.29087439,0.01601033,-0.01601033,0.69980722,-0.69980722
-5.62181091,1.16323864,-1.16323864,0.00705308,-0.00705308,0.02719981,-0.02719981,0.61155921,-0.61155921,0.28709847,-0.28709847,0.01457123,-0.01457123,0.68807805,-0.68807805
-5.61580790,1.14686681,-1.14686681,0.00636811,-0.00636811,0.02529044,-0.02529044,0.61042576,-0.61042576,0.28545194,-0.28545194,0.01324719,-0.01324719,0.68095411,-0.68095411
-5.60980490,1.13851686,-1.13851686,0.00572736,-0.00572736,0.02360591,-0.02360591,0.61303368,-0.61303368,0.28594695,-0.28594695,0.01204375,-0.01204375,0.67842366,-0.67842366
-5.60380190,1.13801370,-1.13801370,0.00513291,-0.00513291,0.02214886,-0.02214886,0.61919470,-0.61919470,0.28854724,-0.28854724,0.01096451,-0.01096451,0.68037870,-0.68037870
-5.59779890,1.14502259,-1.14502259,0.00458582,-0.00458582,0.02091860,-0.02091860,0.62865346,-0.62865346,0.29316842,-0.29316843,0.01001135,-0.01001135,0.68661825,-0.68661825
-5.59179590,1.15905836,-1.15905836,0.00408622,-0.00408622,0.01991123,-0.01991123,0.64109330,-0.64109330,0.29967970,-0.29967970,0.00918458,-0.00918458,0.69685398,-0.69685398
-5.58579290,1.17949840,-1.17949841,0.00363341,-0.00363341,0.01911989,-0.01911989,0.65614381,-0.65614381,0.30790661,-0.30790661,0.00848320,-0.00848320,0.71071795,-0.71071795
-5.57978989,1.20559907,-1.20559907,0.00322595,-0.00322595,0.01853510,-0.01853510,0.67338982,-0.67338982,0.31763508,-0.31763508,0.00790507,-0.00790507,0.72777237,-0.72777237
-5.57378689,1.23651509,-1.23651509,0.00286182,-0.00286182,0.01814518,-0.01814518,0.69238174,-0.69238174,0.32861651,-0.32861651,0.00744709,-0.00744709,0.74752108,-0.74752108
-5.56778389,1.27132134,-1.27132134,0.00253849,-0.00253849,0.01793668,-0.01793668,0.71264680,-0.71264680,0.34057382,-0.34057382,0.00710540,-0.00710540,0.76942232,-0.76942232
-5.56178089,1.30903641,-1.30903641,0.00225309,-0.00225309,0.01789490,-0.01789490,0.73370090,-0.73370090,0.35320832,-0.35320832,0.00687546,-0.00687546,0.79290257,-0.79290257
-5.55577789,1.34864715,-1.34864715,0.00200250,-0.00200250,0.01800440,-0.01800440,0.75506066,-0.75506066,0.36620721,-0.36620721,0.00675218,-0.00675218,0.81737080,-0.81737080
-5.54977489,1.38913340,-1.38913340,0.00178348,-0.00178348,0.01824943,-0.01824943,0.77625524,-0.77625524,0.37925138,-0.37925138,0.00672997,-0.00672997,0.84223287,-0.84223287
-5.54377189,1.42949212,-1.42949212,0.00159271,-0.00159271,0.01861444,-0.01861444,0.79683749,-0.79683749,0.39202341,-0.39202341,0.00680274,-0.00680274,0.86690553,-0.86690553
-5.53776888,1.46876018,-1.46876018,0.00142696,-0.00142696,0.01908443,-0.01908443,0.81639401,-0.81639401,0.40421540,-0.40421540,0.00696396,-0.00696396,0.89082947,-0.89082947
-5.53176588,1.50603492,-1.50603493,0.00128309,-0.00128309,0.01964526,-0.01964526,0.83455376,-0.83455376,0.41553642,-0.41553642,0.00720658,-0.00720658,0.91348118,-0.91348118
-5.52576288,1.54049200,-1.54049200,0.00115815,-0.00115815,0.02028386,-0.02028386,0.85099486,-0.85099486,0.42571931,-0.42571931,0.00752302,-0.00752302,0.93438315,-0.93438315
-5.51975988,1.57139982,-1.57139982,0.00104939,-0.00104939,0.02098835,-0.02098835,0.86544943,-0.86544943,0.43452660,-0.43452660,0.00790511,-0.00790511,0.95311200,-0.95311200
-5.51375688,1.59813040,-1.59813040,0.00095433,-0.00095433,0.02174802,-0.02174802,0.87770613,-0.87770613,0.44175538,-0.44175538,0.00834404,-0.00834404,0.96930462,-0.96930462
-5.50775388,1.62016615,-1.62016615,0.00087074,-0.00087074,0.02255329,-0.02255329,0.88761052,-0.88761052,0.44724094,-0.44724094,0.00883037,-0.00883037,0.98266195,-0.98266195
-5.50175088,1.63710287,-1.63710287,0.00079669,-0.00079669,0.02339545,-0.02339545,0.89506327,-0.89506327,0.45085913,-0.45085913,0.00935398,-0.00935398,0.99295042,-0.99295042
-5.49574787,1.64864883,-1.64864883,0.00073050,-0.00073050,0.02426648,-0.02426648,0.90001626,-0.90001626,0.45252737,-0.45252737,0.00990414,-0.00990414,1.00000142,-1.00000142
-5.48974487,1.65462049,-1.65462049,0.00067076,-0.00067076,0.02515867,-0.02515867,0.90246703,-0.90246703,0.45220437,-0.45220437,0.01046953,-0.01046953,1.00370857,-1.00370857
-5.48374187,1.65493525,-1.65493525,0.00061631,-0.00061631,0.02606431,-0.02606431,0.90245186,-0.90245186,0.44988858,-0.44988858,0.01103839,-0.01103839,1.00402353,-1.00402353
-5.47773887,1.64960177,-1.64960177,0.00056621,-0.00056621,0.02697537,-0.02697537,0.90003785,-0.90003785,0.44561560,-0.44561560,0.01159864,-0.01159864,1.00095037,-1.00095037
-5.47173587,1.63870879,-1.63870879,0.00051973,-0.00051973,0.02788313,-0.02788313,0.89531467,-0.89531467,0.43945463,-0.43945463,0.01213812,-0.01213812,0.99453911,-0.99453911
-5.46573287,1.62241288,-1.62241288,0.00047631,-0.00047631,0.02877797,-0.02877797,0.88838627,-0.88838627,0.43150425,-0.43150425,0.01264475,-0.01264475,0.98487878,-0.98487878
-5.45972986,1.60092611,-1.60092611,0.00043553,-0.00043553,0.02964915,-0.02964915,0.87936320,-0.87936320,0.42188768,-0.42188768,0.01310687,-0.01310687,0.97209036,-0.97209036
-5.45372686,1.57450415,-1.57450415,0.00039711,-0.00039711,0.03048475,-0.03048475,0.86835591,-0.86835591,0.41074781,-0.41074781,0.01351348,-0.01351348,0.95632020,-0.95632020
-5.44772386,1.54343549,-1.54343549,0.00036086,-0.00036086,0.03127168,-0.03127168,0.85546935,-0.85546935,0.39824225,-0.39824225,0.01385452,-0.01385452,0.93773392,-0.93773392
-5.44172086,1.50803206,-1.50803206,0.00032665,-0.00032665,0.03199586,-0.03199586,0.84079926,-0.84079926,0.38453846,-0.38453846,0.01412117,-0.01412117,0.91651132,-0.91651132
-5.43571786,1.46862178,-1.46862178,0.00029442,-0.00029442,0.03264241,-0.03264241,0.82443015,-0.82443015,0.36980933,-0.36980933,0.01430610,-0.01430610,0.89284229,-0.89284229
-5.42971486,1.42554289,-1.42554289,0.00026415,-0.00026415,0.03319612,-0.03319612,0.80643507,-0.80643507,0.35422914,-0.35422914,0.01440369,-0.01440369,0.86692388,-0.86692388
-5.42371186,1.37914033,-1.37914033,0.00023583,-0.00023583,0.03364184,-0.03364184,0.78687708,-0.78687708,0.33797018,-0.33797018,0.01441022,-0.01441022,0.83895833,-0.83895833
-5.41770885,1.32976368,-1.32976368,0.00020945,-0.00020945,0.03396503,-0.03396503,0.76581219,-0.76581219,0.32119990,-0.32119990,0.01432397,-0.01432397,0.80915223,-0.80915223
-5.41170585,1.27776664,-1.27776664,0.00018502,-0.00018502,0.03415232,-0.03415232,0.74329340,-0.74329340,0.30407876,-0.30407876,0.01414528,-0.01414528,0.77771624,-0.77771624
-5.40570285,1.22350749,-1.22350749,0.00016252,-0.00016252,0.03419214,-0.03419214,0.71937553,-0.71937553,0.28675861,-0.28675861,0.01387657,-0.01387657,0.74486553,-0.74486553
-5.39969985,1.16735019,-1.16735019,0.00014194,-0.00014194,0.03407518,-0.03407518,0.69412043,-0.69412043,0.26938167,-0.26938167,0.01352220,-0.01352220,0.71082041,-0.71082041
-5.39369685,1.10966564,-1.10966564,0.00012324,-0.00012324,0.03379497,-0.03379497,0.66760207,-0.66760207,0.25207991,-0.25207991,0.01308835,-0.01308835,0.67580698,-0.67580698
-5.38769385,1.05083271,-1.05083271,0.00010635,-0.00010635,0.03334822,-0.03334822,0.63991109,-0.63991109,0.23497487,-0.23497487,0.01258284,-0.01258284,0.64005762,-0.64005762
-5.38169085,0.99123877,-0.99123877,0.00009123,-0.00009123,0.03273518,-0.03273518,0.61115857,-0.61115857,0.21817778,-0.21817778,0.01201483,-0.01201483,0.60381105,-0.60381105
-5.37568784,0.93127935,-0.93127935,0.00007777,-0.00007777,0.03195977,-0.03195977,0.58147859,-0.58147859,0.20178982,-0.20178982,0.01139455,-0.01139455,0.56731191,-0.56731191
-5.36968484,0.87135690,-0.87135690,0.00006588,-0.00006588,0.03102961,-0.03102961,0.55102950,-0.55102950,0.18590260,-0.18590260,0.01073298,-0.01073298,0.53080973,-0.53080973
-5.36368184,0.81187860,-0.81187860,0.00005546,-0.00005546,0.02995598,-0.02995598,0.51999373,-0.51999373,0.17059873,-0.17059873,0.01004154,-0.01004154,0.49455726,-0.49455726
-5.35767884,0.75325326,-0.75325326,0.00004640,-0.00004640,0.02875352,-0.02875352,0.48857621,-0.48857621,0.15595240,-0.15595240,0.00933176,-0.00933176,0.45880838,-0.45880838
-5.35167584,0.69588756,-0.69588756,0.00003857,-0.00003857,0.02743990,-0.02743990,0.45700150,-0.45700150,0.14202998,-0.14202998,0.00861498,-0.00861498,0.42381554,-0.42381554
-5.34567284,0.64018178,-0.64018178,0.00003187,-0.00003187,0.02603541,-0.02603541,0.42550982,-0.42550982,0.12889074,-0.12889074,0.00790210,-0.00790210,0.38982693,-0.38982693
-5.33966983,0.58652538,-0.58652538,0.00002618,-0.00002618,0.02456240,-0.02456240,0.39435218,-0.39435218,0.11658746,-0.11658746,0.00720333,-0.00720333,0.35708365,-0.35708365
-5.33366683,0.53529272,-0.53529272,0.00002138,-0.00002138,0.02304472,-0.02304472,0.36378512,-0.36378512,0.10516712,-0.10516712,0.00652802,-0.00652802,0.32581696,-0.32581696
-5.32766383,0.48683918,-0.48683918,0.00001738,-0.00001738,0.02150720,-0.02150720,0.33406507,-0.33406507,0.09467166,-0.09467166,0.00588454,-0.00588454,0.29624582,-0.29624582
-5.32166083,0.44149792,-0.44149792,0.00001407,-0.00001407,0.01997500,-0.01997500,0.30544292,-0.30544292,0.08513872,-0.08513872,0.00528019,-0.00528019,0.26857484,-0.26857484
-5.31565783,0.39957747,-0.39957747,0.00001137,-0.00001137,0.01847314,-0.01847314,0.27815891,-0.27815891,0.07660244,-0.07660244,0.00472118,-0.00472118,0.24299285,-0.24299285
-5.30965483,0.36136024,-0.36136024,0.00000921,-0.00000921,0.01702602,-0.01702602,0.25243819,-0.25243819,0.06909428,-0.06909428,0.00421264,-0.00421264,0.21967193,-0.21967193
-5.30365183,0.32710200,-0.32710200,0.00000751,-0.00000751,0.01565702,-0.01565702,0.22848709,-0.22848709,0.06264383,-0.06264383,0.00375867,-0.00375867,0.19876712,-0.19876712
-5.29764882,0.29703210,-0.29703210,0.00000623,-0.00000623,0.01438819,-0.01438819,0.20649040,-0.20649040,0.05727961,-0.05727961,0.00336244,-0.00336244,0.18041661,-0.18041661
-5.29164582,0.27135448,-0.27135448,0.00000532,-0.00000532,0.01324002,-0.01324002,0.18660940,-0.18660940,0.05302980,-0.05302980,0.00302627,-0.00302627,0.16474231,-0.16474231
-5.28564282,0.25024912,-0.25024912,0.00000475,-0.00000475,0.01223135,-0.01223135,0.16898099,-0.16898099,0.04992280,-0.04992280,0.00275176,-0.00275176,0.15185076,-0.15185076
-5.27963982,0.23387363,-0.23387363,0.00000451,-0.00000451,0.01137929,-0.01137929,0.15371748,-0.15371748,0.04798769,-0.04798769,0.00253992,-0.00253992,0.14183410,-0.14183410
-5.27363682,0.22236488,-0.22236488,0.00000460,-0.00000460,0.01069925,-0.01069925,0.14090708,-0.14090708,0.04725442,-0.04725442,0.00239123,-0.00239123,0.13477093,-0.13477093
-5.26763382,0.21584021,-0.21584021,0.00000505,-0.00000505,0.01020510,-0.01020510,0.13061498,-0.13061498,0.04775382,-0.04775382,0.00230580,-0.00230580,0.13072698,-0.13072698
-5.26163082,0.21439810,-0.21439810,0.00000587,-0.00000587,0.00990927,-0.00990927,0.12288466,-0.12288466,0.04951727,-0.04951727,0.00228338,-0.00228338,0.12975540,-0.12975540
-5.25562781,0.21811815,-0.21811815,0.00000714,-0.00000714,0.00982296,-0.00982296,0.11773950,-0.11773950,0.05257613,-0.05257613,0.00232349,-0.00232349,0.13189647,-0.13189647
-5.24962481,0.22706020,-0.22706020,0.00000892,-0.00000892,0.00995642,-0.00995642,0.11518436,-0.11518436,0.05696092,-0.05696092,0.00242534,-0.00242534,0.13717687,-0.13717687
-5.24362181,0.24126274,-0.24126274,0.00001131,-0.00001131,0.01031917,-0.01031917,0.11520712,-0.11520712,0.06270029,-0.06270029,0.00258796,-0.00258796,0.14560836,-0.14560836
-5.23761881,0.26074067,-0.26074067,0.00001445,-0.00001445,0.01092035,-0.01092035,0.11778009,-0.11778009,0.06981983,-0.06981983,0.00281005,-0.00281005,0.15718601,-0.15718601
-5.23161581,0.28548254,-0.28548254,0.00001850,-0.00001850,0.01176899,-0.01176899,0.12286132,-0.12286132,0.07834084,-0.07834084,0.00309004,-0.00309004,0.17188619,-0.17188619
-5.22561281,0.31544781,-0.31544781,0.00002363,-0.00002363,0.01287436,-0.01287436,0.13039571,-0.13039571,0.08827911,-0.08827911,0.00342599,-0.00342599,0.18966431,-0.18966431
-5.21960980,0.35056435,-0.35056435,0.00003008,-0.00003008,0.01424638,-0.01424638,0.14031623,-0.14031623,0.09964391,-0.09964391,0.00381553,-0.00381553,0.21045285,-0.21045285
-5.21360680,0.39072654,-0.39072654,0.00003812,-0.00003812,0.01589595,-0.01589595,0.15254501,-0.15254501,0.11243726,-0.11243726,0.00425581,-0.00425581,0.23415968,-0.23415968
-5.20760380,0.43579461,-0.43579461,0.00004804,-0.00004804,0.01783546,-0.01783546,0.16699480,-0.16699480,0.12665355,-0.12665355,0.00474344,-0.00474344,0.26066706,-0.26066706
-5.20160080,0.48559541,-0.48559541,0.00006020,-0.00006020,0.02007914,-0.02007914,0.18357055,-0.18357055,0.14227968,-0.14227968,0.00527447,-0.00527447,0.28983167,-0.28983167
-5.19559780,0.53992493,-0.53992493,0.00007497,-0.00007497,0.02264365,-0.02264365,0.20217147,-0.20217147,0.15929576,-0.15929576,0.00584435,-0.00584435,0.32148565,-0.32148565
-5.18959480,0.59855282,-0.59855282,0.00009279,-0.00009279,0.02554844,-0.02554844,0.22269352,-0.22269352,0.17767635,-0.17767635,0.00644794,-0.00644794,0.35543900,-0.35543900
-5.18359180,0.66122887,-0.66122887,0.00011411,-0.00011411,0.02881627,-0.02881627,0.24503228,-0.24503228,0.19739222,-0.19739222,0.00707956,-0.00707956,0.39148326,-0.39148326
-5.17758879,0.72769126,-0.72769126,0.00013943,-0.00013943,0.03247360,-0.03247360,0.26908631,-0.26908631,0.21841263,-0.21841263,0.00773308,-0.00773308,0.42939652,-0.42939652
-5.17158579,0.79767627,-0.79767627,0.00016926,-0.00016926,0.03655089,-0.03655089,0.29476066,-0.29476066,0.24070788,-0.24070788,0.00840195,-0.00840195,0.46894946,-0.46894946
-5.16558279,0.87092888,-0.87092888,0.00020414,-0.00020414,0.04108275,-0.04108275,0.32197058,-0.32197058,0.26425199,-0.26425199,0.00907939,-0.00907939,0.50991225,-0.50991225
