energy_ev,total_up,Rh_p_up,Rh_d_up,Se_s_up,Se_p_up,Si_p_up,Si_d_up
-6.00000000,2.92960973,2.00677286,1.69181970,0.01630802,0.54534953,0.37620407,0.00000000
-5.99399700,2.90754981,1.99280245,1.68027856,0.01539273,0.54481403,0.36136404,0.00000000
-5.98799400,2.87894716,1.97275520,1.66464377,0.01454160,0.54329741,0.34672186,0.00000000
-5.98199100,2.84431938,1.94702293,1.64515995,0.01376790,0.54089519,0.33251152,0.00000000
-5.97598799,2.80432559,1.91611231,1.62215895,0.01308359,0.53773161,0.31896579,0.00000000
-5.96998499,2.75976007,1.88063498,1.59605850,0.01249924,0.53395739,0.30631511,0.00000000
-5.96398199,2.71154094,1.84129427,1.56735784,0.01202405,0.52974650,0.29478651,0.00000000
-5.95797899,2.66069386,1.79886909,1.53663012,0.01166578,0.52529195,0.28460218,0.00000000
-5.95197599,2.60833128,1.75419531,1.50451197,0.01143074,0.52080070,0.27597774,0.00000000
-5.94597299,2.55562766,1.70814550,1.47169030,0.01132374,0.51648785,0.26912019,0.00000000
-5.93996998,2.50379163,1.66160769,1.43888701,0.01134799,0.51257025,0.26422545,0.00000000
-5.93396698,2.45403592,1.61546396,1.40684193,0.01150510,0.50925983,0.26147562,0.00000000
-5.92796398,2.40754612,1.57056947,1.37629473,0.01179493,0.50675676,0.26103584,0.00000000
-5.92196098,2.36544955,1.52773282,1.34796638,0.01221552,0.50524280,0.26305102,0.00000000
-5.91595798,2.32878529,1.48769834,1.32254099,0.01276304,0.50487507,0.26764240,0.00000000
-5.90995498,2.29847652,1.45113080,1.30064839,0.01343171,0.50578048,0.27490412,0.00000000
-5.90395198,2.27530627,1.41860307,1.28284847,0.01421376,0.50805110,0.28489993,0.00000000
-5.89794897,2.25989745,1.39058704,1.26961741,0.01509944,0.51174067,0.29766018,0.00000000
-5.89194597,2.25269792,1.36744799,1.26133663,0.01607708,0.51686245,0.31317929,0.00000000
-5.88594297,2.25397124,1.34944246,1.25828462,0.01713319,0.52338849,0.33141372,0.00000000
-5.87993997,2.26379335,1.33671956,1.26063187,0.01825266,0.53125043,0.35228077,0.00000000
-5.87393697,2.28205527,1.32932552,1.26843921,0.01941897,0.54034185,0.37565823,0.00000000
-5.86793397,2.30847190,1.32721122,1.28165942,0.02061451,0.55052207,0.40138495,0.00000000
-5.86193097,2.34259626,1.33024219,1.30014206,0.02182094,0.56162134,0.42926251,0.00000000
-5.85592796,2.38383891,1.33821072,1.32364132,0.02301961,0.57344712,0.45905800,0.00000000
-5.84992496,2.43149159,1.35084949,1.35182654,0.02419203,0.58579127,0.49050791,0.00000000
-5.84392196,2.48475422,1.36784611,1.38429512,0.02532030,0.59843789,0.52332306,0.00000000
-5.83791896,2.54276429,1.38885808,1.42058721,0.02638763,0.61117135,0.55719459,0.00000000
-5.83191596,2.60462740,1.41352747,1.46020179,0.02737879,0.62378430,0.59180079,0.00000000
-5.82591296,2.66944786,1.44149483,1.50261346,0.02828053,0.63608510,0.62681464,0.00000000
-5.81990995,2.73635815,1.47241173,1.54728957,0.02908198,0.64790462,0.66191186,0.00000000
-5.81390695,2.80454610,1.50595154,1.59370684,0.02977493,0.65910170,0.69677921,0.00000000
-5.80790395,2.87327883,1.54181788,1.64136716,0.03035404,0.66956739,0.73112271,0.00000000
-5.80190095,2.94192248,1.57975064,1.68981189,0.03081698,0.67922751,0.76467563,0.00000000
-5.79589795,3.00995701,1.61952905,1.73863424,0.03116440,0.68804344,0.79720577,0.00000000
-5.78989495,3.07698556,1.66097186,1.78748927,0.03139985,0.69601119,0.82852185,0.00000000
-5.78389195,3.14273815,1.70393453,1.83610130,0.03152958,0.70315868,0.85847876,0.00000000
-5.77788894,3.20706944,1.74830355,1.88426832,0.03156221,0.70954143,0.88698126,0.00000000
-5.77188594,3.26995099,1.79398797,1.93186348,0.03150834,0.71523681,0.91398617,0.00000000
-5.76588294,3.33145823,1.84090876,1.97883340,0.03138012,0.72033725,0.93950265,0.00000000
-5.75987994,3.39175293,1.88898618,2.02519366,0.03119070,0.72494257,0.96359079,0.00000000
-5.75387694,3.45106194,1.93812600,2.07102141,0.03095372,0.72915207,0.98635814,0.00000000
-5.74787394,3.50965319,1.98820504,2.11644558,0.03068278,0.73305661,1.00795460,0.00000000
-5.74187094,3.56781016,2.03905712,2.16163501,0.03039091,0.73673123,1.02856560,0.00000000
-5.73586793,3.62580585,2.09045990,2.20678491,0.03009009,0.74022864,1.04840378,0.00000000
-5.72986493,3.68387763,2.14212375,2.25210227,0.02979090,0.74357400,1.06769955,0.00000000
-5.72386193,3.74220387,2.19368335,2.29779053,0.02950213,0.74676133,1.08669074,0.00000000
-5.71785893,3.80088362,2.24469277,2.34403437,0.02923061,0.74975168,1.10561176,0.00000000
-5.71185593,3.85992001,2.29462465,2.39098482,0.02898105,0.75247327,1.12468262,0.00000000
-5.70585293,3.91920818,2.34287394,2.43874540,0.02875603,0.75482369,1.14409818,0.00000000
-5.69984992,3.97852813,2.38876640,2.48735965,0.02855610,0.75667392,1.16401806,0.00000000
-5.69384692,4.03754271,2.43157184,2.53680052,0.02837992,0.75787412,1.18455757,0.00000000
-5.68784392,4.09580079,2.47052182,2.58696183,0.02822459,0.75826092,1.20577992,0.00000000
-5.68184092,4.15274523,2.50483120,2.63765223,0.02808591,0.75766575,1.22769004,0.00000000
-5.67583792,4.20772532,2.53372282,2.68859172,0.02795882,0.75592385,1.25023033,0.00000000
-5.66983492,4.26001302,2.55645411,2.73941102,0.02783780,0.75288354,1.27327833,0.00000000
-5.66383192,4.30882223,2.57234467,2.78965370,0.02771727,0.74841516,1.29664659,0.00000000
-5.65782891,4.35333033,2.58080332,2.83878130,0.02759205,0.74241932,1.32008472,0.00000000
-5.65182591,4.39270105,2.58135335,2.88618116,0.02745769,0.73483399,1.34328360,0.00000000
-5.64582291,4.42610793,2.57365478,2.93117712,0.02731083,0.72564000,1.36588169,0.00000000
-5.63981991,4.45275751,2.55752233,2.97304273,0.02714946,0.71486481,1.38747324,0.00000000
-5.63381691,4.47191160,2.53293828,3.01101680,0.02697310,0.70258423,1.40761834,0.00000000
-5.62781391,4.48290790,2.50005946,3.04432106,0.02678291,0.68892205,1.42585432,0.00000000
-5.62181091,4.48517859,2.45921794,3.07217942,0.02658169,0.67404761,1.44170843,0.00000000
-5.61580790,4.47826642,2.41091543,3.09383846,0.02637384,0.65817145,1.45471125,0.00000000
-5.60980490,4.46183799,2.35581142,3.10858857,0.02616514,0.64153919,1.46441055,0.00000000
-5.60380190,4.43569397,2.29470588,3.11578515,0.02596259,0.62442398,1.47038512,0.00000000
-5.59779890,4.39977620,2.22851700,3.11486915,0.02577407,0.60711789,1.47225815,0.00000000
-5.59179590,4.35417147,2.15825513,3.10538632,0.02560802,0.58992258,1.46970971,0.00000000
-5.58579290,4.29911203,2.08499410,3.08700440,0.02547303,0.57313965,1.46248788,0.00000000
-5.57978989,4.23497284,2.00984094,3.05952758,0.02537751,0.55706118,1.45041821,0.00000000
-5.57378689,4.16226562,1.93390552,3.02290755,0.02532926,0.54196066,1.43341098,0.00000000
-5.56778389,4.08162976,1.85827107,2.97725068,0.02533511,0.52808484,1.41146621,0.00000000
-5.56178089,3.99382038,1.78396681,2.92282086,0.02540063,0.51564669,1.38467594,0.00000000
-5.55577789,3.89969385,1.71194359,2.86003774,0.02552983,0.50481966,1.35322392,0.00000000
-5.54977489,3.80019082,1.64305337,2.78947035,0.02572499,0.49573357,1.31738250,0.00000000
-5.54377189,3.69631764,1.57803312,2.71182616,0.02598649,0.48847206,1.27750684,0.00000000
-5.53776888,3.58912621,1.51749339,2.62793592,0.02631281,0.48307174,1.23402682,0.00000000
-5.53176588,3.47969317,1.46191202,2.53873481,0.02670052,0.47952297,1.18743659,0.00000000
-5.52576288,3.36909894,1.41163262,2.44524053,0.02714446,0.47777221,1.13828256,0.00000000
-5.51975988,3.25840714,1.36686789,2.34852912,0.02763790,0.47772574,1.08714992,0.00000000
-5.51375688,3.14864531,1.32770724,2.24970948,0.02817278,0.47925468,1.03464839,0.00000000
-5.50775388,3.04078724,1.29412825,2.14989739,0.02874011,0.48220095,0.98139774,0.00000000
-5.50175088,2.93573762,1.26601135,2.05019009,0.02933026,0.48638402,0.92801340,0.00000000
-5.49574787,2.83431942,1.24315682,1.95164229,0.02993335,0.49160814,0.87509289,0.00000000
-5.48974487,2.73726422,1.22530344,1.85524429,0.03053968,0.49766975,0.82320333,0.00000000
-5.48374187,2.64520563,1.21214784,1.76190307,0.03114004,0.50436480,0.77287051,0.00000000
-5.47773887,2.55867587,1.20336351,1.67242671,0.03172611,0.51149580,0.72456963,0.00000000
-5.47173587,2.47810526,1.19861878,1.58751255,0.03229069,0.51887809,0.67871815,0.00000000
-5.46573287,2.40382432,1.19759278,1.50773928,0.03282797,0.52634545,0.63567052,0.00000000
-5.45972986,2.33606809,1.19998865,1.43356297,0.03333368,0.53375456,0.59571496,0.00000000
-5.45372686,2.27498217,1.20554334,1.36531679,0.03380512,0.54098840,0.55907224,0.00000000
-5.44772386,2.22063001,1.21403360,1.30321428,0.03424121,0.54795830,0.52589601,0.00000000
-5.44172086,2.17300078,1.22527782,1.24735569,0.03464237,0.55460484,0.49627480,0.00000000
-5.43571786,2.13201759,1.23913371,1.19773684,0.03501038,0.56089744,0.47023515,0.00000000
-5.42971486,2.09754536,1.25549194,1.15426013,0.03534814,0.56683279,0.44774578,0.00000000
-5.42371186,2.06939828,1.27426629,1.11674702,0.03565944,0.57243230,0.42872248,0.00000000
-5.41770885,2.04734649,1.29538083,1.08495136,0.03594864,0.57773867,0.41303339,0.00000000
-5.41170585,2.03112190,1.31875506,1.05857324,0.03622040,0.58281178,0.40050465,0.00000000
-5.40570285,2.02042324,1.34428800,1.03727258,0.03647934,0.58772421,0.39092611,0.00000000
-5.39969985,2.01492013,1.37184224,1.02068221,0.03672982,0.59255646,0.38405705,0.00000000
-5.39369685,2.01425664,1.40122924,1.00841988,0.03697567,0.59739217,0.37963181,0.00000000
-5.38769385,2.01805416,1.43219681,1.00009900,0.03721998,0.60231350,0.37736528,0.00000000
-5.38169085,2.02591390,1.46441988,0.99533766,0.03746503,0.60739685,0.37695834,0.00000000
-5.37568784,2.03741909,1.49749525,0.99376588,0.03771215,0.61270894,0.37810305,0.00000000
-5.36968484,2.05213690,1.53094103,0.99503084,0.03796172,0.61830342,0.38048787,0.00000000
-5.36368184,2.06962031,1.56420098,0.99880017,0.03821319,0.62421803,0.38380271,0.00000000
-5.35767884,2.08940973,1.59665373,1.00476311,0.03846513,0.63047226,0.38774381,0.00000000
-5.35167584,2.11103450,1.62762679,1.01262987,0.03871535,0.63706561,0.39201862,0.00000000
-5.34567284,2.13401427,1.65641447,1.02212927,0.03896096,0.64397626,0.39635043,0.00000000
-5.33966983,2.15786008,1.68229920,1.03300489,0.03919852,0.65116030,0.40048268,0.00000000
-5.33366683,2.18207535,1.70457492,1.04501016,0.03942414,0.65855130,0.40418307,0.00000000
-5.32766383,2.20615681,1.72257164,1.05790275,0.03963353,0.66606039,0.40724709,0.00000000
-5.32166083,2.22959537,1.73567978,1.07143869,0.03982212,0.67357673,0.40950106,0.00000000
-5.31565783,2.25187722,1.74337303,1.08536679,0.03998506,0.68096844,0.41080452,0.00000000
-5.30965483,2.27248546,1.74522871,1.09942370,0.04011730,0.68808405,0.41105182,0.00000000
-5.30365183,2.29090239,1.74094457,1.11333032,0.04021357,0.69475449,0.41017290,0.00000000
-5.29764882,2.30661278,1.73035114,1.12678969,0.04026838,0.70079572,0.40813320,0.00000000
-5.29164582,2.31910851,1.71341913,1.13948689,0.04027609,0.70601200,0.40493272,0.00000000
-5.28564282,2.32789467,1.69026160,1.15109120,0.04023088,0.71019991,0.40060415,0.00000000
-5.27963982,2.33249726,1.66113074,1.16126042,0.04012686,0.71315302,0.39521022,0.00000000
-5.27363682,2.33247258,1.62640959,1.16964754,0.03995815,0.71466727,0.38884039,0.00000000
-5.26763382,2.32741804,1.58659909,1.17590944,0.03971903,0.71454689,0.38160687,0.00000000
-5.26163082,2.31698427,1.54230114,1.17971729,0.03940412,0.71261070,0.37364025,0.00000000
-5.25562781,2.30088801,1.49419848,1.18076825,0.03900861,0.70869866,0.36508476,0.00000000
-5.24962481,2.27892514,1.44303241,1.17879785,0.03852853,0.70267843,0.35609349,0.00000000
-5.24362181,2.25098348,1.38957924,1.17359238,0.03796100,0.69445153,0.34682362,0.00000000
-5.23761881,2.21705425,1.33462658,1.16500075,0.03730460,0.68395896,0.33743184,0.00000000
-5.23161581,2.17724191,1.27895042,1.15294498,0.03655959,0.67118594,0.32807016,0.00000000
-5.22561281,2.13177131,1.22329396,1.13742888,0.03572817,0.65616544,0.31888221,0.00000000
-5.21960980,2.08099191,1.16834895,1.11854430,0.03481475,0.63898037,0.31000015,0.00000000
-5.21360680,2.02537841,1.11474017,1.09647456,0.03382603,0.61976417,0.30154230,0.00000000
-5.20760380,1.96552772,1.06301358,1.07149499,0.03277111,0.59869980,0.29361148,0.00000000
-5.20160080,1.90215209,1.01362856,1.04397019,0.03166148,0.57601697,0.28629421,0.00000000
-5.19559780,1.83606860,0.96695405,1.01434843,0.03051088,0.55198791,0.27966062,0.00000000
-5.18959480,1.76818539,0.92326891,0.98315319,0.02933512,0.52692153,0.27376514,0.00000000
-5.18359180,1.69948507,0.88276590,0.95097235,0.02815181,0.50115646,0.26864783,0.00000000
-5.17758879,1.63100591,0.84555920,0.91844533,0.02697995,0.47505313,0.26433636,0.00000000
-5.17158579,1.56382167,0.81169458,0.88624890,0.02583956,0.44898516,0.26084831,0.00000000
-5.16558279,1.49902050,0.78116185,0.85508204,0.02475118,0.42333055,0.25819383,0.00000000
-5.15957979,1.43768394,0.75390859,0.82565047,0.02373539,0.39846282,0.25637844,0.00000000
-5.15357679,1.38086632,0.72985457,0.79865133,0.02281230,0.37474267,0.25540565,0.00000000
-5.14757379,1.32957531,0.70890584,0.77475836,0.02200107,0.35251012,0.25527950,0.00000000
-5.14157079,1.28475382,0.69096785,0.75460802,0.02131946,0.33207769,0.25600645,0.00000000
-5.13556778,1.24726366,0.67595681,0.73878667,0.02078344,0.31372454,0.25759690,0.00000000
-5.12956478,1.21787089,0.66380870,0.72781904,0.02040678,0.29769185,0.26006581,0.00000000
-5.12356178,1.19723311,0.65448542,0.72215800,0.02020080,0.28417935,0.26343257,0.00000000
-5.11755878,1.18588832,0.64797781,0.72217565,0.02017414,0.27334311,0.26772000,0.00000000
-5.11155578,1.18424558,0.64430537,0.72815577,0.02033257,0.26529443,0.27295241,0.00000000
-5.10555278,1.19257709,0.64351276,0.74028744,0.02067892,0.26009979,0.27915287,0.00000000
-5.09954977,1.21101182,0.64566331,0.75866001,0.02121300,0.25778172,0.28633980,0.00000000
-5.09354677,1.23953054,0.65082999,0.78325922,0.02193165,0.25832046,0.29452292,0.00000000
-5.08754377,1.27796245,0.65908437,0.81396474,0.02282875,0.26165626,0.30369893,0.00000000
-5.08154077,1.32598361,0.67048436,0.85054908,0.02389536,0.26769224,0.31384709,0.00000000
-5.07553777,1.38311727,0.68506142,0.89267811,0.02511981,0.27629760,0.32492504,0.00000000
-5.06953477,1.44873662,0.70280814,0.93991336,0.02648790,0.28731123,0.33686504,0.00000000
-5.06353177,1.52207015,0.72366700,0.99171641,0.02798310,0.30054544,0.34957104,0.00000000
-5.05752876,1.60221011,0.74752093,1.04745532,0.02958674,0.31578998,0.36291681,0.00000000
-5.05152576,1.68812416,0.77418658,1.10641355,0.03127833,0.33281609,0.37674530,0.00000000
-5.04552276,1.77867058,0.80341052,1.16780126,0.03303584,0.35138066,0.39086945,0.00000000
-5.03951976,1.87261680,0.83486892,1.23076900,0.03483601,0.37123042,0.40507450,0.00000000
-5.03351676,1.96866134,0.86817059,1.29442373,0.03665476,0.39210604,0.41912188,0.00000000
-5.02751376,2.06545864,0.90286363,1.35784680,0.03846758,0.41374624,0.43275451,0.00000000
-5.02151076,2.16164617,0.93844508,1.42011352,0.04024992,0.43589161,0.44570342,0.00000000
-5.01550775,2.25587327,0.97437328,1.48031384,0.04197768,0.45828837,0.45769544,0.00000000
-5.00950475,2.34683059,1.01008233,1.53757347,0.04362765,0.48069166,0.46846162,0.00000000
-5.00350175,2.43327932,1.04499790,1.59107472,0.04517797,0.50286859,0.47774610,0.00000000
-4.99749875,2.51407908,1.07855358,1.64007639,0.04660855,0.52460081,0.48531488,0.00000000
-4.99149575,2.58821347,1.11020700,1.68393200,0.04790151,0.54568662,0.49096429,0.00000000
