energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Ga_p_up,Ga_p_down,Ga_d_up,Ga_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.86193097,1.61394236,-1.33441304,0.70796829,-0.66065067,0.42305752,-0.30474051,0.12614615,-0.09853662,0.00000000,-0.00000000,0.68441981,-0.54792691,0.00000000,-0.00000000
-5.85592796,1.71154334,-1.39471216,0.73588640,-0.67165916,0.45858282,-0.33188765,0.13466912,-0.10419211,0.00000000,-0.00000000,0.73019116,-0.58002684,0.00000000,-0.00000000
-5.84992496,1.81620067,-1.46557303,0.76748669,-0.68750980,0.49534999,-0.36151761,0.14368858,-0.11071582,0.00000000,-0.00000000,0.77841611,-0.61661333,0.00000000,-0.00000000
-5.84392196,1.92613771,-1.54637599,0.80206089,-0.70796695,0.53282526,-0.39338602,0.15304399,-0.11804210,0.00000000,-0.00000000,0.82823244,-0.65728001,0.00000000,-0.00000000
-5.83791896,2.03935052,-1.63618295,0.83880856,-0.73265595,0.57041859,-0.42716873,0.16255644,-0.12607869,0.00000000,-0.00000000,0.87869098,-0.70148460,0.00000000,-0.00000000
-5.83191596,2.15365977,-1.73375135,0.87686043,-0.76107354,0.60749781,-0.46246497,0.17203309,-0.13470787,0.00000000,-0.00000000,0.92878034,-0.74855770,0.00000000,-0.00000000
-5.82591296,2.26676992,-1.83755842,0.91530402,-0.79260237,0.64340508,-0.49880342,0.18127231,-0.14378844,0.00000000,-0.00000000,0.97745484,-0.79771621,0.00000000,-0.00000000
-5.81990995,2.37633413,-1.94583539,0.95321071,-0.82652922,0.67747530,-0.53565111,0.19006926,-0.15315868,0.00000000,-0.00000000,1.02366480,-0.84808095,0.00000000,-0.00000000
-5.81390695,2.48002257,-2.05661106,0.98966337,-0.86206617,0.70905571,-0.57242520,0.19822186,-0.16263997,0.00000000,-0.00000000,1.06638816,-0.89869823,0.00000000,-0.00000000
-5.80790395,2.57559178,-2.16776359,1.02378374,-0.89837449,0.73752605,-0.60850720,0.20553682,-0.17204122,0.00000000,-0.00000000,1.10466248,-0.94856509,0.00000000,-0.00000000
-5.80190095,2.66095279,-2.27707912,1.05475865,-0.93459006,0.76231847,-0.64325949,0.21183555,-0.18116394,0.00000000,-0.00000000,1.13761597,-0.99665717,0.00000000,-0.00000000
-5.79589795,2.73423519,-2.38231526,1.08186427,-0.96984990,0.78293648,-0.67604344,0.21695970,-0.18980770,0.00000000,-0.00000000,1.16449654,-1.04195878,0.00000000,-0.00000000
-5.78989495,2.79384503,-2.48126749,1.10448760,-1.00331863,0.79897197,-0.70623855,0.22077617,-0.19777590,0.00000000,-0.00000000,1.18469770,-1.08349384,0.00000000,-0.00000000
-5.78389195,2.83851424,-2.57183591,1.12214452,-1.03421424,0.81011986,-0.73326204,0.22318120,-0.20488167,0.00000000,-0.00000000,1.19778023,-1.12035684,0.00000000,-0.00000000
-5.77788894,2.86733983,-2.65209014,1.13449410,-1.06183214,0.81618954,-0.75658789,0.22410358,-0.21095349,0.00000000,-0.00000000,1.20348890,-1.15174261,0.00000000,-0.00000000
-5.77188594,2.87981148,-2.72032978,1.14134850,-1.08556683,0.81711276,-0.77576487,0.22350669,-0.21584056,0.00000000,-0.00000000,1.20176354,-1.17697382,0.00000000,-0.00000000
-5.76588294,2.87582669,-2.77513822,1.14267868,-1.10493044,0.81294765,-0.79043250,0.22138938,-0.21941747,0.00000000,-0.00000000,1.19274405,-1.19552505,0.00000000,-0.00000000
-5.75987994,2.85569326,-2.81542771,1.13861552,-1.11956770,0.80387867,-0.80033456,0.21778553,-0.22158809,0.00000000,-0.00000000,1.17676929,-1.20704263,0.00000000,-0.00000000
-5.75387694,2.82011913,-2.84047415,1.12944695,-1.12926682,0.79021265,-0.80532939,0.21276251,-0.22228853,0.00000000,-0.00000000,1.15436995,-1.21135937,0.00000000,-0.00000000
-5.74787394,2.77019068,-2.84994021,1.11561096,-1.13396617,0.77237100,-0.80539661,0.20641842,-0.22148889,0.00000000,-0.00000000,1.12625576,-1.20850361,0.00000000,-0.00000000
-5.74187094,2.70734036,-2.84388632,1.09768523,-1.13375671,0.75087865,-0.80064001,0.19887846,-0.21919398,0.00000000,-0.00000000,1.09329771,-1.19870237,0.00000000,-0.00000000
-5.73586793,2.63330547,-2.82276908,1.07637365,-1.12888017,0.72635007,-0.79128651,0.19029039,-0.21544270,0.00000000,-0.00000000,1.05650597,-1.18237835,0.00000000,-0.00000000
-5.72986493,2.55007973,-2.78742769,1.05249033,-1.11972342,0.69947301,-0.77768124,0.18081950,-0.21030634,0.00000000,-0.00000000,1.01700441,-1.16014114,0.00000000,-0.00000000
-5.72386193,2.45985972,-2.73905908,1.02694160,-1.10680922,0.67099059,-0.76027891,0.17064319,-0.20388577,0.00000000,-0.00000000,0.97600274,-1.13277284,0.00000000,-0.00000000
-5.71785893,2.36498795,-2.67918305,1.00070630,-1.09078381,0.64168247,-0.73963203,0.15994543,-0.19630776,0.00000000,-0.00000000,0.93476706,-1.10120879,0.00000000,-0.00000000
-5.71185593,2.26789464,-2.60959900,0.97481508,-1.07240198,0.61234558,-0.71637627,0.14891141,-0.18772045,0.00000000,-0.00000000,0.89458980,-1.06651420,0.00000000,-0.00000000
-5.70585293,2.17103966,-2.53233597,0.95032863,-1.05250982,0.58377506,-0.69121362,0.13772247,-0.17828838,0.00000000,-0.00000000,0.85675985,-1.02985734,0.00000000,-0.00000000
-5.69984992,2.07685615,-2.44959787,0.92831548,-1.03202583,0.55674597,-0.66489403,0.12655159,-0.16818719,0.00000000,-0.00000000,0.82253351,-0.99248037,0.00000000,-0.00000000
-5.69384692,1.98769694,-2.36370584,0.90982929,-1.01192067,0.53199601,-0.63819599,0.11555957,-0.15759820,0.00000000,-0.00000000,0.79310673,-0.95566862,0.00000000,-0.00000000
-5.68784392,1.90578467,-2.27703943,0.89588590,-0.99319589,0.51020962,-0.61190685,0.10489192,-0.14670323,0.00000000,-0.00000000,0.76958914,-0.92071912,0.00000000,-0.00000000
-5.68184092,1.83316606,-2.19197815,0.88744029,-0.97686189,0.49200375,-0.58680331,0.09467664,-0.13567969,0.00000000,-0.00000000,0.75298012,-0.88890926,0.00000000,-0.00000000
-5.67583792,1.77167084,-2.11084483,0.88536350,-0.96391536,0.47791525,-0.56363259,0.08502282,-0.12469631,0.00000000,-0.00000000,0.74414699,-0.86146618,0.00000000,-0.00000000
-5.66983492,1.72287558,-2.03585192,0.89041990,-0.95531631,0.46839011,-0.54309469,0.07602002,-0.11390941,0.00000000,-0.00000000,0.74380553,-0.83953747,0.00000000,-0.00000000
-5.66383192,1.68807236,-1.96905151,0.90324496,-0.95196491,0.46377448,-0.52582615,0.06773838,-0.10346005,0.00000000,-0.00000000,0.75250292,-0.82416367,0.00000000,-0.00000000
-5.65782891,1.66824267,-1.91228976,0.92432396,-0.95467826,0.46430753,-0.51238547,0.06022941,-0.09347189,0.00000000,-0.00000000,0.77060322,-0.81625293,0.00000000,-0.00000000
-5.65182591,1.66403645,-1.86716636,0.95397229,-0.96416742,0.47011611,-0.50324032,0.05352722,-0.08404998,0.00000000,-0.00000000,0.79827545,-0.81655820,0.00000000,-0.00000000
-5.64582291,1.67575662,-1.83499918,0.99231778,-0.98101503,0.48121135,-0.49875692,0.04765017,-0.07528016,0.00000000,-0.00000000,0.83548460,-0.82565715,0.00000000,-0.00000000
-5.63981991,1.70334947,-1.81679474,1.03928602,-1.00565392,0.49748714,-0.49919143,0.04260277,-0.06722931,0.00000000,-0.00000000,0.88198596,-0.84393521,0.00000000,-0.00000000
-5.63381691,1.74640117,-1.81322449,1.09458936,-1.03834737,0.51872071,-0.50468360,0.03837767,-0.05994610,0.00000000,-0.00000000,0.93732281,-0.87157196,0.00000000,-0.00000000
-5.62781391,1.80414108,-1.82460757,1.15772053,-1.07917174,0.54457529,-0.51525271,0.03495760,-0.05346229,0.00000000,-0.00000000,1.00082830,-0.90853122,0.00000000,-0.00000000
-5.62181091,1.87545219,-1.85090025,1.22795151,-1.12800215,0.57460513,-0.53079594,0.03231730,-0.04779433,0.00000000,-0.00000000,1.07163161,-0.95455516,0.00000000,-0.00000000
-5.61580790,1.95888929,-1.89169255,1.30433864,-1.18450218,0.60826280,-0.55108913,0.03042514,-0.04294517,0.00000000,-0.00000000,1.14866893,-1.00916287,0.00000000,-0.00000000
-5.60980490,2.05270501,-1.94621252,1.38573424,-1.24811848,0.64490909,-0.57579025,0.02924460,-0.03890626,0.00000000,-0.00000000,1.23069955,-1.07165375,0.00000000,-0.00000000
-5.60380190,2.15488405,-2.01333857,1.47080521,-1.31808097,0.68382523,-0.60444533,0.02873534,-0.03565937,0.00000000,-0.00000000,1.31632710,-1.14111598,0.00000000,-0.00000000
-5.59779890,2.26318521,-2.09162021,1.55805858,-1.39340944,0.72422761,-0.63649726,0.02885407,-0.03317847,0.00000000,-0.00000000,1.40402603,-1.21644046,0.00000000,-0.00000000
-5.59179590,2.37519091,-2.17930727,1.64587368,-1.47292702,0.76528465,-0.67129711,0.02955511,-0.03143124,0.00000000,-0.00000000,1.49217296,-1.29634023,0.00000000,-0.00000000
-5.58579290,2.48836309,-2.27438757,1.73254034,-1.55528069,0.80613561,-0.70811806,0.03079062,-0.03038050,0.00000000,-0.00000000,1.57908232,-1.37937540,0.00000000,-0.00000000
-5.57978989,2.60010442,-2.37463263,1.81630210,-1.63896884,0.84591081,-0.74617175,0.03251075,-0.02998522,0.00000000,-0.00000000,1.66304565,-1.46398332,0.00000000,-0.00000000
-5.57378689,2.70782307,-2.47765064,1.89540303,-1.72237540,0.88375292,-0.78462670,0.03466355,-0.03020133,0.00000000,-0.00000000,1.74237324,-1.54851344,0.00000000,-0.00000000
-5.56778389,2.80899907,-2.58094561,1.96813670,-1.80380975,0.91883839,-0.82262844,0.03719479,-0.03098225,0.00000000,-0.00000000,1.81543704,-1.63126625,0.00000000,-0.00000000
-5.56178089,2.90125013,-2.68198108,2.03289544,-1.88155133,0.95039863,-0.85932081,0.04004780,-0.03227917,0.00000000,-0.00000000,1.88071330,-1.71053508,0.00000000,-0.00000000
-5.55577789,2.98239469,-2.77824668,2.08821801,-1.95389743,0.97773993,-0.89386788,0.04316336,-0.03404111,0.00000000,-0.00000000,1.93682343,-1.78464972,0.00000000,-0.00000000
-5.54977489,3.05050968,-2.86732536,2.13283366,-2.01921243,1.00026153,-0.92547572,0.04647970,-0.03621494,0.00000000,-0.00000000,1.98257148,-1.85202038,0.00000000,-0.00000000
-5.54377189,3.10398107,-2.94695895,2.16570104,-2.07597672,1.01747108,-0.95341330,0.04993263,-0.03874523,0.00000000,-0.00000000,2.01697680,-1.91118042,0.00000000,-0.00000000
-5.53776888,3.14154507,-3.01510983,2.18603998,-2.12283323,1.02899692,-0.97703190,0.05345592,-0.04157416,0.00000000,-0.00000000,2.03930056,-1.96082630,0.00000000,-0.00000000
-5.53176588,3.16231862,-3.07001625,2.19335520,-2.15862964,1.03459667,-0.99578207,0.05698191,-0.04464153,0.00000000,-0.00000000,2.04906504,-1.99985328,0.00000000,-0.00000000
-5.52576288,3.16581791,-3.11023927,2.18745067,-2.18245461,1.03416173,-1.00922770,0.06044229,-0.04788476,0.00000000,-0.00000000,2.04606492,-2.02738532,0.00000000,-0.00000000
-5.51975988,3.15196451,-3.13469959,2.16843437,-2.19366633,1.02771774,-1.01705659,0.06376922,-0.05123923,0.00000000,-0.00000000,2.03037015,-2.04279823,0.00000000,-0.00000000
-5.51375688,3.12107907,-3.14270281,2.13671321,-2.19191234,1.01542080,-1.01908706,0.06689654,-0.05463872,0.00000000,-0.00000000,2.00232039,-2.04573480,0.00000000,-0.00000000
-5.50775388,3.07386310,-3.13395234,2.09297869,-2.17713969,0.99754986,-1.01527043,0.06976120,-0.05801604,0.00000000,-0.00000000,1.96251139,-2.03611178,0.00000000,-0.00000000
-5.50175088,3.01137005,-3.10854964,2.03818383,-2.14959535,0.97449556,-1.00568937,0.07230477,-0.06130403,0.00000000,-0.00000000,1.91177391,-2.01411820,0.00000000,-0.00000000
-5.49574787,2.93496707,-3.06698213,1.97351296,-2.10981667,0.94674614,-0.99055214,0.07447498,-0.06443662,0.00000000,-0.00000000,1.85114637,-1.98020531,0.00000000,-0.00000000
-5.48974487,2.84628950,-3.01009951,1.90034545,-2.05861291,0.91487107,-0.97018311,0.07622725,-0.06735015,0.00000000,-0.00000000,1.78184238,-1.93506888,0.00000000,-0.00000000
-5.48374187,2.74719004,-2.93908001,1.82021537,-1.99703850,0.87950311,-0.94501011,0.07752604,-0.06998478,0.00000000,-0.00000000,1.70521461,-1.87962452,0.00000000,-0.00000000
-5.47773887,2.63968490,-2.85538819,1.73476855,-1.92635964,0.84131957,-0.91554907,0.07834605,-0.07228599,0.00000000,-0.00000000,1.62271657,-1.81497747,0.00000000,-0.00000000
-5.47173587,2.52589904,-2.76072637,1.64571910,-1.84801577,0.80102359,-0.88238683,0.07867318,-0.07420611,0.00000000,-0.00000000,1.53586379,-1.74238807,0.00000000,-0.00000000
-5.46573287,2.40801260,-2.65698202,1.55480667,-1.76357773,0.75932600,-0.84616276,0.07850510,-0.07570569,0.00000000,-0.00000000,1.44619588,-1.66323453,0.00000000,-0.00000000
-5.45972986,2.28821014,-2.54617329,1.46375616,-1.67470435,0.71692857,-0.80755001,0.07785156,-0.07675481,0.00000000,-0.00000000,1.35524059,-1.57897459,0.00000000,-0.00000000
-5.45372686,2.16863418,-2.43039482,1.37424083,-1.58309935,0.67450892,-0.76723715,0.07673422,-0.07733414,0.00000000,-0.00000000,1.26448119,-1.49110746,0.00000000,-0.00000000
-5.44772386,2.05134406,-2.31176595,1.28784971,-1.49047004,0.63270759,-0.72591080,0.07518619,-0.07743569,0.00000000,-0.00000000,1.17532765,-1.40113742,0.00000000,-0.00000000
-5.44172086,1.93828062,-2.19238276,1.20605990,-1.39848917,0.59211748,-0.68423991,0.07325105,-0.07706327,0.00000000,-0.00000000,1.08909239,-1.31054039,0.00000000,-0.00000000
-5.43571786,1.83123700,-2.07427539,1.13021372,-1.30876105,0.55327557,-0.64286201,0.07098168,-0.07623256,0.00000000,-0.00000000,1.00697070,-1.22073409,0.00000000,-0.00000000
-5.42971486,1.73183532,-1.95937133,1.06150085,-1.22279247,0.51665713,-0.60237175,0.06843866,-0.07497078,0.00000000,-0.00000000,0.93002578,-1.13305263,0.00000000,-0.00000000
-5.42371186,1.64150880,-1.84946511,1.00094491,-1.14196884,0.48267194,-0.56331196,0.06568848,-0.07331602,0.00000000,-0.00000000,0.85917826,-1.04872578,0.00000000,-0.00000000
-5.41770885,1.56148865,-1.74619450,0.94939406,-1.06753563,0.45166250,-0.52616706,0.06280157,-0.07131614,0.00000000,-0.00000000,0.79519967,-0.96886289,0.00000000,-0.00000000
-5.41170585,1.49279491,-1.65102254,0.90751496,-1.00058456,0.42390378,-0.49135884,0.05985016,-0.06902737,0.00000000,-0.00000000,0.73870930,-0.89444140,0.00000000,-0.00000000
-5.40570285,1.43623044,-1.56522506,0.87578942,-0.94204430,0.39960423,-0.45924431,0.05690622,-0.06651261,0.00000000,-0.00000000,0.69017399,-0.82629943,0.00000000,-0.00000000
-5.39969985,1.39237729,-1.48988258,0.85451321,-0.89267472,0.37890776,-0.43011532,0.05403937,-0.06383955,0.00000000,-0.00000000,0.64991001,-0.76513183,0.00000000,-0.00000000
-5.39369685,1.36159485,-1.42587572,0.84379641,-0.85306410,0.36189622,-0.40419961,0.05131487,-0.06107858,0.00000000,-0.00000000,0.61808662,-0.71148923,0.00000000,-0.00000000
-5.38769385,1.34401940,-1.37388313,0.84356518,-0.82362840,0.34859232,-0.38166288,0.04879193,-0.05830065,0.00000000,-0.00000000,0.59473084,-0.66577928,0.00000000,-0.00000000
-5.38169085,1.33956487,-1.33438100,0.85356457,-0.80461196,0.33896275,-0.36261161,0.04652209,-0.05557517,0.00000000,-0.00000000,0.57973300,-0.62826943,0.00000000,-0.00000000
-5.37568784,1.34792489,-1.30764358,0.87336261,-0.79608904,0.33292132,-0.34709623,0.04454802,-0.05296792,0.00000000,-0.00000000,0.57285292,-0.59909082,0.00000000,-0.00000000
-5.36968484,1.36857644,-1.29374412,0.90235580,-0.79796584,0.33033218,-0.33511445,0.04290252,-0.05053919,0.00000000,-0.00000000,0.57372675,-0.57824270,0.00000000,-0.00000000
-5.36368184,1.40078572,-1.29255606,0.93977642,-0.80998291,0.33101313,-0.32661452,0.04160791,-0.04834209,0.00000000,-0.00000000,0.58187436,-0.56559727,0.00000000,-0.00000000
-5.35767884,1.44361669,-1.30375467,0.98470214,-0.83171795,0.33473911,-0.32149838,0.04067577,-0.04642112,0.00000000,-0.00000000,0.59670768,-0.56090470,0.00000000,-0.00000000
-5.35167584,1.49594318,-1.32681937,1.03606837,-0.86258942,0.34124599,-0.31962462,0.04010697,-0.04481107,0.00000000,-0.00000000,0.61754016,-0.56379845,0.00000000,-0.00000000
-5.34567284,1.55646503,-1.36103739,1.09268391,-0.90186135,0.35023491,-0.32081146,0.03989211,-0.04353626,0.00000000,-0.00000000,0.64359763,-0.57380106,0.00000000,-0.00000000
-5.33966983,1.62372906,-1.40550963,1.15325018,-0.94864995,0.36137712,-0.32483962,0.04001215,-0.04261014,0.00000000,-0.00000000,0.67403099,-0.59033075,0.00000000,-0.00000000
-5.33366683,1.69615495,-1.45915933,1.21638424,-1.00193280,0.37431976,-0.33145551,0.04043950,-0.04203523,0.00000000,-0.00000000,0.70793082,-0.61270923,0.00000000,-0.00000000
-5.32766383,1.77206634,-1.52074470,1.28064566,-1.06056110,0.38869230,-0.34037476,0.04113917,-0.04180346,0.00000000,-0.00000000,0.74434415,-0.64017096,0.00000000,-0.00000000
-5.32166083,1.84972668,-1.58887598,1.34456675,-1.12327567,0.40411393,-0.35128636,0.04207030,-0.04189682,0.00000000,-0.00000000,0.78229330,-0.67187458,0.00000000,-0.00000000
-5.31565783,1.92737949,-1.66203764,1.40668586,-1.18872694,0.42020181,-0.36385749,0.04318776,-0.04228832,0.00000000,-0.00000000,0.82079672,-0.70691640,0.00000000,-0.00000000
-5.30965483,2.00329185,-1.73861596,1.46558269,-1.25549916,0.43657985,-0.37773930,0.04444390,-0.04294330,0.00000000,-0.00000000,0.85889143,-0.74434650,0.00000000,-0.00000000
-5.30365183,2.07579995,-1.81693184,1.51991463,-1.32213865,0.45288814,-0.39257346,0.04579035,-0.04382088,0.00000000,-0.00000000,0.89565650,-0.78318715,0.00000000,-0.00000000
-5.29764882,2.14335515,-1.89527848,1.56845284,-1.38718567,0.46879239,-0.40799970,0.04717988,-0.04487570,0.00000000,-0.00000000,0.93023691,-0.82245366,0.00000000,-0.00000000
-5.29164582,2.20456882,-1.97196304,1.61011668,-1.44920902,0.48399335,-0.42366405,0.04856814,-0.04605971,0.00000000,-0.00000000,0.96186699,-0.86117706,0.00000000,-0.00000000
-5.28564282,2.25825394,-2.04535108,1.64400504,-1.50684255,0.49823562,-0.43922768,0.04991529,-0.04732413,0.00000000,-0.00000000,0.98989244,-0.89842814,0.00000000,-0.00000000
-5.27963982,2.30346180,-2.11391221,1.66942305,-1.55882210,0.51131554,-0.45437600,0.05118751,-0.04862129,0.00000000,-0.00000000,1.01379002,-0.93334216,0.00000000,-0.00000000
-5.27363682,2.33951185,-2.17626522,1.68590297,-1.60402137,0.52308773,-0.46882774,0.05235822,-0.04990653,0.00000000,-0.00000000,1.03318388,-0.96514318,0.00000000,-0.00000000
-5.26763382,2.36601327,-2.23122064,1.69321812,-1.64148540,0.53346990,-0.48234358,0.05340904,-0.05113992,0.00000000,-0.00000000,1.04785767,-0.99316712,0.00000000,-0.00000000
-5.26163082,2.38287679,-2.27781892,1.69138899,-1.67045981,0.54244561,-0.49473389,0.05433043,-0.05228778,0.00000000,-0.00000000,1.05776170,-1.01688252,0.00000000,-0.00000000
-5.25562781,2.39031624,-2.31536205,1.68068104,-1.69041448,0.55006470,-0.50586534,0.05512194,-0.05332396,0.00000000,-0.00000000,1.06301447,-1.03590783,0.00000000,-0.00000000
-5.24962481,2.38883896,-2.34343720,1.66159410,-1.70106039,0.55644134,-0.51566563,0.05579209,-0.05423084,0.00000000,-0.00000000,1.06389832,-1.05002444,0.00000000,-0.00000000
-5.24362181,2.37922556,-2.36193071,1.63484361,-1.70235853,0.56174946,-0.52412649,0.05635790,-0.05499994,0.00000000,-0.00000000,1.06084897,-1.05918445,0.00000000,-0.00000000
-5.23761881,2.36249932,-2.37103162,1.60133426,-1.69452035,0.56621577,-0.53130418,0.05684399,-0.05563218,0.00000000,-0.00000000,1.05443928,-1.06351276,0.00000000,-0.00000000
-5.23161581,2.33988631,-2.37122400,1.56212718,-1.67799931,0.57011052,-0.53731775,0.05728135,-0.05613769,0.00000000,-0.00000000,1.04535761,-1.06330294,0.00000000,-0.00000000
-5.22561281,2.31276786,-2.36326825,1.51840178,-1.65347388,0.57373619,-0.54234468,0.05770583,-0.05653532,0.00000000,-0.00000000,1.03438141,-1.05900679,0.00000000,-0.00000000
-5.21960980,2.28262703,-2.34817171,1.47141399,-1.62182237,0.57741473,-0.54661417,0.05815634,-0.05685164,0.00000000,-0.00000000,1.02234725,-1.05121790,0.00000000,-0.00000000
-5.21360680,2.25099139,-2.32714959,1.42245234,-1.58409067,0.58147355,-0.55039805,0.05867294,-0.05711969,0.00000000,-0.00000000,1.01011820,-1.04064954,0.00000000,-0.00000000
-5.20760380,2.21937434,-2.30157788,1.37279381,-1.54145417,0.58623111,-0.55399980,0.05929475,-0.05737735,0.00000000,-0.00000000,0.99855004,-1.02810771,0.00000000,-0.00000000
-5.20160080,2.18921749,-2.27293980,1.32366128,-1.49517535,0.59198247,-0.55774192,0.06005795,-0.05766553,0.00000000,-0.00000000,0.98845763,-1.01446033,0.00000000,-0.00000000
-5.19559780,2.16183639,-2.24276828,1.27618397,-1.44655897,0.59898570,-0.56195214,0.06099383,-0.05802614,0.00000000,-0.00000000,0.98058282,-1.00060382,0.00000000,-0.00000000
-5.18959480,2.13837196,-2.21258658,1.23136271,-1.39690650,0.60744944,-0.56694916,0.06212701,-0.05850000,0.00000000,-0.00000000,0.97556541,-0.98742831,0.00000000,-0.00000000
-5.18359180,2.11974966,-2.18384978,1.19004109,-1.34747188,0.61752254,-0.57302826,0.06347398,-0.05912478,0.00000000,-0.00000000,0.97391820,-0.97578304,0.00000000,-0.00000000
-5.17758879,2.10664808,-2.15788932,1.15288363,-1.29942021,0.62928605,-0.58044770,0.06504193,-0.05993301,0.00000000,-0.00000000,0.97600743,-0.96644328,0.00000000,-0.00000000
-5.17158579,2.09947817,-2.13586315,1.12036154,-1.25379111,0.64274808,-0.58941621,0.06682805,-0.06095028,0.00000000,-0.00000000,0.98203930,-0.96008028,0.00000000,-0.00000000
-5.16558279,2.09837424,-2.11871339,1.09274656,-1.21146803,0.65784182,-0.60008246,0.06881921,-0.06219378,0.00000000,-0.00000000,0.99205323,-0.95723537,0.00000000,-0.00000000
