energy_ev,total_up,C_s_up,C_p_up,Co_p_up,Co_d_up,Te_p_up,Te_d_up,Zn_p_up,Zn_d_up
-5.83791896,1.18841341,0.05277839,0.05443390,0.30042481,0.21172322,0.50347919,0.00000000,0.48516836,0.14408821
-5.83191596,1.22697798,0.05357059,0.05679427,0.31103561,0.21930553,0.52099021,0.00000000,0.50355189,0.14746637
-5.82591296,1.26083029,0.05408627,0.05893208,0.32031852,0.22638500,0.53661885,0.00000000,0.51992463,0.15008492
-5.81990995,1.28978771,0.05432913,0.06081795,0.32817092,0.23298121,0.55027096,0.00000000,0.53409391,0.15192193
-5.81390695,1.31379347,0.05430994,0.06242599,0.33452024,0.23913700,0.56190308,0.00000000,0.54590538,0.15297358
-5.80790395,1.33291787,0.05404630,0.06373437,0.33932592,0.24491751,0.57152367,0.00000000,0.55524705,0.15325412
-5.80190095,1.34735448,0.05356211,0.06472588,0.34258031,0.25040808,0.57919222,0.00000000,0.56205205,0.15279514
-5.79589795,1.35741139,0.05288684,0.06538829,0.34430847,0.25571104,0.58501635,0.00000000,0.56630001,0.15164427
-5.78989495,1.36349768,0.05205449,0.06571467,0.34456681,0.26094152,0.58914691,0.00000000,0.56801687,0.14986331
-5.78389195,1.36610571,0.05110242,0.06570350,0.34344071,0.26622226,0.59177130,0.00000000,0.56727322,0.14752580
-5.77788894,1.36578999,0.05006996,0.06535866,0.34104113,0.27167788,0.59310519,0.00000000,0.56418125,0.14471427
-5.77188594,1.36314355,0.04899701,0.06468930,0.33750037,0.27742859,0.59338315,0.00000000,0.55889034,0.14151720
-5.76588294,1.35877294,0.04792255,0.06370951,0.33296727,0.28358392,0.59284855,0.00000000,0.55158154,0.13802585
-5.75987994,1.35327301,0.04688323,0.06243793,0.32760195,0.29023655,0.59174322,0.00000000,0.54246116,0.13433111
-5.75387694,1.34720288,0.04591205,0.06089720,0.32157037,0.29745678,0.59029738,0.00000000,0.53175378,0.13052052
-5.74787394,1.34106397,0.04503724,0.05911335,0.31503901,0.30528777,0.58872039,0.00000000,0.51969485,0.12667555
-5.74187094,1.33528149,0.04428132,0.05711507,0.30816981,0.31374202,0.58719268,0.00000000,0.50652343,0.12286930
-5.73586793,1.33019005,0.04366044,0.05493299,0.30111564,0.32279909,0.58585937,0.00000000,0.49247510,0.11916472
-5.72986493,1.32602418,0.04318409,0.05259889,0.29401652,0.33240499,0.58482579,0.00000000,0.47777555,0.11561328
-5.72386193,1.32291415,0.04285503,0.05014500,0.28699657,0.34247304,0.58415512,0.00000000,0.46263503,0.11225437
-5.71785893,1.32088713,0.04266955,0.04760320,0.28016205,0.35288635,0.58386829,0.00000000,0.44724383,0.10911518
-5.71185593,1.31987353,0.04261811,0.04500443,0.27360022,0.36350180,0.58394596,0.00000000,0.43176900,0.10621122
-5.70585293,1.31971813,0.04268617,0.04237810,0.26737927,0.37415526,0.58433252,0.00000000,0.41635240,0.10354729
-5.69984992,1.32019510,0.04285524,0.03975160,0.26154908,0.38466781,0.58494181,0.00000000,0.40111002,0.10111893
-5.69384692,1.32102611,0.04310418,0.03714995,0.25614274,0.39485265,0.58566409,0.00000000,0.38613263,0.09891423
-5.68784392,1.32190038,0.04341052,0.03459556,0.25117881,0.40452231,0.58637400,0.00000000,0.37148758,0.09691577
-5.68184092,1.32249549,0.04375187,0.03210809,0.24666387,0.41349579,0.58693883,0.00000000,0.35722160,0.09510279
-5.67583792,1.32249790,0.04410728,0.02970449,0.24259549,0.42160523,0.58722681,0.00000000,0.34336442,0.09345330
-5.66983492,1.32162193,0.04445852,0.02739904,0.23896523,0.42870184,0.58711485,0.00000000,0.32993292,0.09194601
-5.66383192,1.31962638,0.04479116,0.02520363,0.23576147,0.43466068,0.58649541,0.00000000,0.31693561,0.09056222
-5.65782891,1.31632798,0.04509552,0.02312796,0.23297215,0.43938430,0.58528212,0.00000000,0.30437721,0.08928723
-5.65182591,1.31161118,0.04536725,0.02117995,0.23058699,0.44280480,0.58341398,0.00000000,0.29226302,0.08811151
-5.64582291,1.30543396,0.04560777,0.01936610,0.22859933,0.44488468,0.58085804,0.00000000,0.28060296,0.08703149
-5.63981991,1.29782984,0.04582430,0.01769193,0.22700746,0.44561610,0.57761055,0.00000000,0.26941509,0.08604984
-5.63381691,1.28890603,0.04602967,0.01616235,0.22581541,0.44501910,0.57369662,0.00000000,0.25872849,0.08517550
-5.62781391,1.27883850,0.04624188,0.01478215,0.22503326,0.44313870,0.56916871,0.00000000,0.24858534,0.08442328
-5.62181091,1.26786435,0.04648331,0.01355631,0.22467701,0.44004128,0.56410402,0.00000000,0.23904238,0.08381310
-5.61580790,1.25627228,0.04677987,0.01249038,0.22476814,0.43581050,0.55860120,0.00000000,0.23017145,0.08336909
-5.60980490,1.24439189,0.04715992,0.01159075,0.22533284,0.43054306,0.55277667,0.00000000,0.22205942,0.08311841
-5.60380190,1.23258248,0.04765307,0.01086485,0.22640106,0.42434450,0.54676067,0.00000000,0.21480732,0.08309002
-5.59779890,1.22122198,0.04828902,0.01032133,0.22800549,0.41732541,0.54069351,0.00000000,0.20852892,0.08331337
-5.59179590,1.21069651,0.04909633,0.00997003,0.23018046,0.40959810,0.53472194,0.00000000,0.20334868,0.08381712
-5.58579290,1.20139089,0.05010129,0.00982202,0.23296080,0.40127398,0.52899600,0.00000000,0.19939919,0.08462794
-5.57978989,1.19368009,0.05132686,0.00988935,0.23638076,0.39246151,0.52366609,0.00000000,0.19681813,0.08576938
-5.57378689,1.18792186,0.05279173,0.01018487,0.24047287,0.38326493,0.51888049,0.00000000,0.19574474,0.08726092
-5.56778389,1.18445006,0.05450962,0.01072179,0.24526677,0.37378349,0.51478304,0.00000000,0.19631593,0.08911716
-5.56178089,1.18356864,0.05648861,0.01151325,0.25078794,0.36411121,0.51151088,0.00000000,0.19866188,0.09134710
-5.55577789,1.18554570,0.05873070,0.01257168,0.25705631,0.35433689,0.50919211,0.00000000,0.20290140,0.09395361
-5.54977489,1.19060756,0.06123159,0.01390815,0.26408465,0.34454429,0.50794324,0.00000000,0.20913684,0.09693300
-5.54377189,1.19893218,0.06398052,0.01553162,0.27187679,0.33481228,0.50786617,0.00000000,0.21744880,0.10027468
-5.53776888,1.21064215,0.06696025,0.01744808,0.28042558,0.32521483,0.50904482,0.00000000,0.22789067,0.10396093
-5.53176588,1.22579688,0.07014728,0.01965971,0.28971074,0.31582069,0.51154125,0.00000000,0.24048314,0.10796667
-5.52576288,1.24438432,0.07351202,0.02216408,0.29969648,0.30669282,0.51539144,0.00000000,0.25520895,0.11225936
-5.51975988,1.26631252,0.07701920,0.02495328,0.31032926,0.29788740,0.52060086,0.00000000,0.27200798,0.11679898
-5.51375688,1.29140147,0.08062823,0.02801325,0.32153556,0.28945258,0.52714010,0.00000000,0.29077301,0.12153798
-5.50775388,1.31937590,0.08429379,0.03132320,0.33322007,0.28142701,0.53494084,0.00000000,0.31134653,0.12642149
-5.50175088,1.34985988,0.08796640,0.03485518,0.34526429,0.27383831,0.54389253,0.00000000,0.33351870,0.13138754
-5.49574787,1.38237384,0.09159309,0.03857395,0.35752592,0.26670160,0.55384014,0.00000000,0.35702690,0.13636756
-5.48974487,1.41633495,0.09511827,0.04243701,0.36983904,0.26001820,0.56458334,0.00000000,0.38155704,0.14128698
-5.48374187,1.45106136,0.09848454,0.04639499,0.38201543,0.25377480,0.57587735,0.00000000,0.40674689,0.14606618
-5.47773887,1.48578090,0.10163370,0.05039235,0.39384692,0.24794311,0.58743582,0.00000000,0.43219141,0.15062166
-5.47173587,1.51964444,0.10450791,0.05436830,0.40510902,0.24248009,0.59893570,0.00000000,0.45745021,0.15486745
-5.46573287,1.55174388,0.10705077,0.05825811,0.41556563,0.23732896,0.61002420,0.00000000,0.48205699,0.15871688
-5.45972986,1.58113445,0.10920866,0.06199463,0.42497492,0.23242082,0.62032770,0.00000000,0.50553074,0.16208450
-5.45372686,1.60686071,0.11093202,0.06551000,0.43309597,0.22767697,0.62946233,0.00000000,0.52738834,0.16488823
-5.44772386,1.62798525,0.11217663,0.06873759,0.43969617,0.22301181,0.63704579,0.00000000,0.54715815,0.16705167
-5.44172086,1.64361900,0.11290491,0.07161393,0.44455891,0.21833621,0.64271002,0.00000000,0.56439410,0.16850637
-5.43571786,1.65295176,0.11308711,0.07408068,0.44749120,0.21356112,0.64611402,0.00000000,0.57868956,0.16919408
-5.42971486,1.65528155,0.11270231,0.07608652,0.44833103,0.20860131,0.64695638,0.00000000,0.58969053,0.16906889
-5.42371186,1.65004126,0.11173933,0.07758884,0.44695385,0.20337898,0.64498669,0.00000000,0.59710741,0.16809897
-5.41770885,1.63682122,0.11019726,0.07855516,0.44327801,0.19782717,0.64001542,0.00000000,0.60072491,0.16626806
-5.41170585,1.61538664,0.10808581,0.07896429,0.43726882,0.19189261,0.63192172,0.00000000,0.60040946,0.16357644
-5.40570285,1.58568871,0.10542532,0.07880697,0.42894086,0.18553797,0.62065864,0.00000000,0.59611387,0.16004134
-5.39969985,1.54786903,0.10224639,0.07808627,0.41835867,0.17874346,0.60625560,0.00000000,0.58787897,0.15569691
-5.39369685,1.50225680,0.09858920,0.07681741,0.40563543,0.17150755,0.58881797,0.00000000,0.57583214,0.15059344
-5.38769385,1.44935912,0.09450258,0.07502721,0.39092994,0.16384690,0.56852369,0.00000000,0.56018266,0.14479615
-5.38169085,1.38984471,0.09004266,0.07275316,0.37444191,0.15579552,0.54561727,0.00000000,0.54121444,0.13838339
-5.37568784,1.32452193,0.08527144,0.07004209,0.35640584,0.14740319,0.52040130,0.00000000,0.51927604,0.13144443
-5.36968484,1.25431217,0.08025504,0.06694855,0.33708365,0.13873327,0.49322609,0.00000000,0.49476889,0.12407688
-5.36368184,1.18021990,0.07506196,0.06353304,0.31675667,0.12985999,0.46447784,0.00000000,0.46813397,0.11638387
-5.35767884,1.10330083,0.06976124,0.05986006,0.29571710,0.12086547,0.43456592,0.00000000,0.43983771,0.10847116
-5.35167584,1.02462964,0.06442069,0.05599610,0.27425945,0.11183653,0.40391001,0.00000000,0.41035771,0.10044420
-5.34567284,0.94526870,0.05910523,0.05200777,0.25267239,0.10286147,0.37292743,0.00000000,0.38016892,0.09240542
-5.33966983,0.86623915,0.05387537,0.04795996,0.23123124,0.09402709,0.34202147,0.00000000,0.34973077,0.08445161
-5.33366683,0.78849533,0.04878599,0.04391423,0.21019139,0.08541587,0.31157097,0.00000000,0.31947590,0.07667182
-5.32766383,0.71290361,0.04388530,0.03992749,0.18978301,0.07710366,0.28192161,0.00000000,0.28980060,0.06914552
-5.32166083,0.64022610,0.03921415,0.03605096,0.17020700,0.06915774,0.25337920,0.00000000,0.26105752,0.06194130
-5.31565783,0.57110953,0.03480559,0.03232940,0.15163239,0.06163548,0.22620500,0.00000000,0.23355060,0.05511601
-5.30965483,0.50607959,0.03068474,0.02880070,0.13419516,0.05458345,0.20061321,0.00000000,0.20753229,0.04871436
-5.30365183,0.44554014,0.02686895,0.02549582,0.11799840,0.04803717,0.17677047,0.00000000,0.18320302,0.04276903
-5.29764882,0.38977725,0.02336815,0.02243897,0.10311363,0.04202128,0.15479731,0.00000000,0.16071269,0.03730109
-5.29164582,0.33896713,0.02018541,0.01964808,0.08958328,0.03655012,0.13477119,0.00000000,0.14016396,0.03232087
-5.28564282,0.29318748,0.01731770,0.01713546,0.07742390,0.03162879,0.11673090,0.00000000,0.12161696,0.02782902
-5.27963982,0.25243123,0.01475674,0.01490864,0.06663007,0.02725439,0.10068200,0.00000000,0.10509517,0.02381785
-5.27363682,0.21662198,0.01248985,0.01297135,0.05717868,0.02341750,0.08660298,0.00000000,0.09059200,0.02027269
-5.26763382,0.18563030,0.01050094,0.01132455,0.04903338,0.02010377,0.07445171,0.00000000,0.07807784,0.01717347
-5.26163082,0.15929000,0.00877137,0.00996741,0.04214908,0.01729554,0.06417201,0.00000000,0.06750707,0.01449611
-5.25562781,0.13741378,0.00728084,0.00889837,0.03647612,0.01497342,0.05569992,0.00000000,0.05882487,0.01221400
-5.24962481,0.11980772,0.00600820,0.00811602,0.03196418,0.01311772,0.04896953,0.00000000,0.05197349,0.01029925
-5.24362181,0.10628394,0.00493209,0.00761988,0.02856566,0.01170979,0.04391803,0.00000000,0.04689772,0.00872384
-5.23761881,0.09667118,0.00403159,0.00741110,0.02623846,0.01073307,0.04048995,0.00000000,0.04354950,0.00746064
-5.23161581,0.09082303,0.00328669,0.00749286,0.02494815,0.01017393,0.03864044,0.00000000,0.04189131,0.00648415
-5.22561281,0.08862356,0.00267865,0.00787067,0.02466931,0.01002227,0.03833741,0.00000000,0.04189855,0.00577107
-5.21960980,0.08999040,0.00219032,0.00855242,0.02538634,0.01027180,0.03956262,0.00000000,0.04356054,0.00530077
-5.21360680,0.09487512,0.00180633,0.00954818,0.02709336,0.01092006,0.04231161,0.00000000,0.04688037,0.00505543
-5.20760380,0.10326121,0.00151318,0.01086982,0.02979354,0.01196819,0.04659259,0.00000000,0.05187348,0.00502011
-5.20160080,0.11515963,0.00129931,0.01253038,0.03349778,0.01342043,0.05242433,0.00000000,0.05856516,0.00518264
-5.19559780,0.13060232,0.00115506,0.01454327,0.03822272,0.01528341,0.05983305,0.00000000,0.06698692,0.00553339
-5.18959480,0.14963393,0.00107271,0.01692126,0.04398839,0.01756523,0.06884860,0.00000000,0.07717197,0.00606493
-5.18359180,0.17230213,0.00104629,0.01967535,0.05081540,0.02027445,0.07950001,0.00000000,0.08915003,0.00677160
-5.17758879,0.19864696,0.00107159,0.02281349,0.05872188,0.02341888,0.09181058,0.00000000,0.10294150,0.00764904
-5.17158579,0.22868971,0.00114602,0.02633933,0.06772033,0.02700451,0.10579278,0.00000000,0.11855145,0.00869370
-5.16558279,0.26242189,0.00126851,0.03025084,0.07781448,0.03103426,0.12144315,0.00000000,0.13596356,0.00990232
-5.15957979,0.29979481,0.00143942,0.03453916,0.08899637,0.03550702,0.13873760,0.00000000,0.15513437,0.01127148
-5.15357679,0.34071043,0.00166044,0.03918742,0.10124384,0.04041675,0.15762718,0.00000000,0.17598813,0.01279712
-5.14757379,0.38501405,0.00193450,0.04416987,0.11451845,0.04575186,0.17803477,0.00000000,0.19841255,0.01447423
-5.14157079,0.43248930,0.00226571,0.04945128,0.12876428,0.05149492,0.19985286,0.00000000,0.22225585,0.01629655
-5.13556778,0.48285607,0.00265926,0.05498657,0.14390739,0.05762269,0.22294269,0.00000000,0.24732518,0.01825644
-5.12956478,0.53577162,0.00312134,0.06072096,0.15985633,0.06410663,0.24713490,0.00000000,0.27338686,0.02034479
-5.12356178,0.59083523,0.00365906,0.06659043,0.17650367,0.07091379,0.27223184,0.00000000,0.30016841,0.02255110
-5.11755878,0.64759640,0.00428036,0.07252267,0.19372852,0.07800821,0.29801161,0.00000000,0.32736256,0.02486373
-5.11155578,0.70556654,0.00499391,0.07843846,0.21140008,0.08535275,0.32423373,0.00000000,0.35463320,0.02727017
-5.10555278,0.76423397,0.00580897,0.08425343,0.22938211,0.09291124,0.35064638,0.00000000,0.38162306,0.02975749
-5.09954977,0.82308151,0.00673529,0.08988024,0.24753817,0.10065107,0.37699495,0.00000000,0.40796308,0.03231287
-5.09354677,0.88160628,0.00778290,0.09523096,0.26573732,0.10854592,0.40303157,0.00000000,0.43328297,0.03492415
-5.08754377,0.93934062,0.00896195,0.10021976,0.28386028,0.11657865,0.42852531,0.00000000,0.45722267,0.03758048
-5.08154077,0.99587333,0.01028254,0.10476561,0.30180538,0.12474409,0.45327243,0.00000000,0.47944411,0.04027290
-5.07553777,1.05087000,0.01175443,0.10879497,0.31949434,0.13305173,0.47710636,0.00000000,0.49964298,0.04299496
-5.06953477,1.10409154,0.01338687,0.11224436,0.33687726,0.14152792,0.49990671,0.00000000,0.51755964,0.04574321
-5.06353177,1.15540955,0.01518833,0.11506266,0.35393665,0.15021765,0.52160689,0.00000000,0.53298887,0.04851760
-5.05752876,1.20481779,0.01716623,0.11721295,0.37069015,0.15918558,0.54219981,0.00000000,0.54578798,0.05132178
-5.05152576,1.25243873,0.01932675,0.11867402,0.38719166,0.16851624,0.56174125,0.00000000,0.55588258,0.05416314
-5.04552276,1.29852452,0.02167452,0.11944117,0.40353075,0.17831326,0.58035061,0.00000000,0.56327007,0.05705281
-5.03951976,1.34345202,0.02421248,0.11952652,0.41983014,0.18869762,0.59820867,0.00000000,0.56802033,0.06000534
-5.03351676,1.38771177,0.02694163,0.11895868,0.43624134,0.19980472,0.61555254,0.00000000,0.57027359,0.06303824
-5.02751376,1.43189079,0.02986086,0.11778173,0.45293843,0.21178050,0.63266755,0.00000000,0.57023573,0.06617131
-5.02151076,1.47665004,0.03296684,0.11605376,0.47011013,0.22477643,0.64987649,0.00000000,0.56817084,0.06942582
-5.01550775,1.52269687,0.03625388,0.11384482,0.48795053,0.23894369,0.66752650,0.00000000,0.56439168,0.07282350
-5.00950475,1.57075369,0.03971386,0.11123447,0.50664874,0.25442659,0.68597391,0.00000000,0.55924822,0.07638545
-5.00350175,1.62152394,0.04333619,0.10830906,0.52637782,0.27135542,0.70556788,0.00000000,0.55311486,0.08013095
-4.99749875,1.67565673,0.04710779,0.10515881,0.54728359,0.28983916,0.72663322,0.00000000,0.54637681,0.08407622
-4.99149575,1.73371168,0.05101308,0.10187481,0.56947376,0.30995813,0.74945326,0.00000000,0.53941629,0.08823322
-4.98549275,1.79612538,0.05503403,0.09854613,0.59300782,0.33175706,0.77425353,0.00000000,0.53259895,0.09260847
-4.97948974,1.86318111,0.05915023,0.09525706,0.61788840,0.35523889,0.80118683,0.00000000,0.52626127,0.09720206
-4.97348674,1.93498310,0.06333894,0.09208465,0.64405429,0.38035954,0.83032059,0.00000000,0.52069919,0.10200672
-4.96748374,2.01143669,0.06757526,0.08909663,0.67137579,0.40702411,0.86162700,0.00000000,0.51615856,0.10700714
-4.96148074,2.09223549,0.07183221,0.08634970,0.69965254,0.43508469,0.89497652,0.00000000,0.51282761,0.11217958
-4.95547774,2.17685623,0.07608097,0.08388835,0.72861420,0.46434006,0.93013514,0.00000000,0.51083178,0.11749165
-4.94947474,2.26456196,0.08029108,0.08174411,0.75792392,0.49453738,0.96676574,0.00000000,0.51023090,0.12290248
-4.94347174,2.35441375,0.08443068,0.07993533,0.78718483,0.52537608,1.00443351,0.00000000,0.51101889,0.12836316
-4.93746873,2.44529068,0.08846692,0.07846733,0.81594912,0.55651379,1.04261552,0.00000000,0.51312578,0.13381750
-4.93146573,2.53591770,0.09236628,0.07733314,0.84372977,0.58757436,1.08071414,0.00000000,0.51642200,0.13920308
-4.92546273,2.62490052,0.09609506,0.07651443,0.87001424,0.61815762,1.11807384,0.00000000,0.52072469,0.14445263
-4.91945973,2.71076633,0.09961984,0.07598287,0.89427985,0.64785076,1.15400091,0.00000000,0.52580568,0.14949556
-4.91345673,2.79200891,0.10290810,0.07570169,0.91601010,0.67624079,1.18778538,0.00000000,0.53140088,0.15425978
-4.90745373,2.86713657,0.10592881,0.07562749,0.93471146,0.70292773,1.21872425,0.00000000,0.53722062,0.15867363
-4.90145073,2.93472105,0.10865304,0.07571202,0.94992978,0.72753800,1.24614519,0.00000000,0.54296069,0.16266785
-4.89544772,2.99344539,0.11105459,0.07590415,0.96126575,0.74973742,1.26942985,0.00000000,0.54831346,0.16617759
-4.88944472,3.04214910,0.11311069,0.07615171,0.96838877,0.76924340,1.28803560,0.00000000,0.55297884,0.16914435
-4.88344172,3.07986854,0.11480250,0.07640334,0.97104849,0.78583564,1.30151518,0.00000000,0.55667471,0.17151772
-4.87743872,3.10587112,0.11611568,0.07661006,0.96908384,0.79936498,1.30953301,0.00000000,0.55914628,0.17325696
-4.87143572,3.11968169,0.11704082,0.07672684,0.96242877,0.80975990,1.31187790,0.00000000,0.56017434,0.17433230
-4.86543272,3.12110014,0.11757373,0.07671380,0.95111490,0.81703042,1.30847123,0.00000000,0.55958188,0.17472580
-4.85942971,3.11020952,0.11771567,0.07653724,0.93527063,0.82126911,1.29937056,0.00000000,0.55723905,0.17443200
-4.85342671,3.08737412,0.11747332,0.07617037,0.91511697,0.82264918,1.28476837,0.00000000,0.55306631,0.17345799
-4.84742371,3.05322788,0.11685872,0.07559380,0.89096036,0.82141962,1.26498600,0.00000000,0.54703560,0.17182323
-4.84142071,3.00865339,0.11588893,0.07479571,0.86318260,0.81789759,1.24046304,0.00000000,0.53916966,0.16955887
-4.83541771,2.95475252,0.11458565,0.07377177,0.83222862,0.81245829,1.21174274,0.00000000,0.52953954,0.16670673
-4.82941471,2.89280977,0.11297460,0.07252480,0.79859245,0.80552271,1.17945390,0.00000000,0.51826045,0.16331794
-4.82341171,2.82425001,0.11108487,0.07106419,0.76280212,0.79754373,1.14429022,0.00000000,0.50548619,0.15945136
-4.81740870,2.75059226,0.10894810,0.06940518,0.72540407,0.78899109,1.10698775,0.00000000,0.49140238,0.15517170
-4.81140570,2.67340142,0.10659767,0.06756789,0.68694776,0.78033587,1.06830155,0.00000000,0.47621888,0.15054762
-4.80540270,2.59423990,0.10406781,0.06557630,0.64797094,0.77203492,1.02898252,0.00000000,0.46016170,0.14564971
-4.79939970,2.51462107,0.10139276,0.06345715,0.60898641,0.76451610,0.98975514,0.00000000,0.44346470,0.14054855
-4.79339670,2.43596617,0.09860596,0.06123878,0.57047027,0.75816456,0.95129720,0.00000000,0.42636155,0.13531287
-4.78739370,2.35956651,0.09573935,0.05895006,0.53285250,0.75331094,0.91422206,0.00000000,0.40907816,0.13000787
-4.78139070,2.28655205,0.09282273,0.05661930,0.49650969,0.75022153,0.87906423,0.00000000,0.39182592,0.12469388
-4.77538769,2.21786742,0.08988335,0.05427336,0.46176027,0.74909104,0.84626853,0.00000000,0.37479606,0.11942514
-4.76938469,2.15425610,0.08694555,0.05193684,0.42886215,0.75003800,0.81618322,0.00000000,0.35815520,0.11424912
-4.76338169,2.09625288,0.08403067,0.04963146,0.39801270,0.75310302,0.78905707,0.00000000,0.34204223,0.10920601
-4.75737869,2.04418464,0.08115707,0.04737558,0.36935079,0.75824980,0.76504035,0.00000000,0.32656673,0.10432863
-4.75137569,1.99817876,0.07834031,0.04518400,0.34296069,0.76536885,0.74418938,0.00000000,0.31180862,0.09964263
-4.74537269,1.95817851,0.07559351,0.04306784,0.31887749,0.77428357,0.72647422,0.00000000,0.29781927,0.09516701
-4.73936968,1.92396428,0.07292773,0.04103467,0.29709349,0.78475853,0.71178904,0.00000000,0.28462361,0.09091484
-4.73336668,1.89517923,0.07035257,0.03908878,0.27756544,0.79650927,0.69996428,0.00000000,0.27222332,0.08689414
-4.72736368,1.87135797,0.06787663,0.03723153,0.26022195,0.80921347,0.69078020,0.00000000,0.26060062,0.08310896
-4.72136068,1.85195668,0.06550811,0.03546190,0.24497087,0.82252264,0.68398085,0.00000000,0.24972260,0.07956040
-4.71535768,1.83638315,0.06325525,0.03377696,0.23170621,0.83607416,0.67928784,0.00000000,0.23954564,0.07624763
-4.70935468,1.82402520,0.06112677,0.03217248,0.22031434,0.84950284,0.67641327,0.00000000,0.23001983,0.07316890
-4.70335168,1.81427631,0.05913206,0.03064352,0.21067922,0.86245182,0.67507119,0.00000000,0.22109298,0.07032223
-4.69734867,1.80655726,0.05728132,0.02918487,0.20268647,0.87458222,0.67498722,0.00000000,0.21271418,0.06770608
-4.69134567,1.80033311,0.05558548,0.02779159,0.19622628,0.88558135,0.67590592,0.00000000,0.20483664,0.06531966
-4.68534267,1.79512486,0.05405590,0.02645929,0.19119500,0.89516916,0.67759570,0.00000000,0.19741973,0.06316307
-4.67933967,1.79051588,0.05270399,0.02518444,0.18749563,0.90310292,0.67985143,0.00000000,0.19043019,0.06123716
-4.67333667,1.78615302,0.05154054,0.02396451,0.18503716,0.90918000,0.68249457,0.00000000,0.18384254,0.05954317
-4.66733367,1.78174306,0.05057506,0.02279799,0.18373306,0.91323891,0.68537133,0.00000000,0.17763867,0.05808220
-4.66133067,1.77704517,0.04981495,0.02168435,0.18349906,0.91515871,0.68834904,0.00000000,0.17180680,0.05685448
-4.65532766,1.77186034,0.04926469,0.02062389,0.18425057,0.91485705,0.69131131,0.00000000,0.16633994,0.05585859
-4.64932466,1.76601887,0.04892502,0.01961757,0.18589983,0.91228717,0.69415239,0.00000000,0.16123392,0.05509069
-4.64332166,1.75936712,0.04879224,0.01866672,0.18835325,0.90743407,0.69677126,0.00000000,0.15648541,0.05454366
