energy_ev,total_up,C_s_up,C_p_up,Pd_p_up,Pd_d_up,Se_s_up,Se_p_up
-5.81390695,5.52227466,0.01098353,1.04087267,6.15944382,2.56360365,0.05343041,1.15202697
-5.80790395,5.48029163,0.01068679,1.02265673,6.14363561,2.53678838,0.05291487,1.15651477
-5.80190095,5.42385111,0.01035121,1.00195624,6.11575977,2.50313729,0.05216930,1.15757671
-5.79589795,5.35391554,0.00998178,0.97906510,6.07639225,2.46323992,0.05120692,1.15522145
-5.78989495,5.27152564,0.00958435,0.95427422,6.02611980,2.41771750,0.05004354,1.14949586
-5.78389195,5.17778016,0.00916550,0.92786578,5.96553582,2.36720888,0.04869731,1.14048526
-5.77788894,5.07381996,0.00873238,0.90010912,5.89524209,2.31235939,0.04718822,1.12831313
-5.77188594,4.96081631,0.00829260,0.87125842,5.81585531,2.25381269,0.04553780,1.11314034
-5.76588294,4.83996299,0.00785404,0.84155171,5.72801717,2.19220548,0.04376867,1.09516393
-5.75987994,4.71247137,0.00742474,0.81121124,5.63240647,2.12816471,0.04190412,1.07461518
-5.75387694,4.57956771,0.00701270,0.78044471,5.52975156,2.06230695,0.03996771,1.05175713
-5.74787394,4.44249176,0.00662582,0.74944700,5.42084170,1.99523917,0.03798289,1.02688146
-5.74187094,4.30249567,0.00627172,0.71840229,5.30653609,1.92756057,0.03597260,1.00030474
-5.73586793,4.16084259,0.00595766,0.68748608,5.18776958,1.85986490,0.03395894,0.97236413
-5.72986493,4.01880427,0.00569048,0.65686694,5.06555450,1.79274263,0.03196284,0.94341265
-5.72386193,3.87765751,0.00547646,0.62670793,4.94097848,1.72678289,0.03000378,0.91381407
-5.71785893,3.73867908,0.00532132,0.59716748,4.81519864,1.66257459,0.02809960,0.88393767
-5.71185593,3.60313954,0.00523010,0.56839976,4.68943250,1.60070687,0.02626626,0.85415293
-5.70585293,3.47229591,0.00520715,0.54055466,4.56494652,1.54176866,0.02451772,0.82482444
-5.69984992,3.34738380,0.00525608,0.51377732,4.44304333,1.48634743,0.02286592,0.79630707
-5.69384692,3.22960932,0.00537966,0.48820748,4.32504830,1.43502719,0.02132066,0.76894171
-5.68784392,3.12014116,0.00557986,0.46397859,4.21229640,1.38838600,0.01988969,0.74305151
-5.68184092,3.02010314,0.00585772,0.44121700,4.10612003,1.34699286,0.01857875,0.71893889
-5.67583792,2.93056744,0.00621335,0.42004108,4.00783792,1.31140427,0.01739169,0.69688319
-5.66983492,2.85254847,0.00664590,0.40056053,3.91874524,1.28216046,0.01633058,0.67713910
-5.66383192,2.78699725,0.00715351,0.38287569,3.84010469,1.25978119,0.01539591,0.65993570
-5.65782891,2.73479604,0.00773328,0.36707697,3.77313780,1.24476123,0.01458675,0.64547609
-5.65182591,2.69675280,0.00838133,0.35324432,3.71901604,1.23756523,0.01390092,0.63393741
-5.64582291,2.67359499,0.00909273,0.34144655,3.67885055,1.23862213,0.01333521,0.62547124
-5.63981991,2.66596235,0.00986165,0.33174057,3.65367998,1.24831868,0.01288552,0.62020408
-5.63381691,2.67439818,0.01068133,0.32417040,3.64445556,1.26699231,0.01254704,0.61823777
-5.62781391,2.69933899,0.01154425,0.31876593,3.65202306,1.29492307,0.01231440,0.61964990
-5.62181091,2.74110219,0.01244221,0.31554131,3.67710136,1.33232475,0.01218176,0.62449379
-5.61580790,2.79987225,0.01336653,0.31449323,3.72025784,1.37933540,0.01214296,0.63279822
-5.60980490,2.87568528,0.01430814,0.31559889,3.78188120,1.43600719,0.01219158,0.64456671
-5.60380190,2.96841284,0.01525784,0.31881389,3.86215250,1.50229617,0.01232101,0.65977636
-5.59779890,3.07774555,0.01620642,0.32407029,3.96101574,1.57805218,0.01252448,0.67837639
-5.59179590,3.20317727,0.01714490,0.33127473,4.07814948,1.66300920,0.01279515,0.70028622
-5.58579290,3.34399103,0.01806463,0.34030710,4.21294110,1.75677697,0.01312612,0.72539344
-5.57978989,3.49924747,0.01895750,0.35101970,4.36446546,1.85883400,0.01351047,0.75355159
-5.57378689,3.66777695,0.01981604,0.36323724,4.53146979,1.96852273,0.01394125,0.78457809
-5.56778389,3.84817608,0.02063348,0.37675758,4.71236611,2.08504721,0.01441159,0.81825226
-5.56178089,4.03880965,0.02140385,0.39135360,4.90523282,2.20747373,0.01491465,0.85431388
-5.55577789,4.23781840,0.02212195,0.40677598,5.10782626,2.33473476,0.01544371,0.89246223
-5.54977489,4.44313316,0.02278337,0.42275699,5.31760284,2.46563640,0.01599215,0.93235590
-5.54377189,4.65249549,0.02338438,0.43901518,5.53175208,2.59886955,0.01655349,0.97361360
-5.53776888,4.86348475,0.02392191,0.45526092,5.74724001,2.73302475,0.01712142,1.01581588
-5.53176588,5.07355142,0.02439340,0.47120244,5.96086229,2.86661064,0.01768976,1.05850815
-5.52576288,5.28005585,0.02479675,0.48655233,6.16930581,2.99807571,0.01825253,1.10120485
-5.51975988,5.48031206,0.02513018,0.50103420,6.36921697,3.12583310,0.01880387,1.14339493
-5.51375688,5.67163517,0.02539213,0.51438910,6.55727472,3.24828791,0.01933804,1.18454857
-5.50775388,5.85139177,0.02558126,0.52638175,6.73026602,3.36386642,0.01984945,1.22412503
-5.50175088,6.01705155,0.02569634,0.53680601,6.88516122,3.47104658,0.02033255,1.26158158
-5.49574787,6.16623916,0.02573627,0.54548963,7.01918675,3.56838904,0.02078188,1.29638324
-5.48974487,6.29678459,0.02570010,0.55229791,7.12989263,3.65456790,0.02119205,1.32801323
-5.48374187,6.40677089,0.02558710,0.55713638,7.21521234,3.72840025,0.02155774,1.35598361
-5.47773887,6.49457762,0.02539682,0.55995212,7.27351290,3.78887386,0.02187373,1.37984606
-5.47173587,6.55891886,0.02512922,0.56073403,7.30363337,3.83517202,0.02213496,1.39920234
-5.46573287,6.59887455,0.02478476,0.55951183,7.30491041,3.86669475,0.02233663,1.41371402
-5.45972986,6.61391413,0.02436457,0.55635396,7.27719000,3.88307584,0.02247429,1.42311128
-5.45372686,6.60391176,0.02387051,0.55136460,7.22082501,3.88419486,0.02254398,1.42720035
-5.44772386,6.56915237,0.02330532,0.54467980,7.13665899,3.87018384,0.02254239,1.42586934
-5.44172086,6.51032850,0.02267267,0.53646305,7.02599674,3.84142820,0.02246701,1.41909228
-5.43571786,6.42852771,0.02197722,0.52690040,6.89056321,3.79856178,0.02231630,1.40693106
-5.42971486,6.32521091,0.02122462,0.51619546,6.73245242,3.74245596,0.02208987,1.38953528
-5.42371186,6.20218225,0.02042148,0.50456433,6.55406844,3.67420308,0.02178857,1.36713994
-5.41770885,6.06155125,0.01957531,0.49223078,6.35806087,3.59509461,0.02141465,1.34006096
-5.41170585,5.90568848,0.01869439,0.47942182,6.14725736,3.50659448,0.02097177,1.30868875
-5.40570285,5.73717584,0.01778766,0.46636378,5.92459559,3.41030857,0.02046505,1.27347984
-5.39969985,5.55875319,0.01686451,0.45327903,5.69305717,3.30795100,0.01990100,1.23494705
-5.39369685,5.37326265,0.01593461,0.44038343,5.45560559,3.20130835,0.01928743,1.19364828
-5.38769385,5.18359234,0.01500770,0.42788447,5.21513018,3.09220287,0.01863326,1.15017434
-5.38169085,4.99262111,0.01409337,0.41598024,4.97439745,2.98245573,0.01794835,1.10513625
-5.37568784,4.80316579,0.01320086,0.40485899,4.73601094,2.87385140,0.01724319,1.05915225
-5.36968484,4.61793225,0.01233884,0.39469936,4.50238010,2.76810413,0.01652860,1.01283499
-5.36368184,4.43947153,0.01151526,0.38567107,4.27569835,2.66682746,0.01581544,0.96677921
-5.35767884,4.27014176,0.01073716,0.37793594,4.05792994,2.57150741,0.01511423,0.92155026
-5.35167584,4.11207661,0.01001058,0.37164903,3.85080500,2.48347995,0.01443485,0.87767371
-5.34567284,3.96716041,0.00934039,0.36695982,3.65582152,2.40391298,0.01378623,0.83562636
-5.33966983,3.83701004,0.00873030,0.36401304,3.47425319,2.33379305,0.01317603,0.79582875
-5.33366683,3.72296319,0.00818275,0.36294918,3.30716142,2.27391661,0.01261049,0.75863933
-5.32766383,3.62607237,0.00769897,0.36390431,3.15541004,2.22488551,0.01209422,0.72435041
-5.32166083,3.54710407,0.00727896,0.36700917,3.01968110,2.18710644,0.01163009,0.69318577
-5.31565783,3.48654199,0.00692154,0.37238738,2.90049040,2.16079358,0.01121922,0.66530006
-5.30965483,3.44459364,0.00662449,0.38015268,2.79820126,2.14597401,0.01086103,0.64077972
-5.30365183,3.42119912,0.00638458,0.39040529,2.71303569,2.14249512,0.01055329,0.61964544
-5.29764882,3.41604161,0.00619773,0.40322732,2.64508218,2.15003364,0.01029236,0.60185587
-5.29164582,3.42855870,0.00605911,0.41867748,2.59429959,2.16810568,0.01007335,0.58731247
-5.28564282,3.45795444,0.00596336,0.43678527,2.56051729,2.19607759,0.00989039,0.57586536
-5.27963982,3.50321178,0.00590464,0.45754485,2.54343176,2.23317729,0.00973692,0.56731978
-5.27363682,3.56310571,0.00587689,0.48090904,2.54260039,2.27850633,0.00960601,0.56144323
-5.26763382,3.63621745,0.00587392,0.50678376,2.55743345,2.33105259,0.00949061,0.55797289
-5.26163082,3.72095035,0.00588960,0.53502327,2.58718545,2.38970404,0.00938387,0.55662326
-5.25562781,3.81554825,0.00591799,0.56542675,2.63094732,2.45326396,0.00927941,0.55709397
-5.24962481,3.91811699,0.00595351,0.59773641,2.68764079,2.52046787,0.00917148,0.55907735
-5.24362181,4.02665003,0.00599104,0.63163762,2.75601654,2.59000271,0.00905525,0.56226602
-5.23761881,4.13905847,0.00602607,0.66676117,2.83465735,2.66052842,0.00892683,0.56636006
-5.23161581,4.25320613,0.00605477,0.70268800,2.92198736,2.73070208,0.00878344,0.57107397
-5.22561281,4.36694933,0.00607407,0.73895618,3.01628827,2.79920455,0.00862337,0.57614303
-5.21960980,4.47818120,0.00608175,0.77507031,3.11572272,2.86476912,0.00844601,0.58132923
-5.21360680,4.58487948,0.00607644,0.81051287,3.21836496,2.92621177,0.00825178,0.58642653
-5.20760380,4.68515663,0.00605768,0.84475738,3.32223817,2.98246196,0.00804199,0.59126539
-5.20160080,4.77731035,0.00602588,0.87728275,3.42535742,3.03259300,0.00781876,0.59571642
-5.19559780,4.85987273,0.00598227,0.90758823,3.52577687,3.07585057,0.00758480,0.59969312
-5.18959480,4.93165548,0.00592891,0.93520849,3.62163946,3.11167807,0.00734330,0.60315349
-5.18359180,4.99178902,0.00586855,0.95972797,3.71122686,3.13973740,0.00709774,0.60610050
-5.17758879,5.03975320,0.00580460,0.98079390,3.79300757,3.15992361,0.00685171,0.60858129
-5.17158579,5.07539734,0.00574095,0.99812737,3.86568076,3.17237245,0.00660875,0.61068504
-5.16558279,5.09894809,0.00568189,1.01153192,3.92821387,3.17745968,0.00637223,0.61253949
-5.15957979,5.11100375,0.00563196,1.02089915,3.97987163,3.17579169,0.00614521,0.61430617
-5.15357679,5.11251463,0.00559583,1.02621110,4.02023537,3.16818709,0.00593038,0.61617430
-5.14757379,5.10474927,0.00557810,1.02753924,4.04921096,3.15564966,0.00572992,0.61835363
-5.14157079,5.08924772,0.00558320,1.02504019,4.06702512,3.13933334,0.00554555,0.62106628
-5.13556778,5.06776316,0.00561526,1.01894817,4.07420983,3.12050041,0.00537843,0.62453792
-5.12956478,5.04219419,0.00567794,1.00956487,4.07157540,3.10047450,0.00522920,0.62898844
-5.12356178,5.01451056,0.00577435,0.99724686,4.06017328,3.08059038,0.00509798,0.63462258
-5.11755878,4.98667554,0.00590693,0.98239148,4.04125017,3.06214256,0.00498442,0.64162073
-5.11155578,4.96056836,0.00607742,0.96542166,4.01619546,3.04633516,0.00488776,0.65013039
-5.10555278,4.93791022,0.00628676,0.94677052,3.98648426,3.03423522,0.00480683,0.66025851
-5.09954977,4.92019725,0.00653508,0.92686638,3.95361842,3.02673165,0.00474018,0.67206517
-5.09354677,4.90864346,0.00682170,0.90611887,3.91906833,3.02450168,0.00468610,0.68555873
-5.08754377,4.90413619,0.00714515,0.88490672,3.88421762,3.02798640,0.00464272,0.70069283
-5.08154077,4.90720607,0.00750322,0.86356765,3.85031331,3.03737647,0.00460805,0.71736532
-5.07553777,4.91801259,0.00789301,0.84239083,3.81842317,3.05260853,0.00458007,0.73541921
-5.06953477,4.93634568,0.00831098,0.82161189,3.78940195,3.07337248,0.00455681,0.75464561
-5.06353177,4.96164301,0.00875312,0.80141074,3.76386755,3.09912900,0.00453640,0.77478864
-5.05752876,4.99302167,0.00921495,0.78191197,3.74218776,3.12913643,0.00451714,0.79555202
-5.05152576,5.02932267,0.00969167,0.76318764,3.72447782,3.16248555,0.00449758,0.81660722
-5.04552276,5.06916562,0.01017826,0.74526221,3.71060831,3.19814054,0.00447657,0.83760271
-5.03951976,5.11101103,0.01066957,0.72811905,3.70022275,3.23498394,0.00445332,0.85817411
-5.03351676,5.15322707,0.01116040,0.71170824,3.69276379,3.27186376,0.00442746,0.87795467
-5.02751376,5.19415780,0.01164559,0.69595504,3.68750652,3.30764028,0.00439908,0.89658590
-5.02151076,5.23218983,0.01212012,0.68076866,3.68359735,3.34123080,0.00436876,0.91372771
-5.01550775,5.26581467,0.01257911,0.66605077,3.68009658,3.37165020,0.00433757,0.92906793
-5.00950475,5.29368435,0.01301797,0.65170347,3.67602294,3.39804609,0.00430713,0.94233070
-5.00350175,5.31465841,0.01343238,0.63763631,3.67039816,3.41972712,0.00427953,0.95328360
-4.99749875,5.32784085,0.01381838,0.62377210,3.66228985,3.43618372,0.00425736,0.96174323
-4.99149575,5.33260608,0.01417239,0.61005139,3.65085108,3.44710097,0.00424361,0.96757912
-4.98549275,5.32861364,0.01449127,0.59643552,3.63535510,3.45236348,0.00424165,0.97071593
-4.97948974,5.31581176,0.01477238,0.58290817,3.61522421,3.45205261,0.00425511,0.97113394
-4.97348674,5.29443041,0.01501357,0.56947551,3.59005147,3.44643683,0.00428778,0.96886780
-4.96748374,5.26496478,0.01521328,0.55616511,3.55961485,3.43595595,0.00434353,0.96400377
-4.96148074,5.22815049,0.01537053,0.54302364,3.52388334,3.42120037,0.00442612,0.95667567
-4.95547774,5.18493196,0.01548499,0.53011374,3.48301488,3.40288648,0.00453913,0.94705948
-4.94947474,5.13642555,0.01555700,0.51751009,3.43734651,3.38182940,0.00468579,0.93536720
-4.94347174,5.08387896,0.01558758,0.50529505,3.38737715,3.35891429,0.00486885,0.92183987
-4.93746873,5.02862870,0.01557843,0.49355404,3.33374400,3.33506715,0.00509049,0.90674031
-4.93146573,4.97205679,0.01553196,0.48237094,3.27719355,3.31122623,0.00535214,0.89034557
-4.92546273,4.91554832,0.01545123,0.47182355,3.21854865,3.28831462,0.00565446,0.87293961
-4.91945973,4.86045078,0.01533996,0.46197960,3.15867302,3.26721491,0.00599724,0.85480618
-4.91345673,4.80803630,0.01520244,0.45289308,3.09843491,3.24874605,0.00637930,0.83622227
-4.90745373,4.75946745,0.01504347,0.44460142,3.03867137,3.23364293,0.00679854,0.81745224
-4.90145073,4.71576715,0.01486829,0.43712326,2.98015488,3.22253855,0.00725191,0.79874271
-4.89544772,4.67779315,0.01468246,0.43045707,2.92356364,3.21594910,0.00773541,0.78031839
-4.88944472,4.64621717,0.01449182,0.42458066,2.86945676,3.21426153,0.00824419,0.76237875
-4.88344172,4.62150882,0.01430228,0.41945136,2.81825543,3.21772370,0.00877258,0.74509567
-4.87743872,4.60392427,0.01411980,0.41500710,2.77023060,3.22643689,0.00931422,0.72861192
-4.87143572,4.59349946,0.01395023,0.41116812,2.72549758,3.24035060,0.00986219,0.71304045
-4.86543272,4.59004792,0.01379920,0.40783924,2.68401754,3.25925956,0.01040907,0.69846439
-4.85942971,4.59316278,0.01367203,0.40491269,2.64560548,3.28280297,0.01094718,0.68493762
-4.85342671,4.60222313,0.01357363,0.40227121,2.60994404,3.31046616,0.01146865,0.67248583
-4.84742371,4.61640445,0.01350839,0.39979141,2.57660228,3.34158480,0.01196562,0.66110795
-4.84142071,4.63469320,0.01348015,0.39734720,2.54505823,3.37535207,0.01243037,0.65077786
-4.83541771,4.65590549,0.01349207,0.39481314,2.51472403,3.41082899,0.01285550,0.64144627
-4.82941471,4.67870998,0.01354664,0.39206769,2.48497231,3.44695833,0.01323404,0.63304280
-4.82341171,4.70165484,0.01364559,0.38899614,2.45516271,3.48258249,0.01355963,0.62547812
-4.81740870,4.72319884,0.01378986,0.38549325,2.42466724,3.51646535,0.01382662,0.61864632
-4.81140570,4.74174637,0.01397961,0.38146548,2.39289351,3.54731835,0.01403021,0.61242735
-4.80540270,4.75568607,0.01421416,0.37683287,2.35930521,3.57383057,0.01416652,0.60668970
-4.79939970,4.76343251,0.01449205,0.37153041,2.32343908,3.59470245,0.01423272,0.60129336
-4.79339670,4.76347036,0.01481102,0.36550903,2.28491811,3.60868251,0.01422705,0.59609299
-4.78739370,4.75439991,0.01516806,0.35873627,2.24346101,3.61460622,0.01414892,0.59094150
-4.78139070,4.73498284,0.01555946,0.35119645,2.19888786,3.61143578,0.01399888,0.58569390
-4.77538769,4.70418700,0.01598088,0.34289068,2.15112236,3.59829962,0.01377869,0.58021149
-4.76938469,4.66122846,0.01642743,0.33383646,2.10019112,3.57452998,0.01349121,0.57436633
-4.76338169,4.60560949,0.01689383,0.32406709,2.04622035,3.53969710,0.01314047,0.56804587
-4.75737869,4.53715074,0.01737449,0.31363090,1.98943067,3.49363839,0.01273148,0.56115764
-4.75137569,4.45601612,0.01786370,0.30259024,1.93013032,3.43648121,0.01227024,0.55363384
-4.74537269,4.36272920,0.01835580,0.29102036,1.86870752,3.36865786,0.01176357,0.54543574
-4.73936968,4.25817992,0.01884537,0.27900808,1.80562215,3.29091192,0.01121897,0.53655752
-4.73336668,4.14362092,0.01932742,0.26665042,1.74139704,3.20429522,0.01064451,0.52702956
-4.72736368,4.02065315,0.01979762,0.25405300,1.67660919,3.11015502,0.01004866,0.51692089
-4.72136068,3.89120076,0.02025245,0.24132837,1.61188086,3.01011172,0.00944008,0.50634053
-4.71535768,3.75747569,0.02068942,0.22859423,1.54787047,2.90602742,0.00882750,0.49543782
-4.70935468,3.62193291,0.02110718,0.21597151,1.48526329,2.79996630,0.00821952,0.48440141
-4.70335168,3.48721732,0.02150567,0.20358235,1.42476169,2.69414797,0.00762445,0.47345684
-4.69734867,3.35610402,0.02188613,0.19154806,1.36707481,2.59089533,0.00705020,0.46286288
-4.69134567,3.23143348,0.02225116,0.17998696,1.31290749,2.49257850,0.00650406,0.45290640
-4.68534267,3.11604374,0.02260460,0.16901225,1.26294831,2.40155677,0.00599269,0.44389603
-4.67933967,3.01270137,0.02295143,0.15872991,1.21785678,2.32012031,0.00552193,0.43615467
-4.67333667,2.92403349,0.02329755,0.14923659,1.17824971,2.25043336,0.00509678,0.43001101
-4.66733367,2.85246255,0.02364953,0.14061771,1.14468696,2.19448083,0.00472133,0.42579032
-4.66133067,2.80014589,0.02401424,0.13294569,1.11765691,2.15401965,0.00439873,0.42380484
-4.65532766,2.76892161,0.02439847,0.12627834,1.09756203,2.13053629,0.00413118,0.42434385
-4.64932466,2.76026237,0.02480857,0.12065760,1.08470506,2.12521156,0.00391992,0.42766409
-4.64332166,2.77523823,0.02524993,0.11610855,1.07927655,2.13889347,0.00376528,0.43398053
-4.63731866,2.81448949,0.02572665,0.11263876,1.08134416,2.17207887,0.00366670,0.44345805
-4.63131566,2.87821032,0.02624106,0.11023804,1.09084460,2.22490400,0.00362275,0.45620428
-4.62531266,2.96614341,0.02679345,0.10887862,1.10757859,2.29714410,0.00363121,0.47226391
-4.61930965,3.07758583,0.02738177,0.10851574,1.13120959,2.38822186,0.00368914,0.49161467
-4.61330665,3.21140572,0.02800147,0.10908860,1.16126649,2.49722421,0.00379291,0.51416535
-4.60730365,3.36606951,0.02864544,0.11052187,1.19715057,2.62292683,0.00393829,0.53975581
-4.60130065,3.53967853,0.02930403,0.11272740,1.23814678,2.76382551,0.00412053,0.56815910
-4.59529765,3.73001413,0.02996530,0.11560641,1.28343915,2.91817319,0.00433443,0.59908575
-4.58929465,3.93458981,0.03061524,0.11905191,1.33212993,3.08402175,0.00457441,0.63219004
-4.58329165,4.15070877,0.03123822,0.12295130,1.38326181,3.25926697,0.00483460,0.66707799
-4.57728864,4.37552513,0.03181750,0.12718914,1.43584263,3.44169550,0.00510897,0.70331690
-4.57128564,4.60610686,0.03233575,0.13164995,1.48887140,3.62903229,0.00539134,0.74044610
-4.56528264,4.83949848,0.03277572,0.13622093,1.54136477,3.81898715,0.00567555,0.77798829
-4.55927964,5.07278166,0.03312087,0.14079458,1.59238278,4.00929920,0.00595555,0.81546132
-4.55327664,5.30313168,0.03335599,0.14527099,1.64105284,4.19777768,0.00622545,0.85238968
-4.54727364,5.52786826,0.03346779,0.14955989,1.68659094,4.38233847,0.00647967,0.88831540
-4.54127064,5.74449921,0.03344544,0.15358221,1.72831917,4.56103503,0.00671301,0.92280790
-4.53526763,5.95075590,0.03328100,0.15727131,1.76567885,4.73208346,0.00692076,0.95547237
-4.52926463,6.14461965,0.03296974,0.16057357,1.79823880,4.89388096,0.00709876,0.98595648
-4.52326163,6.32433884,0.03251035,0.16344863,1.82569855,5.04501795,0.00724349,1.01395517
-4.51725863,6.48843688,0.03190502,0.16586902,1.84788641,5.18428373,0.00735212,1.03921335
-4.51125563,6.63571131,0.03115938,0.16781941,1.86475280,5.31066620,0.00742255,1.06152677
-4.50525263,6.76522522,0.03028235,0.16929547,1.87635934,5.42334647,0.00745347,1.08074090
-4.49924962,6.87629201,0.02928582,0.17030234,1.88286436,5.52168904,0.00744432,1.09674820
-4.49324662,6.96845502,0.02818429,0.17085298,1.88450585,5.60522870,0.00739532,1.10948414
-4.48724362,7.04146380,0.02699443,0.17096626,1.88158275,5.67365525,0.00730740,1.11892213
-4.48124062,7.09524847,0.02573453,0.17066516,1.87443570,5.72679720,0.00718221,1.12506796
-4.47523762,7.12989405,0.02442399,0.16997487,1.86342816,5.76460554,0.00702200,1.12795413
-4.46923462,7.14561624,0.02308280,0.16892121,1.84892899,5.78713843,0.00682958,1.12763427
-4.46323162,7.14273978,0.02173093,0.16752918,1.83129716,5.79454791,0.00660820,1.12417830
-4.45722861,7.12168060,0.02038791,0.16582185,1.81086924,5.78706884,0.00636150,1.11766837
-4.45122561,7.08293206,0.01907234,0.16381954,1.78795019,5.76501065,0.00609333,1.10819581
-4.44522261,7.02705582,0.01780151,0.16153938,1.76280742,5.72875196,0.00580774,1.09585933
-4.43921961,6.95467687,0.01659105,0.15899526,1.73566843,5.67873764,0.00550879,1.08076433
-4.43321661,6.86648235,0.01545474,0.15619797,1.70672137,5.61547818,0.00520050,1.06302316
-4.42721361,6.76322332,0.01440426,0.15315575,1.67611854,5.53955054,0.00488678,1.04275648
-4.42121061,6.64571841,0.01344910,0.14987501,1.64398198,5.45159977,0.00457128,1.02009500
-4.41520760,6.51485809,0.01259656,0.14636116,1.61041067,5.35234065,0.00425740,0.99518180
-4.40920460,6.37160856,0.01185169,0.14261964,1.57548859,5.24255850,0.00394820,0.96817453
-4.40320160,6.21701394,0.01121739,0.13865682,1.53929307,5.12310834,0.00364636,0.93924744
-4.39719860,6.05219603,0.01069449,0.13448097,1.50190273,4.99491195,0.00335420,0.90859284
-4.39119560,5.87835069,0.01028190,0.13010302,1.46340455,4.85895241,0.00307361,0.87642186
-4.38519260,5.69674077,0.00997674,0.12553728,1.42389965,4.71626585,0.00280610,0.84296421
-4.37918959,5.50868522,0.00977455,0.12080182,1.38350756,4.56793064,0.00255278,0.80846704
-4.37318659,5.31554492,0.00966943,0.11591879,1.34236889,4.41505422,0.00231444,0.77319274
-4.36718359,5.11870567,0.00965429,0.11091438,1.30064628,4.25875819,0.00209151,0.73741585
-4.36118059,4.91955915,0.00972101,0.10581870,1.25852405,4.10016231,0.00188415,0.70141917
-4.35517759,4.71948293,0.00986067,0.10066538,1.21620651,3.94036821,0.00169226,0.66548929
-4.34917459,4.51982059,0.01006378,0.09549106,1.17391539,3.78044367,0.00151555,0.62991175
-4.34317159,4.32186283,0.01032050,0.09033468,1.13188668,3.62140823,0.00135353,0.59496612
-4.33716858,4.12683086,0.01062084,0.08523682,1.09036721,3.46422086,0.00120560,0.56092118
-4.33116558,3.93586237,0.01095493,0.08023881,1.04961121,3.30977014,0.00107107,0.52803050
-4.32516258,3.75000106,0.01131322,0.07538194,1.00987712,3.15886733,0.00094916,0.49652855
-4.31915958,3.57018951,0.01168672,0.07070664,0.97142467,3.01224233,0.00083908,0.46662747
-4.31315658,3.39726564,0.01206719,0.06625169,0.93451246,2.87054243,0.00074002,0.43851463
-4.30715358,3.23196218,0.01244738,0.06205352,0.89939575,2.73433343,0.00065117,0.41235094
