energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cr_p_up,Cr_p_down,Cr_d_up,Cr_d_down,Cu_p_up,Cu_p_down,Cu_d_up,Cu_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.93396698,4.39303248,-3.22248469,0.05250029,-0.04570087,0.44814845,-0.24294996,0.90614085,-0.58683238,0.71221105,-0.29941043,0.58397838,-0.79997513,0.31184198,-0.19969441,0.14318111,-0.08783610,1.76274157,-1.59380575
-5.92796398,4.26489706,-3.36692796,0.04966395,-0.04802972,0.43973467,-0.25676445,0.89715249,-0.60728729,0.69861078,-0.31421075,0.56562301,-0.82971334,0.30155678,-0.21183886,0.13728386,-0.09200615,1.70338038,-1.66092975
-5.92196098,4.12972137,-3.50663000,0.04667865,-0.05019564,0.43030876,-0.27051499,0.88922817,-0.62811924,0.68350407,-0.32867085,0.54725171,-0.85699409,0.29059220,-0.22386494,0.13100118,-0.09598954,1.64186031,-1.72508380
-5.91595798,3.99034689,-3.63928270,0.04359218,-0.05216705,0.42008768,-0.28405669,0.88292640,-0.64886827,0.66722029,-0.34259289,0.52926155,-0.88121740,0.27918243,-0.23566080,0.12443730,-0.09972398,1.57945973,-1.78509381
-5.90995498,3.84944695,-3.76284949,0.04045142,-0.05391627,0.40928112,-0.29725161,0.87874782,-0.66913875,0.65006911,-0.35579838,0.51200194,-0.90187296,0.26755503,-0.24712334,0.11769294,-0.10315351,1.51736996,-1.83994017
-5.90395198,3.70945675,-3.87559607,0.03730116,-0.05542007,0.39808642,-0.30996976,0.87712353,-0.68860447,0.63233222,-0.36813033,0.49576573,-0.91855224,0.25592480,-0.25815917,0.11086278,-0.10622928,1.45666371,-1.88877536
-5.89794897,3.57251927,-3.97610936,0.03418318,-0.05666010,0.38668477,-0.32208979,0.87840783,-0.70701064,0.61425725,-0.37945450,0.48078349,-0.93095671,0.24448856,-0.26868513,0.10403357,-0.10891025,1.39827066,-1.93093494
-5.89194597,3.44044865,-4.06330415,0.03113540,-0.05762314,0.37523877,-0.33349924,0.88287542,-0.72417300,0.59605403,-0.38965973,0.46722089,-0.93890200,0.23342096,-0.27862813,0.09728256,-0.11116345,1.34296079,-1.96594151
-5.88594297,3.31471132,-4.13641783,0.02819132,-0.05830124,0.36389137,-0.34409460,0.89072308,-0.73997400,0.57789334,-0.39865756,0.45517931,-0.94231781,0.22287150,-0.28792466,0.09067664,-0.11296407,1.29133572,-1.99350187
-5.87993997,3.19642456,-4.19499420,0.02537958,-0.05869156,0.35276610,-0.35378112,0.90207538,-0.75435654,0.55990796,-0.40638107,0.44469934,-0.94124373,0.21296270,-0.29651973,0.08427183,-0.11429533,1.24382791,-2.01349763
-5.87393697,3.08637124,-4.23885785,0.02272383,-0.05879616,0.34196844,-0.36247255,0.91699401,-0.76731560,0.54219571,-0.41278317,0.43576689,-0.93582127,0.20378952,-0.30436567,0.07811335,-0.11514804,1.20070724,-2.02597005
-5.86793397,2.98502872,-4.26808122,0.02024265,-0.05862161,0.33158817,-0.37009102,0.93548989,-0.77888833,0.52482441,-0.41783449,0.42832161,-0.92628258,0.19541997,-0.31142065,0.07223604,-0.11552011,1.16209422,-2.03110028
-5.86193097,2.89260946,-4.28294649,0.01794976,-0.05817845,0.32170237,-0.37656704,0.95753742,-0.78914322,0.50783795,-0.42152108,0.42226696,-0.91293654,0.18789667,-0.31764728,0.06666514,-0.11541588,1.12797866,-2.02918609
-5.85592796,2.80911053,-4.28390522,0.01585427,-0.05748062,0.31237889,-0.38183977,0.98308997,-0.79816910,0.49126353,-0.42384216,0.41748150,-0.89615297,0.18123935,-0.32301128,0.06141732,-0.11484543,1.09824278,-2.02061660
-5.84992496,2.73436877,-4.27153800,0.01396114,-0.05654482,0.30367992,-0.38585768,1.01209560,-0.80606467,0.47511914,-0.42480797,0.41383089,-0.87634578,0.17544802,-0.32748049,0.05650189,-0.11382382,1.07268727,-2.00584658
-5.84392196,2.66811867,-4.24651680,0.01227159,-0.05538983,0.29566553,-0.38857959,1.04451235,-0.81292921,0.45942112,-0.42443799,0.41117993,-0.85395589,0.17050670,-0.33102429,0.05192207,-0.11237043,1.05105906,-1.98537148
-5.83791896,2.61004987,-4.20957205,0.01078372,-0.05403592,0.28839672,-0.38997609,1.08032216,-0.81885509,0.44419134,-0.42275966,0.40940426,-0.82943481,0.16638741,-0.33361351,0.04767630,-0.11050830,1.03307932,-1.95970493
-5.83191596,2.55986150,-4.16146611,0.00949304,-0.05250422,0.28193809,-0.39003132,1.11954276,-0.82392264,0.42946353,-0.41980762,0.40840108,-0.80322956,0.16305425,-0.33522084,0.04375947,-0.10826363,1.01847061,-1.92935939
-5.82591296,2.51731105,-4.10297433,0.00839304,-0.05081627,0.27635974,-0.38874499,1.16223699,-0.82819770,0.41528858,-0.41562347,0.40809872,-0.77576957,0.16046743,-0.33582191,0.04016399,-0.10566533,1.00698183,-1.89483108
-5.81990995,2.48225576,-4.03487424,0.00747573,-0.04899354,0.27173837,-0.38613462,1.20851904,-0.83173200,0.40173853,-0.41025618,0.40846434,-0.74745608,0.15858697,-0.33539679,0.03688084,-0.10274467,0.99841013,-1.85658963
-5.81390695,2.45468491,-3.95794261,0.00673217,-0.04705713,0.26815758,-0.38223768,1.25855744,-0.83456642,0.38890916,-0.40376280,0.40950989,-0.71865426,0.15737606,-0.33393194,0.03390029,-0.09953507,0.99261894,-1.81507256
-5.80790395,2.43474214,-3.87295983,0.00615291,-0.04502752,0.26570742,-0.37711359,1.31257448,-0.83673694,0.37692102,-0.39620969,0.41129581,-0.68968826,0.15680381,-0.33142251,0.03121256,-0.09607191,0.98955143,-1.77068451
-5.80190095,2.42273703,-3.78072029,0.00572840,-0.04292443,0.26448302,-0.37084545,1.37084217,-0.83828282,0.36591904,-0.38767383,0.41393241,-0.66083910,0.15684743,-0.32787477,0.02880818,-0.09239240,0.98923904,-1.72380069
-5.79589795,2.41914585,-3.68204701,0.00544930,-0.04076673,0.26458264,-0.36354111,1.43367478,-0.83925646,0.35607061,-0.37824416,0.41757892,-0.63234518,0.15749366,-0.32330852,0.02667830,-0.08853545,0.99180487,-1.67477388
-5.78989495,2.42460174,-3.57780868,0.00530672,-0.03857245,0.26610509,-0.35533365,1.50141810,-0.83973431,0.34756236,-0.36802275,0.42244021,-0.60440511,0.15873960,-0.31775927,0.02481477,-0.08454150,0.99746181,-1.62394391
-5.78389195,2.43987468,-3.46893701,0.00529244,-0.03635875,0.26914665,-0.34638101,1.57443575,-0.83982789,0.34059572,-0.35712568,0.42876106,-0.57718233,0.16059265,-0.31128015,0.02321010,-0.08045235,1.00650558,-1.57164868
-5.77788894,2.46584230,-3.35644220,0.00539902,-0.03414200,0.27379762,-0.33686469,1.65309274,-0.83969423,0.33538144,-0.34568339,0.43681838,-0.55081103,0.16306992,-0.30394317,0.02185735,-0.07631083,1.01930292,-1.51823557
-5.77188594,2.50345225,-3.24142472,0.00561979,-0.03193783,0.28013859,-0.32698752,1.73773676,-0.83954468,0.33213327,-0.33384035,0.44691130,-0.52540289,0.16619689,-0.29583989,0.02074992,-0.07216042,1.03627536,-1.46407201
-5.76588294,2.55367777,-3.12508182,0.00594893,-0.02976114,0.28823664,-0.31697043,1.82867746,-0.83965145,0.33106086,-0.32175411,0.45934955,-0.50105392,0.17000551,-0.28708125,0.01988133,-0.06804474,1.05787909,-1.40955447
-5.75987994,2.61746740,-3.00870750,0.00638130,-0.02762616,0.29814142,-0.30704829,1.92616432,-0.84035120,0.33236233,-0.30959361,0.47444027,-0.47785107,0.17453179,-0.27779673,0.01924490,-0.06400698,1.08458157,-1.35511482
-5.75387694,2.69569081,-2.89368531,0.00691241,-0.02554641,0.30988132,-0.29746494,2.03036338,-0.84204499,0.33621649,-0.29753665,0.49247383,-0.45587811,0.17981295,-0.26813251,0.01883352,-0.06008916,1.11683564,-1.30122370
-5.74787394,2.78908220,-2.78147384,0.00753822,-0.02353469,0.32345980,-0.28846753,2.14133363,-0.84519453,0.34277495,-0.28576686,0.51370874,-0.43522041,0.18588428,-0.25824905,0.01863936,-0.05633141,1.15505198,-1.24839033
-5.74187094,2.89818317,-2.67358518,0.00825499,-0.02160304,0.33885201,-0.28030038,2.25900357,-0.85031443,0.35215455,-0.27446998,0.53835651,-0.41596844,0.19277576,-0.24831780,0.01865361,-0.05277111,1.19957081,-1.19715889
-5.73586793,3.02328715,-2.57155735,0.00905905,-0.01976264,0.35600172,-0.27319858,2.38314871,-0.85796084,0.36443013,-0.26382983,0.56656665,-0.39821993,0.20050865,-0.23851754,0.01886630,-0.04944212,1.25063390,-1.14810150
-5.72986493,3.16438742,-2.47692194,0.00994660,-0.01802376,0.37481887,-0.26738158,2.51337092,-0.86871667,0.37962793,-0.25402404,0.59841253,-0.38208056,0.20909208,-0.22903019,0.01926609,-0.04637398,1.30835784,-1.10180834
-5.72386193,3.32113096,-2.39116871,0.01091354,-0.01639565,0.39517766,-0.26304701,2.64908063,-0.88317435,0.39772006,-0.24521972,0.63387875,-0.36766347,0.21851986,-0.22003645,0.01984017,-0.04359119,1.37270988,-1.05887546
-5.71785893,3.49278048,-2.31570904,0.01195523,-0.01488651,0.41691550,-0.26036510,2.78948285,-0.90191674,0.41862012,-0.23756941,0.67285043,-0.35508756,0.22876767,-0.21171144,0.02057417,-0.04111262,1.44348720,-1.01989104
-5.71185593,3.67818672,-2.25184022,0.01306640,-0.01350339,0.43983290,-0.25947382,2.93356834,-0.92549741,0.44218036,-0.23120739,0.71510523,-0.34447515,0.23979059,-0.20422051,0.02145213,-0.03895104,1.52030088,-0.98542107
-5.70585293,3.87577329,-2.20071272,0.01424097,-0.01225220,0.46369449,-0.26047511,3.08011091,-0.95442135,0.46819058,-0.22624659,0.76030845,-0.33594892,0.25152148,-0.19771535,0.02245660,-0.03711280,1.60256559,-0.95599511
-5.69984992,4.08353586,-2.16330214,0.01547202,-0.01113769,0.48823127,-0.26343229,3.22767204,-0.98912729,0.49637910,-0.22277623,0.80801193,-0.32962877,0.26386992,-0.19233069,0.02356867,-0.03559775,1.68949582,-0.93209326
-5.69384692,4.29905722,-2.14038757,0.01675179,-0.01016345,0.51314424,-0.26836897,3.37461372,-1.02997266,0.52641579,-0.22086039,0.85765686,-0.32562871,0.27672212,-0.18818158,0.02476825,-0.03439932,1.78010940,-0.91413482
-5.68784392,4.51953922,-2.13253741,0.01807169,-0.00933204,0.53810947,-0.27526932,3.51912015,-1.07722229,0.55791752,-0.22053749,0.90858094,-0.32405404,0.28994183,-0.18536148,0.02603429,-0.03350480,1.87323891,-0.90246941
-5.68184092,4.74185184,-2.14010350,0.01942252,-0.00864499,0.56278461,-0.28407998,3.65922880,-1.13104148,0.59045580,-0.22182072,0.96002991,-0.32499909,0.30337221,-0.18394105,0.02734511,-0.03289583,1.96755095,-0.89737088
-5.67583792,4.96259919,-2.16322360,0.02079457,-0.00810297,0.58681667,-0.29471340,3.79287052,-1.19149394,0.62356662,-0.22469943,1.01117327,-0.32854555,0.31683880,-0.18396778,0.02867889,-0.03254908,2.06157340,-0.89903429
-5.66983492,5.17820077,-2.20183193,0.02217795,-0.00770584,0.60985114,-0.30705249,3.91791823,-1.25854480,0.65676235,-0.22914135,1.06112396,-0.33476147,0.33015346,-0.18546637,0.03001406,-0.03243705,2.15372992,-0.90757574
-5.66383192,5.38498629,-2.25567683,0.02356284,-0.00745281,0.63154189,-0.32095651,4.03224302,-1.33206830,0.68954521,-0.23509543,1.10896143,-0.34370081,0.34311925,-0.18843978,0.03132991,-0.03252906,2.24238096,-0.92303502
-5.65782891,5.57930055,-2.32434410,0.02493987,-0.00734251,0.65156178,-0.33626767,4.13377591,-1.41185973,0.72142189,-0.24249525,1.15375730,-0.35540348,0.35553613,-0.19287078,0.03260714,-0.03279221,2.32586979,-0.94538045
-5.65182591,5.75761488,-2.40728408,0.02630044,-0.00737308,0.66961337,-0.35281841,4.22057318,-1.49765053,0.75191883,-0.25126265,1.19460284,-0.36989562,0.36720716,-0.19872399,0.03382845,-0.03319252,2.40257218,-0.97451528
-5.64582291,5.91664045,-2.50384041,0.02763710,-0.00754222,0.68543930,-0.37043864,4.29088239,-1.58912532,0.78059737,-0.26131133,1.23063707,-0.38718988,0.37794509,-0.20594801,0.03497912,-0.03369600,2.47094760,-1.01028497
-5.63981991,6.05343859,-2.61327821,0.02894381,-0.00784720,0.69883187,-0.38896273,4.34320644,-1.68593939,0.80706819,-0.27255030,1.26107441,-0.40728538,0.38757898,-0.21447778,0.03604755,-0.03426964,2.52958982,-1.05248446
-5.63381691,6.16552298,-2.73480909,0.03021624,-0.00828485,0.70964118,-0.40823572,4.37636232,-1.78773493,0.83100417,-0.28488675,1.28523065,-0.43016717,0.39596061,-0.22423666,0.03702573,-0.03488244,2.57727487,-1.10086464
-5.62781391,6.25094863,-2.86761116,0.03145189,-0.00885148,0.71778143,-0.42811840,4.38953162,-1.89415447,0.85215109,-0.29822821,1.30254618,-0.45580489,0.40297018,-0.23513830,0.03790959,-0.03550615,2.61300391,-1.15513720
-5.62181091,6.30838320,-3.01084207,0.03265018,-0.00954277,0.72323489,-0.44849081,4.38229992,-2.00485001,0.87033546,-0.31248393,1.31260519,-0.48415041,0.40852130,-0.24708817,0.03869926,-0.03611600,2.63603911,-1.21497739
-5.61580790,6.33715651,-3.16364371,0.03381237,-0.01035364,0.72605320,-0.46925396,4.35468281,-2.11948642,0.88546910,-0.32756514,1.31515023,-0.51513451,0.41256465,-0.25998446,0.03939914,-0.03669115,2.64593076,-1.28002414
-5.60980490,6.33728556,-3.32513819,0.03494138,-0.01127805,0.72635583,-0.49032954,4.30713655,-2.23773857,0.89754990,-0.34338439,1.31009118,-0.54866246,0.41509037,-0.27371856,0.04001783,-0.03721499,2.64253404,-1.34987743
-5.60380190,6.30947317,-3.49441483,0.03604148,-0.01230884,0.72432559,-0.51165756,4.24055266,-2.35928151,0.90665893,-0.35985380,1.29750834,-0.58460865,0.41612880,-0.28817498,0.04056786,-0.03767522,2.62601481,-1.42409305
-5.59779890,6.25508003,-3.67050926,0.03711788,-0.01343751,0.72020139,-0.53319209,4.15623598,-2.48377404,0.91295365,-0.37688254,1.27764947,-0.62281068,0.41574963,-0.30323084,0.04106528,-0.03806374,2.59684380,-1.50217511
-5.59179590,6.17607102,-3.85237613,0.03817619,-0.01465408,0.71426839,-0.55489523,4.05586728,-2.61083644,0.91665774,-0.39437358,1.25092091,-0.66306300,0.41405943,-0.31875497,0.04152905,-0.03837636,2.55577955,-1.58356694
-5.58579290,6.07493852,-4.03885781,0.03922181,-0.01594689,0.70684619,-0.57672967,3.94145179,-2.74002383,0.91804784,-0.41222008,1.21787321,-0.70511088,0.41119754,-0.33460689,0.04198031,-0.03861233,2.50384093,-1.66764141
-5.57978989,5.95460613,-4.22865188,0.04025934,-0.01730254,0.69827532,-0.59865040,3.81525621,-2.87079687,0.91743810,-0.43030161,1.17918217,-0.74864499,0.40733074,-0.35063583,0.04244154,-0.03877378,2.44227043,-1.75369166
-5.57378689,5.81831786,-4.42028087,0.04129196,-0.01870583,0.68890308,-0.62059622,3.67973728,-3.00249252,0.91516318,-0.44848081,1.13562590,-0.79329727,0.40264662,-0.36667991,0.04293563,-0.03886510,2.37249020,-1.84092356
-5.56778389,5.66951807,-4.61206753,0.04232084,-0.02013983,0.67906917,-0.64248143,3.53746537,-3.13429706,0.91156068,-0.46660051,1.08805939,-0.83863875,0.39734638,-0.38256591,0.04348491,-0.03889223,2.29605286,-1.92845109
-5.56178089,5.51172839,-4.80211921,0.04334468,-0.02158599,0.66909201,-0.66418869,3.39104705,-3.26522463,0.90695406,-0.48448199,1.03738756,-0.88417966,0.39163702,-0.39810963,0.04411024,-0.03886198,2.21458957,-2.01529588
-5.55577789,5.34842759,-4.98832428,0.04435939,-0.02302439,0.65925646,-0.68556352,3.24305018,-3.39410343,0.90163689,-0.50192443,0.98453805,-0.92937249,0.38572359,-0.41311720,0.04483009,-0.03878148,2.12975772,-2.10039196
-5.54977489,5.18294015,-5.16836320,0.04535791,-0.02443408,0.64980357,-0.70641101,3.09593535,-3.51957236,0.89585937,-0.51870597,0.93043516,-0.97361810,0.37980179,-0.42738737,0.04565976,-0.03865767,2.04319075,-2.18259636
-5.54377189,5.01833872,-5.33973583,0.04633021,-0.02579354,0.64092297,-0.72649527,2.95199663,-3.64008964,0.88981781,-0.53458643,0.87597569,-1.01627528,0.37405127,-0.44071482,0.04661076,-0.03849687,1.95645223,-2.26070619
-5.53776888,4.85736470,-5.49980573,0.04726357,-0.02708115,0.63274817,-0.74554188,2.81331407,-3.75395465,0.88364778,-0.54931182,0.82200793,-1.05667347,0.36862991,-0.45289468,0.04769035,-0.03830466,1.87099621,-2.33348210
-5.53176588,4.70236995,-5.64586098,0.04814298,-0.02827588,0.62535508,-0.76324349,2.68171976,-3.85934333,0.87742102,-0.56262044,0.76931430,-1.09412861,0.36366945,-0.46372795,0.04890121,-0.03808581,1.78813503,-2.39967777
-5.52576288,4.55528137,-5.77519004,0.04895177,-0.02935791,0.61876365,-0.77926837,2.55877816,-3.95435654,0.87114650,-0.57425059,0.71859814,-1.12796149,0.35927257,-0.47302782,0.05024147,-0.03784442,1.70901591,-2.45807461
-5.51975988,4.41758856,-5.88516983,0.04967242,-0.03030934,0.61294268,-0.79327183,2.44578060,-4.03707988,0.86477523,-0.58394942,0.67047488,-1.15751814,0.35551141,-0.48062657,0.05170477,-0.03758424,1.63460644,-2.50752043
-5.51375688,4.29035385,-5.97336252,0.05028749,-0.03111493,0.60781714,-0.80490985,2.34375312,-4.10565266,0.85820871,-0.59148267,0.62546753,-1.18219134,0.35242774,-0.48638280,0.05328067,-0.03730910,1.56568911,-2.54697053
-5.50775388,4.17424202,-6.03761639,0.05078058,-0.03176276,0.60327778,-0.81385430,2.25347566,-4.15834291,0.85131021,-0.59664472,0.58400612,-1.20144236,0.35003447,-0.49018865,0.05495514,-0.03702350,1.50286405,-2.57552924
-5.50175088,4.06956684,-6.07616587,0.05113738,-0.03224493,0.59919230,-0.81980910,2.17551054,-4.19362480,0.84391834,-0.59926860,0.54643071,-1.21482190,0.34831848,-0.49197657,0.05671126,-0.03673317,1.44655923,-2.59248994
-5.49574787,3.97634991,-6.08772537,0.05134667,-0.03255803,0.59541729,-0.82252630,2.11023700,-4.21025457,0.83586188,-0.59923527,0.51299723,-1.22198930,0.34724446,-0.49172528,0.05853001,-0.03644576,1.39704647,-2.59737156
-5.48974487,3.89438756,-6.07157173,0.05140117,-0.03270367,0.59181041,-0.82182125,2.05788902,-4.20734068,0.82697519,-0.59648177,0.48388541,-1.22272890,0.34675946,-0.48946462,0.06039108,-0.03617141,1.35446187,-2.58994936
-5.48374187,3.82332072,-6.02761054,0.05129831,-0.03268877,0.58824191,-0.81758605,2.01859288,-4.18440456,0.81711302,-0.59100777,0.45920803,-1.21696286,0.34679793,-0.48527888,0.06227382,-0.03592330,1.31882879,-2.57027835
-5.47773887,3.76270322,-5.95642212,0.05104073,-0.03252571,0.58460491,-0.80980045,1.99240168,-4.14142834,0.80616414,-0.58288007,0.43902064,-1.20475955,0.34728683,-0.47930826,0.06415802,-0.03571800,1.29008158,-2.53870779
-5.47173587,3.71206409,-5.85928403,0.05063665,-0.03223232,0.58082387,-0.79853951,1.97932394,-4.07888671,0.79406279,-0.57223480,0.42333100,-1.18633706,0.34815047,-0.47174853,0.06602471,-0.03557572,1.26808860,-2.49588563
-5.46573287,3.67096041,-5.73816821,0.05009988,-0.03183175,0.57686068,-0.78397766,1.97934414,-3.99776107,0.78079760,-0.55927710,0.41210768,-1.16206155,0.34931501,-0.46284844,0.06785685,-0.03552034,1.25267284,-2.44275243
-5.45972986,3.63901760,-5.59571182,0.04944962,-0.03135206,0.57271832,-0.76638872,1.99243362,-3.89953470,0.76641737,-0.54427830,0.40528716,-1.13244044,0.35071209,-0.45290516,0.06963984,-0.03557914,1.24362915,-2.38052449
-5.45372686,3.61595560,-5.43516259,0.04871002,-0.03082568,0.56844158,-0.74614199,2.01855113,-3.78616911,0.75103351,-0.52757053,0.40277928,-1.09811051,0.35228162,-0.44225765,0.07136189,-0.03578242,1.24073717,-2.31066670
-5.44772386,3.60160005,-5.26030032,0.04790947,-0.03028879,0.56411522,-0.72369433,2.05763286,-3.66006238,0.73481926,-0.50953904,0.40447072,-1.05982149,0.35397360,-0.43127824,0.07301418,-0.03616278,1.24376952,-2.23485608
-5.44172086,3.59587877,-5.07533761,0.04707970,-0.02978040,0.55985955,-0.69957877,2.10957296,-3.52399127,0.71800560,-0.49061248,0.41022665,-1.01841576,0.35574884,-0.42036265,0.07459090,-0.03675423,1.25249520,-2.15493717
-5.43571786,3.59880481,-4.88480375,0.04625479,-0.02934144,0.55582368,-0.67438997,2.17419593,-3.38103974,0.70087446,-0.47125150,0.41989064,-0.97480499,0.35757872,-0.40991880,0.07608905,-0.03759112,1.26667859,-2.07287126
-5.42971486,3.61044836,-4.69341642,0.04546998,-0.02901368,0.55217719,-0.64876729,2.25122319,-3.23451699,0.68374944,-0.45193611,0.43328324,-0.92994460,0.35944403,-0.40035484,0.07750815,-0.03870687,1.28607465,-1.99068122
-5.42371186,3.63090021,-4.50594620,0.04476055,-0.02883857,0.54910033,-0.62337614,2.34023658,-3.08786852,0.66698477,-0.43315224,0.45019970,-0.88480714,0.36133312,-0.39206676,0.07884980,-0.04013260,1.31042127,-1.91039419
-5.41770885,3.66023026,-4.32707939,0.04416064,-0.02885610,0.54677372,-0.59888834,2.44064184,-2.94458377,0.65095308,-0.41537803,0.47040727,-0.84035568,0.36323947,-0.38542612,0.08011715,-0.04189579,1.33943003,-1.83398417
-5.41170585,3.69844468,-4.16128402,0.04370221,-0.02910357,0.54536792,-0.57596232,2.55163538,-2.80810398,0.63603269,-0.39907031,0.49364278,-0.79751795,0.36515906,-0.38076828,0.08131438,-0.04401879,1.37277651,-1.76331690
-5.40570285,3.74544534,-4.01268409,0.04341404,-0.02961443,0.54503358,-0.55522387,2.67217768,-2.68173347,0.62259494,-0.38465166,0.51961100,-0.75716247,0.36708765,-0.37838160,0.08244612,-0.04651757,1.41009160,-1.70009859
-5.39969985,3.80099498,-3.88494622,0.04332100,-0.03041715,0.54589264,-0.53724814,2.80097602,-2.56855720,0.61099236,-0.37249855,0.54798430,-0.72007714,0.36901830,-0.37849802,0.08351700,-0.04940045,1.45095493,-1.64583055
-5.39369685,3.86469100,-3.78118219,0.04344338,-0.03153419,0.54803115,-0.52254339,2.93647934,-2.47136695,0.60154788,-0.36293082,0.57840402,-0.68695115,0.37093936,-0.38128524,0.08453121,-0.05266715,1.49489153,-1.60177098
-5.38769385,3.93595029,-3.70387032,0.04379660,-0.03298108,0.55149407,-0.51153697,3.07688698,-2.39259768,0.59454582,-0.35620279,0.61048391,-0.65836050,0.37283305,-0.38684092,0.08549225,-0.05630795,1.54137254,-1.56890488
-5.38169085,4.01400654,-3.65479723,0.04439092,-0.03476565,0.55628219,-0.50456396,3.22017220,-2.33427536,0.59022468,-0.35249632,0.64381567,-0.63475747,0.37467488,-0.39518904,0.08640283,-0.06030329,1.58982050,-1.54792298
-5.37568784,4.09792070,-3.63502134,0.04523153,-0.03688745,0.56235148,-0.50185852,3.36412086,-2.29797662,0.58877204,-0.35191583,0.67797666,-0.61646417,0.37643383,-0.40627851,0.08726486,-0.06462353,1.63961925,-1.53920981
-5.36968484,4.18660417,-3.64485796,0.04631872,-0.03933738,0.56961469,-0.50354821,3.50638423,-2.28480027,0.59032150,-0.35448539,0.71253941,-0.60367000,0.37807341,-0.41998407,0.08807969,-0.06922919,1.69012837,-1.54284095
-5.36368184,4.27885357,-3.68388563,0.04764820,-0.04209754,0.57794515,-0.50965120,3.64454419,-2.29535028,0.59495171,-0.36014810,0.74708267,-0.59643290,0.37955349,-0.43610955,0.08884843,-0.07407150,1.74070134,-1.55858918
-5.35767884,4.37339489,-3.75097235,0.04921160,-0.04514132,0.58718254,-0.52007636,3.77618812,-2.32972963,0.60268718,-0.36876740,0.78120343,-0.59468402,0.38083278,-0.45439324,0.08957241,-0.07909325,1.79070670,-1.58593870
-5.35167584,4.46893424,-3.84432005,0.05099696,-0.04843380,0.59714009,-0.53462605,3.89898985,-2.38754405,0.61350069,-0.38013063,0.81452916,-0.59823545,0.38187173,-0.47451519,0.09025370,-0.08423007,1.83955068,-1.62410688
-5.34567284,4.56421177,-3.96152503,0.05298932,-0.05193236,0.60761296,-0.55300137,4.01079288,-2.46791480,0.62731696,-0.39395440,0.84672961,-0.60679042,0.38263571,-0.49610637,0.09089566,-0.08941191,1.88670010,-1.67207214
