energy_ev,total_up,Au_p_up,Au_d_up,In_p_up,In_d_up,S_s_up,S_p_up
-6.00000000,1.07540933,0.14071448,0.72115946,0.04136478,0.00270049,0.02826527,0.09305793
-5.99399700,1.06005638,0.13646642,0.71510186,0.04066164,0.00267128,0.02703721,0.09006115
-5.98799400,1.04586427,0.13225208,0.70987475,0.04018906,0.00264112,0.02580562,0.08729698
-5.98199100,1.03288140,0.12810400,0.70546662,0.03995057,0.00261055,0.02458980,0.08477210
-5.97598799,1.02116936,0.12405785,0.70187394,0.03995523,0.00258008,0.02340770,0.08248900
-5.96998499,1.01080550,0.12015232,0.69910360,0.04021780,0.00255022,0.02227547,0.08044659
-5.96398199,1.00188364,0.11642873,0.69717420,0.04075866,0.00252142,0.02120720,0.07864064
-5.95797899,0.99451315,0.11293046,0.69611619,0.04160329,0.00249413,0.02021463,0.07706435
-5.95197599,0.98881630,0.10970210,0.69597087,0.04278157,0.00246869,0.01930704,0.07570878
-5.94597299,0.98492418,0.10678856,0.69678838,0.04432668,0.00244544,0.01849116,0.07456332
-5.93996998,0.98297162,0.10423390,0.69862508,0.04627383,0.00242462,0.01777122,0.07361609
-5.93396698,0.98309122,0.10208016,0.70154026,0.04865882,0.00240643,0.01714903,0.07285424
-5.92796398,0.98540717,0.10036620,0.70559269,0.05151645,0.00239098,0.01662417,0.07226428
-5.92196098,0.99002904,0.09912652,0.71083718,0.05487891,0.00237833,0.01619419,0.07183237
-5.91595798,0.99704605,0.09839018,0.71732143,0.05877422,0.00236846,0.01585491,0.07154447
-5.90995498,1.00652222,0.09817985,0.72508336,0.06322474,0.00236131,0.01560069,0.07138659
-5.90395198,1.01849254,0.09851110,0.73414918,0.06824587,0.00235676,0.01542482,0.07134492
-5.89794897,1.03296062,0.09939184,0.74453230,0.07384503,0.00235462,0.01531979,0.07140595
-5.89194597,1.04989781,0.10082207,0.75623313,0.08002085,0.00235468,0.01527764,0.07155662
-5.88594297,1.06924399,0.10279389,0.76923984,0.08676283,0.00235672,0.01529030,0.07178437
-5.87993997,1.09090985,0.10529174,0.78353008,0.09405122,0.00236047,0.01534988,0.07207720
-5.87393697,1.11478086,0.10829298,0.79907342,0.10185741,0.00236567,0.01544893,0.07242378
-5.86793397,1.14072253,0.11176866,0.81583465,0.11014462,0.00237206,0.01558069,0.07281340
-5.86193097,1.16858677,0.11568455,0.83377746,0.11886896,0.00237938,0.01573930,0.07323609
-5.85592796,1.19821925,0.12000227,0.85286863,0.12798079,0.00238741,0.01591997,0.07368257
-5.84992496,1.22946725,0.12468059,0.87308226,0.13742625,0.00239596,0.01611912,0.07414435
-5.84392196,1.26218775,0.12967680,0.89440404,0.14714909,0.00240489,0.01633448,0.07461373
-5.83791896,1.29625546,0.13494800,0.91683523,0.15709237,0.00241409,0.01656518,0.07508390
-5.83191596,1.33157023,0.14045240,0.94039617,0.16720028,0.00242354,0.01681176,0.07554899
-5.82591296,1.36806377,0.14615045,0.96512916,0.17741974,0.00243327,0.01707624,0.07600424
-5.81990995,1.40570515,0.15200578,0.99110057,0.18770182,0.00244340,0.01736208,0.07644610
-5.81390695,1.44450476,0.15798598,1.01840189,0.19800284,0.00245412,0.01767412,0.07687246
-5.80790395,1.48451669,0.16406305,1.04714980,0.20828508,0.00246574,0.01801857,0.07728277
-5.80190095,1.52583905,0.17021365,1.07748496,0.21851716,0.00247865,0.01840289,0.07767831
-5.79589795,1.56861230,0.17641907,1.10956963,0.22867391,0.00249333,0.01883561,0.07806230
-5.78989495,1.61301540,0.18266495,1.14358391,0.23873593,0.00251038,0.01932625,0.07844014
-5.78389195,1.65925979,0.18894075,1.17972077,0.24868869,0.00253049,0.01988503,0.07881946
-5.77788894,1.70758129,0.19523905,1.21817977,0.25852143,0.00255441,0.02052264,0.07921017
-5.77188594,1.75823007,0.20155477,1.25915967,0.26822573,0.00258301,0.02124993,0.07962443
-5.76588294,1.81145886,0.20788417,1.30284998,0.27779403,0.00261719,0.02207752,0.08007646
-5.75987994,1.86750977,0.21422391,1.34942158,0.28721807,0.00265789,0.02301544,0.08058230
-5.75387694,1.92659998,0.22057009,1.39901679,0.29648747,0.00270603,0.02407259,0.08115939
-5.74787394,1.98890682,0.22691730,1.45173890,0.30558837,0.00276254,0.02525636,0.08182604
-5.74187094,2.05455258,0.23325776,1.50764169,0.31450238,0.00282826,0.02657203,0.08260080
-5.73586793,2.12358968,0.23958059,1.56671908,0.32320581,0.00290390,0.02802228,0.08350170
-5.72986493,2.19598657,0.24587118,1.62889538,0.33166920,0.00299003,0.02960672,0.08454545
-5.72386193,2.27161500,0.25211069,1.69401643,0.33985717,0.00308702,0.03132141,0.08574655
-5.71785893,2.35023922,0.25827566,1.76184213,0.34772867,0.00319498,0.03315848,0.08711638
-5.71185593,2.43150746,0.26433782,1.83204067,0.35523742,0.00331373,0.03510586,0.08866239
-5.70585293,2.51494643,0.27026398,1.90418479,0.36233265,0.00344280,0.03714706,0.09038724
-5.69984992,2.59995908,0.27601603,1.97775068,0.36896000,0.00358134,0.03926122,0.09228813
-5.69384692,2.68582616,0.28155119,2.05211958,0.37506252,0.00372817,0.04142318,0.09435624
-5.68784392,2.77171184,0.28682225,2.12658249,0.38058183,0.00388172,0.04360386,0.09657635
-5.68184092,2.85667364,0.29177813,2.20034821,0.38545919,0.00404010,0.04577069,0.09892669
-5.67583792,2.93967674,0.29636448,2.27255480,0.38963662,0.00420111,0.04788836,0.10137900
-5.66983492,3.01961280,0.30052459,2.34228451,0.39305799,0.00436226,0.04991960,0.10389889
-5.66383192,3.09532285,0.30420040,2.40858193,0.39567007,0.00452084,0.05182620,0.10644642
-5.65782891,3.16562418,0.30733383,2.47047532,0.39742358,0.00467403,0.05357007,0.10897699
-5.65182591,3.22934054,0.30986829,2.52700061,0.39827418,0.00481890,0.05511446,0.11144241
-5.64582291,3.28533496,0.31175042,2.57722739,0.39818359,0.00495260,0.05642507,0.11379228
-5.63981991,3.33254435,0.31293197,2.62028653,0.39712067,0.00507238,0.05747131,0.11597551
-5.63381691,3.37001480,0.31337194,2.65539817,0.39506260,0.00517571,0.05822729,0.11794200
-5.62781391,3.39693637,0.31303868,2.68189951,0.39199615,0.00526040,0.05867287,0.11964440
-5.62181091,3.41267612,0.31191208,2.69927111,0.38791898,0.00532464,0.05879444,0.12103996
-5.61580790,3.41680798,0.30998565,2.70716078,0.38284099,0.00536712,0.05858547,0.12209222
-5.60980490,3.40913822,0.30726836,2.70540390,0.37678562,0.00538708,0.05804692,0.12277273
-5.60380190,3.38972517,0.30378627,2.69403923,0.36979111,0.00538433,0.05718734,0.12306251
-5.59779890,3.35889207,0.29958363,2.67331917,0.36191148,0.00535932,0.05602268,0.12295323
-5.59179590,3.31723222,0.29472353,2.64371394,0.35321736,0.00531311,0.05457590,0.12244816
-5.58579290,3.26560557,0.28928795,2.60590889,0.34379632,0.00524737,0.05287635,0.12156268
-5.57978989,3.20512668,0.28337704,2.56079479,0.33375286,0.00516432,0.05095887,0.12032441
-5.57378689,3.13714366,0.27710784,2.50945115,0.32320778,0.00506670,0.04886280,0.11877289
-5.56778389,3.06320882,0.27061213,2.45312257,0.31229699,0.00495768,0.04663081,0.11695879
-5.56178089,2.98504150,0.26403367,2.39318906,0.30116968,0.00484075,0.04430765,0.11494272
-5.55577789,2.90448428,0.25752484,2.33113088,0.28998594,0.00471966,0.04193886,0.11279359
-5.54977489,2.82345385,0.25124268,2.26848921,0.27891372,0.00459826,0.03956957,0.11058662
-5.54377189,2.74388840,0.24534458,2.20682390,0.26812536,0.00448040,0.03724321,0.10840103
-5.53776888,2.66769317,0.23998376,2.14766981,0.25779373,0.00436986,0.03500048,0.10631753
-5.53176588,2.59668627,0.23530459,2.09249331,0.24808808,0.00427016,0.03287830,0.10441563
-5.52576288,2.53254677,0.23143819,2.04265066,0.23916983,0.00418454,0.03090905,0.10277099
-5.51975988,2.47676705,0.22849816,1.99934974,0.23118842,0.00411581,0.02911987,0.10145278
-5.51375688,2.43061109,0.22657698,1.96361659,0.22427746,0.00406631,0.02753223,0.10052126
-5.50775388,2.39508056,0.22574291,1.93626824,0.21855122,0.00403786,0.02616164,0.10002559
-5.50175088,2.37088973,0.22603783,1.91789256,0.21410178,0.00403170,0.02501754,0.10000210
-5.49574787,2.35845044,0.22747590,1.90883625,0.21099683,0.00404849,0.02410343,0.10047289
-5.48974487,2.35786742,0.23004326,1.90920112,0.20927833,0.00408828,0.02341707,0.10144505
-5.48374187,2.36894425,0.23369869,1.91884893,0.20896201,0.00415059,0.02295088,0.10291035
-5.47773887,2.39119969,0.23837538,1.93741442,0.21003778,0.00423440,0.02269249,0.10484553
-5.47173587,2.42389344,0.24398352,1.96432606,0.21247103,0.00433820,0.02262533,0.10721314
-5.46573287,2.46606043,0.25041383,1.99883346,0.21620474,0.00446008,0.02272936,0.10996291
