energy_ev,total_up,Cr_p_up,Cr_d_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,S_s_up,S_p_up
-5.66983492,7.28949475,2.87997872,1.03004816,1.88232800,3.00431487,0.03184258,0.71023851,0.03529476,2.80310557
-5.66383192,7.21135189,2.85878973,1.02547252,1.85387615,2.97427063,0.03185249,0.70747310,0.03439740,2.75984856
-5.65782891,7.12037886,2.83255212,1.01830828,1.82200215,2.93930613,0.03179394,0.70380219,0.03341108,2.71166283
-5.65182591,7.01787114,2.80148475,1.00865093,1.78714005,2.89996071,0.03167390,0.69925354,0.03234809,2.65925085
-5.64582291,6.90524864,2.76584706,0.99663033,1.74977085,2.85680645,0.03150066,0.69385857,0.03122197,2.60337641
-5.63981991,6.78400133,2.72593260,0.98240641,1.71040619,2.81042302,0.03128351,0.68765094,0.03004701,2.54483691
-5.63381691,6.65564211,2.68206462,0.96616484,1.66957395,2.76137594,0.03103246,0.68066599,0.02883790,2.48443840
-5.62781391,6.52166812,2.63459348,0.94811265,1.62780623,2.71019926,0.03075807,0.67294118,0.02760938,2.42297415
-5.62181091,6.38353169,2.58389569,0.92847394,1.58563001,2.65738294,0.03047122,0.66451711,0.02637588,2.36120749
-5.61580790,6.24262078,2.53037392,0.90748579,1.54356046,2.60336522,0.03018299,0.65543923,0.02515134,2.29985905
-5.60980490,6.10024867,2.47445729,0.88539426,1.50209699,2.54852983,0.02990465,0.64575983,0.02394900,2.23959866
-5.60380190,5.95765162,2.41660151,0.86245052,1.46172168,2.49320751,0.02964760,0.63554012,0.02278126,2.18104135
-5.59779890,5.81599329,2.35728809,0.83890711,1.42289973,2.43768117,0.02942346,0.62485226,0.02165965,2.12474724
-5.59179590,5.67637399,2.29702210,0.81501432,1.38608153,2.38219395,0.02924410,0.61378097,0.02059476,2.07122451
-5.58579290,5.53984314,2.23632832,0.79101656,1.35170586,2.32695918,0.02912180,0.60242460,0.01959629,2.02093483
-5.57978989,5.40741279,2.17574538,0.76714890,1.32020357,2.27217119,0.02906928,0.59089562,0.01867308,1.97430029
-5.57378689,5.28007078,2.11581804,0.74363368,1.29200142,2.21801626,0.02909989,0.57932027,0.01783317,1.93171106
-5.56778389,5.15879180,2.05708783,0.72067725,1.26752528,2.16468264,0.02922758,0.56783750,0.01708386,1.89353305
-5.56178089,5.04454518,2.00008238,0.69846701,1.24720250,2.11236904,0.02946694,0.55659716,0.01643181,1.86011459
-5.55577789,4.93829847,1.94530406,0.67716868,1.23146285,2.06129110,0.02983314,0.54575751,0.01588307,1.83179174
-5.54977489,4.84101618,1.89321842,0.65692406,1.22073766,2.01168530,0.03034174,0.53548222,0.01544314,1.80889144
-5.54377189,4.75365344,1.84424325,0.63784928,1.21545702,1.96381024,0.03100845,0.52593700,0.01511696,1.79173224
-5.53776888,4.67714447,1.79873871,0.62003364,1.21604464,1.91794515,0.03184878,0.51728596,0.01490893,1.78062222
-5.53176588,4.61238628,1.75699932,0.60353912,1.22291041,1.87438589,0.03287753,0.50968792,0.01482285,1.77585393
-5.52576288,4.56021793,1.71924800,0.58840069,1.23644049,1.83343850,0.03410826,0.50329283,0.01486185,1.77769650
-5.51975988,4.52139618,1.68563265,0.57462722,1.25698522,1.79541082,0.03555260,0.49823837,0.01502829,1.78638483
-5.51375688,4.49656826,1.65622532,0.56220319,1.28484485,1.76060245,0.03721957,0.49464684,0.01532358,1.80210644
-5.50775388,4.48624285,1.63102388,0.55109101,1.32025368,1.72929379,0.03911474,0.49262244,0.01574808,1.82498625
-5.50175088,4.49076035,1.60995608,0.54123382,1.36336294,1.70173437,0.04123955,0.49224896,0.01630087,1.85506994
-5.49574787,4.51026364,1.59288550,0.53255880,1.41422316,1.67813129,0.04359050,0.49358787,0.01697955,1.89230682
-5.48974487,4.54467078,1.57961912,0.52498059,1.47276672,1.65863825,0.04615850,0.49667686,0.01778008,1.93653291
-5.48374187,4.59365087,1.56991588,0.51840498,1.53879164,1.64334558,0.04892835,0.50152867,0.01869660,1.98745529
-5.47773887,4.65660470,1.56349570,0.51273237,1.61194739,1.63227194,0.05187833,0.50813043,0.01972125,2.04463886
-5.47173587,4.73265148,1.56004860,0.50786120,1.69172388,1.62535813,0.05497998,0.51644327,0.02084406,2.10749648
-5.46573287,4.82062309,1.55924339,0.50369097,1.77744454,1.62246327,0.05819820,0.52640235,0.02205291,2.17528359
-5.45972986,4.91906701,1.56073569,0.50012489,1.86826454,1.62336383,0.06149151,0.53791722,0.02333352,2.24709812
-5.45372686,5.02625891,1.56417507,0.49707207,1.96317476,1.62775567,0.06481264,0.55087262,0.02466953,2.32188657
-5.44772386,5.14022554,1.56921118,0.49444928,2.06101223,1.63525906,0.06810936,0.56512977,0.02604268,2.39845669
-5.44172086,5.25877814,1.57549906,0.49218218,2.16047721,1.64542688,0.07132563,0.58052806,0.02743304,2.47549691
-5.43571786,5.37955605,1.58270350,0.49020614,2.26015704,1.65775557,0.07440288,0.59688743,0.02881939,2.55160236
-5.42971486,5.50007977,1.59050301,0.48846669,2.35855620,1.67169867,0.07728164,0.61401115,0.03017960,2.62530712
-5.42371186,5.61781191,1.59859319,0.48691959,2.45413196,1.68668236,0.07990313,0.63168933,0.03149115,2.69512151
-5.41770885,5.73022435,1.60669007,0.48553064,2.54533446,1.70212240,0.08221106,0.64970289,0.03273170,2.75957341
-5.41170585,5.83486888,1.61453338,0.48427535,2.63064985,1.71744185,0.08415342,0.66782798,0.03387963,2.81725186
-5.40570285,5.92944872,1.62189000,0.48313828,2.70864477,1.73208859,0.08568411,0.68584092,0.03491470,2.86685121
-5.39969985,6.01188779,1.62855744,0.48211237,2.77801038,1.74555198,0.08676449,0.70352321,0.03581861,2.90721392
-5.39369685,6.08039459,1.63436751,0.48119807,2.83760394,1.75737779,0.08736474,0.72066671,0.03657557,2.93736989
-5.38769385,6.13351768,1.63918981,0.48040232,2.88648628,1.76718066,0.08746485,0.73707864,0.03717278,2.95657058
-5.38169085,6.17019017,1.64293499,0.47973745,2.92395313,1.77465343,0.08705535,0.75258627,0.03760084,2.96431616
-5.37568784,6.18976079,1.64555747,0.47921990,2.94955914,1.77957301,0.08613763,0.76704103,0.03785407,2.96037436
-5.36968484,6.19201033,1.64705725,0.47886881,2.96313334,1.78180246,0.08472391,0.78032190,0.03793064,2.94479001
-5.36368184,6.17715228,1.64748073,0.47870454,2.96478527,1.78128920,0.08283678,0.79233797,0.03783263,2.91788486
-5.35767884,6.14581803,1.64692009,0.47874705,2.95490176,1.77805962,0.08050846,0.80302998,0.03756598,2.88024755
-5.35167584,6.09902734,1.64551137,0.47901424,2.93413430,1.77221057,0.07777967,0.81237082,0.03714020,2.83271442
-5.34567284,6.03814573,1.64343089,0.47952042,2.90337795,1.76389812,0.07469825,0.82036506,0.03656806,2.77634193
-5.33966983,5.96483124,1.64089039,0.48027483,2.86374262,1.75332461,0.07131760,0.82704745,0.03586514,2.71237222
-5.33366683,5.88097318,1.63813079,0.48128039,2.81651835,1.74072459,0.06769501,0.83248068,0.03504933,2.64219342
-5.32766383,5.78862632,1.63541502,0.48253291,2.76313600,1.72635079,0.06388986,0.83675238,0.03414019,2.56729660
-5.32166083,5.68994355,1.63302017,0.48402056,2.70512535,1.71046078,0.05996193,0.83997167,0.03315837,2.48923138
-5.31565783,5.58711028,1.63122939,0.48572401,2.64407221,1.69330520,0.05596979,0.84226538,0.03212499,2.40956198
-5.30965483,5.48228343,1.63032394,0.48761710,2.58157630,1.67511818,0.05196928,0.84377430,0.03106107,2.32982572
-5.30365183,5.37753751,1.63057578,0.48966801,2.51921149,1.65611042,0.04801231,0.84464935,0.02998692,2.25149524
-5.29764882,5.27481925,1.63224101,0.49184112,2.45848955,1.63646514,0.04414576,0.84504817,0.02892172,2.17594578
-5.29164582,5.17591222,1.63555446,0.49409926,2.40082845,1.61633685,0.04041082,0.84513192,0.02788306,2.10442834
-5.28564282,5.08241156,1.64072550,0.49640635,2.34752576,1.59585297,0.03684241,0.84506254,0.02688669,2.03804908
-5.27963982,4.99570853,1.64793513,0.49873022,2.29973751,1.57511758,0.03346900,0.84500043,0.02594625,1.97775504
-5.27363682,4.91698399,1.65733424,0.50104547,2.25846244,1.55421705,0.03031266,0.84510241,0.02507315,1.92432590
-5.26763382,4.84720937,1.66904281,0.50333614,2.22453126,1.53322669,0.02738921,0.84551997,0.02427655,1.87837121
-5.26163082,4.78715331,1.68314983,0.50559784,2.19860062,1.51221779,0.02470871,0.84639768,0.02356338,1.84033222
-5.25562781,4.73739222,1.69971340,0.50783944,2.18115088,1.49126443,0.02227601,0.84787156,0.02293843,1.81048749
-5.24962481,4.69832272,1.71876097,0.51008381,2.17248716,1.47044924,0.02009136,0.85006735,0.02240455,1.78896131
-5.24362181,4.67017437,1.74028898,0.51236772,2.17274285,1.44986779,0.01815116,0.85309852,0.02196281,1.77573389
-5.23761881,4.65302136,1.76426195,0.51474070,2.18188511,1.42963117,0.01644869,0.85706400,0.02161275,1.77065272
-5.23161581,4.64679209,1.79061072,0.51726290,2.19972153,1.40986652,0.01497479,0.86204555,0.02135264,1.77344427
-5.22561281,4.65127624,1.81922970,0.52000198,2.22590798,1.39071558,0.01371861,0.86810482,0.02117970,1.78372561
-5.21960980,4.66612945,1.84997341,0.52302918,2.25995711,1.37233151,0.01266819,0.87528021,0.02109042,1.80101576
-5.21360680,4.69087587,1.88265233,0.52641476,2.30124772,1.35487410,0.01181100,0.88358368,0.02108078,1.82474661
-5.20760380,4.72490958,1.91702858,0.53022296,2.34903482,1.33850404,0.01113445,0.89299763,0.02114652,1.85427356
-5.20160080,4.76749596,1.95281181,0.53450692,2.40246091,1.32337671,0.01062625,0.90347216,0.02128338,1.88888601
-5.19559780,4.81777421,1.98965581,0.53930366,2.46056839,1.30963600,0.01027474,0.91492292,0.02148733,1.92781810
-5.18959480,4.87476216,2.02715641,0.54462955,2.52231358,1.29740875,0.01006911,0.92722978,0.02175482,1.97025987
-5.18359180,4.93736468,2.06485120,0.55047653,2.58658244,1.28680029,0.00999959,0.94023654,0.02208295,2.01536915
-5.17758879,5.00438613,2.10222148,0.55680918,2.65220802,1.27789140,0.01005760,0.95375186,0.02246968,2.06228430
-5.17158579,5.07454757,2.13869673,0.56356311,2.71798980,1.27073688,0.01023580,0.96755152,0.02291398,2.11013789
-5.16558279,5.14650860,2.17366188,0.57064441,2.78271438,1.26536586,0.01052813,0.98138197,0.02341596,2.15807110
-5.15957979,5.21889327,2.20646723,0.57793067,2.84517757,1.26178367,0.01092987,0.99496528,0.02397692,2.20524864
-5.15357679,5.29031943,2.23644089,0.58527314,2.90420691,1.25997507,0.01143761,1.00800526,0.02459944,2.25087377
-5.14757379,5.35943002,2.26290345,0.59250027,2.95868436,1.25990840,0.01204921,1.02019447,0.02528727,2.29420283
-5.14157079,5.42492489,2.28518414,0.59942233,3.00756814,1.26154017,0.01276374,1.03122211,0.02604528,2.33455877
-5.13556778,5.48559157,2.30263806,0.60583692,3.04991315,1.26481975,0.01358143,1.04078219,0.02687923,2.37134292
-5.12956478,5.54033315,2.31466367,0.61153527,3.08488902,1.26969331,0.01450350,1.04858186,0.02779554,2.40404450
-5.12356178,5.58819184,2.32071963,0.61630896,3.11179531,1.27610686,0.01553203,1.05434945,0.02880090,2.43224741
-5.11755878,5.62836683,2.32034056,0.61995677,3.13007311,1.28400779,0.01666972,1.05784189,0.02990187,2.45563367
-5.11155578,5.66022561,2.31315075,0.62229155,3.13931280,1.29334483,0.01791965,1.05885133,0.03110439,2.47398360
-5.10555278,5.68330806,2.29887539,0.62314670,3.13925764,1.30406612,0.01928493,1.05721051,0.03241324,2.48717248
-5.09954977,5.69732354,2.27734899,0.62238211,3.12980331,1.31611564,0.02076831,1.05279695,0.03383145,2.49516410
-5.09354677,5.70214112,2.24852045,0.61988931,3.11099352,1.32942820,0.02237178,1.04553571,0.03535981,2.49800130
-5.08754377,5.69777418,2.21245497,0.61559575,3.08301216,1.34392329,0.02409609,1.03540066,0.03699629,2.49579444
-5.08154077,5.68436038,2.16933268,0.60946798,3.04617246,1.35949843,0.02594021,1.02241444,0.03873560,2.48870823
-5.07553777,5.66213882,2.11944419,0.60151369,3.00090391,1.37602252,0.02790085,1.00664712,0.04056885,2.47694782
-5.06953477,5.63142589,2.06318348,0.59178253,2.94773767,1.39333000,0.02997196,0.98821365,0.04248332,2.46074506
-5.06353177,5.59259185,2.00103837,0.58036576,2.88729109,1.41121636,0.03214429,0.96727048,0.04446239,2.44034580
-5.05752876,5.54603961,1.93357917,0.56739460,2.82025220,1.42943564,0.03440500,0.94401131,0.04648566,2.41599878
-5.05152576,5.49218726,1.86144584,0.55303755,2.74736469,1.44770052,0.03673738,0.91866240,0.04852925,2.38794707
-5.04552276,5.43145556,1.78533426,0.53749648,2.66941393,1.46568525,0.03912077,0.89147749,0.05056632,2.35642226
-5.03951976,5.36426103,1.70598188,0.52100183,2.58721435,1.48303167,0.04153053,0.86273257,0.05256770,2.32164185
-5.03351676,5.29101510,1.62415333,0.50380694,2.50159840,1.49935838,0.04393825,0.83272067,0.05450278,2.28380984
-5.02751376,5.21212900,1.54062611,0.48618171,2.41340715,1.51427266,0.04631219,0.80174675,0.05634052,2.24312025
-5.02151076,5.12802391,1.45617685,0.46840567,2.32348249,1.52738500,0.04861781,0.77012282,0.05805048,2.19976346
-5.01550775,5.03914533,1.37156814,0.45076081,2.23266052,1.53832531,0.05081860,0.73816332,0.05960401,2.15393451
-5.00950475,4.94598041,1.28753635,0.43352429,2.14176620,1.54676037,0.05287697,0.70618081,0.06097538,2.10584285
-5.00350175,4.84907653,1.20478037,0.41696121,2.05160852,1.55241141,0.05475532,0.67448200,0.06214288,2.05572273
-4.99749875,4.74905961,1.12395153,0.40131784,1.96297609,1.55507102,0.05641725,0.64336408,0.06308981,2.00384329
-4.99149575,4.64665040,1.04564478,0.38681532,1.87663275,1.55461839,0.05782870,0.61311138,0.06380531,1.95051749
-4.98549275,4.54267701,0.97039115,0.37364419,1.79331280,1.55103201,0.05895922,0.58399229,0.06428502,1.89610924
-4.97948974,4.43808251,0.89865172,0.36195996,1.71371574,1.54439895,0.05978302,0.55625652,0.06453141,1.84103784
-4.97348674,4.33392616,0.83081305,0.35187973,1.63850027,1.53492024,0.06028004,0.53013264,0.06455398,1.78577920
-4.96748374,4.23137769,0.76718418,0.34348011,1.56827755,1.52291159,0.06043677,0.50582585,0.06436904,1.73086361
-4.96148074,4.13170410,0.70799535,0.33679655,1.50360373,1.50879947,0.06024685,0.48351608,0.06399928,1.67686963
-4.95547774,4.03624891,0.65339822,0.33182392,1.44497186,1.49311228,0.05971144,0.46335640,0.06347306,1.62441428
-4.94947474,3.94640439,0.60346785,0.32851851,1.39280343,1.47646690,0.05883930,0.44547163,0.06282343,1.57413966
-4.94347174,3.86357736,0.55820616,0.32680117,1.34743971,1.45955092,0.05764664,0.42995733,0.06208695,1.52669645
-4.93746873,3.78914979,0.51754689,0.32656156,1.30913328,1.44310128,0.05615657,0.41687909,0.06130234,1.48272490
-4.93146573,3.72443558,0.48136178,0.32766329,1.27804015,1.42787992,0.05439841,0.40627202,0.06050899,1.44283392
-4.92546273,3.67063508,0.44946793,0.32994964,1.25421269,1.41464743,0.05240675,0.39814063,0.05974549,1.40757937
-4.91945973,3.62878927,0.42163588,0.33324960,1.23759383,1.40413567,0.05022027,0.39245892,0.05904806,1.37744225
-4.91345673,3.59973533,0.39759829,0.33738404,1.22801297,1.39702042,0.04788053,0.38917074,0.05844919,1.35280793
-4.90745373,3.58406572,0.37705888,0.34217164,1.22518379,1.39389507,0.04543060,0.38819042,0.05797627,1.33394732
-4.90145073,3.58209233,0.35970127,0.34743424,1.22870434,1.39524646,0.04291371,0.38940360,0.05765053,1.32100095
-4.89544772,3.59381778,0.34519758,0.35300163,1.23805965,1.40143379,0.04037199,0.39266838,0.05748615,1.31396680
-4.88944472,3.61891510,0.33321633,0.35871532,1.25262713,1.41267148,0.03784524,0.39781671,0.05748970,1.31269252
-4.88344172,3.65671726,0.32342962,0.36443138,1.27168475,1.42901676,0.03536991,0.40465605,0.05765978,1.31687279
-4.87743872,3.70621749,0.31551933,0.37002217,1.29442211,1.45036253,0.03297820,0.41297138,0.05798713,1.32605185
-4.87143572,3.76608110,0.30918226,0.37537709,1.31995446,1.47643596,0.03069741,0.42252764,0.05845492,1.33963170
-4.86543272,3.83466884,0.30413419,0.38040237,1.34733923,1.50680300,0.02854949,0.43307253,0.05903942,1.35688565
-4.85942971,3.91007189,0.30011283,0.38502004,1.37559517,1.54087887,0.02655087,0.44433983,0.05971092,1.37697692
-4.85342671,3.99015760,0.29687981,0.38916635,1.40372337,1.57794426,0.02471240,0.45605321,0.06043490,1.39898190
-4.84742371,4.07262504,0.29422180,0.39278988,1.43072990,1.61716689,0.02303958,0.46793058,0.06117341,1.42191711
-4.84142071,4.15506867,0.29195087,0.39584941,1.45564936,1.65762771,0.02153295,0.47968890,0.06188652,1.44476903
-4.83541771,4.23504838,0.28990435,0.39831209,1.47756866,1.69835102,0.02018859,0.49104957,0.06253395,1.46652569
-4.82941471,4.31016334,0.28794425,0.40015185,1.49565034,1.73833728,0.01899877,0.50174404,0.06307660,1.48620876
-4.82341171,4.37812725,0.28595653,0.40134838,1.50915443,1.77659767,0.01795265,0.51151980,0.06347810,1.50290501
-4.81740870,4.43684209,0.28385027,0.40188682,1.51745830,1.81218897,0.01703704,0.52014639,0.06370621,1.51579568
-4.81140570,4.48446744,0.28155689,0.40175804,1.52007357,1.84424736,0.01623715,0.52742134,0.06373404,1.52418278
-4.80540270,4.51948269,0.27902940,0.40095966,1.51665933,1.87201984,0.01553730,0.53317569,0.06354104,1.52751118
-4.79939970,4.54073934,0.27624195,0.39949770,1.50703121,1.89489198,0.01492165,0.53727904,0.06311375,1.52538551
-4.79339670,4.54750108,0.27318927,0.39738858,1.49116582,1.91241060,0.01437474,0.53964364,0.06244624,1.51758133
-4.78739370,4.53946982,0.26988637,0.39466137,1.46920022,1.92430052,0.01388208,0.54022756,0.06154029,1.50405003
-4.78139070,4.51679620,0.26636807,0.39136002,1.44142645,1.93047449,0.01343051,0.53903646,0.06040520,1.48491740
-4.77538769,4.48007405,0.26268847,0.38754527,1.40828123,1.93103569,0.01300855,0.53612408,0.05905741,1.46047602
-4.76938469,4.43031863,0.25892013,0.38329603,1.37033115,1.92627275,0.01260661,0.53159107,0.05751983,1.43117173
-4.76338169,4.36892945,0.25515296,0.37870992,1.32825399,1.91664723,0.01221711,0.52558238,0.05582094,1.39758510
-4.75737869,4.29763913,0.25149254,0.37390286,1.28281683,1.90277418,0.01183447,0.51828310,0.05399379,1.36040858
-4.75137569,4.21845031,0.24805797,0.36900753,1.23485176,1.88539648,0.01145507,0.50991286,0.05207488,1.32042053
-4.74537269,4.13356329,0.24497919,0.36417063,1.18523027,1.86535417,0.01107714,0.50071909,0.05010297,1.27845722
-4.73936968,4.04529741,0.24239361,0.35954898,1.13483719,1.84355002,0.01070055,0.49096926,0.04811795,1.23538411
-4.73336668,3.95600958,0.24044228,0.35530461,1.08454522,1.82091293,0.01032660,0.48094246,0.04615974,1.19206758
-4.72736368,3.86801332,0.23926555,0.35159889,1.03519107,1.79836084,0.00995778,0.47092068,0.04426734,1.14934828
-4.72136068,3.78350176,0.23899843,0.34858612,0.98755380,1.77676478,0.00959750,0.46118012,0.04247802,1.10801721
-4.71535768,3.70447767,0.23976566,0.34640669,0.94233641,1.75691556,0.00924986,0.45198284,0.04082666,1.06879515
-4.70935468,3.63269331,0.24167688,0.34518036,0.90015087,1.73949476,0.00891937,0.44356916,0.03934535,1.03231639
-4.70335168,3.56960223,0.24482182,0.34499981,0.86150720,1.72505103,0.00861078,0.43615106,0.03806310,0.99911685
-4.69734867,3.51632459,0.24926596,0.34592497,0.82680657,1.71398276,0.00832885,0.42990680,0.03700575,0.96962690
-4.69134567,3.47362688,0.25504665,0.34797834,0.79633849,1.70652758,0.00807819,0.42497700,0.03619607,0.94416882
-4.68534267,3.44191611,0.26217001,0.35114168,0.77028178,1.70275909,0.00786315,0.42146210,0.03565393,0.92295829
-4.67933967,3.42124781,0.27060868,0.35535420,0.74870898,1.70259058,0.00768770,0.41942151,0.03539653,0.90610978
-4.67333667,3.41134675,0.28030057,0.36051249,0.73159373,1.70578520,0.00755537,0.41887403,0.03543866,0.89364475
-4.66733367,3.41163838,0.29114872,0.36647216,0.71882041,1.71197200,0.00746918,0.41979972,0.03579297,0.88550211
-4.66133067,3.42128883,0.30302227,0.37305128,0.71019543,1.72066668,0.00743160,0.42214276,0.03647010,0.88154997
-4.65532766,3.43925097,0.31575859,0.38003537,0.70545952,1.73129576,0.00744455,0.42581531,0.03747873,0.88159784
-4.64932466,3.46431385,0.32916655,0.38718402,0.70430038,1.74322303,0.00750935,0.43070189,0.03882549,0.88540850
-4.64332166,3.49515291,0.34303079,0.39423848,0.70636496,1.75577686,0.00762673,0.43666414,0.04051467,0.89270876
