energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Cu_p_up,Cu_p_down,Cu_d_up,Cu_d_down,Mn_p_up,Mn_p_down,Mn_d_up,Mn_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-6.00000000,2.87024370,-3.51104220,0.03989094,-0.02774910,0.48893284,-0.65311720,0.67262709,-0.67675168,0.18472674,-0.43410149,1.22327622,-1.80084870,0.78205345,-0.47379072,1.06348211,-1.35018429,0.00000000,-0.00000000
-5.99399700,2.80872994,-3.43713203,0.03837307,-0.02703895,0.45961487,-0.62705514,0.68738341,-0.67140285,0.18406174,-0.43423043,1.19222505,-1.72993839,0.74140747,-0.45863263,1.07145902,-1.33547198,0.00000000,-0.00000000
-5.98799400,2.76222378,-3.36867704,0.03697699,-0.02666127,0.43212073,-0.60180846,0.70598506,-0.66844399,0.18522556,-0.43424013,1.16801925,-1.66000619,0.70288961,-0.44546122,1.08605571,-1.32312453,0.00000000,-0.00000000
-5.98199100,2.73019953,-3.30758932,0.03571877,-0.02663822,0.40648847,-0.57773604,0.72806126,-0.66838334,0.18818237,-0.43425369,1.15014398,-1.59232911,0.66668747,-0.43451156,1.10681559,-1.31393570,0.00000000,-0.00000000
-5.97598799,2.71172965,-3.25565206,0.03461050,-0.02698760,0.38270732,-0.55517321,0.75313364,-0.67167540,0.19285216,-0.43439628,1.13791491,-1.52809048,0.63291856,-0.42599806,1.13310601,-1.30864306,0.00000000,-0.00000000
-5.96998499,2.70552714,-3.21446794,0.03365989,-0.02772247,0.36072386,-0.53442584,0.78062875,-0.67870345,0.19911331,-0.43478981,1.13050962,-1.46834873,0.60163317,-0.42011196,1.16413768,-1.30790146,0.00000000,-0.00000000
-5.96398199,2.70999729,-3.18540770,0.03287005,-0.02885068,0.34044911,-0.51576458,0.80989355,-0.68976281,0.20680616,-0.43554714,1.12700177,-1.41400943,0.57281908,-0.41701814,1.19898860,-1.31225695,0.00000000,-0.00000000
-5.95797899,2.72329722,-3.16956082,0.03223938,-0.03037457,0.32176600,-0.49941938,0.84021349,-0.70504568,0.21573737,-0.43676593,1.12639690,-1.36580170,0.54640819,-0.41685127,1.23663183,-1.32212202,0.00000000,-0.00000000
-5.95197599,2.74340166,-3.16769052,0.03176167,-0.03229051,0.30453730,-0.48557453,0.87083293,-0.72462819,0.22568522,-0.43852262,1.12766863,-1.32425955,0.52228462,-0.41971135,1.27596640,-1.33775341,0.00000000,-0.00000000
-5.94597299,2.76817297,-3.18019505,0.03142628,-0.03458863,0.28861327,-0.47436434,0.90097714,-0.74846022,0.23640565,-0.44086679,1.12979420,-1.28970921,0.50029411,-0.42565911,1.31585068,-1.35923346,0.00000000,-0.00000000
-5.93996998,2.79543361,-3.20707783,0.03121865,-0.03725259,0.27383926,-0.46586969,0.92987534,-0.77635884,0.24763887,-0.44381629,1.13178820,-1.26226266,0.48025433,-0.43471126,1.35513711,-1.38645624,0.00000000,-0.00000000
-5.93396698,2.82303868,-3.24792822,0.03112080,-0.04025951,0.26006257,-0.46011574,0.95678416,-0.80800566,0.25911664,-0.44735347,1.13273348,-1.24181788,0.46196582,-0.44683621,1.39270746,-1.41911937,0.00000000,-0.00000000
-5.92796398,2.84894661,-3.30191493,0.03111207,-0.04357993,0.24713868,-0.45707078,0.98101060,-0.84294874,0.27056977,-0.45142282,1.13180854,-1.22806578,0.44522293,-0.46195042,1.42750750,-1.45672242,0.00000000,-0.00000000
-5.92196098,2.87128573,-3.36779345,0.03116989,-0.04717807,0.23493651,-0.45664665,1.00193382,-0.88060920,0.28173590,-0.45593037,1.12831052,-1.22050378,0.42982462,-0.47991587,1.45857999,-1.49857243,0.00000000,-0.00000000
-5.91595798,2.88841459,-3.44392808,0.03127074,-0.05101222,0.22334264,-0.45870048,1.01902500,-0.92029258,0.29236721,-0.46074486,1.12167344,-1.21845548,0.41558446,-0.50053888,1.48509495,-1.54379698,0.00000000,-0.00000000
-5.90995498,2.89897427,-3.52832908,0.03139099,-0.05503529,0.21226439,-0.46303810,1.03186447,-0.96120502,0.30223795,-0.46570096,1.11148114,-1.22109593,0.40233958,-0.52357061,1.50637616,-1.59136460,0.00000000,-0.00000000
-5.90395198,2.90193084,-3.61870401,0.03150787,-0.05919563,0.20163176,-0.46941885,1.04015548,-1.00247357,0.31115140,-0.47060432,1.09747506,-1.22748155,0.38995826,-0.54870931,1.52192298,-1.64011235,0.00000000,-0.00000000
-5.89794897,2.89660681,-3.71252223,0.03160030,-0.06343798,0.19139824,-0.47756179,1.04373413,-1.04317041,0.31894619,-0.47523847,1.07955655,-1.23658359,0.37834583,-0.57560458,1.53142661,-1.68877968,0.00000000,-0.00000000
-5.89194597,2.88270037,-3.80709030,0.03164970,-0.06770459,0.18154050,-0.48715314,1.04257493,-1.08233988,0.32550160,-0.47937328,1.05778427,-1.24732408,0.36744871,-0.60386332,1.53478033,-1.73604744,0.00000000,-0.00000000
-5.88594297,2.86029214,-3.89963570,0.03164061,-0.07193649,0.17205724,-0.49785459,1.03679190,-1.11902756,0.33074180,-0.48277450,1.03236683,-1.25861270,0.35725656,-0.63305759,1.53208319,-1.78058073,0.00000000,-0.00000000
-5.87993997,2.82983914,-3.98739558,0.03156124,-0.07607486,0.16296708,-0.50931235,1.02663507,-1.15231017,0.33463870,-0.48521422,1.00365139,-1.26938339,0.34780244,-0.66273376,1.52363706,-1.82107386,0.00000000,-0.00000000
-5.87393697,2.79215668,-4.06770695,0.03140382,-0.08006234,0.15430597,-0.52116645,1.01248245,-1.18132514,0.33721340,-0.48648147,0.97210880,-1.27862919,0.33916114,-0.69242287,1.50993714,-1.85629549,0.00000000,-0.00000000
-5.86793397,2.74838876,-4.13809447,0.03116470,-0.08384448,0.14612403,-0.53306002,0.99482797,-1.20529858,0.33853613,-0.48639272,0.93831609,-1.28543412,0.33144577,-0.72165169,1.49165625,-1.88513215,0.00000000,-0.00000000
-5.86193097,2.69996860,-4.19635217,0.03084441,-0.08737097,0.13848216,-0.54464819,0.97426571,-1.22357049,0.33872479,-0.48480150,0.90293707,-1.28900079,0.32480283,-0.74995400,1.46962372,-1.90662820,0.00000000,-0.00000000
-5.85592796,2.64857086,-4.24061547,0.03044740,-0.09059681,0.13144861,-0.55560626,0.95147114,-1.23561620,0.33794197,-0.48160684,0.86670203,-1.28867293,0.31940611,-0.77688172,1.44479939,-1.92002040,0.00000000,-0.00000000
-5.84992496,2.59605760,-4.26942045,0.02998170,-0.09348333,0.12509559,-0.56563684,0.92718009,-1.24106295,0.33639074,-0.47676004,0.83038712,-1.28395196,0.31544966,-0.80201527,1.41824410,-1.92476571,0.00000000,-0.00000000
-5.84392196,2.54442018,-4.28174799,0.02945840,-0.09599892,0.11949619,-0.57447579,0.90216636,-1.23970113,0.33430940,-0.47026936,0.79479434,-1.27450727,0.31314015,-0.82497297,1.39108764,-1.92056088,0.00000000,-0.00000000
-5.83791896,2.49571938,-4.27705093,0.02889107,-0.09811960,0.11472158,-0.58189672,0.87721875,-1.23148960,0.33196525,-0.46220246,0.76073273,-1.26017995,0.31268903,-0.84541897,1.36449539,-1.90735330,0.00000000,-0.00000000
-5.83191596,2.45202600,-4.25526363,0.02829501,-0.09982924,0.11083876,-0.58771401,0.85311839,-1.21655505,0.32964785,-0.45268634,0.72900129,-1.24098022,0.31430474,-0.86306954,1.33963507,-1.88534251,0.00000000,-0.00000000
-5.82591296,2.41536396,-4.21679368,0.02768656,-0.10111962,0.10790874,-0.59178443,0.83061731,-1.19518551,0.32766190,-0.44190494,0.70037391,-1.21707890,0.31818535,-0.87769757,1.31764461,-1.85497246,0.00000000,-0.00000000
-5.81990995,2.38765792,-4.16249701,0.02708231,-0.10199014,0.10598531,-0.59400726,0.81041875,-1.16781841,0.32631997,-0.43009429,0.67558673,-1.18879366,0.32451169,-0.88913525,1.29960233,-1.81691512,0.00000000,-0.00000000
-5.81390695,2.37068669,-4.09363774,0.02649841,-0.10244737,0.10511431,-0.59432324,0.79316002,-1.13502400,0.32593548,-0.41753550,0.65532783,-1.15657092,0.33344148,-0.89727500,1.28650033,-1.77204631,0.00000000,-0.00000000
-5.80790395,2.36604371,-4.01183538,0.02594987,-0.10250440,0.10533330,-0.59271250,0.77939820,-1.09748482,0.32681592,-0.40454599,0.64022914,-1.12096458,0.34510429,-0.90206870,1.27922174,-1.72141482,0.00000000,-0.00000000
-5.80190095,2.37510520,-3.91900210,0.02545004,-0.10217997,0.10667175,-0.58919159,0.76959913,-1.05597244,0.32925656,-0.39146910,0.63086052,-1.08261251,0.35959763,-0.90352563,1.27852240,-1.66620662,0.00000000,-0.00000000
-5.79589795,2.39900614,-3.81727320,0.02501009,-0.10149759,0.10915143,-0.58381007,0.76412954,-1.01132247,0.33353478,-0.37866280,0.62772541,-1.04221217,0.37698411,-0.90170920,1.28501707,-1.60770554,0.00000000,-0.00000000
-5.78989495,2.43862390,-3.70893416,0.02463866,-0.10048453,0.11278709,-0.57664676,0.76325260,-0.96440897,0.33990492,-0.36648776,0.63125785,-1.00049643,0.39728962,-0.89673281,1.29917021,-1.54725232,0.00000000,-0.00000000
