energy_ev,total_up,Ir_p_up,Ir_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-3.49074537,0.51380599,0.10268528,0.25738971,0.00095701,0.01547470,0.13460584,0.00000000,0.11545366,0.10845791
-3.48474237,0.57532891,0.11491916,0.28551698,0.00099621,0.01736940,0.15071411,0.00000000,0.13038921,0.12291293
-3.47873937,0.64321763,0.12821300,0.31706118,0.00105324,0.01938724,0.16812324,0.00000000,0.14673924,0.13869229
-3.47273637,0.71698965,0.14244568,0.35172170,0.00112719,0.02151060,0.18667978,0.00000000,0.16440217,0.15573989
-3.46673337,0.79607254,0.15747679,0.38916264,0.00121702,0.02371874,0.20620438,0.00000000,0.18325216,0.17397681
-3.46073037,0.87979926,0.17314625,0.42900914,0.00132152,0.02598790,0.22649170,0.00000000,0.20313862,0.19330066
-3.45472736,0.96740775,0.18927485,0.47084574,0.00143935,0.02829160,0.24731164,0.00000000,0.22388670,0.21358572
-3.44872436,1.05804511,0.20566585,0.51421714,0.00156901,0.03060114,0.26841175,0.00000000,0.24529916,0.23468393
-3.44272136,1.15077639,0.22210749,0.55863124,0.00170882,0.03288613,0.28952094,0.00000000,0.26715938,0.25642686
-3.43671836,1.24459796,0.23837648,0.60356461,0.00185696,0.03511528,0.31035423,0.00000000,0.28923568,0.27862838
-3.43071536,1.33845503,0.25424231,0.64847006,0.00201143,0.03725715,0.33061863,0.00000000,0.31128657,0.30108830
-3.42471236,1.43126264,0.26947227,0.69278613,0.00217010,0.03928108,0.35001975,0.00000000,0.33306694,0.32359654
-3.41870935,1.52192939,0.28383694,0.73594813,0.00233069,0.04115809,0.36826893,0.00000000,0.35433477,0.34593787
-3.41270635,1.60938296,0.29711602,0.77740022,0.00249084,0.04286179,0.38509077,0.00000000,0.37485816,0.36789698
-3.40670335,1.69259610,0.30910415,0.81660802,0.00264808,0.04436920,0.40023050,0.00000000,0.39442219,0.38926366
-3.40070035,1.77061228,0.31961654,0.85307124,0.00279995,0.04566157,0.41346107,0.00000000,0.41283545,0.40983785
-3.39469735,1.84256950,0.32849423,0.88633569,0.00294396,0.04672496,0.42458963,0.00000000,0.42993562,0.42943437
-3.38869435,1.90772142,0.33560856,0.91600423,0.00307770,0.04755071,0.43346295,0.00000000,0.44559402,0.44788711
-3.38269135,1.96545466,0.34086490,0.94174606,0.00319888,0.04813576,0.43997188,0.00000000,0.45971876,0.46505244
-3.37668834,2.01530164,0.34420524,0.96330410,0.00330534,0.04848270,0.44405429,0.00000000,0.47225622,0.48081178
-3.37068534,2.05694834,0.34560972,0.98049996,0.00339518,0.04859965,0.44569667,0.00000000,0.48319089,0.49507315
-3.36468234,2.09023673,0.34509695,0.99323654,0.00346673,0.04849993,0.44493409,0.00000000,0.49254346,0.50777169
-3.35867934,2.11516177,0.34272311,1.00149800,0.00351867,0.04820156,0.44184874,0.00000000,0.50036726,0.51886914
-3.35267634,2.13186346,0.33857987,1.00534732,0.00355001,0.04772659,0.43656700,0.00000000,0.50674332,0.52835229
-3.34667334,2.14061421,0.33279135,1.00492160,0.00356017,0.04710027,0.42925517,0.00000000,0.51177419,0.53623066
-3.34067034,2.14180262,0.32551007,1.00042537,0.00354898,0.04635017,0.42011413,0.00000000,0.51557700,0.54253338
-3.33466733,2.13591427,0.31691226,0.99212236,0.00351668,0.04550525,0.40937314,0.00000000,0.51827609,0.54730558
-3.32866433,2.12351094,0.30719260,0.98032623,0.00346397,0.04459491,0.39728301,0.00000000,0.51999570,0.55060454
-3.32266133,2.10520921,0.29655874,0.96539072,0.00339197,0.04364810,0.38410896,0.00000000,0.52085308,0.55249573
-3.31665833,2.08165968,0.28522569,0.94769973,0.00330220,0.04269250,0.37012345,0.00000000,0.52095256,0.55304905
-3.31065533,2.05352782,0.27341045,0.92765790,0.00319657,0.04175382,0.35559926,0.00000000,0.52038082,0.55233548
-3.30465233,2.02147757,0.26132697,0.90568214,0.00307736,0.04085532,0.34080309,0.00000000,0.51920370,0.55042433
-3.29864932,1.98615827,0.24918171,0.88219446,0.00294715,0.04001740,0.32598985,0.00000000,0.51746481,0.54738121
-3.29264632,1.94819564,0.23716987,0.85761634,0.00280880,0.03925744,0.31139791,0.00000000,0.51518594,0.54326691
-3.28664332,1.90818700,0.22547240,0.83236498,0.00266541,0.03858987,0.29724539,0.00000000,0.51236934,0.53813717
-3.28064032,1.86670082,0.21425394,0.80685131,0.00252027,0.03802632,0.28372750,0.00000000,0.50900170,0.53204334
-3.27463732,1.82428028,0.20366157,0.78147975,0.00237680,0.03757607,0.27101513,0.00000000,0.50505967,0.52503394
-3.26863432,1.78145043,0.19382440,0.75664957,0.00223858,0.03724651,0.25925446,0.00000000,0.50051657,0.51715694
-3.26263132,1.73872809,0.18485393,0.73275740,0.00210922,0.03704380,0.24856764,0.00000000,0.49534988,0.50846265
-3.25662831,1.69663364,0.17684502,0.71020061,0.00199241,0.03697359,0.23905432,0.00000000,0.48954918,0.49900697
-3.25062531,1.65570353,0.16987738,0.68938100,0.00189188,0.03704171,0.23079389,0.00000000,0.48312394,0.48885484
-3.24462231,1.61650243,0.16401731,0.67070822,0.00181133,0.03725486,0.22384817,0.00000000,0.47611088,0.47808357
-3.23861931,1.57963371,0.15931961,0.65460242,0.00175448,0.03762126,0.21826442,0.00000000,0.46858022,0.46678592
-3.23261631,1.54574720,0.15582941,0.64149553,0.00172500,0.03815113,0.21407828,0.00000000,0.46064063,0.45507250
-3.22661331,1.51554308,0.15358373,0.63183067,0.00172653,0.03885701,0.21131653,0.00000000,0.45244242,0.44307354
-3.22061031,1.48977112,0.15261269,0.62605926,0.00176259,0.03975391,0.20999936,0.00000000,0.44417866,0.43093956
-3.21460730,1.46922453,0.15294017,0.62463549,0.00183662,0.04085916,0.21014207,0.00000000,0.43608418,0.41884102
-3.20860430,1.45472802,0.15458378,0.62800803,0.00195187,0.04219213,0.21175586,0.00000000,0.42843228,0.40696677
-3.20260130,1.44712016,0.15755429,0.63660883,0.00211139,0.04377356,0.21484791,0.00000000,0.42152905,0.39552126
-3.19659830,1.44723004,0.16185434,0.65083935,0.00231792,0.04562474,0.21942039,0.00000000,0.41570569,0.38472054
-3.19059530,1.45584905,0.16747652,0.67105440,0.00257383,0.04776648,0.22546874,0.00000000,0.41130873,0.37478721
-3.18459230,1.47369855,0.17440106,0.69754413,0.00288105,0.05021779,0.23297906,0.00000000,0.40868862,0.36594434
-3.17858929,1.50139466,0.18259311,0.73051507,0.00324088,0.05299455,0.24192498,0.00000000,0.40818705,0.35840865
-3.17258629,1.53941182,0.19199992,0.77007070,0.00365398,0.05610803,0.25226405,0.00000000,0.41012336,0.35238321
-3.16658329,1.58804650,0.20254815,0.81619287,0.00412019,0.05956343,0.26393405,0.00000000,0.41478065,0.34804981
-3.16058029,1.64738316,0.21414140,0.86872491,0.00463843,0.06335848,0.27684940,0.00000000,0.42239201,0.34556148
-3.15457729,1.71726417,0.22665838,0.92735747,0.00520661,0.06748222,0.29089806,0.00000000,0.43312755,0.34503535
-3.14857429,1.79726549,0.23995184,0.99161827,0.00582153,0.07191395,0.30593906,0.00000000,0.44708265,0.34654616
-3.14257129,1.88667992,0.25384845,1.06086658,0.00647883,0.07662254,0.32180111,0.00000000,0.46426815,0.35012092
-3.13656828,1.98450924,0.26814977,1.13429325,0.00717294,0.08156605,0.33828238,0.00000000,0.48460276,0.35573468
-3.13056528,2.08946641,0.28263444,1.21092686,0.00789710,0.08669177,0.35515160,0.00000000,0.50790839,0.36330792
-3.12456228,2.19998866,0.29706160,1.28964645,0.00864337,0.09193672,0.37215072,0.00000000,0.53390853,0.37270570
-3.11855928,2.31426162,0.31117544,1.36920063,0.00940276,0.09722856,0.38899892,0.00000000,0.56223005,0.38373850
-3.11255628,2.43025430,0.32471084,1.44823302,0.01016531,0.10248700,0.40539806,0.00000000,0.59240857,0.39616517
-3.10655328,2.54576431,0.33739990,1.52531340,0.01092030,0.10762551,0.42103937,0.00000000,0.62389737,0.40969758
-3.10055028,2.65847191,0.34897904,1.59897345,0.01165644,0.11255353,0.43561115,0.00000000,0.65607962,0.42400725
-3.09454727,2.76600129,0.35919655,1.66774624,0.01236214,0.11717884,0.44880710,0.00000000,0.68828379,0.43873356
-3.08854427,2.86598695,0.36782013,1.73020771,0.01302577,0.12141024,0.46033515,0.00000000,0.71980166,0.45349333
-3.08254127,2.95614267,0.37464411,1.78501876,0.01363597,0.12516017,0.46992615,0.00000000,0.74990835,0.46789167
-3.07653827,3.03433060,0.37949613,1.83096621,0.01418194,0.12834752,0.47734227,0.00000000,0.77788384,0.48153343
-3.07053527,3.09862744,0.38224284,1.86700082,0.01465377,0.13090013,0.48238458,0.00000000,0.80303490,0.49403514
-3.06453227,3.14738539,0.38279445,1.89227100,0.01504269,0.13275719,0.48489956,0.00000000,0.82471685,0.50503683
-3.05852926,3.17928498,0.38110783,1.90615039,0.01534136,0.13387123,0.48478422,0.00000000,0.84235415,0.51421336
-3.05252626,3.19337790,0.37718821,1.90825850,0.01554407,0.13420973,0.48198962,0.00000000,0.85545895,0.52128482
-3.04652326,3.18911779,0.37108906,1.89847318,0.01564694,0.13375624,0.47652255,0.00000000,0.86364691,0.52602556
-3.04052026,3.16637782,0.36291057,1.87693454,0.01564800,0.13251098,0.46844551,0.00000000,0.86664955,0.52827157
-3.03451726,3.12545438,0.35279643,1.84404017,0.01554726,0.13049084,0.45787471,0.00000000,0.86432261,0.52792576
-3.02851426,3.06705659,0.34092932,1.80043176,0.01534675,0.12772890,0.44497652,0.00000000,0.85665011,0.52496102
-3.02251126,2.99228236,0.32752517,1.74697398,0.01505036,0.12427336,0.42996222,0.00000000,0.84374387,0.51942095
-3.01650825,2.90258186,0.31282648,1.68472623,0.01466380,0.12018604,0.41308149,0.00000000,0.82583859,0.51141803
-3.01050525,2.79971003,0.29709501,1.61490888,0.01419435,0.11554045,0.39461491,0.00000000,0.80328276,0.50112950
-3.00450225,2.68567025,0.28060408,1.53886509,0.01365069,0.11041951,0.37486564,0.00000000,0.77652570,0.48879096
-2.99849925,2.56265129,0.26363081,1.45802005,0.01304259,0.10491310,0.35415077,0.00000000,0.74610155,0.47468799
-2.99249625,2.43296018,0.24644863,1.37383915,0.01238063,0.09911544,0.33279259,0.00000000,0.71261072,0.45914603
-2.98649325,2.29895362,0.22932026,1.28778665,0.01167592,0.09312243,0.31111009,0.00000000,0.67669972,0.44251911
-2.98049025,2.16297043,0.21249134,1.20128648,0.01093976,0.08702908,0.28941104,0.00000000,0.63904031,0.42517760
-2.97448724,2.02726739,0.19618510,1.11568630,0.01018339,0.08092709,0.26798480,0.00000000,0.60030868,0.40749571
-2.96848424,1.89396078,0.18059790,1.03222610,0.00941767,0.07490269,0.24709614,0.00000000,0.56116567,0.38983906
-2.96248124,1.76497530,0.16589603,0.95201200,0.00865287,0.06903472,0.22698020,0.00000000,0.52223865,0.37255291
-2.95647824,1.64200190,0.15221356,0.87599601,0.00789845,0.06339310,0.20783864,0.00000000,0.48410580,0.35595145
-2.95047524,1.52646542,0.13965138,0.80496192,0.00716288,0.05803768,0.18983707,0.00000000,0.44728319,0.34030849
-2.94447224,1.41950279,0.12827736,0.73951733,0.00645355,0.05301744,0.17310369,0.00000000,0.41221518,0.32585008
-2.93846923,1.32195191,0.11812744,0.68009182,0.00577667,0.04837012,0.15772923,0.00000000,0.37926816,0.31274908
-2.93246623,1.23435088,0.10920771,0.62694055,0.00513722,0.04412214,0.14376787,0.00000000,0.34872782,0.30112203
-2.92646323,1.15694718,0.10149727,0.58015308,0.00453901,0.04028900,0.13123922,0.00000000,0.32079969,0.29102837
-2.92046023,1.08971583,0.09495163,0.53966644,0.00398466,0.03687579,0.12013110,0.00000000,0.29561291,0.28247187
-2.91445723,1.03238543,0.08950673,0.50528183,0.00347573,0.03387816,0.11040308,0.00000000,0.27322666,0.27540434
-2.90845423,0.98447077,0.08508322,0.47668418,0.00301279,0.03128333,0.10199044,0.00000000,0.25363905,0.26973133
-2.90245123,0.94531054,0.08159096,0.45346362,0.00259552,0.02907134,0.09480855,0.00000000,0.23679772,0.26531955
-2.89644822,0.91410866,0.07893359,0.43513819,0.00222291,0.02721642,0.08875746,0.00000000,0.22261185,0.26200566
-2.89044522,0.88997762,0.07701297,0.42117694,0.00189330,0.02568835,0.08372647,0.00000000,0.21096482,0.25960612
-2.88444222,0.87198227,0.07573351,0.41102272,0.00160461,0.02445391,0.07959864,0.00000000,0.20172713,0.25792757
-2.87843922,0.85918265,0.07500607,0.40411409,0.00135441,0.02347821,0.07625511,0.00000000,0.19476889,0.25677743
-2.87243622,0.85067426,0.07475147,0.39990559,0.00114006,0.02272601,0.07357903,0.00000000,0.18997156,0.25597409
-2.86643322,0.84562476,0.07490354,0.39788596,0.00095881,0.02216295,0.07145908,0.00000000,0.18723828,0.25535649
-2.86043022,0.84330562,0.07541146,0.39759391,0.00080795,0.02175659,0.06979252,0.00000000,0.18650258,0.25479248
-2.85442721,0.84311805,0.07624147,0.39863091,0.00068479,0.02147731,0.06848763,0.00000000,0.18773492,0.25418582
-2.84842421,0.84461220,0.07737790,0.40067084,0.00058684,0.02129908,0.06746562,0.00000000,0.19094708,0.25348138
-2.84242121,0.84749923,0.07882334,0.40346631,0.00051175,0.02119998,0.06666180,0.00000000,0.19619386,0.25266836
-2.83641821,0.85165579,0.08059810,0.40685139,0.00045742,0.02116257,0.06602630,0.00000000,0.20357223,0.25178152
-2.83041521,0.85712094,0.08273886,0.41074096,0.00042198,0.02117407,0.06552399,0.00000000,0.21321782,0.25090010
-2.82441221,0.86408567,0.08529655,0.41512657,0.00040380,0.02122625,0.06513400,0.00000000,0.22529874,0.25014484
-2.81840920,0.87287528,0.08833360,0.42006914,0.00040148,0.02131530,0.06484856,0.00000000,0.24000700,0.24967280
-2.81240620,0.88392565,0.09192050,0.42568877,0.00041382,0.02144137,0.06467151,0.00000000,0.25754757,0.24967047
-2.80640320,0.89775391,0.09613185,0.43215209,0.00043982,0.02160804,0.06461633,0.00000000,0.27812575,0.25034534
-2.80040020,0.91492500,0.10104207,0.43965762,0.00047862,0.02182165,0.06470393,0.00000000,0.30193288,0.25191618
-2.79439720,0.93601533,0.10672081,0.44841985,0.00052947,0.02209055,0.06496022,0.00000000,0.32913129,0.25460253
-2.78839420,0.96157486,0.11322835,0.45865261,0.00059171,0.02242421,0.06541363,0.00000000,0.35983878,0.25861368
-2.78239120,0.99208954,0.12061105,0.47055247,0.00066470,0.02283241,0.06609257,0.00000000,0.39411357,0.26413774
-2.77638819,1.02794540,0.12889719,0.48428295,0.00074779,0.02332432,0.06702312,0.00000000,0.43194016,0.27133104
-2.77038519,1.06939605,0.13809323,0.49996027,0.00084032,0.02390775,0.06822688,0.00000000,0.47321707,0.28030846
-2.76438219,1.11653516,0.14818080,0.51764123,0.00094153,0.02458836,0.06971911,0.00000000,0.51774699,0.29113512
-2.75837919,1.16927518,0.15911453,0.53731397,0.00105061,0.02536907,0.07150732,0.00000000,0.56523012,0.30381965
-2.75237619,1.22733352,0.17082087,0.55889194,0.00116664,0.02624959,0.07359027,0.00000000,0.61526112,0.31830951
-2.74637319,1.29022703,0.18319795,0.58221159,0.00128860,0.02722609,0.07595746,0.00000000,0.66733039,0.33448863
-2.74037019,1.35727538,0.19611672,0.60703383,0.00141538,0.02829107,0.07858909,0.00000000,0.72082957,0.35217746
-2.73436718,1.42761337,0.20942313,0.63304939,0.00154578,0.02943344,0.08145656,0.00000000,0.77506181,0.37113552
-2.72836418,1.50021203,0.22294151,0.65988782,0.00167860,0.03063879,0.08452339,0.00000000,0.82925625,0.39106662
-2.72236118,1.57390782,0.23647899,0.68712985,0.00181259,0.03188978,0.08774654,0.00000000,0.88258678,0.41162633
-2.71635818,1.64743886,0.24983082,0.71432253,0.00194656,0.03316675,0.09107808,0.00000000,0.93419414,0.43243175
-2.71035518,1.71948684,0.26278632,0.74099646,0.00207940,0.03444844,0.09446713,0.00000000,0.98321093,0.45307311
-2.70435218,1.78872270,0.27513543,0.76668443,0.00221016,0.03571282,0.09786184,0.00000000,1.02878828,0.47312675
-2.69834917,1.85385441,0.28667536,0.79094045,0.00233810,0.03693795,0.10121159,0.00000000,1.07012323,0.49216912
-2.69234617,1.91367444,0.29721722,0.81335840,0.00246274,0.03810289,0.10446892,0.00000000,1.10648566,0.50979108
-2.68634317,1.96710509,0.30659226,0.83358939,0.00258396,0.03918856,0.10759148,0.00000000,1.13724336,0.52561198
-2.68034017,2.01323932,0.31465753,0.85135688,0.00270200,0.04017851,0.11054362,0.00000000,1.16188426,0.53929295
-2.67433717,2.05137548,0.32130057,0.86646914,0.00281755,0.04105962,0.11329767,0.00000000,1.18003459,0.55054871
-2.66833417,2.08104410,0.32644314,0.87882811,0.00293179,0.04182263,0.11583492,0.00000000,1.19147208,0.55915751
-2.66233117,2.10202569,0.33004359,0.88843464,0.00304642,0.04246247,0.11814607,0.00000000,1.19613355,0.56496859
-2.65632816,2.11435877,0.33209792,0.89538965,0.00316371,0.04297845,0.12023138,0.00000000,1.19411640,0.56790702
-2.65032516,2.11833766,0.33263951,0.89989139,0.00328650,0.04337421,0.12210034,0.00000000,1.18567392,0.56797548
-2.64432216,2.11450052,0.33173744,0.90222896,0.00341823,0.04365749,0.12377104,0.00000000,1.17120451,0.56525318
-2.63831916,2.10360807,0.32949357,0.90277246,0.00356294,0.04383974,0.12526916,0.00000000,1.15123551,0.55989168
-2.63231616,2.08661432,0.32603856,0.90196040,0.00372534,0.04393550,0.12662681,0.00000000,1.12640209,0.55210813
-2.62631316,2.06463071,0.32152693,0.90028496,0.00391073,0.04396175,0.12788113,0.00000000,1.09742249,0.54217610
-2.62031016,2.03888556,0.31613148,0.89827593,0.00412509,0.04393708,0.12907289,0.00000000,1.06507067,0.53041446
-2.61430715,2.01068058,0.31003734,0.89648396,0.00437501,0.04388089,0.13024502,0.00000000,1.03014766,0.51717501
-2.60830415,1.98134674,0.30343579,0.89546399,0.00466777,0.04381249,0.13144132,0.00000000,0.99345291,0.50282918
-2.60230115,1.95220114,0.29651823,0.89575945,0.00501128,0.04375032,0.13270519,0.00000000,0.95575716,0.48775478
-2.59629815,1.92450686,0.28947052,0.89788778,0.00541409,0.04371122,0.13407864,0.00000000,0.91777765,0.47232300
-2.59029515,1.89943716,0.28246783,0.90232773,0.00588534,0.04370974,0.13560147,0.00000000,0.88015710,0.45688660
-2.58429215,1.87804524,0.27567019,0.90950863,0.00643474,0.04375768,0.13731066,0.00000000,0.84344696,0.44176941
-2.57828914,1.86124029,0.26921892,0.91980192,0.00707245,0.04386371,0.13923994,0.00000000,0.80809558,0.42725779
-2.57228614,1.84977022,0.26323389,0.93351460,0.00780897,0.04403316,0.14141953,0.00000000,0.77444169,0.41359414
-2.56628314,1.84421096,0.25781178,0.95088480,0.00865498,0.04426798,0.14387600,0.00000000,0.74271293,0.40097263
-2.56028014,1.84496217,0.25302518,0.97207889,0.00962109,0.04456681,0.14663218,0.00000000,0.71302936,0.38953724
-2.55427714,1.85224835,0.24892251,0.99719008,0.01071757,0.04492518,0.14970701,0.00000000,0.68541143,0.37938184
-2.54827414,1.86612485,0.24552874,1.02623799,0.01195398,0.04533588,0.15311542,0.00000000,0.65979151,0.37055227
-2.54227114,1.88648756,0.24284676,1.05916906,0.01333880,0.04578929,0.15686798,0.00000000,0.63602844,0.36304997
-2.53626813,1.91308535,0.24085915,1.09585747,0.01487894,0.04627387,0.16097052,0.00000000,0.61392391,0.35683702
-2.53026513,1.94553435,0.23953046,1.13610643,0.01657924,0.04677660,0.16542355,0.00000000,0.59323987,0.35184196
-2.52426213,1.98333327,0.23880966,1.17964994,0.01844197,0.04728347,0.17022148,0.00000000,0.57371598,0.34796624
-2.51825913,2.02587902,0.23863281,1.22615499,0.02046627,0.04777990,0.17535186,0.00000000,0.55508624,0.34509080
-2.51225613,2.07248248,0.23892565,1.27522444,0.02264769,0.04825115,0.18079446,0.00000000,0.53709418,0.34308254
-2.50625313,2.12238395,0.23960635,1.32640096,0.02497772,0.04868267,0.18652047,0.00000000,0.51950581,0.34180033
-2.50025013,2.17476857,0.24058796,1.37917220,0.02744344,0.04906040,0.19249180,0.00000000,0.50212019,0.34110047
-2.49424712,2.22878161,0.24178093,1.43297774,0.03002730,0.04937101,0.19866058,0.00000000,0.48477712,0.34084137
-2.48824412,2.28354419,0.24309528,1.48721792,0.03270700,0.04960209,0.20496904,0.00000000,0.46736212,0.34088743
-2.48224112,2.33816941,0.24444275,1.54126486,0.03545560,0.04974233,0.21134978,0.00000000,0.44980856,0.34111211
-2.47623812,2.39177937,0.24573871,1.59447565,0.03824178,0.04978158,0.21772652,0.00000000,0.43209733,0.34140021
-2.47023512,2.44352296,0.24690387,1.64620763,0.04103031,0.04971103,0.22401535,0.00000000,0.41425429,0.34164951
-2.46423212,2.49259449,0.24786588,1.69583537,0.04378275,0.04952322,0.23012654,0.00000000,0.39634596,0.34177175
-2.45822911,2.53825277,0.24856066,1.74276875,0.04645825,0.04921219,0.23596681,0.00000000,0.37847375,0.34169317
-2.45222611,2.57984011,0.24893357,1.78647153,0.04901463,0.04877352,0.24144201,0.00000000,0.36076734,0.34135469
-2.44622311,2.61680050,0.24894040,1.82647930,0.05140947,0.04820446,0.24646009,0.00000000,0.34337752,0.34071176
-2.44022011,2.64869604,0.24854800,1.86241596,0.05360141,0.04750399,0.25093426,0.00000000,0.32646888,0.33973402
-2.43421711,2.67522058,0.24773476,1.89400757,0.05555132,0.04667294,0.25478610,0.00000000,0.31021275,0.33840475
-2.42821411,2.69620946,0.24649069,1.92109261,0.05722364,0.04571403,0.25794855,0.00000000,0.29478044,0.33672023
-2.42221111,2.71164453,0.24481727,1.94362776,0.05858745,0.04463194,0.26036845,0.00000000,0.28033730,0.33468883
-2.41620810,2.72165345,0.24272681,1.96168852,0.05961757,0.04343330,0.26200866,0.00000000,0.26703729,0.33233003
-2.41020510,2.72650286,0.24024164,1.97546416,0.06029538,0.04212672,0.26284943,0.00000000,0.25501847,0.32967316
-2.40420210,2.72658522,0.23739278,1.98524721,0.06060943,0.04072264,0.26288907,0.00000000,0.24439920,0.32675588
-2.39819910,2.72239944,0.23421844,1.99141735,0.06055580,0.03923324,0.26214382,0.00000000,0.23527511,0.32362254
-2.39219610,2.71452605,0.23076221,1.99442076,0.06013824,0.03767225,0.26064682,0.00000000,0.22771668,0.32032219
-2.38619310,2.70359778,0.22707101,1.99474561,0.05936798,0.03605468,0.25844638,0.00000000,0.22176758,0.31690639
-2.38019010,2.69026712,0.22319305,1.99289505,0.05826326,0.03439656,0.25560354,0.00000000,0.21744337,0.31342690
-2.37418709,2.67517233,0.21917564,1.98935924,0.05684872,0.03271456,0.25218911,0.00000000,0.21473093,0.30993330
-2.36818409,2.65890393,0.21506319,1.98458792,0.05515452,0.03102574,0.24828031,0.00000000,0.21358821,0.30647055
-2.36218109,2.64197353,0.21089539,1.97896518,0.05321529,0.02934708,0.24395726,0.00000000,0.21394456,0.30307678
-2.35617809,2.62478680,0.20670564,1.97278797,0.05106907,0.02769526,0.23929948,0.00000000,0.21570156,0.29978128
-2.35017509,2.60762231,0.20251989,1.96624962,0.04875611,0.02608627,0.23438268,0.00000000,0.21873430,0.29660285
-2.34417209,2.59061765,0.19835593,1.95942957,0.04631772,0.02453516,0.22927590,0.00000000,0.22289338,0.29354867
-2.33816908,2.57376363,0.19422313,1.95228978,0.04379519,0.02305589,0.22403925,0.00000000,0.22800737,0.29061380
-2.33216608,2.55690714,0.19012270,1.94467834,0.04122879,0.02166115,0.21872234,0.00000000,0.23388598,0.28778114
-2.32616308,2.53976267,0.18604846,1.93633996,0.03865691,0.02036230,0.21336350,0.00000000,0.24032393,0.28502227
-2.32016008,2.52193182,0.18198801,1.92693287,0.03611537,0.01916942,0.20798971,0.00000000,0.24710528,0.28229882
-2.31415708,2.50292991,0.17792435,1.91605118,0.03363686,0.01809137,0.20261737,0.00000000,0.25400850,0.27956446
-2.30815408,2.48221806,0.17383773,1.90325141,0.03125068,0.01713595,0.19725370,0.00000000,0.26081189,0.27676745
-2.30215108,2.45923924,0.16970777,1.88808174,0.02898246,0.01631013,0.19189873,0.00000000,0.26729941,0.27385361
-2.29614807,2.43345604,0.16551565,1.87011225,0.02685423,0.01562022,0.18654780,0.00000000,0.27326665,0.27076952
-2.29014507,2.40438830,0.16124628,1.84896451,0.02488447,0.01507224,0.18119422,0.00000000,0.27852682,0.26746589
-2.28414207,2.37164845,0.15689039,1.82433902,0.02308835,0.01467209,0.17583218,0.00000000,0.28291646,0.26390086
-2.27813907,2.33497282,0.15244632,1.79603876,0.02147801,0.01442588,0.17045951,0.00000000,0.28630078,0.26004308
-2.27213607,2.29424720,0.14792163,1.76398796,0.02006294,0.01434009,0.16508033,0.00000000,0.28857829,0.25587448
-2.26613307,2.24952550,0.14333423,1.72824497,0.01885025,0.01442184,0.15970730,0.00000000,0.28968452,0.25139253
-2.26013007,2.20104065,0.13871320,1.68900875,0.01784508,0.01467893,0.15436344,0.00000000,0.28959483,0.24661190
-2.25412706,2.14920736,0.13409912,1.64661885,0.01705086,0.01511999,0.14908339,0.00000000,0.28832591,0.24156547
-2.24812406,2.09461668,0.12954393,1.60154887,0.01646962,0.01575441,0.14391419,0.00000000,0.28593608,0.23630459
-2.24212106,2.03802299,0.12511049,1.55439424,0.01610212,0.01659230,0.13891528,0.00000000,0.28252428,0.23089871
-2.23611806,1.98032414,0.12087157,1.50585466,0.01594805,0.01764432,0.13415805,0.00000000,0.27822775,0.22543422
-2.23011506,1.92253577,0.11690860,1.45671268,0.01600603,0.01892145,0.12972473,0.00000000,0.27321849,0.22001266
-2.22411206,1.86576130,0.11331005,1.40780915,0.01627366,0.02043470,0.12570675,0.00000000,0.26769856,0.21474844
-2.21810905,1.81115884,0.11016955,1.36001707,0.01674747,0.02219474,0.12220267,0.00000000,0.26189452,0.20976595
-2.21210605,1.75990659,0.10758376,1.31421484,0.01742276,0.02421150,0.11931566,0.00000000,0.25605096,0.20519643
-2.20610305,1.71316806,0.10565014,1.27126018,0.01829357,0.02649368,0.11715072,0.00000000,0.25042359,0.20117452
-2.20010005,1.67205843,0.10446448,1.23196559,0.01935242,0.02904828,0.11581157,0.00000000,0.24527188,0.19783462
-2.19409705,1.63761313,0.10411851,1.19707623,0.02059025,0.03188007,0.11539749,0.00000000,0.24085166,0.19530738
-2.18809405,1.61075948,0.10469735,1.16725095,0.02199623,0.03499103,0.11599999,0.00000000,0.23740775,0.19371606
-2.18209105,1.59229214,0.10627707,1.14304658,0.02355764,0.03837989,0.11769956,0.00000000,0.23516701,0.19317326
-2.17608804,1.58285278,0.10892226,1.12490601,0.02525975,0.04204159,0.12056246,0.00000000,0.23433169,0.19377780
-2.17008504,1.58291412,0.11268381,1.11314986,0.02708583,0.04596684,0.12463774,0.00000000,0.23507364,0.19561194
-2.16408204,1.59276861,0.11759676,1.10797170,0.02901708,0.05014177,0.12995446,0.00000000,0.23752919,0.19873906
-2.15807904,1.61252147,0.12367856,1.10943655,0.03103268,0.05454757,0.13651934,0.00000000,0.24179493,0.20320177
-2.15207604,1.64208810,0.13092747,1.11748236,0.03310990,0.05916040,0.14431485,0.00000000,0.24792458,0.20902049
-2.14607304,1.68119567,0.13932151,1.13192405,0.03522428,0.06395128,0.15329777,0.00000000,0.25592685,0.21619263
-2.14007004,1.72938846,0.14881776,1.15245990,0.03734980,0.06888623,0.16339847,0.00000000,0.26576446,0.22469227
-2.13406703,1.78603701,0.15935226,1.17867976,0.03945923,0.07392657,0.17452089,0.00000000,0.27735429,0.23447049
-2.12806403,1.85035067,0.17084045,1.21007499,0.04152440,0.07902935,0.18654324,0.00000000,0.29056876,0.24545615
