energy_ev,total_up,N_s_up,N_p_up,Pt_p_up,Pt_d_up,Se_s_up,Se_p_up,Zn_p_up,Zn_d_up
-5.62181091,3.39180596,0.00918116,0.14123017,0.89799671,1.67632628,0.01633732,1.02791784,1.26541390,0.14784630
-5.61580790,3.45825685,0.00924217,0.14496003,0.92221931,1.70050555,0.01697004,1.05163182,1.29447568,0.15176835
-5.60980490,3.52110243,0.00930576,0.14850346,0.94459173,1.72333819,0.01761666,1.07464174,1.32011943,0.15560299
-5.60380190,3.57889888,0.00937025,0.15178743,0.96472812,1.74410473,0.01826742,1.09644705,1.34194271,0.15927471
-5.59779890,3.63038113,0.00943516,0.15474762,0.98230180,1.76216776,0.01891325,1.11659539,1.35963470,0.16271470
-5.59179590,3.67448758,0.00950116,0.15732897,0.99705054,1.77698849,0.01954573,1.13469212,1.37297762,0.16586202
-5.58579290,3.71037551,0.00956985,0.15948588,1.00877907,1.78813860,0.02015716,1.15040700,1.38184446,0.16866435
-5.57978989,3.73742698,0.00964364,0.16118202,1.01735890,1.79530727,0.02074044,1.16347787,1.38619344,0.17107840
-5.57378689,3.75524546,0.00972550,0.16238993,1.02272576,1.79830314,0.02128902,1.17371134,1.38605965,0.17306984
-5.56778389,3.76364399,0.00981873,0.16309034,1.02487468,1.79705124,0.02179683,1.18098068,1.38154454,0.17461304
-5.56178089,3.76262607,0.00992665,0.16327142,1.02385345,1.79158538,0.02225815,1.18522128,1.37280399,0.17569040
-5.55577789,3.75236054,0.01005239,0.16292790,1.01975463,1.78203638,0.02266755,1.18642408,1.36003562,0.17629155
-5.54977489,3.73315233,0.01019858,0.16206021,1.01270684,1.76861699,0.02301980,1.18462745,1.34346631,0.17641238
-5.54377189,3.70541080,0.01036714,0.16067368,1.00286569,1.75160423,0.02330987,1.17990819,1.32334041,0.17605403
-5.53776888,3.66961741,0.01055902,0.15877785,0.99040507,1.73132028,0.02353288,1.17237212,1.29990941,0.17522192
-5.53176588,3.62629470,0.01077406,0.15638592,0.97550895,1.70811273,0.02368414,1.16214487,1.27342349,0.17392476
-5.52576288,3.57597782,0.01101087,0.15351431,0.95836441,1.68233539,0.02375926,1.14936337,1.24412520,0.17217384
-5.51975988,3.51919030,0.01126672,0.15018241,0.93915584,1.65433041,0.02375419,1.13416849,1.21224553,0.16998233
-5.51375688,3.45642464,0.01153758,0.14641250,0.91806080,1.62441279,0.02366545,1.11669902,1.17800229,0.16736491
-5.50775388,3.38812871,0.01181816,0.14222971,0.89524723,1.59285765,0.02349020,1.09708743,1.14160055,0.16433748
-5.50175088,3.31469795,0.01210200,0.13766210,0.87087238,1.55989112,0.02322648,1.07545718,1.10323486,0.16091713
-5.49574787,3.23647333,0.01238168,0.13274076,0.84508285,1.52568485,0.02287334,1.05192180,1.06309278,0.15712219
-5.48974487,3.15374467,0.01264905,0.12749985,0.81801593,1.49035443,0.02243102,1.02658548,1.02135929,0.15297244
-5.48374187,3.06675849,0.01289550,0.12197664,0.78980168,1.45396155,0.02190108,0.99954496,0.97822143,0.14848937
-5.47773887,2.97572940,0.01311223,0.11621142,0.76056554,1.41651948,0.02128645,0.97089237,0.93387267,0.14369646
-5.47173587,2.88085412,0.01329063,0.11024724,0.73043117,1.37800156,0.02059152,0.94071880,0.88851671,0.13861942
-5.46573287,2.78232659,0.01342254,0.10412958,0.69952317,1.33835186,0.01982210,0.90911812,0.84237007,0.13328638
-5.45972986,2.68035341,0.01350061,0.09790583,0.66796947,1.29749752,0.01898535,0.87619081,0.79566347,0.12772797
-5.45372686,2.57516810,0.01351856,0.09162459,0.63590315,1.25536168,0.01808968,0.84204738,0.74864166,0.12197728
-5.44772386,2.46704360,0.01347143,0.08533494,0.60346359,1.21187648,0.01714452,0.80681123,0.70156178,0.11606964
-5.44172086,2.35630189,0.01335579,0.07908554,0.57079679,1.16699524,0.01616015,0.77062064,0.65469033,0.11004237
-5.43571786,2.24332045,0.01316983,0.07292373,0.53805491,1.12070315,0.01514742,0.73362982,0.60829893,0.10393428
-5.42971486,2.12853501,0.01291350,0.06689460,0.50539514,1.07302589,0.01411747,0.69600890,0.56265923,0.09778512
-5.42371186,2.01243866,0.01258845,0.06104013,0.47297782,1.02403588,0.01308148,0.65794296,0.51803711,0.09163499
-5.41770885,1.89557737,0.01219800,0.05539834,0.44096410,0.97385571,0.01205031,0.61963002,0.47468680,0.08552360
-5.41170585,1.77854220,0.01174699,0.05000265,0.40951325,0.92265884,0.01103432,0.58127822,0.43284503,0.07948960
-5.40570285,1.66195891,0.01124165,0.04488133,0.37877979,0.87066757,0.01004308,0.54310232,0.39272571,0.07356991
-5.39969985,1.54647528,0.01068932,0.04005710,0.34891055,0.81814847,0.00908520,0.50531969,0.35451530,0.06779905
-5.39369685,1.43274717,0.01009822,0.03554698,0.32004194,0.76540569,0.00816814,0.46814604,0.31836915,0.06220859
-5.38769385,1.32142384,0.00947714,0.03136225,0.29229747,0.71277263,0.00729813,0.43179100,0.28440900,0.05682666
-5.38169085,1.21313340,0.00883522,0.02750859,0.26578564,0.66060243,0.00648008,0.39645393,0.25272159,0.05167763
-5.37568784,1.10846909,0.00818160,0.02398642,0.24059834,0.60925787,0.00571761,0.36231992,0.22335848,0.04678179
-5.36968484,1.00797691,0.00752517,0.02079134,0.21680973,0.55910136,0.00501303,0.32955639,0.19633702,0.04215525
-5.36368184,0.91214537,0.00687435,0.01791467,0.19447569,0.51048538,0.00436744,0.29831014,0.17164225,0.03780994
-5.35767884,0.82139745,0.00623688,0.01534407,0.17363381,0.46374396,0.00378080,0.26870526,0.14922971,0.03375365
-5.35167584,0.73608531,0.00561963,0.01306420,0.15430389,0.41918562,0.00325211,0.24084164,0.12902886,0.02999024
-5.34567284,0.65648773,0.00502853,0.01105744,0.13648889,0.37708795,0.00277949,0.21479437,0.11094702,0.02651990
-5.33966983,0.58281036,0.00446842,0.00930453,0.12017631,0.33769409,0.00236037,0.19061385,0.09487349,0.02333945
-5.33366683,0.51518850,0.00394309,0.00778522,0.10533987,0.30121114,0.00199163,0.16832666,0.08068382,0.02044277
-5.32766383,0.45369237,0.00345527,0.00647887,0.09194153,0.26781054,0.00166973,0.14793704,0.06824394,0.01782114
-5.32166083,0.39833432,0.00300663,0.00536497,0.07993356,0.23763003,0.00139089,0.12942895,0.05741414,0.01546374
-5.31565783,0.34907764,0.00259792,0.00442357,0.06926081,0.21077724,0.00115121,0.11276862,0.04805258,0.01335804
-5.30965483,0.30584651,0.00222901,0.00363568,0.05986300,0.18733443,0.00094673,0.09790738,0.04001852,0.01149025
-5.30365183,0.26853643,0.00189903,0.00298354,0.05167689,0.16736394,0.00077360,0.08478466,0.03317495,0.00984570
-5.29764882,0.23702483,0.00160651,0.00245085,0.04463838,0.15091413,0.00062810,0.07333120,0.02739084,0.00840923
-5.29164582,0.21118103,0.00134947,0.00202290,0.03868448,0.13802518,0.00050673,0.06347204,0.02254283,0.00716558
-5.28564282,0.19087538,0.00112554,0.00168661,0.03375491,0.12873453,0.00040623,0.05512942,0.01851642,0.00609961
-5.27963982,0.17598680,0.00093215,0.00143064,0.02979356,0.12308136,0.00032362,0.04822545,0.01520681,0.00519662
-5.27363682,0.16640862,0.00076652,0.00124523,0.02674956,0.12110988,0.00025622,0.04268429,0.01251928,0.00444255
-5.26763382,0.16205216,0.00062587,0.00112223,0.02457800,0.12287113,0.00020165,0.03843398,0.01036924,0.00382412
-5.26163082,0.16284797,0.00050742,0.00105494,0.02324029,0.12842296,0.00015781,0.03540775,0.00868203,0.00332897
-5.25562781,0.16874458,0.00040849,0.00103796,0.02270412,0.13782812,0.00012289,0.03354477,0.00739245,0.00294571
-5.24962481,0.17970465,0.00032655,0.00106707,0.02294306,0.15115045,0.00009533,0.03279035,0.00644414,0.00266396
-5.24362181,0.19569865,0.00025925,0.00113902,0.02393572,0.16844906,0.00007384,0.03309564,0.00578887,0.00247433
-5.23761881,0.21669642,0.00020443,0.00125134,0.02566464,0.18977080,0.00005734,0.03441677,0.00538570,0.00236834
-5.23161581,0.24265661,0.00016017,0.00140221,0.02811476,0.21514122,0.00004495,0.03671352,0.00520012,0.00233837
-5.22561281,0.27351479,0.00012475,0.00159019,0.03127172,0.24455440,0.00003599,0.03994768,0.00520324,0.00237756
-5.21960980,0.30917058,0.00009669,0.00181408,0.03511987,0.27796201,0.00002996,0.04408102,0.00537097,0.00247967
-5.21360680,0.34947441,0.00007472,0.00207269,0.03964021,0.31526238,0.00002651,0.04907310,0.00568325,0.00263892
-5.20760380,0.39421486,0.00005774,0.00236475,0.04480828,0.35628990,0.00002545,0.05487906,0.00612342,0.00284992
-5.20160080,0.44310697,0.00004488,0.00268865,0.05059212,0.40080559,0.00002675,0.06144740,0.00667765,0.00310751
-5.19559780,0.49578271,0.00003541,0.00304239,0.05695039,0.44848951,0.00003051,0.06871805,0.00733445,0.00340664
-5.18959480,0.55178394,0.00002876,0.00342343,0.06383080,0.49893545,0.00003700,0.07662066,0.00808444,0.00374227
-5.18359180,0.61055890,0.00002450,0.00382858,0.07116890,0.55164874,0.00004665,0.08507348,0.00892006,0.00410935
-5.17758879,0.67146257,0.00002232,0.00425403,0.07888737,0.60604743,0.00006006,0.09398275,0.00983559,0.00450273
-5.17158579,0.73376140,0.00002203,0.00469526,0.08689591,0.66146736,0.00007803,0.10324273,0.01082718,0.00491721
-5.16558279,0.79664263,0.00002357,0.00514709,0.09509170,0.71717117,0.00010158,0.11273656,0.01189306,0.00534754
-5.15957979,0.85922819,0.00002693,0.00560377,0.10336055,0.77236128,0.00013194,0.12233774,0.01303385,0.00578851
-5.15357679,0.92059297,0.00003224,0.00605904,0.11157872,0.82619663,0.00017062,0.13191249,0.01425289,0.00623505
-5.14757379,0.97978699,0.00003969,0.00650631,0.11961538,0.87781276,0.00021936,0.14132267,0.01555677,0.00668240
-5.14157079,1.03586067,0.00004958,0.00693879,0.12733559,0.92634446,0.00028024,0.15042939,0.01695571,0.00712622
-5.13556778,1.08789231,0.00006228,0.00734973,0.13460382,0.97095032,0.00035561,0.15909701,0.01846404,0.00756281
-5.12956478,1.13501670,0.00007827,0.00773258,0.14128772,1.01083810,0.00044811,0.16719747,0.02010062,0.00798925
-5.12356178,1.17645349,0.00009811,0.00808126,0.14726216,1.04528988,0.00056072,0.17461466,0.02188907,0.00840359
-5.11755878,1.21153409,0.00012245,0.00839038,0.15241320,1.07368578,0.00069665,0.18124870,0.02385795,0.00880501
-5.11155578,1.23972573,0.00015204,0.00865539,0.15664194,1.09552526,0.00085940,0.18701982,0.02604070,0.00919392
-5.10555278,1.26065154,0.00018773,0.00887287,0.15986799,1.11044487,0.00105264,0.19187175,0.02847531,0.00957203
-5.09954977,1.27410541,0.00023044,0.00904060,0.16203244,1.11823152,0.00128015,0.19577426,0.03120379,0.00994240
-5.09354677,1.28006101,0.00028121,0.00915771,0.16310017,1.11883069,0.00154578,0.19872483,0.03427133,0.01030936
-5.08754377,1.27867415,0.00034116,0.00922479,0.16306139,1.11234898,0.00185326,0.20074926,0.03772507,0.01067845
-5.08154077,1.27027843,0.00041151,0.00924388,0.16193230,1.09905098,0.00220614,0.20190120,0.04161274,0.01105621
-5.07553777,1.25537418,0.00049354,0.00921846,0.15975489,1.07935030,0.00260760,0.20226050,0.04598090,0.01144998
-5.06953477,1.23461114,0.00058862,0.00915336,0.15659590,1.05379545,0.00306032,0.20193056,0.05087299,0.01186759
-5.06353177,1.20876564,0.00069821,0.00905469,0.15254490,1.02305097,0.00356629,0.20103466,0.05632728,0.01231702
-5.05752876,1.17871330,0.00082381,0.00892963,0.14771168,0.98787484,0.00412662,0.19971153,0.06237463,0.01280604
-5.05152576,1.14539859,0.00096700,0.00878628,0.14222305,0.94909305,0.00474143,0.19811031,0.06903642,0.01334183
-5.04552276,1.10980249,0.00112939,0.00863343,0.13621912,0.90757275,0.00540966,0.19638515,0.07632244,0.01393057
-5.03951976,1.07290997,0.00131264,0.00848032,0.12984939,0.86419488,0.00612894,0.19468967,0.08422917,0.01457708
-5.03351676,1.03567849,0.00151845,0.00833642,0.12326859,0.81982773,0.00689550,0.19317166,0.09273831,0.01528452
-5.02751376,0.99900910,0.00174851,0.00821118,0.11663270,0.77530239,0.00770412,0.19196803,0.10181582,0.01605411
-5.02151076,0.96372122,0.00200451,0.00811385,0.11009501,0.73139113,0.00854813,0.19120050,0.11141151,0.01688493
-5.01550775,0.93053210,0.00228815,0.00805322,0.10380257,0.68878941,0.00941944,0.19097198,0.12145925,0.01777382
-5.00950475,0.90004159,0.00260105,0.00803750,0.09789299,0.64810208,0.01030867,0.19136393,0.13187779,0.01871541
-5.00350175,0.87272265,0.00294475,0.00807411,0.09249177,0.60983421,0.01120528,0.19243461,0.14257234,0.01970216
-4.99749875,0.84891766,0.00332067,0.00816959,0.08771004,0.57438635,0.01209784,0.19421842,0.15343668,0.02072458
-4.99149575,0.82884020,0.00373006,0.00832947,0.08364288,0.54205431,0.01297426,0.19672616,0.16435595,0.02177152
-4.98549275,0.81258183,0.00417394,0.00855823,0.08036808,0.51303289,0.01382214,0.19994612,0.17520985,0.02283047
-4.97948974,0.80012320,0.00465301,0.00885918,0.07794539,0.48742308,0.01462911,0.20384592,0.18587619,0.02388804
-4.97348674,0.79134835,0.00516759,0.00923449,0.07641616,0.46524204,0.01538320,0.20837500,0.19623464,0.02493037
-4.96748374,0.78606148,0.00571754,0.00968511,0.07580330,0.44643510,0.01607323,0.21346737,0.20617051,0.02594360
-4.96148074,0.78400485,0.00630215,0.01021081,0.07611163,0.43088887,0.01668912,0.21904470,0.21557833,0.02691436
-4.95547774,0.78487697,0.00692005,0.01081014,0.07732837,0.41844484,0.01722228,0.22501936,0.22436520,0.02783017
-4.94947474,0.78835001,0.00756913,0.01148051,0.07942398,0.40891264,0.01766588,0.23129749,0.23245353,0.02867987
-4.94347174,0.79408579,0.00824645,0.01221817,0.08235311,0.40208231,0.01801505,0.23778171,0.23978332,0.02945387
-4.93746873,0.80174954,0.00894819,0.01301834,0.08605583,0.39773512,0.01826708,0.24437368,0.24631367,0.03014448
-4.93146573,0.81102116,0.00966958,0.01387526,0.09045898,0.39565254,0.01842150,0.25097629,0.25202356,0.03074603
-4.92546273,0.82160365,0.01040491,0.01478232,0.09547791,0.39562312,0.01848008,0.25749550,0.25691195,0.03125495
-4.91945973,0.83322886,0.01114752,0.01573226,0.10101823,0.39744721,0.01844679,0.26384199,0.26099715,0.03166978
-4.91345673,0.84566051,0.01188988,0.01671732,0.10697805,0.40093958,0.01832763,0.26993252,0.26431553,0.03199113
-4.90745373,0.85869498,0.01262365,0.01772955,0.11325037,0.40593010,0.01813046,0.27569119,0.26691981,0.03222151
-4.90145073,0.87216024,0.01333988,0.01876108,0.11972570,0.41226274,0.01786476,0.28105066,0.26887691,0.03236520
-4.89544772,0.88591338,0.01402909,0.01980445,0.12629502,0.41979328,0.01754131,0.28595332,0.27026563,0.03242803
-4.88944472,0.89983732,0.01468155,0.02085296,0.13285285,0.42838604,0.01717191,0.29035260,0.27117419,0.03241721
-4.88344172,0.91383712,0.01528751,0.02190110,0.13930046,0.43791012,0.01676904,0.29421431,0.27169792,0.03234110
-4.87743872,0.92783639,0.01583744,0.02294491,0.14554906,0.44823551,0.01634555,0.29751810,0.27193701,0.03220904
-4.87143572,0.94177414,0.01632232,0.02398234,0.15152294,0.45922939,0.01591436,0.30025888,0.27199462,0.03203117
-4.86543272,0.95560222,0.01673390,0.02501362,0.15716232,0.47075307,0.01548818,0.30244823,0.27197522,0.03181830
-4.85942971,0.96928359,0.01706497,0.02604148,0.16242583,0.48265966,0.01507924,0.30411558,0.27198328,0.03158177
-4.85342671,0.98279127,0.01730958,0.02707138,0.16729248,0.49479278,0.01469911,0.30530908,0.27212220,0.03133337
-4.84742371,0.99610803,0.01746326,0.02811156,0.17176293,0.50698632,0.01435850,0.30609596,0.27249351,0.03108522
-4.84142071,1.00922639,0.01752318,0.02917301,0.17585998,0.51906536,0.01406710,0.30656227,0.27319610,0.03084968
-4.83541771,1.02214883,0.01748823,0.03026919,0.17962821,0.53084809,0.01383346,0.30681184,0.27432551,0.03063922
-4.82941471,1.03488786,0.01735906,0.03141578,0.18313261,0.54214871,0.01366490,0.30696437,0.27597311,0.03046627
-4.82341171,1.04746557,0.01713809,0.03263005,0.18645632,0.55278099,0.01356742,0.30715253,0.27822503,0.03034304
-4.81740870,1.05991242,0.01682942,0.03393027,0.18969738,0.56256245,0.01354561,0.30751816,0.28116076,0.03028128
-4.81140570,1.07226511,0.01643872,0.03533480,0.19296466,0.57131873,0.01360258,0.30820753,0.28485137,0.03029199
-4.80540270,1.08456327,0.01597299,0.03686127,0.19637305,0.57888798,0.01373992,0.30936588,0.28935735,0.03038508
-4.79939970,1.09684506,0.01544043,0.03852545,0.20003809,0.58512507,0.01395760,0.31113129,0.29472600,0.03056903
-4.79339670,1.10914166,0.01485011,0.04034027,0.20407021,0.58990517,0.01425395,0.31362823,0.30098852,0.03085043
-4.78739370,1.12147097,0.01421173,0.04231474,0.20856898,0.59312677,0.01462556,0.31696102,0.30815693,0.03123363
-4.78139070,1.13383078,0.01353537,0.04445297,0.21361739,0.59471384,0.01506729,0.32120758,0.31622091,0.03172032
-4.77538769,1.14619182,0.01283114,0.04675327,0.21927669,0.59461706,0.01557223,0.32641368,0.32514477,0.03230914
-4.76938469,1.15849122,0.01210901,0.04920751,0.22558185,0.59281410,0.01613172,0.33258823,0.33486492,0.03299543
-4.76338169,1.17062695,0.01137851,0.05180054,0.23253808,0.58930899,0.01673544,0.33969976,0.34528784,0.03377098
-4.75737869,1.18245371,0.01064854,0.05451008,0.24011849,0.58413073,0.01737148,0.34767438,0.35628903,0.03462398
-4.75137569,1.19378083,0.00992720,0.05730673,0.24826320,0.57733113,0.01802653,0.35639558,0.36771295,0.03553903
-4.74537269,1.20437263,0.00922167,0.06015443,0.25687989,0.56898228,0.01868609,0.36570584,0.37937424,0.03649730
-4.73936968,1.21395157,0.00853811,0.06301117,0.26584602,0.55917363,0.01933476,0.37541020,0.39106035,0.03747694
-4.73336668,1.22220432,0.00788159,0.06583006,0.27501249,0.54800909,0.01995659,0.38528171,0.40253549,0.03845351
-4.72736368,1.22879075,0.00725614,0.06856072,0.28420891,0.53560421,0.02053545,0.39506866,0.41354604,0.03940065
-4.72136068,1.23335577,0.00666469,0.07115086,0.29325003,0.52208367,0.02105545,0.40450326,0.42382719,0.04029082
-4.71535768,1.23554354,0.00610920,0.07354808,0.30194336,0.50757928,0.02150141,0.41331154,0.43311062,0.04109618
-4.70935468,1.23501343,0.00559069,0.07570184,0.31009742,0.49222844,0.02185931,0.42122403,0.44113301,0.04178948
-4.70335168,1.23145726,0.00510939,0.07756540,0.31753052,0.47617320,0.02211670,0.42798663,0.44764491,0.04234504
-4.69734867,1.22461670,0.00466481,0.07909773,0.32407942,0.45955990,0.02226316,0.43337147,0.45241977,0.04273968
-4.69134567,1.21430016,0.00425589,0.08026535,0.32960769,0.44253915,0.02229059,0.43718694,0.45526249,0.04295357
-4.68534267,1.20039807,0.00388110,0.08104383,0.33401318,0.42526632,0.02219357,0.43928659,0.45601729,0.04297102
-4.67933967,1.18289579,0.00353862,0.08141910,0.33723437,0.40790200,0.02196948,0.43957643,0.45457430,0.04278113
-4.67333667,1.16188327,0.00322643,0.08138836,0.33925517,0.39061265,0.02161870,0.43802027,0.45087475,0.04237821
-4.66733367,1.13756085,0.00294242,0.08096055,0.34010792,0.37357093,0.02114453,0.43464276,0.44491425,0.04176212
-4.66133067,1.11024073,0.00268453,0.08015644,0.33987443,0.35695572,0.02055319,0.42953010,0.43674416,0.04093827
-4.65532766,1.08034395,0.00245081,0.07900824,0.33868494,0.34095164,0.01985356,0.42282817,0.42647086,0.03991752
-4.64932466,1.04839268,0.00223953,0.07755879,0.33671501,0.32574801,0.01905698,0.41473838,0.41425303,0.03871583
-4.64332166,1.01499845,0.00204929,0.07586038,0.33418045,0.31153712,0.01817688,0.40551127,0.40029693,0.03735374
