energy_ev,total_up,Hg_p_up,Hg_d_up,Sb_p_up,Sb_d_up,Te_p_up,Te_d_up
-5.87993997,1.40856342,0.55774637,0.18271365,0.16979973,0.01618385,0.51235147,0.00000000
-5.87393697,1.45512003,0.58554317,0.18917690,0.18561855,0.01701792,0.50859138,0.00000000
-5.86793397,1.50694137,0.61618040,0.19605131,0.20196320,0.01790044,0.50776368,0.00000000
-5.86193097,1.56267107,0.64906594,0.20316152,0.21860293,0.01881317,0.50947927,0.00000000
-5.85592796,1.62078603,0.68352985,0.21031656,0.23528581,0.01973584,0.51327439,0.00000000
-5.84992496,1.67964172,0.71884036,0.21731570,0.25174361,0.02064671,0.51862862,0.00000000
-5.84392196,1.73752201,0.75422209,0.22395461,0.26769760,0.02152321,0.52498407,0.00000000
-5.83791896,1.79269159,0.78887596,0.23003182,0.28286536,0.02234271,0.53176529,0.00000000
-5.83191596,1.84344931,0.82200029,0.23535499,0.29696803,0.02308315,0.53839899,0.00000000
-5.82591296,1.88818033,0.85281234,0.23974698,0.30973795,0.02372381,0.54433296,0.00000000
-5.81990995,1.92540540,0.88056955,0.24305134,0.32092634,0.02424597,0.54905359,0.00000000
-5.81390695,1.95382532,0.90458987,0.24513713,0.33031064,0.02463352,0.55210140,0.00000000
-5.80790395,1.97235908,0.92427034,0.24590282,0.33770124,0.02487351,0.55308412,0.00000000
-5.80190095,1.98017426,0.93910341,0.24527915,0.34294727,0.02495651,0.55168695,0.00000000
-5.79589795,1.97670875,0.94869031,0.24323084,0.34594122,0.02487695,0.54767976,0.00000000
-5.78989495,1.96168303,0.95275108,0.23975722,0.34662212,0.02463320,0.54092110,0.00000000
-5.78389195,1.93510291,0.95113095,0.23489152,0.34497726,0.02422764,0.53135906,0.00000000
-5.77788894,1.89725270,0.94380284,0.22869921,0.34104218,0.02366647,0.51902906,0.00000000
-5.77188594,1.84867953,0.93086603,0.22127520,0.33489917,0.02295943,0.50404887,0.00000000
-5.76588294,1.79016969,0.91254107,0.21274022,0.32667414,0.02211943,0.48661118,0.00000000
-5.75987994,1.72271819,0.88916128,0.20323650,0.31653223,0.02116207,0.46697420,0.00000000
-5.75387694,1.64749307,0.86116128,0.19292291,0.30467215,0.02010504,0.44545064,0.00000000
-5.74787394,1.56579608,0.82906293,0.18196984,0.29131973,0.01896754,0.42239587,0.00000000
-5.74187094,1.47902144,0.79345953,0.17055405,0.27672083,0.01776962,0.39819541,0.00000000
-5.73586793,1.38861432,0.75499867,0.15885353,0.26113395,0.01653159,0.37325265,0.00000000
-5.72986493,1.29603071,0.71436456,0.14704282,0.24482284,0.01527345,0.34797691,0.00000000
-5.72386193,1.20269997,0.67226042,0.13528872,0.22804953,0.01401428,0.32277248,0.00000000
-5.71785893,1.10999134,0.62939152,0.12374659,0.21106775,0.01277188,0.29802886,0.00000000
-5.71185593,1.01918514,0.58644934,0.11255741,0.19411732,0.01156231,0.27411234,0.00000000
-5.70585293,0.93144941,0.54409730,0.10184550,0.17741928,0.01039970,0.25135927,0.00000000
-5.69984992,0.84782213,0.50295843,0.09171702,0.16117227,0.00929598,0.23007077,0.00000000
-5.69384692,0.76919901,0.46360497,0.08225920,0.14554983,0.00826084,0.21050908,0.00000000
-5.68784392,0.69632672,0.42655028,0.07354017,0.13069895,0.00730175,0.19289530,0.00000000
-5.68184092,0.62980094,0.39224277,0.06560943,0.11673951,0.00642398,0.17740838,0.00000000
-5.67583792,0.57006856,0.36106195,0.05849878,0.10376484,0.00563077,0.16418518,0.00000000
-5.66983492,0.51743355,0.33331637,0.05222363,0.09184299,0.00492355,0.15332136,0.00000000
-5.66383192,0.47206534,0.30924321,0.04678455,0.08101871,0.00430211,0.14487288,0.00000000
-5.65782891,0.43400933,0.28900937,0.04216905,0.07131597,0.00376492,0.13885790,0.00000000
-5.65182591,0.40319855,0.27271372,0.03835334,0.06274085,0.00330932,0.13525897,0.00000000
-5.64582291,0.37946592,0.26039035,0.03530419,0.05528457,0.00293183,0.13402531,0.00000000
-5.63981991,0.36255666,0.25201259,0.03298061,0.04892663,0.00262837,0.13507510,0.00000000
-5.63381691,0.35214040,0.24749756,0.03133549,0.04363778,0.00239448,0.13829784,0.00000000
-5.62781391,0.34782278,0.24671115,0.03031703,0.03938283,0.00222552,0.14355666,0.00000000
-5.62181091,0.34915629,0.24947331,0.02987008,0.03612313,0.00211682,0.15069061,0.00000000
-5.61580790,0.35565047,0.25556346,0.02993725,0.03381863,0.00206381,0.15951714,0.00000000
-5.60980490,0.36678130,0.26472611,0.03045986,0.03242954,0.00206214,0.16983467,0.00000000
-5.60380190,0.38200003,0.27667645,0.03137885,0.03191748,0.00210769,0.18142536,0.00000000
-5.59779890,0.40074141,0.29110600,0.03263545,0.03224612,0.00219666,0.19405817,0.00000000
-5.59179590,0.42243145,0.30768817,0.03417182,0.03338141,0.00232551,0.20749222,0.00000000
-5.58579290,0.44649480,0.32608373,0.03593161,0.03529121,0.00249100,0.22148041,0.00000000
-5.57978989,0.47236175,0.34594606,0.03786044,0.03794468,0.00269011,0.23577332,0.00000000
-5.57378689,0.49947481,0.36692617,0.03990633,0.04131116,0.00292000,0.25012328,0.00000000
-5.56778389,0.52729495,0.38867737,0.04202008,0.04535885,0.00317791,0.26428850,0.00000000
-5.56178089,0.55530719,0.41085949,0.04415563,0.05005327,0.00346115,0.27803714,0.00000000
-5.55577789,0.58302565,0.43314262,0.04627033,0.05535563,0.00376694,0.29115126,0.00000000
-5.54977489,0.60999790,0.45521026,0.04832520,0.06122116,0.00409239,0.30343038,0.00000000
-5.54377189,0.63580839,0.47676196,0.05028510,0.06759765,0.00443439,0.31469452,0.00000000
-5.53776888,0.66008111,0.49751525,0.05211884,0.07442408,0.00478959,0.32478681,0.00000000
-5.53176588,0.68248125,0.51720720,0.05379926,0.08162970,0.00515428,0.33357523,0.00000000
-5.52576288,0.70271607,0.53559536,0.05530321,0.08913349,0.00552446,0.34095385,0.00000000
-5.51975988,0.72053493,0.55245846,0.05661148,0.09684409,0.00589573,0.34684315,0.00000000
-5.51375688,0.73572870,0.56759685,0.05770870,0.10466035,0.00626337,0.35118980,0.00000000
-5.50775388,0.74812866,0.58083290,0.05858318,0.11247243,0.00662236,0.35396572,0.00000000
-5.50175088,0.75760516,0.59201143,0.05922675,0.12016355,0.00696743,0.35516676,0.00000000
-5.49574787,0.76406612,0.60100045,0.05963454,0.12761228,0.00729318,0.35481081,0.00000000
-5.48974487,0.76745568,0.60769211,0.05980484,0.13469531,0.00759415,0.35293587,0.00000000
-5.48374187,0.76775307,0.61200405,0.05973894,0.14129071,0.00786498,0.34959782,0.00000000
-5.47773887,0.76497179,0.61388113,0.05944095,0.14728141,0.00810056,0.34486835,0.00000000
-5.47173587,0.75915920,0.61329737,0.05891773,0.15255884,0.00829613,0.33883284,0.00000000
-5.46573287,0.75039632,0.61025811,0.05817879,0.15702658,0.00844750,0.33158858,0.00000000
-5.45972986,0.73879796,0.60480212,0.05723619,0.16060371,0.00855112,0.32324306,0.00000000
-5.45372686,0.72451275,0.59700342,0.05610451,0.16322792,0.00860428,0.31391251,0.00000000
-5.44772386,0.70772309,0.58697265,0.05480073,0.16485799,0.00860515,0.30372064,0.00000000
-5.44172086,0.68864459,0.57485764,0.05334413,0.16547558,0.00855293,0.29279750,0.00000000
-5.43571786,0.66752489,0.56084298,0.05175613,0.16508633,0.00844784,0.28127831,0.00000000
-5.42971486,0.64464155,0.54514848,0.05006003,0.16372000,0.00829116,0.26930235,0.00000000
-5.42371186,0.62029894,0.52802617,0.04828073,0.16142977,0.00808520,0.25701170,0.00000000
-5.41770885,0.59482393,0.50975606,0.04644430,0.15829066,0.00783325,0.24454975,0.00000000
-5.41170585,0.56856042,0.49064048,0.04457753,0.15439710,0.00753948,0.23205956,0.00000000
-5.40570285,0.54186277,0.47099716,0.04270735,0.14985985,0.00720879,0.21968195,0.00000000
-5.39969985,0.51508830,0.45115133,0.04086018,0.14480220,0.00684671,0.20755335,0.00000000
-5.39369685,0.48858907,0.43142708,0.03906131,0.13935591,0.00645920,0.19580345,0.00000000
-5.38769385,0.46270325,0.41213825,0.03733416,0.13365675,0.00605246,0.18455277,0.00000000
-5.38169085,0.43774652,0.39357933,0.03569964,0.12784008,0.00563281,0.17391020,0.00000000
-5.37568784,0.41400377,0.37601680,0.03417551,0.12203651,0.00520644,0.16397056,0.00000000
-5.36968484,0.39172155,0.35968113,0.03277583,0.11636789,0.00477930,0.15481247,0.00000000
-5.36368184,0.37110162,0.34476002,0.03151055,0.11094369,0.00435695,0.14649645,0.00000000
-5.35767884,0.35229594,0.33139306,0.03038518,0.10585807,0.00394443,0.13906346,0.00000000
-5.35167584,0.33540329,0.31966815,0.02940068,0.10118755,0.00354615,0.13253404,0.00000000
-5.34567284,0.32046774,0.30961968,0.02855347,0.09698942,0.00316586,0.12690788,0.00000000
-5.33966983,0.30747901,0.30122883,0.02783566,0.09330099,0.00280661,0.12216418,0.00000000
-5.33366683,0.29637477,0.29442569,0.02723541,0.09013954,0.00247070,0.11826252,0.00000000
-5.32766383,0.28704471,0.28909325,0.02673746,0.08750301,0.00215974,0.11514441,0.00000000
-5.32166083,0.27933622,0.28507308,0.02632380,0.08537139,0.00187467,0.11273540,0.00000000
-5.31565783,0.27306150,0.28217231,0.02597445,0.08370859,0.00161582,0.11094765,0.00000000
-5.30965483,0.26800567,0.28017188,0.02566828,0.08246492,0.00138298,0.10968299,0.00000000
-5.30365183,0.26393569,0.27883536,0.02538391,0.08157980,0.00117547,0.10883612,0.00000000
-5.29764882,0.26060962,0.27791826,0.02510061,0.08098476,0.00099225,0.10829817,0.00000000
-5.29164582,0.25778600,0.27717741,0.02479911,0.08060662,0.00083197,0.10796015,0.00000000
-5.28564282,0.25523288,0.27637997,0.02446240,0.08037057,0.00069310,0.10771645,0.00000000
-5.27963982,0.25273634,0.27531184,0.02407642,0.08020329,0.00057396,0.10746810,0.00000000
-5.27363682,0.25010821,0.27378529,0.02363060,0.08003579,0.00047282,0.10712582,0.00000000
-5.26763382,0.24719275,0.27164540,0.02311834,0.07980608,0.00038800,0.10661263,0.00000000
-5.26163082,0.24387227,0.26877536,0.02253727,0.07946146,0.00031785,0.10586619,0.00000000
-5.25562781,0.24007147,0.26510043,0.02188943,0.07896054,0.00026085,0.10484050,0.00000000
-5.24962481,0.23576061,0.26059054,0.02118128,0.07827481,0.00021565,0.10350730,0.00000000
-5.24362181,0.23095743,0.25526159,0.02042365,0.07738982,0.00018110,0.10185691,0.00000000
-5.23761881,0.22572796,0.24917555,0.01963151,0.07630599,0.00015626,0.09989855,0.00000000
-5.23161581,0.22018626,0.24243930,0.01882370,0.07503905,0.00014042,0.09766036,0.00000000
-5.22561281,0.21449324,0.23520254,0.01802262,0.07361999,0.00013315,0.09518887,0.00000000
-5.21960980,0.20885455,0.22765481,0.01725382,0.07209477,0.00013428,0.09254826,0.00000000
-5.21360680,0.20351785,0.22002173,0.01654564,0.07052360,0.00014391,0.08981915,0.00000000
-5.20760380,0.19876928,0.21256064,0.01592874,0.06897999,0.00016242,0.08709730,0.00000000
-5.20160080,0.19492942,0.20555576,0.01543569,0.06754939,0.00019051,0.08449197,0.00000000
-5.19559780,0.19234860,0.19931284,0.01510057,0.06632765,0.00022912,0.08212416,0.00000000
-5.18959480,0.19140160,0.19415357,0.01495847,0.06541919,0.00027949,0.08012472,0.00000000
-5.18359180,0.19248177,0.19040951,0.01504509,0.06493483,0.00034314,0.07863230,0.00000000
-5.17758879,0.19599441,0.18841578,0.01539621,0.06498951,0.00042183,0.07779121,0.00000000
-5.17158579,0.20234944,0.18850436,0.01604716,0.06569971,0.00051754,0.07774916,0.00000000
-5.16558279,0.21195322,0.19099701,0.01703223,0.06718057,0.00063247,0.07865495,0.00000000
-5.15957979,0.22519959,0.19619784,0.01838402,0.06954300,0.00076895,0.08065593,0.00000000
-5.15357679,0.24246005,0.20438556,0.02013262,0.07289038,0.00092940,0.08389550,0.00000000
-5.14757379,0.26407319,0.21580531,0.02230485,0.07731532,0.00111628,0.08851035,0.00000000
-5.14157079,0.29033345,0.23066038,0.02492325,0.08289621,0.00133201,0.09462773,0.00000000
-5.13556778,0.32147954,0.24910385,0.02800517,0.08969383,0.00157882,0.10236249,0.00000000
-5.12956478,0.35768269,0.27123029,0.03156167,0.09774801,0.00185874,0.11181423,0.00000000
-5.12356178,0.39903517,0.29706799,0.03559654,0.10707450,0.00217341,0.12306430,0.00000000
-5.11755878,0.44553956,0.32657187,0.04010526,0.11766217,0.00252399,0.13617300,0.00000000
-5.11155578,0.49709924,0.35961751,0.04507410,0.12947069,0.00291107,0.15117686,0.00000000
-5.10555278,0.55351069,0.39599672,0.05047938,0.14242875,0.00333451,0.16808617,0.00000000
-5.09954977,0.61445814,0.43541500,0.05628691,0.15643312,0.00379337,0.18688290,0.00000000
-5.09354677,0.67951111,0.47749128,0.06245172,0.17134855,0.00428579,0.20751907,0.00000000
-5.08754377,0.74812530,0.52176024,0.06891810,0.18700863,0.00480897,0.22991568,0.00000000
-5.08154077,0.81964711,0.56767754,0.07562003,0.20321778,0.00535906,0.25396235,0.00000000
-5.07553777,0.89332217,0.61462793,0.08248195,0.21975432,0.00593121,0.27951765,0.00000000
-5.06953477,0.96830777,0.66193638,0.08942000,0.23637457,0.00651955,0.30641030,0.00000000
-5.06353177,1.04368913,0.70888200,0.09634359,0.25281810,0.00711732,0.33444121,0.00000000
-5.05752876,1.11849914,0.75471440,0.10315739,0.26881377,0.00771689,0.36338633,0.00000000
-5.05152576,1.19174102,0.79867223,0.10976362,0.28408655,0.00830999,0.39300036,0.00000000
-5.04552276,1.26241332,0.84000302,0.11606455,0.29836482,0.00888785,0.42302115,0.00000000
-5.03951976,1.32953611,0.87798385,0.12196520,0.31138795,0.00944141,0.45317479,0.00000000
-5.03351676,1.39217771,0.91194191,0.12737608,0.32291378,0.00996161,0.48318113,0.00000000
-5.02751376,1.44948065,0.94127423,0.13221585,0.33272575,0.01043961,0.51275970,0.00000000
-5.02151076,1.50068595,0.96546562,0.13641386,0.34063941,0.01086709,0.54163565,0.00000000
-5.01550775,1.54515457,0.98410414,0.13991236,0.34650794,0.01123651,0.56954575,0.00000000
-5.00950475,1.58238530,0.99689346,0.14266837,0.35022651,0.01154134,0.59624401,0.00000000
-5.00350175,1.61202810,1.00366132,0.14465504,0.35173524,0.01177633,0.62150683,0.00000000
-4.99749875,1.63389249,1.00436408,0.14586258,0.35102069,0.01193767,0.64513749,0.00000000
-4.99149575,1.64795055,0.99908676,0.14629846,0.34811574,0.01202316,0.66696973,0.00000000
-4.98549275,1.65433441,0.98803889,0.14598718,0.34309792,0.01203228,0.68687037,0.00000000
-4.97948974,1.65332850,0.97154628,0.14496939,0.33608629,0.01196627,0.70474087,0.00000000
-4.97348674,1.64535674,0.95003899,0.14330042,0.32723699,0.01182805,0.72051764,0.00000000
-4.96748374,1.63096547,0.92403623,0.14104841,0.31673770,0.01162221,0.73417133,0.00000000
-4.96148074,1.61080278,0.89412880,0.13829204,0.30480123,0.01135481,0.74570497,0.00000000
-4.95547774,1.58559527,0.86095982,0.13511782,0.29165862,0.01103321,0.75515115,0.00000000
-4.94947474,1.55612312,0.82520462,0.13161737,0.27755193,0.01066587,0.76256839,0.00000000
-4.94347174,1.52319471,0.78755060,0.12788444,0.26272710,0.01026204,0.76803695,0.00000000
-4.93746873,1.48762168,0.74867784,0.12401204,0.24742718,0.00983150,0.77165422,0.00000000
-4.93146573,1.45019555,0.70924120,0.12008969,0.23188612,0.00938425,0.77353003,0.00000000
-4.92546273,1.41166657,0.66985444,0.11620089,0.21632333,0.00893020,0.77378208,0.00000000
-4.91945973,1.37272578,0.63107690,0.11242083,0.20093927,0.00847887,0.77253182,0.00000000
-4.91345673,1.33399057,0.59340301,0.10881458,0.18591195,0.00803917,0.76990089,0.00000000
-4.90745373,1.29599426,0.55725480,0.10543567,0.17139467,0.00761909,0.76600836,0.00000000
-4.90145073,1.25917967,0.52297751,0.10232505,0.15751475,0.00722554,0.76096887,0.00000000
-4.89544772,1.22389680,0.49083804,0.09951060,0.14437325,0.00686417,0.75489164,0.00000000
-4.88944472,1.19040413,0.46102617,0.09700711,0.13204567,0.00653930,0.74788047,0.00000000
-4.88344172,1.15887332,0.43365807,0.09481660,0.12058339,0.00625377,0.74003439,0.00000000
-4.87743872,1.12939662,0.40878188,0.09292911,0.11001567,0.00600903,0.73144903,0.00000000
-4.87143572,1.10199632,0.38638471,0.09132388,0.10035221,0.00580508,0.72221828,0.00000000
-4.86543272,1.07663571,0.36640079,0.08997068,0.09158585,0.00564062,0.71243611,0.00000000
-4.85942971,1.05323046,0.34872025,0.08883154,0.08369550,0.00551313,0.70219814,0.00000000
-4.85342671,1.03166015,0.33319806,0.08786251,0.07664894,0.00541902,0.69160286,0.00000000
-4.84742371,1.01177900,0.31966281,0.08701558,0.07040552,0.00535383,0.68075201,0.00000000
-4.84142071,0.99342539,0.30792501,0.08624056,0.06491857,0.00531241,0.66975026,0.00000000
-4.83541771,0.97642983,0.29778463,0.08548699,0.06013749,0.00528917,0.65870375,0.00000000
-4.82941471,0.96062101,0.28903775,0.08470588,0.05600953,0.00527825,0.64771775,0.00000000
-4.82341171,0.94583000,0.28148208,0.08385131,0.05248107,0.00527374,0.63689330,0.00000000
-4.81740870,0.93189243,0.27492152,0.08288187,0.04949867,0.00526994,0.62632318,0.00000000
-4.81140570,0.91864915,0.26916954,0.08176176,0.04700972,0.00526146,0.61608733,0.00000000
-4.80540270,0.90594539,0.26405166,0.08046173,0.04496281,0.00524345,0.60624807,0.00000000
-4.79939970,0.89362899,0.25940700,0.07895968,0.04330793,0.00521172,0.59684561,0.00000000
-4.79339670,0.88154818,0.25508909,0.07724100,0.04199645,0.00516283,0.58789396,0.00000000
-4.78739370,0.86954926,0.25096607,0.07529862,0.04098112,0.00509416,0.57937796,0.00000000
-4.78139070,0.85747466,0.24692053,0.07313283,0.04021590,0.00500397,0.57125141,0.00000000
-4.77538769,0.84516194,0.24284900,0.07075078,0.03965599,0.00489138,0.56343682,0.00000000
-4.76938469,0.83244369,0.23866136,0.06816592,0.03925781,0.00475636,0.55582676,0.00000000
-4.76338169,0.81914893,0.23428021,0.06539716,0.03897914,0.00459965,0.54828696,0.00000000
-4.75737869,0.80510575,0.22964029,0.06246793,0.03877932,0.00442271,0.54066109,0.00000000
-4.75137569,0.79014529,0.22468808,0.05940520,0.03861967,0.00422757,0.53277700,0.00000000
-4.74537269,0.77410689,0.21938153,0.05623845,0.03846386,0.00401678,0.52445415,0.00000000
-4.73936968,0.75684407,0.21368990,0.05299862,0.03827850,0.00379322,0.51551191,0.00000000
-4.73336668,0.73823096,0.20759381,0.04971715,0.03803365,0.00356002,0.50577825,0.00000000
-4.72736368,0.71816888,0.20108530,0.04642508,0.03770341,0.00332044,0.49509837,0.00000000
-4.72136068,0.69659248,0.19416794,0.04315219,0.03726647,0.00307770,0.48334281,0.00000000
-4.71535768,0.67347510,0.18685686,0.03992642,0.03670650,0.00283493,0.47041459,0.00000000
-4.70935468,0.64883293,0.17917871,0.03677324,0.03601255,0.00259508,0.45625507,0.00000000
-4.70335168,0.62272772,0.17117141,0.03371528,0.03517924,0.00236081,0.44084813,0.00000000
-4.69734867,0.59526774,0.16288369,0.03077206,0.03420679,0.00213446,0.42422250,0.00000000
-4.69134567,0.56660692,0.15437441,0.02795986,0.03310096,0.00191802,0.40645227,0.00000000
-4.68534267,0.53694219,0.14571161,0.02529167,0.03187274,0.00171309,0.38765539,0.00000000
-4.67933967,0.50650914,0.13697128,0.02277732,0.03053797,0.00152089,0.36799042,0.00000000
-4.67333667,0.47557613,0.12823601,0.02042360,0.02911676,0.00134229,0.34765179,0.00000000
-4.66733367,0.44443726,0.11959338,0.01823451,0.02763289,0.00117778,0.32686368,0.00000000
-4.66133067,0.41340449,0.11113429,0.01621158,0.02611305,0.00102756,0.30587303,0.00000000
-4.65532766,0.38279931,0.10295124,0.01435415,0.02458614,0.00089155,0.28494193,0.00000000
-4.64932466,0.35294428,0.09513661,0.01265971,0.02308241,0.00076945,0.26433982,0.00000000
-4.64332166,0.32415495,0.08778102,0.01112429,0.02163282,0.00066075,0.24433578,0.00000000
-4.63731866,0.29673237,0.08097179,0.00974273,0.02026824,0.00056483,0.22519130,0.00000000
-4.63131566,0.27095648,0.07479168,0.00850908,0.01901891,0.00048096,0.20715366,0.00000000
-4.62531266,0.24708060,0.06931767,0.00741687,0.01791380,0.00040838,0.19045019,0.00000000
-4.61930965,0.22532716,0.06462011,0.00645940,0.01698021,0.00034631,0.17528347,0.00000000
-4.61330665,0.20588462,0.06076197,0.00563004,0.01624335,0.00029399,0.16182757,0.00000000
-4.60730365,0.18890570,0.05779842,0.00492246,0.01572611,0.00025073,0.15022526,0.00000000
-4.60130065,0.17450671,0.05577648,0.00433086,0.01544883,0.00021592,0.14058622,0.00000000
-4.59529765,0.16276795,0.05473500,0.00385015,0.01542921,0.00018905,0.13298604,0.00000000
-4.58929465,0.15373501,0.05470467,0.00347620,0.01568222,0.00016977,0.12746607,0.00000000
-4.58329165,0.14742075,0.05570825,0.00320592,0.01622020,0.00015783,0.12403389,0.00000000
-4.57728864,0.14380787,0.05776086,0.00303744,0.01705282,0.00015317,0.12266432,0.00000000
-4.57128564,0.14285196,0.06087046,0.00297023,0.01818727,0.00015587,0.12330097,0.00000000
-4.56528264,0.14448472,0.06503837,0.00300516,0.01962836,0.00016620,0.12585817,0.00000000
-4.55927964,0.14861751,0.07025987,0.00314455,0.02137872,0.00018459,0.13022330,0.00000000
-4.55327664,0.15514487,0.07652492,0.00339221,0.02343897,0.00021164,0.13625959,0.00000000
-4.54727364,0.16394819,0.08381900,0.00375335,0.02580796,0.00024810,0.14380922,0.00000000
-4.54127064,0.17489930,0.09212392,0.00423458,0.02848301,0.00029486,0.15269690,0.00000000
-4.53526763,0.18786410,0.10141878,0.00484366,0.03146010,0.00035294,0.16273390,0.00000000
-4.52926463,0.20270601,0.11168094,0.00558939,0.03473418,0.00042347,0.17372246,0.00000000
-4.52326163,0.21928934,0.12288695,0.00648127,0.03829932,0.00050761,0.18546074,0.00000000
-4.51725863,0.23748247,0.13501345,0.00752918,0.04214896,0.00060656,0.19774801,0.00000000
-4.51125563,0.25716074,0.14803803,0.00874295,0.04627604,0.00072150,0.21039021,0.00000000
-4.50525263,0.27820897,0.16193985,0.01013189,0.05067306,0.00085352,0.22320562,0.00000000
-4.49924962,0.30052359,0.17670006,0.01170425,0.05533217,0.00100356,0.23603052,0.00000000
-4.49324662,0.32401406,0.19230201,0.01346661,0.06024506,0.00117236,0.24872461,0.00000000
-4.48724362,0.34860383,0.20873111,0.01542333,0.06540286,0.00136040,0.26117596,0.00000000
-4.48124062,0.37423035,0.22597435,0.01757587,0.07079588,0.00156783,0.27330520,0.00000000
-4.47523762,0.40084449,0.24401951,0.01992225,0.07641334,0.00179439,0.28506886,0.00000000
-4.46923462,0.42840894,0.26285403,0.02245646,0.08224300,0.00203938,0.29646135,0.00000000
-4.46323162,0.45689598,0.28246366,0.02516808,0.08827081,0.00230163,0.30751570,0.00000000
-4.45722861,0.48628443,0.30283087,0.02804189,0.09448048,0.00257944,0.31830271,0.00000000
-4.45122561,0.51655606,0.32393323,0.03105771,0.10085320,0.00287060,0.32892842,0.00000000
-4.44522261,0.54769151,0.34574178,0.03419035,0.10736739,0.00317239,0.33953011,0.00000000
-4.43921961,0.57966605,0.36821961,0.03740983,0.11399855,0.00348161,0.35027063,0.00000000
-4.43321661,0.61244530,0.39132077,0.04068178,0.12071939,0.00379465,0.36133142,0.00000000
-4.42721361,0.64598126,0.41498952,0.04396796,0.12750005,0.00410757,0.37290437,0.00000000
-4.42121061,0.68020885,0.43916033,0.04722719,0.13430865,0.00441619,0.38518286,0.00000000
-4.41520760,0.71504326,0.46375831,0.05041625,0.14111203,0.00471626,0.39835239,0.00000000
-4.40920460,0.75037827,0.48870060,0.05349107,0.14787672,0.00500353,0.41258108,0.00000000
-4.40320160,0.78608575,0.51389831,0.05640804,0.15457021,0.00527396,0.42801073,0.00000000
-4.39719860,0.82201651,0.53925929,0.05912533,0.16116227,0.00552386,0.44474861,0.00000000
-4.39119560,0.85800247,0.56469155,0.06160429,0.16762648,0.00575003,0.46286064,0.00000000
-4.38519260,0.89386023,0.59010721,0.06381080,0.17394181,0.00594994,0.48236615,0.00000000
-4.37918959,0.92939588,0.61542683,0.06571647,0.18009412,0.00612180,0.50323465,0.00000000
-4.37318659,0.96441097,0.64058403,0.06729979,0.18607759,0.00626472,0.52538483,0.00000000
-4.36718359,0.99870936,0.66552998,0.06854700,0.19189585,0.00637878,0.54868576,0.00000000
-4.36118059,1.03210469,0.69023772,0.06945270,0.19756294,0.00646501,0.57296053,0.00000000
-4.35517759,1.06442805,0.71470592,0.07002026,0.20310374,0.00652547,0.59799194,0.00000000
-4.34917459,1.09553561,0.73896179,0.07026182,0.20855404,0.00656315,0.62353016,0.00000000
-4.34317159,1.12531555,0.76306302,0.07019806,0.21396003,0.00658191,0.64930200,0.00000000
-4.33716858,1.15369409,0.78709831,0.06985762,0.21937723,0.00658635,0.67502116,0.00000000
-4.33116558,1.18064001,0.81118641,0.06927624,0.22486893,0.00658165,0.70039915,0.00000000
-4.32516258,1.20616735,0.83547339,0.06849565,0.23050395,0.00657340,0.72515604,0.00000000
-4.31915958,1.23033593,0.86012818,0.06756221,0.23635399,0.00656735,0.74903074,0.00000000
-4.31315658,1.25324938,0.88533609,0.06652542,0.24249044,0.00656924,0.77178986,0.00000000
-4.30715358,1.27505057,0.91129056,0.06543625,0.24898086,0.00658451,0.79323502,0.00000000
