energy_ev,total_up,Sn_p_up,Sn_d_up,Te_p_up,Te_d_up,Zr_p_up,Zr_d_up
-5.26763382,1.74649453,0.36998195,0.00080746,0.83296837,0.00000000,0.77814569,0.50418337
-5.26163082,1.76459754,0.37641215,0.00084032,0.84203756,0.00000000,0.80611446,0.50798955
-5.25562781,1.78376687,0.38322678,0.00087131,0.85171703,0.00000000,0.83522224,0.51175284
-5.24962481,1.80358941,0.39027931,0.00089980,0.86188273,0.00000000,0.86512282,0.51533968
-5.24362181,1.82351739,0.39739528,0.00092516,0.87233589,0.00000000,0.89539296,0.51858848
-5.23761881,1.84288854,0.40437851,0.00094679,0.88280930,0.00000000,0.92554139,0.52131670
-5.23161581,1.86095195,0.41101821,0.00096415,0.89297685,0.00000000,0.95502126,0.52332911
-5.22561281,1.87689831,0.41709690,0.00097678,0.90246621,0.00000000,0.98324546,0.52442680
-5.21960980,1.88989346,0.42239865,0.00098428,0.91087374,0.00000000,1.00960435,0.52441651
-5.21360680,1.89911333,0.42671741,0.00098638,0.91778124,0.00000000,1.03348517,0.52311992
-5.20760380,1.90377914,0.42986502,0.00098290,0.92277355,0.00000000,1.05429251,0.52038228
-5.20160080,1.90319102,0.43167870,0.00097380,0.92545639,0.00000000,1.07146881,0.51608021
-5.19559780,1.89675873,0.43202757,0.00095915,0.92547346,0.00000000,1.08451428,0.51012819
-5.18959480,1.88402821,0.43081801,0.00093914,0.92252228,0.00000000,1.09300530,0.50248349
-5.18359180,1.86470287,0.42799767,0.00091408,0.91636792,0.00000000,1.09661054,0.49314941
-5.17758879,1.83865874,0.42355799,0.00088438,0.90685415,0.00000000,1.09510415,0.48217666
-5.17158579,1.80595302,0.41753501,0.00085053,0.89391147,0.00000000,1.08837548,0.46966291
-5.16558279,1.76682573,0.41000860,0.00081312,0.87756190,0.00000000,1.07643484,0.45575055
-5.15957979,1.72169453,0.40109999,0.00077277,0.85792014,0.00000000,1.05941507,0.44062282
-5.15357679,1.67114295,0.39096787,0.00073016,0.83519138,0.00000000,1.03756897,0.42449845
-5.14757379,1.61590286,0.37980301,0.00068597,0.80966565,0.00000000,1.01126245,0.40762521
-5.14157079,1.55683160,0.36782178,0.00064091,0.78170922,0.00000000,0.98096394,0.39027249
-5.13556778,1.49488523,0.35525874,0.00059566,0.75175338,0.00000000,0.94723033,0.37272325
-5.12956478,1.43108860,0.34235855,0.00055087,0.72028106,0.00000000,0.91069013,0.35526585
-5.12356178,1.36650378,0.32936764,0.00050716,0.68781203,0.00000000,0.87202445,0.33818577
-5.11755878,1.30219791,0.31652585,0.00046509,0.65488710,0.00000000,0.83194675,0.32175772
-5.11155578,1.23921180,0.30405832,0.00042518,0.62205213,0.00000000,0.79118191,0.30623839
-5.10555278,1.17853038,0.29216815,0.00038789,0.58984242,0.00000000,0.75044573,0.29185995
-5.09954977,1.12105596,0.28102987,0.00035360,0.55876797,0.00000000,0.71042540,0.27882457
-5.09354677,1.06758531,0.27078409,0.00032265,0.52930018,0.00000000,0.67176170,0.26730013
-5.08754377,1.01879114,0.26153356,0.00029531,0.50186042,0.00000000,0.63503360,0.25741709
-5.08154077,0.97520842,0.25334065,0.00027181,0.47681068,0.00000000,0.60074559,0.24926660
-5.07553777,0.93722586,0.24622651,0.00025231,0.45444659,0.00000000,0.56931805,0.24289991
-5.06953477,0.90508241,0.24017169,0.00023694,0.43499278,0.00000000,0.54108091,0.23832887
-5.06353177,0.87886879,0.23511844,0.00022579,0.41860065,0.00000000,0.51627050,0.23552758
-5.05752876,0.85853343,0.23097431,0.00021891,0.40534834,0.00000000,0.49502943,0.23443487
-5.05152576,0.84389241,0.22761705,0.00021633,0.39524275,0.00000000,0.47740936,0.23495763
-5.04552276,0.83464270,0.22490050,0.00021804,0.38822329,0.00000000,0.46337611,0.23697473
-5.03951976,0.83037785,0.22266119,0.00022400,0.38416707,0.00000000,0.45281680,0.24034127
-5.03351676,0.83060543,0.22072546,0.00023417,0.38289528,0.00000000,0.44554858,0.24489317
-5.02751376,0.83476544,0.21891660,0.00024845,0.38418024,0.00000000,0.44132839,0.25045170
-5.02151076,0.84224881,0.21706195,0.00026672,0.38775305,0.00000000,0.43986322,0.25682807
-5.01550775,0.85241555,0.21499937,0.00028885,0.39331141,0.00000000,0.44082075,0.26382762
-5.00950475,0.86461176,0.21258317,0.00031465,0.40052752,0.00000000,0.44383962,0.27125390
-5.00350175,0.87818533,0.20968900,0.00034390,0.40905569,0.00000000,0.44853943,0.27891221
-4.99749875,0.89249986,0.20621763,0.00037634,0.41853984,0.00000000,0.45452994,0.28661291
-4.99149575,0.90694674,0.20209764,0.00041167,0.42862053,0.00000000,0.46141963,0.29417418
-4.98549275,0.92095539,0.19728677,0.00044953,0.43894166,0.00000000,0.46882333,0.30142453
-4.97948974,0.93400162,0.19177213,0.00048952,0.44915678,0.00000000,0.47636906,0.30820496
-4.97348674,0.94561446,0.18556918,0.00053123,0.45893502,0.00000000,0.48370406,0.31437076
-4.96748374,0.95538143,0.17871978,0.00057416,0.46796666,0.00000000,0.49050009,0.31979326
-4.96148074,0.96295265,0.17128932,0.00061782,0.47596829,0.00000000,0.49645804,0.32436121
-4.95547774,0.96804385,0.16336320,0.00066169,0.48268760,0.00000000,0.50131195,0.32798222
-4.94947474,0.97043857,0.15504287,0.00070524,0.48790770,0.00000000,0.50483245,0.33058386
-4.94347174,0.96998951,0.14644155,0.00074793,0.49145097,0.00000000,0.50682966,0.33211482
-4.93746873,0.96661913,0.13767992,0.00078926,0.49318217,0.00000000,0.50715550,0.33254573
-4.93146573,0.96031956,0.12888194,0.00082876,0.49301092,0.00000000,0.50570536,0.33186987
-4.92546273,0.95115149,0.12017090,0.00086600,0.49089324,0.00000000,0.50241913,0.33010346
-4.91945973,0.93924219,0.11166587,0.00090061,0.48683208,0.00000000,0.49728145,0.32728568
-4.91345673,0.92478225,0.10347863,0.00093230,0.48087677,0.00000000,0.49032102,0.32347807
-4.90745373,0.90802103,0.09571111,0.00096089,0.47312125,0.00000000,0.48160910,0.31876349
-4.90145073,0.88926068,0.08845337,0.00098624,0.46370105,0.00000000,0.47125693,0.31324439
-4.89544772,0.86884856,0.08178212,0.00100835,0.45278910,0.00000000,0.45941220,0.30704048
-4.88944472,0.84716821,0.07575976,0.00102730,0.44059038,0.00000000,0.44625455,0.30028566
-4.88344172,0.82462887,0.07043385,0.00104325,0.42733550,0.00000000,0.43199019,0.29312445
-4.87743872,0.80165386,0.06583701,0.00105643,0.41327357,0.00000000,0.41684578,0.28570782
-4.87143572,0.77866803,0.06198716,0.00106717,0.39866447,0.00000000,0.40106178,0.27818863
-4.86543272,0.75608483,0.05888806,0.00107580,0.38377080,0.00000000,0.38488544,0.27071688
-4.85942971,0.73429344,0.05653014,0.00108270,0.36884994,0.00000000,0.36856386,0.26343484
-4.85342671,0.71364652,0.05489148,0.00108827,0.35414657,0.00000000,0.35233717,0.25647243
-4.84742371,0.69444924,0.05393905,0.00109286,0.33988575,0.00000000,0.33643237,0.24994297
-4.84142071,0.67695010,0.05363010,0.00109680,0.32626720,0.00000000,0.32105797,0.24393959
-4.83541771,0.66133415,0.05391375,0.00110035,0.31346084,0.00000000,0.30639970,0.23853241
-4.82941471,0.64771901,0.05473270,0.00110373,0.30160379,0.00000000,0.29261757,0.23376679
-4.82341171,0.63615404,0.05602518,0.00110702,0.29079911,0.00000000,0.27984438,0.22966267
-4.81740870,0.62662284,0.05772702,0.00111027,0.28111621,0.00000000,0.26818570,0.22621517
-4.81140570,0.61904914,0.05977388,0.00111339,0.27259300,0.00000000,0.25772150,0.22339635
-4.80540270,0.61330584,0.06210361,0.00111622,0.26523952,0.00000000,0.24850913,0.22115819
-4.79939970,0.60922689,0.06465874,0.00111853,0.25904308,0.00000000,0.24058766,0.21943663
-4.79339670,0.60662149,0.06738892,0.00112003,0.25397438,0.00000000,0.23398322,0.21815645
-4.78739370,0.60528999,0.07025342,0.00112036,0.24999448,0.00000000,0.22871519,0.21723683
-4.78139070,0.60504058,0.07322345,0.00111918,0.24706208,0.00000000,0.22480269,0.21659731
-4.77538769,0.60570600,0.07628434,0.00111613,0.24514085,0.00000000,0.22227112,0.21616377
-4.76938469,0.60715944,0.07943730,0.00111088,0.24420622,0.00000000,0.22115835,0.21587424
-4.76338169,0.60932853,0.08270088,0.00110318,0.24425135,0.00000000,0.22152006,0.21568415
-4.75737869,0.61220679,0.08611185,0.00109282,0.24529193,0.00000000,0.22343393,0.21557076
-4.75137569,0.61586182,0.08972546,0.00107972,0.24736930,0.00000000,0.22700238,0.21553658
-4.74537269,0.62043957,0.09361509,0.00106389,0.25055197,0.00000000,0.23235347,0.21561148
-4.73936968,0.62616444,0.09787110,0.00104546,0.25493511,0.00000000,0.23963994,0.21585347
-4.73336668,0.63333504,0.10259898,0.00102469,0.26063814,0.00000000,0.24903622,0.21634809
-4.72736368,0.64231566,0.10791676,0.00100195,0.26780040,0.00000000,0.26073339,0.21720635
-4.72136068,0.65352386,0.11395169,0.00097772,0.27657514,0.00000000,0.27493232,0.21856139
-4.71535768,0.66741457,0.12083633,0.00095260,0.28712204,0.00000000,0.29183517,0.22056407
-4.70935468,0.68446160,0.12870418,0.00092725,0.29959866,0.00000000,0.31163561,0.22337754
-4.70335168,0.70513724,0.13768488,0.00090239,0.31415127,0.00000000,0.33450814,0.22717130
-4.69734867,0.72989113,0.14789929,0.00087878,0.33090545,0.00000000,0.36059709,0.23211479
-4.69134567,0.75912926,0.15945450,0.00085722,0.34995711,0.00000000,0.39000578,0.23837108
-4.68534267,0.79319428,0.17243913,0.00083846,0.37136435,0.00000000,0.42278643,0.24609073
-4.67933967,0.83234795,0.18691888,0.00082326,0.39514056,0.00000000,0.45893138,0.25540626
-4.67333667,0.87675663,0.20293280,0.00081230,0.42124942,0.00000000,0.49836608,0.26642737
-4.66733367,0.92648058,0.22049013,0.00080621,0.44960173,0.00000000,0.54094436,0.27923712
-4.66133067,0.98146732,0.23956815,0.00080555,0.48005472,0.00000000,0.58644634,0.29388921
-4.65532766,1.04154945,0.26011084,0.00081075,0.51241350,0.00000000,0.63457900,0.31040635
-4.64932466,1.10644684,0.28202866,0.00082219,0.54643499,0.00000000,0.68497980,0.32877972
-4.64332166,1.17577299,0.30519927,0.00084010,0.58183376,0.00000000,0.73722294,0.34896940
-4.63731866,1.24904484,0.32946925,0.00086464,0.61828986,0.00000000,0.79082834,0.37090573
-4.63131566,1.32569572,0.35465667,0.00089585,0.65545782,0.00000000,0.84527266,0.39449115
-4.62531266,1.40509023,0.38055442,0.00093365,0.69297673,0.00000000,0.90000216,0.41960263
-4.61930965,1.48654038,0.40693420,0.00097790,0.73048042,0.00000000,0.95444661,0.44609420
-4.61330665,1.56932195,0.43355087,0.00102831,0.76760756,0.00000000,1.00803364,0.47379942
-4.60730365,1.65269025,0.46014711,0.00108452,0.80401081,0.00000000,1.06020296,0.50253378
-4.60130065,1.73589440,0.48645813,0.00114609,0.83936480,0.00000000,1.11041960,0.53209657
-4.59529765,1.81818962,0.51221629,0.00121245,0.87337233,0.00000000,1.15818580,0.56227246
-4.58929465,1.89884705,0.53715556,0.00128298,0.90576859,0.00000000,1.20305084,0.59283258
-4.58329165,1.97716093,0.56101556,0.00135695,0.93632338,0.00000000,1.24461859,0.62353516
-4.57728864,2.05245316,0.58354530,0.00143356,0.96484107,0.00000000,1.28255248,0.65412602
-4.57128564,2.12407555,0.60450642,0.00151191,0.99115878,0.00000000,1.31657779,0.68433879
-4.56528264,2.19141023,0.62367607,0.00159105,1.01514279,0.00000000,1.34648150,0.71389539
-4.55927964,2.25386872,0.64084932,0.00166998,1.03668373,0.00000000,1.37210971,0.74250674
-4.55327664,2.31089050,0.65584125,0.00174761,1.05569104,0.00000000,1.39336320,0.76987406
-4.54727364,2.36194165,0.66848880,0.00182285,1.07208706,0.00000000,1.41019147,0.79569089
-4.54127064,2.40651443,0.67865228,0.00189456,1.08580155,0.00000000,1.42258581,0.81964604
-4.53526763,2.44412811,0.68621678,0.00196163,1.09676679,0.00000000,1.43057195,0.84142751
-4.52926463,2.47433176,0.69109347,0.00202296,1.10491403,0.00000000,1.43420281,0.86072744
-4.52326163,2.49670899,0.69322064,0.00207748,1.11017129,0.00000000,1.43355182,0.87724794
-4.51725863,2.51088482,0.69256474,0.00212422,1.11246299,0.00000000,1.42870717,0.89070773
-4.51125563,2.51653443,0.68912121,0.00216229,1.11171126,0.00000000,1.41976737,0.90084938
-4.50525263,2.51339335,0.68291498,0.00219092,1.10783894,0.00000000,1.40683826,0.90744669
-4.49924962,2.50126865,0.67400084,0.00220948,1.10077415,0.00000000,1.39003143,0.91031212
-4.49324662,2.48005029,0.66246331,0.00221751,1.09045599,0.00000000,1.36946421,0.90930372
-4.48724362,2.44972202,0.64841607,0.00221470,1.07684106,0.00000000,1.34526088,0.90433126
-4.48124062,2.41037095,0.63200092,0.00220096,1.05991034,0.00000000,1.31755490,0.89536124
-4.47523762,2.36219514,0.61338614,0.00217634,1.03967598,0.00000000,1.28649200,0.88242054
-4.46923462,2.30550855,0.59276425,0.00214112,1.01618748,0.00000000,1.25223355,0.86559828
-4.46323162,2.24074285,0.57034922,0.00209573,0.98953692,0.00000000,1.21496007,0.84504603
-4.45722861,2.16844582,0.54637314,0.00204079,0.95986283,0.00000000,1.17487440,0.82097606
-4.45122561,2.08927619,0.52108238,0.00197706,0.92735246,0.00000000,1.13220432,0.79365783
-4.44522261,2.00399492,0.49473346,0.00190543,0.89224227,0.00000000,1.08720426,0.76341274
-4.43921961,1.91345332,0.46758862,0.00182690,0.85481653,0.00000000,1.04015598,0.73060736
-4.43321661,1.81857827,0.43991130,0.00174257,0.81540420,0.00000000,0.99136803,0.69564542
-4.42721361,1.72035522,0.41196162,0.00165359,0.77437399,0.00000000,0.94117404,0.65895889
-4.42121061,1.61980948,0.38399211,0.00156113,0.73212812,0.00000000,0.88992971,0.62099838
-4.41520760,1.51798662,0.35624367,0.00146639,0.68909474,0.00000000,0.83800873,0.58222341
-4.40920460,1.41593260,0.32894201,0.00137055,0.64571957,0.00000000,0.78579767,0.54309271
-4.40320160,1.31467440,0.30229456,0.00127472,0.60245700,0.00000000,0.73369010,0.50405494
-4.39719860,1.21520167,0.27648803,0.00117999,0.55976095,0.00000000,0.68208022,0.46554022
-4.39119560,1.11845004,0.25168656,0.00108736,0.51807598,0.00000000,0.63135607,0.42795252
-4.38519260,1.02528642,0.22803055,0.00099775,0.47782876,0.00000000,0.58189290,0.39166320
-4.37918959,0.93649676,0.20563617,0.00091196,0.43942023,0.00000000,0.53404659,0.35700584
-4.37318659,0.85277624,0.18459547,0.00083072,0.40321869,0.00000000,0.48814773,0.32427230
-4.36718359,0.77472212,0.16497708,0.00075461,0.36955383,0.00000000,0.44449630,0.29371018
-4.36118059,0.70282916,0.14682745,0.00068414,0.33871191,0.00000000,0.40335728,0.26552140
-4.35517759,0.63748746,0.13017257,0.00061968,0.31093202,0.00000000,0.36495733,0.23986206
-4.34917459,0.57898257,0.11502001,0.00056151,0.28640341,0.00000000,0.32948251,0.21684322
-4.34317159,0.52749755,0.10136133,0.00050979,0.26526393,0.00000000,0.29707725,0.19653265
-4.33716858,0.48311675,0.08917470,0.00046459,0.24759935,0.00000000,0.26784445,0.17895722
-4.33116558,0.44583110,0.07842761,0.00042591,0.23344366,0.00000000,0.24184665,0.16410598
-4.32516258,0.41554446,0.06907973,0.00039363,0.22278012,0.00000000,0.21910831,0.15193355
-4.31915958,0.39208109,0.06108569,0.00036757,0.21554307,0.00000000,0.19961896,0.14236394
-4.31315658,0.37519378,0.05439788,0.00034749,0.21162045,0.00000000,0.18333707,0.13529449
-4.30715358,0.36457263,0.04896899,0.00033307,0.21085696,0.00000000,0.17019465,0.13060001
