energy_ev,total_up,Cr_p_up,Cr_d_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,S_s_up,S_p_up
-5.84392196,8.90345003,3.69440807,0.89906301,0.02019091,0.67884882,4.83435600,3.58483296,0.06261528,3.80974734
-5.83791896,8.98775262,3.72970806,0.90890082,0.01994821,0.68346580,4.89382959,3.63072060,0.06280089,3.84475152
-5.83191596,9.05867435,3.75634704,0.91690821,0.01967642,0.68740525,4.94611323,3.67153251,0.06294340,3.87327635
-5.82591296,9.11400367,3.77367497,0.92288492,0.01937566,0.69051391,4.99000872,3.70638235,0.06302745,3.89433658
-5.81990995,9.15193620,3.78123987,0.92667227,0.01904740,0.69267563,5.02454293,3.73454172,0.06304029,3.90711254
-5.81390695,9.17111283,3.77879587,0.92815455,0.01869435,0.69381544,5.04899633,3.75545350,0.06297200,3.91096583
-5.80790395,9.17064172,3.76630359,0.92725941,0.01832035,0.69390172,5.06292096,3.76873892,0.06281553,3.90544912
-5.80190095,9.15010418,3.74392374,0.92395726,0.01793013,0.69294631,5.06614728,3.77419835,0.06256669,3.89031010
-5.79589795,9.10954540,3.71200420,0.91825982,0.01752918,0.69100287,5.05878013,3.77180638,0.06222403,3.86548995
-5.78989495,9.04945135,3.67106193,0.91021810,0.01712346,0.68816338,5.04118443,3.76170153,0.06178860,3.83111689
-5.78389195,8.97071364,3.62176054,0.89991984,0.01671918,0.68455306,5.01396166,3.74417177,0.06126371,3.78749542
-5.77788894,8.87458469,3.56488491,0.88748661,0.01632256,0.68032418,4.97791869,3.71963641,0.06065454,3.73509187
-5.77188594,8.76262543,3.50131404,0.87307066,0.01593961,0.67564881,4.93403057,3.68862569,0.05996783,3.67451725
-5.76588294,8.63664823,3.43199325,0.85685158,0.01557592,0.67071115,4.88339945,3.65175902,0.05921148,3.60650781
-5.75987994,8.49865743,3.35790702,0.83903287,0.01523652,0.66569968,4.82721140,3.60972283,0.05839422,3.53190443
-5.75387694,8.35078980,3.28005331,0.81983837,0.01492567,0.66079952,4.76669332,3.56324917,0.05752524,3.45163113
-5.74787394,8.19525711,3.19942012,0.79950871,0.01464682,0.65618543,4.70307178,3.51309568,0.05661393,3.36667368
-5.74187094,8.03429265,3.11696513,0.77829759,0.01440250,0.65201559,4.63753541,3.46002777,0.05566961,3.27805850
-5.73586793,7.87010299,3.03359850,0.75646812,0.01419434,0.64842659,4.57120229,3.40480338,0.05470136,3.18683260
-5.72986493,7.70482638,2.95016938,0.73428902,0.01402305,0.64552964,4.50509344,3.34816078,0.05371786,3.09404474
-5.72386193,7.54049824,2.86745598,0.71203090,0.01388847,0.64340824,4.44011304,3.29080929,0.05272734,3.00072823
-5.71785893,7.37902415,2.78615911,0.68996246,0.01378965,0.64211714,4.37703586,3.23342309,0.05173753,2.90788544
-5.71185593,7.22216038,2.70689898,0.66834688,0.01372499,0.64168278,4.31650179,3.17663777,0.05075571,2.81647441
-5.70585293,7.07150138,2.63021481,0.64743813,0.01369231,0.64210492,4.25901702,3.12104919,0.04978871,2.72739731
-5.69984992,6.92847372,2.55656690,0.62747767,0.01368902,0.64335934,4.20496147,3.06721425,0.04884303,2.64149103
-5.69384692,6.79433543,2.48634054,0.60869120,0.01371225,0.64540142,4.15460113,3.01565297,0.04792487,2.55951969
-5.68784392,6.67017966,2.41985126,0.59128584,0.01375902,0.64817033,4.10810447,2.96685124,0.04704025,2.48216897
-5.68184092,6.55694144,2.35735096,0.57544756,0.01382632,0.65159351,4.06556148,2.92126359,0.04619504,2.41004215
-5.67583792,6.45540615,2.29903424,0.56133904,0.01391131,0.65559131,4.02700397,2.87931544,0.04539499,2.34365750
-5.66983492,6.36621852,2.24504464,0.54909797,0.01401135,0.66008132,3.99242573,2.84140432,0.04464575,2.28344696
-5.66383192,6.28989093,2.19548022,0.53883567,0.01412413,0.66498238,3.96180131,2.80789951,0.04395283,2.22975569
-5.65782891,6.22680994,2.15039831,0.53063622,0.01424771,0.67021789,3.93510218,2.77913996,0.04332149,2.18284230
-5.65182591,6.17724030,2.10981904,0.52455594,0.01438055,0.67571829,3.91230934,2.75543016,0.04275668,2.14287951
-5.64582291,6.14132590,2.07372771,0.52062320,0.01452153,0.68142274,3.89342152,2.73703414,0.04226282,2.10995502
-5.63981991,6.11908742,2.04207579,0.51883861,0.01466988,0.68727978,3.87845867,2.72416754,0.04184365,2.08407243
-5.63381691,6.11041677,2.01478077,0.51917538,0.01482519,0.69324700,3.86746053,2.71698836,0.04150205,2.06515221
-5.62781391,6.11506889,1.99172505,0.52158003,0.01498728,0.69928996,3.86048035,2.71558656,0.04123977,2.05303261
-5.62181091,6.13265158,1.97275410,0.52597324,0.01515616,0.70538026,3.85757445,2.71997336,0.04105726,2.04747071
-5.61580790,6.16261451,1.95767434,0.53225090,0.01533187,0.71149304,3.85878821,2.73007085,0.04095347,2.04814363
-5.60980490,6.20423869,1.94625113,0.54028536,0.01551444,0.71760411,3.86413967,2.74570268,0.04092566,2.05465043
-5.60380190,6.25662788,1.93820738,0.54992689,0.01570373,0.72368699,3.87360177,2.76658660,0.04096931,2.06651463
-5.59779890,6.31870347,1.93322323,0.56100534,0.01589936,0.72970993,3.88708484,2.79232976,0.04107805,2.08318800
-5.59179590,6.38920425,1.93093726,0.57333207,0.01610061,0.73563342,3.90442050,2.82242728,0.04124366,2.10405585
-5.58579290,6.46669260,1.93094967,0.58670228,0.01630634,0.74140813,3.92534846,2.85626487,0.04145611,2.12844410
-5.57978989,6.54956794,1.93282765,0.60089759,0.01651498,0.74697377,3.94950747,2.89312579,0.04170377,2.15562845
-5.57378689,6.63608840,1.93611318,0.61568911,0.01672445,0.75225876,3.97643141,2.93220239,0.04197359,2.18484580
-5.56778389,6.72440097,1.94033330,0.63084095,0.01693222,0.75718099,4.00555129,2.97261241,0.04225141,2.21530802
-5.56178089,6.81257997,1.94501276,0.64611420,0.01713531,0.76164967,4.03620374,3.01341952,0.04252236,2.24621786
-5.55577789,6.89867314,1.94968866,0.66127138,0.01733037,0.76556821,4.06764584,3.05365785,0.04277123,2.27678689
-5.54977489,6.98075438,1.95392673,0.67608127,0.01751375,0.76883804,4.09907618,3.09235975,0.04298300,2.30625505
-5.54377189,7.05698114,1.95733867,0.69032419,0.01768163,0.77136331,4.12966134,3.12858576,0.04314330,2.33391111
-5.53776888,7.12565482,1.95959968,0.70379742,0.01783011,0.77305610,4.15856676,3.16145577,0.04323890,2.35911361
-5.53176588,7.18528141,1.96046550,0.71632083,0.01795540,0.77384205,4.18499071,3.19018021,0.04325824,2.38131131
-5.52576288,7.23463009,1.95978807,0.72774238,0.01805391,0.77366600,4.20819963,3.21408973,0.04319184,2.40006238
-5.51975988,7.27278685,1.95752882,0.73794341,0.01812247,0.77249741,4.22756324,3.23266248,0.04303271,2.41505146
-5.51375688,7.29920079,1.95376886,0.74684341,0.01815839,0.77033522,4.24258764,3.24554729,0.04277671,2.42610374
-5.50775388,7.31372058,1.94871536,0.75440412,0.01815965,0.76721189,4.25294455,3.25258208,0.04242275,2.43319534
-5.50175088,7.31661905,1.94270338,0.76063270,0.01812500,0.76319634,4.25849527,3.25380630,0.04197295,2.43645934
-5.49574787,7.30860446,1.93619291,0.76558376,0.01805407,0.75839561,4.25930800,3.24946690,0.04143269,2.43618698
-5.48974487,7.29081737,1.92976081,0.76936012,0.01794740,0.75295514,4.25566747,3.24001729,0.04081051,2.43282377
-5.48374187,7.26481279,1.92408774,0.77211207,0.01780653,0.74705751,4.24807637,3.22610938,0.04011797,2.42696049
-5.47773887,7.23252792,1.91994043,0.77403515,0.01763399,0.74091977,4.23724831,3.20857878,0.03936935,2.41931924
-5.47173587,7.19623637,1.91814960,0.77536639,0.01743326,0.73478927,4.22409260,3.18842371,0.03858130,2.41073489
-5.46573287,7.15849046,1.91958460,0.77637894,0.01720877,0.72893837,4.20969142,3.16677838,0.03777241,2.40213255
-5.45972986,7.12205357,1.92512537,0.77737545,0.01696573,0.72365793,4.19527039,3.14488195,0.03696270,2.39450197
-5.45372686,7.08982507,1.93563296,0.77868009,0.01671012,0.71925015,4.18216390,3.12404401,0.03617312,2.38886949
-5.44772386,7.06476055,1.95191970,0.78062964,0.01644845,0.71602076,4.17177659,3.10560815,0.03542501,2.38626887
-5.44172086,7.04979019,1.97472023,0.78356387,0.01618767,0.71427109,4.16554272,3.09091471,0.03473955,2.38771176
-5.43571786,7.04773819,2.00466442,0.78781548,0.01593496,0.71429014,4.16488499,3.08126416,0.03413728,2.39415902
-5.42971486,7.06124601,2.04225340,0.79370012,0.01569755,0.71634699,4.17117457,3.07788228,0.03363758,2.40649375
-5.42371186,7.09270188,2.08783955,0.80150661,0.01548251,0.72068387,4.18569373,3.08188821,0.03325831,2.42549700
-5.41770885,7.14417861,2.14161109,0.81148791,0.01529661,0.72751002,4.20960227,3.09426636,0.03301542,2.45182671
-5.41170585,7.21738155,2.20358208,0.82385308,0.01514608,0.73699651,4.24390891,3.11584279,0.03292268,2.48600065
-5.40570285,7.31360771,2.27358780,0.83876041,0.01503646,0.74927218,4.28944823,3.14726662,0.03299147,2.52838352
-5.39969985,7.43371664,2.35128582,0.85631220,0.01497251,0.76442072,4.34686353,3.18899660,0.03323063,2.57917858
-5.39369685,7.57811346,2.43616254,0.87655097,0.01495799,0.78247892,4.41659575,3.24129306,0.03364640,2.63842362
-5.38769385,7.74674339,2.52754465,0.89945758,0.01499566,0.80343603,4.49887813,3.30421475,0.03424241,2.70599128
-5.38169085,7.93909719,2.62461516,0.92495097,0.01508717,0.82723420,4.59373623,3.37762054,0.03501970,2.78159313
-5.37568784,8.15422633,2.72643303,0.95288956,0.01523304,0.85376978,4.70099251,3.46117522,0.03597684,2.86478741
-5.36968484,8.39076656,2.83195562,0.98307425,0.01543263,0.88289548,4.82027470,3.55435891,0.03711002,2.95498949
-5.36368184,8.64696821,2.94006304,1.01525275,0.01568424,0.91442315,4.95102701,3.65647940,0.03841321,3.05148471
-5.35767884,8.92073175,3.04958330,1.04912501,0.01598508,0.94812705,5.09252326,3.76668669,0.03987830,3.15344296
-5.35167584,9.20964690,3.15931744,1.08434964,0.01633139,0.98374750,5.24388101,3.88398913,0.04149528,3.25993421
-5.34567284,9.51103381,3.26806363,1.12055090,0.01671850,1.02099468,5.40407589,4.00727049,0.04325238,3.36994461
-5.33966983,9.82198517,3.37463952,1.15732607,0.01714096,1.05955261,5.57195553,4.13530747,0.04513628,3.48239263
-5.33366683,10.13940787,3.47790218,1.19425303,0.01759263,1.09908306,5.74625258,4.26678721,0.04713220,3.59614477
-5.32766383,10.46006383,3.57676511,1.23089775,0.01806682,1.13922947,5.92559665,4.40032454,0.04922414,3.71003067
-5.32166083,10.78060918,3.67021206,1.26682152,0.01855636,1.17962072,6.10852502,4.53447871,0.05139494,3.82285728
-5.31565783,11.09763186,3.75730752,1.30158788,0.01905375,1.21987486,6.29349254,4.66776969,0.05362653,3.93342223
-5.30965483,11.40768759,3.83720394,1.33476902,0.01955128,1.25960274,6.47888083,4.79869396,0.05590002,4.04052631
-5.30365183,11.70733465,3.90914593,1.36595173,0.02004111,1.29841157,6.66300758,4.92574006,0.05819591,4.14298520
-5.29764882,11.99316789,3.97247181,1.39474277,0.02051539,1.33590857,6.84413646,5.04740399,0.06049426,4.23964063
-5.29164582,12.26185261,4.02661300,1.42077371,0.02096639,1.37170468,7.02048844,5.16220487,0.06277491,4.32937131
-5.28564282,12.51015884,4.07109174,1.44370532,0.02138655,1.40541836,7.19025515,5.26870095,0.06501770,4.41110369
-5.27963982,12.73499669,4.10551790,1.46323141,0.02176867,1.43667972,7.35161491,5.36550621,0.06720271,4.48382289
-5.27363682,12.93345300,4.12958531,1.47908230,0.02210593,1.46513476,7.50275200,5.45130773,0.06931054,4.54658391
-5.26763382,13.10282941,4.14306818,1.49102788,0.02239208,1.49045003,7.64187922,5.52488379,0.07132256,4.59852315
-5.26163082,13.24068184,4.14581810,1.49888024,0.02262149,1.51231735,7.76726396,5.58512261,0.07322122,4.63887035
-5.25562781,13.34486072,4.13776195,1.50249603,0.02278930,1.53045890,7.87725734,5.63104140,0.07499029,4.66696064
-5.24962481,13.41355132,4.11890081,1.50177831,0.02289153,1.54463227,7.97032582,5.66180553,0.07661516,4.68224661
-5.24362181,13.44531291,4.08931005,1.49667806,0.02292515,1.55463553,8.04508452,5.67674698,0.07808306,4.68430999
-5.23761881,13.43911545,4.04914034,1.48719522,0.02288821,1.56031210,8.10033090,5.67538169,0.07938325,4.67287240
-5.23161581,13.39437219,3.99861949,1.47337917,0.02277985,1.56155522,8.13507759,5.65742498,0.08050720,4.64780489
-5.22561281,13.31096651,3.93805451,1.45532862,0.02260042,1.55831178,8.14858277,5.62280422,0.08144864,4.60913543
-5.21960980,13.18927121,3.86783372,1.43319094,0.02235146,1.55058535,8.14037652,5.57166812,0.08220364,4.55705403
-5.21360680,13.03015888,3.78842817,1.40716064,0.02203570,1.53843819,8.11028173,5.50439186,0.08277051,4.49191490
-5.20760380,12.83500186,3.70039191,1.37747721,0.02165699,1.52199203,8.05842807,5.42157746,0.08314975,4.41423518
-5.20160080,12.60566080,3.60436070,1.34442212,0.02122028,1.50142746,7.98525804,5.32404908,0.08334382,4.32468998
-5.19559780,12.34446145,3.50104870,1.30831506,0.02073143,1.47698193,7.89152415,5.21284290,0.08335696,4.22410358
-5.18959480,12.05415941,3.39124282,1.26950944,0.02019712,1.44894617,7.77827703,5.08919156,0.08319487,4.11343671
-5.18359180,11.73789341,3.27579462,1.22838711,0.01962464,1.41765923,7.64684432,4.95450350,0.08286442,3.99377017
-5.17758879,11.39912813,3.15560981,1.18535255,0.01902172,1.38350206,7.49880099,4.81033751,0.08237333,3.86628514
-5.17158579,11.04158803,3.03163539,1.14082652,0.01839629,1.34688999,7.33593200,4.65837320,0.08172986,3.73224060
-5.16558279,10.66918406,2.90484492,1.09523926,0.01775629,1.30826412,7.16018861,4.50037817,0.08094249,3.59294870
-5.15957979,10.28593557,2.77622220,1.04902355,0.01710944,1.26808213,6.97364000,4.33817300,0.08001967,3.44974877
-5.15357679,9.89588986,2.64674414,1.00260765,0.01646303,1.22680856,6.77842217,4.17359495,0.07896962,3.30398075
-5.14757379,9.50304191,2.51736330,0.95640840,0.01582379,1.18490514,6.57668603,4.00846152,0.07780020,3.15695914
-5.14157079,9.11125687,2.38899082,0.91082454,0.01519767,1.14282129,6.37054686,3.84453507,0.07651882,3.00994809
-5.13556778,8.72419762,2.26248055,0.86623053,0.01458979,1.10098527,6.16203686,3.68348940,0.07513242,2.86413863
-5.12956478,8.34525957,2.13861475,0.82297094,0.01400430,1.05979612,5.95306273,3.52687918,0.07364761,2.72062865
-5.12356178,7.97751432,2.01809213,0.78135555,0.01344439,1.01961674,5.74536947,3.37611316,0.07207073,2.58040621
-5.11755878,7.62366366,1.90151852,0.74165530,0.01291227,0.98076814,5.54051160,3.23243154,0.07040804,2.44433661
-5.11155578,7.28600459,1.78940043,0.70409916,0.01240919,0.94352523,5.33983239,3.09688810,0.06866596,2.31315348
-5.10555278,6.96640585,1.68214173,0.66887187,0.01193554,0.90811380,5.14445118,2.97033717,0.06685128,2.18745388
-5.09954977,6.66629591,1.58004335,0.63611270,0.01149092,0.87470916,4.95525884,2.85342563,0.06497133,2.06769740
-5.09354677,6.38666189,1.48330576,0.60591510,0.01107425,0.84343591,4.77292063,2.74658975,0.06303424,1.95420894
-5.08754377,6.12805868,1.39203416,0.57832727,0.01068391,0.81436901,4.59788559,2.65005669,0.06104901,1.84718482
-5.08154077,5.89062727,1.30624574,0.55335350,0.01031786,0.78753596,4.43040161,2.56385034,0.05902566,1.74670174
-5.07553777,5.67412093,1.22587875,0.53095632,0.00997379,0.76291978,4.27053470,2.48780109,0.05697518,1.65272802
-5.06953477,5.47793810,1.15080278,0.51105922,0.00964920,0.74046276,4.11819137,2.42155911,0.05490949,1.56513658
-5.06353177,5.30116055,1.08082980,0.49354993,0.00934156,0.72007072,3.97314291,2.36461069,0.05284130,1.48371907
-5.05752876,5.14259560,1.01572542,0.47828419,0.00904836,0.70161761,3.83505032,2.31629715,0.05078389,1.40820060
-5.05152576,5.00082113,0.95522012,0.46508979,0.00876721,0.68495042,3.70348915,2.27583589,0.04875080,1.33825455
-5.04552276,4.87423242,0.89901981,0.45377094,0.00849591,0.66989408,3.57797324,2.24234313,0.04675553,1.27351702
-5.03951976,4.76108967,0.84681569,0.44411281,0.00823245,0.65625648,3.45797701,2.21485791,0.04481118,1.21360064
-5.03351676,4.65956556,0.79829306,0.43588617,0.00797508,0.64383339,3.34295579,2.19236696,0.04293006,1.15810730
-5.02751376,4.56779199,0.75313897,0.42885211,0.00772227,0.63241330,3.23236415,2.17382991,0.04112333,1.10663974
-5.02151076,4.48390541,0.71104869,0.42276677,0.00747277,0.62178221,3.12567206,2.15820458,0.03940073,1.05881174
-5.01550775,4.40609010,0.67173103,0.41738608,0.00722554,0.61172827,3.02237909,2.14447175,0.03777026,1.01425697
-5.00950475,4.33261899,0.63491242,0.41247033,0.00697977,0.60204626,2.92202675,2.13165903,0.03623805,0.97263630
-5.00350175,4.26189125,0.60034006,0.40778870,0.00673486,0.59254200,2.82420916,2.11886345,0.03480821,0.93364372
-4.99749875,4.19246644,0.56778409,0.40312360,0.00649040,0.58303658,2.72858212,2.10527209,0.03348290,0.89701090
-4.99149575,4.12309447,0.53703897,0.39827476,0.00624614,0.57337039,2.63487092,2.09018051,0.03226240,0.86251036
-4.98549275,4.05274094,0.50792419,0.39306301,0.00600201,0.56340688,2.54287667,2.07300849,0.03114530,0.82995745
-4.97948974,3.98060750,0.48028438,0.38733372,0.00575809,0.55303611,2.45248144,2.05331257,0.03012885,0.79921108
-4.97348674,3.90614673,0.45398902,0.38095976,0.00551461,0.54217777,2.36365188,2.03079524,0.02920930,0.77017347
-4.96748374,3.82907113,0.42893170,0.37384395,0.00527193,0.53078385,2.27644139,2.00531044,0.02838233,0.74278882
-4.96148074,3.74935626,0.40502909,0.36592089,0.00503061,0.51884070,2.19099061,1.97686524,0.02764350,0.71704113
-4.95547774,3.66723754,0.38221964,0.35715815,0.00479131,0.50637037,2.10752608,1.94561760,0.02698875,0.69295119
-4.94947474,3.58320109,0.36046200,0.34755666,0.00455490,0.49343129,2.02635691,1.91187039,0.02641483,0.67057285
-4.94347174,3.49796852,0.33973326,0.33715038,0.00432239,0.48011808,1.94786944,1.87606171,0.02591967,0.64998866
-4.93746873,3.41247609,0.32002694,0.32600519,0.00409495,0.46656044,1.87251962,1.83875187,0.02550275,0.63130502
-4.93146573,3.32784863,0.30135086,0.31421693,0.00387392,0.45292119,1.80082334,1.80060732,0.02516529,0.61464680
-4.92546273,3.24536882,0.28372474,0.30190872,0.00366081,0.43939330,1.73334468,1.76238202,0.02491040,0.60015175
-4.91945973,3.16644234,0.26717776,0.28922755,0.00345727,0.42619604,1.67068220,1.72489667,0.02474299,0.58796450
-4.91345673,3.09255982,0.25174586,0.27634028,0.00326506,0.41357020,1.61345351,1.68901629,0.02466971,0.57823050
-4.90745373,3.02525609,0.23746910,0.26342903,0.00308608,0.40177248,1.56227843,1.65562675,0.02469858,0.57108982
-4.90145073,2.96606770,0.22438884,0.25068625,0.00292230,0.39106918,1.51776109,1.62561063,0.02483863,0.56667095
-4.89544772,2.91648946,0.21254499,0.23830943,0.00277575,0.38172923,1.48047122,1.59982303,0.02509936,0.56508463
-4.88944472,2.87793082,0.20197329,0.22649571,0.00264846,0.37401679,1.45092521,1.57906768,0.02549008,0.56641789
-4.88344172,2.85167286,0.19270267,0.21543650,0.00254246,0.36818345,1.42956725,1.56407394,0.02601929,0.57072824
-4.87743872,2.83882683,0.18475286,0.20531222,0.00245966,0.36446040,1.41675112,1.55547490,0.02669390,0.57803825
-4.87143572,2.84029500,0.17813214,0.19628737,0.00240188,0.36305061,1.41272297,1.55378727,0.02751854,0.58833056
-4.86543272,2.85673474,0.17283547,0.18850596,0.00237074,0.36412137,1.41760569,1.55939324,0.02849485,0.60154345
-4.85942971,2.88852676,0.16884291,0.18208759,0.00236760,0.36779725,1.43138531,1.57252486,0.02962091,0.61756706
-4.85342671,2.93574853,0.16611852,0.17712406,0.00239354,0.37415394,1.45389991,1.59325137,0.03089066,0.63624066
-4.84742371,2.99815366,0.16460968,0.17367677,0.00244925,0.38321304,1.48483157,1.62146976,0.03229364,0.65735077
-4.84142071,3.07515843,0.16424690,0.17177491,0.00253503,0.39493804,1.52370173,1.65689924,0.03381469,0.68063069
-4.83541771,3.16583632,0.16494427,0.17141453,0.00265066,0.40923182,1.56987055,1.69907976,0.03543402,0.70576130
-4.82941471,3.26892132,0.16660032,0.17255841,0.00279541,0.42593571,1.62254044,1.74737520,0.03712737,0.73237355
-4.82341171,3.38282078,0.16909954,0.17513689,0.00296800,0.44483037,1.68076427,1.80098133,0.03886638,0.76005257
-4.81740870,3.50563833,0.17231439,0.17904951,0.00316653,0.46563853,1.74345819,1.85893889,0.04061927,0.78834354
-4.81140570,3.63520692,0.17610786,0.18416751,0.00338853,0.48802963,1.80941941,1.92015164,0.04235153,0.81675937
-4.80540270,3.76913196,0.18033642,0.19033705,0.00363089,0.51162639,1.87734860,1.98340961,0.04402688,0.84479008
-4.79939970,3.90484395,0.18485341,0.19738315,0.00388997,0.53601317,1.94587667,2.04741683,0.04560839,0.87191372
-4.79339670,4.03965965,0.18951274,0.20511419,0.00416157,0.56074595,2.01359561,2.11082330,0.04705955,0.89760864
-4.78739370,4.17085032,0.19417277,0.21332684,0.00444107,0.58536367,2.07909244,2.17226042,0.04834551,0.92136676
-4.78139070,4.29571530,0.19870026,0.22181134,0.00472344,0.60940072,2.14098565,2.23037873,0.04943423,0.94270741
-4.77538769,4.41165857,0.20297438,0.23035693,0.00500342,0.63239995,2.19796291,2.28388705,0.05029763,0.96119137
-4.76938469,4.51626586,0.20689045,0.23875733,0.00527562,0.65392608,2.24881902,2.33159160,0.05091262,0.97643450
-4.76338169,4.60737959,0.21036356,0.24681599,0.00553465,0.67357882,2.29249260,2.37243372,0.05126192,0.98812047
-4.75737869,4.68316875,0.21333171,0.25435118,0.00577532,0.69100527,2.32810043,2.40552473,0.05133482,0.99601210
-4.75137569,4.74219102,0.21575847,0.26120054,0.00599273,0.70591119,2.35496801,2.43017662,0.05112760,0.99996077
-4.74537269,4.78344453,0.21763516,0.26722517,0.00618248,0.71807065,2.37265496,2.44592717,0.05064379,0.99991353
-4.73936968,4.80640709,0.21898232,0.27231299,0.00634082,0.72733369,2.38097450,2.45255852,0.04989417,0.99591745
-4.73336668,4.81106088,0.21985052,0.27638143,0.00646475,0.73363164,2.38000578,2.45010812,0.04889653,0.98812115
-4.72736368,4.79790162,0.22032046,0.27937934,0.00655218,0.73697996,2.37009855,2.43887168,0.04767517,0.97677317
-4.72136068,4.76793137,0.22050237,0.28128802,0.00660198,0.73747836,2.35186991,2.41939773,0.04626024,0.96221738
-4.71535768,4.72263518,0.22053470,0.28212151,0.00661408,0.73530835,2.32619281,2.39247393,0.04468687,0.94488539
-4.70935468,4.66394218,0.22058218,0.28192613,0.00658951,0.73072809,2.29417697,2.35910548,0.04299416,0.92528636
-4.70335168,4.59417249,0.22083320,0.28077918,0.00653034,0.72406498,2.25714244,2.32048658,0.04122405,0.90399438
-4.69734867,4.51597201,0.22149672,0.27878707,0.00643972,0.71570613,2.21658690,2.27796572,0.03942018,0.88163402
-4.69134567,4.43223735,0.22279869,0.27608278,0.00632174,0.70608712,2.17414785,2.23300643,0.03762667,0.85886445
-4.68534267,4.34603382,0.22497802,0.27282285,0.00618141,0.69567961,2.13156078,2.18714460,0.03588698,0.83636276
-4.67933967,4.26050944,0.22828229,0.26918390,0.00602445,0.68497798,2.09061512,2.14194433,0.03424281,0.81480693
-4.67333667,4.17880811,0.23296317,0.26535882,0.00585721,0.67448589,2.05310916,2.09895358,0.03273309,0.79485908
-4.66733367,4.10398499,0.23927171,0.26155268,0.00568647,0.66470292,2.02080566,2.05966151,0.03139310,0.77714960
-4.66133067,4.03892691,0.24745352,0.25797841,0.00551931,0.65611185,1.99538946,2.02545872,0.03025376,0.76226236
-4.65532766,3.98628041,0.25774389,0.25485241,0.00536288,0.64916701,1.97842841,1.99760186,0.02934105,0.75072179
-4.64932466,3.94838942,0.27036296,0.25239003,0.00522426,0.64428401,1.97133867,1.97718352,0.02867558,0.74298178
-4.64332166,3.92724432,0.28551097,0.25080114,0.00511030,0.64183104,1.97535527,1.96510837,0.02827241,0.73941693
