energy_ev,total_up,N_s_up,N_p_up,Na_s_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-6.00000000,1.73712955,0.00048120,0.35276508,0.12891141,0.01921096,0.74117709,1.46204743,0.17686654
-5.99399700,1.74752391,0.00046967,0.36240318,0.12263132,0.01915650,0.73742324,1.48351587,0.18120769
-5.98799400,1.75734640,0.00045712,0.37232774,0.11694678,0.01904867,0.73285465,1.50388588,0.18566568
-5.98199100,1.76569151,0.00044364,0.38225220,0.11177159,0.01888569,0.72721309,1.52217760,0.19014597
-5.97598799,1.77170361,0.00042929,0.39188889,0.10702488,0.01866725,0.72027509,1.53746506,0.19455035
-5.96998499,1.77459774,0.00041421,0.40095556,0.10263299,0.01839440,0.71185793,1.54890136,0.19877859
-5.96398199,1.77367830,0.00039851,0.40918179,0.09853089,0.01806943,0.70182444,1.55574081,0.20273044
-5.95797899,1.76835540,0.00038236,0.41631523,0.09466315,0.01769576,0.69008636,1.55735748,0.20630788
-5.95197599,1.75815837,0.00036594,0.42212749,0.09098458,0.01727778,0.67660642,1.55325962,0.20941761
-5.94597299,1.74274653,0.00034944,0.42641948,0.08746035,0.01682073,0.66139893,1.54309974,0.21197380
-5.93996998,1.72191674,0.00033308,0.42902627,0.08406601,0.01633053,0.64452912,1.52668030,0.21390096
-5.93396698,1.69560782,0.00031711,0.42982117,0.08078698,0.01581366,0.62611122,1.50395476,0.21513677
-5.92796398,1.66390176,0.00030175,0.42871903,0.07761802,0.01527703,0.60630523,1.47502445,0.21563495
-5.92196098,1.62702158,0.00028729,0.42567863,0.07456235,0.01472784,0.58531271,1.44013136,0.21536782
-5.91595798,1.58532614,0.00027398,0.42070415,0.07163071,0.01417348,0.56337154,1.39964735,0.21432864
-5.90995498,1.53930172,0.00026209,0.41384565,0.06884025,0.01362141,0.54074985,1.35406024,0.21253340
-5.90395198,1.48955089,0.00025191,0.40519850,0.06621335,0.01307908,0.51773918,1.30395752,0.21002212
-5.89794897,1.43677862,0.00024370,0.39490182,0.06377636,0.01255383,0.49464721,1.25000804,0.20685950
-5.89194597,1.38177621,0.00023772,0.38313603,0.06155827,0.01205276,0.47178998,1.19294270,0.20313483
-5.88594297,1.32540312,0.00023420,0.37011935,0.05958935,0.01158267,0.44948401,1.13353444,0.19896112
