energy_ev,total_up,total_down,C_s_up,C_s_down,C_p_up,C_p_down,Fe_p_up,Fe_p_down,Fe_d_up,Fe_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down,Zn_p_up,Zn_p_down,Zn_d_up,Zn_d_down
-3.32266133,1.61076867,-1.61076853,0.00397266,-0.00397266,0.15167656,-0.15167656,0.41716855,-0.41716853,1.04565849,-1.04565832,0.37894117,-0.37894117,0.00000000,-0.00000000,0.18366848,-0.18366850,0.00433981,-0.00433981
-3.31665833,1.59881688,-1.59881676,0.00443240,-0.00443241,0.15630048,-0.15630049,0.42456951,-0.42456949,1.01004567,-1.01004552,0.38824645,-0.38824646,0.00000000,-0.00000000,0.18996989,-0.18996991,0.00449941,-0.00449942
-3.31065533,1.59401468,-1.59401459,0.00491165,-0.00491165,0.16084771,-0.16084771,0.43325301,-0.43325300,0.98130339,-0.98130326,0.39835944,-0.39835945,0.00000000,-0.00000000,0.19697455,-0.19697457,0.00467129,-0.00467129
-3.30465233,1.59553045,-1.59553038,0.00540548,-0.00540548,0.16521892,-0.16521892,0.44289606,-0.44289606,0.95904800,-0.95904789,0.40894882,-0.40894883,0.00000000,-0.00000000,0.20453262,-0.20453264,0.00485209,-0.00485209
-3.29864932,1.60239550,-1.60239545,0.00590825,-0.00590825,0.16931404,-0.16931404,0.45314801,-0.45314801,0.94276861,-0.94276853,0.41967596,-0.41967597,0.00000000,-0.00000000,0.21248592,-0.21248594,0.00503808,-0.00503808
-3.29264632,1.61353950,-1.61353947,0.00641372,-0.00641372,0.17303608,-0.17303608,0.46364158,-0.46364158,0.93185056,-0.93185049,0.43020341,-0.43020342,0.00000000,-0.00000000,0.22067171,-0.22067173,0.00522517,-0.00522517
-3.28664332,1.62782866,-1.62782864,0.00691512,-0.00691512,0.17629486,-0.17629486,0.47400455,-0.47400456,0.92560106,-0.92560101,0.44020364,-0.44020365,0.00000000,-0.00000000,0.22892665,-0.22892667,0.00540909,-0.00540909
-3.28064032,1.64410546,-1.64410546,0.00740537,-0.00740537,0.17901069,-0.17901070,0.48387161,-0.48387162,0.92327608,-0.92327604,0.44936771,-0.44936772,0.00000000,-0.00000000,0.23709090,-0.23709091,0.00558544,-0.00558544
-3.27463732,1.66122840,-1.66122841,0.00787726,-0.00787727,0.18111777,-0.18111777,0.49289593,-0.49289594,0.92410753,-0.92410751,0.45741361,-0.45741362,0.00000000,-0.00000000,0.24501213,-0.24501215,0.00574985,-0.00574985
-3.26863432,1.67811027,-1.67811029,0.00832365,-0.00832365,0.18256695,-0.18256695,0.50076011,-0.50076012,0.92732987,-0.92732986,0.46409407,-0.46409408,0.00000000,-0.00000000,0.25254948,-0.25254950,0.00589815,-0.00589815
-3.26263132,1.69375360,-1.69375362,0.00873768,-0.00873769,0.18332805,-0.18332805,0.50718597,-0.50718598,0.93220505,-0.93220505,0.46920338,-0.46920338,0.00000000,-0.00000000,0.25957714,-0.25957716,0.00602644,-0.00602644
-3.25662831,1.70728197,-1.70728199,0.00911302,-0.00911302,0.18339127,-0.18339127,0.51194290,-0.51194291,0.93804531,-0.93804531,0.47258312,-0.47258312,0.00000000,-0.00000000,0.26598757,-0.26598759,0.00613127,-0.00613127
-3.25062531,1.71796599,-1.71796601,0.00944402,-0.00944402,0.18276783,-0.18276783,0.51485446,-0.51485447,0.94423269,-0.94423270,0.47412646,-0.47412646,0.00000000,-0.00000000,0.27169416,-0.27169417,0.00620974,-0.00620974
-3.24462231,1.72524300,-1.72524302,0.00972596,-0.00972596,0.18148970,-0.18148970,0.51580283,-0.51580283,0.95023500,-0.95023502,0.47378084,-0.47378084,0.00000000,-0.00000000,0.27663317,-0.27663318,0.00625958,-0.00625959
-3.23861931,1.72872990,-1.72872992,0.00995517,-0.00995517,0.17960846,-0.17960846,0.51473112,-0.51473112,0.95561757,-0.95561758,0.47154890,-0.47154889,0.00000000,-0.00000000,0.28076499,-0.28076501,0.00627929,-0.00627929
-3.23261631,1.72822862,-1.72822863,0.01012914,-0.01012914,0.17719323,-0.17719323,0.51164340,-0.51164340,0.96005057,-0.96005059,0.46748755,-0.46748754,0.00000000,-0.00000000,0.28407449,-0.28407450,0.00626810,-0.00626810
-3.22661331,1.72372418,-1.72372420,0.01024661,-0.01024661,0.17432792,-0.17432792,0.50660241,-0.50660241,0.96331188,-0.96331189,0.46170523,-0.46170522,0.00000000,-0.00000000,0.28657048,-0.28657049,0.00622609,-0.00622609
-3.22061031,1.71537571,-1.71537572,0.01030758,-0.01030758,0.17110777,-0.17110777,0.49972519,-0.49972518,0.96528539,-0.96528540,0.45435738,-0.45435736,0.00000000,-0.00000000,0.28828439,-0.28828440,0.00615410,-0.00615410
-3.21460730,1.70350080,-1.70350080,0.01031328,-0.01031328,0.16763542,-0.16763542,0.49117675,-0.49117674,0.96595530,-0.96595532,0.44564023,-0.44564021,0.00000000,-0.00000000,0.28926803,-0.28926804,0.00605378,-0.00605378
-3.20860430,1.68855422,-1.68855422,0.01026610,-0.01026610,0.16401666,-0.16401666,0.48116217,-0.48116215,0.96539659,-0.96539660,0.43578329,-0.43578327,0.00000000,-0.00000000,0.28959070,-0.28959070,0.00592747,-0.00592747
-3.20260130,1.67110208,-1.67110208,0.01016947,-0.01016947,0.16035610,-0.16035610,0.46991742,-0.46991740,0.96376241,-0.96376242,0.42504068,-0.42504066,0.00000000,-0.00000000,0.28933564,-0.28933565,0.00577815,-0.00577815
-3.19659830,1.65179267,-1.65179267,0.01002769,-0.01002769,0.15675285,-0.15675286,0.45769943,-0.45769941,0.96126918,-0.96126919,0.41368168,-0.41368166,0.00000000,-0.00000000,0.28859614,-0.28859615,0.00560932,-0.00560932
-3.19059530,1.63132547,-1.63132547,0.00984574,-0.00984574,0.15329662,-0.15329662,0.44477576,-0.44477574,0.95818006,-0.95818007,0.40198100,-0.40198097,0.00000000,-0.00000000,0.28747131,-0.28747132,0.00542490,-0.00542490
-3.18459230,1.61041982,-1.61041982,0.00962906,-0.00962906,0.15006411,-0.15006411,0.43141441,-0.43141439,0.95478773,-0.95478774,0.39020904,-0.39020902,0.00000000,-0.00000000,0.28606187,-0.28606187,0.00522909,-0.00522909
-3.17858929,1.58978462,-1.58978461,0.00938337,-0.00938337,0.14711622,-0.14711622,0.41787419,-0.41787417,0.95139732,-0.95139733,0.37862271,-0.37862269,0.00000000,-0.00000000,0.28446610,-0.28446611,0.00502624,-0.00502624
-3.17258629,1.57009043,-1.57009042,0.00911443,-0.00911443,0.14449590,-0.14449591,0.40439602,-0.40439600,0.94831029,-0.94831030,0.36745698,-0.36745696,0.00000000,-0.00000000,0.28277619,-0.28277619,0.00482073,-0.00482073
-3.16658329,1.55194518,-1.55194517,0.00882783,-0.00882783,0.14222689,-0.14222689,0.39119558,-0.39119557,0.94580996,-0.94580997,0.35691779,-0.35691777,0.00000000,-0.00000000,0.28107502,-0.28107502,0.00461683,-0.00461683
-3.16058029,1.53587422,-1.53587423,0.00852882,-0.00852882,0.14031330,-0.14031330,0.37845747,-0.37845745,0.94414915,-0.94414916,0.34717634,-0.34717633,0.00000000,-0.00000000,0.27943371,-0.27943371,0.00441858,-0.00441858
-3.15457729,1.52230552,-1.52230553,0.00822219,-0.00822219,0.13874017,-0.13874018,0.36633111,-0.36633110,0.94354055,-0.94354057,0.33836521,-0.33836520,0.00000000,-0.00000000,0.27790986,-0.27790986,0.00422972,-0.00422972
-3.14857429,1.51156013,-1.51156015,0.00791210,-0.00791210,0.13747483,-0.13747483,0.35492851,-0.35492850,0.94414980,-0.94414982,0.33057622,-0.33057621,0.00000000,-0.00000000,0.27654659,-0.27654659,0.00405358,-0.00405358
-3.14257129,1.50384804,-1.50384806,0.00760208,-0.00760208,0.13646897,-0.13646898,0.34432373,-0.34432372,0.94609144,-0.94609146,0.32386023,-0.32386022,0.00000000,-0.00000000,0.27537235,-0.27537236,0.00389301,-0.00389301
-3.13656828,1.49926907,-1.49926909,0.00729494,-0.00729494,0.13566147,-0.13566148,0.33455407,-0.33455406,0.94942768,-0.94942770,0.31822872,-0.31822871,0.00000000,-0.00000000,0.27440147,-0.27440148,0.00375035,-0.00375035
-3.13056528,1.49781814,-1.49781817,0.00699280,-0.00699280,0.13498162,-0.13498163,0.32562274,-0.32562273,0.95416946,-0.95416949,0.31365706,-0.31365706,0.00000000,-0.00000000,0.27363526,-0.27363527,0.00362740,-0.00362740
-3.12456228,1.49939434,-1.49939437,0.00669713,-0.00669713,0.13435271,-0.13435272,0.31750277,-0.31750276,0.96027971,-0.96027973,0.31008915,-0.31008915,0.00000000,-0.00000000,0.27306365,-0.27306365,0.00352538,-0.00352538
-3.11855928,1.50381266,-1.50381270,0.00640879,-0.00640879,0.13369576,-0.13369576,0.31014178,-0.31014177,0.96767802,-0.96767805,0.30744323,-0.30744323,0.00000000,-0.00000000,0.27266708,-0.27266709,0.00344499,-0.00344499
-3.11255628,1.51081755,-1.51081759,0.00612818,-0.00612818,0.13293317,-0.13293317,0.30346746,-0.30346745,0.97624644,-0.97624647,0.30561848,-0.30561848,0.00000000,-0.00000000,0.27241861,-0.27241862,0.00338635,-0.00338635
-3.10655328,1.52009728,-1.52009732,0.00585526,-0.00585526,0.13199222,-0.13199222,0.29739321,-0.29739320,0.98583573,-0.98583577,0.30450194,-0.30450195,0.00000000,-0.00000000,0.27228594,-0.27228594,0.00334911,-0.00334911
-3.10055028,1.53129821,-1.53129826,0.00558974,-0.00558974,0.13080815,-0.13080815,0.29182383,-0.29182382,0.99627171,-0.99627175,0.30397562,-0.30397562,0.00000000,-0.00000000,0.27223329,-0.27223329,0.00333242,-0.00333242
-3.09454727,1.54403826,-1.54403831,0.00533111,-0.00533111,0.12932673,-0.12932673,0.28666081,-0.28666081,1.00736117,-1.00736121,0.30392308,-0.30392309,0.00000000,-0.00000000,0.27222310,-0.27222310,0.00333504,-0.00333504
-3.08854427,1.55791889,-1.55791894,0.00507880,-0.00507880,0.12750628,-0.12750628,0.28180713,-0.28180712,1.01889724,-1.01889727,0.30423551,-0.30423551,0.00000000,-0.00000000,0.27221723,-0.27221724,0.00335532,-0.00335532
-3.08254127,1.57253532,-1.57253537,0.00483225,-0.00483225,0.12531897,-0.12531896,0.27717125,-0.27717125,1.03066390,-1.03066394,0.30481675,-0.30481675,0.00000000,-0.00000000,0.27217795,-0.27217795,0.00339130,-0.00339130
-3.07653827,1.58748478,-1.58748483,0.00459094,-0.00459094,0.12275144,-0.12275143,0.27267035,-0.27267035,1.04243972,-1.04243976,0.30558725,-0.30558726,0.00000000,-0.00000000,0.27206836,-0.27206837,0.00344077,-0.00344077
-3.07053527,1.60237290,-1.60237295,0.00435451,-0.00435451,0.11980481,-0.11980480,0.26823258,-0.26823258,1.05400076,-1.05400080,0.30648670,-0.30648671,0.00000000,-0.00000000,0.27185270,-0.27185270,0.00350129,-0.00350129
-3.06453227,1.61681834,-1.61681839,0.00412274,-0.00412274,0.11649395,-0.11649395,0.26379848,-0.26379848,1.06512290,-1.06512294,0.30747531,-0.30747531,0.00000000,-0.00000000,0.27149617,-0.27149618,0.00357026,-0.00357026
-3.05852926,1.63045616,-1.63045620,0.00389558,-0.00389558,0.11284630,-0.11284629,0.25932159,-0.25932158,1.07558384,-1.07558387,0.30853381,-0.30853381,0.00000000,-0.00000000,0.27096482,-0.27096482,0.00364500,-0.00364500
-3.05252626,1.64294022,-1.64294027,0.00367316,-0.00367316,0.10890013,-0.10890012,0.25476828,-0.25476827,1.08516490,-1.08516493,0.30966223,-0.30966224,0.00000000,-0.00000000,0.27022517,-0.27022517,0.00372277,-0.00372277
-3.04652326,1.65394526,-1.65394530,0.00345576,-0.00345576,0.10470255,-0.10470254,0.25011713,-0.25011712,1.09365309,-1.09365312,0.31087764,-0.31087764,0.00000000,-0.00000000,0.26924406,-0.26924406,0.00380086,-0.00380086
-3.04052026,1.66316889,-1.66316893,0.00324376,-0.00324376,0.10030725,-0.10030724,0.24535778,-0.24535777,1.10084343,-1.10084346,0.31221100,-0.31221100,0.00000000,-0.00000000,0.26798856,-0.26798856,0.00387662,-0.00387662
-3.03451726,1.67033405,-1.67033407,0.00303766,-0.00303766,0.09577220,-0.09577219,0.24048959,-0.24048958,1.10654191,-1.10654193,0.31370355,-0.31370355,0.00000000,-0.00000000,0.26642618,-0.26642618,0.00394751,-0.00394751
-3.02851426,1.67519205,-1.67519207,0.00283799,-0.00283799,0.09115729,-0.09115728,0.23552022,-0.23552021,1.11056896,-1.11056898,0.31540279,-0.31540280,0.00000000,-0.00000000,0.26452527,-0.26452526,0.00401118,-0.00401118
-3.02251126,1.67752645,-1.67752646,0.00264531,-0.00264531,0.08652224,-0.08652223,0.23046422,-0.23046421,1.11276361,-1.11276362,0.31735853,-0.31735854,0.00000000,-0.00000000,0.26225584,-0.26225584,0.00406548,-0.00406548
-3.01650825,1.67715764,-1.67715765,0.00246014,-0.00246014,0.08192462,-0.08192461,0.22534180,-0.22534178,1.11298807,-1.11298808,0.31961913,-0.31961914,0.00000000,-0.00000000,0.25959065,-0.25959064,0.00410853,-0.00410853
-3.01050525,1.67394801,-1.67394801,0.00228296,-0.00228296,0.07741824,-0.07741823,0.22017784,-0.22017783,1.11113259,-1.11113259,0.32222821,-0.32222822,0.00000000,-0.00000000,0.25650647,-0.25650646,0.00413876,-0.00413876
-3.00450225,1.66780746,-1.66780745,0.00211418,-0.00211417,0.07305183,-0.07305182,0.21500124,-0.21500123,1.10712033,-1.10712033,0.32522211,-0.32522212,0.00000000,-0.00000000,0.25298568,-0.25298567,0.00415491,-0.00415491
-2.99849925,1.65869882,-1.65869880,0.00195408,-0.00195408,0.06886817,-0.06886816,0.20984453,-0.20984451,1.10091197,-1.10091196,0.32862804,-0.32862805,0.00000000,-0.00000000,0.24901783,-0.24901782,0.00415611,-0.00415611
-2.99249625,1.64664280,-1.64664277,0.00180289,-0.00180289,0.06490347,-0.06490346,0.20474383,-0.20474382,1.09250957,-1.09250955,0.33246319,-0.33246320,0.00000000,-0.00000000,0.24460132,-0.24460131,0.00414182,-0.00414182
-2.98649325,1.63172196,-1.63172193,0.00166071,-0.00166071,0.06118721,-0.06118720,0.19973910,-0.19973909,1.08195956,-1.08195954,0.33673473,-0.33673475,0.00000000,-0.00000000,0.23974490,-0.23974489,0.00411190,-0.00411190
-2.98049025,1.61408346,-1.61408341,0.00152753,-0.00152753,0.05774224,-0.05774223,0.19487457,-0.19487456,1.06935447,-1.06935444,0.34144060,-0.34144061,0.00000000,-0.00000000,0.23446904,-0.23446902,0.00406659,-0.00406659
-2.97448724,1.59393994,-1.59393989,0.00140326,-0.00140326,0.05458518,-0.05458517,0.19019936,-0.19019935,1.05483315,-1.05483311,0.34657109,-0.34657110,0.00000000,-0.00000000,0.22880699,-0.22880697,0.00400646,-0.00400646
-2.96848424,1.57156868,-1.57156863,0.00128775,-0.00128775,0.05172699,-0.05172699,0.18576815,-0.18576814,1.03857951,-1.03857947,0.35211099,-0.35211100,0.00000000,-0.00000000,0.22280555,-0.22280553,0.00393244,-0.00393243
-2.96248124,1.54730854,-1.54730848,0.00118077,-0.00118077,0.04917380,-0.04917379,0.18164187,-0.18164186,1.02081961,-1.02081956,0.35804216,-0.35804218,0.00000000,-0.00000000,0.21652539,-0.21652537,0.00384573,-0.00384573
-2.95647824,1.52155492,-1.52155485,0.00108205,-0.00108205,0.04692771,-0.04692770,0.17788827,-0.17788826,1.00181721,-1.00181716,0.36434628,-0.36434629,0.00000000,-0.00000000,0.21004102,-0.21004101,0.00374782,-0.00374782
-2.95047524,1.49475281,-1.49475273,0.00099128,-0.00099128,0.04498779,-0.04498779,0.17458231,-0.17458230,0.98186805,-0.98186800,0.37100753,-0.37100754,0.00000000,-0.00000000,0.20344039,-0.20344037,0.00364040,-0.00364040
-2.94447224,1.46738810,-1.46738803,0.00090816,-0.00090816,0.04335101,-0.04335101,0.17180639,-0.17180638,0.96129302,-0.96129297,0.37801513,-0.37801515,0.00000000,-0.00000000,0.19682399,-0.19682397,0.00352530,-0.00352530
-2.93846923,1.43997770,-1.43997762,0.00083238,-0.00083238,0.04201313,-0.04201313,0.16965024,-0.16965023,0.94043056,-0.94043051,0.38536537,-0.38536538,0.00000000,-0.00000000,0.19030375,-0.19030374,0.00340448,-0.00340448
-2.93246623,1.41305859,-1.41305851,0.00076366,-0.00076366,0.04096958,-0.04096958,0.16821047,-0.16821046,0.91962869,-0.91962864,0.39306306,-0.39306307,0.00000000,-0.00000000,0.18400158,-0.18400156,0.00327994,-0.00327994
-2.92646323,1.38717659,-1.38717652,0.00070171,-0.00070171,0.04021622,-0.04021622,0.16758984,-0.16758983,0.89923711,-0.89923706,0.40112232,-0.40112233,0.00000000,-0.00000000,0.17804760,-0.17804758,0.00315370,-0.00315370
-2.92046023,1.36287510,-1.36287504,0.00064632,-0.00064631,0.03975002,-0.03975002,0.16789609,-0.16789609,0.87959960,-0.87959955,0.40956656,-0.40956657,0.00000000,-0.00000000,0.17257830,-0.17257828,0.00302770,-0.00302770
-2.91445723,1.34068430,-1.34068424,0.00059727,-0.00059727,0.03956962,-0.03956962,0.16924046,-0.16924046,0.86104714,-0.86104710,0.41842767,-0.41842769,0.00000000,-0.00000000,0.16773446,-0.16773444,0.00290381,-0.00290381
-2.90845423,1.32111126,-1.32111120,0.00055444,-0.00055444,0.03967580,-0.03967580,0.17173581,-0.17173581,0.84389213,-0.84389209,0.42774451,-0.42774453,0.00000000,-0.00000000,0.16365896,-0.16365895,0.00278376,-0.00278376
-2.90245123,1.30463118,-1.30463114,0.00051770,-0.00051770,0.04007177,-0.04007177,0.17549446,-0.17549446,0.82842365,-0.82842361,0.43756065,-0.43756066,0.00000000,-0.00000000,0.16049457,-0.16049456,0.00266912,-0.00266912
-2.89644822,1.29168009,-1.29168005,0.00048700,-0.00048700,0.04076337,-0.04076337,0.18062570,-0.18062571,0.81490407,-0.81490404,0.44792163,-0.44792165,0.00000000,-0.00000000,0.15838158,-0.15838158,0.00256129,-0.00256129
-2.89044522,1.28264891,-1.28264888,0.00046231,-0.00046231,0.04175919,-0.04175919,0.18723310,-0.18723311,0.80356700,-0.80356697,0.45887189,-0.45887190,0.00000000,-0.00000000,0.15745542,-0.15745542,0.00246145,-0.00246145
-2.88444222,1.27787907,-1.27787905,0.00044367,-0.00044367,0.04307043,-0.04307044,0.19541156,-0.19541158,0.79461633,-0.79461631,0.47045135,-0.47045137,0.00000000,-0.00000000,0.15784420,-0.15784420,0.00237058,-0.00237058
-2.87843922,1.27765946,-1.27765945,0.00043112,-0.00043112,0.04471077,-0.04471078,0.20524437,-0.20524439,0.78822639,-0.78822637,0.48269218,-0.48269220,0.00000000,-0.00000000,0.15966618,-0.15966619,0.00228945,-0.00228945
-2.87243622,1.28222452,-1.28222452,0.00042475,-0.00042475,0.04669594,-0.04669594,0.21680010,-0.21680012,0.78454279,-0.78454278,0.49561560,-0.49561562,0.00000000,-0.00000000,0.16302717,-0.16302718,0.00221862,-0.00221862
-2.86643322,1.29175318,-1.29175319,0.00042467,-0.00042467,0.04904321,-0.04904321,0.23012959,-0.23012961,0.78368382,-0.78368382,0.50922913,-0.50922915,0.00000000,-0.00000000,0.16801783,-0.16801784,0.00215846,-0.00215846
-2.86043022,1.30636845,-1.30636847,0.00043101,-0.00043101,0.05177071,-0.05177072,0.24526310,-0.24526313,0.78574194,-0.78574194,0.52352434,-0.52352435,0.00000000,-0.00000000,0.17471093,-0.17471094,0.00210914,-0.00210914
-2.85442721,1.32613720,-1.32613724,0.00044386,-0.00044386,0.05489658,-0.05489659,0.26220762,-0.26220765,0.79078509,-0.79078510,0.53847519,-0.53847521,0.00000000,-0.00000000,0.18315857,-0.18315859,0.00207068,-0.00207068
-2.84842421,1.35106995,-1.35106999,0.00046335,-0.00046335,0.05843790,-0.05843791,0.28094451,-0.28094454,0.79885761,-0.79885763,0.55403718,-0.55403720,0.00000000,-0.00000000,0.19338941,-0.19338943,0.00204292,-0.00204292
-2.84242121,1.38112035,-1.38112041,0.00048954,-0.00048954,0.06240950,-0.06240951,0.30142750,-0.30142754,0.80998038,-0.80998041,0.57014713,-0.57014715,0.00000000,-0.00000000,0.20540598,-0.20540601,0.00202558,-0.00202558
-2.83641821,1.41618429,-1.41618437,0.00052248,-0.00052248,0.06682268,-0.06682269,0.32358125,-0.32358130,0.82415019,-0.82415023,0.58672377,-0.58672378,0.00000000,-0.00000000,0.21918217,-0.21918221,0.00201825,-0.00201825
-2.83041521,1.45609851,-1.45609859,0.00056213,-0.00056213,0.07168374,-0.07168375,0.34730035,-0.34730040,0.84133817,-0.84133822,0.60366903,-0.60366904,0.00000000,-0.00000000,0.23466096,-0.23466100,0.00202042,-0.00202042
-2.82441221,1.50063871,-1.50063881,0.00060838,-0.00060838,0.07699252,-0.07699253,0.37244896,-0.37244901,0.86148743,-0.86148748,0.62086990,-0.62086992,0.00000000,-0.00000000,0.25175261,-0.25175265,0.00203146,-0.00203146
-2.81840920,1.54951757,-1.54951768,0.00066105,-0.00066105,0.08274097,-0.08274098,0.39886112,-0.39886118,0.88450992,-0.88450998,0.63820081,-0.63820083,0.00000000,-0.00000000,0.27033335,-0.27033340,0.00205069,-0.00205069
-2.81240620,1.60238260,-1.60238272,0.00071982,-0.00071982,0.08891170,-0.08891172,0.42634170,-0.42634175,0.91028298,-0.91028305,0.65552632,-0.65552634,0.00000000,-0.00000000,0.29024485,-0.29024490,0.00207734,-0.00207734
-2.80640320,1.65881455,-1.65881468,0.00078426,-0.00078426,0.09547683,-0.09547685,0.45466804,-0.45466810,0.93864573,-0.93864581,0.67270406,-0.67270408,0.00000000,-0.00000000,0.31129441,-0.31129446,0.00211056,-0.00211056
-2.80040020,1.71832653,-1.71832667,0.00085382,-0.00085382,0.10239697,-0.10239699,0.48359233,-0.48359240,0.96939580,-0.96939588,0.68958764,-0.68958766,0.00000000,-0.00000000,0.33325619,-0.33325624,0.00214947,-0.00214947
-2.79439720,1.78036448,-1.78036463,0.00092781,-0.00092781,0.10962061,-0.10962063,0.51284457,-0.51284463,1.00228680,-1.00228689,0.70602957,-0.70602959,0.00000000,-0.00000000,0.35587351,-0.35587357,0.00219313,-0.00219313
-2.78839420,1.84430938,-1.84430953,0.00100541,-0.00100541,0.11708390,-0.11708391,0.54213617,-0.54213624,1.03702694,-1.03702704,0.72188382,-0.72188384,0.00000000,-0.00000000,0.37886226,-0.37886231,0.00224055,-0.00224055
-2.78239120,1.90948155,-1.90948171,0.00108565,-0.00108565,0.12471090,-0.12471092,0.57116417,-0.57116423,1.07327927,-1.07327937,0.73700816,-0.73700818,0.00000000,-0.00000000,0.40191541,-0.40191547,0.00229070,-0.00229070
-2.77638819,1.97514753,-1.97514769,0.00116748,-0.00116748,0.13241443,-0.13241444,0.59961584,-0.59961590,1.11066365,-1.11066375,0.75126605,-0.75126606,0.00000000,-0.00000000,0.42470879,-0.42470884,0.00234255,-0.00234255
-2.77038519,2.04052944,-2.04052960,0.00124972,-0.00124972,0.14009740,-0.14009742,0.62717377,-0.62717384,1.14876087,-1.14876098,0.76452810,-0.76452812,0.00000000,-0.00000000,0.44690768,-0.44690774,0.00239502,-0.00239502
-2.76438219,2.10481721,-2.10481737,0.00133114,-0.00133114,0.14765483,-0.14765485,0.65352125,-0.65352132,1.18711891,-1.18711902,0.77667320,-0.77667322,0.00000000,-0.00000000,0.46817452,-0.46817457,0.00244706,-0.00244706
-2.75837919,2.16718323,-2.16718339,0.00141044,-0.00141044,0.15497629,-0.15497631,0.67834777,-0.67834783,1.22526115,-1.22526126,0.78758915,-0.78758917,0.00000000,-0.00000000,0.48817704,-0.48817709,0.00249762,-0.00249762
-2.75237619,2.22679933,-2.22679948,0.00148633,-0.00148633,0.16194895,-0.16194897,0.70135468,-0.70135474,1.26269659,-1.26269670,0.79717311,-0.79717313,0.00000000,-0.00000000,0.50659704,-0.50659709,0.00254566,-0.00254566
-2.74637319,2.28285547,-2.28285562,0.00155752,-0.00155752,0.16846096,-0.16846098,0.72226085,-0.72226090,1.29893144,-1.29893155,0.80533182,-0.80533183,0.00000000,-0.00000000,0.52313905,-0.52313909,0.00259022,-0.00259022
-2.74037019,2.33457967,-2.33457981,0.00162279,-0.00162279,0.17440516,-0.17440517,0.74080801,-0.74080806,1.33348190,-1.33348200,0.81198175,-0.81198176,0.00000000,-0.00000000,0.53753893,-0.53753896,0.00263039,-0.00263039
-2.73436718,2.38125822,-2.38125835,0.00168104,-0.00168104,0.17968289,-0.17968290,0.75676605,-0.75676610,1.36588729,-1.36588739,0.81704931,-0.81704932,0.00000000,-0.00000000,0.54957179,-0.54957182,0.00266535,-0.00266535
-2.72836418,2.42225562,-2.42225573,0.00173127,-0.00173127,0.18420789,-0.18420789,0.76993771,-0.76993775,1.39572324,-1.39572333,0.82047122,-0.82047122,0.00000000,-0.00000000,0.55905910,-0.55905912,0.00269438,-0.00269438
-2.72236118,2.45703316,-2.45703326,0.00177265,-0.00177265,0.18790991,-0.18790991,0.78016288,-0.78016292,1.42261407,-1.42261416,0.82219512,-0.82219512,0.00000000,-0.00000000,0.56587446,-0.56587447,0.00271689,-0.00271689
-2.71635818,2.48516549,-2.48516558,0.00180458,-0.00180458,0.19073810,-0.19073810,0.78732229,-0.78732232,1.44624393,-1.44624400,0.82218053,-0.82218053,0.00000000,-0.00000000,0.56994801,-0.56994801,0.00273241,-0.00273241
-2.71035518,2.50635434,-2.50635441,0.00182662,-0.00182662,0.19266383,-0.19266384,0.79134040,-0.79134042,1.46636603,-1.46636610,0.82040012,-0.82040011,0.00000000,-0.00000000,0.57126905,-0.57126905,0.00274064,-0.00274064
-2.70435218,2.52043877,-2.52043882,0.00183861,-0.00183861,0.19368296,-0.19368295,0.79218755,-0.79218756,1.48280972,-1.48280978,0.81684127,-0.81684127,0.00000000,-0.00000000,0.56988689,-0.56988689,0.00274142,-0.00274142
-2.69834917,2.52740142,-2.52740145,0.00184058,-0.00184058,0.19381726,-0.19381725,0.78988119,-0.78988119,1.49548490,-1.49548495,0.81150794,-0.81150794,0.00000000,-0.00000000,0.56590980,-0.56590978,0.00273475,-0.00273475
-2.69234617,2.52737055,-2.52737057,0.00183283,-0.00183283,0.19311516,-0.19311515,0.78448617,-0.78448617,1.50438374,-1.50438379,0.80442263,-0.80442262,0.00000000,-0.00000000,0.55950204,-0.55950202,0.00272078,-0.00272078
-2.68634317,2.52061760,-2.52061761,0.00181584,-0.00181584,0.19165150,-0.19165149,0.77611407,-0.77611406,1.50957955,-1.50957959,0.79562829,-0.79562827,0.00000000,-0.00000000,0.55087929,-0.55087926,0.00269983,-0.00269983
-2.68034017,2.50755044,-2.50755043,0.00179033,-0.00179033,0.18952647,-0.18952646,0.76492144,-0.76492142,1.51122299,-1.51122302,0.78519015,-0.78519013,0.00000000,-0.00000000,0.54030235,-0.54030232,0.00267233,-0.00267233
-2.67433717,2.48870242,-2.48870239,0.00175717,-0.00175717,0.18686366,-0.18686365,0.75110711,-0.75110709,1.50953579,-1.50953580,0.77319708,-0.77319706,0.00000000,-0.00000000,0.52806967,-0.52806963,0.00263887,-0.00263886
-2.66833417,2.46471778,-2.46471774,0.00171738,-0.00171738,0.18380730,-0.18380729,0.73490848,-0.73490845,1.50480226,-1.50480227,0.75976243,-0.75976241,0.00000000,-0.00000000,0.51450880,-0.51450876,0.00260010,-0.00260010
-2.66233117,2.43633379,-2.43633374,0.00167210,-0.00167210,0.18051883,-0.18051882,0.71659687,-0.71659683,1.49735911,-1.49735911,0.74502413,-0.74502411,0.00000000,-0.00000000,0.49996717,-0.49996713,0.00255680,-0.00255680
