energy_ev,total_up,Ga_p_up,Ga_d_up,S_s_up,S_p_up,Ti_p_up,Ti_d_up
-6.00000000,2.32919374,0.06631103,0.00000000,0.03196782,1.49861055,1.05665214,0.55187736
-5.99399700,2.28892060,0.06561018,0.00000000,0.03134321,1.47321509,1.02390089,0.54772551
-5.98799400,2.24501320,0.06475627,0.00000000,0.03063921,1.44538181,0.99076683,0.54243603
-5.98199100,2.19810837,0.06376938,0.00000000,0.02986300,1.41551622,0.95762909,0.53612315
-5.97598799,2.14896861,0.06267415,0.00000000,0.02902280,1.38409913,0.92491251,0.52892244
-5.96998499,2.09845988,0.06149895,0.00000000,0.02812760,1.35167295,0.89307677,0.52098679
-5.96398199,2.04752483,0.06027499,0.00000000,0.02718687,1.31882533,0.86260328,0.51248207
-5.95797899,1.99715284,0.05903528,0.00000000,0.02621033,1.28617102,0.83398055,0.50358262
-5.95197599,1.94834818,0.05781343,0.00000000,0.02520762,1.25433280,0.80768859,0.49446681
-5.94597299,1.90209774,0.05664249,0.00000000,0.02418811,1.22392223,0.78418307,0.48531278
-5.93996998,1.85933962,0.05555380,0.00000000,0.02316068,1.19552103,0.76388002,0.47629461
-5.93396698,1.82093383,0.05457579,0.00000000,0.02213359,1.16966380,0.74714141,0.46757887
-5.92796398,1.78763599,0.05373305,0.00000000,0.02111432,1.14682265,0.73426253,0.45932170
-5.92196098,1.76007504,0.05304544,0.00000000,0.02010958,1.12739414,0.72546130,0.45166634
-5.91595798,1.73873549,0.05252739,0.00000000,0.01912518,1.11168894,0.72087009,0.44474114
-5.90995498,1.72394457,0.05218746,0.00000000,0.01816615,1.09992443,0.72053025,0.43865794
-5.90395198,1.71586473,0.05202806,0.00000000,0.01723669,1.09222022,0.72438945,0.43351078
-5.89794897,1.71449136,0.05204549,0.00000000,0.01634024,1.08859683,0.73230199,0.42937488
-5.89194597,1.71965564,0.05223007,0.00000000,0.01547956,1.08897725,0.74403200,0.42630587
-5.88594297,1.73103250,0.05256669,0.00000000,0.01465678,1.09319138,0.75925934,0.42433926
-5.87993997,1.74815315,0.05303533,0.00000000,0.01387346,1.10098317,0.77758810,0.42349001
-5.87393697,1.77042176,0.05361196,0.00000000,0.01313064,1.11202009,0.79855738,0.42375254
-5.86793397,1.79713592,0.05426943,0.00000000,0.01242892,1.12590492,0.82165400,0.42510091
