energy_ev,total_up,Au_p_up,Au_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up
-6.00000000,4.10147833,0.54830054,3.66719757,0.00862944,0.11114217,0.26090588,0.00000000
-5.99399700,4.15713314,0.54516765,3.72732811,0.00819152,0.11104083,0.25774830,0.00000000
-5.98799400,4.21141882,0.54248740,3.78564543,0.00781116,0.11089752,0.25524237,0.00000000
-5.98199100,4.26343223,0.54017418,3.84129184,0.00748901,0.11069601,0.25336802,0.00000000
-5.97598799,4.31235978,0.53815011,3.89349385,0.00722506,0.11042530,0.25210130,0.00000000
-5.96998499,4.35750835,0.53634878,3.94159036,0.00701864,0.11008030,0.25141620,0.00000000
-5.96398199,4.39832844,0.53471796,3.98505391,0.00686841,0.10966223,0.25128631,0.00000000
-5.95797899,4.43442814,0.53322095,4.02350362,0.00677239,0.10917861,0.25168613,0.00000000
-5.95197599,4.46557696,0.53183660,4.05670907,0.00672799,0.10864290,0.25259202,0.00000000
-5.94597299,4.49169928,0.53055786,4.08458493,0.00673195,0.10807379,0.25398249,0.00000000
-5.93996998,4.51285798,0.52938892,4.10717679,0.00678040,0.10749409,0.25583803,0.00000000
-5.93396698,4.52922940,0.52834137,4.12463922,0.00686886,0.10692937,0.25814023,0.00000000
-5.92796398,4.54107142,0.52742940,4.13720778,0.00699225,0.10640636,0.26087050,0.00000000
-5.92196098,4.54868687,0.52666455,4.14516667,0.00714494,0.10595123,0.26400829,0.00000000
-5.91595798,4.55238492,0.52605043,4.14881458,0.00732080,0.10558777,0.26752897,0.00000000
-5.90995498,4.55244302,0.52557777,4.14843091,0.00751328,0.10533574,0.27140173,0.00000000
-5.90395198,4.54907207,0.52522015,4.14424476,0.00771547,0.10520928,0.27558739,0.00000000
-5.89794897,4.54238715,0.52493091,4.13640865,0.00792027,0.10521563,0.28003654,0.00000000
-5.89194597,4.53238595,0.52464133,4.12497891,0.00812048,0.10535418,0.28468805,0.00000000
-5.88594297,4.51893619,0.52426038,4.10990391,0.00830898,0.10561583,0.28946820,0.00000000
-5.87993997,4.50177305,0.52367606,4.09102096,0.00847890,0.10598291,0.29429045,0.00000000
-5.87393697,4.48050677,0.52275832,4.06806211,0.00862376,0.10642945,0.29905598,0.00000000
-5.86793397,4.45464017,0.52136340,4.04066845,0.00873772,0.10692187,0.30365512,0.00000000
-5.86193097,4.42359493,0.51933938,4.00841221,0.00881564,0.10742014,0.30796941,0.00000000
-5.85592796,4.38674534,0.51653262,3.97082529,0.00885333,0.10787922,0.31187458,0.00000000
-5.84992496,4.34345751,0.51279481,3.92743259,0.00884760,0.10825081,0.31524401,0.00000000
-5.84392196,4.29313205,0.50799016,3.87778834,0.00879640,0.10848530,0.31795273,0.00000000
-5.83791896,4.23524780,0.50200237,3.82151347,0.00869884,0.10853384,0.31988184,0.00000000
-5.83191596,4.16940445,0.49474114,3.75833195,0.00855523,0.10835036,0.32092292,0.00000000
-5.82591296,4.09536182,0.48614775,3.68810434,0.00836704,0.10789359,0.32098251,0.00000000
-5.81990995,4.01307393,0.47619952,3.61085680,0.00813684,0.10712888,0.31998633,0.00000000
-5.81390695,3.92271615,0.46491297,3.52680413,0.00786817,0.10602981,0.31788300,0.00000000
-5.80790395,3.82470424,0.45234559,3.43636585,0.00756544,0.10457944,0.31464726,0.00000000
-5.80190095,3.71970436,0.43859605,3.34017430,0.00723373,0.10277127,0.31028240,0.00000000
-5.79589795,3.60863352,0.42380304,3.23907467,0.00687859,0.10060979,0.30482181,0.00000000
-5.78989495,3.49265052,0.40814262,3.13411662,0.00650590,0.09811063,0.29832963,0.00000000
-5.78389195,3.37313755,0.39182447,3.02653786,0.00612162,0.09530030,0.29090035,0.00000000
-5.77788894,3.25167315,0.37508686,2.91774023,0.00573165,0.09221556,0.28265748,0.00000000
-5.77188594,3.12999732,0.35819091,2.80925903,0.00534161,0.08890240,0.27375114,0.00000000
-5.76588294,3.00997009,0.34141401,2.70272659,0.00495670,0.08541475,0.26435479,0.00000000
-5.75987994,2.89352466,0.32504278,2.59983130,0.00458163,0.08181289,0.25466106,0.00000000
-5.75387694,2.78261675,0.30936580,2.50227332,0.00422044,0.07816166,0.24487694,0.00000000
-5.74787394,2.67917154,0.29466615,2.41171828,0.00387652,0.07452850,0.23521827,0.00000000
-5.74187094,2.58502989,0.28121408,2.32975048,0.00355252,0.07098146,0.22590392,0.00000000
-5.73586793,2.50189531,0.26925987,2.25782689,0.00325040,0.06758718,0.21714967,0.00000000
-5.72986493,2.43128334,0.25902719,2.19723339,0.00297144,0.06440886,0.20916198,0.00000000
-5.72386193,2.37447481,0.25070690,2.14904442,0.00271625,0.06150448,0.20213205,0.00000000
-5.71785893,2.33247427,0.24445162,2.11408756,0.00248491,0.05892501,0.19623001,0.00000000
-5.71185593,2.30597505,0.24037104,2.09291377,0.00227700,0.05671304,0.19159976,0.00000000
-5.70585293,2.29533199,0.23852826,2.08577466,0.00209170,0.05490147,0.18835447,0.00000000
-5.69984992,2.30054271,0.23893713,2.09260726,0.00192785,0.05351269,0.18657282,0.00000000
-5.69384692,2.32123842,0.24156075,2.11302725,0.00178410,0.05255792,0.18629634,0.00000000
-5.68784392,2.35668450,0.24631130,2.14633073,0.00165891,0.05203700,0.18752777,0.00000000
-5.68184092,2.40579136,0.25305110,2.19150501,0.00155069,0.05193849,0.19023053,0.00000000
-5.67583792,2.46713530,0.26159514,2.24724811,0.00145781,0.05224006,0.19432943,0.00000000
-5.66983492,2.53898922,0.27171481,2.31199673,0.00137865,0.05290931,0.19971258,0.00000000
-5.66383192,2.61936242,0.28314313,2.38396204,0.00131167,0.05390477,0.20623438,0.00000000
-5.65782891,2.70604844,0.29558110,2.46117234,0.00125542,0.05517727,0.21371957,0.00000000
-5.65182591,2.79667973,0.30870509,2.54152150,0.00120851,0.05667144,0.22196828,0.00000000
-5.64582291,2.88878754,0.32217519,2.62282164,0.00116970,0.05832747,0.23076176,0.00000000
-5.63981991,2.97986508,0.33564408,2.70285859,0.00113782,0.06008284,0.23986868,0.00000000
-5.63381691,3.06743205,0.34876632,2.77944821,0.00111180,0.06187426,0.24905180,0.00000000
-5.62781391,3.14909847,0.36120757,2.85049198,0.00109068,0.06363945,0.25807470,0.00000000
-5.62181091,3.22262542,0.37265346,2.91402969,0.00107357,0.06531889,0.26670834,0.00000000
-5.61580790,3.28598092,0.38281784,2.96828784,0.00105963,0.06685743,0.27473727,0.00000000
-5.60980490,3.33738885,0.39145002,3.01172179,0.00104810,0.06820566,0.28196512,0.00000000
-5.60380190,3.37536941,0.39834067,3.04305061,0.00103827,0.06932104,0.28821940,0.00000000
-5.59779890,3.39876979,0.40332632,3.06128334,0.00102948,0.07016880,0.29335518,0.00000000
-5.59179590,3.40678416,0.40629215,3.06573599,0.00102109,0.07072239,0.29725773,0.00000000
-5.58579290,3.39896268,0.40717306,3.05603906,0.00101254,0.07096381,0.29984411,0.00000000
-5.57978989,3.37520953,0.40595307,3.03213557,0.00100329,0.07088346,0.30106342,0.00000000
-5.57378689,3.33577058,0.40266299,2.99427011,0.00099286,0.07047981,0.30089617,0.00000000
-5.56778389,3.28121159,0.39737680,2.94296976,0.00098083,0.06975881,0.29935253,0.00000000
-5.56178089,3.21238838,0.39020662,2.87901804,0.00096683,0.06873301,0.29646976,0.00000000
-5.55577789,3.13041053,0.38129690,2.80342325,0.00095056,0.06742065,0.29230909,0.00000000
-5.54977489,3.03660052,0.37081791,2.71738282,0.00093179,0.06584459,0.28695200,0.00000000
-5.54377189,2.93245001,0.35895896,2.62224513,0.00091036,0.06403116,0.28049638,0.00000000
-5.53776888,2.81957528,0.34592164,2.51947055,0.00088619,0.06200912,0.27305255,0.00000000
-5.53176588,2.69967345,0.33191337,2.41059295,0.00085927,0.05980858,0.26473944,0.00000000
-5.52576288,2.57448091,0.31714156,2.29718315,0.00082968,0.05746011,0.25568111,0.00000000
-5.51975988,2.44573529,0.30180845,2.18081514,0.00079755,0.05499391,0.24600352,0.00000000
-5.51375688,2.31514158,0.28610688,2.06303592,0.00076311,0.05243915,0.23583193,0.00000000
-5.50775388,2.18434321,0.27021701,1.94533938,0.00072660,0.04982350,0.22528871,0.00000000
-5.50175088,2.05489794,0.25430398,1.82914433,0.00068837,0.04717274,0.21449164,0.00000000
-5.49574787,1.92825869,0.23851645,1.71577670,0.00064875,0.04451058,0.20355272,0.00000000
-5.48974487,1.80575876,0.22298596,1.60645545,0.00060814,0.04185857,0.19257733,0.00000000
-5.48374187,1.68860098,0.20782699,1.50228194,0.00056695,0.03923607,0.18166369,0.00000000
-5.47773887,1.57785011,0.19313744,1.40423197,0.00052558,0.03666037,0.17090259,0.00000000
-5.47173587,1.47442770,0.17899958,1.31315025,0.00048444,0.03414681,0.16037720,0.00000000
-5.46573287,1.37910896,0.16548117,1.22974642,0.00044392,0.03170888,0.15016295,0.00000000
-5.45972986,1.29252095,0.15263666,1.15459248,0.00040439,0.02935840,0.14032742,0.00000000
-5.45372686,1.21514171,0.14050837,1.08812118,0.00036618,0.02710565,0.13093015,0.00000000
-5.44772386,1.14730016,0.12912758,1.03062516,0.00032959,0.02495944,0.12202237,0.00000000
-5.44172086,1.08917666,0.11851551,0.98225698,0.00029486,0.02292721,0.11364671,0.00000000
-5.43571786,1.04080441,0.10868404,0.94303002,0.00026221,0.02101508,0.10583684,0.00000000
-5.42971486,1.00207186,0.09963639,0.91282058,0.00023180,0.01922783,0.09861706,0.00000000
-5.42371186,0.97272660,0.09136765,0.89137143,0.00020374,0.01756894,0.09200202,0.00000000
-5.41770885,0.95238104,0.08386515,0.87829731,0.00017813,0.01604057,0.08599652,0.00000000
-5.41170585,0.94052027,0.07710893,0.87309252,0.00015501,0.01464354,0.08059540,0.00000000
