energy_ev,total_up,C_s_up,C_p_up,Os_p_up,Os_d_up,Se_s_up,Se_p_up
-5.57978989,2.38134663,0.00580616,0.21030968,1.17311823,0.74784590,0.04250336,0.98931788
-5.57378689,2.27764121,0.00585496,0.18823907,1.09205853,0.71228741,0.04046919,0.96626306
-5.56778389,2.18435236,0.00590813,0.16810730,1.01762733,0.68279463,0.03854384,0.94381360
-5.56178089,2.10052055,0.00596041,0.14981137,0.94924094,0.65869599,0.03672951,0.92197757
-5.55577789,2.02523352,0.00600692,0.13324848,0.88633528,0.63935623,0.03502810,0.90076574
-5.54977489,1.95764073,0.00604322,0.11831754,0.82837498,0.62418618,0.03344114,0.88019145
-5.54377189,1.89696297,0.00606545,0.10491999,0.77485996,0.61264927,0.03196969,0.86027047
-5.53776888,1.84249799,0.00607039,0.09296021,0.72533007,0.60426508,0.03061421,0.84102086
-5.53176588,1.79362254,0.00605552,0.08234557,0.67936788,0.59861024,0.02937445,0.82246289
-5.52576288,1.74979146,0.00601907,0.07298627,0.63660023,0.59531711,0.02824938,0.80461882
-5.51975988,1.71053430,0.00596004,0.06479516,0.59669858,0.59407072,0.02723712,0.78751272
-5.51375688,1.67545024,0.00587818,0.05768763,0.55937851,0.59460444,0.02633491,0.77116998
-5.50775388,1.64420163,0.00577399,0.05158150,0.52439842,0.59669484,0.02553907,0.75561675
-5.50175088,1.61650700,0.00564865,0.04639721,0.49155767,0.60015623,0.02484502,0.74087925
-5.49574787,1.59213403,0.00550395,0.04205811,0.46069411,0.60483541,0.02424739,0.72698299
-5.48974487,1.57089315,0.00534226,0.03849103,0.43168134,0.61060696,0.02374002,0.71395207
-5.48374187,1.55263229,0.00516635,0.03562703,0.40442554,0.61736946,0.02331613,0.70180871
-5.47773887,1.53723337,0.00497936,0.03340234,0.37886222,0.62504296,0.02296846,0.69057315
-5.47173587,1.52461077,0.00478469,0.03175948,0.35495290,0.63356786,0.02268943,0.68026399
-5.46573287,1.51471216,0.00458588,0.03064857,0.33268182,0.64290515,0.02247140,0.67089931
-5.45972986,1.50752149,0.00438649,0.03002863,0.31205291,0.65303806,0.02230688,0.66249832
-5.45372686,1.50306408,0.00419010,0.02986908,0.29308706,0.66397482,0.02218880,0.65508375
-5.44772386,1.50141330,0.00400015,0.03015115,0.27581975,0.67575220,0.02211082,0.64868477
-5.44172086,1.50269802,0.00381993,0.03086928,0.26029909,0.68843929,0.02206754,0.64334028
-5.43571786,1.50711020,0.00365252,0.03203242,0.24658436,0.70214113,0.02205485,0.63910224
-5.42971486,1.51491139,0.00350078,0.03366517,0.23474485,0.71700148,0.02207013,0.63603880
-5.42371186,1.52643724,0.00336731,0.03580868,0.22485905,0.73320413,0.02211242,0.63423684
-5.41770885,1.54209891,0.00325447,0.03852122,0.21701397,0.75097235,0.02218266,0.63380347
-5.41170585,1.56238048,0.00316438,0.04187835,0.21130447,0.77056588,0.02228365,0.63486632
-5.40570285,1.58783181,0.00309897,0.04597271,0.20783250,0.79227528,0.02242016,0.63757227
-5.39969985,1.61905626,0.00305996,0.05091313,0.20670594,0.81641353,0.02259874,0.64208448
-5.39369685,1.65669333,0.00304892,0.05682324,0.20803700,0.84330487,0.02282763,0.64857771
-5.38769385,1.70139665,0.00306733,0.06383941,0.21194003,0.87327133,0.02311645,0.65723201
-5.38169085,1.75380785,0.00311659,0.07210794,0.21852856,0.90661744,0.02347585,0.66822513
-5.37568784,1.81452748,0.00319807,0.08178165,0.22791171,0.94361370,0.02391715,0.68172383
-5.36968484,1.88408442,0.00331316,0.09301569,0.24018980,0.98447984,0.02445183,0.69787477
-5.36368184,1.96290526,0.00346331,0.10596279,0.25544939,1.02936875,0.02509106,0.71679539
-5.35767884,2.05128538,0.00365009,0.12076794,0.27375776,1.07835206,0.02584523,0.73856543
-5.35167584,2.14936347,0.00387520,0.13756270,0.29515713,1.13140825,0.02672341,0.76321961
-5.34567284,2.25710102,0.00414049,0.15645919,0.31965874,1.18841432,0.02773299,0.79074199
-5.33966983,2.37426807,0.00444804,0.17754409,0.34723721,1.24914152,0.02887920,0.82106244
-5.33366683,2.50043632,0.00480012,0.20087278,0.37782527,1.31325570,0.03016490,0.85405548
-5.32766383,2.63498005,0.00519921,0.22646388,0.41130932,1.38032240,0.03159033,0.88954154
-5.32166083,2.77708516,0.00564793,0.25429445,0.44752606,1.44981679,0.03315300,0.92729069
-5.31565783,2.92576576,0.00614907,0.28429611,0.48626034,1.52113784,0.03484774,0.96702861
-5.30965483,3.07988778,0.00670543,0.31635223,0.52724458,1.59362639,0.03666681,1.00844432
-5.30365183,3.23819829,0.00731975,0.35029651,0.57015991,1.66658606,0.03860013,1.05119933
-5.29764882,3.39935905,0.00799456,0.38591302,0.61463898,1.73930613,0.04063565,1.09493761
-5.29164582,3.56198277,0.00873199,0.42293772,0.66027066,1.81108522,0.04275972,1.13929565
-5.28564282,3.72467020,0.00953361,0.46106170,0.70660646,1.88125474,0.04495763,1.18391220
-5.27963982,3.88604636,0.01040015,0.49993593,0.75316852,1.94920080,0.04721413,1.22843705
-5.27363682,4.04479440,0.01133131,0.53917744,0.79945911,2.01438388,0.04951397,1.27253835
-5.26763382,4.19968578,0.01232550,0.57837681,0.84497125,2.07635521,0.05184248,1.31590835
-5.26163082,4.34960576,0.01337962,0.61710671,0.88920007,2.13476937,0.05418608,1.35826714
-5.25562781,4.49357352,0.01448885,0.65493115,0.93165479,2.18939285,0.05653274,1.39936464
-5.24962481,4.63075683,0.01564651,0.69141525,0.97187064,2.24010825,0.05887239,1.43898076
-5.24362181,4.76048130,0.01684397,0.72613504,1.00942050,2.28691446,0.06119718,1.47692420
-5.23761881,4.88223456,0.01807060,0.75868710,1.04392576,2.32992311,0.06350166,1.51303013
-5.23161581,4.99566624,0.01931389,0.78869759,1.07506613,2.36935171,0.06578284,1.54715729
-5.22561281,5.10058440,0.02055954,0.81583046,1.10258786,2.40551420,0.06804003,1.57918491
-5.21960980,5.19694929,0.02179179,0.83979462,1.12631028,2.43880949,0.07027470,1.60900995
-5.21360680,5.28486531,0.02299369,0.86034977,1.14613034,2.46970865,0.07249001,1.63654495
-5.20760380,5.36457170,0.02414762,0.87731086,1.16202488,2.49874121,0.07469039,1.66171687
-5.20160080,5.43643242,0.02523574,0.89055099,1.17405070,2.52648115,0.07688097,1.68446697
-5.19559780,5.50092544,0.02624058,0.90000290,1.18234224,2.55353264,0.07906687,1.70475166
-5.18959480,5.55863124,0.02714561,0.90565890,1.18710706,2.58051586,0.08125257,1.72254444
-5.18359180,5.61022018,0.02793583,0.90756937,1.18861902,2.60805272,0.08344120,1.73783832
-5.17758879,5.65643834,0.02859833,0.90583998,1.18720960,2.63675240,0.08563386,1.75064853
-5.17158579,5.69809102,0.02912281,0.90062775,1.18325737,2.66719647,0.08782905,1.76101512
-5.16558279,5.73602339,0.02950195,0.89213601,1.17717599,2.69992347,0.09002218,1.76900481
-5.15957979,5.77109782,0.02973170,0.88060859,1.16940115,2.73541264,0.09220517,1.77471181
-5.15357679,5.80416758,0.02981153,0.86632320,1.16037668,2.77406688,0.09436627,1.77825720
-5.14757379,5.83604710,0.02974436,0.84958440,1.15054046,2.81619507,0.09648998,1.77978656
-5.14157079,5.86747912,0.02953653,0.83071619,1.14031038,2.86199407,0.09855721,1.77946589
-5.13556778,5.89910002,0.02919749,0.81005442,1.13007097,2.91153096,0.10054553,1.77747569
-5.12956478,5.93140438,0.02873947,0.78793929,1.12016111,2.96472640,0.10242966,1.77400370
-5.12356178,5.96471092,0.02817698,0.76470809,1.11086336,3.02134015,0.10418203,1.76923638
-5.11755878,5.99913166,0.02752626,0.74068829,1.10239520,3.08095974,0.10577350,1.76335001
-5.11155578,6.03454678,0.02680467,0.71619128,1.09490273,3.14299369,0.10717416,1.75650177
-5.10555278,6.07058735,0.02603004,0.69150692,1.08845708,3.20667029,0.10835416,1.74882165
-5.09954977,6.10662800,0.02522011,0.66689895,1.08305373,3.27104308,0.10928459,1.74040580
-5.09354677,6.14179120,0.02439192,0.64260151,1.07861482,3.33500369,0.10993833,1.73131189
-5.08754377,6.17496431,0.02356132,0.61881680,1.07499459,3.39730253,0.11029089,1.72155711
-5.08154077,6.20482968,0.02274259,0.59571392,1.07198757,3.45657734,0.11032109,1.71111894
-5.07553777,6.22990753,0.02194812,0.57342891,1.06933939,3.51138893,0.11001181,1.69993887
-5.06953477,6.24861008,0.02118823,0.55206594,1.06675963,3.56026338,0.10935043,1.68792896
-5.06353177,6.25930503,0.02047110,0.53169946,1.06393630,3.60173899,0.10832933,1.67498090
-5.05752876,6.26038531,0.01980278,0.51237724,1.06055110,3.63441627,0.10694615,1.66097683
-5.05152576,6.25034177,0.01918735,0.49412401,1.05629485,3.65700854,0.10520396,1.64580148
-5.04552276,6.22783476,0.01862707,0.47694549,1.05088230,3.66839098,0.10311127,1.62935435
-5.03951976,6.19176076,0.01812265,0.46083251,1.04406552,3.66764542,0.10068193,1.61156147
-5.03351676,6.14130999,0.01767350,0.44576507,1.03564525,3.65409868,0.09793490,1.59238535
-5.02751376,6.07601175,0.01727804,0.43171592,1.02547954,3.62735222,0.09489391,1.57183274
-5.02151076,5.99576451,0.01693392,0.41865358,1.01348933,3.58730153,0.09158695,1.54995914
-5.01550775,5.90084887,0.01663829,0.40654467,0.99966068,3.53414411,0.08804575,1.52686993
-5.00950475,5.79192255,0.01638795,0.39535530,0.98404351,3.46837541,0.08430515,1.50271772
-5.00350175,5.66999770,0.01617952,0.38505173,0.96674715,3.39077299,0.08040231,1.47769617
-4.99749875,5.53640167,0.01600951,0.37560011,0.94793288,3.30236972,0.07637607,1.45203060
-4.99149575,5.39272388,0.01587434,0.36696564,0.92780412,3.20441740,0.07226604,1.42596599
-4.98549275,5.24075197,0.01577038,0.35911119,0.90659478,3.09834276,0.06811191,1.39975335
-4.97948974,5.08240112,0.01569388,0.35199562,0.88455676,2.98569834,0.06395262,1.37363549
-4.97348674,4.91964089,0.01564093,0.34557214,0.86194721,2.86811070,0.05982567,1.34783314
-4.96748374,4.75442405,0.01560744,0.33978684,0.83901645,2.74722880,0.05576643,1.32253274
-4.96148074,4.58862147,0.01558909,0.33457771,0.81599735,2.62467503,0.05180762,1.29787671
-4.95547774,4.42396671,0.01558135,0.32987430,0.79309680,2.50200128,0.04797882,1.27395725
-4.94947474,4.26201341,0.01557952,0.32559812,0.77048963,2.38065188,0.04430617,1.25081405
-4.94347174,4.10410712,0.01557879,0.32166405,0.74831550,2.26193496,0.04081215,1.22843640
-4.93746873,3.95137269,0.01557439,0.31798241,0.72667871,2.14700286,0.03751555,1.20676957
-4.93146573,3.80471689,0.01556176,0.31446195,0.70565087,2.03684182,0.03443158,1.18572519
-4.92546273,3.66484503,0.01553677,0.31101336,0.68527614,1.93227065,0.03157203,1.16519494
-4.91945973,3.53228924,0.01549590,0.30755328,0.66557855,1.83394727,0.02894565,1.14506676
-4.91345673,3.40744557,0.01543656,0.30400833,0.64657080,1.74238175,0.02655855,1.12524229
-4.90745373,3.29061633,0.01535723,0.30031905,0.62826385,1.65795420,0.02441467,1.10565448
-4.90145073,3.18205394,0.01525772,0.29644342,0.61067654,1.58093550,0.02251630,1.08628403
-4.89544772,3.08200250,0.01513934,0.29235962,0.59384453,1.51150894,0.02086463,1.06717343
-4.88944472,2.99073373,0.01500494,0.28806786,0.57782785,1.44979089,0.01946018,1.04843756
-4.88344172,2.90857427,0.01485905,0.28359107,0.56271658,1.39584895,0.01830328,1.03026995
-4.87743872,2.83592211,0.01470774,0.27897444,0.54863410,1.34971605,0.01739441,1.01294403
-4.87143572,2.77325088,0.01455858,0.27428359,0.53573772,1.31139998,0.01673439,0.99680920
-4.86543272,2.72110146,0.01442039,0.26960168,0.52421661,1.28088743,0.01632452,0.98228154
-4.85942971,2.68006142,0.01430301,0.26502540,0.51428698,1.25814297,0.01616654,0.96982972
-4.85342671,2.65073369,0.01421696,0.26066010,0.50618493,1.24310316,0.01626245,0.95995652
-4.84742371,2.63369661,0.01417304,0.25661446,0.50015720,1.23566667,0.01661423,0.95317714
-4.84142071,2.62945799,0.01418193,0.25299478,0.49645044,1.23568166,0.01722340,0.94999516
-4.83541771,2.63840653,0.01425381,0.24989938,0.49529951,1.24293162,0.01809050,0.95087764
-4.82941471,2.66076391,0.01439788,0.24741340,0.49691554,1.25712124,0.01921449,0.95623054
-4.82341171,2.69654088,0.01462200,0.24560429,0.50147439,1.27786385,0.02059215,0.96637597
-4.81740870,2.74550075,0.01493239,0.24451822,0.50910612,1.30467169,0.02221744,0.98153241
-4.81140570,2.80713289,0.01533330,0.24417771,0.51988609,1.33695036,0.02408092,1.00179911
-4.80540270,2.88063863,0.01582686,0.24458048,0.53382828,1.37399832,0.02616925,1.02714560
-4.79939970,2.96493108,0.01641296,0.24569977,0.55088101,1.41501216,0.02846485,1.05740702
-4.79339670,3.05864968,0.01708925,0.24748591,0.57092562,1.45909789,0.03094569,1.09228568
-4.78739370,3.16018954,0.01785118,0.24986918,0.59377804,1.50528812,0.03358530,1.13135888
-4.78139070,3.26774460,0.01869225,0.25276382,0.61919329,1.55256479,0.03635296,1.17409291
-4.77538769,3.37936325,0.01960420,0.25607276,0.64687278,1.59988648,0.03921422,1.21986261
-4.76938469,3.49301383,0.02057741,0.25969307,0.67647412,1.64621940,0.04213156,1.26797571
-4.76338169,3.60665742,0.02160120,0.26352165,0.70762295,1.69057054,0.04506531,1.31770097
-4.75737869,3.71832430,0.02266435,0.26746087,0.73992631,1.73202153,0.04797484,1.36829864
-4.75137569,3.82619074,0.02375548,0.27142381,0.77298694,1.76976165,0.05081978,1.41905213
-4.74537269,3.92865217,0.02486356,0.27533899,0.80641779,1.80311824,0.05356149,1.46929914
-4.73936968,4.02438931,0.02597828,0.27915404,0.83985609,1.83158313,0.05616451,1.51846080
-4.73336668,4.11242364,0.02709047,0.28283831,0.87297620,1.85483349,0.05859799,1.56606743
-4.72736368,4.19215955,0.02819248,0.28638424,0.90550074,1.87274622,0.06083711,1.61177955
-4.72136068,4.26341060,0.02927838,0.28980739,0.93720931,1.88540472,0.06286422,1.65540296
-4.71535768,4.32640843,0.03034424,0.29314504,0.96794438,1.89309773,0.06466982,1.69689709
-4.70935468,4.38179341,0.03138818,0.29645366,0.99761402,1.89631008,0.06625324,1.73637608
-4.70335168,4.43058717,0.03241046,0.29980511,1.02619143,1.89570550,0.06762293,1.77410226
-4.69734867,4.47414805,0.03341337,0.30328200,1.05371106,1.89210227,0.06879636,1.81047234
-4.69134567,4.51411107,0.03440112,0.30697230,1.08026169,1.88644269,0.06979955,1.84599668
-4.68534267,4.55231527,0.03537961,0.31096364,1.10597682,1.87975761,0.07066617,1.88127259
-4.67933967,4.59072163,0.03635612,0.31533735,1.13102271,1.87312786,0.07143619,1.91695275
-4.67333667,4.63132521,0.03733897,0.32016289,1.15558488,1.86764407,0.07215430,1.95371033
-4.66733367,4.67606592,0.03833707,0.32549268,1.17985375,1.86436703,0.07286797,1.99220226
-4.66133067,4.72674186,0.03935950,0.33135772,1.20401011,1.86429029,0.07362535,2.03303252
-4.65532766,4.78492966,0.04041500,0.33776424,1.22821132,1.86830690,0.07447306,2.07671717
-4.64932466,4.85191552,0.04151147,0.34469144,1.25257890,1.87718180,0.07545400,2.12365297
-4.64332166,4.92864047,0.04265548,0.35209065,1.27718832,1.89153127,0.07660529,2.17409101
-4.63731866,5.01566245,0.04385176,0.35988568,1.30206141,1.91181022,0.07795640,2.22811689
-4.63131566,5.11313717,0.04510281,0.36797458,1.32716196,1.93830806,0.07952770,2.28563849
-4.62531266,5.22081875,0.04640842,0.37623258,1.35239468,1.97115313,0.08132931,2.34638215
-4.61930965,5.33808008,0.04776546,0.38451614,1.37760770,2.01032521,0.08336057,2.40989747
-4.61330665,5.46395187,0.04916755,0.39266796,1.40259848,2.05567556,0.08560995,2.47557088
-4.60730365,5.59717858,0.05060503,0.40052259,1.42712283,2.10695290,0.08805556,2.54264738
-4.60130065,5.73628818,0.05206490,0.40791256,1.45090670,2.16383399,0.09066623,2.61025964
-4.59529765,5.87967233,0.05353102,0.41467465,1.47366005,2.22595690,0.09340299,2.67746312
-4.58929465,6.02567277,0.05498436,0.42065608,1.49509228,2.29295481,0.09622115,2.74327571
-4.58329165,6.17266944,0.05640341,0.42572039,1.51492824,2.36448847,0.09907260,2.80672001
-4.57728864,6.31916574,0.05776481,0.42975271,1.53292417,2.44027516,0.10190834,2.86686624
-4.57128564,6.46386633,0.05904394,0.43266432,1.54888270,2.52011246,0.10468121,2.92287370
-4.56528264,6.60574346,0.06021577,0.43439619,1.56266609,2.60389517,0.10734847,2.97402876
-4.55927964,6.74408813,0.06125567,0.43492156,1.57420704,2.69162439,0.10987425,3.01977736
-4.55327664,6.87854340,0.06214030,0.43424734,1.58351639,2.78340798,0.11223167,3.05975051
-4.54727364,7.00911790,0.06284849,0.43241432,1.59068736,2.87945230,0.11440453,3.09378136
-4.54127064,7.13617884,0.06336207,0.42949628,1.59589589,2.98004545,0.11638847,3.12191294
-4.53526763,7.26042473,0.06366661,0.42559795,1.59939706,3.08553304,0.11819155,3.14439612
-4.52926463,7.38283931,0.06375206,0.42085199,1.60151759,3.19628750,0.11983415,3.16167797
-4.52326163,7.50462896,0.06361318,0.41541509,1.60264473,3.31267276,0.12134826,3.17438094
-4.51725863,7.62714698,0.06324986,0.40946334,1.60321197,3.43500612,0.12277620,3.18327407
-4.51125563,7.75180867,0.06266716,0.40318699,1.60368224,3.56351930,0.12416876,3.18923768
-4.50525263,7.88000155,0.06187525,0.39678491,1.60452921,3.69832083,0.12558294,3.19322329
-4.49924962,8.01299554,0.06088904,0.39045879,1.60621772,3.83936167,0.12707933,3.19621104
-4.49324662,8.15185742,0.05972770,0.38440740,1.60918412,3.98640581,0.12871939,3.19916650
-4.48724362,8.29737401,0.05841406,0.37882096,1.61381751,4.13900740,0.13056258,3.20299936
-4.48124062,8.44998758,0.05697379,0.37387585,1.62044264,4.29649538,0.13266377,3.20852563
-4.47523762,8.60974659,0.05543460,0.36972986,1.62930541,4.45796646,0.13507068,3.21643544
-4.46923462,8.77627364,0.05382536,0.36651792,1.64056145,4.62228653,0.13782186,3.22726750
-4.46323162,8.94875189,0.05217521,0.36434861,1.65426843,4.78810062,0.14094503,3.24139137
-4.45722861,9.12592988,0.05051279,0.36330131,1.67038217,4.95385075,0.14445591,3.25899776
-4.45122561,9.30614415,0.04886546,0.36342429,1.68875687,5.11780103,0.14835762,3.28009704
-4.44522261,9.48735790,0.04725870,0.36473341,1.70914923,5.27806896,0.15264064,3.30452527
-4.43921961,9.66721344,0.04571557,0.36721177,1.73122607,5.43266187,0.15728319,3.33195694
-4.43321661,9.84309581,0.04425634,0.37081006,1.75457525,5.57951730,0.16225215,3.36192325
-4.42721361,10.01220432,0.04289826,0.37544767,1.77871896,5.71654608,0.16750426,3.39383436
-4.42121061,10.17162906,0.04165544,0.38101445,1.80312908,5.84167695,0.17298769,3.42700438
-4.41520760,10.31842934,0.04053879,0.38737320,1.82724355,5.95290168,0.17864374,3.46067729
-4.40920460,10.44971123,0.03955614,0.39436261,1.85048329,6.04831961,0.18440864,3.49405283
-4.40320160,10.56270183,0.03871236,0.40180083,1.87226891,6.12618072,0.19021541,3.52631088
-4.39719860,10.65481828,0.03800955,0.40948940,1.89203661,6.18492632,0.19599564,3.55663376
-4.39119560,10.72373002,0.03744725,0.41721763,1.90925284,6.22322658,0.20168112,3.58422570
-4.38519260,10.76741320,0.03702269,0.42476726,1.92342733,6.24001420,0.20720541,3.60832945
-4.37918959,10.78419659,0.03673099,0.43191735,1.93412424,6.23451325,0.21250521,3.62823993
-4.37318659,10.77279864,0.03656538,0.43844935,1.94097125,6.20626278,0.21752157,3.64331524
-4.36718359,10.73235572,0.03651744,0.44415216,1.94366673,6.15513413,0.22220094,3.65298562
-4.36118059,10.66244144,0.03657729,0.44882722,1.94198476,6.08134169,0.22649611,3.65676063
-4.35517759,10.56307749,0.03673380,0.45229341,1.93577842,5.98544625,0.23036700,3.65423539
-4.34917459,10.43473596,0.03697478,0.45439158,1.92498116,5.86835064,0.23378140,3.64509605
-4.34317159,10.27833361,0.03728721,0.45498882,1.90960666,5.73128755,0.23671553,3.62912503
-4.33716858,10.09521809,0.03765749,0.45398200,1.88974713,5.57579923,0.23915456,3.60620598
-4.33116558,9.88714637,0.03807169,0.45130081,1.86557021,5.40370965,0.24109298,3.57632852
-4.32516258,9.65625556,0.03851579,0.44690985,1.83731458,5.21708938,0.24253482,3.53959243
-4.31915958,9.40502641,0.03897603,0.44080993,1.80528431,5.01821417,0.24349373,3.49621080
-4.31315658,9.13623977,0.03943913,0.43303832,1.76984200,4.80951835,0.24399272,3.44651173
-4.30715358,8.85292670,0.03989266,0.42366804,1.73140070,4.59354430,0.24406380,3.39093780
