energy_ev,total_up,As_p_up,As_d_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up
-6.00000000,1.60015819,0.20969334,0.00000000,0.72156064,0.74628935,0.65059783,0.00000000
-5.99399700,1.61934178,0.21325845,0.00000000,0.73288976,0.75597768,0.65519229,0.00000000
-5.98799400,1.63400640,0.21648849,0.00000000,0.74114025,0.76402416,0.65791332,0.00000000
-5.98199100,1.64366316,0.21932445,0.00000000,0.74613923,0.77015894,0.65863250,0.00000000
-5.97598799,1.64797133,0.22172666,0.00000000,0.74779398,0.77417339,0.65728641,0.00000000
-5.96998499,1.64675676,0.22367694,0.00000000,0.74609559,0.77593159,0.65388152,0.00000000
-5.96398199,1.64002363,0.22517984,0.00000000,0.74111971,0.77537876,0.64849633,0.00000000
-5.95797899,1.62795916,0.22626276,0.00000000,0.73302410,0.77254631,0.64128052,0.00000000
-5.95197599,1.61093071,0.22697505,0.00000000,0.72204325,0.76755313,0.63245116,0.00000000
-5.94597299,1.58947542,0.22738597,0.00000000,0.70848018,0.76060312,0.62228601,0.00000000
-5.93996998,1.56428279,0.22758178,0.00000000,0.69269576,0.75197886,0.61111424,0.00000000
-5.93396698,1.53617097,0.22766180,0.00000000,0.67509612,0.74203192,0.59930495,0.00000000
-5.92796398,1.50605785,0.22773401,0.00000000,0.65611854,0.73117014,0.58725402,0.00000000
-5.92196098,1.47492824,0.22791002,0.00000000,0.63621665,0.71984245,0.57536977,0.00000000
-5.91595798,1.44379873,0.22829990,0.00000000,0.61584534,0.70852210,0.56405812,0.00000000
-5.90995498,1.41368169,0.22900715,0.00000000,0.59544627,0.69768897,0.55370799,0.00000000
-5.90395198,1.38555013,0.23012381,0.00000000,0.57543434,0.68781182,0.54467735,0.00000000
-5.89794897,1.36030490,0.23172631,0.00000000,0.55618591,0.67933129,0.53728074,0.00000000
-5.89194597,1.33874563,0.23387199,0.00000000,0.53802902,0.67264446,0.53177865,0.00000000
-5.88594297,1.32154650,0.23659651,0.00000000,0.52123604,0.66809145,0.52836920,0.00000000
-5.87993997,1.30923777,0.23991247,0.00000000,0.50601893,0.66594478,0.52718243,0.00000000
-5.87393697,1.30219358,0.24380892,0.00000000,0.49252726,0.66640171,0.52827743,0.00000000
-5.86793397,1.30062632,0.24825216,0.00000000,0.48084873,0.66957982,0.53164224,0.00000000
-5.86193097,1.30458722,0.25318739,0.00000000,0.47101224,0.67551579,0.53719651,0.00000000
-5.85592796,1.31397308,0.25854132,0.00000000,0.46299308,0.68416729,0.54479664,0.00000000
-5.84992496,1.32853804,0.26422550,0.00000000,0.45671979,0.69541760,0.55424313,0.00000000
-5.84392196,1.34790975,0.27014011,0.00000000,0.45208233,0.70908266,0.56528962,0.00000000
-5.83791896,1.37160866,0.27617801,0.00000000,0.44894098,0.72491981,0.57765321,0.00000000
-5.83191596,1.39906935,0.28222883,0.00000000,0.44713556,0.74263793,0.59102544,0.00000000
-5.82591296,1.42966261,0.28818284,0.00000000,0.44649424,0.76190818,0.60508348,0.00000000
-5.81990995,1.46271727,0.29393443,0.00000000,0.44684176,0.78237480,0.61950091,0.00000000
-5.81390695,1.49754068,0.29938499,0.00000000,0.44800654,0.80366559,0.63395771,0.00000000
-5.80790395,1.53343707,0.30444518,0.00000000,0.44982636,0.82540152,0.64814899,0.00000000
-5.80190095,1.56972321,0.30903636,0.00000000,0.45215256,0.84720517,0.66179218,0.00000000
-5.79589795,1.60574109,0.31309141,0.00000000,0.45485256,0.86870794,0.67463261,0.00000000
-5.78989495,1.64086738,0.31655476,0.00000000,0.45781086,0.88955578,0.68644713,0.00000000
-5.78389195,1.67452004,0.31938194,0.00000000,0.46092854,0.90941359,0.69704612,0.00000000
-5.77788894,1.70616223,0.32153864,0.00000000,0.46412161,0.92796844,0.70627385,0.00000000
-5.77188594,1.73530415,0.32299947,0.00000000,0.46731840,0.94493181,0.71400737,0.00000000
-5.76588294,1.76150340,0.32374675,0.00000000,0.47045640,0.96004106,0.72015444,0.00000000
-5.75987994,1.78436442,0.32376923,0.00000000,0.47347892,0.97306053,0.72465056,0.00000000
-5.75387694,1.80353773,0.32306108,0.00000000,0.47633182,0.98378238,0.72745569,0.00000000
-5.74787394,1.81871938,0.32162124,0.00000000,0.47896069,0.99202754,0.72855079,0.00000000
-5.74187094,1.82965118,0.31945315,0.00000000,0.48130872,0.99764686,0.72793459,0.00000000
-5.73586793,1.83612166,0.31656485,0.00000000,0.48331550,1.00052240,0.72562079,0.00000000
-5.72986493,1.83796814,0.31296960,0.00000000,0.48491670,1.00056918,0.72163584,0.00000000
-5.72386193,1.83507958,0.30868671,0.00000000,0.48604479,0.99773688,0.71601739,0.00000000
-5.71785893,1.82739990,0.30374266,0.00000000,0.48663064,0.99201167,0.70881338,0.00000000
-5.71185593,1.81493155,0.29817230,0.00000000,0.48660593,0.98341773,0.70008172,0.00000000
-5.70585293,1.79773857,0.29201993,0.00000000,0.48590606,0.97201829,0.68989047,0.00000000
-5.69984992,1.77594887,0.28534019,0.00000000,0.48447338,0.95791598,0.67831820,0.00000000
-5.69384692,1.74975504,0.27819856,0.00000000,0.48226044,0.94125209,0.66545448,0.00000000
-5.68784392,1.71941321,0.27067130,0.00000000,0.47923304,0.92220482,0.65140020,0.00000000
-5.68184092,1.68523991,0.26284489,0.00000000,0.47537267,0.90098618,0.63626754,0.00000000
-5.67583792,1.64760645,0.25481468,0.00000000,0.47067832,0.87783758,0.62017947,0.00000000
-5.66983492,1.60693099,0.24668300,0.00000000,0.46516740,0.85302437,0.60326862,0.00000000
-5.66383192,1.56366845,0.23855658,0.00000000,0.45887565,0.82682914,0.58567553,0.00000000
-5.65782891,1.51829866,0.23054350,0.00000000,0.45185603,0.79954438,0.56754630,0.00000000
-5.65182591,1.47131313,0.22274975,0.00000000,0.44417676,0.77146459,0.54902960,0.00000000
-5.64582291,1.42320116,0.21527550,0.00000000,0.43591838,0.74287832,0.53027336,0.00000000
-5.63981991,1.37443590,0.20821148,0.00000000,0.42717026,0.71406040,0.51142117,0.00000000
-5.63381691,1.32546112,0.20163534,0.00000000,0.41802655,0.68526490,0.49260860,0.00000000
-5.62781391,1.27667927,0.19560854,0.00000000,0.40858198,0.65671898,0.47395978,0.00000000
-5.62181091,1.22844149,0.19017372,0.00000000,0.39892767,0.62861810,0.45558421,0.00000000
-5.61580790,1.18104000,0.18535270,0.00000000,0.38914719,0.60112258,0.43757428,0.00000000
-5.60980490,1.13470326,0.18114545,0.00000000,0.37931316,0.57435587,0.42000334,0.00000000
-5.60380190,1.08959403,0.17752982,0.00000000,0.36948452,0.54840437,0.40292468,0.00000000
-5.59779890,1.04581034,0.17446230,0.00000000,0.35970463,0.52331890,0.38637139,0.00000000
-5.59179590,1.00338931,0.17187961,0.00000000,0.35000033,0.49911754,0.37035698,0.00000000
-5.58579290,0.96231337,0.16970122,0.00000000,0.34038188,0.47578973,0.35487693,0.00000000
-5.57978989,0.92251864,0.16783257,0.00000000,0.33084394,0.45330130,0.33991095,0.00000000
-5.57378689,0.88390489,0.16616884,0.00000000,0.32136733,0.43160021,0.32542582,0.00000000
-5.56778389,0.84634644,0.16459927,0.00000000,0.31192161,0.41062258,0.31137867,0.00000000
-5.56178089,0.80970366,0.16301151,0.00000000,0.30246814,0.39029877,0.29772058,0.00000000
-5.55577789,0.77383420,0.16129619,0.00000000,0.29296366,0.37055920,0.28440025,0.00000000
-5.54977489,0.73860377,0.15935116,0.00000000,0.28336402,0.35133968,0.27136754,0.00000000
-5.54377189,0.70389569,0.15708541,0.00000000,0.27362788,0.33258601,0.25857686,0.00000000
-5.53776888,0.66961909,0.15442249,0.00000000,0.26372029,0.31425771,0.24599006,0.00000000
-5.53176588,0.63571540,0.15130318,0.00000000,0.25361584,0.29633080,0.23357898,0.00000000
-5.52576288,0.60216300,0.14768746,0.00000000,0.24330133,0.27879964,0.22132724,0.00000000
-5.51975988,0.56897990,0.14355564,0.00000000,0.23277781,0.26167773,0.20923161,0.00000000
-5.51375688,0.53622457,0.13890857,0.00000000,0.22206186,0.24499770,0.19730259,0.00000000
-5.50775388,0.50399510,0.13376719,0.00000000,0.21118618,0.22881044,0.18556449,0.00000000
-5.50175088,0.47242662,0.12817116,0.00000000,0.20019938,0.21318358,0.17405491,0.00000000
-5.49574787,0.44168758,0.12217697,0.00000000,0.18916507,0.19819947,0.16282367,0.00000000
-5.48974487,0.41197481,0.11585541,0.00000000,0.17816027,0.18395277,0.15193145,0.00000000
-5.48374187,0.38350791,0.10928873,0.00000000,0.16727329,0.17054774,0.14144796,0.00000000
-5.47773887,0.35652305,0.10256751,0.00000000,0.15660111,0.15809552,0.13145000,0.00000000
-5.47173587,0.33126655,0.09578740,0.00000000,0.14624649,0.14671130,0.12201930,0.00000000
-5.46573287,0.30798841,0.08904596,0.00000000,0.13631480,0.13651160,0.11324034,0.00000000
-5.45972986,0.28693598,0.08243965,0.00000000,0.12691084,0.12761170,0.10519818,0.00000000
-5.45372686,0.26834791,0.07606101,0.00000000,0.11813564,0.12012311,0.09797636,0.00000000
-5.44772386,0.25244847,0.06999628,0.00000000,0.11008344,0.11415130,0.09165492,0.00000000
