energy_ev,total_up,B_p_up,B_d_up,Hg_p_up,Hg_d_up,S_s_up,S_p_up
-6.00000000,0.90358117,0.07047922,0.00000000,0.34886126,0.31024423,0.03251800,0.19934456
-5.99399700,1.01626490,0.07680754,0.00000000,0.38436357,0.35078708,0.03758616,0.22541609
-5.98799400,1.13931698,0.08357708,0.00000000,0.42299417,0.39511477,0.04314338,0.25397999
-5.98199100,1.27237925,0.09075300,0.00000000,0.46456240,0.44312034,0.04917683,0.28494916
-5.97598799,1.41488149,0.09829383,0.00000000,0.50882539,0.49461786,0.05566115,0.31818384
-5.96998499,1.56602000,0.10615064,0.00000000,0.55548276,0.54933410,0.06255737,0.35348678
-5.96398199,1.72474177,0.11426627,0.00000000,0.60417262,0.60690230,0.06981231,0.39060000
-5.95797899,1.88973613,0.12257484,0.00000000,0.65446935,0.66685873,0.07735842,0.42920332
-5.95197599,2.05943527,0.13100141,0.00000000,0.70588351,0.72864261,0.08511410,0.46891524
-5.94597299,2.23202473,0.13946214,0.00000000,0.75786439,0.79159966,0.09298461,0.50929612
-5.93996998,2.40546470,0.14786478,0.00000000,0.80980541,0.85498977,0.10086354,0.54985408
-5.93396698,2.57752241,0.15610968,0.00000000,0.86105250,0.91799874,0.10863491,0.59005338
-5.92796398,2.74581521,0.16409124,0.00000000,0.91091544,0.97975403,0.11617576,0.62932537
-5.92196098,2.90786351,0.17169992,0.00000000,0.95868195,1.03934419,0.12335921,0.66708158
-5.91595798,3.06115194,0.17882461,0.00000000,1.00363414,1.09584138,0.13005793,0.70272868
-5.90995498,3.20319678,0.18535544,0.00000000,1.04506675,1.14832628,0.13614777,0.73568462
-5.90395198,3.33161691,0.19118679,0.00000000,1.08230657,1.19591433,0.14151163,0.76539549
-5.89794897,3.44420542,0.19622054,0.00000000,1.11473202,1.23778236,0.14604311,0.79135223
-5.89194597,3.53899872,0.20036919,0.00000000,1.14179225,1.27319432,0.14965005,0.81310659
-5.88594297,3.61433984,0.20355889,0.00000000,1.16302462,1.30152498,0.15225762,0.83028541
-5.87993997,3.66893302,0.20573211,0.00000000,1.17806993,1.32228046,0.15381090,0.84260278
-5.87393697,3.70188676,0.20684988,0.00000000,1.18668433,1.33511465,0.15427682,0.84986928
