energy_ev,total_up,C_s_up,C_p_up,Hg_p_up,Hg_d_up,Mg_p_up,Mg_d_up,Te_p_up,Te_d_up
-6.00000000,0.43252979,0.01074604,0.03273103,0.14519220,0.09771717,0.11548951,0.00000000,0.15823040,0.00000000
-5.99399700,0.39401957,0.00940633,0.03040587,0.12711285,0.09206458,0.09878683,0.00000000,0.13975684,0.00000000
-5.98799400,0.36588526,0.00829000,0.02885424,0.11221434,0.08883574,0.08467199,0.00000000,0.12500390,0.00000000
-5.98199100,0.34786909,0.00738659,0.02806645,0.10038056,0.08801866,0.07302105,0.00000000,0.11382320,0.00000000
-5.97598799,0.33967729,0.00668426,0.02802878,0.09148355,0.08959164,0.06370643,0.00000000,0.10605799,0.00000000
-5.96998499,0.34099210,0.00617034,0.02872407,0.08539054,0.09352446,0.05660375,0.00000000,0.10154988,0.00000000
-5.96398199,0.35147916,0.00583174,0.03013198,0.08196962,0.09977858,0.05159723,0.00000000,0.10014380,0.00000000
-5.95797899,0.37079054,0.00565537,0.03222898,0.08109384,0.10830644,0.04858377,0.00000000,0.10169116,0.00000000
-5.95197599,0.39856394,0.00562847,0.03498806,0.08264389,0.11904991,0.04747555,0.00000000,0.10605143,0.00000000
-5.94597299,0.43441858,0.00573887,0.03837825,0.08650932,0.13193812,0.04820116,0.00000000,0.11309219,0.00000000
-5.93996998,0.47794873,0.00597521,0.04236396,0.09258860,0.14688488,0.05070549,0.00000000,0.12268799,0.00000000
-5.93396698,0.52871571,0.00632721,0.04690434,0.10078801,0.16378601,0.05494832,0.00000000,0.13471815,0.00000000
-5.92796398,0.58623954,0.00678583,0.05195257,0.11101982,0.18251668,0.06090191,0.00000000,0.14906397,0.00000000
-5.92196098,0.64999109,0.00734359,0.05745533,0.12319982,0.20292929,0.06854766,0.00000000,0.16560554,0.00000000
-5.91595798,0.71938581,0.00799477,0.06335240,0.13724459,0.22485192,0.07787217,0.00000000,0.18421853,0.00000000
-5.90995498,0.79377994,0.00873581,0.06957655,0.15306875,0.24808770,0.08886284,0.00000000,0.20477130,0.00000000
-5.90395198,0.87246984,0.00956563,0.07605372,0.17058243,0.27241525,0.10150336,0.00000000,0.22712248,0.00000000
-5.89794897,0.95469521,0.01048613,0.08270355,0.18968924,0.29759034,0.11576926,0.00000000,0.25111944,0.00000000
-5.89194597,1.03964624,0.01150262,0.08944030,0.21028489,0.32334885,0.13162390,0.00000000,0.27659771,0.00000000
-5.88594297,1.12647513,0.01262437,0.09617410,0.23225670,0.34941101,0.14901510,0.00000000,0.30338160,0.00000000
-5.87993997,1.21431171,0.01386511,0.10281260,0.25548415,0.37548684,0.16787261,0.00000000,0.33128601,0.00000000
-5.87393697,1.30228265,0.01524358,0.10926286,0.27984035,0.40128273,0.18810678,0.00000000,0.36011949,0.00000000
-5.86793397,1.38953396,0.01678395,0.11543359,0.30519471,0.42650886,0.20960850,0.00000000,0.38968853,0.00000000
-5.86193097,1.47525561,0.01851621,0.12123743,0.33141652,0.45088722,0.23225044,0.00000000,0.41980286,0.00000000
-5.85592796,1.55870747,0.02047642,0.12659345,0.35837936,0.47415993,0.25588990,0.00000000,0.45028155,0.00000000
-5.84992496,1.63924521,0.02270671,0.13142950,0.38596625,0.49609754,0.28037286,0.00000000,0.48095975,0.00000000
-5.84392196,1.71634514,0.02525515,0.13568456,0.41407503,0.51650677,0.30553938,0.00000000,0.51169557,0.00000000
-5.83791896,1.78962629,0.02817532,0.13931082,0.44262387,0.53523757,0.33122999,0.00000000,0.54237684,0.00000000
-5.83191596,1.85886887,0.03152552,0.14227538,0.47155635,0.55218885,0.35729282,0.00000000,0.57292720,0.00000000
-5.82591296,1.92402756,0.03536777,0.14456166,0.50084585,0.56731285,0.38359093,0.00000000,0.60331131,0.00000000
-5.81990995,1.98523877,0.03976635,0.14617026,0.53049869,0.58061754,0.41000963,0.00000000,0.63353850,0.00000000
-5.81390695,2.04282095,0.04478613,0.14711924,0.56055579,0.59216709,0.43646311,0.00000000,0.66366470,0.00000000
-5.80790395,2.09726751,0.05049042,0.14744392,0.59109241,0.60208021,0.46289993,0.00000000,0.69379226,0.00000000
-5.80190095,2.14923200,0.05693869,0.14719602,0.62221577,0.61052619,0.48930703,0.00000000,0.72406750,0.00000000
-5.79589795,2.19950569,0.06418400,0.14644220,0.65406034,0.61771891,0.51571172,0.00000000,0.75467583,0.00000000
-5.78989495,2.24898825,0.07227025,0.14526207,0.68678088,0.62390870,0.54218142,0.00000000,0.78583452,0.00000000
-5.78389195,2.29865208,0.08122937,0.14374572,0.72054329,0.62937265,0.56882101,0.00000000,0.81778332,0.00000000
-5.77788894,2.34950192,0.09107867,0.14199077,0.75551351,0.63440328,0.59576771,0.00000000,0.85077328,0.00000000
-5.77188594,2.40253101,0.10181818,0.14009910,0.79184496,0.63929644,0.62318363,0.00000000,0.88505410,0.00000000
-5.76588294,2.45867584,0.11342842,0.13817340,0.82966512,0.64433858,0.65124631,0.00000000,0.92086074,0.00000000
-5.75987994,2.51877135,0.12586856,0.13631357,0.86906176,0.64979408,0.68013774,0.00000000,0.95839992,0.00000000
-5.75387694,2.58350884,0.13907511,0.13461320,0.91006976,0.65589320,0.71003230,0.00000000,0.99783720,0.00000000
-5.74787394,2.65339860,0.15296128,0.13315621,0.95265928,0.66282119,0.74108446,0.00000000,1.03928533,0.00000000
-5.74187094,2.72873916,0.16741712,0.13201383,0.99672592,0.67070899,0.77341680,0.00000000,1.08279475,0.00000000
-5.73586793,2.80959503,0.18231043,0.13124198,1.04208382,0.67962617,0.80710924,0.00000000,1.12834664,0.00000000
-5.72986493,2.89578410,0.19748856,0.13087927,1.08846215,0.68957629,0.84219006,0.00000000,1.17584912,0.00000000
-5.72386193,2.98687572,0.21278103,0.13094560,1.13550547,0.70049515,0.87862934,0.00000000,1.22513685,0.00000000
-5.71785893,3.08219984,0.22800300,0.13144156,1.18277834,0.71225194,0.91633518,0.00000000,1.27597420,0.00000000
-5.71185593,3.18086685,0.24295937,0.13234853,1.22977394,0.72465337,0.95515319,0.00000000,1.32806177,0.00000000
-5.70585293,3.28179769,0.25744953,0.13362961,1.27592682,0.73745068,0.99486900,0.00000000,1.38104608,0.00000000
-5.69984992,3.38376252,0.27127254,0.13523134,1.32062900,0.75034917,1.03521399,0.00000000,1.43453170,0.00000000
-5.69384692,3.48542646,0.28423247,0.13708605,1.36324904,0.76302002,1.07587358,0.00000000,1.48809531,0.00000000
-5.68784392,3.58540003,0.29614384,0.13911488,1.40315299,0.77511371,1.11649779,0.00000000,1.54130075,0.00000000
-5.68184092,3.68229180,0.30683684,0.14123130,1.43972640,0.78627456,1.15671336,0.00000000,1.59371408,0.00000000
-5.67583792,3.77476077,0.31616208,0.14334491,1.47239622,0.79615567,1.19613652,0.00000000,1.64491800,0.00000000
-5.66983492,3.86156577,0.32399476,0.14536550,1.50065163,0.80443366,1.23438591,0.00000000,1.69452450,0.00000000
-5.66383192,3.94160957,0.33023806,0.14720706,1.52406275,0.81082238,1.27109455,0.00000000,1.74218525,0.00000000
-5.65782891,4.01397562,0.33482555,0.14879164,1.54229625,0.81508519,1.30592055,0.00000000,1.78759900,0.00000000
-5.65182591,4.07795588,0.33772257,0.15005285,1.55512741,0.81704507,1.33855562,0.00000000,1.83051595,0.00000000
-5.64582291,4.13306870,0.33892661,0.15093888,1.56244794,0.81659225,1.36873134,0.00000000,1.87073876,0.00000000
-5.63981991,4.17906631,0.33846651,0.15141491,1.56426939,0.81368899,1.39622282,0.00000000,1.90812057,0.00000000
-5.63381691,4.21593231,0.33640079,0.15146475,1.56072228,0.80837150,1.42084984,0.00000000,1.94256052,0.00000000
-5.62781391,4.24386975,0.33281504,0.15109175,1.55205113,0.80074880,1.44247569,0.00000000,1.97399717,0.00000000
-5.62181091,4.26328140,0.32781862,0.15031892,1.53860583,0.79099887,1.46100411,0.00000000,2.00240087,0.00000000
-5.61580790,4.27474372,0.32154081,0.14918820,1.52083023,0.77936229,1.47637479,0.00000000,2.02776580,0.00000000
-5.60980490,4.27897682,0.31412663,0.14775909,1.49924843,0.76613375,1.48855811,0.00000000,2.05010254,0.00000000
-5.60380190,4.27681221,0.30573260,0.14610664,1.47444974,0.75165195,1.49754972,0.00000000,2.06943200,0.00000000
-5.59779890,4.26916067,0.29652247,0.14431881,1.44707321,0.73628845,1.50336546,0.00000000,2.08578127,0.00000000
-5.59179590,4.25698188,0.28666329,0.14249362,1.41779212,0.72043595,1.50603720,0.00000000,2.09918194,0.00000000
-5.58579290,4.24125742,0.27632187,0.14073594,1.38729946,0.70449654,1.50560994,0.00000000,2.10967084,0.00000000
-5.57978989,4.22296807,0.26566166,0.13915419,1.35629445,0.68887048,1.50214033,0.00000000,2.11729343,0.00000000
-5.57378689,4.20307611,0.25484028,0.13785716,1.32547064,0.67394573,1.49569667,0.00000000,2.12210912,0.00000000
-5.56778389,4.18251245,0.24400751,0.13695090,1.29550551,0.66008876,1.48636030,0.00000000,2.12419823,0.00000000
-5.56178089,4.16216831,0.23330396,0.13653593,1.26705157,0.64763668,1.47422789,0.00000000,2.12366966,0.00000000
-5.55577789,4.14289055,0.22286001,0.13670480,1.24072876,0.63689084,1.45941453,0.00000000,2.12066840,0.00000000
-5.54977489,4.12547934,0.21279534,0.13753998,1.21711776,0.62811192,1.44205681,0.00000000,2.11538197,0.00000000
-5.54377189,4.11068716,0.20321851,0.13911227,1.19675400,0.62151643,1.42231560,0.00000000,2.10804487,0.00000000
-5.53776888,4.09921748,0.19422686,0.14147955,1.18012198,0.61727440,1.40037803,0.00000000,2.09894029,0.00000000
-5.53176588,4.09172206,0.18590637,0.14468602,1.16764964,0.61550820,1.37645809,0.00000000,2.08839851,0.00000000
-5.52576288,4.08879594,0.17833143,0.14876173,1.15970264,0.61629222,1.35079581,0.00000000,2.07679165,0.00000000
-5.51975988,4.09096937,0.17156456,0.15372257,1.15657855,0.61965315,1.32365472,0.00000000,2.06452471,0.00000000
-5.51375688,4.09869663,0.16565591,0.15957050,1.15850104,0.62557086,1.29531755,0.00000000,2.05202327,0.00000000
-5.50775388,4.11234197,0.16064265,0.16629407,1.16561433,0.63397959,1.26608053,0.00000000,2.03971824,0.00000000
-5.50175088,4.13216339,0.15654813,0.17386919,1.17797836,0.64476956,1.23624638,0.00000000,2.02802855,0.00000000
-5.49574787,4.15829546,0.15338111,0.18226017,1.19556506,0.65778879,1.20611657,0.00000000,2.01734286,0.00000000
-5.48974487,4.19073246,0.15113487,0.19142084,1.21825626,0.67284540,1.17598326,0.00000000,2.00800126,0.00000000
-5.48374187,4.22931367,0.14978650,0.20129599,1.24584380,0.68971031,1.14612141,0.00000000,2.00027821,0.00000000
-5.47773887,4.27371224,0.14929646,0.21182292,1.27803222,0.70812050,1.11678175,0.00000000,1.99436790,0.00000000
-5.47173587,4.32342940,0.14960840,0.22293312,1.31444427,0.72778302,1.08818485,0.00000000,1.99037298,0.00000000
-5.46573287,4.37779510,0.15064947,0.23455421,1.35462957,0.74837979,1.06051677,0.00000000,1.98829744,0.00000000
-5.45972986,4.43597614,0.15233116,0.24661182,1.39807603,0.76957321,1.03392653,0.00000000,1.98804436,0.00000000
-5.45372686,4.49699207,0.15455071,0.25903165,1.44422406,0.79101266,1.00852551,0.00000000,1.98941854,0.00000000
-5.44772386,4.55973884,0.15719304,0.27174146,1.49248275,0.81234186,0.98438859,0.00000000,1.99213413,0.00000000
-5.44172086,4.62301929,0.16013328,0.28467287,1.54224749,0.83320671,0.96155706,0.00000000,1.99582680,0.00000000
-5.43571786,4.68557931,0.16323984,0.29776310,1.59291793,0.85326368,0.94004278,0.00000000,2.00006979,0.00000000
-5.42971486,4.74614783,0.16637774,0.31095619,1.64391545,0.87218821,0.91983332,0.00000000,2.00439283,0.00000000
-5.42371186,4.80347836,0.16941237,0.32420388,1.69469890,0.88968276,0.90089753,0.00000000,2.00830289,0.00000000
-5.41770885,4.85638982,0.17221322,0.33746587,1.74477772,0.90548433,0.88319106,0.00000000,2.01130550,0.00000000
-5.41170585,4.90380397,0.17465764,0.35070938,1.79372145,0.91937067,0.86666141,0.00000000,2.01292537,0.00000000
-5.40570285,4.94477732,0.17663433,0.36390806,1.84116500,0.93116511,0.85125205,0.00000000,2.01272505,0.00000000
-5.39969985,4.97852524,0.17804652,0.37704011,1.88680913,0.94073955,0.83690532,0.00000000,2.01032068,0.00000000
-5.39369685,5.00443685,0.17881451,0.39008566,1.93041612,0.94801534,0.82356386,0.00000000,2.00539393,0.00000000
-5.38769385,5.02207967,0.17887764,0.40302362,1.97180088,0.95296204,0.81117064,0.00000000,1.99769944,0.00000000
-5.38169085,5.03119387,0.17819552,0.41582801,2.01081792,0.95559396,0.79966753,0.00000000,1.98706770,0.00000000
-5.37568784,5.03167646,0.17674848,0.42846407,2.04734520,0.95596472,0.78899267,0.00000000,1.97340325,0.00000000
-5.36968484,5.02355684,0.17453718,0.44088436,2.08126609,0.95416011,0.77907699,0.00000000,1.95667862,0.00000000
-5.36368184,5.00696559,0.17158158,0.45302519,2.11245067,0.95028961,0.76984025,0.00000000,1.93692472,0.00000000
-5.35767884,4.98209876,0.16791915,0.46480362,2.14073796,0.94447725,0.76118711,0.00000000,1.91421849,0.00000000
-5.35167584,4.94918067,0.16360256,0.47611536,2.16592062,0.93685216,0.75300363,0.00000000,1.88866886,0.00000000
-5.34567284,4.90842799,0.15869696,0.48683387,2.18773336,0.92753963,0.74515479,0.00000000,1.86040235,0.00000000
-5.33966983,4.86001796,0.15327693,0.49681073,2.20584641,0.91665317,0.73748330,0.00000000,1.82954914,0.00000000
-5.33366683,4.80406341,0.14742337,0.50587765,2.21986472,0.90428811,0.72981001,0.00000000,1.79623095,0.00000000
-5.32766383,4.74059644,0.14122040,0.51384987,2.22933349,0.89051712,0.72193615,0.00000000,1.76055150,0.00000000
-5.32166083,4.66956225,0.13475242,0.52053119,2.23375005,0.87538803,0.71364745,0.00000000,1.72259025,0.00000000
-5.31565783,4.59082371,0.12810150,0.52572018,2.23258152,0.85892396,0.70471991,0.00000000,1.68239973,0.00000000
-5.30965483,4.50417641,0.12134518,0.52921759,2.22528763,0.84112577,0.69492707,0.00000000,1.64000681,0.00000000
-5.30365183,4.40937311,0.11455465,0.53083437,2.21134717,0.82197668,0.68404842,0.00000000,1.59541732,0.00000000
-5.29764882,4.30615590,0.10779351,0.53040006,2.19028680,0.80144852,0.67187840,0.00000000,1.54862396,0.00000000
-5.29164582,4.19429365,0.10111701,0.52777102,2.16171020,0.77950936,0.65823556,0.00000000,1.49961644,0.00000000
-5.28564282,4.07362196,0.09457171,0.52283799,2.12532599,0.75613175,0.64297123,0.00000000,1.44839322,0.00000000
-5.27963982,3.94408265,0.08819561,0.51553272,2.08097243,0.73130109,0.62597723,0.00000000,1.39497373,0.00000000
-5.27363682,3.80575988,0.08201860,0.50583305,2.02863740,0.70502347,0.60719211,0.00000000,1.33941006,0.00000000
-5.26763382,3.65891009,0.07606322,0.49376628,1.96847235,0.67733244,0.58660552,0.00000000,1.28179729,0.00000000
-5.26163082,3.50398368,0.07034554,0.47941055,1.90079919,0.64829421,0.56426050,0.00000000,1.22228148,0.00000000
-5.25562781,3.34163657,0.06487621,0.46289414,1.82610971,0.61801096,0.54025332,0.00000000,1.16106483,0.00000000
-5.24962481,3.17273091,0.05966145,0.44439278,1.74505736,0.58662205,0.51473119,0.00000000,1.09840741,0.00000000
-5.24362181,2.99832457,0.05470410,0.42412489,1.65844191,0.55430298,0.48788770,0.00000000,1.03462555,0.00000000
-5.23761881,2.81965009,0.05000446,0.40234526,1.56718770,0.52126234,0.45995633,0.00000000,0.97008665,0.00000000
-5.23161581,2.63808424,0.04556105,0.37933729,1.47231674,0.48773672,0.43120242,0.00000000,0.90520105,0.00000000
-5.22561281,2.45511004,0.04137126,0.35540433,1.37491800,0.45398425,0.40191404,0.00000000,0.84041120,0.00000000
-5.21960980,2.27227341,0.03743170,0.33086040,1.27611463,0.42027681,0.37239211,0.00000000,0.77617900,0.00000000
-5.21360680,2.09113695,0.03373855,0.30602089,1.17703058,0.38689168,0.34294048,0.00000000,0.71297189,0.00000000
-5.20760380,1.91323331,0.03028767,0.28119353,1.07875837,0.35410292,0.31385626,0.00000000,0.65124868,0.00000000
-5.20160080,1.74002066,0.02707465,0.25667016,0.98232939,0.32217308,0.28542095,0.00000000,0.59144574,0.00000000
-5.19559780,1.57284226,0.02409472,0.23271948,0.88868796,0.29134555,0.25789266,0.00000000,0.53396440,0.00000000
-5.18959480,1.41289215,0.02134270,0.20958112,0.79867011,0.26183800,0.23149973,0.00000000,0.47916000,0.00000000
-5.18359180,1.26118799,0.01881282,0.18746116,0.71298768,0.23383708,0.20643597,0.00000000,0.42733324,0.00000000
-5.17758879,1.11855219,0.01649864,0.16652925,0.63221807,0.20749465,0.18285750,0.00000000,0.37872399,0.00000000
-5.17158579,0.98560129,0.01439292,0.14691713,0.55679955,0.18292554,0.16088131,0.00000000,0.33350775,0.00000000
-5.16558279,0.86274371,0.01248756,0.12871873,0.48703192,0.16020683,0.14058531,0.00000000,0.29179467,0.00000000
-5.15957979,0.75018505,0.01077362,0.11199148,0.42308190,0.13937865,0.12200985,0.00000000,0.25363108,0.00000000
-5.15357679,0.64794010,0.00924130,0.09675876,0.36499247,0.12044609,0.10516036,0.00000000,0.21900314,0.00000000
-5.14757379,0.55585035,0.00788006,0.08301321,0.31269555,0.10338231,0.09001095,0.00000000,0.18784228,0.00000000
-5.14157079,0.47360559,0.00667872,0.07072071,0.26602678,0.08813238,0.07650864,0.00000000,0.16003205,0.00000000
-5.13556778,0.40076829,0.00562566,0.05982469,0.22474183,0.07461768,0.06457809,0.00000000,0.13541578,0.00000000
-5.12956478,0.33679938,0.00470893,0.05025065,0.18853313,0.06274053,0.05412632,0.00000000,0.11380488,0.00000000
-5.12356178,0.28108409,0.00391648,0.04191061,0.15704646,0.05238903,0.04504753,0.00000000,0.09498708,0.00000000
-5.11755878,0.23295693,0.00323637,0.03470739,0.12989662,0.04344155,0.03722752,0.00000000,0.07873447,0.00000000
-5.11155578,0.19172474,0.00265688,0.02853849,0.10668174,0.03577104,0.03054785,0.00000000,0.06481097,0.00000000
-5.10555278,0.15668737,0.00216675,0.02329950,0.08699598,0.02924889,0.02488939,0.00000000,0.05297895,0.00000000
-5.09954977,0.12715527,0.00175525,0.01888710,0.07044009,0.02374815,0.02013534,0.00000000,0.04300498,0.00000000
