energy_ev,total_up,C_s_up,C_p_up,Hg_p_up,Hg_d_up,Mg_p_up,Mg_d_up,Te_p_up,Te_d_up
-5.09354677,0.10246407,0.00141234,0.01520140,0.05663016,0.01914631,0.01617373,0.00000000,0.03466453,0.00000000
-5.08754377,0.08198585,0.00112872,0.01214784,0.04520421,0.01532741,0.01289922,0.00000000,0.02774564,0.00000000
-5.08154077,0.06513738,0.00089590,0.00963849,0.03582694,0.01218357,0.01021445,0.00000000,0.02205158,0.00000000
-5.07553777,0.05138548,0.00070623,0.00759296,0.02819273,0.00961607,0.00803085,0.00000000,0.01740258,0.00000000
-5.06953477,0.04024989,0.00055288,0.00593887,0.02202717,0.00753586,0.00626903,0.00000000,0.01363675,0.00000000
-5.06353177,0.03130394,0.00042983,0.00461196,0.01708723,0.00586376,0.00485879,0.00000000,0.01061027,0.00000000
-5.05752876,0.02417351,0.00033184,0.00355594,0.01316056,0.00453028,0.00373889,0.00000000,0.00819701,0.00000000
-5.05152576,0.01853463,0.00025440,0.00272213,0.01006386,0.00347517,0.00285656,0.00000000,0.00628774,0.00000000
-5.04552276,0.01411004,0.00019367,0.00206894,0.00764084,0.00264683,0.00216684,0.00000000,0.00478895,0.00000000
-5.03951976,0.01066525,0.00014640,0.00156125,0.00575973,0.00200158,0.00163190,0.00000000,0.00362150,0.00000000
-5.03351676,0.00800406,0.00010989,0.00116971,0.00431070,0.00150284,0.00122023,0.00000000,0.00271919,0.00000000
-5.02751376,0.00596410,0.00008191,0.00087010,0.00320314,0.00112034,0.00090588,0.00000000,0.00202716,0.00000000
-5.02151076,0.00441239,0.00006062,0.00064260,0.00236313,0.00082924,0.00066771,0.00000000,0.00150051,0.00000000
-5.01550775,0.00324117,0.00004455,0.00047120,0.00173095,0.00060940,0.00048864,0.00000000,0.00110279,0.00000000
-5.00950475,0.00236392,0.00003251,0.00034305,0.00125885,0.00044466,0.00035505,0.00000000,0.00080474,0.00000000
-5.00350175,0.00171194,0.00002356,0.00024798,0.00090901,0.00032216,0.00025617,0.00000000,0.00058311,0.00000000
-4.99749875,0.00123114,0.00001697,0.00017799,0.00065177,0.00023178,0.00018355,0.00000000,0.00041960,0.00000000
-4.99149575,0.00087940,0.00001215,0.00012688,0.00046411,0.00016561,0.00013066,0.00000000,0.00029994,0.00000000
-4.98549275,0.00062422,0.00000866,0.00008985,0.00032833,0.00011758,0.00009248,0.00000000,0.00021310,0.00000000
-4.97948974,0.00044078,0.00000617,0.00006326,0.00023094,0.00008301,0.00006520,0.00000000,0.00015069,0.00000000
-4.97348674,0.00031037,0.00000443,0.00004435,0.00016179,0.00005840,0.00004595,0.00000000,0.00010637,0.00000000
-4.96748374,0.00021905,0.00000325,0.00003107,0.00011332,0.00004112,0.00003266,0.00000000,0.00007543,0.00000000
-4.96148074,0.00015664,0.00000251,0.00002193,0.00008001,0.00002923,0.00002380,0.00000000,0.00005445,0.00000000
-4.95547774,0.00011592,0.00000213,0.00001583,0.00005790,0.00002138,0.00001834,0.00000000,0.00004101,0.00000000
-4.94947474,0.00009204,0.00000207,0.00001204,0.00004427,0.00001660,0.00001562,0.00000000,0.00003356,0.00000000
-4.94347174,0.00008208,0.00000232,0.00001008,0.00003738,0.00001433,0.00001533,0.00000000,0.00003119,0.00000000
-4.93746873,0.00008480,0.00000294,0.00000967,0.00003632,0.00001426,0.00001744,0.00000000,0.00003364,0.00000000
-4.93146573,0.00010056,0.00000401,0.00001078,0.00004090,0.00001638,0.00002223,0.00000000,0.00004124,0.00000000
-4.92546273,0.00013130,0.00000565,0.00001350,0.00005163,0.00002094,0.00003031,0.00000000,0.00005497,0.00000000
-4.91945973,0.00018076,0.00000809,0.00001818,0.00006980,0.00002850,0.00004269,0.00000000,0.00007650,0.00000000
-4.91345673,0.00025480,0.00001161,0.00002535,0.00009751,0.00003993,0.00006085,0.00000000,0.00010841,0.00000000
-4.90745373,0.00036185,0.00001661,0.00003583,0.00013789,0.00005652,0.00008688,0.00000000,0.00015436,0.00000000
-4.90145073,0.00051367,0.00002365,0.00005076,0.00019537,0.00008010,0.00012365,0.00000000,0.00021939,0.00000000
-4.89544772,0.00072619,0.00003347,0.00007171,0.00027594,0.00011312,0.00017504,0.00000000,0.00031035,0.00000000
-4.88944472,0.00102069,0.00004703,0.00010079,0.00038767,0.00015887,0.00024620,0.00000000,0.00043637,0.00000000
-4.88344172,0.00142521,0.00006563,0.00014077,0.00054119,0.00022170,0.00034394,0.00000000,0.00060946,0.00000000
-4.87743872,0.00197633,0.00009093,0.00019526,0.00075034,0.00030725,0.00047710,0.00000000,0.00084528,0.00000000
-4.87143572,0.00272124,0.00012509,0.00026895,0.00103304,0.00042283,0.00065712,0.00000000,0.00116407,0.00000000
-4.86543272,0.00372022,0.00017086,0.00036783,0.00141214,0.00057774,0.00089859,0.00000000,0.00159163,0.00000000
-4.85942971,0.00504955,0.00023169,0.00049946,0.00191657,0.00078377,0.00121999,0.00000000,0.00216066,0.00000000
-4.85342671,0.00680475,0.00031192,0.00067335,0.00258255,0.00105565,0.00164446,0.00000000,0.00291211,0.00000000
-4.84742371,0.00910427,0.00041693,0.00090125,0.00345499,0.00141164,0.00220071,0.00000000,0.00389673,0.00000000
-4.84142071,0.01209344,0.00055329,0.00119764,0.00458898,0.00187413,0.00292398,0.00000000,0.00517685,0.00000000
-4.83541771,0.01594874,0.00072897,0.00158007,0.00605143,0.00247029,0.00385706,0.00000000,0.00682813,0.00000000
-4.82941471,0.02088211,0.00095355,0.00206965,0.00792266,0.00323271,0.00505138,0.00000000,0.00894150,0.00000000
-4.82341171,0.02714524,0.00123836,0.00269147,0.01029805,0.00420006,0.00656802,0.00000000,0.01162493,0.00000000
-4.81740870,0.03503360,0.00159670,0.00347498,0.01328956,0.00541772,0.00847873,0.00000000,0.01500523,0.00000000
-4.81140570,0.04488978,0.00204397,0.00445436,0.01702699,0.00693822,0.01086672,0.00000000,0.01922947,0.00000000
-4.80540270,0.05710606,0.00259775,0.00566878,0.02165891,0.00882166,0.01382732,0.00000000,0.02446608,0.00000000
-4.79939970,0.07212555,0.00327791,0.00716250,0.02735315,0.01113587,0.01746826,0.00000000,0.03090541,0.00000000
-4.79339670,0.09044169,0.00410649,0.00898484,0.03429653,0.01395626,0.02190957,0.00000000,0.03875951,0.00000000
-4.78739370,0.11259554,0.00510765,0.01118992,0.04269388,0.01736541,0.02728292,0.00000000,0.04826098,0.00000000
-4.78139070,0.13917048,0.00630738,0.01383613,0.05276597,0.02145225,0.03373036,0.00000000,0.05966076,0.00000000
-4.77538769,0.17078395,0.00773315,0.01698531,0.06474639,0.02631070,0.04140236,0.00000000,0.07322462,0.00000000
-4.76938469,0.20807584,0.00941334,0.02070159,0.07887711,0.03203788,0.05045493,0.00000000,0.08922819,0.00000000
-4.76338169,0.25169335,0.01137664,0.02504987,0.09540277,0.03873176,0.06104602,0.00000000,0.10795056,0.00000000
-4.75737869,0.30227223,0.01365114,0.03009395,0.11456348,0.04648826,0.07333096,0.00000000,0.12966625,0.00000000
-4.75137569,0.36041458,0.01626341,0.03589425,0.13658645,0.05539776,0.08745702,0.00000000,0.15463578,0.00000000
-4.74537269,0.42666341,0.01923735,0.04250531,0.16167628,0.06554120,0.10355731,0.00000000,0.18309480,0.00000000
-4.73936968,0.50147471,0.02259302,0.04997287,0.19000436,0.07698578,0.12174388,0.00000000,0.21524222,0.00000000
-4.73336668,0.58518774,0.02634529,0.05833091,0.22169761,0.08978032,0.14210057,0.00000000,0.25122752,0.00000000
-4.72736368,0.67799470,0.03050264,0.06759854,0.25682689,0.10395063,0.16467554,0.00000000,0.29113788,0.00000000
-4.72136068,0.77991106,0.03506585,0.07777691,0.29539576,0.11949491,0.18947409,0.00000000,0.33498558,0.00000000
-4.71535768,0.89074811,0.04002692,0.08884636,0.33733002,0.13637951,0.21645187,0.00000000,0.38269635,0.00000000
-4.70935468,1.01008941,0.04536808,0.10076401,0.38246875,0.15453529,0.24550915,0.00000000,0.43409946,0.00000000
-4.70335168,1.13727272,0.05106119,0.11346171,0.43055734,0.17385483,0.27648635,0.00000000,0.48892015,0.00000000
-4.69734867,1.27137916,0.05706736,0.12684487,0.48124340,0.19419070,0.30916136,0.00000000,0.54677519,0.00000000
-4.69134567,1.41123110,0.06333701,0.14079206,0.53407579,0.21535509,0.34324897,0.00000000,0.60717226,0.00000000
-4.68534267,1.55539994,0.06981044,0.15515560,0.58850755,0.23712096,0.37840270,0.00000000,0.66951349,0.00000000
-4.67933967,1.70222463,0.07641875,0.16976328,0.64390277,0.25922476,0.41421927,0.00000000,0.73310372,0.00000000
-4.67333667,1.84984130,0.08308540,0.18442111,0.69954776,0.28137094,0.45024583,0.00000000,0.79716353,0.00000000
-4.66733367,1.99622394,0.08972812,0.19891725,0.75466635,0.30323808,0.48598980,0.00000000,0.86084687,0.00000000
-4.66133067,2.13923502,0.09626131,0.21302699,0.80843899,0.32448651,0.52093126,0.00000000,0.92326310,0.00000000
-4.65532766,2.27668510,0.10259878,0.22651860,0.86002525,0.34476744,0.55453752,0.00000000,0.98350274,0.00000000
-4.64932466,2.40639901,0.10865676,0.23915995,0.90858891,0.36373299,0.58627931,0.00000000,1.04066591,0.00000000
-4.64332166,2.52628645,0.11435699,0.25072559,0.95332468,0.38104701,0.61564809,0.00000000,1.09389271,0.00000000
