energy_ev,total_up,C_s_up,C_p_up,Na_s_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up
-5.42371186,1.30217930,0.00597709,0.14372393,0.33667180,0.51170006,0.44044063,0.66801283,0.00000000
-5.41770885,1.26980083,0.00608838,0.14168280,0.35215832,0.48105920,0.43692745,0.63826240,0.00000000
-5.41170585,1.23895621,0.00629828,0.13937033,0.36800175,0.45080597,0.43431644,0.60927790,0.00000000
-5.40570285,1.20995763,0.00660124,0.13680339,0.38378785,0.42124757,0.43270338,0.58131166,0.00000000
-5.39969985,1.18307573,0.00699126,0.13400374,0.39910521,0.39268110,0.43216482,0.55458575,0.00000000
-5.39369685,1.15853147,0.00746173,0.13099722,0.41355605,0.36538436,0.43275578,0.52928643,0.00000000
-5.38769385,1.13649134,0.00800527,0.12781319,0.42676712,0.33960815,0.43450848,0.50556094,0.00000000
-5.38169085,1.11706623,0.00861358,0.12448408,0.43840024,0.31557054,0.43743222,0.48351668,0.00000000
-5.37568784,1.10031371,0.00927732,0.12104517,0.44816200,0.29345300,0.44151445,0.46322256,0.00000000
-5.36968484,1.08624345,0.00998605,0.11753454,0.45581230,0.27339867,0.44672273,0.44471249,0.00000000
-5.36368184,1.07482555,0.01072827,0.11399322,0.46117136,0.25551261,0.45300768,0.42799064,0.00000000
-5.35767884,1.06600099,0.01149142,0.11046537,0.46412488,0.23986392,0.46030674,0.41303807,0.00000000
-5.35167584,1.05969377,0.01226210,0.10699861,0.46462713,0.22648951,0.46854843,0.39982032,0.00000000
-5.34567284,1.05582399,0.01302621,0.10364438,0.46270182,0.21539922,0.47765713,0.38829567,0.00000000
-5.33966983,1.05432126,0.01376924,0.10045814,0.45844080,0.20658203,0.48755806,0.37842338,0.00000000
-5.33366683,1.05513777,0.01447659,0.09749965,0.45200051,0.20001294,0.49818229,0.37017182,0.00000000
-5.32766383,1.05826041,0.01513392,0.09483292,0.44359647,0.19566013,0.50947170,0.36352578,0.00000000
-5.32166083,1.06372128,0.01572755,0.09252610,0.43349595,0.19349208,0.52138348,0.35849294,0.00000000
-5.31565783,1.07160632,0.01624483,0.09065108,0.42200923,0.19348428,0.53389428,0.35510896,0.00000000
-5.30965483,1.08206127,0.01667453,0.08928281,0.40947962,0.19562504,0.54700350,0.35344112,0.00000000
-5.30365183,1.09529482,0.01700722,0.08849839,0.39627283,0.19992031,0.56073593,0.35359021,0.00000000
-5.29764882,1.11157866,0.01723556,0.08837582,0.38276589,0.20639698,0.57514322,0.35569063,0.00000000
-5.29164582,1.13124401,0.01735454,0.08899251,0.36933606,0.21510461,0.59030442,0.35990854,0.00000000
-5.28564282,1.15467478,0.01736167,0.09042349,0.35635013,0.22611531,0.60632517,0.36643806,0.00000000
-5.27963982,1.18229721,0.01725705,0.09273940,0.34415425,0.23952178,0.62333582,0.37549560,0.00000000
-5.27363682,1.21456621,0.01704342,0.09600421,0.33306476,0.25543326,0.64148829,0.38731226,0.00000000
-5.26763382,1.25194866,0.01672598,0.10027291,0.32336000,0.27396981,0.66095171,0.40212469,0.00000000
-5.26163082,1.29490413,0.01631231,0.10558894,0.31527352,0.29525465,0.68190726,0.42016441,0.00000000
-5.25562781,1.34386361,0.01581202,0.11198175,0.30898855,0.31940516,0.70454195,0.44164600,0.00000000
-5.24962481,1.39920694,0.01523650,0.11946431,0.30463399,0.34652266,0.72904205,0.46675454,0.00000000
-5.24362181,1.46123987,0.01459846,0.12803086,0.30228198,0.37668139,0.75558608,0.49563269,0.00000000
-5.23761881,1.53017168,0.01391158,0.13765485,0.30194687,0.40991728,0.78433784,0.52836795,0.00000000
-5.23161581,1.60609431,0.01319001,0.14828730,0.30358586,0.44621688,0.81543989,0.56498054,0.00000000
-5.22561281,1.68896418,0.01244797,0.15985561,0.30710108,0.48550715,0.84900747,0.60541268,0.00000000
-5.21960980,1.77858756,0.01169930,0.17226294,0.31234317,0.52764655,0.88512358,0.64951954,0.00000000
-5.21360680,1.87461042,0.01095707,0.18538828,0.31911618,0.57241806,0.92383501,0.69706277,0.00000000
-5.20760380,1.97651363,0.01023327,0.19908719,0.32718385,0.61952462,0.96514983,0.74770674,0.00000000
-5.20160080,2.08361387,0.00953846,0.21319343,0.33627693,0.66858733,1.00903618,0.80101822,0.00000000
-5.19559780,2.19507074,0.00888162,0.22752129,0.34610155,0.71914677,1.05542250,0.85646957,0.00000000
-5.18959480,2.30990000,0.00826995,0.24186881,0.35634824,0.77066768,1.10419911,0.91344582,0.00000000
-5.18359180,2.42699279,0.00770880,0.25602166,0.36670156,0.82254690,1.15522082,0.97125542,0.00000000
-5.17758879,2.54514013,0.00720169,0.26975779,0.37684982,0.87412459,1.20831054,1.02914470,0.00000000
-5.17158579,2.66306207,0.00675034,0.28285249,0.38649473,0.92469834,1.26326349,1.08631555,0.00000000
-5.16558279,2.77944032,0.00635481,0.29508394,0.39536055,0.97353982,1.31985169,1.14194594,0.00000000
-5.15957979,2.89295311,0.00601365,0.30623892,0.40320248,1.01991340,1.37782855,1.19521241,0.00000000
-5.15357679,3.00231092,0.00572410,0.31611851,0.40981390,1.06309596,1.43693305,1.24531398,0.00000000
-5.14757379,3.10629164,0.00548237,0.32454361,0.41503212,1.10239730,1.49689346,1.29149630,0.00000000
-5.14157079,3.20377363,0.00528384,0.33135992,0.41874249,1.13718017,1.55743034,1.33307528,0.00000000
-5.13556778,3.29376542,0.00512337,0.33644241,0.42088067,1.16687922,1.61825868,1.36945903,0.00000000
-5.12956478,3.37543079,0.00499554,0.33969889,0.42143286,1.19101810,1.67908915,1.40016733,0.00000000
-5.12356178,3.44810811,0.00489490,0.34107257,0.42043408,1.20922386,1.73962861,1.42484757,0.00000000
-5.11755878,3.51132348,0.00481619,0.34054360,0.41796455,1.22123827,1.79957983,1.44328662,0.00000000
-5.11155578,3.56479689,0.00475458,0.33812936,0.41414431,1.22692540,1.85864080,1.45541780,0.00000000
-5.10555278,3.60844156,0.00470579,0.33388371,0.40912640,1.22627537,1.91650372,1.46132286,0.00000000
-5.09954977,3.64235648,0.00466625,0.32789496,0.40308893,1.21940395,1.97285402,1.46122858,0.00000000
-5.09354677,3.66681270,0.00463320,0.32028291,0.39622633,1.20654825,2.02736962,1.45549825,0.00000000
-5.08754377,3.68223413,0.00460470,0.31119495,0.38874042,1.18805859,2.07972072,1.44461818,0.00000000
-5.08154077,3.68917387,0.00457968,0.30080143,0.38083148,1.16438709,2.12957036,1.42918001,0.00000000
-5.07553777,3.68828715,0.00455787,0.28929057,0.37268996,1.13607335,2.17657581,1.40985931,0.00000000
-5.06953477,3.68030220,0.00453975,0.27686298,0.36448913,1.10372793,2.22039095,1.38739154,0.00000000
-5.06353177,3.66599043,0.00452643,0.26372626,0.35637897,1.06801437,2.26066967,1.36254630,0.00000000
-5.05752876,3.64613701,0.00451954,0.25008964,0.34848159,1.02963025,2.29707025,1.33610094,0.00000000
-5.05152576,3.62151329,0.00452105,0.23615905,0.34088838,0.98928835,2.32926052,1.30881468,0.00000000
-5.04552276,3.59285201,0.00453310,0.22213277,0.33365882,0.94769821,2.35692369,1.28140421,0.00000000
-5.03951976,3.56082618,0.00455786,0.20819774,0.32682105,0.90554904,2.37976474,1.25452175,0.00000000
-5.03351676,3.52603250,0.00459731,0.19452663,0.32037404,0.86349419,2.39751689,1.22873651,0.00000000
-5.02751376,3.48897952,0.00465311,0.18127586,0.31429112,0.82213784,2.40994817,1.20451995,0.00000000
-5.02151076,3.45008108,0.00472644,0.16858434,0.30852458,0.78202404,2.41686765,1.18223563,0.00000000
-5.01550775,3.40965476,0.00481790,0.15657314,0.30301107,0.74362834,2.41813120,1.16213368,0.00000000
-5.00950475,3.36792532,0.00492738,0.14534583,0.29767755,0.70735206,2.41364666,1.14435002,0.00000000
-5.00350175,3.32503258,0.00505405,0.13498949,0.29244715,0.67351914,2.40337805,1.12891012,0.00000000
-4.99749875,3.28104318,0.00519634,0.12557618,0.28724501,0.64237541,2.38734892,1.11573706,0.00000000
-4.99149575,3.23596550,0.00535193,0.11716481,0.28200346,0.61409018,2.36564466,1.10466323,0.00000000
-4.98549275,3.18976688,0.00551786,0.10980309,0.27666655,0.58875969,2.33841364,1.09544501,0.00000000
-4.97948974,3.14239218,0.00569061,0.10352971,0.27119365,0.56641231,2.30586738,1.08777984,0.00000000
-4.97348674,3.09378283,0.00586622,0.09837620,0.26556195,0.54701506,2.26827938,1.08132459,0.00000000
-4.96748374,3.04389536,0.00604051,0.09436873,0.25976802,0.53048113,2.22598307,1.07571464,0.00000000
-4.96148074,2.99271859,0.00620917,0.09152950,0.25382824,0.51667810,2.17936842,1.07058264,0.00000000
-4.95547774,2.94028869,0.00636804,0.08987779,0.24777827,0.50543664,2.12887763,1.06557628,0.00000000
-4.94947474,2.88670135,0.00651324,0.08943058,0.24167175,0.49655923,2.07499969,1.06037438,0.00000000
-4.94347174,2.83212067,0.00664136,0.09020269,0.23557825,0.48982883,2.01826398,1.05470068,0.00000000
-4.93746873,2.77678428,0.00674967,0.09220656,0.22958076,0.48501723,1.95923291,1.04833488,0.00000000
-4.93146573,2.72100456,0.00683621,0.09545162,0.22377278,0.48189290,1.89849368,1.04112071,0.00000000
-4.92546273,2.66516582,0.00689991,0.09994341,0.21825535,0.48022812,1.83664941,1.03297072,0.00000000
-4.91945973,2.60971781,0.00694066,0.10568242,0.21313390,0.47980539,1.77430954,1.02386794,0.00000000
-4.91345673,2.55516553,0.00695936,0.11266284,0.20851538,0.48042288,1.71207990,1.01386438,0.00000000
-4.90745373,2.50205617,0.00695786,0.12087122,0.20450538,0.48189896,1.65055255,1.00307670,0.00000000
-4.90145073,2.45096342,0.00693892,0.13028526,0.20120561,0.48407553,1.59029564,0.99167930,0.00000000
-4.89544772,2.40246996,0.00690612,0.14087258,0.19871158,0.48682042,1.53184353,0.97989534,0.00000000
-4.88944472,2.35714893,0.00686371,0.15258979,0.19711054,0.49002845,1.47568748,0.96798608,0.00000000
-4.88344172,2.31554481,0.00681644,0.16538175,0.19647959,0.49362150,1.42226715,0.95623900,0.00000000
-4.87743872,2.27815486,0.00676940,0.17918100,0.19688399,0.49754730,1.37196309,0.94495534,0.00000000
-4.87143572,2.24541140,0.00672778,0.19390760,0.19837566,0.50177723,1.32509057,0.93443741,0.00000000
-4.86543272,2.21766590,0.00669670,0.20946905,0.20099164,0.50630300,1.28189487,0.92497623,0.00000000
-4.85942971,2.19517522,0.00668101,0.22576056,0.20475270,0.51113255,1.24254812,0.91683991,0.00000000
-4.85342671,2.17809049,0.00668509,0.24266550,0.20966207,0.51628515,1.20714786,0.91026306,0.00000000
-4.84742371,2.16644906,0.00671268,0.26005597,0.21570409,0.52178594,1.17571729,0.90543769,0.00000000
-4.84142071,2.16016965,0.00676679,0.27779359,0.22284315,0.52766023,1.14820715,0.90250580,0.00000000
-4.83541771,2.15905095,0.00684953,0.29573039,0.23102272,0.53392776,1.12449929,0.90155374,0.00000000
-4.82941471,2.16277353,0.00696215,0.31370981,0.24016471,0.54059715,1.10441149,0.90260872,0.00000000
-4.82341171,2.17090520,0.00710493,0.33156782,0.25016924,0.54766103,1.08770375,0.90563721,0.00000000
-4.81740870,2.18290956,0.00727728,0.34913422,0.26091488,0.55509188,1.07408544,0.91054562,0.00000000
-4.81140570,2.19815745,0.00747774,0.36623411,0.27225951,0.56283914,1.06322342,0.91718287,0.00000000
-4.80540270,2.21594129,0.00770417,0.38268950,0.28404192,0.57082756,1.05475059,0.92534498,0.00000000
-4.79939970,2.23549160,0.00795385,0.39832125,0.29608415,0.57895718,1.04827494,0.93478146,0.00000000
-4.79339670,2.25599564,0.00822364,0.41295125,0.30819465,0.58710490,1.04338858,0.94520328,0.00000000
-4.78739370,2.27661752,0.00851026,0.42640491,0.32017227,0.59512777,1.03967677,0.95629217,0.00000000
-4.78139070,2.29651934,0.00881043,0.43851395,0.33181089,0.60286781,1.03672669,0.96771110,0.00000000
-4.77538769,2.31488283,0.00912115,0.44911954,0.34290481,0.61015831,1.03413567,0.97911538,0.00000000
-4.76938469,2.33093097,0.00943991,0.45807553,0.35325450,0.61683120,1.03151900,0.99016421,0.00000000
-4.76338169,2.34394881,0.00976491,0.46525205,0.36267258,0.62272532,1.02851696,1.00053217,0.00000000
-4.75737869,2.35330301,0.01009527,0.47053894,0.37098990,0.62769491,1.02480107,1.00992039,0.00000000
-4.75137569,2.35845944,0.01043118,0.47384923,0.37806123,0.63161808,1.02007958,1.01806673,0.00000000
-4.74537269,2.35899810,0.01077403,0.47512233,0.38377044,0.63440460,1.01410195,1.02475482,0.00000000
-4.73936968,2.35462484,0.01112647,0.47432678,0.38803482,0.63600260,1.00666237,1.02982148,0.00000000
-4.73336668,2.34517944,0.01149247,0.47146243,0.39080833,0.63640361,0.99760228,1.03316208,0.00000000
-4.72736368,2.33063941,0.01187727,0.46656183,0.39208345,0.63564570,0.98681182,1.03473377,0.00000000
-4.72136068,2.31111941,0.01228727,0.45969084,0.39189170,0.63381431,0.97423015,1.03455622,0.00000000
-4.71535768,2.28686604,0.01272989,0.45094811,0.39030245,0.63104062,0.95984472,1.03270982,0.00000000
-4.70935468,2.25824806,0.01321334,0.44046367,0.38742032,0.62749748,0.94368938,1.02933139,0.00000000
-4.70335168,2.22574227,0.01374641,0.42839637,0.38338099,0.62339294,0.92584142,1.02460749,0.00000000
-4.69734867,2.18991548,0.01433811,0.41493042,0.37834571,0.61896167,0.90641755,1.01876555,0.00000000
-4.69134567,2.15140321,0.01499737,0.40027094,0.37249481,0.61445466,0.88556903,1.01206326,0.00000000
-4.68534267,2.11088586,0.01573270,0.38463890,0.36602027,0.61012771,0.86347590,1.00477654,0.00000000
-4.67933967,2.06906343,0.01655183,0.36826540,0.35911798,0.60622926,0.84034055,0.99718679,0.00000000
-4.67333667,2.02662969,0.01746139,0.35138573,0.35197984,0.60298830,0.81638090,0.98956786,0.00000000
-4.66733367,1.98424700,0.01846656,0.33423330,0.34478620,0.60060282,0.79182329,0.98217345,0.00000000
-4.66133067,1.94252291,0.01957086,0.31703374,0.33769903,0.59922965,0.76689546,0.97522555,0.00000000
-4.65532766,1.90198950,0.02077590,0.29999945,0.33085596,0.59897614,0.74181968,0.96890446,0.00000000
-4.64932466,1.86308647,0.02208118,0.28332467,0.32436570,0.59989413,0.71680661,0.96334083,0.00000000
-4.64332166,1.82614859,0.02348406,0.26718148,0.31830492,0.60197655,0.69204971,0.95861028,0.00000000
-4.63731866,1.79139820,0.02497966,0.25171657,0.31271669,0.60515689,0.66772085,0.95473068,0.00000000
-4.63131566,1.75894290,0.02656091,0.23704914,0.30761054,0.60931152,0.64396693,0.95166232,0.00000000
-4.62531266,1.72877850,0.02821865,0.22326974,0.30296411,0.61426473,0.62090779,0.94931089,0.00000000
-4.61930965,1.70079688,0.02994173,0.21044022,0.29872625,0.61979614,0.59863546,0.94753309,0.00000000
-4.61330665,1.67479835,0.03171721,0.19859457,0.29482129,0.62565029,0.57721466,0.94614460,0.00000000
-4.60730365,1.65050765,0.03353060,0.18774064,0.29115427,0.63154758,0.55668454,0.94492985,0.00000000
-4.60130065,1.62759279,0.03536607,0.17786258,0.28761686,0.63719624,0.53706144,0.94365318,0.00000000
-4.59529765,1.60568563,0.03720675,0.16892383,0.28409353,0.64230457,0.51834251,0.94207075,0.00000000
-4.58929465,1.58440316,0.03903497,0.16087055,0.28046780,0.64659293,0.50051005,0.93994257,0.00000000
-4.58329165,1.56336843,0.04083258,0.15363524,0.27662806,0.64980483,0.48353604,0.93704410,0.00000000
-4.57728864,1.54223016,0.04258122,0.14714053,0.27247296,0.65171673,0.46738702,0.93317685,0.00000000
-4.57128564,1.52068009,0.04426261,0.14130279,0.26791581,0.65214607,0.45202862,0.92817751,0.00000000
-4.56528264,1.49846763,0.04585882,0.13603574,0.26288817,0.65095727,0.43742984,0.92192537,0.00000000
-4.55927964,1.47541095,0.04735256,0.13125362,0.25734230,0.64806566,0.42356679,0.91434752,0.00000000
-4.55327664,1.45140472,0.04872745,0.12687421,0.25125249,0.64343910,0.41042567,0.90542213,0.00000000
-4.54727364,1.42642404,0.04996827,0.12282138,0.24461538,0.63709763,0.39800501,0.89517934,0.00000000
-4.54127064,1.40052502,0.05106121,0.11902727,0.23744923,0.62911111,0.38631714,0.88370038,0.00000000
-4.53526763,1.37384212,0.05199413,0.11543415,0.22979238,0.61959533,0.37538880,0.87111470,0.00000000
-4.52926463,1.34658292,0.05275674,0.11199584,0.22170099,0.60870676,0.36526107,0.85759573,0.00000000
-4.52326163,1.31902070,0.05334081,0.10867888,0.21324627,0.59663638,0.35598873,0.84335544,0.00000000
-4.51725863,1.29148553,0.05374032,0.10546328,0.20451137,0.58360299,0.34763899,0.82863808,0.00000000
-4.51125563,1.26435451,0.05395155,0.10234311,0.19558815,0.56984626,0.34029007,0.81371359,0.00000000
-4.50525263,1.23804162,0.05397317,0.09932671,0.18657397,0.55561998,0.33402937,0.79887081,0.00000000
-4.49924962,1.21298779,0.05380619,0.09643677,0.17756863,0.54118557,0.32895173,0.78441098,0.00000000
-4.49324662,1.18965151,0.05345397,0.09371012,0.16867161,0.52680635,0.32515762,0.77064163,0.00000000
