energy_ev,total_up,Cd_p_up,Cd_d_up,Pb_p_up,Pb_d_up,Te_p_up,Te_d_up
-6.00000000,4.54415790,1.70774754,0.59387800,0.51443085,0.00461908,2.85721566,0.00000000
-5.99399700,4.56129489,1.68936717,0.59215396,0.47566947,0.00452382,2.99862492,0.00000000
-5.98799400,4.57776862,1.66977084,0.58908949,0.43846688,0.00441864,3.14114011,0.00000000
-5.98199100,4.59317764,1.64914487,0.58471503,0.40309957,0.00430455,3.28326272,0.00000000
-5.97598799,4.60688348,1.62758469,0.57906800,0.36977094,0.00418265,3.42328900,0.00000000
-5.96998499,4.61802774,1.60509656,0.57219066,0.33861435,0.00405409,3.55933717,0.00000000
-5.96398199,4.62555893,1.58160384,0.56412802,0.30969827,0.00392009,3.68938409,0.00000000
-5.95797899,4.62826849,1.55695746,0.55492606,0.28303294,0.00378186,3.81131075,0.00000000
-5.95197599,4.62483493,1.53095002,0.54463036,0.25857825,0.00364056,3.92295528,0.00000000
-5.94597299,4.61387442,1.50333279,0.53328529,0.23625229,0.00349729,4.02217195,0.00000000
-5.93996998,4.59399615,1.47383470,0.52093382,0.21594030,0.00335305,4.10689385,0.00000000
-5.93396698,4.56386011,1.44218242,0.50761793,0.19750341,0.00320874,4.17519693,0.00000000
-5.92796398,4.52223486,1.40812041,0.49337968,0.18078707,0.00306513,4.22536278,0.00000000
-5.92196098,4.46805292,1.37142996,0.47826265,0.16562876,0.00292283,4.25593740,0.00000000
-5.91595798,4.40046117,1.33194631,0.46231379,0.15186477,0.00278235,4.26578343,0.00000000
-5.90995498,4.31886411,1.28957296,0.44558546,0.13933596,0.00264407,4.25412334,0.00000000
-5.90395198,4.22295793,1.24429255,0.42813734,0.12789243,0.00250827,4.22057176,0.00000000
-5.89794897,4.11275392,1.19617386,0.41003826,0.11739699,0.00237515,4.16515532,0.00000000
-5.89194597,3.98859020,1.14537465,0.39136761,0.10772751,0.00224484,4.08831912,0.00000000
-5.88594297,3.85113135,1.09214040,0.37221620,0.09877833,0.00211742,3.99091949,0.00000000
-5.87993997,3.70135603,1.03679918,0.35268661,0.09046058,0.00199299,3.87420351,0.00000000
-5.87393697,3.54053349,0.97975297,0.33289284,0.08270188,0.00187163,3.73977599,0.00000000
-5.86793397,3.37019002,0.92146610,0.31295930,0.07544530,0.00175344,3.58955570,0.00000000
-5.86193097,3.19206727,0.86245156,0.29301925,0.06864789,0.00163857,3.42572262,0.00000000
-5.85592796,3.00807428,0.80325583,0.27321270,0.06227889,0.00152722,3.25065859,0.00000000
-5.84992496,2.82023560,0.74444314,0.25368387,0.05631777,0.00141964,3.06688381,0.00000000
-5.84392196,2.63063768,0.68657993,0.23457847,0.05075226,0.00131613,2.87699183,0.00000000
-5.83791896,2.44137582,0.63022017,0.21604079,0.04557644,0.00121705,2.68358543,0.00000000
-5.83191596,2.25450378,0.57589212,0.19821087,0.04078910,0.00112280,2.48921579,0.00000000
-5.82591296,2.07198771,0.52408713,0.18122175,0.03639221,0.00103381,2.29632684,0.00000000
-5.81990995,1.89566587,0.47525056,0.16519707,0.03238989,0.00095057,2.10720647,0.00000000
-5.81390695,1.72721514,0.42977519,0.15024893,0.02878751,0.00087353,1.92394573,0.00000000
-5.80790395,1.56812494,0.38799698,0.13647615,0.02559131,0.00080319,1.74840676,0.00000000
-5.80190095,1.41967857,0.35019312,0.12396301,0.02280824,0.00074002,1.58219970,0.00000000
-5.79589795,1.28294198,0.31658209,0.11277822,0.02044616,0.00068446,1.42666839,0.00000000
-5.78989495,1.15875920,0.28732542,0.10297445,0.01851424,0.00063694,1.28288440,0.00000000
-5.78389195,1.04775388,0.26253084,0.09458798,0.01702369,0.00059782,1.15164845,0.00000000
-5.77788894,0.95033571,0.24225625,0.08763874,0.01598854,0.00056742,1.03349836,0.00000000
-5.77188594,0.86671101,0.22651434,0.08213045,0.01542661,0.00054601,0.92872214,0.00000000
-5.76588294,0.79689603,0.21527741,0.07805090,0.01536047,0.00053378,0.83737523,0.00000000
-5.75987994,0.74073237,0.20848203,0.07537233,0.01581844,0.00053085,0.75930051,0.00000000
-5.75387694,0.69790336,0.20603344,0.07405183,0.01683548,0.00053729,0.69415016,0.00000000
-5.74787394,0.66795080,0.20780943,0.07403182,0.01845386,0.00055306,0.64140834,0.00000000
-5.74187094,0.65029146,0.21366373,0.07524047,0.02072378,0.00057804,0.60041396,0.00000000
-5.73586793,0.64423313,0.22342872,0.07759228,0.02370352,0.00061206,0.57038296,0.00000000
-5.72986493,0.64898976,0.23691769,0.08098875,0.02745936,0.00065484,0.55042978,0.00000000
-5.72386193,0.66369599,0.25392659,0.08531912,0.03206504,0.00070601,0.53958779,0.00000000
-5.71785893,0.68742090,0.27423543,0.09046143,0.03760077,0.00076516,0.53682867,0.00000000
-5.71185593,0.71918124,0.29760944,0.09628371,0.04415166,0.00083176,0.54108074,0.00000000
-5.70585293,0.75795430,0.32380010,0.10264558,0.05180571,0.00090523,0.55124651,0.00000000
-5.69984992,0.80269062,0.35254610,0.10940004,0.06065111,0.00098492,0.56621940,0.00000000
-5.69384692,0.85232654,0.38357433,0.11639571,0.07077310,0.00107009,0.58490000,0.00000000
-5.68784392,0.90579685,0.41660093,0.12347925,0.08225026,0.00115999,0.60621174,0.00000000
-5.68184092,0.96204728,0.45133244,0.13049809,0.09515037,0.00125379,0.62911612,0.00000000
-5.67583792,1.02004685,0.48746693,0.13730336,0.10952594,0.00135060,0.65262735,0.00000000
-5.66983492,1.07879977,0.52469529,0.14375285,0.12540967,0.00144954,0.67582624,0.00000000
-5.66383192,1.13735679,0.56270247,0.14971396,0.14280977,0.00154967,0.69787302,0.00000000
-5.65782891,1.19482550,0.60116879,0.15506660,0.16170564,0.00165002,0.71801888,0.00000000
-5.65182591,1.25037951,0.63977122,0.15970569,0.18204400,0.00174962,0.73561578,0.00000000
-5.64582291,1.30326609,0.67818484,0.16354338,0.20373573,0.00184750,0.75012419,0.00000000
-5.63981991,1.35281217,0.71608430,0.16651078,0.22665372,0.00194264,0.76111845,0.00000000
-5.63381691,1.39842863,0.75314561,0.16855913,0.25063194,0.00203406,0.76828944,0.00000000
-5.62781391,1.43961278,0.78904821,0.16966033,0.27546591,0.00212077,0.77144453,0.00000000
-5.62181091,1.47594923,0.82347744,0.16980687,0.30091474,0.00220178,0.77050457,0.00000000
-5.61580790,1.50710919,0.85612763,0.16901118,0.32670477,0.00227613,0.76549812,0.00000000
-5.60980490,1.53284860,0.88670566,0.16730428,0.35253494,0.00234288,0.75655312,0.00000000
-5.60380190,1.55300524,0.91493522,0.16473401,0.37808347,0.00240114,0.74388623,0.00000000
-5.59779890,1.56749516,0.94056157,0.16136282,0.40301612,0.00245006,0.72779038,0.00000000
-5.59179590,1.57630866,0.96335673,0.15726524,0.42699524,0.00248886,0.70862090,0.00000000
-5.58579290,1.57950601,0.98312487,0.15252509,0.44968967,0.00251685,0.68678083,0.00000000
-5.57978989,1.57721309,0.99970770,0.14723272,0.47078473,0.00253344,0.66270604,0.00000000
-5.57378689,1.56961688,1.01298939,0.14148222,0.48999209,0.00253817,0.63685045,0.00000000
-5.56778389,1.55696083,1.02290078,0.13536875,0.50705878,0.00253071,0.60967213,0.00000000
-5.56178089,1.53953997,1.02942246,0.12898617,0.52177506,0.00251091,0.58162043,0.00000000
-5.55577789,1.51769557,1.03258630,0.12242485,0.53398072,0.00247876,0.55312470,0.00000000
-5.54977489,1.49180915,1.03247521,0.11576995,0.54356928,0.00243448,0.52458460,0.00000000
-5.54377189,1.46229571,1.02922100,0.10909998,0.55049006,0.00237844,0.49636236,0.00000000
-5.53776888,1.42959608,1.02300003,0.10248570,0.55474798,0.00231123,0.46877686,0.00000000
-5.53176588,1.39416821,1.01402702,0.09598943,0.55640094,0.00223362,0.44209964,0.00000000
-5.52576288,1.35647771,1.00254693,0.08966468,0.55555513,0.00214653,0.41655260,0.00000000
-5.51975988,1.31698764,0.98882550,0.08355602,0.55235844,0.00205107,0.39230740,0.00000000
-5.51375688,1.27614794,0.97313875,0.07769925,0.54699243,0.00194847,0.36948626,0.00000000
-5.50775388,1.23438495,0.95576213,0.07212169,0.53966322,0.00184004,0.34816404,0.00000000
-5.50175088,1.19209138,0.93695986,0.06684274,0.53059197,0.00172720,0.32837133,0.00000000
-5.49574787,1.14961745,0.91697514,0.06187444,0.52000540,0.00161138,0.31009846,0.00000000
-5.48974487,1.10726347,0.89602180,0.05722220,0.50812689,0.00149401,0.29330011,0.00000000
-5.48374187,1.06527455,0.87427796,0.05288556,0.49516859,0.00137650,0.27790045,0.00000000
-5.47773887,1.02383764,0.85188198,0.04885893,0.48132503,0.00126017,0.26379861,0.00000000
-5.47173587,0.98308120,0.82893103,0.04513241,0.46676839,0.00114626,0.25087433,0.00000000
-5.46573287,0.94307755,0.80548233,0.04169259,0.45164560,0.00103587,0.23899364,0.00000000
-5.45972986,0.90384775,0.78155686,0.03852330,0.43607736,0.00092998,0.22801446,0.00000000
-5.45372686,0.86536886,0.75714535,0.03560637,0.42015890,0.00082939,0.21779194,0.00000000
-5.44772386,0.82758298,0.73221603,0.03292232,0.40396230,0.00073475,0.20818351,0.00000000
-5.44172086,0.79040763,0.70672361,0.03045105,0.38754007,0.00064655,0.19905343,0.00000000
-5.43571786,0.75374690,0.68061889,0.02817241,0.37092961,0.00056509,0.19027671,0.00000000
-5.42971486,0.71750250,0.65385833,0.02606678,0.35415822,0.00049053,0.18174252,0.00000000
-5.42371186,0.68158425,0.62641289,0.02411549,0.33724811,0.00042291,0.17335666,0.00000000
-5.41770885,0.64591937,0.59827571,0.02230124,0.32022119,0.00036210,0.16504343,0.00000000
-5.41170585,0.61045993,0.56946803,0.02060836,0.30310329,0.00030790,0.15674653,0.00000000
-5.40570285,0.57518836,0.54004311,0.01902304,0.28592743,0.00026000,0.14842927,0.00000000
-5.39969985,0.54012054,0.51008798,0.01753340,0.26873613,0.00021803,0.14007397,0.00000000
-5.39369685,0.50530659,0.47972286,0.01612959,0.25158261,0.00018155,0.13168062,0.00000000
-5.38769385,0.47082938,0.44909865,0.01480367,0.23453082,0.00015013,0.12326508,0.00000000
-5.38169085,0.43680100,0.41839239,0.01354949,0.21765450,0.00012328,0.11485662,0.00000000
-5.37568784,0.40335758,0.38780141,0.01236257,0.20103534,0.00010052,0.10649530,0.00000000
-5.36968484,0.37065288,0.35753627,0.01123979,0.18476046,0.00008139,0.09822900,0.00000000
