energy_ev,total_up,As_p_up,As_d_up,Nb_p_up,Nb_d_up,S_s_up,S_p_up
-6.00000000,0.00002377,0.00001465,0.00000000,0.00002767,0.00000968,0.00000198,0.00000150
-5.99399700,0.00001620,0.00000998,0.00000000,0.00001888,0.00000659,0.00000135,0.00000102
-5.98799400,0.00001096,0.00000675,0.00000000,0.00001279,0.00000445,0.00000091,0.00000069
-5.98199100,0.00000737,0.00000454,0.00000000,0.00000860,0.00000299,0.00000062,0.00000047
-5.97598799,0.00000492,0.00000303,0.00000000,0.00000575,0.00000200,0.00000041,0.00000031
-5.96998499,0.00000326,0.00000201,0.00000000,0.00000381,0.00000132,0.00000027,0.00000021
-5.96398199,0.00000216,0.00000133,0.00000000,0.00000252,0.00000088,0.00000018,0.00000014
-5.95797899,0.00000142,0.00000088,0.00000000,0.00000166,0.00000058,0.00000012,0.00000009
-5.95197599,0.00000095,0.00000059,0.00000000,0.00000110,0.00000040,0.00000008,0.00000006
-5.94597299,0.00000065,0.00000041,0.00000000,0.00000075,0.00000028,0.00000005,0.00000004
-5.93996998,0.00000048,0.00000031,0.00000000,0.00000055,0.00000023,0.00000003,0.00000003
-5.93396698,0.00000041,0.00000028,0.00000000,0.00000045,0.00000022,0.00000002,0.00000002
-5.92796398,0.00000043,0.00000031,0.00000000,0.00000046,0.00000027,0.00000001,0.00000002
-5.92196098,0.00000054,0.00000040,0.00000000,0.00000056,0.00000037,0.00000001,0.00000003
-5.91595798,0.00000076,0.00000058,0.00000000,0.00000078,0.00000054,0.00000001,0.00000004
-5.90995498,0.00000114,0.00000087,0.00000000,0.00000117,0.00000083,0.00000001,0.00000006
-5.90395198,0.00000175,0.00000134,0.00000000,0.00000178,0.00000128,0.00000001,0.00000009
-5.89794897,0.00000269,0.00000206,0.00000000,0.00000273,0.00000197,0.00000001,0.00000014
-5.89194597,0.00000413,0.00000315,0.00000000,0.00000418,0.00000303,0.00000001,0.00000022
-5.88594297,0.00000630,0.00000481,0.00000000,0.00000638,0.00000462,0.00000001,0.00000035
-5.87993997,0.00000956,0.00000729,0.00000000,0.00000966,0.00000701,0.00000002,0.00000053
-5.87393697,0.00001441,0.00001096,0.00000000,0.00001454,0.00001055,0.00000004,0.00000081
-5.86793397,0.00002156,0.00001638,0.00000000,0.00002172,0.00001577,0.00000006,0.00000122
-5.86193097,0.00003205,0.00002431,0.00000000,0.00003224,0.00002341,0.00000008,0.00000183
-5.85592796,0.00004730,0.00003581,0.00000000,0.00004750,0.00003450,0.00000013,0.00000274
-5.84992496,0.00006932,0.00005239,0.00000000,0.00006951,0.00005048,0.00000020,0.00000406
-5.84392196,0.00010089,0.00007611,0.00000000,0.00010099,0.00007336,0.00000030,0.00000598
-5.83791896,0.00014582,0.00010979,0.00000000,0.00014571,0.00010586,0.00000044,0.00000874
-5.83191596,0.00020928,0.00015726,0.00000000,0.00020876,0.00015169,0.00000065,0.00001270
-5.82591296,0.00029828,0.00022367,0.00000000,0.00029699,0.00021583,0.00000097,0.00001832
-5.81990995,0.00042218,0.00031589,0.00000000,0.00041956,0.00030495,0.00000141,0.00002626
-5.81390695,0.00059341,0.00044303,0.00000000,0.00058858,0.00042785,0.00000205,0.00003738
-5.80790395,0.00082831,0.00061698,0.00000000,0.00081992,0.00059610,0.00000296,0.00005285
-5.80190095,0.00114821,0.00085324,0.00000000,0.00113425,0.00082472,0.00000425,0.00007424
-5.79589795,0.00158069,0.00117175,0.00000000,0.00155818,0.00113308,0.00000605,0.00010357
-5.78989495,0.00216108,0.00159795,0.00000000,0.00212570,0.00154592,0.00000854,0.00014354
-5.78389195,0.00293428,0.00216401,0.00000000,0.00287984,0.00209453,0.00001199,0.00019759
-5.77788894,0.00395678,0.00291026,0.00000000,0.00387455,0.00281815,0.00001670,0.00027018
-5.77188594,0.00529907,0.00388672,0.00000000,0.00517688,0.00376555,0.00002311,0.00036699
-5.76588294,0.00704822,0.00515489,0.00000000,0.00686932,0.00499666,0.00003175,0.00049516
-5.75987994,0.00931083,0.00678962,0.00000000,0.00905245,0.00658456,0.00004332,0.00066364
-5.75387694,0.01221608,0.00888111,0.00000000,0.01184763,0.00861733,0.00005868,0.00088355
-5.74787394,0.01591905,0.01153694,0.00000000,0.01539990,0.01120016,0.00007895,0.00116853
-5.74187094,0.02060399,0.01488407,0.00000000,0.01988075,0.01445729,0.00010547,0.00153518
-5.73586793,0.02648752,0.01907072,0.00000000,0.02549088,0.01853390,0.00013991,0.00200352
-5.72986493,0.03382166,0.02426796,0.00000000,0.03246256,0.02359775,0.00018431,0.00259744
-5.72386193,0.04289628,0.03067098,0.00000000,0.04106161,0.02984039,0.00024111,0.00334519
-5.71785893,0.05404104,0.03849972,0.00000000,0.05158867,0.03747795,0.00031322,0.00427977
-5.71185593,0.06762629,0.04799888,0.00000000,0.06437961,0.04675109,0.00040407,0.00543937
-5.70585293,0.08406279,0.05943692,0.00000000,0.07980481,0.05792415,0.00051764,0.00686765
-5.69984992,0.10380004,0.07310411,0.00000000,0.09826710,0.07128327,0.00065853,0.00861398
-5.69384692,0.12732275,0.08930930,0.00000000,0.12019818,0.08713318,0.00083195,0.01073341
-5.68784392,0.15514540,0.10837530,0.00000000,0.14605327,0.10579278,0.00104376,0.01328662
-5.68184092,0.18780460,0.13063292,0.00000000,0.17630395,0.12758919,0.00130043,0.01633943
-5.67583792,0.22584905,0.15641340,0.00000000,0.21142899,0.15285026,0.00160898,0.01996222
-5.66983492,0.26982720,0.18603946,0.00000000,0.25190334,0.18189569,0.00197698,0.02422892
-5.66383192,0.32027242,0.21981496,0.00000000,0.29818520,0.21502671,0.00241236,0.02921571
-5.65782891,0.37768616,0.25801339,0.00000000,0.35070158,0.25251451,0.00292328,0.03499931
-5.65182591,0.44251903,0.30086547,0.00000000,0.40983242,0.29458778,0.00351795,0.04165503
-5.64582291,0.51515060,0.34854617,0.00000000,0.47589388,0.34141962,0.00420440,0.04925431
-5.63981991,0.59586814,0.40116170,0.00000000,0.54912123,0.39311429,0.00499015,0.05786206
-5.63381691,0.68484530,0.45873687,0.00000000,0.62965197,0.44969440,0.00588196,0.06753370
-5.62781391,0.78212138,0.52120343,0.00000000,0.71750974,0.51108886,0.00688543,0.07831206
-5.62181091,0.88758209,0.58839002,0.00000000,0.81258995,0.57712262,0.00800466,0.09022411
-5.61580790,1.00094278,0.66001422,0.00000000,0.91464754,0.64750833,0.00924185,0.10327778
-5.60980490,1.12173513,0.73567741,0.00000000,1.02328788,0.72184087,0.01059698,0.11745902
-5.60380190,1.24929809,0.81486272,0.00000000,1.13796106,0.79959514,0.01206740,0.13272901
-5.59779890,1.38277399,0.89693675,0.00000000,1.25796043,0.88012753,0.01364760,0.14902202
-5.59179590,1.52111052,0.98115507,0.00000000,1.38242556,0.96268137,0.01532893,0.16624383
-5.58579290,1.66306889,1.06667179,0.00000000,1.51034992,1.04639667,0.01709945,0.18427087
-5.57978989,1.80723873,1.15255314,0.00000000,1.64059331,1.13032389,0.01894390,0.20295036
-5.57378689,1.95205947,1.23779480,0.00000000,1.77189900,1.21344183,0.02084373,0.22210138
-5.56778389,2.09584810,1.32134263,0.00000000,1.90291517,1.29467901,0.02277730,0.24151702
-5.56178089,2.23683275,1.40211631,0.00000000,2.03222023,1.37293816,0.02472019,0.26096756
-5.55577789,2.37319115,1.47903507,0.00000000,2.15835140,1.44712305,0.02664564,0.28020481
-5.54977489,2.50309322,1.55104488,0.00000000,2.27983584,1.51616676,0.02852510,0.29896727
-5.54377189,2.62474611,1.61714607,0.00000000,2.39522339,1.57906058,0.03032894,0.31698623
-5.53776888,2.73644062,1.67642045,0.00000000,2.50312008,1.63488234,0.03202715,0.33399255
-5.53176588,2.83659730,1.72805718,0.00000000,2.60222151,1.68282336,0.03359022,0.34972374
-5.52576288,2.92381066,1.77137621,0.00000000,2.69134505,1.72221286,0.03498994,0.36393145
-5.51975988,2.99688993,1.80584868,0.00000000,2.76946007,1.75253899,0.03620031,0.37638868
-5.51375688,3.05489493,1.83111349,0.00000000,2.83571524,1.77346573,0.03719829,0.38689675
-5.50775388,3.09716575,1.84698935,0.00000000,2.88946222,1.78484486,0.03796459,0.39529162
-5.50175088,3.12334493,1.85348205,0.00000000,2.93027493,1.78672263,0.03848430,0.40144924
-5.49574787,3.13339149,1.85078650,0.00000000,2.95796373,1.77934081,0.03874735,0.40528981
-5.48974487,3.12758599,1.83928352,0.00000000,2.97258425,1.76313199,0.03874891,0.40678075
-5.48374187,3.10652638,1.81953140,0.00000000,2.97444008,1.73870927,0.03848952,0.40593817
-5.47773887,3.07111461,1.79225240,0.00000000,2.96407935,1.70685058,0.03797507,0.40282675
-5.47173587,3.02253430,1.75831466,0.00000000,2.94228483,1.66847818,0.03721667,0.39755822
-5.46573287,2.96222001,1.71870988,0.00000000,2.91005762,1.62463380,0.03623018,0.39028817
-5.45972986,2.89181903,1.67452738,0.00000000,2.86859453,1.57645040,0.03503578,0.38121158
-5.45372686,2.81314677,1.62692538,0.00000000,2.81925951,1.52512117,0.03365724,0.37055709
-5.44772386,2.72813706,1.57710011,0.00000000,2.76354954,1.47186690,0.03212122,0.35858025
-5.44172086,2.63878900,1.52625371,0.00000000,2.70305582,1.41790255,0.03045640,0.34555606
-5.43571786,2.54711180,1.47556180,0.00000000,2.63942113,1.36440413,0.02869262,0.33177099
-5.42971486,2.45506952,1.42614161,0.00000000,2.57429449,1.31247684,0.02686006,0.31751485
-5.42371186,2.36452734,1.37902163,0.00000000,2.50928452,1.26312545,0.02498836,0.30307276
-5.41770885,2.27720125,1.33511375,0.00000000,2.44591284,1.21722786,0.02310589,0.28871751
-5.41170585,2.19461256,1.29518865,0.00000000,2.38556939,1.17551259,0.02123908,0.27470261
-5.40570285,2.11804905,1.25985540,0.00000000,2.32947101,1.13854095,0.01941184,0.26125616
-5.39969985,2.04853388,1.22954588,0.00000000,2.27862519,1.10669457,0.01764516,0.24857585
-5.39369685,1.98680332,1.20450472,0.00000000,2.23380040,1.08016852,0.01595677,0.23682515
-5.38769385,1.93329426,1.18478499,0.00000000,2.19550436,1.05897047,0.01436101,0.22613073
-5.38169085,1.88814173,1.17025021,0.00000000,2.16397136,1.04292579,0.01286876,0.21658131
-5.37568784,1.85118666,1.16058239,0.00000000,2.13915944,1.03168860,0.01148750,0.20822776
-5.36968484,1.82199341,1.15529613,0.00000000,2.12075759,1.02475824,0.01022154,0.20108446
-5.36368184,1.79987664,1.15375827,0.00000000,2.10820303,1.02150080,0.00907220,0.19513183
-5.35767884,1.78393613,1.15521243,0.00000000,2.10070794,1.02117475,0.00803824,0.19031980
-5.35167584,1.77309847,1.15880763,0.00000000,2.09729464,1.02295997,0.00711613,0.18657214
-5.34567284,1.76616378,1.16362985,0.00000000,2.09683766,1.02598892,0.00630053,0.18379141
-5.33966983,1.76185562,1.16873544,0.00000000,2.09811114,1.02937887,0.00558467,0.18186426
-5.33366683,1.75887217,1.17318496,0.00000000,2.09983939,1.03226403,0.00496076,0.18066697
-5.32766383,1.75593660,1.17607623,0.00000000,2.10074837,1.03382625,0.00442035,0.18007092
-5.32166083,1.75184456,1.17657522,0.00000000,2.09961607,1.03332325,0.00395475,0.17994783
-5.31565783,1.74550720,1.17394367,0.00000000,2.09531941,1.03011318,0.00355527,0.18017458
-5.30965483,1.73598792,1.16756225,0.00000000,2.08687592,1.02367481,0.00321353,0.18063744
-5.30365183,1.72253165,1.15694858,0.00000000,2.07347847,1.01362250,0.00292166,0.18123567
-5.29764882,1.70458586,1.14176942,0.00000000,2.05452183,0.99971560,0.00267249,0.18188424
-5.29164582,1.68181263,1.12184681,0.00000000,2.02962021,0.98186205,0.00245965,0.18251577
-5.28564282,1.65409184,1.09715802,0.00000000,1.99861546,0.96011630,0.00227768,0.18308159
-5.27963982,1.62151570,1.06782980,0.00000000,1.96157608,0.93467173,0.00212201,0.18355201
-5.27363682,1.58437542,1.03412722,0.00000000,1.91878751,0.90584831,0.00198903,0.18391575
-5.26763382,1.54314088,0.99643807,0.00000000,1.87073465,0.87407609,0.00187600,0.18417867
-5.26163082,1.49843473,0.95525355,0.00000000,1.81807791,0.83987547,0.00178103,0.18436193
-5.25562781,1.45100216,0.91114659,0.00000000,1.76162406,0.80383522,0.00170301,0.18449961
-5.24962481,1.40167807,0.86474852,0.00000000,1.70229364,0.76658925,0.00164148,0.18463598
-5.24362181,1.35135289,0.81672552,0.00000000,1.64108638,0.72879316,0.00159661,0.18482248
-5.23761881,1.30093872,0.76775571,0.00000000,1.57904615,0.69110148,0.00156902,0.18511462
-5.23161581,1.25133697,0.71850777,0.00000000,1.51722687,0.65414649,0.00155975,0.18556880
-5.22561281,1.20340862,0.66962191,0.00000000,1.45666058,0.61851926,0.00157010,0.18623933
-5.21960980,1.15794804,0.62169370,0.00000000,1.39832865,0.58475345,0.00160160,0.18717550
-5.21360680,1.11566101,0.57526118,0.00000000,1.34313667,0.55331235,0.00165588,0.18841908
-5.20760380,1.07714733,0.53079532,0.00000000,1.29189383,0.52457915,0.00173462,0.19000203
-5.20160080,1.04288817,0.48869394,0.00000000,1.24529667,0.49885074,0.00183947,0.19194471
-5.19559780,1.01323827,0.44927879,0.00000000,1.20391749,0.47633471,0.00197200,0.19425447
-5.18959480,0.98842264,0.41279559,0.00000000,1.16819711,0.45714945,0.00213365,0.19692479
-5.18359180,0.96853755,0.37941651,0.00000000,1.13844181,0.44132706,0.00232570,0.19993485
-5.17758879,0.95355530,0.34924476,0.00000000,1.11482403,0.42881861,0.00254922,0.20324961
-5.17158579,0.94333230,0.32232058,0.00000000,1.09738635,0.41950136,0.00280504,0.20682051
-5.16558279,0.93761988,0.29862836,0.00000000,1.08604835,0.41318763,0.00309377,0.21058647
-5.15957979,0.93607740,0.27810429,0.00000000,1.08061577,0.40963463,0.00341572,0.21447556
-5.15357679,0.93828688,0.26064406,0.00000000,1.08079156,0.40855518,0.00377095,0.21840696
-5.14757379,0.94376892,0.24611050,0.00000000,1.08618835,0.40962864,0.00415921,0.22229338
-5.14157079,0.95199916,0.23434058,0.00000000,1.09634173,0.41251193,0.00457994,0.22604383
-5.13556778,0.96242499,0.22515182,0.00000000,1.11072428,0.41685023,0.00503229,0.22956658
-5.12956478,0.97448206,0.21834783,0.00000000,1.12875953,0.42228719,0.00551504,0.23277237
-5.12356178,0.98761018,0.21372301,0.00000000,1.14983593,0.42847437,0.00602667,0.23557775
-5.11755878,1.00126838,0.21106645,0.00000000,1.17332029,0.43507984,0.00656529,0.23790833
-5.11155578,1.01494881,0.21016495,0.00000000,1.19857056,0.44179579,0.00712870,0.23970207
-5.10555278,1.02818925,0.21080545,0.00000000,1.22494781,0.44834498,0.00771433,0.24091234
-5.09954977,1.04058420,0.21277689,0.00000000,1.25182727,0.45448619,0.00831931,0.24151069
-5.09354677,1.05179423,0.21587166,0.00000000,1.27860839,0.46001847,0.00894049,0.24148937
-5.08754377,1.06155368,0.21988681,0.00000000,1.30472399,0.46478425,0.00957447,0.24086331
-5.08154077,1.06967671,0.22462519,0.00000000,1.32964863,0.46867145,0.01021770,0.23967174
-5.07553777,1.07606159,0.22989656,0.00000000,1.35290613,0.47161456,0.01086653,0.23797915
-5.06953477,1.08069334,0.23551884,0.00000000,1.37407657,0.47359471,0.01151734,0.23587577
-5.06353177,1.08364483,0.24131960,0.00000000,1.39280287,0.47463895,0.01216666,0.23347738
-5.05752876,1.08507632,0.24713770,0.00000000,1.40879692,0.47481872,0.01281129,0.23092456
-5.05152576,1.08523347,0.25282516,0.00000000,1.42184542,0.47424761,0.01344847,0.22838123
-5.04552276,1.08444396,0.25824923,0.00000000,1.43181537,0.47307847,0.01407602,0.22603264
-5.03951976,1.08311264,0.26329446,0.00000000,1.43865911,0.47149989,0.01469248,0.22408275
-5.03351676,1.08171520,0.26786484,0.00000000,1.44241858,0.46973220,0.01529724,0.22275091
-5.02751376,1.08079032,0.27188572,0.00000000,1.44322873,0.46802287,0.01589062,0.22226814
-5.02151076,1.08093025,0.27530536,0.00000000,1.44131944,0.46664137,0.01647397,0.22287276
-5.01550775,1.08276985,0.27809618,0.00000000,1.43701576,0.46587358,0.01704967,0.22480555
-5.00950475,1.08697390,0.28025529,0.00000000,1.43073602,0.46601569,0.01762108,0.22830460
-5.00350175,1.09422293,0.28180441,0.00000000,1.42298727,0.46736761,0.01819249,0.23359965
-4.99749875,1.10519746,0.28278899,0.00000000,1.41435807,0.47022599,0.01876898,0.24090627
-4.99149575,1.12056103,0.28327660,0.00000000,1.40550815,0.47487696,0.01935617,0.25041990
-4.98549275,1.14094220,0.28335450,0.00000000,1.39715510,0.48158863,0.01996008,0.26230984
-4.97948974,1.16691602,0.28312657,0.00000000,1.39005827,0.49060358,0.02058675,0.27671338
-4.97348674,1.19898538,0.28270961,0.00000000,1.38500012,0.50213157,0.02124204,0.29373026
-4.96748374,1.23756301,0.28222929,0.00000000,1.38276560,0.51634257,0.02193127,0.31341765
-4.96148074,1.28295469,0.28181580,0.00000000,1.38412029,0.53336057,0.02265894,0.33578576
-4.95547774,1.33534449,0.28159950,0.00000000,1.38978805,0.55325826,0.02342852,0.36079442
-4.94947474,1.39478259,0.28170677,0.00000000,1.40042909,0.57605293,0.02424216,0.38835069
-4.94347174,1.46117660,0.28225618,0.00000000,1.41661940,0.60170377,0.02510062,0.41830771
-4.93746873,1.53428664,0.28335519,0.00000000,1.43883233,0.63011083,0.02600313,0.45046501
-4.93146573,1.61372475,0.28509756,0.00000000,1.46742312,0.66111565,0.02694739,0.48457017
-4.92546273,1.69895886,0.28756141,0.00000000,1.50261707,0.69450367,0.02792969,0.52032212
-4.91945973,1.78932118,0.29080807,0.00000000,1.54450158,0.73000834,0.02894501,0.55737583
-4.91345673,1.88402084,0.29488163,0.00000000,1.59302249,0.76731679,0.02998721,0.59534846
-4.90745373,1.98216039,0.29980907,0.00000000,1.64798447,0.80607687,0.03104935,0.63382673
-4.90145073,2.08275535,0.30560094,0.00000000,1.70905537,0.84590516,0.03212391,0.67237532
-4.89544772,2.18475607,0.31225228,0.00000000,1.77577394,0.88639564,0.03320308,0.71054604
-4.88944472,2.28707082,0.31974378,0.00000000,1.84756039,0.92712864,0.03427909,0.74788740
-4.88344172,2.38858925,0.32804281,0.00000000,1.92372899,0.96767960,0.03534440,0.78395432
-4.87743872,2.48820495,0.33710436,0.00000000,2.00350205,1.00762720,0.03639189,0.81831753
