energy_ev,total_up,Ga_p_up,Ga_d_up,Se_s_up,Se_p_up,Ti_p_up,Ti_d_up
-6.00000000,0.46511748,0.00753765,0.00000000,0.00000001,0.01304502,0.77116653,0.14146571
-5.99399700,0.44603813,0.00859947,0.00000000,0.00000001,0.01351257,0.73467290,0.13519811
-5.98799400,0.42612197,0.00974839,0.00000000,0.00000002,0.01406818,0.69643381,0.12858698
-5.98199100,0.40564885,0.01097890,0.00000000,0.00000002,0.01471262,0.65694849,0.12172106
-5.97598799,0.38488815,0.01228290,0.00000000,0.00000003,0.01544377,0.61670649,0.11468806
-5.96998499,0.36409278,0.01364966,0.00000000,0.00000004,0.01625649,0.57617760,0.10757284
-5.96398199,0.34349418,0.01506583,0.00000000,0.00000006,0.01714273,0.53580307,0.10045564
-5.95797899,0.32329833,0.01651557,0.00000000,0.00000008,0.01809165,0.49598809,0.09341074
-5.95197599,0.30368289,0.01798082,0.00000000,0.00000011,0.01909000,0.45709592,0.08650525
-5.94597299,0.28479558,0.01944165,0.00000000,0.00000015,0.02012255,0.41944346,0.07979827
-5.93996998,0.26675369,0.02087677,0.00000000,0.00000020,0.02117268,0.38329847,0.07334026
-5.93396698,0.24964471,0.02226413,0.00000000,0.00000027,0.02222314,0.34887833,0.06717283
-5.92796398,0.23352809,0.02358154,0.00000000,0.00000036,0.02325678,0.31635025,0.06132868
-5.92196098,0.21843782,0.02480747,0.00000000,0.00000048,0.02425750,0.28583282,0.05583186
-5.91595798,0.20438586,0.02592177,0.00000000,0.00000063,0.02521114,0.25739870,0.05069829
-5.90995498,0.19136607,0.02690649,0.00000000,0.00000082,0.02610638,0.23107831,0.04593640
-5.90395198,0.17935859,0.02774660,0.00000000,0.00000107,0.02693565,0.20686429,0.04154799
-5.89794897,0.16833434,0.02843066,0.00000000,0.00000137,0.02769591,0.18471645,0.03752914
-5.89194597,0.15825942,0.02895145,0.00000000,0.00000175,0.02838933,0.16456711,0.03387124
-5.88594297,0.14909933,0.02930634,0.00000000,0.00000222,0.02902382,0.14632650,0.03056200
-5.87993997,0.14082269,0.02949767,0.00000000,0.00000279,0.02961333,0.12988810,0.02758643
-5.87393697,0.13340432,0.02953279,0.00000000,0.00000348,0.03017793,0.11513368,0.02492782
-5.86793397,0.12682759,0.02942404,0.00000000,0.00000432,0.03074368,0.10193804,0.02256854
-5.86193097,0.12108596,0.02918844,0.00000000,0.00000532,0.03134219,0.09017312,0.02049078
-5.85592796,0.11618351,0.02884728,0.00000000,0.00000650,0.03200988,0.07971159,0.01867714
-5.84992496,0.11213462,0.02842544,0.00000000,0.00000789,0.03278703,0.07042978,0.01711108
-5.84392196,0.10896275,0.02795062,0.00000000,0.00000950,0.03371657,0.06220998,0.01577718
-5.83791896,0.10669834,0.02745242,0.00000000,0.00001137,0.03484258,0.05494212,0.01466133
-5.83191596,0.10537605,0.02696132,0.00000000,0.00001350,0.03620863,0.04852480,0.01375066
-5.82591296,0.10503129,0.02650760,0.00000000,0.00001592,0.03785604,0.04286586,0.01303350
-5.81990995,0.10569649,0.02612025,0.00000000,0.00001863,0.03982197,0.03788249,0.01249909
-5.81390695,0.10739697,0.02582587,0.00000000,0.00002165,0.04213751,0.03350092,0.01213735
-5.80790395,0.11014690,0.02564771,0.00000000,0.00002498,0.04482588,0.02965587,0.01193849
-5.80190095,0.11394534,0.02560474,0.00000000,0.00002862,0.04790070,0.02628981,0.01189263
-5.79589795,0.11877275,0.02571090,0.00000000,0.00003255,0.05136452,0.02335205,0.01198950
-5.78989495,0.12458800,0.02597450,0.00000000,0.00003675,0.05520762,0.02079788,0.01221803
-5.78389195,0.13132621,0.02639785,0.00000000,0.00004120,0.05940721,0.01858762,0.01256612
-5.77788894,0.13889746,0.02697706,0.00000000,0.00004586,0.06392702,0.01668580,0.01302039
-5.77188594,0.14718659,0.02770215,0.00000000,0.00005068,0.06871738,0.01506047,0.01356611
-5.76588294,0.15605411,0.02855730,0.00000000,0.00005560,0.07371588,0.01368255,0.01418714
-5.75987994,0.16533821,0.02952138,0.00000000,0.00006055,0.07884847,0.01252540,0.01486603
-5.75387694,0.17485804,0.03056872,0.00000000,0.00006548,0.08403112,0.01156456,0.01558423
-5.74787394,0.18441789,0.03167000,0.00000000,0.00007030,0.08917203,0.01077751,0.01632237
-5.74187094,0.19381251,0.03279339,0.00000000,0.00007494,0.09417419,0.01014373,0.01706067
-5.73586793,0.20283305,0.03390578,0.00000000,0.00007930,0.09893836,0.00964475,0.01777941
-5.72986493,0.21127370,0.03497408,0.00000000,0.00008332,0.10336627,0.00926440,0.01845947
-5.72386193,0.21893854,0.03596662,0.00000000,0.00008691,0.10736398,0.00898909,0.01908285
-5.71785893,0.22564856,0.03685455,0.00000000,0.00009000,0.11084525,0.00880818,0.01963334
-5.71185593,0.23124836,0.03761309,0.00000000,0.00009254,0.11373479,0.00871437,0.02009702
-5.70585293,0.23561240,0.03822283,0.00000000,0.00009447,0.11597125,0.00870419,0.02046283
-5.69984992,0.23865046,0.03867080,0.00000000,0.00009574,0.11750979,0.00877836,0.02072303
-5.69384692,0.24031207,0.03895137,0.00000000,0.00009633,0.11832422,0.00894230,0.02087360
-5.68784392,0.24058978,0.03906697,0.00000000,0.00009623,0.11840851,0.00920644,0.02091452
-5.68184092,0.23952108,0.03902853,0.00000000,0.00009544,0.11777764,0.00958661,0.02084997
-5.67583792,0.23718884,0.03885570,0.00000000,0.00009397,0.11646774,0.01010425,0.02068834
-5.66983492,0.23372031,0.03857677,0.00000000,0.00009187,0.11453560,0.01078653,0.02044219
-5.66383192,0.22928466,0.03822833,0.00000000,0.00008916,0.11205734,0.01166639,0.02012800
-5.65782891,0.22408914,0.03785465,0.00000000,0.00008592,0.10912663,0.01278236,0.01976587
-5.65182591,0.21837398,0.03750682,0.00000000,0.00008220,0.10585216,0.01417816,0.01937904
-5.64582291,0.21240622,0.03724159,0.00000000,0.00007807,0.10235472,0.01590221,0.01899334
-5.63981991,0.20647261,0.03712007,0.00000000,0.00007362,0.09876387,0.01800674,0.01863655
-5.63381691,0.20087181,0.03720614,0.00000000,0.00006893,0.09521434,0.02054673,0.01833765
-5.62781391,0.19590619,0.03756474,0.00000000,0.00006407,0.09184225,0.02357856,0.01812605
-5.62181091,0.19187327,0.03826002,0.00000000,0.00005912,0.08878136,0.02715834,0.01803078
-5.61580790,0.18905720,0.03935333,0.00000000,0.00005417,0.08615924,0.03134007,0.01807963
-5.60980490,0.18772046,0.04090124,0.00000000,0.00004927,0.08409375,0.03617340,0.01829832
-5.60380190,0.18809587,0.04295346,0.00000000,0.00004450,0.08268973,0.04170134,0.01870970
-5.59779890,0.19037927,0.04555084,0.00000000,0.00003989,0.08203597,0.04795775,0.01933295
-5.59179590,0.19472299,0.04872346,0.00000000,0.00003551,0.08220267,0.05496481,0.02018293
-5.58579290,0.20123027,0.05248887,0.00000000,0.00003138,0.08323936,0.06273052,0.02126949
-5.57978989,0.20995087,0.05685054,0.00000000,0.00002754,0.08517333,0.07124637,0.02259708
-5.57378689,0.22087806,0.06179668,0.00000000,0.00002399,0.08800872,0.08048529,0.02416429
-5.56778389,0.23394699,0.06729932,0.00000000,0.00002075,0.09172611,0.09040005,0.02596373
-5.56178089,0.24903486,0.07331395,0.00000000,0.00001781,0.09628295,0.10092218,0.02798194
-5.55577789,0.26596269,0.07977955,0.00000000,0.00001519,0.10161450,0.11196162,0.03019966
-5.54977489,0.28449901,0.08661925,0.00000000,0.00001285,0.10763562,0.12340705,0.03259215
-5.54377189,0.30436534,0.09374153,0.00000000,0.00001080,0.11424306,0.13512723,0.03512981
-5.53776888,0.32524346,0.10104201,0.00000000,0.00000901,0.12131858,0.14697305,0.03777902
-5.53176588,0.34678434,0.10840583,0.00000000,0.00000746,0.12873251,0.15878060,0.04050314
-5.52576288,0.36861850,0.11571051,0.00000000,0.00000614,0.13634786,0.17037503,0.04326366
-5.51975988,0.39036758,0.12282935,0.00000000,0.00000501,0.14402481,0.18157512,0.04602157
-5.51375688,0.41165659,0.12963504,0.00000000,0.00000406,0.15162536,0.19219848,0.04873872
-5.50775388,0.43212656,0.13600358,0.00000000,0.00000327,0.15901816,0.20206708,0.05137928
-5.50175088,0.45144696,0.14181825,0.00000000,0.00000261,0.16608306,0.21101298,0.05391113
-5.49574787,0.46932731,0.14697341,0.00000000,0.00000207,0.17271539,0.21888400,0.05630715
-5.48974487,0.48552759,0.15137807,0.00000000,0.00000163,0.17882971,0.22554890,0.05854633
-5.48374187,0.49986668,0.15495897,0.00000000,0.00000128,0.18436277,0.23090215,0.06061467
-5.47773887,0.51222854,0.15766308,0.00000000,0.00000099,0.18927558,0.23486763,0.06250573
-5.47173587,0.52256565,0.15945935,0.00000000,0.00000076,0.19355441,0.23740144,0.06422088
-5.46573287,0.53089939,0.16033958,0.00000000,0.00000058,0.19721068,0.23849337,0.06576909
-5.45972986,0.53731736,0.16031850,0.00000000,0.00000044,0.20027960,0.23816714,0.06716644
-5.45372686,0.54196759,0.15943276,0.00000000,0.00000034,0.20281768,0.23647927,0.06843511
-5.44772386,0.54504976,0.15773926,0.00000000,0.00000025,0.20489923,0.23351663,0.06960213
-5.44172086,0.54680403,0.15531248,0.00000000,0.00000019,0.20661176,0.22939283,0.07069775
-5.43571786,0.54749775,0.15224130,0.00000000,0.00000014,0.20805083,0.22424353,0.07175358
