energy_ev,total_up,total_down,As_p_up,As_p_down,As_d_up,As_d_down,Ni_p_up,Ni_p_down,Ni_d_up,Ni_d_down,Te_p_up,Te_p_down,Te_d_up,Te_d_down
-5.72386193,1.55670689,-1.55670689,0.34901455,-0.34901455,0.00000000,-0.00000000,0.82602151,-0.82602151,0.44726981,-0.44726981,0.60517788,-0.60517788,0.00000000,-0.00000000
-5.71785893,1.57436958,-1.57436958,0.34562244,-0.34562244,0.00000000,-0.00000000,0.85088816,-0.85088816,0.44729440,-0.44729440,0.62208080,-0.62208080,0.00000000,-0.00000000
-5.71185593,1.58664966,-1.58664966,0.34120896,-0.34120896,0.00000000,-0.00000000,0.87258844,-0.87258844,0.44585928,-0.44585928,0.63663400,-0.63663400,0.00000000,-0.00000000
-5.70585293,1.59333300,-1.59333300,0.33581729,-0.33581729,0.00000000,-0.00000000,0.89074187,-0.89074187,0.44299010,-0.44299010,0.64862124,-0.64862124,0.00000000,-0.00000000
-5.69984992,1.59425870,-1.59425870,0.32949557,-0.32949557,0.00000000,-0.00000000,0.90500887,-0.90500887,0.43872478,-0.43872478,0.65785657,-0.65785657,0.00000000,-0.00000000
-5.69384692,1.58932419,-1.58932419,0.32229573,-0.32229573,0.00000000,-0.00000000,0.91510053,-0.91510053,0.43311269,-0.43311269,0.66418973,-0.66418973,0.00000000,-0.00000000
-5.68784392,1.57849138,-1.57849138,0.31427272,-0.31427272,0.00000000,-0.00000000,0.92078804,-0.92078804,0.42621430,-0.42621430,0.66751152,-0.66751152,0.00000000,-0.00000000
-5.68184092,1.56179352,-1.56179352,0.30548439,-0.30548439,0.00000000,-0.00000000,0.92191128,-0.92191128,0.41810149,-0.41810149,0.66775885,-0.66775885,0.00000000,-0.00000000
-5.67583792,1.53934222,-1.53934222,0.29599180,-0.29599180,0.00000000,-0.00000000,0.91838614,-0.91838614,0.40885830,-0.40885830,0.66491925,-0.66491925,0.00000000,-0.00000000
-5.66983492,1.51133402,-1.51133402,0.28585974,-0.28585974,0.00000000,-0.00000000,0.91021012,-0.91021012,0.39858203,-0.39858203,0.65903456,-0.65903456,0.00000000,-0.00000000
-5.66383192,1.47805570,-1.47805570,0.27515752,-0.27515752,0.00000000,-0.00000000,0.89746598,-0.89746598,0.38738439,-0.38738439,0.65020351,-0.65020351,0.00000000,-0.00000000
-5.65782891,1.43988790,-1.43988790,0.26395977,-0.26395977,0.00000000,-0.00000000,0.88032298,-0.88032298,0.37539271,-0.37539271,0.63858298,-0.63858298,0.00000000,-0.00000000
-5.65182591,1.39730622,-1.39730622,0.25234706,-0.25234706,0.00000000,-0.00000000,0.85903570,-0.85903570,0.36275069,-0.36275069,0.62438764,-0.62438764,0.00000000,-0.00000000
-5.64582291,1.35087944,-1.35087944,0.24040640,-0.24040640,0.00000000,-0.00000000,0.83394024,-0.83394024,0.34961887,-0.34961887,0.60788795,-0.60788795,0.00000000,-0.00000000
-5.63981991,1.30126444,-1.30126444,0.22823132,-0.22823132,0.00000000,-0.00000000,0.80544785,-0.80544785,0.33617421,-0.33617421,0.58940635,-0.58940635,0.00000000,-0.00000000
-5.63381691,1.24919778,-1.24919778,0.21592154,-0.21592154,0.00000000,-0.00000000,0.77403623,-0.77403623,0.32260913,-0.32260913,0.56931159,-0.56931159,0.00000000,-0.00000000
-5.62781391,1.19548376,-1.19548376,0.20358230,-0.20358230,0.00000000,-0.00000000,0.74023864,-0.74023864,0.30912948,-0.30912948,0.54801148,-0.54801148,0.00000000,-0.00000000
-5.62181091,1.14097940,-1.14097940,0.19132313,-0.19132313,0.00000000,-0.00000000,0.70463127,-0.70463127,0.29595181,-0.29595181,0.52594402,-0.52594402,0.00000000,-0.00000000
-5.61580790,1.08657662,-1.08657662,0.17925633,-0.17925633,0.00000000,-0.00000000,0.66781927,-0.66781927,0.28329969,-0.28329969,0.50356729,-0.50356729,0.00000000,-0.00000000
-5.60980490,1.03318222,-1.03318222,0.16749499,-0.16749499,0.00000000,-0.00000000,0.63042200,-0.63042200,0.27139929,-0.27139929,0.48134834,-0.48134834,0.00000000,-0.00000000
-5.60380190,0.98169646,-0.98169646,0.15615091,-0.15615091,0.00000000,-0.00000000,0.59305792,-0.59305792,0.26047450,-0.26047450,0.45975160,-0.45975160,0.00000000,-0.00000000
-5.59779890,0.93299093,-0.93299093,0.14533219,-0.14533219,0.00000000,-0.00000000,0.55632976,-0.55632976,0.25074148,-0.25074148,0.43922698,-0.43922698,0.00000000,-0.00000000
-5.59179590,0.88788665,-0.88788665,0.13514097,-0.13514097,0.00000000,-0.00000000,0.52081044,-0.52081044,0.24240315,-0.24240315,0.42019841,-0.42019841,0.00000000,-0.00000000
-5.58579290,0.84713334,-0.84713334,0.12567107,-0.12567107,0.00000000,-0.00000000,0.48703021,-0.48703021,0.23564373,-0.23564373,0.40305290,-0.40305290,0.00000000,-0.00000000
-5.57978989,0.81139050,-0.81139050,0.11700598,-0.11700598,0.00000000,-0.00000000,0.45546542,-0.45546542,0.23062360,-0.23062360,0.38813081,-0.38813081,0.00000000,-0.00000000
-5.57378689,0.78121132,-0.78121132,0.10921701,-0.10921701,0.00000000,-0.00000000,0.42652924,-0.42652924,0.22747474,-0.22747474,0.37571757,-0.37571756,0.00000000,-0.00000000
-5.56778389,0.75702992,-0.75702992,0.10236189,-0.10236189,0.00000000,-0.00000000,0.40056455,-0.40056455,0.22629696,-0.22629696,0.36603714,-0.36603714,0.00000000,-0.00000000
-5.56178089,0.73915243,-0.73915243,0.09648374,-0.09648374,0.00000000,-0.00000000,0.37783929,-0.37783929,0.22715518,-0.22715518,0.35924753,-0.35924753,0.00000000,-0.00000000
-5.55577789,0.72775245,-0.72775245,0.09161058,-0.09161058,0.00000000,-0.00000000,0.35854402,-0.35854402,0.23007782,-0.23007782,0.35543852,-0.35543852,0.00000000,-0.00000000
-5.54977489,0.72287084,-0.72287084,0.08775529,-0.08775529,0.00000000,-0.00000000,0.34279198,-0.34279198,0.23505655,-0.23505655,0.35463160,-0.35463160,0.00000000,-0.00000000
-5.54377189,0.72442008,-0.72442008,0.08491601,-0.08491601,0.00000000,-0.00000000,0.33062137,-0.33062137,0.24204728,-0.24204728,0.35678223,-0.35678223,0.00000000,-0.00000000
-5.53776888,0.73219290,-0.73219290,0.08307712,-0.08307712,0.00000000,-0.00000000,0.32199964,-0.32199964,0.25097261,-0.25097261,0.36178429,-0.36178429,0.00000000,-0.00000000
-5.53176588,0.74587486,-0.74587486,0.08221055,-0.08221055,0.00000000,-0.00000000,0.31682965,-0.31682965,0.26172546,-0.26172546,0.36947652,-0.36947652,0.00000000,-0.00000000
-5.52576288,0.76506042,-0.76506042,0.08227745,-0.08227745,0.00000000,-0.00000000,0.31495733,-0.31495733,0.27417389,-0.27417389,0.37965069,-0.37965069,0.00000000,-0.00000000
-5.51975988,0.78927183,-0.78927182,0.08323018,-0.08323018,0.00000000,-0.00000000,0.31618058,-0.31618058,0.28816692,-0.28816692,0.39206122,-0.39206122,0.00000000,-0.00000000
-5.51375688,0.81797997,-0.81797997,0.08501450,-0.08501450,0.00000000,-0.00000000,0.32025894,-0.32025894,0.30354099,-0.30354099,0.40643582,-0.40643582,0.00000000,-0.00000000
-5.50775388,0.85062642,-0.85062641,0.08757179,-0.08757179,0.00000000,-0.00000000,0.32692382,-0.32692382,0.32012687,-0.32012687,0.42248673,-0.42248673,0.00000000,-0.00000000
-5.50175088,0.88664555,-0.88664555,0.09084142,-0.09084142,0.00000000,-0.00000000,0.33588877,-0.33588877,0.33775671,-0.33775671,0.43992198,-0.43992198,0.00000000,-0.00000000
-5.49574787,0.92548589,-0.92548589,0.09476282,-0.09476282,0.00000000,-0.00000000,0.34685954,-0.34685954,0.35627068,-0.35627068,0.45845638,-0.45845638,0.00000000,-0.00000000
-5.48974487,0.96662958,-0.96662958,0.09927756,-0.09927756,0.00000000,-0.00000000,0.35954348,-0.35954348,0.37552311,-0.37552311,0.47782147,-0.47782147,0.00000000,-0.00000000
-5.48374187,1.00960898,-1.00960898,0.10433097,-0.10433097,0.00000000,-0.00000000,0.37365795,-0.37365795,0.39538748,-0.39538748,0.49777422,-0.49777422,0.00000000,-0.00000000
-5.47773887,1.05401971,-1.05401971,0.10987348,-0.10987348,0.00000000,-0.00000000,0.38893756,-0.38893756,0.41576015,-0.41576015,0.51810384,-0.51810384,0.00000000,-0.00000000
-5.47173587,1.09952919,-1.09952919,0.11586147,-0.11586147,0.00000000,-0.00000000,0.40513977,-0.40513977,0.43656243,-0.43656243,0.53863649,-0.53863649,0.00000000,-0.00000000
-5.46573287,1.14588037,-1.14588037,0.12225760,-0.12225760,0.00000000,-0.00000000,0.42204890,-0.42204890,0.45774081,-0.45774081,0.55923757,-0.55923757,0.00000000,-0.00000000
-5.45972986,1.19289019,-1.19289019,0.12903071,-0.12903071,0.00000000,-0.00000000,0.43947820,-0.43947820,0.47926527,-0.47926527,0.57981141,-0.57981141,0.00000000,-0.00000000
-5.45372686,1.24044289,-1.24044289,0.13615502,-0.13615502,0.00000000,-0.00000000,0.45727009,-0.45727009,0.50112560,-0.50112560,0.60029843,-0.60029843,0.00000000,-0.00000000
-5.44772386,1.28847829,-1.28847829,0.14360901,-0.14360901,0.00000000,-0.00000000,0.47529455,-0.47529455,0.52332588,-0.52332588,0.62066983,-0.62066983,0.00000000,-0.00000000
-5.44172086,1.33697581,-1.33697580,0.15137373,-0.15137373,0.00000000,-0.00000000,0.49344580,-0.49344580,0.54587742,-0.54587742,0.64092008,-0.64092008,0.00000000,-0.00000000
-5.43571786,1.38593480,-1.38593480,0.15943081,-0.15943081,0.00000000,-0.00000000,0.51163751,-0.51163751,0.56879034,-0.56879034,0.66105764,-0.66105764,0.00000000,-0.00000000
-5.42971486,1.43535264,-1.43535264,0.16776029,-0.16776029,0.00000000,-0.00000000,0.52979688,-0.52979688,0.59206447,-0.59206447,0.68109440,-0.68109440,0.00000000,-0.00000000
-5.42371186,1.48520164,-1.48520164,0.17633827,-0.17633827,0.00000000,-0.00000000,0.54785795,-0.54785795,0.61567992,-0.61567992,0.70103455,-0.70103455,0.00000000,-0.00000000
-5.41770885,1.53540631,-1.53540631,0.18513474,-0.18513474,0.00000000,-0.00000000,0.56575465,-0.56575465,0.63958808,-0.63958808,0.72086343,-0.72086343,0.00000000,-0.00000000
-5.41170585,1.58582265,-1.58582265,0.19411166,-0.19411166,0.00000000,-0.00000000,0.58341406,-0.58341406,0.66370360,-0.66370360,0.74053722,-0.74053722,0.00000000,-0.00000000
-5.40570285,1.63622075,-1.63622075,0.20322138,-0.20322138,0.00000000,-0.00000000,0.60075040,-0.60075040,0.68789801,-0.68789801,0.75997415,-0.75997415,0.00000000,-0.00000000
-5.39969985,1.68627225,-1.68627225,0.21240580,-0.21240580,0.00000000,-0.00000000,0.61766019,-0.61766019,0.71199544,-0.71199544,0.77904780,-0.77904780,0.00000000,-0.00000000
-5.39369685,1.73554379,-1.73554379,0.22159614,-0.22159614,0.00000000,-0.00000000,0.63401910,-0.63401910,0.73577116,-0.73577116,0.79758315,-0.79758315,0.00000000,-0.00000000
-5.38769385,1.78349724,-1.78349724,0.23071362,-0.23071362,0.00000000,-0.00000000,0.64968074,-0.64968074,0.75895292,-0.75895292,0.81535579,-0.81535579,0.00000000,-0.00000000
-5.38169085,1.82949727,-1.82949727,0.23967100,-0.23967100,0.00000000,-0.00000000,0.66447765,-0.66447765,0.78122559,-0.78122559,0.83209433,-0.83209433,0.00000000,-0.00000000
-5.37568784,1.87282634,-1.87282634,0.24837499,-0.24837499,0.00000000,-0.00000000,0.67822462,-0.67822462,0.80223886,-0.80223886,0.84748641,-0.84748641,0.00000000,-0.00000000
-5.36968484,1.91270660,-1.91270660,0.25672956,-0.25672956,0.00000000,-0.00000000,0.69072421,-0.69072421,0.82161799,-0.82161799,0.86118775,-0.86118775,0.00000000,-0.00000000
-5.36368184,1.94832806,-1.94832806,0.26463999,-0.26463999,0.00000000,-0.00000000,0.70177429,-0.70177429,0.83897702,-0.83897702,0.87283414,-0.87283414,0.00000000,-0.00000000
-5.35767884,1.97888165,-1.97888165,0.27201744,-0.27201744,0.00000000,-0.00000000,0.71117734,-0.71117734,0.85393407,-0.85393407,0.88205575,-0.88205575,0.00000000,-0.00000000
-5.35167584,2.00359566,-2.00359566,0.27878400,-0.27878400,0.00000000,-0.00000000,0.71875087,-0.71875087,0.86612793,-0.86612793,0.88849298,-0.88849298,0.00000000,-0.00000000
-5.34567284,2.02177375,-2.02177375,0.28487778,-0.28487778,0.00000000,-0.00000000,0.72433848,-0.72433848,0.87523512,-0.87523512,0.89181311,-0.89181311,0.00000000,-0.00000000
-5.33966983,2.03283256,-2.03283256,0.29025798,-0.29025798,0.00000000,-0.00000000,0.72782097,-0.72782097,0.88098666,-0.88098666,0.89172687,-0.89172687,0.00000000,-0.00000000
-5.33366683,2.03633686,-2.03633686,0.29490950,-0.29490950,0.00000000,-0.00000000,0.72912671,-0.72912671,0.88318357,-0.88318357,0.88800394,-0.88800394,0.00000000,-0.00000000
-5.32766383,2.03203055,-2.03203055,0.29884693,-0.29884693,0.00000000,-0.00000000,0.72824077,-0.72824077,0.88171042,-0.88171042,0.88048673,-0.88048673,0.00000000,-0.00000000
-5.32166083,2.01986158,-2.01986158,0.30211766,-0.30211766,0.00000000,-0.00000000,0.72521214,-0.72521214,0.87654608,-0.87654608,0.86910149,-0.86910149,0.00000000,-0.00000000
-5.31565783,1.99999963,-1.99999963,0.30480390,-0.30480390,0.00000000,-0.00000000,0.72015860,-0.72015860,0.86777119,-0.86777119,0.85386636,-0.85386636,0.00000000,-0.00000000
-5.30965483,1.97284552,-1.97284552,0.30702344,-0.30702344,0.00000000,-0.00000000,0.71326891,-0.71326891,0.85557195,-0.85557195,0.83489584,-0.83489584,0.00000000,-0.00000000
-5.30365183,1.93903178,-1.93903178,0.30892904,-0.30892904,0.00000000,-0.00000000,0.70480213,-0.70480213,0.84023991,-0.84023991,0.81240152,-0.81240152,0.00000000,-0.00000000
-5.29764882,1.89941443,-1.89941443,0.31070654,-0.31070654,0.00000000,-0.00000000,0.69508404,-0.69508404,0.82216799,-0.82216799,0.78668910,-0.78668910,0.00000000,-0.00000000
-5.29164582,1.85505627,-1.85505627,0.31257147,-0.31257147,0.00000000,-0.00000000,0.68450075,-0.68450075,0.80184265,-0.80184265,0.75815194,-0.75815194,0.00000000,-0.00000000
-5.28564282,1.80720259,-1.80720259,0.31476445,-0.31476445,0.00000000,-0.00000000,0.67348991,-0.67348991,0.77983281,-0.77983281,0.72726152,-0.72726152,0.00000000,-0.00000000
-5.27963982,1.75725040,-1.75725040,0.31754544,-0.31754544,0.00000000,-0.00000000,0.66252978,-0.66252978,0.75677584,-0.75677584,0.69455541,-0.69455541,0.00000000,-0.00000000
-5.27363682,1.70671258,-1.70671258,0.32118697,-0.32118697,0.00000000,-0.00000000,0.65212677,-0.65212677,0.73336150,-0.73336150,0.66062338,-0.66062338,0.00000000,-0.00000000
-5.26763382,1.65717861,-1.65717861,0.32596660,-0.32596660,0.00000000,-0.00000000,0.64280203,-0.64280203,0.71031422,-0.71031422,0.62609245,-0.62609245,0.00000000,-0.00000000
-5.26163082,1.61027353,-1.61027353,0.33215884,-0.33215884,0.00000000,-0.00000000,0.63507757,-0.63507757,0.68837465,-0.68837465,0.59161153,-0.59161153,0.00000000,-0.00000000
-5.25562781,1.56761656,-1.56761656,0.34002678,-0.34002678,0.00000000,-0.00000000,0.62946257,-0.62946257,0.66828119,-0.66828119,0.55783640,-0.55783640,0.00000000,-0.00000000
-5.24962481,1.53078107,-1.53078107,0.34981359,-0.34981359,0.00000000,-0.00000000,0.62644037,-0.62644037,0.65075189,-0.65075189,0.52541560,-0.52541560,0.00000000,-0.00000000
-5.24362181,1.50125706,-1.50125706,0.36173431,-0.36173431,0.00000000,-0.00000000,0.62645659,-0.62645659,0.63646763,-0.63646763,0.49497778,-0.49497778,0.00000000,-0.00000000
-5.23761881,1.48041705,-1.48041705,0.37596794,-0.37596794,0.00000000,-0.00000000,0.62990864,-0.62990864,0.62605663,-0.62605663,0.46712072,-0.46712072,0.00000000,-0.00000000
-5.23161581,1.46948634,-1.46948634,0.39265025,-0.39265025,0.00000000,-0.00000000,0.63713694,-0.63713694,0.62008099,-0.62008099,0.44240226,-0.44240226,0.00000000,-0.00000000
-5.22561281,1.46951782,-1.46951782,0.41186736,-0.41186736,0.00000000,-0.00000000,0.64841783,-0.64841783,0.61902506,-0.61902506,0.42133321,-0.42133321,0.00000000,-0.00000000
-5.21960980,1.48137161,-1.48137161,0.43365035,-0.43365035,0.00000000,-0.00000000,0.66395832,-0.66395832,0.62328612,-0.62328612,0.40437193,-0.40437193,0.00000000,-0.00000000
-5.21360680,1.50569946,-1.50569946,0.45797106,-0.45797106,0.00000000,-0.00000000,0.68389236,-0.68389236,0.63316695,-0.63316695,0.39192047,-0.39192047,0.00000000,-0.00000000
-5.20760380,1.54293349,-1.54293349,0.48473916,-0.48473916,0.00000000,-0.00000000,0.70827872,-0.70827872,0.64887053,-0.64887053,0.38432185,-0.38432185,0.00000000,-0.00000000
-5.20160080,1.59327908,-1.59327908,0.51380071,-0.51380071,0.00000000,-0.00000000,0.73709997,-0.73709997,0.67049646,-0.67049646,0.38185800,-0.38185800,0.00000000,-0.00000000
-5.19559780,1.65671118,-1.65671118,0.54493816,-0.54493816,0.00000000,-0.00000000,0.77026263,-0.77026263,0.69803910,-0.69803910,0.38474812,-0.38474812,0.00000000,-0.00000000
-5.18959480,1.73297381,-1.73297381,0.57787203,-0.57787203,0.00000000,-0.00000000,0.80759798,-0.80759798,0.73138711,-0.73138711,0.39314684,-0.39314684,0.00000000,-0.00000000
-5.18359180,1.82158211,-1.82158211,0.61226412,-0.61226412,0.00000000,-0.00000000,0.84886355,-0.84886355,0.77032433,-0.77032433,0.40714207,-0.40714207,0.00000000,-0.00000000
-5.17758879,1.92182678,-1.92182678,0.64772245,-0.64772245,0.00000000,-0.00000000,0.89374507,-0.89374507,0.81453173,-0.81453173,0.42675221,-0.42675221,0.00000000,-0.00000000
-5.17158579,2.03278057,-2.03278057,0.68380765,-0.68380765,0.00000000,-0.00000000,0.94185877,-0.94185877,0.86359058,-0.86359058,0.45192266,-0.45192266,0.00000000,-0.00000000
-5.16558279,2.15330687,-2.15330687,0.72004090,-0.72004090,0.00000000,-0.00000000,0.99275413,-0.99275413,0.91698654,-0.91698654,0.48252181,-0.48252181,0.00000000,-0.00000000
