energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Ru_p_up,Ru_d_up,S_s_up,S_p_up
-5.75987994,3.49535611,0.00396490,0.46925068,0.99973924,0.51481922,1.23599794,0.93210582,0.01740673,1.54616851
-5.75387694,3.51982891,0.00373413,0.48683995,0.98894827,0.51483485,1.27288112,0.94633765,0.01825688,1.53673453
-5.74787394,3.54563113,0.00351298,0.50442845,0.97889888,0.51503756,1.31024950,0.96080795,0.01911358,1.52798623
-5.74187094,3.57215481,0.00330393,0.52181196,0.96957586,0.51539944,1.34774151,0.97523979,0.01996624,1.51979807
-5.73586793,3.59867614,0.00310918,0.53878261,0.96091441,0.51587375,1.38494584,0.98934671,0.02080320,1.51197585
-5.72986493,3.62437952,0.00293060,0.55513130,0.95280807,0.51639769,1.42140848,1.00283846,0.02161202,1.50426999
-5.72386193,3.64838720,0.00276967,0.57065055,0.94511841,0.51689587,1.45664248,1.01542752,0.02237977,1.49639161
-5.71785893,3.66979291,0.00262751,0.58513791,0.93768602,0.51728455,1.49014031,1.02683621,0.02309343,1.48803027
-5.71185593,3.68769772,0.00250487,0.59839987,0.93034188,0.51747621,1.52138820,1.03680413,0.02374030,1.47887239
-5.70585293,3.70124634,0.00240209,0.61025608,0.92291857,0.51738416,1.54988202,1.04509560,0.02430837,1.46861920
-5.69984992,3.70966170,0.00231918,0.62054376,0.91526053,0.51692699,1.57514388,1.05150664,0.02478673,1.45700312
-5.69384692,3.71227611,0.00225584,0.62912212,0.90723275,0.51603237,1.59673877,1.05587124,0.02516601,1.44380183
-5.68784392,3.70855718,0.00221146,0.63587644,0.89872747,0.51464027,1.61429023,1.05806646,0.02543864,1.42884906
-5.68184092,3.69812715,0.00218516,0.64072181,0.88966857,0.51270519,1.62749452,1.05801596,0.02559913,1.41204179
-5.67583792,3.68077469,0.00217583,0.64360592,0.88001338,0.51019735,1.63613219,1.05569193,0.02564432,1.39334345
-5.66983492,3.65645863,0.00218216,0.64451106,0.86975198,0.50710299,1.64007675,1.05111492,0.02557341,1.37278319
-5.66383192,3.62530354,0.00220264,0.64345493,0.85890433,0.50342357,1.63929970,1.04435180,0.02538800,1.35045154
-5.65782891,3.58758789,0.00223560,0.64049017,0.84751525,0.49917430,1.63387184,1.03551178,0.02509203,1.32649286
-5.65182591,3.54372549,0.00227922,0.63570274,0.83564807,0.49438194,1.62396064,1.02474066,0.02469155,1.30109538
-5.64582291,3.49424186,0.00233155,0.62920893,0.82337734,0.48908233,1.60982397,1.01221367,0.02419455,1.27447963
-5.63981991,3.43974714,0.00239056,0.62115141,0.81078124,0.48331777,1.59180052,0.99812730,0.02361055,1.24688620
-5.63381691,3.38090751,0.00245409,0.61169428,0.79793441,0.47713460,1.57029742,0.98269055,0.02295032,1.21856380
-5.62781391,3.31841705,0.00251997,0.60101754,0.78490174,0.47058133,1.54577603,0.96611629,0.02222547,1.18975847
-5.62181091,3.25297210,0.00258598,0.58931118,0.77173365,0.46370728,1.51873643,0.94861298,0.02144801,1.16070480
-5.61580790,3.18524970,0.00264993,0.57676936,0.75846325,0.45656223,1.48970185,0.93037763,0.02063005,1.13161965
-5.60980490,3.11589154,0.00270967,0.56358481,0.74510568,0.44919688,1.45920372,0.91159013,0.01978339,1.10269887
-5.60380190,3.04549446,0.00276317,0.54994395,0.73165966,0.44166432,1.42776821,0.89240953,0.01891927,1.07411715
-5.59779890,2.97460780,0.00280854,0.53602291,0.71811130,0.43402232,1.39590514,0.87297232,0.01804809,1.04603094
-5.59179590,2.90373764,0.00284410,0.52198461,0.70443970,0.42633630,1.36409954,0.85339296,0.01717929,1.01858405
-5.58579290,2.83335738,0.00286842,0.50797714,0.69062424,0.41868276,1.33280639,0.83376643,0.01632123,0.99191551
-5.57978989,2.76392343,0.00288038,0.49413336,0.67665283,0.41115286,1.30244853,0.81417276,0.01548114,0.96616893
-5.57378689,2.69589460,0.00287919,0.48057169,0.66253059,0.40385580,1.27341764,0.79468303,0.01466520,0.94150250
-5.56778389,2.62975347,0.00286445,0.46739807,0.64828844,0.39692163,1.24607797,0.77536645,0.01387859,0.91809881
-5.56178089,2.56602757,0.00283614,0.45470864,0.63399071,0.39050322,1.22077210,0.75629803,0.01312565,0.89617356
-5.55577789,2.50530849,0.00279465,0.44259311,0.61974143,0.38477695,1.19782820,0.73756612,0.01241000,0.87598230
-5.54977489,2.44826692,0.00274078,0.43113835,0.60568859,0.37994198,1.17756778,0.71927932,0.01173476,0.85782441
-5.54377189,2.39566189,0.00267572,0.42043188,0.59202600,0.37621790,1.16031314,0.70157214,0.01110265,0.84204389
-5.53776888,2.34834284,0.00260101,0.41056501,0.57899251,0.37384058,1.14639359,0.68460897,0.01051621,0.82902638
-5.53176588,2.30724355,0.00251851,0.40163526,0.56686839,0.37305638,1.13614970,0.66858592,0.00997786,0.81919242
-5.52576288,2.27336757,0.00243034,0.39374780,0.55596899,0.37411472,1.12993480,0.65373022,0.00949006,0.81298694
-5.51975988,2.24776521,0.00233884,0.38701578,0.54663579,0.37725936,1.12811345,0.64029715,0.00905529,0.81086525
-5.51375688,2.23150281,0.00224645,0.38155937,0.53922525,0.38271861,1.13105636,0.62856455,0.00867610,0.81327621
-5.50775388,2.22562550,0.00215571,0.37750362,0.53409601,0.39069495,1.13913213,0.61882497,0.00835509,0.82064322
-5.50175088,2.23111516,0.00206915,0.37497505,0.53159484,0.40135458,1.15269576,0.61137595,0.00809480,0.83334397
-5.49574787,2.24884574,0.00198921,0.37409729,0.53204231,0.41481729,1.17207472,0.60650888,0.00789763,0.85168999
-5.48974487,2.27953825,0.00191819,0.37498593,0.53571865,0.43114738,1.19755334,0.60449688,0.00776570,0.87590712
-5.48374187,2.32371803,0.00185820,0.37774290,0.54285067,0.45034596,1.22935640,0.60558262,0.00770073,0.90611798
-5.47773887,2.38167688,0.00181112,0.38245082,0.55360044,0.47234532,1.26763322,0.60996653,0.00770389,0.94232753
-5.47173587,2.45344257,0.00177854,0.38916762,0.56805634,0.49700561,1.31244330,0.61779614,0.00777566,0.98441276
-5.46573287,2.53875768,0.00176172,0.39792177,0.58622697,0.52411428,1.36374485,0.62915734,0.00791568,1.03211713
-5.45972986,2.63706983,0.00176163,0.40870869,0.60803844,0.55338848,1.42138705,0.64406796,0.00812273,1.08505054
-5.45372686,2.74753423,0.00177891,0.42148841,0.63333516,0.58448031,1.48510720,0.66247408,0.00839461,1.14269504
-5.44772386,2.86902927,0.00181386,0.43618475,0.66188420,0.61698522,1.55453310,0.68424959,0.00872811,1.20441637
-5.44172086,3.00018495,0.00186650,0.45268635,0.69338319,0.65045284,1.62919105,0.70919888,0.00911909,1.26948095
-5.43571786,3.13942320,0.00193657,0.47084924,0.72747125,0.68440034,1.70851932,0.73706266,0.00956249,1.33707785
-5.42971486,3.28500853,0.00202356,0.49050114,0.76374266,0.71832745,1.79188653,0.76752676,0.01005245,1.40634485
-5.42371186,3.43510663,0.00212674,0.51144717,0.80176236,0.75173271,1.87861404,0.80023327,0.01058243,1.47639724
-5.41770885,3.58784806,0.00224522,0.53347652,0.84108268,0.78413013,1.96800103,0.83479363,0.01114539,1.54635823
-5.41170585,3.74139368,0.00237792,0.55636996,0.88126028,0.81506558,2.05935067,0.87080278,0.01173399,1.61538934
-5.40570285,3.89399837,0.00252369,0.57990744,0.92187242,0.84413200,2.15199571,0.90785360,0.01234071,1.68271914
-5.39969985,4.04406935,0.00268126,0.60387544,0.96253160,0.87098285,2.24532155,0.94555085,0.01295812,1.74766886
-5.39369685,4.19021572,0.00284928,0.62807349,1.00289769,0.89534297,2.33878506,0.98352364,0.01357900,1.80967348
-5.38769385,4.33128640,0.00302633,0.65231954,1.04268695,0.91701635,2.43192764,1.02143588,0.01419650,1.86829689
-5.38169085,4.46639395,0.00321096,0.67645351,1.08167717,0.93589045,2.52438118,1.05899379,0.01480429,1.92324043
-5.37568784,4.59492297,0.00340163,0.70033913,1.11970877,0.95193673,2.61586627,1.09595032,0.01539661,1.97434416
-5.36968484,4.71652237,0.00359672,0.72386364,1.15668171,0.96520750,2.70618234,1.13210600,0.01596831,2.02158063
-5.36368184,4.83108199,0.00379453,0.74693545,1.19254835,0.97582917,2.79519012,1.16730644,0.01651488,2.06504166
-5.35767884,4.93869510,0.00399327,0.76948000,1.22730277,0.98399225,2.88278741,1.20143649,0.01703241,2.10491873
-5.35167584,5.03960923,0.00419103,0.79143406,1.26096719,0.98993874,2.96887965,1.23441178,0.01751749,2.14147816
-5.34567284,5.13416835,0.00438576,0.81273895,1.29357636,0.99394756,3.05334729,1.26616817,0.01796716,2.17503261
-5.33966983,5.22275061,0.00457529,0.83333324,1.32516109,0.99631881,3.13601236,1.29665002,0.01837875,2.20591047
-5.33366683,5.30570547,0.00475732,0.85314550,1.35573181,0.99735765,3.21660683,1.32579822,0.01874985,2.23442529
-5.32766383,5.38329482,0.00492944,0.87208784,1.38526357,0.99735889,3.29474527,1.35353900,0.01907813,2.26084681
-5.32166083,5.45564197,0.00508917,0.89005070,1.41368333,0.99659276,3.36990425,1.37977443,0.01936135,2.28537564
-5.31565783,5.52269215,0.00523395,0.90689954,1.44086068,0.99529287,3.44141065,1.40437541,0.01959722,2.30812298
-5.30965483,5.58418735,0.00536127,0.92247378,1.46660251,0.99364680,3.50844021,1.42717799,0.01978348,2.32909673
-5.30365183,5.63965742,0.00546865,0.93658820,1.49065232,0.99178969,3.57002742,1.44798312,0.01991790,2.34819479
-5.29764882,5.68842802,0.00555377,0.94903697,1.51269419,0.98980119,3.62508677,1.46656041,0.01999833,2.36520588
-5.29164582,5.72964532,0.00561453,0.95960010,1.53236139,0.98770561,3.67244474,1.48265537,0.02002288,2.37981793
-5.28564282,5.76231576,0.00564912,0.96805204,1.54924920,0.98547523,3.71088119,1.49600008,0.01999003,2.39163329
-5.27963982,5.78535843,0.00565608,0.97417197,1.56293116,0.98303637,3.73917816,1.50632636,0.01989880,2.40018992
-5.27363682,5.79766678,0.00563441,0.97775514,1.57297803,0.98027771,3.75617324,1.51338083,0.01974898,2.40498715
-5.26763382,5.79817564,0.00558360,0.97862459,1.57897812,0.97706028,3.76081483,1.51694059,0.01954126,2.40551443
-5.26163082,5.78592925,0.00550367,0.97664242,1.58055806,0.97322854,3.75221588,1.51682873,0.01927743,2.40128133
-5.25562781,5.76014608,0.00539521,0.97171998,1.57740267,0.96862169,3.72970302,1.51292827,0.01896050,2.39184702
-5.24962481,5.72027629,0.00525936,0.96382615,1.56927280,0.96308467,3.69285830,1.50519382,0.01859479,2.37684747
-5.24362181,5.66604824,0.00509782,0.95299328,1.55602027,0.95647832,3.64155076,1.49365991,0.01818596,2.35601893
-5.23761881,5.59750133,0.00491281,0.93932016,1.53759891,0.94868798,3.57595629,1.47844542,0.01774099,2.32921642
-5.23161581,5.51500313,0.00470701,0.92297195,1.51407126,0.93963032,3.49656421,1.45975371,0.01726807,2.29642628
-5.22561281,5.41925000,0.00448346,0.90417687,1.48561054,0.92925813,3.40417039,1.43786836,0.01677643,2.25777229
-5.21960980,5.31125119,0.00424553,0.88321979,1.45249785,0.91756277,3.29985711,1.41314466,0.01627615,2.21351518
-5.21360680,5.19229759,0.00399677,0.86043310,1.41511482,0.90457458,3.18496090,1.38599728,0.01577782,2.16404584
-5.20760380,5.06391707,0.00374083,0.83618524,1.37393213,0.89036108,3.06102990,1.35688485,0.01529227,2.10987266
-5.20160080,4.92781907,0.00348138,0.81086757,1.32949464,0.87502346,2.92977321,1.32629230,0.01483019,2.05160406
-5.19559780,4.78583179,0.00322194,0.78488026,1.28240374,0.85869145,2.79300484,1.29471191,0.01440174,1.98992705
-5.18959480,4.63983527,0.00296589,0.75861786,1.23329805,0.84151717,2.65258504,1.26262414,0.01401623,1.92558331
-5.18359180,4.49169427,0.00271628,0.73245548,1.18283326,0.82366816,2.51036202,1.23047941,0.01368170,1.85934388
-5.17758879,4.34319408,0.00247586,0.70673602,1.13166208,0.80532023,2.36811667,1.19868153,0.01340467,1.79198384
-5.17158579,4.19598275,0.00224695,0.68175934,1.08041522,0.78665026,2.22751280,1.16757398,0.01318983,1.72425809
-5.16558279,4.05152209,0.00203146,0.65777360,1.02968411,0.76782964,2.09005488,1.13742944,0.01303983,1.65687947
-5.15957979,3.91104960,0.00183083,0.63496933,0.98000606,0.74901840,1.95705480,1.10844310,0.01295519,1.59049981
-5.15357679,3.77555273,0.00164607,0.61347632,0.93185226,0.73036040,1.82960852,1.08073012,0.01293418,1.52569487
-5.14757379,3.64575593,0.00147775,0.59336342,0.88561912,0.71197973,1.70858308,1.05432705,0.01297291,1.46295333
-5.14157079,3.52212051,0.00132601,0.57464109,0.84162277,0.69397851,1.59461374,1.02919715,0.01306537,1.40267018
-5.13556778,3.40485654,0.00119063,0.55726651,0.80009716,0.67643588,1.48811047,1.00523908,0.01320368,1.34514438
-5.12956478,3.29394540,0.00107106,0.54115088,0.76119509,0.65940841,1.38927290,0.98229851,0.01337832,1.29058061
-5.12356178,3.18917129,0.00096649,0.52616837,0.72499233,0.64293163,1.29811206,0.96018185,0.01357843,1.23909457
-5.11755878,3.09015945,0.00087587,0.51216631,0.69149416,0.62702254,1.21447745,0.93867130,0.01379223,1.19072142
-5.11155578,2.99641884,0.00079799,0.49897604,0.66064384,0.61168289,1.13808760,0.91754060,0.01400737,1.14542649
-5.10555278,2.90738681,0.00073155,0.48642379,0.63233277,0.59690295,1.06856235,0.89657037,0.01421141,1.10311776
-5.09954977,2.82247341,0.00067518,0.47434118,0.60641137,0.58266556,1.00545521,0.87556255,0.01439220,1.06365910
-5.09354677,2.74110310,0.00062751,0.46257480,0.58270056,0.56895011,0.94828425,0.85435322,0.01453833,1.02688374
-5.08754377,2.66275201,0.00058720,0.45099443,0.56100292,0.55573617,0.89656020,0.83282306,0.01463949,0.99260722
-5.08154077,2.58697900,0.00055297,0.43949965,0.54111344,0.54300673,0.84981083,0.81090529,0.01468683,0.96063916
-5.07553777,2.51344952,0.00052367,0.42802461,0.52282912,0.53075056,0.80760064,0.78859066,0.01467319,0.93079344
-5.06953477,2.44195135,0.00049822,0.41654069,0.50595734,0.51896386,0.76954574,0.76592935,0.01459338,0.90289641
-5.06353177,2.37240193,0.00047572,0.40505727,0.49032260,0.50765090,0.73532336,0.74302990,0.01444425,0.87679295
-5.05752876,2.30484747,0.00045539,0.39362037,0.47577158,0.49682384,0.70467640,0.72005518,0.01422475,0.85235015
-5.05152576,2.23945438,0.00043657,0.38230960,0.46217643,0.48650154,0.67741323,0.69721580,0.01393593,0.82945887
-5.04552276,2.17649371,0.00041878,0.37123343,0.44943629,0.47670779,0.65340320,0.67476128,0.01358081,0.80803324
-5.03951976,2.11632011,0.00040162,0.36052312,0.43747727,0.46746882,0.63256860,0.65296942,0.01316421,0.78800844
-5.03351676,2.05934642,0.00038486,0.35032574,0.42625092,0.45881052,0.61487389,0.63213438,0.01269250,0.76933707
-5.02751376,2.00601563,0.00036832,0.34079647,0.41573160,0.45075550,0.60031296,0.61255408,0.01217334,0.75198463
-5.02151076,1.95677177,0.00035195,0.33209068,0.40591287,0.44332024,0.58889528,0.59451745,0.01161531,0.73592452
-5.01550775,1.91203127,0.00033573,0.32435607,0.39680333,0.43651256,0.58063186,0.57829195,0.01102764,0.72113304
-5.00950475,1.87215634,0.00031972,0.31772527,0.38842215,0.43032967,0.57552173,0.56411208,0.01041982,0.70758475
-5.00350175,1.83743165,0.00030399,0.31230919,0.38079456,0.42475687,0.57353963,0.55216920,0.00980127,0.69524860
-4.99749875,1.80804537,0.00028866,0.30819139,0.37394765,0.41976709,0.57462554,0.54260296,0.00918104,0.68408512
-4.99149575,1.78407534,0.00027382,0.30542362,0.36790658,0.41532133,0.57867650,0.53549489,0.00856759,0.67404483
-4.98549275,1.76548094,0.00025959,0.30402280,0.36269144,0.41136991,0.58554098,0.53086410,0.00796846,0.66506791
-4.97948974,1.75210077,0.00024605,0.30396943,0.35831486,0.40785458,0.59501610,0.52866529,0.00739019,0.65708520
-4.97348674,1.74365596,0.00023328,0.30520750,0.35478038,0.40471126,0.60684753,0.52878921,0.00683818,0.65002028
-4.96748374,1.73975891,0.00022130,0.30764578,0.35208168,0.40187335,0.62073227,0.53106533,0.00631660,0.64379264
-4.96148074,1.73992655,0.00021015,0.31116049,0.35020249,0.39927525,0.63632377,0.53526657,0.00582840,0.63832136
-4.95547774,1.74359750,0.00019982,0.31559920,0.34911715,0.39685604,0.65323934,0.54111603,0.00537536,0.63352932
-4.94947474,1.75015207,0.00019026,0.32078565,0.34879181,0.39456302,0.67106928,0.54829527,0.00495813,0.62934741
-4.94347174,1.75893403,0.00018143,0.32652540,0.34918591,0.39235479,0.68938744,0.55645381,0.00457641,0.62571845
-4.93746873,1.76927321,0.00017325,0.33261202,0.35025401,0.39020389,0.70776252,0.56521960,0.00422902,0.62260061
-4.93146573,1.78050775,0.00016564,0.33883357,0.35194772,0.38809863,0.72576979,0.57420994,0.00391412,0.61997000
-4.92546273,1.79200521,0.00015850,0.34497912,0.35421762,0.38604417,0.74300270,0.58304257,0.00362933,0.61782231
-4.91945973,1.80318157,0.00015175,0.35084508,0.35701503,0.38406268,0.75908379,0.59134644,0.00337191,0.61617328
-4.91345673,1.81351757,0.00014529,0.35624112,0.36029362,0.38219258,0.77367471,0.59877193,0.00313891,0.61505813
-4.90745373,1.82257177,0.00013904,0.36099546,0.36401067,0.38048692,0.78648476,0.60500011,0.00292731,0.61452974
-4.90145073,1.82998998,0.00013292,0.36495944,0.36812798,0.37901104,0.79727783,0.60975081,0.00273417,0.61465582
-4.89544772,1.83551088,0.00012686,0.36801111,0.37261239,0.37783944,0.80587739,0.61278920,0.00255669,0.61551517
-4.88944472,1.83896773,0.00012083,0.37005781,0.37743583,0.37705222,0.81216944,0.61393085,0.00239231,0.61719314
-4.88344172,1.84028631,0.00011479,0.37103777,0.38257503,0.37673105,0.81610332,0.61304493,0.00223879,0.61977643
-4.87743872,1.83947920,0.00010871,0.37092046,0.38801068,0.37695498,0.81769041,0.61005576,0.00209418,0.62334766
-4.87143572,1.83663688,0.00010259,0.36970602,0.39372627,0.37779622,0.81700066,0.60494242,0.00195690,0.62797958
-4.86543272,1.83191582,0.00009645,0.36742349,0.39970650,0.37931595,0.81415730,0.59773680,0.00182572,0.63372943
-4.85942971,1.82552436,0.00009029,0.36412824,0.40593538,0.38156044,0.80932969,0.58851986,0.00169970,0.64063346
-4.85342671,1.81770671,0.00008415,0.35989842,0.41239407,0.38455760,0.80272481,0.57741663,0.00157821,0.64870185
-4.84742371,1.80872582,0.00007805,0.35483083,0.41905855,0.38831404,0.79457748,0.56458988,0.00146088,0.65791424
-4.84142071,1.79884592,0.00007204,0.34903622,0.42589722,0.39281268,0.78513986,0.55023290,0.00134754,0.66821606
-4.83541771,1.78831520,0.00006615,0.34263426,0.43286857,0.39801124,0.77467054,0.53456167,0.00123819,0.67951571
-4.82941471,1.77734965,0.00006043,0.33574843,0.43991909,0.40384140,0.76342369,0.51780660,0.00113296,0.69168289
-4.82341171,1.76611865,0.00005491,0.32850092,0.44698145,0.41020891,0.75163864,0.50020439,0.00103207,0.70454815
-4.81740870,1.75473297,0.00004963,0.32100794,0.45397335,0.41699459,0.73953049,0.48199011,0.00093574,0.71790377
-4.81140570,1.74323593,0.00004462,0.31337544,0.46079685,0.42405617,0.72728198,0.46339000,0.00084426,0.73150603
-4.80540270,1.73159814,0.00003990,0.30569558,0.46733866,0.43123112,0.71503710,0.44461512,0.00075787,0.74507908
-4.79939970,1.71971610,0.00003551,0.29804392,0.47347124,0.43834035,0.70289666,0.42585611,0.00067678,0.75832016
-4.79339670,1.70741505,0.00003145,0.29047769,0.47905482,0.44519256,0.69091618,0.40727931,0.00060114,0.77090631
-4.78739370,1.69445583,0.00002773,0.28303494,0.48394044,0.45158941,0.67910604,0.38902420,0.00053105,0.78250230
-4.78139070,1.68054566,0.00002438,0.27573471,0.48797384,0.45733110,0.66743398,0.37120235,0.00046654,0.79276974
-4.77538769,1.66535238,0.00002139,0.26857831,0.49100015,0.46222228,0.65582987,0.35389777,0.00040757,0.80137683
-4.76938469,1.64852141,0.00001877,0.26155129,0.49286911,0.46607817,0.64419245,0.33716849,0.00035404,0.80800869
-4.76338169,1.62969475,0.00001651,0.25462633,0.49344080,0.46873038,0.63239769,0.32104939,0.00030578,0.81237767
-4.75737869,1.60853101,0.00001464,0.24776669,0.49259136,0.47003256,0.62030852,0.30555594,0.00026257,0.81423328
-4.75137569,1.58472542,0.00001315,0.24092998,0.49021860,0.46986527,0.60778511,0.29068857,0.00022416,0.81337130
-4.74537269,1.55802890,0.00001206,0.23407224,0.48624710,0.46814017,0.59469554,0.27643759,0.00019026,0.80964157
-4.73936968,1.52826501,0.00001137,0.22715190,0.48063252,0.46480305,0.58092595,0.26278820,0.00016055,0.80295421
-4.73336668,1.49534414,0.00001111,0.22013350,0.47336493,0.45983578,0.56638995,0.24972536,0.00013469,0.79328370
-4.72736368,1.45927399,0.00001132,0.21299111,0.46447089,0.45325698,0.55103662,0.23723846,0.00011235,0.78067086
-4.72136068,1.42016598,0.00001202,0.20571098,0.45401409,0.44512129,0.53485677,0.22532531,0.00009319,0.76522234
-4.71535768,1.37823720,0.00001327,0.19829370,0.44209459,0.43551751,0.51788719,0.21399548,0.00007688,0.74710783
-4.70935468,1.33380795,0.00001512,0.19075550,0.42884662,0.42456546,0.50021271,0.20327291,0.00006311,0.72655483
-4.70335168,1.28729503,0.00001763,0.18312879,0.41443490,0.41241180,0.48196605,0.19319753,0.00005159,0.70384149
-4.69734867,1.23920123,0.00002088,0.17546206,0.39904990,0.39922504,0.46332544,0.18382611,0.00004202,0.67928766
-4.69134567,1.19010167,0.00002496,0.16781898,0.38290197,0.38518997,0.44451044,0.17523225,0.00003417,0.65324451
-4.68534267,1.14062775,0.00002995,0.16027711,0.36621485,0.37050171,0.42577599,0.16750561,0.00002781,0.62608340
-4.67933967,1.09144957,0.00003595,0.15292606,0.34921872,0.35535967,0.40740531,0.16075053,0.00002273,0.59818427
-4.67333667,1.04325781,0.00004307,0.14586555,0.33214315,0.33996174,0.38970199,0.15508412,0.00001875,0.56992426
-4.66733367,0.99674579,0.00005139,0.13920324,0.31521030,0.32449885,0.37298169,0.15063401,0.00001574,0.54166678
-4.66133067,0.95259275,0.00006101,0.13305269,0.29862858,0.30915015,0.35756402,0.14753578,0.00001356,0.51375180
-4.65532766,0.91144883,0.00007202,0.12753151,0.28258716,0.29407895,0.34376494,0.14593043,0.00001210,0.48648736
-4.64932466,0.87392247,0.00008449,0.12275971,0.26725139,0.27942961,0.33188999,0.14596175,0.00001129,0.46014285
-4.64332166,0.84057051,0.00009848,0.11885855,0.25275936,0.26532523,0.32222875,0.14777381,0.00001106,0.43494412
