energy_ev,total_up,total_down,As_p_up,As_p_down,As_d_up,As_d_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.90395198,1.52211734,-2.09873889,0.38001121,-0.45267092,0.00000000,-0.00000000,0.79982034,-1.05814881,0.17656579,-0.21166632,0.01979155,-0.03374749,0.55858097,-0.84466949
-5.89794897,1.42904866,-1.95168739,0.36881081,-0.42758574,0.00000000,-0.00000000,0.75006391,-0.98541623,0.17286790,-0.20057523,0.01772164,-0.03083964,0.51145793,-0.77882155
-5.89194597,1.35033468,-1.81383381,0.36130057,-0.40512648,0.00000000,-0.00000000,0.70726779,-0.91685625,0.17099376,-0.19076988,0.01584866,-0.02802646,0.46938383,-0.71586673
-5.88594297,1.28618274,-1.68685859,0.35753157,-0.38566111,0.00000000,-0.00000000,0.67172473,-0.85334984,0.17092624,-0.18242068,0.01417920,-0.02534122,0.43246807,-0.65648916
-5.87993997,1.23652899,-1.57213402,0.35748276,-0.36949428,0.00000000,-0.00000000,0.64359983,-0.79564717,0.17261173,-0.17566257,0.01271580,-0.02281202,0.40072690,-0.60124924
-5.87393697,1.20106153,-1.47071663,0.36106292,-0.35686316,0.00000000,-0.00000000,0.62293690,-0.74436291,0.17596229,-0.17059322,0.01145734,-0.02046159,0.37409512,-0.55058283
-5.86793397,1.17924571,-1.38334846,0.36811356,-0.34793466,0.00000000,-0.00000000,0.60966568,-0.69997486,0.18085831,-0.16727208,0.01039956,-0.01830728,0.35243805,-0.50480454
-5.86193097,1.17035052,-1.31046561,0.37841290,-0.34280379,0.00000000,-0.00000000,0.60360931,-0.66282555,0.18715171,-0.16572028,0.00953556,-0.01636122,0.33556308,-0.46411414
-5.85592796,1.17347536,-1.25221293,0.39168064,-0.34149342,0.00000000,-0.00000000,0.60449202,-0.63312610,0.19466951,-0.16592131,0.00885630,-0.01463060,0.32323055,-0.42860557
-5.84992496,1.18757653,-1.20846333,0.40758380,-0.34395495,0.00000000,-0.00000000,0.61194658,-0.61096176,0.20321787,-0.16782235,0.00835110,-0.01311809,0.31516343,-0.39827763
-5.84392196,1.21149317,-1.17884055,0.42574319,-0.35007012,0.00000000,-0.00000000,0.62552165,-0.59629854,0.21258646,-0.17133624,0.00800807,-0.01182232,0.31105594,-0.37304569
-5.83791896,1.24397247,-1.16274408,0.44574086,-0.35965380,0.00000000,-0.00000000,0.64468903,-0.58899045,0.22255310,-0.17634404,0.00781458,-0.01073840,0.31058075,-0.35275374
-5.83191596,1.28369405,-1.15937539,0.46712816,-0.37245770,0.00000000,-0.00000000,0.66885095,-0.58878709,0.23288874,-0.18269812,0.00775758,-0.00985850,0.31339509,-0.33718618
-5.82591296,1.32929375,-1.16776474,0.48943455,-0.38817501,0.00000000,-0.00000000,0.69734768,-0.59534113,0.24336253,-0.19022564,0.00782398,-0.00917237,0.31914576,-0.32607907
-5.81990995,1.37938669,-1.18679801,0.51217691,-0.40644600,0.00000000,-0.00000000,0.72946570,-0.60821585,0.25374704,-0.19873266,0.00800096,-0.00866793,0.32747330,-0.31913026
-5.81390695,1.43258993,-1.21524331,0.53486929,-0.42686461,0.00000000,-0.00000000,0.76444674,-0.62689257,0.26382333,-0.20800844,0.00827624,-0.00833172,0.33801561,-0.31600857
-5.80790395,1.48754456,-1.25177724,0.55703288,-0.44898581,0.00000000,-0.00000000,0.80149777,-0.65077820,0.27338602,-0.21783030,0.00863834,-0.00814942,0.35041106,-0.31636171
-5.80190095,1.54293736,-1.29501074,0.57820604,-0.47233404,0.00000000,-0.00000000,0.83980230,-0.67921309,0.28224790,-0.22796864,0.00907682,-0.00810626,0.36430166,-0.31982313
-5.79589795,1.59752172,-1.34351462,0.59795408,-0.49641229,0.00000000,-0.00000000,0.87853292,-0.71147950,0.29024418,-0.23819222,0.00958247,-0.00818742,0.37933603,-0.32601790
-5.78989495,1.65013763,-1.39584484,0.61587868,-0.52071203,0.00000000,-0.00000000,0.91686502,-0.74681081,0.29723613,-0.24827355,0.01014750,-0.00837839,0.39517264,-0.33456777
-5.78389195,1.69973043,-1.45056750,0.63162648,-0.54472361,0.00000000,-0.00000000,0.95399162,-0.78440198,0.30311397,-0.25799426,0.01076574,-0.00866528,0.41148325,-0.34509570
-5.77788894,1.74536779,-1.50628351,0.64489677,-0.56794709,0.00000000,-0.00000000,0.98913880,-0.82342107,0.30779896,-0.26715031,0.01143275,-0.00903513,0.42795643,-0.35722988
-5.77188594,1.78625444,-1.56165278,0.65544785,-0.58990312,0.00000000,-0.00000000,1.02158159,-0.86302227,0.31124456,-0.27555688,0.01214590,-0.00947617,0.44430134,-0.37060769
-5.76588294,1.82174414,-1.61541755,0.66310203,-0.61014369,0.00000000,-0.00000000,1.05065949,-0.90236008,0.31343659,-0.28305279,0.01290445,-0.00997806,0.46025137,-0.38487939
-5.75987994,1.85134832,-1.66642456,0.66774877,-0.62826240,0.00000000,-0.00000000,1.07579118,-0.94060470,0.31439248,-0.28950431,0.01370953,-0.01053214,0.47556773,-0.39971191
-5.75387694,1.87474096,-1.71364537,0.66934621,-0.64390387,0.00000000,-0.00000000,1.09648787,-0.97695814,0.31415944,-0.29480817,0.01456405,-0.01113157,0.49004252,-0.41479255
-5.74787394,1.89175931,-1.75619438,0.66792055,-0.65677206,0.00000000,-0.00000000,1.11236438,-1.01067071,0.31281182,-0.29889368,0.01547253,-0.01177155,0.50350136,-0.42983266
-5.74187094,1.90240015,-1.79334379,0.66356369,-0.66663707,0.00000000,-0.00000000,1.12314771,-1.04105731,0.31044760,-0.30172385,0.01644087,-0.01244936,0.51580517,-0.44457108
-5.73586793,1.90681158,-1.82453492,0.65642875,-0.67334025,0.00000000,-0.00000000,1.12868233,-1.06751294,0.30718421,-0.30329542,0.01747597,-0.01316447,0.52685095,-0.45877736
-5.72986493,1.90528033,-1.84938532,0.64672399,-0.67679727,0.00000000,-0.00000000,1.12893195,-1.08952667,0.30315386,-0.30363787,0.01858534,-0.01391853,0.53657160,-0.47225442
-5.72386193,1.89821489,-1.86769115,0.63470496,-0.67699909,0.00000000,-0.00000000,1.12397756,-1.10669350,0.29849839,-0.30281136,0.01977653,-0.01471523,0.54493444,-0.48484052
-5.71785893,1.88612505,-1.87942451,0.62066540,-0.67401067,0.00000000,-0.00000000,1.11401164,-1.11872344,0.29336415,-0.30090365,0.02105656,-0.01556015,0.55193865,-0.49641052
-5.71185593,1.86959828,-1.88472568,0.60492710,-0.66796743,0.00000000,-0.00000000,1.09932882,-1.12544738,0.28789665,-0.29802619,0.02243126,-0.01646051,0.55761157,-0.50687596
-5.70585293,1.84927406,-1.88389018,0.58782899,-0.65906957,0.00000000,-0.00000000,1.08031316,-1.12681922,0.28223565,-0.29430950,0.02390463,-0.01742475,0.56200396,-0.51618421
-5.69984992,1.82581699,-1.87735107,0.56971613,-0.64757440,0.00000000,-0.00000000,1.05742280,-1.12291414,0.27651046,-0.28989793,0.02547815,-0.01846206,0.56518462,-0.52431638
-5.69384692,1.79988975,-1.86565697,0.55092869,-0.63378692,0.00000000,-0.00000000,1.03117243,-1.11392294,0.27083589,-0.28494418,0.02715015,-0.01958184,0.56723436,-0.53128415
-5.68784392,1.77212725,-1.84944656,0.53179162,-0.61804901,0.00000000,-0.00000000,1.00211456,-1.10014261,0.26530885,-0.27960359,0.02891530,-0.02079305,0.56823980,-0.53712551
-5.68184092,1.74311279,-1.82942041,0.51260521,-0.60072769,0.00000000,-0.00000000,0.97082027,-1.08196341,0.26000576,-0.27402859,0.03076416,-0.02210348,0.56828737,-0.54189960
-5.67583792,1.71335762,-1.80631144,0.49363709,-0.58220279,0.00000000,-0.00000000,0.93786050,-1.05985314,0.25498082,-0.26836336,0.03268290,-0.02351906,0.56745763,-0.54568090
-5.66983492,1.68328460,-1.78085485,0.47511579,-0.56285452,0.00000000,-0.00000000,0.90378855,-1.03433911,0.25026529,-0.26273906,0.03465323,-0.02504314,0.56582057,-0.54855294
-5.66383192,1.65321691,-1.75375914,0.45722617,-0.54305154,0.00000000,-0.00000000,0.86912466,-1.00598877,0.24586770,-0.25726967,0.03665251,-0.02667580,0.56343182,-0.55060188
-5.65782891,1.62337218,-1.72567914,0.44010698,-0.52313982,0.00000000,-0.00000000,0.83434327,-0.97538972,0.24177492,-0.25204864,0.03865406,-0.02841326,0.56033029,-0.55191037
-5.65182591,1.59386239,-1.69719243,0.42385035,-0.50343289,0.00000000,-0.00000000,0.79986339,-0.94313011,0.23795427,-0.24714647,0.04062775,-0.03024740,0.55653725,-0.55255179
-5.64582291,1.56469948,-1.66878004,0.40850344,-0.48420369,0.00000000,-0.00000000,0.76604244,-0.90978027,0.23435624,-0.24260927,0.04254070,-0.03216545,0.55205695,-0.55258547
-5.63981991,1.53580633,-1.64081227,0.39407189,-0.46567839,0.00000000,-0.00000000,0.73317353,-0.87587633,0.23091806,-0.23845836,0.04435829,-0.03414988,0.54687876,-0.55205294
-5.63381691,1.50703247,-1.61354036,0.38052493,-0.44803248,0.00000000,-0.00000000,0.70148617,-0.84190649,0.22756761,-0.23469084,0.04604524,-0.03617846,0.54098071,-0.55097552
-5.62781391,1.47817360,-1.58709423,0.36780188,-0.43138896,0.00000000,-0.00000000,0.67115000,-0.80830055,0.22422779,-0.23128121,0.04756681,-0.03822456,0.53433418,-0.54935343
-5.62181091,1.44899389,-1.56148626,0.35581953,-0.41581895,0.00000000,-0.00000000,0.64228107,-0.77542283,0.22082102,-0.22818379,0.04889007,-0.04025772,0.52690947,-0.54716641
-5.61580790,1.41924962,-1.53662108,0.34448016,-0.40134438,0.00000000,-0.00000000,0.61495015,-0.74356883,0.21727359,-0.22533600,0.04998517,-0.04224441,0.51868190,-0.54437591
-5.60980490,1.38871302,-1.51231054,0.33367957,-0.38794264,0.00000000,-0.00000000,0.58919219,-0.71296530,0.21351990,-0.22266219,0.05082652,-0.04414896,0.50963798,-0.54092869
-5.60380190,1.35719479,-1.48829322,0.32331493,-0.37555290,0.00000000,-0.00000000,0.56501647,-0.68377373,0.20950617,-0.22007797,0.05139391,-0.04593471,0.49978123,-0.53676166
-5.59779890,1.32456402,-1.46425726,0.31329181,-0.36408370,0.00000000,-0.00000000,0.54241637,-0.65609650,0.20519357,-0.21749481,0.05167335,-0.04756525,0.48913737,-0.53180765
-5.59179590,1.29076449,-1.43986546,0.30353025,-0.35342142,0.00000000,-0.00000000,0.52137838,-0.62998536,0.20056055,-0.21482465,0.05165783,-0.04900568,0.47775831,-0.52600184
-5.58579290,1.25582629,-1.41478113,0.29396942,-0.34343917,0.00000000,-0.00000000,0.50188962,-0.60545144,0.19560445,-0.21198445,0.05134767,-0.05022401,0.46572475,-0.51928842
-5.57978989,1.21987224,-1.38869339,0.28457088,-0.33400558,0.00000000,-0.00000000,0.48394347,-0.58247607,0.19034204,-0.20890040,0.05075073,-0.05119231,0.45314724,-0.51162707
-5.57378689,1.18311868,-1.36134059,0.27532016,-0.32499321,0.00000000,-0.00000000,0.46754296,-0.56102162,0.18480921,-0.20551155,0.04988228,-0.05188796,0.44016531,-0.50299891
-5.56778389,1.14587071,-1.33253052,0.26622675,-0.31628597,0.00000000,-0.00000000,0.45270195,-0.54104172,0.17905976,-0.20177292,0.04876456,-0.05229452,0.42694501,-0.49341149
-5.56178089,1.10851215,-1.30215654,0.25732255,-0.30778538,0.00000000,-0.00000000,0.43944387,-0.52249025,0.17316335,-0.19765769,0.04742616,-0.05240254,0.41367464,-0.48290255
-5.55577789,1.07149082,-1.27020866,0.24865907,-0.29941532,0.00000000,-0.00000000,0.42779860,-0.50532844,0.16720267,-0.19315866,0.04590116,-0.05221002,0.40055904,-0.47154222
-5.54977489,1.03530015,-1.23677905,0.24030339,-0.29112518,0.00000000,-0.00000000,0.41779741,-0.48952984,0.16127017,-0.18828867,0.04422807,-0.05172267,0.38781270,-0.45943364
-5.54377189,1.00045801,-1.20206197,0.23233343,-0.28289122,0.00000000,-0.00000000,0.40946683,-0.47508301,0.15546425,-0.18308024,0.04244869,-0.05095376,0.37565200,-0.44671168
-5.53776888,0.96748408,-1.16634799,0.22483271,-0.27471627,0.00000000,-0.00000000,0.40282168,-0.46199161,0.14988536,-0.17758423,0.04060687,-0.04992384,0.36428702,-0.43354011
-5.53176588,0.93687704,-1.13001303,0.21788495,-0.26662787,0.00000000,-0.00000000,0.39785802,-0.45027239,0.14463200,-0.17186779,0.03874730,-0.04866006,0.35391339,-0.42010703
-5.52576288,0.90909276,-1.09350299,0.21156885,-0.25867503,0.00000000,-0.00000000,0.39454651,-0.43995107,0.13979691,-0.16601163,0.03691426,-0.04719539,0.34470450,-0.40661902
-5.51975988,0.88452457,-1.05731475,0.20595342,-0.25092387,0.00000000,-0.00000000,0.39282681,-0.43105660,0.13546365,-0.16010672,0.03515057,-0.04556752,0.33680462,-0.39329422
-5.51375688,0.86348678,-1.02197479,0.20109400,-0.24345245,0.00000000,-0.00000000,0.39260335,-0.42361444,0.13170359,-0.15425072,0.03349656,-0.04381777,0.33032317,-0.38035465
-5.50775388,0.84620200,-0.98801653,0.19702918,-0.23634528,0.00000000,-0.00000000,0.39374306,-0.41763914,0.12857355,-0.14854416,0.03198925,-0.04198981,0.32533045,-0.36801825
-5.50175088,0.83279293,-0.95595766,0.19377882,-0.22968760,0.00000000,-0.00000000,0.39607505,-0.41312716,0.12611413,-0.14308670,0.03066163,-0.04012844,0.32185502,-0.35649103
-5.49574787,0.82327881,-0.92627869,0.19134314,-0.22356001,0.00000000,-0.00000000,0.39939256,-0.41005021,0.12434873,-0.13797348,0.02954220,-0.03827832,0.31988285,-0.34595962
-5.48974487,0.81757647,-0.89940370,0.18970292,-0.21803363,0.00000000,-0.00000000,0.40345700,-0.40834979,0.12328332,-0.13329189,0.02865457,-0.03648288,0.31935827,-0.33658476
-5.48374187,0.81550588,-0.87568420,0.18882065,-0.21316606,0.00000000,-0.00000000,0.40800402,-0.40793337,0.12290693,-0.12911870,0.02801727,-0.03478328,0.32018653,-0.32849586
-5.47773887,0.81679945,-0.85538687,0.18864258,-0.20899831,0.00000000,-0.00000000,0.41275121,-0.40867241,0.12319269,-0.12551783,0.02764369,-0.03321748,0.32223789,-0.32178690
-5.47173587,0.82111470,-0.83868547,0.18910143,-0.20555292,0.00000000,-0.00000000,0.41740711,-0.41040262,0.12409956,-0.12253868,0.02754213,-0.03181962,0.32535299,-0.31651395
-5.46573287,0.82804930,-0.82565713,0.19011958,-0.20283310,0.00000000,-0.00000000,0.42168103,-0.41292630,0.12557433,-0.12021511,0.02771587,-0.03061937,0.32934920,-0.31269414
-5.45972986,0.83715771,-0.81628299,0.19161250,-0.20082308,0.00000000,-0.00000000,0.42529315,-0.41601682,0.12755406,-0.11856507,0.02816342,-0.02964162,0.33402762,-0.31030620
-5.45372686,0.84796850,-0.81045279,0.19349227,-0.19948938,0.00000000,-0.00000000,0.42798437,-0.41942491,0.12996868,-0.11759078,0.02887870,-0.02890621,0.33918034,-0.30929251
-5.44772386,0.86000160,-0.80797292,0.19567088,-0.19878301,0.00000000,-0.00000000,0.42952548,-0.42288657,0.13274366,-0.11727955,0.02985133,-0.02842786,0.34459777,-0.30956232
-5.44172086,0.87278458,-0.80857735,0.19806323,-0.19864224,0.00000000,-0.00000000,0.42972506,-0.42613202,0.13580263,-0.11760491,0.03106689,-0.02821614,0.35007555,-0.31099603
-5.43571786,0.88586742,-0.81194052,0.20058975,-0.19899588,0.00000000,-0.00000000,0.42843591,-0.42889523,0.13906990,-0.11852822,0.03250724,-0.02827561,0.35542101,-0.31345033
-5.42971486,0.89883527,-0.81769158,0.20317841,-0.19976668,0.00000000,-0.00000000,0.42555952,-0.43092362,0.14247276,-0.12000050,0.03415083,-0.02860598,0.36045864,-0.31676375
-5.42371186,0.91131883,-0.82542913,0.20576618,-0.20087480,0.00000000,-0.00000000,0.42104865,-0.43198734,0.14594343,-0.12196442,0.03597305,-0.02920230,0.36503472,-0.32076249
-5.41770885,0.92300218,-0.83473577,0.20829993,-0.20224098,0.00000000,-0.00000000,0.41490785,-0.43188757,0.14942081,-0.12435640,0.03794659,-0.03005521,0.36902088,-0.32526631
-5.41170585,0.93362807,-0.84519182,0.21073682,-0.20378944,0.00000000,-0.00000000,0.40719194,-0.43046362,0.15285174,-0.12710869,0.04004187,-0.03115120,0.37231642,-0.33009408
-5.40570285,0.94300065,-0.85638785,0.21304414,-0.20545019,0.00000000,-0.00000000,0.39800272,-0.42759841,0.15619199,-0.13015141,0.04222753,-0.03247291,0.37484970,-0.33506903
-5.39969985,0.95098605,-0.86793559,0.21519891,-0.20716085,0.00000000,-0.00000000,0.38748420,-0.42322200,0.15940685,-0.13341451,0.04447091,-0.03399943,0.37657839,-0.34002340
-5.39369685,0.95751091,-0.87947704,0.21718706,-0.20886788,0.00000000,-0.00000000,0.37581656,-0.41731339,0.16247135,-0.13682952,0.04673862,-0.03570663,0.37748879,-0.34480255
-5.38769385,0.96255932,-0.89069192,0.21900251,-0.21052725,0.00000000,-0.00000000,0.36320928,-0.40990023,0.16537019,-0.14033123,0.04899719,-0.03756752,0.37759438,-0.34926830
-5.38169085,0.96616837,-0.90130318,0.22064614,-0.21210457,0.00000000,-0.00000000,0.34989388,-0.40105689,0.16809732,-0.14385914,0.05121367,-0.03955272,0.37693373,-0.35330179
-5.37568784,0.96842296,-0.91108114,0.22212480,-0.21357494,0.00000000,-0.00000000,0.33611657,-0.39090083,0.17065534,-0.14735876,0.05335626,-0.04163094,0.37556784,-0.35680550
-5.36968484,0.96944983,-0.91984610,0.22345026,-0.21492230,0.00000000,-0.00000000,0.32213129,-0.37958785,0.17305459,-0.15078275,0.05539500,-0.04376948,0.37357722,-0.35970492
-5.36368184,0.96941141,-0.92746986,0.22463837,-0.21613881,0.00000000,-0.00000000,0.30819332,-0.36730628,0.17531208,-0.15409182,0.05730231,-0.04593487,0.37105874,-0.36194948
-5.35767884,0.96849967,-0.93387634,0.22570833,-0.21722395,0.00000000,-0.00000000,0.29455386,-0.35427065,0.17745036,-0.15725550,0.05905354,-0.04809357,0.36812248,-0.36351319
-5.35167584,0.96693004,-0.93904135,0.22668202,-0.21818372,0.00000000,-0.00000000,0.28145561,-0.34071524,0.17949620,-0.16025269,0.06062739,-0.05021258,0.36488861,-0.36439477
-5.34567284,0.96493588,-0.94299189,0.22758357,-0.21902988,0.00000000,-0.00000000,0.26912958,-0.32688765,0.18147930,-0.16307201,0.06200621,-0.05226024,0.36148448,-0.36461742
-5.33966983,0.96276334,-0.94580474,0.22843900,-0.21977931,0.00000000,-0.00000000,0.25779319,-0.31304291,0.18343106,-0.16571188,0.06317621,-0.05420690,0.35804199,-0.36422828
-5.33366683,0.96066690,-0.94760470,0.22927598,-0.22045345,0.00000000,-0.00000000,0.24764934,-0.29943823,0.18538340,-0.16818038,0.06412749,-0.05602556,0.35469526,-0.36329747
-5.32766383,0.95890571,-0.94856212,0.23012376,-0.22107795,0.00000000,-0.00000000,0.23888676,-0.28632862,0.18736772,-0.17049489,0.06485393,-0.05769250,0.35157875,-0.36191690
-5.32166083,0.95774063,-0.94888996,0.23101312,-0.22168232,0.00000000,-0.00000000,0.23168105,-0.27396343,0.18941414,-0.17268142,0.06535301,-0.05918771,0.34882562,-0.36019864
-5.31565783,0.95743214,-0.94884009,0.23197652,-0.22229969,0.00000000,-0.00000000,0.22619651,-0.26258385,0.19155094,-0.17477369,0.06562543,-0.06049529,0.34656670,-0.35827294
-5.30965483,0.95823905,-0.94869892,0.23304832,-0.22296658,0.00000000,-0.00000000,0.22258823,-0.25242131,0.19380434,-0.17681197,0.06567477,-0.06160355,0.34492957,-0.35628597
-5.30365183,0.96041799,-0.94878223,0.23426513,-0.22372260,0.00000000,-0.00000000,0.22100447,-0.24369663,0.19619862,-0.17884176,0.06550698,-0.06250514,0.34403818,-0.35439709
-5.29764882,0.96422364,-0.94942930,0.23566628,-0.22461016,0.00000000,-0.00000000,0.22158869,-0.23661983,0.19875652,-0.18091227,0.06512996,-0.06319678,0.34401253,-0.35277591
-5.29164582,0.96990939,-0.95099632,0.23729444,-0.22567402,0.00000000,-0.00000000,0.22448133,-0.23139026,0.20150005,-0.18307484,0.06455309,-0.06367907,0.34496854,-0.35159894
-5.28564282,0.97772842,-0.95384935,0.23919629,-0.22696088,0.00000000,-0.00000000,0.22982070,-0.22819702,0.20445155,-0.18538134,0.06378688,-0.06395594,0.34701802,-0.35104608
-5.27963982,0.98793479,-0.95835681,0.24142328,-0.22851875,0.00000000,-0.00000000,0.23774316,-0.22721924,0.20763492,-0.18788268,0.06284264,-0.06403417,0.35026836,-0.35129688
-5.27363682,1.00078436,-0.96488191,0.24403246,-0.23039643,0.00000000,-0.00000000,0.24838202,-0.22862612,0.21107707,-0.19062738,0.06173231,-0.06392274,0.35482216,-0.35252672
-5.26763382,1.01653501,-0.97377515,0.24708720,-0.23264296,0.00000000,-0.00000000,0.26186534,-0.23257657,0.21480935,-0.19366052,0.06046837,-0.06363222,0.36077631,-0.35490297
-5.26163082,1.03544601,-0.98536713,0.25065779,-0.23530712,0.00000000,-0.00000000,0.27831241,-0.23921817,0.21886883,-0.19702286,0.05906385,-0.06317412,0.36822070,-0.35858122
-5.25562781,1.05777602,-0.99996196,0.25482183,-0.23843701,0.00000000,-0.00000000,0.29782896,-0.24868547,0.22329939,-0.20075040,0.05753248,-0.06256035,0.37723631,-0.36370164
-5.24962481,1.08377954,-1.01783137,0.25966426,-0.24207988,0.00000000,-0.00000000,0.32050130,-0.26109744,0.22815247,-0.20487427,0.05588889,-0.06180279,0.38789256,-0.37038551
-5.24362181,1.11370155,-1.03920967,0.26527700,-0.24628205,0.00000000,-0.00000000,0.34638937,-0.27655416,0.23348721,-0.20942095,0.05414885,-0.06091297,0.40024415,-0.37873211
-5.23761881,1.14777022,-1.06428961,0.27175800,-0.25108897,0.00000000,-0.00000000,0.37551915,-0.29513283,0.23937011,-0.21441293,0.05232958,-0.05990190,0.41432719,-0.38881578
-5.23161581,1.18618772,-1.09321916,0.27920978,-0.25654557,0.00000000,-0.00000000,0.40787470,-0.31688309,0.24587393,-0.21986950,0.05045001,-0.05878009,0.43015490,-0.40068340
-5.22561281,1.22911942,-1.12609907,0.28773725,-0.26269654,0.00000000,-0.00000000,0.44339019,-0.34182191,0.25307599,-0.22580783,0.04853098,-0.05755770,0.44771296,-0.41435218
-5.21960980,1.27668167,-1.16298116,0.29744497,-0.26958682,0.00000000,-0.00000000,0.48194237,-0.36992828,0.26105565,-0.23224407,0.04659539,-0.05624478,0.46695478,-0.42980784
-5.21360680,1.32892882,-1.20386711,0.30843381,-0.27726190,0.00000000,-0.00000000,0.52334413,-0.40113791,0.26989128,-0.23919440,0.04466825,-0.05485172,0.48779705,-0.44700308
-5.20760380,1.38584002,-1.24870762,0.32079703,-0.28576809,0.00000000,-0.00000000,0.56733929,-0.43533826,0.27965657,-0.24667592,0.04277653,-0.05338967,0.51011573,-0.46585659
-5.20160080,1.44730662,-1.29740181,0.33461608,-0.29515247,0.00000000,-0.00000000,0.61359945,-0.47236425,0.29041658,-0.25470727,0.04094897,-0.05187098,0.53374297,-0.48625229
-5.19559780,1.51312102,-1.34979668,0.34995608,-0.30546258,0.00000000,-0.00000000,0.66172305,-0.51199487,0.30222346,-0.26330880,0.03921570,-0.05030969,0.55846521,-0.50803925
-5.18959480,1.58296766,-1.40568658,0.36686137,-0.31674568,0.00000000,-0.00000000,0.71123702,-0.55395111,0.31511228,-0.27250233,0.03760772,-0.04872188,0.58402282,-0.53103195
-5.18359180,1.65641718,-1.46481276,0.38535119,-0.32904748,0.00000000,-0.00000000,0.76160132,-0.59789538,0.32909698,-0.28231036,0.03615626,-0.04712590,0.61011143,-0.55501124
-5.17758879,1.73292418,-1.52686291,0.40541579,-0.34241053,0.00000000,-0.00000000,0.81221641,-0.64343271,0.34416689,-0.29275478,0.03489213,-0.04554250,0.63638527,-0.57972597
-5.17158579,1.81182927,-1.59147104,0.42701326,-0.35687200,0.00000000,-0.00000000,0.86243352,-0.69011388,0.36028385,-0.30385501,0.03384487,-0.04399481,0.66246246,-0.60489530
-5.16558279,1.89236580,-1.65821765,0.45006712,-0.37246111,0.00000000,-0.00000000,0.91156767,-0.73744055,0.37738021,-0.31562581,0.03304196,-0.04250803,0.68793224,-0.63021189
