energy_ev,total_up,N_s_up,N_p_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-5.42971486,2.86598821,0.00207363,0.13792741,0.60479610,1.39956310,1.40215706,0.00000000,0.55921136,0.36483310
-5.42371186,2.84710170,0.00202567,0.12807565,0.58407275,1.40941659,1.39279325,0.00000000,0.55351858,0.35824602
-5.41770885,2.83325361,0.00199260,0.11905332,0.56467466,1.42126178,1.38527771,0.00000000,0.54913627,0.35235382
-5.41170585,2.82479275,0.00197223,0.11089789,0.54674354,1.43536204,1.37959090,0.00000000,0.54607468,0.34724415
-5.40570285,2.82195397,0.00196229,0.10362955,0.53038414,1.45194296,1.37566972,0.00000000,0.54431355,0.34298143
-5.39969985,2.82485466,0.00196051,0.09725192,0.51566515,1.47118528,1.37341105,0.00000000,0.54380457,0.33960540
-5.39369685,2.83349248,0.00196464,0.09175316,0.50262083,1.49321778,1.37267518,0.00000000,0.54447421,0.33713021
-5.38769385,2.84774416,0.00197255,0.08710733,0.49125301,1.51811046,1.37328915,0.00000000,0.54622716,0.33554417
-5.38169085,2.86736524,0.00198224,0.08327596,0.48153345,1.54586804,1.37504969,0.00000000,0.54894974,0.33480991
-5.37568784,2.89199083,0.00199185,0.08020968,0.47340633,1.57642407,1.37772584,0.00000000,0.55251350,0.33486522
-5.36968484,2.92113745,0.00199974,0.07785001,0.46679074,1.60963588,1.38106129,0.00000000,0.55677857,0.33562437
-5.36368184,2.95420611,0.00200445,0.07613114,0.46158321,1.64528058,1.38477658,0.00000000,0.56159675,0.33698002
-5.35767884,2.99048707,0.00200474,0.07498164,0.45766010,1.68305268,1.38857125,0.00000000,0.56681435,0.33880560
-5.35167584,3.02916656,0.00199959,0.07432611,0.45487999,1.72256342,1.39212647,0.00000000,0.57227453,0.34095830
-5.34567284,3.06933572,0.00198822,0.07408684,0.45308606,1.76334223,1.39510800,0.00000000,0.57781935,0.34328247
-5.33966983,3.11000221,0.00197005,0.07418520,0.45210848,1.80484060,1.39717014,0.00000000,0.58329147,0.34561340
-5.33366683,3.15010473,0.00194471,0.07454306,0.45176701,1.84643852,1.39796053,0.00000000,0.58853554,0.34778158
-5.32766383,3.18853027,0.00191205,0.07508405,0.45187369,1.88745351,1.39712606,0.00000000,0.59339939,0.34961709
-5.32166083,3.22413432,0.00187208,0.07573465,0.45223584,1.92715236,1.39431985,0.00000000,0.59773511,0.35095421
-5.31565783,3.25576356,0.00182501,0.07642525,0.45265931,1.96476516,1.38920929,0.00000000,0.60140008,0.35163606
-5.30965483,3.28228059,0.00177119,0.07709107,0.45295197,1.99950164,1.38148476,0.00000000,0.60425798,0.35151900
-5.30365183,3.30259002,0.00171110,0.07767288,0.45292744,2.03056904,1.37086888,0.00000000,0.60618000,0.35047689
-5.29764882,3.31566517,0.00164535,0.07811775,0.45240891,2.05719127,1.35712580,0.00000000,0.60704604,0.34840480
-5.29164582,3.32057439,0.00157464,0.07837957,0.45123302,2.07862853,1.34007014,0.00000000,0.60674615,0.34522216
-5.28564282,3.31650604,0.00149976,0.07841946,0.44925356,2.09419687,1.31957499,0.00000000,0.60518204,0.34087520
-5.27963982,3.30279108,0.00142152,0.07820607,0.44634495,2.10328686,1.29557870,0.00000000,0.60226875,0.33533853
-5.27363682,3.27892249,0.00134078,0.07771575,0.44240524,2.10538075,1.26808975,0.00000000,0.59793636,0.32861582
-5.26763382,3.24457049,0.00125842,0.07693252,0.43735860,2.10006749,1.23718967,0.00000000,0.59213166,0.32073958
-5.26163082,3.19959310,0.00117529,0.07584794,0.43115703,2.08705498,1.20303341,0.00000000,0.58481979,0.31176994
-5.25562781,3.14404136,0.00109222,0.07446086,0.42378135,2.06617923,1.16584732,0.00000000,0.57598567,0.30179255
-5.24962481,3.07815921,0.00101000,0.07277699,0.41524125,2.03740989,1.12592454,0.00000000,0.56563515,0.29091572
-5.24362181,3.00237771,0.00092935,0.07080835,0.40557450,2.00085216,1.08361799,0.00000000,0.55379588,0.27926683
-5.23761881,2.91730402,0.00085092,0.06857268,0.39484528,1.95674490,1.03933121,0.00000000,0.54051761,0.26698816
-5.23161581,2.82370549,0.00077529,0.06609264,0.38314174,1.90545502,0.99350734,0.00000000,0.52587214,0.25423243
-5.22561281,2.72248937,0.00070293,0.06339504,0.37057276,1.84746849,0.94661673,0.00000000,0.50995254,0.24115811
-5.21960980,2.61467904,0.00063425,0.06051002,0.35726424,1.78337811,0.89914373,0.00000000,0.49287195,0.22792467
-5.21360680,2.50138746,0.00056954,0.05747012,0.34335484,1.71386873,0.85157307,0.00000000,0.47476161,0.21468809
-5.20760380,2.38378892,0.00050902,0.05430945,0.32899156,1.63970019,0.80437643,0.00000000,0.45576845,0.20159663
-5.20160080,2.26309002,0.00045282,0.05106281,0.31432517,1.56168880,0.75799986,0.00000000,0.43605210,0.18878709
-5.19559780,2.14050084,0.00040098,0.04776491,0.29950572,1.48068781,0.71285227,0.00000000,0.41578145,0.17638162
-5.18959480,2.01720721,0.00035347,0.04444960,0.28467835,1.39756763,0.66929567,0.00000000,0.39513093,0.16448531
-5.18359180,1.89434509,0.00031023,0.04114923,0.26997948,1.31319636,0.62763730,0.00000000,0.37427655,0.15318432
-5.17758879,1.77297763,0.00027110,0.03789405,0.25553349,1.22842126,0.58812406,0.00000000,0.35339194,0.14254493
-5.17158579,1.65407565,0.00023591,0.03471171,0.24145010,1.14405167,0.55093923,0.00000000,0.33264440,0.13261323
-5.16558279,1.53850200,0.00020443,0.03162692,0.22782245,1.06084388,0.51620162,0.00000000,0.31219133,0.12341551
-5.15957979,1.42700014,0.00017645,0.02866114,0.21472587,0.97948834,0.48396708,0.00000000,0.29217700,0.11495936
-5.15357679,1.32018708,0.00015169,0.02583243,0.20221749,0.90059946,0.45423216,0.00000000,0.27272983,0.10723522
-5.14757379,1.21855062,0.00012990,0.02315534,0.19033653,0.82470819,0.42693975,0.00000000,0.25396037,0.10021851
-5.14157079,1.12245079,0.00011082,0.02064096,0.17910531,0.75225742,0.40198632,0.00000000,0.23595995,0.09387200
-5.13556778,1.03212516,0.00009419,0.01829698,0.16853079,0.68360027,0.37923044,0.00000000,0.21880007,0.08814855
-5.12956478,0.94769745,0.00007976,0.01612789,0.15860670,0.61900089,0.35850218,0.00000000,0.20253253,0.08299384
-5.12356178,0.86918894,0.00006729,0.01413521,0.14931594,0.55863784,0.33961293,0.00000000,0.18719020,0.07834919
-5.11755878,0.79653207,0.00005657,0.01231774,0.14063332,0.50260944,0.32236515,0.00000000,0.17278851,0.07415430
-5.11155578,0.72958538,0.00004737,0.01067191,0.13252823,0.45094092,0.30656180,0.00000000,0.15932735,0.07034972
-5.10555278,0.66814916,0.00003953,0.00919207,0.12496747,0.40359283,0.29201492,0.00000000,0.14679333,0.06687912
-5.09954977,0.61198110,0.00003286,0.00787091,0.11791770,0.36047037,0.27855307,0.00000000,0.13516238,0.06369116
-5.09354677,0.56081116,0.00002721,0.00669975,0.11134774,0.32143307,0.26602735,0.00000000,0.12440235,0.06074097
-5.08754377,0.51435526,0.00002245,0.00566892,0.10523034,0.28630454,0.25431592,0.00000000,0.11447555,0.05799123
-5.08154077,0.47232708,0.00001844,0.00476805,0.09954361,0.25488191,0.24332664,0.00000000,0.10534118,0.05541277
-5.07553777,0.43444785,0.00001509,0.00398642,0.09427183,0.22694441,0.23299810,0.00000000,0.09695739,0.05298476
-5.06953477,0.40045362,0.00001230,0.00331321,0.08940578,0.20226127,0.22329884,0.00000000,0.08928305,0.05069443
-5.06353177,0.37010023,0.00000998,0.00273772,0.08494249,0.18059822,0.21422507,0.00000000,0.08227901,0.04853648
-5.05752876,0.34316572,0.00000806,0.00224961,0.08088455,0.16172302,0.20579691,0.00000000,0.07590901,0.04651214
-5.05152576,0.31945063,0.00000648,0.00183906,0.07723898,0.14540951,0.19805353,0.00000000,0.07014008,0.04462791
-5.04552276,0.29877619,0.00000518,0.00149693,0.07401579,0.13144057,0.19104747,0.00000000,0.06494259,0.04289423
-5.03951976,0.28098097,0.00000412,0.00121483,0.07122622,0.11960984,0.18483839,0.00000000,0.06028992,0.04132396
-5.03351676,0.26591637,0.00000327,0.00098523,0.06888097,0.10972254,0.17948662,0.00000000,0.05615786,0.03993083
-5.02751376,0.25344132,0.00000257,0.00080152,0.06698833,0.10159533,0.17504694,0.00000000,0.05252385,0.03872798
-5.02151076,0.24341676,0.00000202,0.00065803,0.06555249,0.09505567,0.17156275,0.00000000,0.04936611,0.03772658
-5.01550775,0.23570031,0.00000157,0.00055009,0.06457199,0.08994067,0.16906104,0.00000000,0.04666273,0.03693466
-5.00950475,0.23014159,0.00000122,0.00047399,0.06403857,0.08609579,0.16754834,0.00000000,0.04439089,0.03635612
-5.00350175,0.22657842,0.00000094,0.00042701,0.06393629,0.08337342,0.16700791,0.00000000,0.04252614,0.03599013
-4.99749875,0.22483441,0.00000072,0.00040743,0.06424121,0.08163168,0.16739816,0.00000000,0.04104196,0.03583063
-4.99149575,0.22471779,0.00000055,0.00041449,0.06492145,0.08073348,0.16865253,0.00000000,0.03990951,0.03586639
-4.98549275,0.22602193,0.00000041,0.00044841,0.06593776,0.08054587,0.17068072,0.00000000,0.03909764,0.03608114
-4.97948974,0.22852726,0.00000031,0.00051034,0.06724455,0.08093988,0.17337119,0.00000000,0.03857311,0.03645412
-4.97348674,0.23200462,0.00000023,0.00060235,0.06879130,0.08179080,0.17659482,0.00000000,0.03830117,0.03696083
-4.96748374,0.23621989,0.00000017,0.00072742,0.07052429,0.08297881,0.18020961,0.00000000,0.03824618,0.03757405
-4.96148074,0.24093945,0.00000013,0.00088937,0.07238861,0.08439002,0.18406597,0.00000000,0.03837251,0.03826489
-4.95547774,0.24593635,0.00000009,0.00109282,0.07433030,0.08591782,0.18801255,0.00000000,0.03864552,0.03900405
-4.94947474,0.25099674,0.00000007,0.00134310,0.07629847,0.08746428,0.19190218,0.00000000,0.03903249,0.03976304
-4.94347174,0.25592610,0.00000005,0.00164615,0.07824736,0.08894175,0.19559768,0.00000000,0.03950364,0.04051537
-4.93746873,0.26055508,0.00000004,0.00200841,0.08013812,0.09027428,0.19897711,0.00000000,0.04003296,0.04123767
-4.93146573,0.26474431,0.00000003,0.00243660,0.08194038,0.09139891,0.20193842,0.00000000,0.04059895,0.04191055
-4.92546273,0.26838819,0.00000002,0.00293759,0.08363326,0.09226663,0.20440300,0.00000000,0.04118512,0.04251935
-4.91945973,0.27141718,0.00000001,0.00351810,0.08520596,0.09284297,0.20631813,0.00000000,0.04178025,0.04305459
-4.91345673,0.27379842,0.00000001,0.00418448,0.08665782,0.09310807,0.20765815,0.00000000,0.04237838,0.04351213
-4.90745373,0.27553481,0.00000001,0.00494237,0.08799779,0.09305635,0.20842424,0.00000000,0.04297853,0.04389305
-4.90145073,0.27666230,0.00000000,0.00579640,0.08924336,0.09269561,0.20864289,0.00000000,0.04358411,0.04420324
-4.89544772,0.27724570,0.00000000,0.00674986,0.09041902,0.09204561,0.20836317,0.00000000,0.04420218,0.04445277
-4.88944472,0.27737314,0.00000000,0.00780434,0.09155431,0.09113630,0.20765285,0.00000000,0.04484234,0.04465497
-4.88344172,0.27714943,0.00000000,0.00895941,0.09268149,0.09000568,0.20659372,0.00000000,0.04551564,0.04482539
-4.87743872,0.27668876,0.00000000,0.01021236,0.09383311,0.08869734,0.20527624,0.00000000,0.04623325,0.04498061
-4.87143572,0.27610709,0.00000000,0.01155792,0.09503949,0.08725799,0.20379396,0.00000000,0.04700521,0.04513704
-4.86543272,0.27551462,0.00000000,0.01298812,0.09632630,0.08573486,0.20223792,0.00000000,0.04783919,0.04530967
-4.85942971,0.27500887,0.00000000,0.01449219,0.09771240,0.08417334,0.20069138,0.00000000,0.04873939,0.04551105
-4.85342671,0.27466858,0.00000000,0.01605661,0.09920806,0.08261481,0.19922517,0.00000000,0.04970561,0.04575029
-4.84742371,0.27454901,0.00000000,0.01766520,0.10081365,0.08109481,0.19789396,0.00000000,0.05073261,0.04603234
-4.84142071,0.27467870,0.00000000,0.01929943,0.10251900,0.07964168,0.19673353,0.00000000,0.05180977,0.04635755
-4.83541771,0.27505793,0.00000000,0.02093878,0.10430330,0.07827569,0.19575934,0.00000000,0.05292105,0.04672147
-4.82941471,0.27565905,0.00000000,0.02256126,0.10613571,0.07700872,0.19496639,0.00000000,0.05404528,0.04711500
-4.82341171,0.27642856,0.00000000,0.02414404,0.10797667,0.07584440,0.19433027,0.00000000,0.05515686,0.04752482
-4.81740870,0.27729082,0.00000001,0.02566412,0.10977970,0.07477886,0.19380952,0.00000000,0.05622662,0.04793405
-4.81140570,0.27815320,0.00000001,0.02709916,0.11149377,0.07380181,0.19334898,0.00000000,0.05722309,0.04832325
-4.80540270,0.27891234,0.00000001,0.02842826,0.11306601,0.07289807,0.19288395,0.00000000,0.05811383,0.04867149
-4.79939970,0.27946115,0.00000002,0.02963277,0.11444463,0.07204930,0.19234500,0.00000000,0.05886695,0.04895762
-4.79339670,0.27969611,0.00000003,0.03069706,0.11558193,0.07123588,0.19166291,0.00000000,0.05945265,0.04916153
-4.78739370,0.27952449,0.00000004,0.03160923,0.11643714,0.07043885,0.19077379,0.00000000,0.05984469,0.04926542
-4.78139070,0.27887098,0.00000006,0.03236164,0.11697905,0.06964171,0.18962365,0.00000000,0.06002175,0.04925496
-4.77538769,0.27768342,0.00000009,0.03295135,0.11718810,0.06883202,0.18817256,0.00000000,0.05996856,0.04912027
-4.76938469,0.27593719,0.00000013,0.03338038,0.11705800,0.06800275,0.18639781,0.00000000,0.05967679,0.04885671
-4.76338169,0.27363817,0.00000019,0.03365570,0.11659660,0.06715315,0.18429616,0.00000000,0.05914558,0.04846537
-4.75737869,0.27082385,0.00000027,0.03378906,0.11582609,0.06628932,0.18188483,0.00000000,0.05838173,0.04795327
-4.75137569,0.26756277,0.00000039,0.03379663,0.11478235,0.06542421,0.17920135,0.00000000,0.05739955,0.04733328
-4.74537269,0.26395212,0.00000054,0.03369834,0.11351366,0.06457726,0.17630220,0.00000000,0.05622030,0.04662373
-4.73936968,0.26011381,0.00000076,0.03351718,0.11207869,0.06377358,0.17326028,0.00000000,0.05487135,0.04584774
-4.73336668,0.25618906,0.00000105,0.03327818,0.11054385,0.06304277,0.17016147,0.00000000,0.05338503,0.04503233
-4.72736368,0.25233200,0.00000145,0.03300745,0.10898029,0.06241750,0.16710042,0.00000000,0.05179728,0.04420738
-4.72136068,0.24870251,0.00000198,0.03273098,0.10746054,0.06193185,0.16417576,0.00000000,0.05014612,0.04340440
-4.71535768,0.24545875,0.00000268,0.03247362,0.10605505,0.06161960,0.16148513,0.00000000,0.04847006,0.04265537
-4.70935468,0.24274983,0.00000361,0.03225789,0.10482875,0.06151255,0.15912020,0.00000000,0.04680655,0.04199152
-4.70335168,0.24070905,0.00000483,0.03210307,0.10383796,0.06163899,0.15716198,0.00000000,0.04519042,0.04144227
-4.69734867,0.23944803,0.00000642,0.03202430,0.10312753,0.06202236,0.15567677,0.00000000,0.04365261,0.04103432
-4.69134567,0.23905214,0.00000846,0.03203189,0.10272870,0.06268031,0.15471280,0.00000000,0.04221901,0.04079097
-4.68534267,0.23957742,0.00001108,0.03213091,0.10265752,0.06362411,0.15429797,0.00000000,0.04090960,0.04073169
-4.67933967,0.24104926,0.00001440,0.03232093,0.10291403,0.06485851,0.15443862,0.00000000,0.03973797,0.04087198
-4.67333667,0.24346281,0.00001858,0.03259606,0.10348227,0.06638205,0.15511946,0.00000000,0.03871101,0.04122357
-4.66733367,0.24678518,0.00002380,0.03294521,0.10433102,0.06818782,0.15630471,0.00000000,0.03782905,0.04179486
-4.66133067,0.25095932,0.00003027,0.03335264,0.10541537,0.07026461,0.15794036,0.00000000,0.03708627,0.04259160
-4.65532766,0.25590917,0.00003823,0.03379862,0.10667886,0.07259842,0.15995739,0.00000000,0.03647134,0.04361784
-4.64932466,0.26154610,0.00004792,0.03426038,0.10805627,0.07517419,0.16227578,0.00000000,0.03596836,0.04487695
-4.64332166,0.26777595,0.00005965,0.03471311,0.10947680,0.07797765,0.16480920,0.00000000,0.03555791,0.04637281
