energy_ev,total_up,N_s_up,N_p_up,Re_p_up,Re_d_up,Te_p_up,Te_d_up,V_p_up,V_d_up
-6.00000000,3.24768481,0.01200402,0.33560413,1.19166778,0.93053568,1.65618308,0.00000000,1.17091433,0.55337335
-5.99399700,3.22009027,0.01178115,0.33873761,1.17393902,0.92418027,1.63473806,0.00000000,1.15577748,0.54538825
-5.98799400,3.18242732,0.01153307,0.34101074,1.15164755,0.91427881,1.60859860,0.00000000,1.13685609,0.53656984
-5.98199100,3.13512443,0.01125948,0.34234733,1.12511603,0.90090047,1.57810047,0.00000000,1.11441691,0.52706772
-5.97598799,3.07873836,0.01096038,0.34268508,1.09472760,0.88418008,1.54361803,0.00000000,1.08876052,0.51702837
-5.96998499,3.01393678,0.01063609,0.34197688,1.06091630,0.86431281,1.50555484,0.00000000,1.06021454,0.50659002
-5.96398199,2.94147972,0.01028740,0.34019206,1.02415686,0.84154737,1.46433478,0.00000000,1.02912699,0.49587815
-5.95797899,2.86220049,0.00991557,0.33731714,0.98495397,0.81617808,1.42039393,0.00000000,0.99586000,0.48500193
-5.95197599,2.77698673,0.00952236,0.33335642,0.94383143,0.78853619,1.37417333,0.00000000,0.96078397,0.47405155
-5.94597299,2.68676217,0.00911009,0.32833214,0.90132156,0.75898070,1.32611271,0.00000000,0.92427227,0.46309682
-5.93996998,2.59246951,0.00868156,0.32228423,0.85795504,0.72788918,1.27664535,0.00000000,0.88669648,0.45218677
-5.93396698,2.49505489,0.00824008,0.31526982,0.81425147,0.69564875,1.22619381,0.00000000,0.84842227,0.44135044
-5.92796398,2.39545422,0.00778935,0.30736219,0.77071092,0.66264767,1.17516664,0.00000000,0.80980576,0.43059869
-5.92196098,2.29458141,0.00733344,0.29864946,0.72780644,0.62926771,1.12395597,0.00000000,0.77119041,0.41992690
-5.91595798,2.19331865,0.00687666,0.28923292,0.68597778,0.59587745,1.07293564,0.00000000,0.73290433,0.40931837
-5.90995498,2.09250854,0.00642345,0.27922504,0.64562627,0.56282665,1.02245993,0.00000000,0.69525804,0.39874822
-5.90395198,1.99294802,0.00597829,0.26874719,0.60711080,0.53044174,0.97286262,0.00000000,0.65854235,0.38818759
-5.89794897,1.89538366,0.00554559,0.25792714,0.57074493,0.49902239,0.92445623,0.00000000,0.62302668,0.37760773
-5.89194597,1.80050823,0.00512951,0.24689648,0.53679493,0.46883913,0.87753126,0.00000000,0.58895731,0.36698397
-5.88594297,1.70895800,0.00473395,0.23578786,0.50547870,0.44013180,0.83235548,0.00000000,0.55655591,0.35629920
-5.87993997,1.62131061,0.00436236,0.22473222,0.47696539,0.41310884,0.78917292,0.00000000,0.52601806,0.34554669
-5.87393697,1.53808318,0.00401771,0.21385613,0.45137556,0.38794712,0.74820278,0.00000000,0.49751184,0.33473212
-5.86793397,1.45973045,0.00370244,0.20327920,0.42878186,0.36479230,0.70963806,0.00000000,0.47117651,0.32387473
-5.86193097,1.38664286,0.00341834,0.19311172,0.40921005,0.34375940,0.67364413,0.00000000,0.44712132,0.31300755
-5.85592796,1.31914454,0.00316659,0.18345255,0.39264040,0.32493370,0.64035716,0.00000000,0.42542450,0.30217666
-5.84992496,1.25749123,0.00294772,0.17438739,0.37900930,0.30837168,0.60988261,0.00000000,0.40613249,0.29143965
-5.84392196,1.20186846,0.00276163,0.16598737,0.36821137,0.29410206,0.58229409,0.00000000,0.38925954,0.28086333
-5.83791896,1.15239021,0.00260761,0.15830817,0.36010182,0.28212698,0.55763242,0.00000000,0.37478787,0.27052083
-5.83191596,1.10909829,0.00248440,0.15138961,0.35449942,0.27242326,0.53590548,0.00000000,0.36266824,0.26048839
-5.82591296,1.07196295,0.00239024,0.14525567,0.35119002,0.26494382,0.51708876,0.00000000,0.35282139,0.25084194
-5.81990995,1.04088511,0.00232294,0.13991509,0.34993078,0.25961941,0.50112686,0.00000000,0.34514008,0.24165373
-5.81390695,1.01570031,0.00228000,0.13536250,0.35045517,0.25636063,0.48793608,0.00000000,0.33949200,0.23298928
-5.80790395,0.99618488,0.00225864,0.13157990,0.35247882,0.25506037,0.47740812,0.00000000,0.33572349,0.22490477
-5.80190095,0.98206434,0.00225597,0.12853868,0.35570617,0.25559673,0.46941488,0.00000000,0.33366396,0.21744505
-5.79589795,0.97302388,0.00226905,0.12620188,0.35983789,0.25783640,0.46381434,0.00000000,0.33313105,0.21064238
-5.78989495,0.96872095,0.00229499,0.12452673,0.36457888,0.26163850,0.46045727,0.00000000,0.33393619,0.20451603
-5.78389195,0.96879942,0.00233107,0.12346736,0.36964677,0.26685885,0.45919454,0.00000000,0.33589064,0.19907265
-5.77788894,0.97290478,0.00237482,0.12297748,0.37478047,0.27335450,0.45988474,0.00000000,0.33881143,0.19430742
-5.77188594,0.98069991,0.00242412,0.12301299,0.37974866,0.28098844,0.46240176,0.00000000,0.34252726,0.19020598
-5.76588294,0.99188029,0.00247721,0.12353433,0.38435761,0.28963422,0.46664182,0.00000000,0.34688391,0.18674672
-5.75987994,1.00618822,0.00253284,0.12450855,0.38845827,0.29918035,0.47252963,0.00000000,0.35174887,0.18390367
-5.75387694,1.02342487,0.00259022,0.12591084,0.39195187,0.30953417,0.48002325,0.00000000,0.35701507,0.18164940
-5.74787394,1.04345965,0.00264910,0.12772563,0.39479413,0.32062510,0.48911722,0.00000000,0.36260340,0.17995798
-5.74187094,1.06623603,0.00270970,0.12994701,0.39699734,0.33240688,0.49984380,0.00000000,0.36846394,0.17880772
-5.73586793,1.09177340,0.00277276,0.13257859,0.39863053,0.34485879,0.51227197,0.00000000,0.37457568,0.17818348
-5.72986493,1.12016469,0.00283942,0.13563273,0.39981729,0.35798574,0.52650423,0.00000000,0.38094499,0.17807842
-5.72386193,1.15156960,0.00291120,0.13912916,0.40073139,0.37181702,0.54267119,0.00000000,0.38760260,0.17849514
-5.71785893,1.18620370,0.00298986,0.14309310,0.40159031,0.38640394,0.56092406,0.00000000,0.39459952,0.17944600
-5.71185593,1.22432375,0.00307734,0.14755295,0.40264677,0.40181625,0.58142543,0.00000000,0.40200192,0.18095271
-5.70585293,1.26621001,0.00317562,0.15253767,0.40417876,0.41813764,0.60433866,0.00000000,0.40988534,0.18304521
-5.69984992,1.31214624,0.00328658,0.15807401,0.40647825,0.43546045,0.62981640,0.00000000,0.41832855,0.18575987
-5.69384692,1.36239851,0.00341187,0.16418362,0.40983923,0.45387990,0.65798876,0.00000000,0.42740732,0.18913707
-5.68784392,1.41719380,0.00355281,0.17088035,0.41454547,0.47348806,0.68895177,0.00000000,0.43718847,0.19321852
-5.68184092,1.47669957,0.00371024,0.17816776,0.42085855,0.49436794,0.72275668,0.00000000,0.44772447,0.19804415
-5.67583792,1.54100522,0.00388443,0.18603696,0.42900660,0.51658798,0.75940057,0.00000000,0.45904889,0.20364905
-5.66983492,1.61010652,0.00407499,0.19446496,0.43917433,0.54019711,0.79881897,0.00000000,0.47117276,0.21006046
-5.66383192,1.68389367,0.00428080,0.20341353,0.45149464,0.56522079,0.84088068,0.00000000,0.48408219,0.21729498
-5.65782891,1.76214354,0.00450004,0.21282862,0.46604212,0.59165795,0.88538511,0.00000000,0.49773707,0.22535618
-5.65182591,1.84451656,0.00473009,0.22264041,0.48282869,0.61947918,0.93206237,0.00000000,0.51207097,0.23423272
-5.64582291,1.93055815,0.00496769,0.23276395,0.50180154,0.64862601,0.98057614,0.00000000,0.52699216,0.24389697
-5.63981991,2.01970462,0.00520890,0.24310029,0.52284326,0.67901131,1.03052902,0.00000000,0.54238552,0.25430432
-5.63381691,2.11129316,0.00544929,0.25353814,0.54577415,0.71052075,1.08147043,0.00000000,0.55811528,0.26539297
-5.62781391,2.20457538,0.00568400,0.26395598,0.57035656,0.74301506,1.13290635,0.00000000,0.57402838,0.27708445
-5.62181091,2.29873356,0.00590794,0.27422438,0.59630093,0.77633300,1.18431088,0.00000000,0.58995813,0.28928458
-5.61580790,2.39289901,0.00611596,0.28420862,0.62327331,0.81029481,1.23513885,0.00000000,0.60572816,0.30188490
-5.60980490,2.48617158,0.00630301,0.29377148,0.65090396,0.84470590,1.28483902,0.00000000,0.62115640,0.31476452
-5.60380190,2.57763964,0.00646429,0.30277595,0.67879678,0.87936067,1.33286753,0.00000000,0.63605894,0.32779231
-5.59779890,2.66639975,0.00659551,0.31108808,0.70653910,0.91404621,1.37870098,0.00000000,0.65025375,0.34082918
-5.59179590,2.75157544,0.00669297,0.31857955,0.73371162,0.94854594,1.42184867,0.00000000,0.66356414,0.35373072
-5.58579290,2.83233466,0.00675374,0.32513027,0.75989818,0.98264290,1.46186382,0.00000000,0.67582200,0.36634972
-5.57978989,2.90790552,0.00677573,0.33063065,0.78469510,1.01612292,1.49835336,0.00000000,0.68687081,0.37853889
-5.57378689,2.97759017,0.00675782,0.33498372,0.80771991,1.04877748,1.53098598,0.00000000,0.69656837,0.39015350
-5.56778389,3.04077678,0.00669986,0.33810702,0.82861928,1.08040655,1.55949862,0.00000000,0.70478950,0.40105401
-5.56178089,3.09694946,0.00660270,0.33993420,0.84707614,1.11082122,1.58370092,0.00000000,0.71142843,0.41110867
-5.55577789,3.14569650,0.00646812,0.34041637,0.86281574,1.13984649,1.60347804,0.00000000,0.71640120,0.42019606
-5.54977489,3.18671669,0.00629881,0.33952319,0.87561071,1.16732400,1.61879150,0.00000000,0.71964782,0.42820745
-5.54377189,3.21982405,0.00609822,0.33724364,0.88528510,1.19311495,1.62967848,0.00000000,0.72113431,0.43504916
-5.53776888,3.24495097,0.00587049,0.33358648,0.89171727,1.21710317,1.63624935,0.00000000,0.72085443,0.44064469
-5.53176588,3.26214961,0.00562026,0.32858045,0.89484168,1.23919814,1.63868378,0.00000000,0.71883105,0.44493664
-5.52576288,3.27159179,0.00535254,0.32227401,0.89464950,1.25933809,1.63722545,0.00000000,0.71511710,0.44788834
-5.51975988,3.27356695,0.00507253,0.31473479,0.89118816,1.27749292,1.63217547,0.00000000,0.70979581,0.44948524
-5.51375688,3.26847835,0.00478549,0.30604866,0.88455962,1.29366684,1.62388474,0.00000000,0.70298032,0.44973575
-5.50775388,3.25683722,0.00449654,0.29631836,0.87491756,1.30790048,1.61274536,0.00000000,0.69481236,0.44867173
-5.50175088,3.23925474,0.00421056,0.28566174,0.86246347,1.32027243,1.59918122,0.00000000,0.68546014,0.44634837
-5.49574787,3.21643197,0.00393202,0.27420972,0.84744162,1.33089998,1.58363809,0.00000000,0.67511525,0.44284355
-5.48974487,3.18914761,0.00366495,0.26210378,0.83013309,1.33993888,1.56657340,0.00000000,0.66398863,0.43825655
-5.48374187,3.15824394,0.00341279,0.24949324,0.81084908,1.34758223,1.54844588,0.00000000,0.65230589,0.43270623
-5.47773887,3.12461093,0.00317837,0.23653232,0.78992341,1.35405828,1.52970553,0.00000000,0.64030177,0.42632855
-5.47173587,3.08916927,0.00296387,0.22337701,0.76770478,1.35962722,1.51078397,0.00000000,0.62821434,0.41927365
-5.46573287,3.05285243,0.00277083,0.21018196,0.74454871,1.36457717,1.49208573,0.00000000,0.61627878,0.41170246
-5.45972986,3.01658849,0.00260014,0.19709736,0.72080963,1.36921919,1.47398047,0.00000000,0.60472131,0.40378299
-5.45372686,2.98128221,0.00245208,0.18426597,0.69683327,1.37388179,1.45679653,0.00000000,0.59375333,0.39568635
-5.44772386,2.94779784,0.00232639,0.17182048,0.67294966,1.37890471,1.44081593,0.00000000,0.58356615,0.38758269
-5.44172086,2.91694321,0.00222228,0.15988106,0.64946689,1.38463245,1.42627089,0.00000000,0.57432637,0.37963717
-5.43571786,2.88945540,0.00213855,0.14855345,0.62666586,1.39140746,1.41334186,0.00000000,0.56617230,0.37200608
