energy_ev,total_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.74187094,3.55187850,3.17576939,0.94927254,0.01029175,1.10769573,0.01165235,0.93886941
-5.73586793,3.59667196,3.22344320,0.96250419,0.01032045,1.12282864,0.01123667,0.95008051
-5.72986493,3.63916912,3.26940985,0.97461957,0.01032411,1.13753537,0.01085270,0.96059118
-5.72386193,3.67794357,3.31249457,0.98522342,0.01029978,1.15151772,0.01049456,0.96989393
-5.71785893,3.71155622,3.35145178,0.99393444,0.01024512,1.16443561,0.01015614,0.97750961
-5.71185593,3.73862171,3.38501790,1.00040369,0.01015850,1.17592474,0.00983145,0.98300769
-5.70585293,3.75787385,3.41196679,1.00433210,0.01003905,1.18561609,0.00951494,0.98602441
-5.69984992,3.76822692,3.43116495,1.00548624,0.00988670,1.19315627,0.00920178,0.98627810
-5.69384692,3.76882981,3.44162401,1.00371149,0.00970225,1.19822740,0.00888805,0.98358112
-5.68784392,3.75911054,3.44254788,0.99894202,0.00948728,1.20056549,0.00857088,0.97784804
-5.68184092,3.73880904,3.43337257,0.99120716,0.00924417,1.19997630,0.00824855,0.96909971
-5.67583792,3.70799680,3.41379675,0.98063367,0.00897599,1.19634786,0.00792046,0.95746332
-5.66983492,3.66708257,3.38380184,0.96744413,0.00868643,1.18965887,0.00758712,0.94316863
-5.66383192,3.61680425,3.34366096,0.95195125,0.00837968,1.17998268,0.00725005,0.92654052
-5.65782891,3.55820751,3.29393645,0.93454869,0.00806033,1.16748667,0.00691162,0.90798853
-5.65182591,3.49261244,3.23546642,0.91569872,0.00773324,1.15242712,0.00657488,0.88799383
-5.64582291,3.42157024,3.16934113,0.89591745,0.00740342,1.13513991,0.00624341,0.86709434
-5.63981991,3.34681196,3.09687057,0.87575836,0.00707593,1.11602766,0.00592109,0.84586870
-5.63381691,3.27019208,3.01954475,0.85579482,0.00675573,1.09554403,0.00561195,0.82491971
-5.62781391,3.19362945,2.93898871,0.83660259,0.00644765,1.07417605,0.00532000,0.80485803
-5.62181091,3.11904835,2.85691408,0.81874297,0.00615622,1.05242540,0.00504906,0.78628664
-5.61580790,3.04832209,2.77506937,0.80274730,0.00588568,1.03078961,0.00480271,0.76978665
-5.60980490,2.98322153,2.69519085,0.78910344,0.00563986,1.00974411,0.00458417,0.75590480
-5.60380190,2.92537025,2.61895578,0.77824471,0.00542216,0.98972588,0.00439631,0.74514311
-5.59779890,2.87620788,2.54793969,0.77054159,0.00523551,0.97111946,0.00424163,0.73795068
-5.59179590,2.83696251,2.48357879,0.76629638,0.00508232,0.95424580,0.00412233,0.73471783
-5.58579290,2.80863267,2.42713879,0.76574069,0.00496453,0.93935437,0.00404037,0.73577259
-5.57978989,2.79197871,2.37969043,0.76903582,0.00488354,0.92661865,0.00399761,0.74137924
-5.57378689,2.78752319,2.34209236,0.77627561,0.00484024,0.91613492,0.00399590,0.75173881
-5.56778389,2.79555940,2.31498120,0.78749138,0.00483504,0.90792436,0.00403725,0.76699127
-5.56178089,2.81616659,2.29876859,0.80265860,0.00486783,0.90193796,0.00412393,0.78721894
-5.55577789,2.84923074,2.29364471,0.82170456,0.00493809,0.89806382,0.00425866,0.81245087
-5.54977489,2.89446889,2.29958745,0.84451676,0.00504484,0.89613636,0.00444470,0.84266779
-5.54377189,2.95145568,2.31637652,0.87095119,0.00518672,0.89594688,0.00468590,0.87780710
-5.53776888,3.01965010,2.34361134,0.90084023,0.00536202,0.89725466,0.00498686,0.91776770
-5.53176588,3.09842104,2.38073157,0.93399944,0.00556872,0.89979833,0.00535283,0.96241426
-5.52576288,3.18707024,2.42703948,0.97023314,0.00580456,0.90330667,0.00578975,1.01158050
-5.51975988,3.28485131,2.48172267,1.00933823,0.00606705,0.90750849,0.00630417,1.06507143
-5.51375688,3.39098408,2.54387652,1.05110624,0.00635355,0.91214127,0.00690304,1.12266428
-5.50775388,3.50466368,2.61252525,1.09532341,0.00666130,0.91695813,0.00759359,1.18410795
-5.50175088,3.62506408,2.68664091,1.14176894,0.00698749,0.92173304,0.00838302,1.24912120
-5.49574787,3.75133639,2.76515985,1.19021152,0.00732926,0.92626423,0.00927823,1.31738946
-5.48974487,3.88260235,2.84699627,1.24040448,0.00768376,0.93037580,0.01028545,1.38856063
-5.48374187,4.01794395,2.93105275,1.29207992,0.00804816,0.93391766,0.01140988,1.46224015
-5.47773887,4.15639028,3.01622797,1.34494227,0.00841968,0.93676419,0.01265525,1.53798570
-5.47173587,4.29690319,3.10142193,1.39866187,0.00879559,0.93881160,0.01402346,1.61530214
-5.46573287,4.43836315,3.18553930,1.45286909,0.00917318,0.93997467,0.01551416,1.69363716
-5.45972986,4.57955712,3.26749154,1.50714970,0.00954978,0.94018299,0.01712435,1.77237830
-5.45372686,4.71917005,3.34619871,1.56104182,0.00992274,0.93937717,0.01884814,1.85085189
-5.44772386,4.85578146,3.42059188,1.61403518,0.01028939,0.93750521,0.02067644,1.92832446
-5.44172086,4.98786847,3.48961686,1.66557292,0.01064704,0.93451955,0.02259684,2.00400720
-5.43571786,5.11381610,3.55224013,1.71505633,0.01099297,0.93037470,0.02459354,2.07706355
-5.42971486,5.23193552,3.60745745,1.76185241,0.01132437,0.92502587,0.02664746,2.14662038
-5.42371186,5.34049023,3.65430560,1.80530457,0.01163840,0.91842854,0.02873640,2.21178253
-5.41770885,5.43772955,3.69187716,1.84474584,0.01193217,0.91053890,0.03083542,2.27165056
-5.41170585,5.52192878,3.71933815,1.87951443,0.01220275,0.90131523,0.03291730,2.32534125
-5.40570285,5.59143419,3.73594798,1.90897101,0.01244724,0.89071991,0.03495314,2.37201006
-5.39969985,5.64471125,3.74108076,1.93251702,0.01266282,0.87872197,0.03691310,2.41087494
-5.39369685,5.68039372,3.73424689,1.94961313,0.01284680,0.86529980,0.03876718,2.44124020
-5.38769385,5.69733137,3.71511370,1.95979716,0.01299672,0.85044399,0.04048613,2.46251959
-5.38169085,5.69463382,3.68352369,1.96270045,0.01311045,0.83415983,0.04204233,2.47425735
-5.37568784,5.67170815,3.63950908,1.95806205,0.01318624,0.81646940,0.04341072,2.47614618
-5.36968484,5.62828837,3.58330139,1.94573979,0.01322290,0.79741302,0.04456963,2.46804120
-5.36368184,5.56445484,3.51533511,1.92571792,0.01321984,0.77704996,0.04550161,2.44996906
-5.35767884,5.48064270,3.43624472,1.89811069,0.01317716,0.75545835,0.04619406,2.42213163
-5.35167584,5.37763843,3.34685473,1.86316188,0.01309578,0.73273426,0.04663975,2.38490401
-5.34567284,5.25656473,3.24816278,1.82123999,0.01297747,0.70899010,0.04683716,2.33882677
-5.33966983,5.11885404,3.14131643,1.77282968,0.01282488,0.68435235,0.04679062,2.28459275
-5.33366683,4.96621217,3.02758427,1.71851940,0.01264163,0.65895885,0.04651017,2.22302882
-5.32766383,4.80057325,2.90832286,1.65898611,0.01243227,0.63295582,0.04601134,2.15507349
-5.32166083,4.62404832,2.78494071,1.59497758,0.01220225,0.60649474,0.04531455,2.08175136
-5.31565783,4.43886958,2.65886113,1.52729298,0.01195796,0.57972936,0.04444448,2.00414523
-5.30965483,4.24733276,2.53148553,1.45676272,0.01170655,0.55281294,0.04342913,1.92336746
-5.30365183,4.05173987,2.40415883,1.38422810,0.01145596,0.52589581,0.04229887,1.84053127
-5.29764882,3.85434459,2.27813852,1.31052169,0.01121473,0.49912343,0.04108534,1.75672347
-5.29164582,3.65730215,2.15456854,1.23644901,0.01099194,0.47263492,0.03982026,1.67297937
-5.28564282,3.46262542,2.03445891,1.16277207,0.01079699,0.44656205,0.03853442,1.59026081
-5.27963982,3.27214820,1.91867169,1.09019525,0.01063953,0.42102871,0.03725649,1.50943786
-5.27363682,3.08749678,1.80791338,1.01935384,0.01052919,0.39615066,0.03601216,1.43127470
-5.26763382,2.91006979,1.70273373,0.95080534,0.01047546,0.37203564,0.03482326,1.35641980
-5.26163082,2.74102659,1.60353021,0.88502367,0.01048745,0.34878352,0.03370714,1.28540050
-5.25562781,2.58128358,1.51055752,0.82239622,0.01057368,0.32648660,0.03267625,1.21862169
-5.24962481,2.43151781,1.42394104,0.76322350,0.01074182,0.30522973,0.03173793,1.15636829
-5.24362181,2.29217697,1.34369309,0.70772126,0.01099852,0.28509039,0.03089439,1.09881108
-5.23761881,2.16349471,1.26973091,0.65602480,0.01134912,0.26613854,0.03014297,1.04601527
-5.23161581,2.04550998,1.20189509,0.60819499,0.01179742,0.24843622,0.02947655,0.99795126
-5.22561281,1.93808952,1.13996750,0.56422581,0.01234548,0.23203705,0.02888417,0.95450685
-5.21960980,1.84095212,1.08368791,0.52405295,0.01299336,0.21698546,0.02835178,0.91550043
-5.21360680,1.75369381,1.03276857,0.48756310,0.01373897,0.20331588,0.02786306,0.88069456
-5.20760380,1.67581306,0.98690641,0.45460374,0.01457792,0.19105193,0.02740037,0.84980932
-5.20160080,1.60673526,0.94579261,0.42499278,0.01550339,0.18020569,0.02694562,0.82253529
-5.19559780,1.54583598,0.90911965,0.39852818,0.01650607,0.17077714,0.02648121,0.79854558
-5.18959480,1.49246247,0.87658604,0.37499694,0.01757421,0.16275385,0.02599083,0.77750681
-5.18359180,1.44595337,0.84789908,0.35418347,0.01869369,0.15611113,0.02546016,0.75908892
-5.17758879,1.40565612,0.82277610,0.33587700,0.01984817,0.15081245,0.02487750,0.74297364
-5.17158579,1.37094237,0.80094480,0.31987810,0.02101936,0.14681042,0.02423415,0.72886171
-5.16558279,1.34122111,0.78214302,0.30600390,0.02218738,0.14404808,0.02352474,0.71647870
-5.15957979,1.31594969,0.76611846,0.29409231,0.02333114,0.14246069,0.02274730,0.70557975
-5.15357679,1.29464268,0.75262876,0.28400488,0.02442887,0.14197780,0.02190317,0.69595298
-5.14757379,1.27687867,0.74144201,0.27562857,0.02545862,0.14252550,0.02099688,0.68742192
-5.14157079,1.26230495,0.73233793,0.26887619,0.02639891,0.14402888,0.02003573,0.67984679
-5.13556778,1.25064014,0.72510967,0.26368592,0.02722931,0.14641436,0.01902942,0.67312479
-5.12956478,1.24167467,0.71956597,0.26001960,0.02793107,0.14961192,0.01798949,0.66718946
-5.12356178,1.23526920,0.71553363,0.25786026,0.02848770,0.15355703,0.01692879,0.66200901
-5.11755878,1.23135092,0.71285989,0.25720881,0.02888550,0.15819213,0.01586090,0.65758387
-5.11155578,1.22990781,0.71141443,0.25808008,0.02911401,0.16346756,0.01479954,0.65394323
-5.10555278,1.23098106,0.71109074,0.26049855,0.02916642,0.16934201,0.01375806,0.65114092
-5.09954977,1.23465575,0.71180663,0.26449365,0.02903978,0.17578223,0.01274899,0.64925059
-5.09354677,1.24105014,0.71350365,0.27009520,0.02873511,0.18276224,0.01178358,0.64836028
-5.08754377,1.25030413,0.71614555,0.27732895,0.02825745,0.19026189,0.01087151,0.64856681
-5.08154077,1.26256719,0.71971570,0.28621245,0.02761566,0.19826508,0.01002070,0.64996993
-5.07553777,1.27798646,0.72421370,0.29675162,0.02682221,0.20675754,0.00923711,0.65266675
-5.06953477,1.29669576,0.72965148,0.30893803,0.02589280,0.21572460,0.00852473,0.65674661
-5.06353177,1.31880593,0.73604932,0.32274704,0.02484588,0.22514879,0.00788562,0.66228677
-5.05752876,1.34439733,0.74343199,0.33813714,0.02370214,0.23500779,0.00732003,0.66934907
-5.05152576,1.37351495,0.75182566,0.35505020,0.02248392,0.24527273,0.00682655,0.67797799
-5.04552276,1.40616645,0.76125578,0.37341292,0.02121463,0.25590693,0.00640234,0.68820014
-5.03951976,1.44232344,0.77174626,0.39313932,0.01991817,0.26686540,0.00604343,0.70002531
-5.03351676,1.48192598,0.78332018,0.41413408,0.01861834,0.27809504,0.00574494,0.71344910
-5.02751376,1.52488994,0.79600201,0.43629664,0.01733840,0.28953558,0.00550142,0.72845691
-5.02151076,1.57111687,0.80982127,0.45952575,0.01610052,0.30112133,0.00530713,0.74502913
-5.01550775,1.62050557,0.82481735,0.48372419,0.01492550,0.31278351,0.00515626,0.76314710
-5.00950475,1.67296444,0.84104508,0.50880326,0.01383243,0.32445318,0.00504325,0.78279939
-5.00350175,1.72842361,0.85858048,0.53468677,0.01283847,0.33606455,0.00496293,0.80398788
-4.99749875,1.78684562,0.87752612,0.56131419,0.01195871,0.34755832,0.00491073,0.82673307
-4.99149575,1.84823356,0.89801535,0.58864251,0.01120605,0.35888510,0.00488277,0.85107799
-4.98549275,1.91263560,0.92021478,0.61664668,0.01059119,0.37000830,0.00487598,0.87709024
-4.97948974,1.98014491,0.94432427,0.64531844,0.01012258,0.38090657,0.00488806,0.90486171
-4.97348674,2.05089446,0.97057411,0.67466333,0.00980644,0.39157539,0.00491755,0.93450550
-4.96748374,2.12504627,0.99921884,0.70469599,0.00964678,0.40202764,0.00496366,0.96615014
-4.96148074,2.20277498,1.03052760,0.73543384,0.00964540,0.41229307,0.00502627,0.99993079
-4.95547774,2.28424645,1.06477114,0.76688943,0.00980190,0.42241659,0.00510572,1.03597789
-4.94947474,2.36959181,1.10220571,0.79906170,0.01011364,0.43245530,0.00520271,1.07440349
-4.94347174,2.45887839,1.14305437,0.83192674,0.01057577,0.44247444,0.00531807,1.11528586
-4.93746873,2.55207884,1.18748652,0.86542846,0.01118113,0.45254232,0.00545262,1.15865324
-4.93146573,2.64904026,1.23559667,0.89946979,0.01192032,0.46272450,0.00560699,1.20446752
-4.92546273,2.74945521,1.28738346,0.93390502,0.01278159,0.47307749,0.00578140,1.25260872
-4.91945973,2.85283656,1.34273022,0.96853373,0.01375095,0.48364227,0.00597559,1.30286160
-4.91345673,2.95849807,1.40138831,1.00309703,0.01481219,0.49443801,0.00618862,1.35490494
-4.90745373,3.06554245,1.46296447,1.03727626,0.01594701,0.50545639,0.00641883,1.40830478
-4.90145073,3.17285830,1.52691325,1.07069478,0.01713521,0.51665685,0.00666375,1.46251210
-4.89544772,3.27912705,1.59253536,1.10292269,0.01835497,0.52796317,0.00692014,1.51686565
-4.88944472,3.38284039,1.65898274,1.13348481,0.01958316,0.53926156,0.00718396,1.57060020
-4.88344172,3.48232834,1.72527054,1.16187151,0.02079581,0.55040063,0.00745047,1.62286026
-4.87743872,3.57579734,1.79029612,1.18755224,0.02196854,0.56119325,0.00771438,1.67271906
-4.87143572,3.66137742,1.85286455,1.20999128,0.02307716,0.57142039,0.00796990,1.71920226
-4.86543272,3.73717679,1.91172014,1.22866511,0.02409820,0.58083684,0.00821101,1.76131564
-4.85942971,3.80134180,1.96558257,1.24308059,0.02500957,0.58917869,0.00843159,1.79807575
-4.85342671,3.85211992,2.01318665,1.25279353,0.02579110,0.59617217,0.00862566,1.82854219
-4.84742371,3.88792314,2.05332374,1.25742645,0.02642514,0.60154362,0.00878756,1.85185044
-4.84142071,3.90738894,2.08488338,1.25668507,0.02689707,0.60503005,0.00891217,1.86724355
-4.83541771,3.90943627,2.10689311,1.25037273,0.02719568,0.60638982,0.00899508,1.87410150
-4.82941471,3.89331392,2.11855480,1.23840200,0.02731354,0.60541297,0.00903278,1.87196688
-4.82341171,3.85863910,2.11927585,1.22080315,0.02724720,0.60193066,0.00902277,1.86056563
-4.81740870,3.80542459,2.10869376,1.19772897,0.02699720,0.59582323,0.00896364,1.83982208
-4.81140570,3.73409292,2.08669304,1.16945581,0.02656813,0.58702661,0.00885517,1.80986742
-4.80540270,3.64547721,2.05341355,1.13638070,0.02596831,0.57553655,0.00869833,1.77104139
-4.79939970,3.54080834,2.00925012,1.09901481,0.02520958,0.56141068,0.00849523,1.72388693
-4.79339670,3.42168919,1.95484316,1.05797328,0.02430681,0.54476818,0.00824908,1.66913818
-4.78739370,3.29005666,1.89106110,1.01396203,0.02327743,0.52578712,0.00796410,1.60770222
-4.78139070,3.14813343,1.81897510,0.96776186,0.02214085,0.50469957,0.00764536,1.54063534
-4.77538769,2.99837093,1.73982737,0.92021043,0.02091783,0.48178481,0.00729862,1.46911490
-4.76938469,2.84338595,1.65499451,0.87218275,0.01962983,0.45736095,0.00693020,1.39440770
-4.76338169,2.68589315,1.56594724,0.82457075,0.01829844,0.43177522,0.00654673,1.31783621
-4.75737869,2.52863568,1.47420832,0.77826247,0.01694476,0.40539364,0.00615501,1.24074385
-4.75137569,2.37431636,1.38131017,0.73412148,0.01558887,0.37859031,0.00576180,1.16446040
-4.74537269,2.22553133,1.28875382,0.69296701,0.01424939,0.35173679,0.00537363,1.09026882
-4.73936968,2.08470819,1.19797054,0.65555520,0.01294311,0.32519216,0.00499665,1.01937421
-4.73336668,1.95405003,1.11028734,0.62256186,0.01168467,0.29929389,0.00463650,0.95287600
-4.72736368,1.83548676,1.02689727,0.59456703,0.01048642,0.27435001,0.00429813,0.89174380
-4.72136068,1.73063457,0.94883523,0.57204172,0.00935829,0.25063269,0.00398578,0.83679752
-4.71535768,1.64076419,0.87695974,0.55533685,0.00830782,0.22837339,0.00370284,0.78869197
-4.70935468,1.56677838,0.81194070,0.54467474,0.00734018,0.20775970,0.00345185,0.74790622
-4.70335168,1.50919876,0.75425321,0.54014329,0.00645834,0.18893376,0.00323445,0.71473766
-4.69734867,1.46816189,0.70417717,0.54169294,0.00566324,0.17199222,0.00305139,0.68930065
-4.69134567,1.44342446,0.66180211,0.54913658,0.00495402,0.15698758,0.00290256,0.67152969
-4.68534267,1.43437731,0.62703689,0.56215255,0.00432827,0.14393083,0.00278704,0.66118677
-4.67933967,1.44006757,0.59962347,0.58029070,0.00378229,0.13279496,0.00270315,0.65787254
-4.67333667,1.45922876,0.57915419,0.60298168,0.00331136,0.12351931,0.00264856,0.66104119
-4.66733367,1.49031772,0.56509180,0.62954924,0.00291001,0.11601449,0.00262032,0.67001821
-4.66133067,1.53155788,0.55679150,0.65922559,0.00257223,0.11016751,0.00261502,0.68402103
-4.65532766,1.58098775,0.55352441,0.69116943,0.00229173,0.10584707,0.00262890,0.70218166
-4.64932466,1.63651356,0.55450167,0.72448639,0.00206210,0.10290877,0.00265789,0.72357100
-4.64332166,1.69596464,0.55889853,0.75825137,0.00187700,0.10120003,0.00269783,0.74722410
-4.63731866,1.75715029,0.56587792,0.79153226,0.00173029,0.10056459,0.00274451,0.77216575
-4.63131566,1.81791638,0.57461285,0.82341411,0.00161615,0.10084656,0.00279379,0.79743566
-4.62531266,1.87620011,0.58430709,0.85302336,0.00152915,0.10189383,0.00284174,0.82211259
-4.61930965,1.93008123,0.59421367,0.87955086,0.00146432,0.10356089,0.00288470,0.84533664
-4.61330665,1.97782802,0.60365084,0.90227313,0.00141717,0.10571099,0.00291941,0.86632905
-4.60730365,2.01793651,0.61201513,0.92057100,0.00138374,0.10821759,0.00294302,0.88440892
-4.60130065,2.04916175,0.61879111,0.93394471,0.00136056,0.11096533,0.00295320,0.89900629
-4.59529765,2.07053987,0.62355805,0.94202521,0.00134467,0.11385026,0.00294817,0.90967124
-4.58929465,2.08140057,0.62599305,0.94458083,0.00133356,0.11677975,0.00292669,0.91607871
-4.58329165,2.08136955,0.62587100,0.94151946,0.00132520,0.11967187,0.00288811,0.91802920
-4.57728864,2.07036124,0.62306151,0.93288595,0.00131793,0.12245457,0.00283233,0.91544514
-4.57128564,2.04856237,0.61752305,0.91885507,0.00131044,0.12506458,0.00275977,0.90836363
-4.56528264,2.01640758,0.60929476,0.89972042,0.00130178,0.12744630,0.00267133,0.89692576
-4.55927964,1.97454824,0.59848653,0.87587990,0.00129124,0.12955064,0.00256835,0.88136332
-4.55327664,1.92381646,0.58526767,0.84781846,0.00127834,0.13133404,0.00245249,0.86198348
-4.54727364,1.86518578,0.56985496,0.81608904,0.00126280,0.13275764,0.00232573,0.83915239
-4.54127064,1.79973077,0.55250055,0.78129258,0.00124451,0.13378667,0.00219020,0.81327834
-4.53526763,1.72858712,0.53348019,0.74405802,0.00122347,0.13439021,0.00204820,0.78479545
-4.52926463,1.65291406,0.51308240,0.70502311,0.00119978,0.13454117,0.00190203,0.75414831
-4.52326163,1.57386043,0.49159881,0.66481687,0.00117362,0.13421654,0.00175399,0.72177840
-4.51725863,1.49253563,0.46931602,0.62404416,0.00114525,0.13339797,0.00160628,0.68811260
-4.51125563,1.40998602,0.44650913,0.58327293,0.00111497,0.13207239,0.00146096,0.65355400
-4.50525263,1.32717730,0.42343694,0.54302437,0.00108311,0.13023287,0.00131990,0.61847529
-4.49924962,1.24498273,0.40033887,0.50376600,0.00105007,0.12787940,0.00118479,0.58321450
-4.49324662,1.16417692,0.37743331,0.46590761,0.00101626,0.12501966,0.00105708,0.54807303
-4.48724362,1.08543458,0.35491725,0.42979989,0.00098214,0.12166957,0.00093800,0.51331561
-4.48124062,1.00933328,0.33296689,0.39573528,0.00094819,0.11785372,0.00082861,0.47917194
-4.47523762,0.93635943,0.31173901,0.36395071,0.00091495,0.11360537,0.00072975,0.44583935
-4.46923462,0.86691641,0.29137258,0.33463159,0.00088295,0.10896627,0.00064215,0.41348640
-4.46323162,0.80133377,0.27199065,0.30791676,0.00085277,0.10398604,0.00056642,0.38225672
-4.45722861,0.73987687,0.25370195,0.28390377,0.00082499,0.09872127,0.00050312,0.35227290
-4.45122561,0.68275588,0.23660224,0.26265416,0.00080020,0.09323429,0.00045284,0.32364015
-4.44522261,0.63013388,0.22077525,0.24419834,0.00077899,0.08759173,0.00041621,0.29644937
-4.43921961,0.58213352,0.20629297,0.22853994,0.00076191,0.08186284,0.00039398,0.27077972
-4.43321661,0.53884201,0.19321559,0.21565932,0.00074949,0.07611775,0.00038707,0.24670044
-4.42721361,0.50031457,0.18159088,0.20551633,0.00074218,0.07042567,0.00039663,0.22427204
-4.42121061,0.46657639,0.17145325,0.19805221,0.00074039,0.06485314,0.00042406,0.20354688
-4.41520760,0.43762329,0.16282260,0.19319088,0.00074443,0.05946244,0.00047107,0.18456926
-4.40920460,0.41342157,0.15570311,0.19083959,0.00075450,0.05431017,0.00053967,0.16737517
-4.40320160,0.39390721,0.15008213,0.19088924,0.00077070,0.04944602,0.00063221,0.15199174
-4.39719860,0.37898504,0.14592930,0.19321457,0.00079300,0.04491193,0.00075134,0.13843667
-4.39119560,0.36852795,0.14319609,0.19767434,0.00082126,0.04074146,0.00090001,0.12671758
-4.38519260,0.36237667,0.14181583,0.20411172,0.00085520,0.03695950,0.00108141,0.11683154
-4.37918959,0.36034020,0.14170436,0.21235503,0.00089443,0.03358224,0.00129886,0.10876470
-4.37318659,0.36219708,0.14276118,0.22221902,0.00093843,0.03061746,0.00155579,0.10249221
-4.36718359,0.36769763,0.14487139,0.23350655,0.00098660,0.02806505,0.00185558,0.09797828
-4.36118059,0.37656708,0.14790809,0.24601089,0.00103823,0.02591769,0.00220142,0.09517657
-4.35517759,0.38850952,0.15173538,0.25951845,0.00109255,0.02416173,0.00259616,0.09403079
-4.34917459,0.40321271,0.15621174,0.27381203,0.00114873,0.02277820,0.00304217,0.09447553
-4.34317159,0.42035341,0.16119383,0.28867432,0.00120592,0.02174382,0.00354112,0.09643730
-4.33716858,0.43960321,0.16654037,0.30389163,0.00126325,0.02103217,0.00409382,0.09983578
-4.33116558,0.46063467,0.17211618,0.31925774,0.00131987,0.02061476,0.00470006,0.10458529
-4.32516258,0.48312758,0.17779606,0.33457766,0.00137494,0.02046211,0.00535844,0.11059641
-4.31915958,0.50677526,0.18346857,0.34967130,0.00142768,0.02054478,0.00606622,0.11777783
-4.31315658,0.53129070,0.18903937,0.36437687,0.00147735,0.02083436,0.00681926,0.12603831
-4.30715358,0.55641254,0.19443419,0.37855398,0.00152330,0.02130425,0.00761194,0.13528885
