energy_ev,total_up,C_s_up,C_p_up,Hg_p_up,Hg_d_up,S_s_up,S_p_up,V_p_up,V_d_up
-5.88594297,1.08919481,0.00648875,0.08094072,0.22150715,0.29134466,0.00302607,0.41840398,0.40868332,0.11364083
-5.87993997,1.11428497,0.00649493,0.08292611,0.22804701,0.29519624,0.00305388,0.43160632,0.41926103,0.11840384
-5.87393697,1.13799807,0.00646493,0.08479848,0.23457696,0.29814613,0.00309944,0.44489430,0.42901906,0.12372590
-5.86793397,1.16038985,0.00639721,0.08656125,0.24111712,0.30016937,0.00316047,0.45834790,0.43802719,0.12963286
-5.86193097,1.18165931,0.00629142,0.08822707,0.24771011,0.30128533,0.00323543,0.47209495,0.44640509,0.13616355
-5.85592796,1.20212783,0.00614835,0.08981633,0.25441614,0.30155392,0.00332339,0.48630097,0.45431495,0.14336545
-5.84992496,1.22221213,0.00596987,0.09135519,0.26130703,0.30107022,0.00342391,0.50115661,0.46195178,0.15128973
-5.84392196,1.24239236,0.00575881,0.09287340,0.26845927,0.29995775,0.00353692,0.51686321,0.46953178,0.15998579
-5.83791896,1.26317693,0.00551886,0.09440175,0.27594651,0.29836069,0.00366251,0.53361725,0.47727948,0.16949560
-5.83191596,1.28506574,0.00525439,0.09596950,0.28383202,0.29643554,0.00380088,0.55159432,0.48541406,0.17984808
-5.82591296,1.30851378,0.00497029,0.09760189,0.29216131,0.29434249,0.00395215,0.57093359,0.49413577,0.19105377
-5.81990995,1.33389706,0.00467184,0.09931779,0.30095553,0.29223708,0.00411629,0.59172361,0.50361307,0.20310017
-5.81390695,1.36148261,0.00436451,0.10112769,0.31020599,0.29026242,0.00429298,0.61399018,0.51397129,0.21594804
-5.80790395,1.39140446,0.00405381,0.10303213,0.31987014,0.28854250,0.00448161,0.63768722,0.52528333,0.22952881
-5.80190095,1.42364678,0.00374515,0.10502074,0.32986924,0.28717673,0.00468116,0.66269108,0.53756311,0.24374342
-5.79589795,1.45803541,0.00344372,0.10707175,0.34008812,0.28623608,0.00489029,0.68879887,0.55076206,0.25846273
-5.78989495,1.49423821,0.00315438,0.10915228,0.35037681,0.28576099,0.00510725,0.71573104,0.56476894,0.27352947
-5.78389195,1.53177442,0.00288157,0.11121924,0.36055434,0.28576093,0.00533004,0.74313825,0.57941309,0.28876196
-5.77788894,1.57003259,0.00262928,0.11322075,0.37041428,0.28621578,0.00555637,0.77061220,0.59447092,0.30395919
-5.77188594,1.60829623,0.00240098,0.11509823,0.37973198,0.28707872,0.00578384,0.79770020,0.60967529,0.31890739
-5.76588294,1.64577574,0.00219961,0.11678877,0.38827308,0.28828049,0.00601000,0.82392255,0.62472746,0.33338760
-5.75987994,1.68164501,0.00202760,0.11822795,0.39580282,0.28973466,0.00623247,0.84879217,0.63931070,0.34718407
-5.75387694,1.71508071,0.00188685,0.11935264,0.40209580,0.29134369,0.00644906,0.87183524,0.65310511,0.36009296
-5.74787394,1.74530202,0.00177877,0.12010396,0.40694551,0.29300516,0.00665785,0.89261200,0.66580257,0.37193108
-5.74187094,1.77160881,0.00170433,0.12042997,0.41017330,0.29461812,0.00685730,0.91073653,0.67712125,0.38254413
-5.73586793,1.79341613,0.00166402,0.12028810,0.41163625,0.29608885,0.00704629,0.92589450,0.68681865,0.39181409
-5.72986493,1.81028329,0.00165797,0.11964719,0.41123346,0.29733596,0.00722418,0.93785808,0.69470266,0.39966535
-5.72386193,1.82193589,0.00168590,0.11848892,0.40891066,0.29829453,0.00739082,0.94649712,0.70064003,0.40606937
-5.71785893,1.82827995,0.00174717,0.11680876,0.40466263,0.29891893,0.00754652,0.95178611,0.70456173,0.41104754
-5.71185593,1.82940752,0.00184083,0.11461619,0.39853364,0.29918445,0.00769199,0.95380673,0.70646508,0.41467217
-5.70585293,1.82559357,0.00196558,0.11193438,0.39061565,0.29908757,0.00782829,0.95274574,0.70641263,0.41706556
-5.69984992,1.81728475,0.00211980,0.10879924,0.38104466,0.29864497,0.00795671,0.94888864,0.70452789,0.41839723
-5.69384692,1.80508083,0.00230159,0.10525799,0.36999526,0.29789143,0.00807869,0.94260930,0.70098824,0.41887949
-5.68784392,1.78970999,0.00250873,0.10136725,0.35767376,0.29687683,0.00819566,0.93435633,0.69601558,0.41876145
-5.68184092,1.77199957,0.00273872,0.09719089,0.34431032,0.29566244,0.00830895,0.92463691,0.68986529,0.41832199
-5.67583792,1.75284381,0.00298881,0.09279762,0.33015051,0.29431683,0.00841967,0.91399892,0.68281416,0.41786177
-5.66983492,1.73317047,0.00325596,0.08825856,0.31544661,0.29291164,0.00852863,0.90301225,0.67514793,0.41769471
-5.66383192,1.71390777,0.00353695,0.08364481,0.30044923,0.29151751,0.00863625,0.89225016,0.66714928,0.41813938
-5.65782891,1.69595327,0.00382834,0.07902528,0.28539954,0.29020034,0.00874251,0.88227139,0.65908667,0.41951033
-5.65182591,1.68014579,0.00412655,0.07446464,0.27052238,0.28901811,0.00884696,0.87360380,0.65120466,0.42210982
-5.64582291,1.66724137,0.00442791,0.07002169,0.25602056,0.28801844,0.00894873,0.86672992,0.64371604,0.42622006
-5.63981991,1.65789367,0.00472868,0.06574809,0.24207056,0.28723678,0.00904653,0.86207473,0.63679609,0.43209606
-5.63381691,1.65263927,0.00502514,0.06168743,0.22881953,0.28669550,0.00913875,0.85999599,0.63057885,0.43995920
-5.62781391,1.65188745,0.00531363,0.05787472,0.21638379,0.28640363,0.00922354,0.86077691,0.62515561,0.44999157
-5.62181091,1.65591451,0.00559060,0.05433629,0.20484856,0.28635722,0.00929887,0.86462120,0.62057525,0.46233093
-5.61580790,1.66486170,0.00585267,0.05108994,0.19426896,0.28654029,0.00936270,0.87165024,0.61684634,0.47706657
-5.60980490,1.67873649,0.00609670,0.04814546,0.18467200,0.28692608,0.00941298,0.88190216,0.61394045,0.49423566
-5.60380190,1.69741628,0.00631979,0.04550530,0.17605936,0.28747855,0.00944785,0.89533244,0.61179660,0.51382040
-5.59779890,1.72065410,0.00651933,0.04316545,0.16841075,0.28815397,0.00946561,0.91181595,0.61032622,0.53574593
-5.59179590,1.74808574,0.00669303,0.04111644,0.16168765,0.28890251,0.00946485,0.93115009,0.60941850,0.55987890
-5.58579290,1.77923810,0.00683897,0.03934429,0.15583726,0.28966967,0.00944449,0.95305902,0.60894574,0.58602708
-5.57978989,1.81353843,0.00695553,0.03783161,0.15079639,0.29039763,0.00940375,0.97719885,0.60876854,0.61393991
-5.57378689,1.85032465,0.00704149,0.03655855,0.14649522,0.29102631,0.00934218,1.00316383,0.60874071,0.64331037
-5.56778389,1.88885677,0.00709598,0.03550372,0.14286082,0.29149442,0.00925965,1.03049369,0.60871373,0.67377811
-5.56178089,1.92832977,0.00711847,0.03464506,0.13982034,0.29174030,0.00915632,1.05868208,0.60854088,0.70493428
-5.55577789,1.96788800,0.00710879,0.03396057,0.13730382,0.29170272,0.00903257,1.08718636,0.60808104,0.73632789
-5.54977489,2.00664159,0.00706712,0.03342895,0.13524656,0.29132180,0.00888900,1.11543871,0.60720212,0.76747394
-5.54377189,2.04368479,0.00699397,0.03303021,0.13359113,0.29053992,0.00872636,1.14285854,0.60578432,0.79786329
-5.53776888,2.07811629,0.00689019,0.03274606,0.13228899,0.28930288,0.00854552,1.16886615,0.60372324,0.82697400
-5.53176588,2.10906134,0.00675696,0.03256038,0.13130168,0.28756114,0.00834744,1.19289740,0.60093284,0.85428409
-5.52576288,2.13569511,0.00659574,0.03245944,0.13060166,0.28527137,0.00813319,1.21441894,0.59734823,0.87928520
-5.51975988,2.15726680,0.00640833,0.03243217,0.13017287,0.28239805,0.00790388,1.23294380,0.59292840,0.90149693
-5.51375688,2.17312354,0.00619681,0.03247034,0.13001081,0.27891526,0.00766072,1.24804647,0.58765852,0.92048106
-5.50775388,2.18273317,0.00596352,0.03256856,0.13012242,0.27480845,0.00740499,1.25937717,0.58155203,0.93585541
-5.50175088,2.18570477,0.00571106,0.03272437,0.13052558,0.27007609,0.00713812,1.26667446,0.57465215,0.94730646
-5.49574787,2.18180603,0.00544223,0.03293813,0.13124825,0.26473124,0.00686165,1.26977562,0.56703276,0.95460031
-5.48974487,2.17097630,0.00516004,0.03321287,0.13232736,0.25880260,0.00657728,1.26862439,0.55879853,0.95759142
-5.48374187,2.15333463,0.00486763,0.03355407,0.13380734,0.25233535,0.00628690,1.26327535,0.55008413,0.95622868
-5.47773887,2.12918204,0.00456824,0.03396936,0.13573842,0.24539131,0.00599258,1.25389488,0.54105261,0.95055844
-5.47173587,2.09899783,0.00426514,0.03446815,0.13817465,0.23804857,0.00569660,1.24075836,0.53189278,0.94072434
-5.46573287,2.06342974,0.00396163,0.03506116,0.14117173,0.23040051,0.00540139,1.22424378,0.52281567,0.92696391
-5.45972986,2.02327832,0.00366094,0.03575997,0.14478472,0.22255425,0.00510955,1.20482180,0.51405032,0.90960198
-5.45372686,1.97947601,0.00336617,0.03657649,0.14906570,0.21462842,0.00482381,1.18304285,0.50583878,0.88904116
-5.44772386,1.93306171,0.00308030,0.03752239,0.15406140,0.20675057,0.00454698,1.15952155,0.49843077,0.86574985
-5.44172086,1.88515208,0.00280611,0.03860859,0.15981101,0.19905411,0.00428189,1.13491934,0.49207806,0.84024823
-5.43571786,1.83691044,0.00254612,0.03984478,0.16634417,0.19167503,0.00403132,1.10992577,0.48702880,0.81309272
-5.42971486,1.78951482,0.00230262,0.04123891,0.17367921,0.18474848,0.00379800,1.08523939,0.48352211,0.78485971
-5.42371186,1.74412622,0.00207763,0.04279683,0.18182179,0.17840538,0.00358446,1.06154891,0.48178296,0.75612911
-5.41770885,1.70185833,0.00187288,0.04452198,0.19076396,0.17276919,0.00339306,1.03951522,0.48201762,0.72746830
-5.41170585,1.66374971,0.00168983,0.04641515,0.20048368,0.16795296,0.00322587,1.01975498,0.48440980,0.69941714
-5.40570285,1.63073928,0.00152965,0.04847437,0.21094477,0.16405670,0.00308469,1.00282616,0.48911733,0.67247453
-5.39969985,1.60364571,0.00139331,0.05069487,0.22209738,0.16116528,0.00297097,0.98921586,0.49626957,0.64708680
-5.39369685,1.58315107,0.00128150,0.05306912,0.23387888,0.15934675,0.00288581,0.97933062,0.50596546,0.62363837
-5.38769385,1.56978883,0.00119475,0.05558699,0.24621504,0.15865115,0.00282996,0.97348928,0.51827195,0.60244479
-5.38169085,1.56393623,0.00113343,0.05823588,0.25902164,0.15910988,0.00280378,0.97191825,0.53322289,0.58374815
-5.37568784,1.56581043,0.00109776,0.06100096,0.27220615,0.16073535,0.00280731,0.97474908,0.55081810,0.56771492
-5.36968484,1.57546840,0.00108789,0.06386540,0.28566952,0.16352119,0.00284023,0.98201805,0.57102251,0.55443598
-5.36368184,1.59280971,0.00110393,0.06681060,0.29930805,0.16744263,0.00290194,0.99366743,0.59376525,0.54392871
-5.35767884,1.61758178,0.00114595,0.06981638,0.31301499,0.17245719,0.00299153,1.00954826,0.61893873,0.53614081
-5.35167584,1.64938718,0.00121409,0.07286112,0.32668214,0.17850555,0.00310785,1.02942419,0.64639751,0.53095554
-5.34567284,1.68769233,0.00130855,0.07592195,0.34020104,0.18551248,0.00324959,1.05297623,0.67595715,0.52819816
-5.33966983,1.73183743,0.00142966,0.07897477,0.35346399,0.19338792,0.00341523,1.07980826,0.70739314,0.52764314
-5.33366683,1.78104736,0.00157790,0.08199430,0.36636474,0.20202815,0.00360317,1.10945323,0.74044004,0.52902192
-5.32766383,1.83444340,0.00175399,0.08495417,0.37879902,0.21131693,0.00381176,1.14137987,0.77479111,0.53203103
-5.32166083,1.89105603,0.00195890,0.08782684,0.39066474,0.22112688,0.00403933,1.17500024,0.81009873,0.53634024
-5.31565783,1.94983878,0.00219393,0.09058374,0.40186229,0.23132087,0.00428427,1.20967800,0.84597583,0.54160066
-5.30965483,2.00968341,0.00246074,0.09319532,0.41229466,0.24175372,0.00454509,1.24473762,0.88199865,0.54745272
-5.30365183,2.06943673,0.00276139,0.09563122,0.42186775,0.25227400,0.00482047,1.27947469,0.91771107,0.55353379
-5.29764882,2.12791908,0.00309839,0.09786054,0.43049092,0.26272623,0.00510931,1.31316746,0.95263070,0.55948556
-5.29164582,2.18394476,0.00347468,0.09985225,0.43807769,0.27295327,0.00541081,1.34508952,0.98625668,0.56496107
-5.28564282,2.23634420,0.00389366,0.10157566,0.44454688,0.28279909,0.00572449,1.37452374,1.01807933,0.56963131
-5.27963982,2.28398769,0.00435916,0.10300105,0.44982406,0.29211174,0.00605023,1.40077718,1.04759136,0.57319153
-5.27363682,2.32581023,0.00487534,0.10410041,0.45384327,0.30074658,0.00638830,1.42319678,1.07430033,0.57536699
-5.26763382,2.36083687,0.00544665,0.10484827,0.45654907,0.30856956,0.00673933,1.44118533,1.09774201,0.57591834
-5.26163082,2.38820770,0.00607763,0.10522253,0.45789871,0.31546057,0.00710433,1.45421734,1.11749398,0.57464637
-5.25562781,2.40720150,0.00677277,0.10520539,0.45786423,0.32131659,0.00748458,1.46185406,1.13318903,0.57139611
-5.24962481,2.41725702,0.00753628,0.10478410,0.45643451,0.32605451,0.00788160,1.46375712,1.14452751,0.56606024
-5.24362181,2.41799080,0.00837182,0.10395180,0.45361693,0.32961352,0.00829701,1.45970002,1.15128807,0.55858151
-5.23761881,2.40921053,0.00928221,0.10270804,0.44943855,0.33195686,0.00873240,1.44957695,1.15333623,0.54895426
-5.23161581,2.39092298,0.01026911,0.10105921,0.44394662,0.33307281,0.00918916,1.43340830,1.15063006,0.53722481
-5.22561281,2.36333601,0.01133271,0.09901876,0.43720836,0.33297489,0.00966832,1.41134245,1.14322277,0.52349067
-5.21960980,2.32685406,0.01247137,0.09660712,0.42930993,0.33170106,0.01017037,1.38365367,1.13126191,0.50789849
-5.21360680,2.28206729,0.01368139,0.09385135,0.42035452,0.32931217,0.01069503,1.35073591,1.11498506,0.49064083
-5.20760380,2.22973439,0.01495669,0.09078465,0.41045969,0.32588944,0.01124113,1.31309274,1.09471225,0.47195174
-5.20160080,2.17075992,0.01628868,0.08744545,0.39975407,0.32153131,0.01180647,1.27132376,1.07083541,0.45210112
-5.19559780,2.10616693,0.01766612,0.08387652,0.38837347,0.31634964,0.01238767,1.22610786,1.04380531,0.43138828
-5.18959480,2.03706618,0.01907512,0.08012372,0.37645673,0.31046558,0.01298016,1.17818429,1.01411673,0.41013460
-5.18359180,1.96462320,0.02049923,0.07623479,0.36414146,0.30400518,0.01357818,1.12833206,0.98229249,0.38867567
-5.17758879,1.89002479,0.02191970,0.07225803,0.35155997,0.29709509,0.01417486,1.07734868,0.94886719,0.36735314
-5.17158579,1.81444637,0.02331579,0.06824106,0.33883554,0.28985855,0.01476236,1.02602922,0.91437148,0.34650649
-5.16558279,1.73902161,0.02466525,0.06422957,0.32607929,0.28241171,0.01533210,0.97514631,0.87931751,0.32646506
-5.15957979,1.66481549,0.02594486,0.06026634,0.31338789,0.27486073,0.01587504,0.92543214,0.84418626,0.30754052
-5.15357679,1.59280197,0.02713108,0.05639026,0.30084198,0.26729944,0.01638205,0.87756281,0.80941721,0.29002006
-5.14757379,1.52384673,0.02820079,0.05263576,0.28850573,0.25980799,0.01684428,0.83214581,0.77540072,0.27416055
-5.14157079,1.45869555,0.02913202,0.04903225,0.27642714,0.25245215,0.01725356,0.78971077,0.74247330,0.26018362
-5.13556778,1.39796829,0.02990465,0.04560398,0.26463934,0.24528354,0.01760287,0.75070355,0.71091566,0.24827211
-5.12956478,1.34215827,0.03050117,0.04236999,0.25316249,0.23834047,0.01788671,0.71548386,0.68095344,0.23856760
-5.12356178,1.29163643,0.03090732,0.03934431,0.24200637,0.23164944,0.01810151,0.68432592,0.65276037,0.23116926
-5.11755878,1.24665968,0.03111258,0.03653631,0.23117325,0.22522701,0.01824589,0.65742190,0.62646312,0.22613397
-5.11155578,1.20738231,0.03111061,0.03395121,0.22066095,0.21908203,0.01832096,0.63488774,0.60214779,0.22347746
-5.10555278,1.17386967,0.03089952,0.03159062,0.21046584,0.21321791,0.01833042,0.61677068,0.57986701,0.22317661
-5.09954977,1.14611292,0.03048197,0.02945317,0.20058556,0.20763486,0.01828060,0.60305793,0.55964746,0.22517255
-5.09354677,1.12404391,0.02986510,0.02753515,0.19102136,0.20233193,0.01818039,0.59368593,0.54149712,0.22937445
-5.08754377,1.10754937,0.02906030,0.02583108,0.18177982,0.19730875,0.01804102,0.58854961,0.52541185,0.23566388
-5.08154077,1.09648350,0.02808282,0.02433427,0.17287401,0.19256686,0.01787578,0.58751117,0.51138094,0.24389946
-5.07553777,1.09067847,0.02695131,0.02303723,0.16432392,0.18811058,0.01769956,0.59040786,0.49939139,0.25392153
-5.06953477,1.08995241,0.02568714,0.02193204,0.15615621,0.18394747,0.01752838,0.59705858,0.48943082,0.26555689
-5.06353177,1.09411468,0.02431376,0.02101064,0.14840343,0.18008827,0.01737881,0.60726897,0.48148884,0.27862310
-5.05752876,1.10296843,0.02285594,0.02026490,0.14110268,0.17654653,0.01726731,0.62083491,0.47555716,0.29293246
-5.05152576,1.11631065,0.02133906,0.01968675,0.13429389,0.17333781,0.01720964,0.63754449,0.47162847,0.30829539
-5.04552276,1.13393002,0.01978836,0.01926813,0.12801787,0.17047875,0.01722015,0.65717850,0.46969441,0.32452317
-5.03951976,1.15560314,0.01822829,0.01900091,0.12231428,0.16798594,0.01731125,0.67950978,0.46974282,0.34143006
-5.03351676,1.18108968,0.01668197,0.01887683,0.11721963,0.16587474,0.01749282,0.70430158,0.47175475,0.35883462
-5.02751376,1.21012717,0.01517068,0.01888733,0.11276555,0.16415825,0.01777174,0.73130549,0.47570153,0.37656061
-5.02151076,1.24242609,0.01371348,0.01902349,0.10897733,0.16284632,0.01815159,0.76025924,0.48154214,0.39443718
-5.01550775,1.27766618,0.01232704,0.01927595,0.10587289,0.16194491,0.01863235,0.79088486,0.48922135,0.41229886
-5.00950475,1.31549428,0.01102543,0.01963489,0.10346230,0.16145570,0.01921038,0.82288771,0.49866875,0.42998529
-5.00350175,1.35552471,0.00982022,0.02009008,0.10174770,0.16137609,0.01987847,0.85595661,0.50979903,0.44734094
-4.99749875,1.39734226,0.00872047,0.02063101,0.10072392,0.16169949,0.02062599,0.88976569,0.52251339,0.46421510
-4.99149575,1.44050828,0.00773303,0.02124707,0.10037938,0.16241618,0.02143933,0.92397783,0.53670239,0.48046219
-4.98549275,1.48456992,0.00686273,0.02192784,0.10069763,0.16351427,0.02230230,0.95825015,0.55224994,0.49594262
-4.97948974,1.52907225,0.00611270,0.02266339,0.10165901,0.16498122,0.02319679,0.99224125,0.56903842,0.51052435
-4.97348674,1.57357293,0.00548476,0.02344465,0.10324271,0.16680540,0.02410344,1.02562020,0.58695455,0.52408497
-4.96748374,1.61765887,0.00497971,0.02426382,0.10542881,0.16897791,0.02500242,1.05807674,0.60589573,0.53651461
-4.96148074,1.66096386,0.00459771,0.02511475,0.10820027,0.17149440,0.02587419,1.08933236,0.62577645,0.54771922
-4.95547774,1.70318618,0.00433856,0.02599331,0.11154480,0.17435675,0.02670037,1.11915149,0.64653414,0.55762430
-4.94947474,1.74410516,0.00420199,0.02689771,0.11545629,0.17757456,0.02746446,1.14735217,0.66813418,0.56617871
-4.94347174,1.78359525,0.00418784,0.02782873,0.11993585,0.18116628,0.02815256,1.17381532,0.69057340,0.57335827
-4.93746873,1.82163656,0.00429625,0.02878985,0.12499227,0.18515983,0.02875401,1.19849199,0.71388169,0.57916893
-4.93146573,1.85832062,0.00452768,0.02978727,0.13064186,0.18959259,0.02926189,1.22140761,0.73812134,0.58364898
-4.92546273,1.89385065,0.00488296,0.03082976,0.13690753,0.19451077,0.02967330,1.24266295,0.76338386,0.58687024
-4.91945973,1.92853547,0.00536320,0.03192843,0.14381727,0.19996793,0.02998963,1.26243117,0.78978413,0.58893781
-4.91345673,1.96277701,0.00596966,0.03309626,0.15140193,0.20602288,0.03021649,1.28095068,0.81745197,0.58998816
-4.90745373,1.99705127,0.00670358,0.03434761,0.15969242,0.21273676,0.03036359,1.29851410,0.84652133,0.59018570
-4.90145073,2.03188352,0.00756593,0.03569750,0.16871649,0.22016951,0.03044433,1.31545339,0.87711749,0.58971755
-4.89544772,2.06781847,0.00855716,0.03716085,0.17849511,0.22837585,0.03047536,1.33212180,0.90934297,0.58878686
-4.88944472,2.10538682,0.00967687,0.03875170,0.18903882,0.23740091,0.03047585,1.34887348,0.94326267,0.58760487
-4.88344172,2.14506987,0.01092354,0.04048226,0.20034409,0.24727574,0.03046680,1.36604173,0.97888925,0.58638198
-4.87743872,2.18726400,0.01229419,0.04236217,0.21238993,0.25801290,0.03047013,1.38391712,1.01616964,0.58531836
-4.87143572,2.23224704,0.01378419,0.04439761,0.22513504,0.26960248,0.03050780,1.40272658,1.05497344,0.58459461
-4.86543272,2.28014860,0.01538690,0.04659065,0.23851558,0.28200866,0.03060094,1.42261490,1.09508425,0.58436281
-4.85942971,2.33092612,0.01709357,0.04893865,0.25244378,0.29516711,0.03076894,1.44362968,1.13619454,0.58473878
-4.85342671,2.38434838,0.01889319,0.05143386,0.26680756,0.30898351,0.03102865,1.46571074,1.17790470,0.58579566
-4.84742371,2.43998758,0.02077239,0.05406318,0.28147104,0.32333321,0.03139369,1.48868480,1.21972658,0.58755957
-4.84142071,2.49722100,0.02271548,0.05680812,0.29627635,0.33806217,0.03187390,1.51226592,1.26109175,0.59000739
-4.83541771,2.55524236,0.02470455,0.05964500,0.31104625,0.35298933,0.03247489,1.53606182,1.30136419,0.59306693
-4.82941471,2.61308258,0.02671964,0.06254534,0.32558785,0.36791018,0.03319781,1.55958588,1.33985705,0.59661954
-4.82341171,2.66963936,0.02873899,0.06547642,0.33969713,0.38260160,0.03403931,1.58227441,1.37585291,0.60050509
-4.81740870,2.72371402,0.03073939,0.06840203,0.35316411,0.39682769,0.03499160,1.60350825,1.40862648,0.60452897
-4.81140570,2.77405402,0.03269656,0.07128342,0.36577847,0.41034642,0.03604279,1.62263767,1.43746896,0.60847084
-4.80540270,2.81939905,0.03458565,0.07408023,0.37733536,0.42291676,0.03717730,1.63900928,1.46171265,0.61209474
-4.79939970,2.85852852,0.03638169,0.07675164,0.38764123,0.43430606,0.03837641,1.65199363,1.48075485,0.61515977
-4.79339670,2.89030799,0.03806016,0.07925741,0.39651937,0.44429729,0.03961895,1.66101203,1.49407986,0.61743115
-4.78739370,2.91373249,0.03959753,0.08155901,0.40381494,0.45269584,0.04088202,1.66556128,1.50127798,0.61869076
-4.78139070,2.92796456,0.04097177,0.08362061,0.40939934,0.45933566,0.04214177,1.66523514,1.50206081,0.61874681
-4.77538769,2.93236542,0.04216294,0.08541006,0.41317372,0.46408428,0.04337414,1.65974145,1.49627208,0.61744216
-4.76938469,2.92651793,0.04315359,0.08689964,0.41507155,0.46684681,0.04455563,1.64891438,1.48389361,0.61466082
-4.76338169,2.91024049,0.04392926,0.08806675,0.41506013,0.46756839,0.04566394,1.63272114,1.46504641,0.61033252
-4.75737869,2.88359165,0.04447880,0.08889438,0.41314106,0.46623542,0.04667859,1.61126332,1.43998685,0.60443506
-4.75137569,2.84686568,0.04479467,0.08937142,0.40934969,0.46287526,0.04758131,1.58477277,1.40909844,0.59699458
-4.74537269,2.80057957,0.04487317,0.08949279,0.40375365,0.45755456,0.04835648,1.55360276,1.37287965,0.58808373
-4.73936968,2.74545271,0.04471448,0.08925936,0.39645045,0.45037641,0.04899131,1.51821500,1.33192862,0.57781806
-4.73336668,2.68238061,0.04432273,0.08867776,0.38756445,0.44147640,0.04947593,1.47916334,1.28692552,0.56635089
-4.72736368,2.61240413,0.04370589,0.08776003,0.37724325,0.43101786,0.04980339,1.43707538,1.23861346,0.55386709
-4.72136068,2.53667607,0.04287558,0.08652311,0.36565363,0.41918645,0.04996955,1.39263273,1.18777891,0.54057610
-4.71535768,2.45642672,0.04184685,0.08498831,0.35297732,0.40618452,0.04997287,1.34655115,1.13523227,0.52670464
-4.70935468,2.37293000,0.04063777,0.08318063,0.33940667,0.39222530,0.04981413,1.29956142,1.08178952,0.51248952
-4.70335168,2.28747145,0.03926910,0.08112813,0.32514038,0.37752723,0.04949620,1.25239158,1.02825539,0.49817090
-4.69734867,2.20131943,0.03776379,0.07886121,0.31037937,0.36230876,0.04902365,1.20575135,0.97540847,0.48398619
-4.69134567,2.11570000,0.03614650,0.07641193,0.29532306,0.34678351,0.04840254,1.16031894,0.92398859,0.47016491
-4.68534267,2.03177625,0.03444308,0.07381340,0.28016585,0.33115625,0.04764007,1.11673051,0.87468651,0.45692449
-4.67933967,1.95063198,0.03268003,0.07109914,0.26509411,0.31561945,0.04674442,1.07557219,0.82813583,0.44446721
-4.67333667,1.87325976,0.03088402,0.06830257,0.25028354,0.30035065,0.04572452,1.03737456,0.78490699,0.43297799
-4.66733367,1.80055275,0.02908139,0.06545648,0.23589702,0.28551058,0.04458992,1.00260917,0.74550310,0.42262310
-4.66133067,1.73329989,0.02729763,0.06259265,0.22208278,0.27124191,0.04335073,0.97168666,0.71035722,0.41354959
-4.65532766,1.67218348,0.02555700,0.05974146,0.20897299,0.25766860,0.04201757,0.94495611,0.67983074,0.40588513
-4.64932466,1.61777855,0.02388216,0.05693158,0.19668274,0.24489574,0.04060153,0.92270491,0.65421256,0.39973812
-4.64332166,1.57055322,0.02229379,0.05418966,0.18530919,0.23300976,0.03911417,0.90515898,0.63371880,0.39519797
