energy_ev,total_up,total_down,Co_p_up,Co_p_down,Co_d_up,Co_d_down,N_s_up,N_s_down,N_p_up,N_p_down,Se_s_up,Se_s_down,Se_p_up,Se_p_down
-5.81990995,4.21871347,-4.21884994,2.42038562,-2.41891461,1.27724787,-1.27733871,0.00313520,-0.00314119,1.51730527,-1.51599976,0.03200106,-0.03207235,0.84427199,-0.84570316
-5.81390695,4.20390114,-4.20433670,2.44038150,-2.43917018,1.27447849,-1.27465879,0.00295361,-0.00295971,1.54377142,-1.54264439,0.03015828,-0.03022801,0.80857719,-0.80998400
-5.80790395,4.18350849,-4.18424916,2.45464737,-2.45372263,1.27017940,-1.27044362,0.00277159,-0.00277775,1.56632147,-1.56538680,0.02837212,-0.02844018,0.77382602,-0.77519885
-5.80190095,4.15740970,-4.15846186,2.46276493,-2.46215081,1.26437828,-1.26472181,0.00259070,-0.00259688,1.58461013,-1.58388132,0.02664720,-0.02671350,0.74030548,-0.74163538
-5.79589795,4.12549482,-4.12686419,2.46438959,-2.46410626,1.25709548,-1.25751456,0.00241241,-0.00241855,1.59832306,-1.59781265,0.02498693,-0.02505142,0.70827830,-0.70955695
-5.78989495,4.08769326,-4.08938364,2.45926829,-2.45933108,1.24834969,-1.24884108,0.00223810,-0.00224415,1.60718981,-1.60690875,0.02339377,-0.02345642,0.67798323,-0.67920281
-5.78389195,4.04399870,-4.04601063,2.44725547,-2.44767396,1.23816490,-1.23872555,0.00206902,-0.00207495,1.61099701,-1.61095397,0.02186944,-0.02193021,0.64963579,-0.65078892
-5.77788894,3.99449390,-3.99682328,2.42832640,-2.42910369,1.22657841,-1.22720500,0.00190632,-0.00191208,1.60960123,-1.60980191,0.02041509,-0.02047395,0.62342941,-0.62450905
-5.77188594,3.93937372,-3.94201051,2.40258688,-2.40371902,1.21364902,-1.21433748,0.00175102,-0.00175657,1.60294058,-1.60338704,0.01903151,-0.01908840,0.59953680,-0.60053614
-5.76588294,3.87896468,-3.88189177,2.37027895,-2.37175456,1.19946495,-1.20020998,0.00160401,-0.00160930,1.59104430,-1.59173442,0.01771919,-0.01777406,0.57811133,-0.57902374
-5.75987994,3.81373951,-3.81693187,2.33178178,-2.33358202,1.18415063,-1.18494530,0.00146604,-0.00147104,1.57403965,-1.57496664,0.01647847,-0.01653126,0.55928831,-0.56010731
-5.75387694,3.74432503,-3.74774926,2.28760773,-2.28970644,1.16787180,-1.16870719,0.00133775,-0.00134243,1.55215534,-1.55330754,0.01530961,-0.01536024,0.54318610,-0.54390532
-5.74787394,3.67150263,-3.67511688,2.23839323,-2.24075743,1.15083826,-1.15170327,0.00121967,-0.00122400,1.52572110,-1.52708192,0.01421283,-0.01426121,0.52990673,-0.53051998
-5.74187094,3.59620021,-3.59995467,2.18488477,-2.18747542,1.13330390,-1.13418526,0.00111224,-0.00111619,1.49516308,-1.49671119,0.01318836,-0.01323440,0.51953617,-0.52003748
-5.73586793,3.51947571,-3.52331353,2.12792041,-2.13069340,1.11556373,-1.11644608,0.00101579,-0.00101933,1.46099499,-1.46270476,0.01223646,-0.01228005,0.51214398,-0.51252769
-5.72986493,3.44249222,-3.44635092,2.06840723,-2.07131466,1.09794771,-1.09881396,0.00093062,-0.00093371,1.42380515,-1.42564732,0.01135744,-0.01139845,0.50778242,-0.50804337
-5.72386193,3.36648547,-3.37029884,2.00729585,-2.01028745,1.08081163,-1.08164346,0.00085697,-0.00085959,1.38423990,-1.38618243,0.01055164,-0.01058998,0.50648508,-0.50661874
-5.71785893,3.29272511,-3.29642537,1.94555266,-1.94857733,1.06452536,-1.06530385,0.00079506,-0.00079719,1.34298395,-1.34499309,0.00981949,-0.00985504,0.50826488,-0.50826761
-5.71185593,3.22247117,-3.22599151,1.88413119,-1.88713863,1.04945887,-1.05016531,0.00074514,-0.00074674,1.30073861,-1.30278007,0.00916146,-0.00919412,0.51311182,-0.51298104
-5.70585293,3.15692796,-3.16020513,1.82394356,-1.82688588,1.03596689,-1.03658360,0.00070747,-0.00070851,1.25819880,-1.26023895,0.00857811,-0.00860775,0.52099030,-0.52072476
-5.69984992,3.09719755,-3.10017448,1.76583336,-1.76866662,1.02437286,-1.02488409,0.00068237,-0.00068282,1.21602996,-1.21803713,0.00806999,-0.00809653,0.53183644,-0.53143642
-5.69384692,3.04423516,-3.04686342,1.71055106,-1.71323661,1.01495323,-1.01534603,0.00067022,-0.00067003,1.17484608,-1.17679166,0.00763774,-0.00766107,0.54555530,-0.54502286
-5.68784392,2.99880886,-3.00105087,1.65873296,-1.66123865,1.00792286,-1.00818785,0.00067150,-0.00067063,1.13518979,-1.13704932,0.00728195,-0.00730199,0.56201851,-0.56135765
-5.68184092,2.96146565,-2.96329645,1.61088461,-1.61318566,1.00342256,-1.00355454,0.00068676,-0.00068517,1.09751566,-1.09926965,0.00700318,-0.00701987,0.58106214,-0.58027896
-5.67583792,2.93250586,-2.93391441,1.56736936,-1.56944898,1.00150934,-1.00150782,0.00071664,-0.00071428,1.06217747,-1.06381201,0.00680189,-0.00681517,0.60248533,-0.60158810
-5.66983492,2.91196731,-2.91295715,1.52840251,-1.53025215,1.00215029,-1.00201972,0.00076189,-0.00075870,1.02942009,-1.03092719,0.00667837,-0.00668821,0.62604958,-0.62504883
-5.66383192,2.89962013,-2.90020943,1.49405119,-1.49567047,1.00522026,-1.00497008,0.00082329,-0.00081922,0.99937633,-1.00075403,0.00663262,-0.00663902,0.65147909,-0.65038754
-5.65782891,2.89497266,-2.89519366,1.46423990,-1.46563619,1.01050377,-1.01014818,0.00090170,-0.00089669,0.97206900,-0.97332107,0.00666430,-0.00666726,0.67846209,-0.67729452
-5.65182591,2.89728833,-2.89718607,1.43876141,-1.43994911,1.01770096,-1.01725853,0.00099795,-0.00099195,0.94741778,-0.94855322,0.00677257,-0.00677214,0.70665324,-0.70542637
-5.64582291,2.90561257,-2.90524313,1.41729229,-1.41829187,1.02643755,-1.02593049,0.00111285,-0.00110583,0.92525058,-0.92628292,0.00695596,-0.00695223,0.73567732,-0.73440952
-5.63981991,2.91880861,-2.91823685,1.39941245,-1.40024921,1.03627809,-1.03573149,0.00124715,-0.00123905,0.90531877,-0.90626505,0.00721231,-0.00720539,0.76513391,-0.76384492
-5.63381691,2.93560034,-2.93489729,1.38462746,-1.38533022,1.04674206,-1.04618286,0.00140142,-0.00139221,0.88731518,-0.88819488,0.00753857,-0.00752862,0.79460322,-0.79331376
-5.62781391,2.95462012,-2.95386014,1.37239281,-1.37299243,1.05732179,-1.05677778,0.00157604,-0.00156570,0.87089401,-0.87172790,0.00793075,-0.00791798,0.82365282,-0.82238419
-5.62181091,2.97445925,-2.97371713,1.36213872,-1.36266669,1.06750152,-1.06700022,0.00177113,-0.00175967,0.85569148,-0.85650039,0.00838383,-0.00836848,0.85184510,-0.85061876
-5.61580790,2.99371857,-2.99306671,1.35329449,-1.35378154,1.07677634,-1.07634396,0.00198648,-0.00197392,0.84134604,-0.84214977,0.00889165,-0.00887403,0.87874542,-0.87758247
-5.60980490,3.01105697,-3.01056272,1.34531126,-1.34578610,1.08467034,-1.08433081,0.00222149,-0.00220787,0.82751708,-0.82833337,0.00944697,-0.00942742,0.90393040,-0.90285117
-5.60380190,3.02523544,-3.02495885,1.33768215,-1.33817041,1.09075288,-1.09052704,0.00247513,-0.00246052,0.81390132,-0.81474498,0.01004145,-0.01002034,0.92699639,-0.92602001
-5.59779890,3.03515496,-3.03514690,1.32995902,-1.33048238,1.09465241,-1.09455729,0.00274591,-0.00273040,0.80024577,-0.80112810,0.01066571,-0.01064346,0.94756778,-0.94671171
-5.59179590,3.03988653,-3.04018733,1.32176523,-1.32234086,1.09606700,-1.09611541,0.00303181,-0.00301554,0.78635712,-0.78728547,0.01130947,-0.01128652,0.96530468,-0.96458440
-5.58579290,3.03869255,-3.03933122,1.31280401,-1.31344425,1.09477153,-1.09497178,0.00333035,-0.00331346,0.77210682,-0.77308446,0.01196172,-0.01193854,0.97991008,-0.97933874
-5.57978989,3.03103886,-3.03203282,1.30286228,-1.30357459,1.09062103,-1.09097691,0.00363854,-0.00362120,0.75743212,-0.75845834,0.01261091,-0.01258798,0.99113595,-0.99072412
-5.57378689,3.01659754,-3.01795292,1.29181005,-1.29259724,1.08355045,-1.08406141,0.00395292,-0.00393535,0.74233296,-0.74340342,0.01324524,-0.01322304,0.99878826,-0.99854376
-5.56778389,2.99524094,-2.99695335,1.27959570,-1.28045637,1.07357097,-1.07423247,0.00426967,-0.00425208,0.72686538,-0.72797260,0.01385291,-0.01383192,1.00273072,-1.00265848
-5.56178089,2.96702788,-2.96908357,1.26623764,-1.26716682,1.06076331,-1.06156735,0.00458460,-0.00456724,0.71113182,-0.71226590,0.01442245,-0.01440310,1.00288707,-1.00298913
-5.55577789,2.93218323,-2.93456058,1.25181307,-1.25280296,1.04526862,-1.04620435,0.00489331,-0.00487642,0.69526920,-0.69641860,0.01494301,-0.01492572,0.99924202,-0.99951756
-5.54977489,2.89107243,-2.89374369,1.23644452,-1.23748542,1.02727760,-1.02833204,0.00519127,-0.00517511,0.67943564,-0.68058803,0.01540467,-0.01538981,0.99184063,-0.99228603
-5.54377189,2.84417275,-2.84710581,1.22028519,-1.22136635,1.00701850,-1.00817726,0.00547395,-0.00545876,0.66379655,-0.66493968,0.01579874,-0.01578661,0.98078626,-0.98139531
-5.53776888,2.79204270,-2.79520293,1.20350382,-1.20461431,0.98474487,-0.98599288,0.00573691,-0.00572294,0.64851119,-0.64963364,0.01611798,-0.01610883,0.96623717,-0.96700126
-5.53176588,2.73529165,-2.73864357,1.18626998,-1.18739954,0.96072351,-0.96204568,0.00597598,-0.00596345,0.63372027,-0.63481220,0.01635682,-0.01635083,0.94840187,-0.94931027
-5.52576288,2.67455086,-2.67805971,1.16874064,-1.16988030,0.93522354,-0.93660532,0.00618734,-0.00617644,0.61953549,-0.62058918,0.01651148,-0.01650875,0.92753333,-0.92857346
-5.51975988,2.61044745,-2.61408043,1.15104846,-1.15219116,0.90850670,-0.90993458,0.00636766,-0.00635856,0.60603139,-0.60704165,0.01658008,-0.01658064,0.90392236,-0.90508015
-5.51375688,2.54358219,-2.54730947,1.13329267,-1.13443361,0.88081962,-0.88228147,0.00651414,-0.00650699,0.59323999,-0.59420441,0.01656263,-0.01656642,0.87789024,-0.87915044
-5.50775388,2.47451200,-2.47830737,1.11553261,-1.11666943,0.85238804,-0.85387329,0.00662468,-0.00661957,0.58114840,-0.58206736,0.01646097,-0.01646788,0.84978097,-0.85112748
-5.50175088,2.40373750,-2.40757873,1.09778429,-1.09891714,0.82341316,-0.82491293,0.00669785,-0.00669482,0.56969931,-0.57057590,0.01627865,-0.01628850,0.81995330,-0.82136956
-5.49574787,2.33169581,-2.33556469,1.08002011,-1.08115144,0.79407011,-0.79557713,0.00673293,-0.00673200,0.55879432,-0.55963403,0.01602075,-0.01603332,0.78877292,-0.79024219
-5.48974487,2.25875841,-2.26264047,1.06217136,-1.06330565,0.76450830,-0.76601680,0.00672995,-0.00673110,0.54829966,-0.54910996,0.01569369,-0.01570869,0.75660498,-0.75811066
-5.48374187,2.18523370,-2.18911775,1.04413362,-1.04527692,0.73485348,-0.73635893,0.00668965,-0.00669280,0.53805397,-0.53884379,0.01530492,-0.01532203,0.72380727,-0.72533314
-5.47773887,2.11137369,-2.11525117,1.02577436,-1.02693376,0.70521117,-0.70671002,0.00661341,-0.00661847,0.52787750,-0.52865666,0.01486269,-0.01488158,0.69072428,-0.69225476
-5.47173587,2.03738412,-2.04124824,1.00694251,-1.00812555,0.67567106,-0.67716038,0.00650322,-0.00651004,0.51758220,-0.51836080,0.01437575,-0.01439606,0.65768231,-0.65920263
-5.46573287,1.96343698,-1.96728192,0.98747932,-0.98869331,0.64631204,-0.64778921,0.00636156,-0.00636998,0.50698217,-0.50776993,0.01385307,-0.01387445,0.62498583,-0.62648213
-5.45972986,1.88968492,-1.89350487,0.96723000,-0.96848144,0.61720745,-0.61866982,0.00619134,-0.00620118,0.49590362,-0.49670938,0.01330367,-0.01332577,0.59291515,-0.59437461
-5.45372686,1.81627618,-1.82006456,0.94605549,-0.94734946,0.58843031,-0.58987490,0.00599578,-0.00600683,0.48419425,-0.48502540,0.01273630,-0.01275879,0.56172549,-0.56313630
-5.44772386,1.74336960,-1.74711828,0.92384390,-0.92518352,0.56005800,-0.56148124,0.00577829,-0.00579036,0.47173110,-0.47259322,0.01215939,-0.01218194,0.53164729,-0.53299869
-5.44172086,1.67114858,-1.67484723,0.90052084,-0.90190685,0.53217638,-0.53357395,0.00554243,-0.00555531,0.45842695,-0.45932349,0.01158084,-0.01160315,0.50288788,-0.50417003
-5.43571786,1.59983346,-1.60346908,0.87605838,-0.87748881,0.50488299,-0.50624965,0.00529174,-0.00530521,0.44423473,-0.44516682,0.01100801,-0.01102982,0.47563402,-0.47683796
-5.42971486,1.52969158,-1.53324820,0.85048211,-0.85195211,0.47828925,-0.47961882,0.00502971,-0.00504359,0.42914995,-0.43011637,0.01044768,-0.01046873,0.45005544,-0.45117293
-5.42371186,1.46104462,-1.46450316,0.82387602,-0.82537776,0.45252161,-0.45380695,0.00475970,-0.00477379,0.41321113,-0.41420835,0.00990607,-0.00992614,0.42630876,-0.42733215
-5.41770885,1.39427278,-1.39761114,0.79638493,-0.79790770,0.42772151,-0.42895464,0.00448487,-0.00449901,0.39649822,-0.39752056,0.00938889,-0.00940776,0.40454173,-0.40546382
-5.41170585,1.32981562,-1.33300894,0.76821447,-0.76974484,0.40404441,-0.40521662,0.00420815,-0.00422217,0.37912933,-0.38016924,0.00890143,-0.00891891,0.38489731,-0.38571121
-5.40570285,1.26816954,-1.27119057,0.73962851,-0.74115066,0.38165769,-0.38275972,0.00393220,-0.00394598,0.36125589,-0.36230426,0.00844864,-0.00846454,0.36751731,-0.36821636
-5.39969985,1.20988177,-1.21270147,0.71094420,-0.71244033,0.36073771,-0.36176001,0.00365942,-0.00367284,0.34305662,-0.34410319,0.00803525,-0.00804939,0.35254532,-0.35312297
-5.39369685,1.15554128,-1.15812953,0.68252491,-0.68397571,0.34146616,-0.34239913,0.00339192,-0.00340487,0.32473072,-0.32576448,0.00766582,-0.00767804,0.34012863,-0.34057844
-5.38769385,1.10576686,-1.10809319,0.65477122,-0.65615643,0.32402577,-0.32486002,0.00313153,-0.00314395,0.30649046,-0.30750008,0.00734485,-0.00735497,0.33041889,-0.33073451
-5.38169085,1.06119270,-1.06322717,0.62811045,-0.62940944,0.30859556,-0.30932220,0.00287984,-0.00289165,0.28855370,-0.28952798,0.00707680,-0.00708466,0.32357149,-0.32374678
-5.37568784,1.02245216,-1.02416624,0.60298521,-0.60417759,0.29534595,-0.29595688,0.00263817,-0.00264934,0.27113664,-0.27206485,0.00686613,-0.00687155,0.31974356,-0.31977266
-5.36968484,0.99016025,-0.99152768,0.57984129,-0.58090746,0.28443374,-0.28492187,0.00240764,-0.00241812,0.25444701,-0.25531925,0.00671725,-0.00672008,0.31909062,-0.31896810
-5.36368184,0.96489556,-0.96589316,0.55911553,-0.56003724,0.27599722,-0.27635671,0.00218916,-0.00219894,0.23867804,-0.23948556,0.00663450,-0.00663457,0.32176196,-0.32148306
-5.35767884,0.94718227,-0.94779071,0.54122404,-0.54198487,0.27015162,-0.27037809,0.00198345,-0.00199252,0.22400345,-0.22473883,0.00662205,-0.00661921,0.32789514,-0.32745597
-5.35167584,0.93747303,-0.93767751,0.52655129,-0.52713707,0.26698504,-0.26707570,0.00179110,-0.00179945,0.21057347,-0.21123080,0.00668376,-0.00667787,0.33760970,-0.33700748
-5.34567284,0.93613349,-0.93592420,0.51544040,-0.51583952,0.26655499,-0.26650875,0.00161254,-0.00162017,0.19851204,-0.19908699,0.00682310,-0.00681405,0.35100050,-0.35023382
-5.33966983,0.94342893,-0.94280146,0.50818509,-0.50838874,0.26888574,-0.26870326,0.00144807,-0.00145500,0.18791528,-0.18840511,0.00704295,-0.00703066,0.36813118,-0.36720019
-5.33366683,0.95951379,-0.95846931,0.50502337,-0.50502566,0.27396659,-0.27365030,0.00129790,-0.00130413,0.17885105,-0.17925457,0.00734550,-0.00732988,0.38902791,-0.38793452
-5.32766383,0.98442455,-0.98296979,0.50613327,-0.50593124,0.28175115,-0.28130515,0.00116212,-0.00116768,0.17135960,-0.17167704,0.00773202,-0.00771306,0.41367405,-0.41242206
-5.32166083,1.01807617,-1.01622328,0.51163062,-0.51122417,0.29215767,-0.29158764,0.00104077,-0.00104566,0.16545522,-0.16568811,0.00820283,-0.00818053,0.44200599,-0.44060119
-5.31565783,1.06026253,-1.05802869,0.52156885,-0.52096056,0.30507050,-0.30438352,0.00093377,-0.00093802,0.16112861,-0.16127955,0.00875713,-0.00873153,0.47391049,-0.47236063
-5.30965483,1.11066072,-1.10806762,0.53594065,-0.53513556,0.32034261,-0.31954697,0.00084100,-0.00084463,0.15834990,-0.15842239,0.00939296,-0.00936414,0.50922373,-0.50753843
-5.30365183,1.16883916,-1.16591229,0.55468138,-0.55368663,0.33779919,-0.33690411,0.00076226,-0.00076529,0.15707209,-0.15707024,0.01010720,-0.01007527,0.54773229,-0.54592293
-5.29764882,1.23426913,-1.23103697,0.57767367,-0.57649822,0.35724209,-0.35625743,0.00069728,-0.00069973,0.15723458,-0.15716295,0.01089557,-0.01086066,0.58917605,-0.58725548
-5.29164582,1.30633928,-1.30283242,0.60475321,-0.60340742,0.37845511,-0.37739107,0.00064575,-0.00064764,0.15876688,-0.15863020,0.01175274,-0.01171499,0.63325294,-0.63123521
-5.28564282,1.38437245,-1.38062262,0.63571500,-0.63421029,0.40120974,-0.40007655,0.00060728,-0.00060864,0.16159194,-0.16139497,0.01267245,-0.01263204,0.67962531,-0.67752532
-5.27963982,1.46764392,-1.46368306,0.67031979,-0.66866830,0.42527133,-0.42407894,0.00058144,-0.00058229,0.16562925,-0.16537657,0.01364777,-0.01360483,0.72792778,-0.72576084
-5.27363682,1.55540033,-1.55125968,0.70830026,-0.70651456,0.45040520,-0.44916298,0.00056772,-0.00056809,0.17079738,-0.17049326,0.01467124,-0.01462590,0.77777591,-0.77555740
-5.26763382,1.64687815,-1.64258744,0.74936663,-0.74745948,0.47638260,-0.47509908,0.00056559,-0.00056549,0.17701592,-0.17666427,0.01573524,-0.01568758,0.82877555,-0.82652047
-5.26163082,1.74132095,-1.73690773,0.79321118,-0.79119538,0.50298602,-0.50166871,0.00057440,-0.00057387,0.18420676,-0.18381104,0.01683223,-0.01678228,0.88053209,-0.87825474
-5.25562781,1.83799441,-1.83348356,0.83951171,-0.83740002,0.53001379,-0.52866903,0.00059348,-0.00059254,0.19229465,-0.19185789,0.01795512,-0.01790284,0.93265933,-0.93037294
-5.24962481,1.93619844,-1.93161192,0.88793355,-0.88573876,0.55728361,-0.55591646,0.00062207,-0.00062074,0.20120707,-0.20073188,0.01909752,-0.01904279,0.98478725,-0.98250383
-5.24362181,2.03527583,-2.03063257,0.93813034,-0.93586530,0.58463482,-0.58324912,0.00065933,-0.00065765,0.21087341,-0.21036210,0.02025405,-0.02019666,1.03656855,-1.03429869
-5.23761881,2.13461692,-2.12993303,0.98974349,-0.98742131,0.61192936,-0.61052775,0.00070435,-0.00070236,0.22122371,-0.22067838,0.02142060,-0.02136023,1.08768338,-1.08543624
-5.23161581,2.23366053,-2.22894967,1.04240066,-1.04003495,0.63905131,-0.63763543,0.00075614,-0.00075388,0.23218689,-0.23160955,0.02259448,-0.02253073,1.13784222,-1.13562561
-5.22561281,2.33189092,-2.32716490,1.09571364,-1.09331875,0.66590512,-0.66447580,0.00081365,-0.00081114,0.24368871,-0.24308146,0.02377453,-0.02370691,1.18678680,-1.18460730
-5.21960980,2.42883162,-2.42410116,1.14927597,-1.14686724,0.69241264,-0.69097022,0.00087574,-0.00087303,0.25564971,-0.25501487,0.02496116,-0.02488909,1.23428909,-1.23215234
-5.21360680,2.52403663,-2.51931219,1.20266087,-1.20025488,0.71850916,-0.71705378,0.00094120,-0.00093834,0.26798318,-0.26732347,0.02615625,-0.02607910,1.28014874,-1.27805974
-5.20760380,2.61707994,-2.61237265,1.25542000,-1.25303473,0.74413876,-0.74267073,0.00100879,-0.00100583,0.28059342,-0.27991206,0.02736299,-0.02728011,1.32418917,-1.32215265
-5.20160080,2.70754453,-2.70286708,1.30708352,-1.30473848,0.76924935,-0.76776946,0.00107722,-0.00107419,0.29337442,-0.29267528,0.02858558,-0.02849631,1.36625289,-1.36427369
-5.19559780,2.79501185,-2.79037929,1.35716199,-1.35487816,0.79378763,-0.79229755,0.00114516,-0.00114213,0.30620918,-0.30549684,0.02982890,-0.02973263,1.40619647,-1.40427987
-5.18959480,2.87905293,-2.87448336,1.40515030,-1.40295001,0.81769458,-0.81619709,0.00121130,-0.00120832,0.31896971,-0.31824949,0.03109801,-0.03099421,1.44388579,-1.44203784
-5.18359180,2.95922217,-2.95473720,1.45053399,-1.44844064,0.84090158,-0.83940084,0.00127437,-0.00127147,0.33151774,-0.33079574,0.03239766,-0.03228595,1.47919199,-1.47741977
-5.17758879,3.03505446,-3.03067945,1.49279787,-1.49083552,0.86332763,-0.86182931,0.00133310,-0.00133035,0.34370637,-0.34298936,0.03373177,-0.03361193,1.51198866,-1.51030037
-5.17158579,3.10606630,-3.10183028,1.53143682,-1.52962968,0.88487778,-0.88338916,0.00138635,-0.00138379,0.35538234,-0.35467772,0.03510280,-0.03497484,1.54215047,-1.54055549
-5.16558279,3.17176091,-3.16769633,1.56596848,-1.56434020,0.90544293,-0.90397288,0.00143304,-0.00143072,0.36638913,-0.36570475,0.03651127,-0.03637547,1.56955351,-1.56806231
