energy_ev,total_up,Hf_p_up,Hf_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Ti_p_up,Ti_d_up
-5.74187094,0.48291554,0.38132366,0.10125725,0.00601282,0.08945918,0.24117591,0.00000000,0.12564149,0.07336932
-5.73586793,0.48940679,0.37632574,0.10082833,0.00661143,0.08603140,0.25092414,0.00000000,0.13643076,0.07683212
-5.72986493,0.50356104,0.37675384,0.10201527,0.00730041,0.08376966,0.26488110,0.00000000,0.14949674,0.08141359
-5.72386193,0.52548801,0.38281131,0.10486303,0.00807711,0.08273317,0.28304889,0.00000000,0.16481604,0.08708185
-5.71785893,0.55520489,0.39462159,0.10939960,0.00893701,0.08296570,0.30538161,0.00000000,0.18233393,0.09378670
-5.71185593,0.59263344,0.41222747,0.11563541,0.00987363,0.08449604,0.33178255,0.00000000,0.20196151,0.10145938
-5.70585293,0.63759791,0.43559103,0.12356269,0.01087849,0.08733846,0.36210191,0.00000000,0.22357348,0.11001270
-5.69984992,0.68982379,0.46459403,0.13315495,0.01194114,0.09149320,0.39613496,0.00000000,0.24700654,0.11934160
-5.69384692,0.74893742,0.49903870,0.14436639,0.01304923,0.09694690,0.43362113,0.00000000,0.27205875,0.12932420
-5.68784392,0.81446669,0.53864897,0.15713140,0.01418864,0.10367287,0.47424402,0.00000000,0.29848983,0.13982334
-5.68184092,0.88584289,0.58307203,0.17136402,0.01534373,0.11163117,0.51763247,0.00000000,0.32602279,0.15068860
-5.67583792,0.96240380,0.63188043,0.18695762,0.01649760,0.12076856,0.56336285,0.00000000,0.35434671,0.16175890
-5.66983492,1.04339810,0.68457475,0.20378461,0.01763248,0.13101820,0.61096264,0.00000000,0.38312081,0.17286545
-5.66383192,1.12799131,0.74058699,0.22169640,0.01873006,0.14229930,0.65991522,0.00000000,0.41197980,0.18383510
-5.65782891,1.21527314,0.79928491,0.24052364,0.01977203,0.15451659,0.70966598,0.00000000,0.44054029,0.19449400
-5.65182591,1.30426645,0.85997743,0.26007681,0.02074049,0.16755990,0.75962954,0.00000000,0.46840821,0.20467137
-5.64582291,1.39393786,0.92192131,0.28014722,0.02161850,0.18130379,0.80919808,0.00000000,0.49518699,0.21420332
-5.63981991,1.48320985,0.98432922,0.30050848,0.02239052,0.19560746,0.85775049,0.00000000,0.52048621,0.22293652
-5.63381691,1.57097453,1.04637942,0.32091864,0.02304290,0.21031500,0.90466237,0.00000000,0.54393043,0.23073171
-5.62781391,1.65610896,1.10722694,0.34112279,0.02356433,0.22525612,0.94931643,0.00000000,0.56516806,0.23746673
-5.62181091,1.73749192,1.16601653,0.36085644,0.02394612,0.24024747,0.99111336,0.00000000,0.58387968,0.24303910
-5.61580790,1.81402200,1.22189703,0.37984947,0.02418260,0.25509471,1.02948267,0.00000000,0.59978580,0.24736812
-5.60980490,1.88463688,1.27403724,0.39783079,0.02427122,0.26959521,1.06389355,0.00000000,0.61265368,0.25039618
-5.60380190,1.94833358,1.32164295,0.41453348,0.02421273,0.28354166,1.09386538,0.00000000,0.62230299,0.25208957
-5.59779890,2.00418924,1.36397482,0.42970052,0.02401117,0.29672631,1.11897770,0.00000000,0.62861015,0.25243852
-5.59179590,2.05138215,1.40036667,0.44309080,0.02367380,0.30894597,1.13887957,0.00000000,0.63151132,0.25145673
-5.58579290,2.08921252,1.43024377,0.45448533,0.02321090,0.32000755,1.15329788,0.00000000,0.63100383,0.24918028
-5.57978989,2.11712240,1.45314047,0.46369352,0.02263557,0.32973401,1.16204466,0.00000000,0.62714622,0.24566605
-5.57378689,2.13471421,1.46871661,0.47055913,0.02196333,0.33797047,1.16502302,0.00000000,0.62005675,0.24098985
-5.56778389,2.14176704,1.47677210,0.47496585,0.02121182,0.34459033,1.16223162,0.00000000,0.60991063,0.23524418
-5.56178089,2.13825028,1.47725902,0.47684215,0.02040031,0.34950104,1.15376747,0.00000000,0.59693605,0.22853583
-5.55577789,2.12433365,1.47029070,0.47616516,0.01954925,0.35264927,1.13982684,0.00000000,0.58140908,0.22098348
-5.54977489,2.10039321,1.45614725,0.47296354,0.01867983,0.35402533,1.12070427,0.00000000,0.56364776,0.21271522
-5.54377189,2.06701265,1.43527710,0.46731892,0.01781346,0.35366642,1.09678949,0.00000000,0.54400538,0.20386622
-5.53776888,2.02497963,1.40829435,0.45936598,0.01697131,0.35165862,1.06856216,0.00000000,0.52286332,0.19457648
-5.53176588,1.97527679,1.37597174,0.44929103,0.01617388,0.34813749,1.03658461,0.00000000,0.50062349,0.18498882
-5.52576288,1.91906750,1.33922918,0.43732905,0.01544053,0.34328708,1.00149246,0.00000000,0.47770064,0.17524707
-5.51975988,1.85767640,1.29911816,0.42375929,0.01478913,0.33733739,0.96398341,0.00000000,0.45451460,0.16549440
-5.51375688,1.79256522,1.25680219,0.40889959,0.01423566,0.33056030,0.92480438,0.00000000,0.43148270,0.15587197
-5.50775388,1.72530437,1.21353383,0.39309941,0.01379389,0.32326408,0.88473720,0.00000000,0.40901246,0.14651767
-5.50175088,1.65754101,1.17062876,0.37673205,0.01347509,0.31578656,0.84458341,0.00000000,0.38749463,0.13756507
-5.49574787,1.59096455,1.12943759,0.36018609,0.01328783,0.30848724,0.80514831,0.00000000,0.36729676,0.12914252
-5.48974487,1.52727055,1.09131610,0.34385648,0.01323772,0.30173860,0.76722489,0.00000000,0.34875737,0.12137233
-5.48374187,1.46812396,1.05759455,0.32813540,0.01332728,0.29591671,0.73157794,0.00000000,0.33218074,0.11437004
-5.47773887,1.41512281,1.02954682,0.31340341,0.01355589,0.29139164,0.69892887,0.00000000,0.31783247,0.10824371
-5.47173587,1.36976326,1.00836011,0.30002087,0.01391968,0.28851780,0.66994157,0.00000000,0.30593577,0.10309331
-5.46573287,1.33340701,0.99510576,0.28832008,0.01441160,0.28762446,0.64520966,0.00000000,0.29666862,0.09900999
-5.45972986,1.30725176,0.99071193,0.27859822,0.01502149,0.28900685,0.62524545,0.00000000,0.29016175,0.09607542
-5.45372686,1.29230543,0.99593862,0.27111127,0.01573628,0.29291791,0.61047091,0.00000000,0.28649742,0.09436107
-5.44772386,1.28936462,1.01135555,0.26606901,0.01654016,0.29956103,0.60121060,0.00000000,0.28570918,0.09392742
-5.44172086,1.29899782,1.03732353,0.26363122,0.01741496,0.30908379,0.59768688,0.00000000,0.28778232,0.09482317
-5.43571786,1.32153347,1.07397967,0.26390500,0.01834050,0.32157312,0.60001726,0.00000000,0.29265524,0.09708436
-5.42971486,1.35705314,1.12122692,0.26694338,0.01929505,0.33705168,0.60821392,0.00000000,0.30022160,0.10073356
-5.42371186,1.40538978,1.17872839,0.27274506,0.02025585,0.35547589,0.62218529,0.00000000,0.31033321,0.10577903
-5.41770885,1.46613121,1.24590678,0.28125531,0.02119964,0.37673546,0.64173961,0.00000000,0.32280359,0.11221388
-5.41170585,1.53862852,1.32194939,0.29236798,0.02210331,0.40065461,0.66659025,0.00000000,0.33741227,0.12001548
-5.40570285,1.62200945,1.40581878,0.30592854,0.02294443,0.42699493,0.69636272,0.00000000,0.35390958,0.12914490
-5.39969985,1.71519647,1.49626944,0.32173811,0.02370192,0.45545993,0.73060318,0.00000000,0.37202204,0.13954665
-5.39369685,1.81692930,1.59187040,0.33955838,0.02435655,0.48570126,0.76878823,0.00000000,0.39145813,0.15114870
-5.38769385,1.92579159,1.69103358,0.35911739,0.02489149,0.51732640,0.81033591,0.00000000,0.41191442,0.16386287
-5.38169085,2.04024129,1.79204762,0.38011598,0.02529276,0.54990779,0.85461767,0.00000000,0.43308195,0.17758563
-5.37568784,2.15864424,1.89311653,0.40223485,0.02554957,0.58299320,0.90097108,0.00000000,0.45465267,0.19219938
-5.36968484,2.27931029,1.99240229,0.42514214,0.02565457,0.61611696,0.94871328,0.00000000,0.47632594,0.20757420
-5.36368184,2.40053119,2.08807035,0.44850117,0.02560401,0.64881193,0.99715460,0.00000000,0.49781482,0.22357011
-5.35767884,2.52061935,2.17833669,0.47197847,0.02539773,0.68062162,1.04561251,0.00000000,0.51885200,0.24003980
-5.35167584,2.63794637,2.26151496,0.49525154,0.02503910,0.71111232,1.09342527,0.00000000,0.53919529,0.25683175
-5.34567284,2.75098042,2.33606198,0.51801633,0.02453477,0.73988449,1.13996521,0.00000000,0.55863251,0.27379369
-5.33966983,2.85832104,2.40062003,0.53999423,0.02389443,0.76658337,1.18465113,0.00000000,0.57698543,0.29077630
-5.33366683,2.95873044,2.45405427,0.56093812,0.02313034,0.79090794,1.22695973,0.00000000,0.59411291,0.30763692
-5.32766383,3.05116006,2.49548368,0.58063751,0.02225693,0.81261830,1.26643546,0.00000000,0.60991289,0.32424326
-5.32166083,3.13477149,2.52430434,0.59892249,0.02129027,0.83154085,1.30269873,0.00000000,0.62432332,0.34047681
-5.31565783,3.20895095,2.54020399,0.61566624,0.02024754,0.84757117,1.33545210,0.00000000,0.63732184,0.35623583
-5.30965483,3.27331676,2.54316732,0.63078622,0.01914651,0.86067452,1.36448427,0.00000000,0.64892435,0.37143784
-5.30365183,3.32771968,2.53347177,0.64424389,0.01800504,0.87088384,1.38967177,0.00000000,0.65918246,0.38602136
-5.29764882,3.37223601,2.51167402,0.65604295,0.01684055,0.87829557,1.41097828,0.00000000,0.66818000,0.39994680
-5.29164582,3.40715404,2.47858801,0.66622640,0.01566964,0.88306324,1.42845171,0.00000000,0.67602859,0.41319661
-5.28564282,3.43295432,2.43525541,0.67487233,0.01450774,0.88538948,1.44221903,0.00000000,0.68286273,0.42577437
-5.27963982,3.45028494,2.38291007,0.68208892,0.01336875,0.88551658,1.45247931,0.00000000,0.68883437,0.43770313
-5.27363682,3.45993284,2.32293804,0.68800869,0.01226491,0.88371636,1.45949499,0.00000000,0.69410729,0.44902282
-5.26763382,3.46279246,2.25683503,0.69278244,0.01120657,0.88027950,1.46358202,0.00000000,0.69885166,0.45978705
-5.26163082,3.45983318,2.18616297,0.69657296,0.01020219,0.87550523,1.46509899,0.00000000,0.70323870,0.47005926
-5.25562781,3.45206668,2.11250775,0.69954905,0.00925832,0.86969142,1.46443580,0.00000000,0.70743588,0.47990850
-5.24962481,3.44051566,2.03743932,0.70187977,0.00837962,0.86312577,1.46200212,0.00000000,0.71160267,0.48940499
-5.24362181,3.42618478,1.96247582,0.70372934,0.00756903,0.85607828,1.45821608,0.00000000,0.71588689,0.49861565
-5.23761881,3.41003462,1.88905245,0.70525265,0.00682786,0.84879515,1.45349336,0.00000000,0.72042175,0.50759980
-5.23161581,3.39295936,1.81849586,0.70659159,0.00615600,0.84149423,1.44823689,0.00000000,0.72532358,0.51640521
-5.22561281,3.37576826,1.75200419,0.70787207,0.00555208,0.83436215,1.44282745,0.00000000,0.73069003,0.52506465
-5.21960980,3.35917108,1.69063285,0.70920182,0.00501374,0.82755276,1.43761499,0.00000000,0.73659877,0.53359307
-5.21360680,3.34376730,1.63528529,0.71066877,0.00453776,0.82118694,1.43291107,0.00000000,0.74310656,0.54198554
-5.20760380,3.33003877,1.58670856,0.71234005,0.00412030,0.81535340,1.42898210,0.00000000,0.75024848,0.55021597
-5.20160080,3.31834532,1.54549243,0.71426137,0.00375708,0.81011034,1.42604359,0.00000000,0.75803732,0.55823670
-5.19559780,3.30892309,1.51207157,0.71645676,0.00344356,0.80548760,1.42425537,0.00000000,0.76646300,0.56597890
-5.18959480,3.30188495,1.48672966,0.71892858,0.00317505,0.80148920,1.42371780,0.00000000,0.77549202,0.57335380
-5.18359180,3.29722288,1.46960492,0.72165769,0.00294689,0.79809600,1.42446902,0.00000000,0.78506700,0.58025472
-5.17758879,3.29481207,1.46069623,0.72460388,0.00275450,0.79526842,1.42648338,0.00000000,0.79510630,0.58655975
-5.17158579,3.29441664,1.45986965,0.72770649,0.00259353,0.79294915,1.42967121,0.00000000,0.80550404,0.59213509
-5.16558279,3.29569708,1.46686506,0.73088534,0.00245984,0.79106587,1.43387995,0.00000000,0.81613040,0.59683885
-5.15957979,3.29821967,1.48130288,0.73404198,0.00234959,0.78953394,1.43889697,0.00000000,0.82683271,0.60052532
-5.15357679,3.30146786,1.50269127,0.73706149,0.00225927,0.78825933,1.44445418,0.00000000,0.83743717,0.60304943
-5.14757379,3.30485611,1.53043393,0.73981477,0.00218567,0.78714164,1.45023439,0.00000000,0.84775173,0.60427150
-5.14157079,3.30774616,1.56383910,0.74216150,0.00212590,0.78607754,1.45587973,0.00000000,0.85756984,0.60406186
-5.13556778,3.30946575,1.60213010,0.74395382,0.00207738,0.78496449,1.46100181,0.00000000,0.86667546,0.60230549
-5.12956478,3.30932982,1.64445778,0.74504058,0.00203780,0.78370480,1.46519367,0.00000000,0.87484904,0.59890634
-5.12356178,3.30666354,1.68991519,0.74527230,0.00200513,0.78221006,1.46804314,0.00000000,0.88187458,0.59379135
-5.11755878,3.30082692,1.73755449,0.74450656,0.00197756,0.78040566,1.46914730,0.00000000,0.88754728,0.58691386
-5.11155578,3.29123989,1.78640592,0.74261373,0.00195350,0.77823535,1.46812741,0.00000000,0.89168172,0.57825650
-5.10555278,3.27740709,1.83549854,0.73948271,0.00193156,0.77566546,1.46464396,0.00000000,0.89412012,0.56783326
-5.09954977,3.25894102,1.88388216,0.73502654,0.00191052,0.77268860,1.45841099,0.00000000,0.89474021,0.55569074
-5.09354677,3.23558250,1.93064948,0.72918741,0.00188932,0.76932650,1.44920908,0.00000000,0.89346234,0.54190855
-5.08754377,3.20721713,1.97495785,0.72194098,0.00186704,0.76563163,1.43689639,0.00000000,0.89025538,0.52659865
-5.08154077,3.17388658,2.01604928,0.71329949,0.00184296,0.76168745,1.42141713,0.00000000,0.88514094,0.50990379
-5.07553777,3.13579392,2.05326791,0.70331359,0.00181644,0.75760699,1.40280685,0.00000000,0.87819565,0.49199501
-5.06953477,3.09330218,2.08607396,0.69207266,0.00178706,0.75352968,1.38119438,0.00000000,0.86955122,0.47306819
-5.06353177,3.04692578,2.11405324,0.67970344,0.00175451,0.74961642,1.35679991,0.00000000,0.85939208,0.45333983
-5.05752876,2.99731499,2.13692185,0.66636698,0.00171867,0.74604302,1.32992946,0.00000000,0.84795068,0.43304212
-5.05152576,2.94523371,2.15452554,0.65225407,0.00167959,0.74299214,1.30096569,0.00000000,0.83550050,0.41241754
-5.04552276,2.89153146,2.16683398,0.63757911,0.00163748,0.74064420,1.27035547,0.00000000,0.82234697,0.39171306
-5.03951976,2.83711078,2.17393008,0.62257287,0.00159274,0.73916748,1.23859474,0.00000000,0.80881683,0.37117425
-5.03351676,2.78289156,2.17599507,0.60747429,0.00154596,0.73870817,1.20621128,0.00000000,0.79524620,0.35103943
-5.02751376,2.72977401,2.17329038,0.59252189,0.00149791,0.73938071,1.17374628,0.00000000,0.78196814,0.33153412
-5.02151076,2.67860217,2.16613718,0.57794496,0.00144954,0.74125906,1.14173549,0.00000000,0.76930008,0.31286596
-5.01550775,2.63012991,2.15489511,0.56395528,0.00140195,0.74436952,1.11069090,0.00000000,0.75753197,0.29522034
-5.00950475,2.58499125,2.13994143,0.55073949,0.00135643,0.74868539,1.08108391,0.00000000,0.74691561,0.27875683
-5.00350175,2.54367651,2.12165172,0.53845269,0.00131443,0.75412413,1.05333062,0.00000000,0.73765584,0.26360659
-4.99749875,2.50651586,2.10038355,0.52721359,0.00127751,0.76054709,1.02778025,0.00000000,0.72990398,0.24987080
-4.99149575,2.47367091,2.07646380,0.51710134,0.00124738,0.76776201,1.00470688,0.00000000,0.72375391,0.23762018
-4.98549275,2.44513515,2.05018039,0.50815434,0.00122587,0.77552837,0.98430516,0.00000000,0.71924110,0.22689555
-4.97948974,2.42074298,2.02177871,0.50037098,0.00121490,0.78356529,0.96669003,0.00000000,0.71634450,0.21770948
-4.97348674,2.40018697,1.99146277,0.49371232,0.00121646,0.79156175,0.95190025,0.00000000,0.71499134,0.21004872
-4.96748374,2.38304231,1.95940067,0.48810647,0.00123263,0.79918865,0.93990571,0.00000000,0.71506448,0.20387752
-4.96148074,2.36879714,1.92573370,0.48345446,0.00126552,0.80611210,0.93061771,0.00000000,0.71641200,0.19914141
-4.95547774,2.35688679,1.89058820,0.47963721,0.00131727,0.81200736,0.92390173,0.00000000,0.71885830,0.19577142
-4.94947474,2.34673021,1.85408899,0.47652326,0.00139000,0.81657267,0.91959176,0.00000000,0.72221631,0.19368848
-4.94347174,2.33776621,1.81637327,0.47397669,0.00148578,0.81954222,0.91750525,0.00000000,0.72629984,0.19280763
-4.93746873,2.32948744,1.77760360,0.47186485,0.00160663,0.82069774,0.91745787,0.00000000,0.73093548,0.19304210
-4.93146573,2.32147021,1.73797895,0.47006545,0.00175441,0.81987788,0.91927683,0.00000000,0.73597320,0.19430674
-4.92546273,2.31339814,1.69774268,0.46847253,0.00193080,0.81698508,0.92281222,0.00000000,0.74129512,0.19652091
-4.91945973,2.30507845,1.65718678,0.46700112,0.00213724,0.81198948,0.92794541,0.00000000,0.74682163,0.19961050
-4.91345673,2.29644980,1.61665189,0.46559014,0.00237484,0.80492966,0.93459403,0.00000000,0.75251473,0.20350914
-4.90745373,2.28758125,1.57652274,0.46420359,0.00264432,0.79591020,0.94271318,0.00000000,0.75837799,0.20815845
-4.90145073,2.27866243,1.53721936,0.46282989,0.00294593,0.78509624,0.95229282,0.00000000,0.76445343,0.21350749
-4.89544772,2.26998553,1.49918443,0.46147944,0.00327935,0.77270527,0.96335135,0.00000000,0.77081505,0.21951138
-4.88944472,2.26192029,1.46286743,0.46018074,0.00364366,0.75899671,0.97592605,0.00000000,0.77755971,0.22612925
-4.88344172,2.25488345,1.42870660,0.45897513,0.00403724,0.74425976,0.99006069,0.00000000,0.78479568,0.23332172
-4.87743872,2.24930471,1.39710994,0.45791076,0.00445772,0.72880023,1.00579146,0.00000000,0.79262956,0.24104814
-4.87143572,2.24559117,1.36843622,0.45703605,0.00490194,0.71292704,1.02313199,0.00000000,0.80115250,0.24926368
-4.86543272,2.24409266,1.34297738,0.45639311,0.00536598,0.69693909,1.04205853,0.00000000,0.81042644,0.25791670
-4.85942971,2.24506992,1.32094346,0.45601165,0.00584510,0.68111324,1.06249652,0.00000000,0.82047148,0.26694641
-4.85342671,2.24866784,1.30245099,0.45590370,0.00633384,0.66569381,1.08430934,0.00000000,0.83125501,0.27628116
-4.84742371,2.25489520,1.28751562,0.45605952,0.00682605,0.65088436,1.10729029,0.00000000,0.84268367,0.28583743
-4.84142071,2.26361242,1.27604961,0.45644498,0.00731504,0.63684180,1.13115850,0.00000000,0.85459851,0.29551964
-4.83541771,2.27452786,1.26786431,0.45700062,0.00779363,0.62367320,1.15555911,0.00000000,0.86677405,0.30522086
-4.82941471,2.28720303,1.26267767,0.45764231,0.00825441,0.61143531,1.18006813,0.00000000,0.87892126,0.31482430
-4.82341171,2.30106639,1.26012631,0.45826365,0.00868985,0.60013661,1.20420173,0.00000000,0.89069462,0.32420568
-4.81740870,2.31543480,1.25978155,0.45873984,0.00909249,0.58974165,1.22742963,0.00000000,0.90170293,0.33323611
-4.81140570,2.32954143,1.26116862,0.45893279,0.00945522,0.58017727,1.24919207,0.00000000,0.91152343,0.34178559
-4.80540270,2.34256838,1.26378787,0.45869714,0.00977142,0.57134031,1.26891937,0.00000000,0.91971845,0.34972663
-4.79939970,2.35368214,1.26713684,0.45788687,0.01003518,0.56310611,1.28605305,0.00000000,0.92585388,0.35693805
-4.79339670,2.36206987,1.27073210,0.45636202,0.01024151,0.55533745,1.30006757,0.00000000,0.92951838,0.36330848
-4.78739370,2.36697432,1.27412957,0.45399524,0.01038647,0.54789319,1.31049124,0.00000000,0.93034229,0.36873960
-4.78139070,2.36772579,1.27694239,0.45067759,0.01046732,0.54063639,1.31692543,0.00000000,0.92801535,0.37314877
-4.77538769,2.36376914,1.27885529,0.44632360,0.01048263,0.53344118,1.31906091,0.00000000,0.92230212,0.37647095
-4.76938469,2.35468493,1.27963493,0.44087497,0.01043229,0.52619842,1.31669055,0.00000000,0.91305437,0.37865993
-4.76338169,2.34020360,1.27913577,0.43430307,0.01031755,0.51881972,1.30971781,0.00000000,0.90021979,0.37968875
-4.75737869,2.32021247,1.27730122,0.42660999,0.01014098,0.51123993,1.29816052,0.00000000,0.88384655,0.37954934
-4.75137569,2.29475545,1.27416030,0.41782816,0.00990640,0.50341795,1.28215004,0.00000000,0.86408353,0.37825157
-4.74537269,2.26402621,1.26982018,0.40801880,0.00961873,0.49533627,1.26192590,0.00000000,0.84117627,0.37582167
-4.73936968,2.22835543,1.26445510,0.39726912,0.00928389,0.48699926,1.23782632,0.00000000,0.81545894,0.37230032
-4.73336668,2.18819345,1.25829260,0.38568882,0.00890855,0.47843051,1.21027532,0.00000000,0.78734276,0.36774049
-4.72736368,2.14408958,1.25159783,0.37340579,0.00850003,0.46966977,1.17976716,0.00000000,0.75730156,0.36220529
-4.72136068,2.09666946,1.24465693,0.36056161,0.00806601,0.46076940,1.14684903,0.00000000,0.72585534,0.35576583
-4.71535768,2.04661201,1.23776055,0.34730695,0.00761435,0.45179105,1.11210290,0.00000000,0.69355257,0.34849941
-4.70935468,1.99462702,1.23118822,0.33379710,0.00715288,0.44280254,1.07612746,0.00000000,0.66095226,0.34048800
-4.70335168,1.94143459,1.22519454,0.32018796,0.00668924,0.43387518,1.03952088,0.00000000,0.62860656,0.33181711
-4.69734867,1.88774723,1.21999774,0.30663252,0.00623065,0.42508173,1.00286529,0.00000000,0.59704470,0.32257513
-4.69134567,1.83425504,1.21577112,0.29327795,0.00578381,0.41649504,0.96671325,0.00000000,0.56675890,0.31285288
-4.68534267,1.78161436,1.21263757,0.28026347,0.00535472,0.40818712,0.93157683,0.00000000,0.53819286,0.30274367
-4.67933967,1.73043964,1.21066732,0.26771871,0.00494865,0.40022898,0.89791930,0.00000000,0.51173296,0.29234342
-4.67333667,1.68129842,1.20987873,0.25576284,0.00457001,0.39269058,0.86614954,0.00000000,0.48770257,0.28175090
-4.66733367,1.63470879,1.21024186,0.24450405,0.00422233,0.38564123,0.83661890,0.00000000,0.46635917,0.27106796
-4.66133067,1.59113879,1.21168440,0.23403950,0.00390826,0.37914981,0.80962043,0.00000000,0.44789438,0.26039965
-4.65532766,1.55100710,1.21409931,0.22445548,0.00362956,0.37328503,0.78538986,0.00000000,0.43243632,0.24985398
-4.64932466,1.51468422,1.21735373,0.21582764,0.00338710,0.36811522,0.76410806,0.00000000,0.42005406,0.23954144
-4.64332166,1.48249375,1.22129847,0.20822128,0.00318095,0.36370781,0.74590452,0.00000000,0.41076357,0.22957414
