energy_ev,total_up,B_p_up,B_d_up,S_s_up,S_p_up,Sc_p_up,Sc_d_up
-5.82591296,3.92390872,0.00057073,0.00000000,0.00492640,0.06318671,4.87518041,1.28702051
-5.81990995,3.86916343,0.00056204,0.00000000,0.00477363,0.06139915,4.81414906,1.26893070
-5.81390695,3.79438232,0.00055030,0.00000000,0.00459827,0.05933457,4.72761789,1.24440841
-5.80790395,3.70062723,0.00053567,0.00000000,0.00440269,0.05701980,4.61692989,1.21378797
-5.80190095,3.58933883,0.00051835,0.00000000,0.00418966,0.05448603,4.48391843,1.17752575
-5.79589795,3.46230055,0.00049861,0.00000000,0.00396221,0.05176804,4.33086026,1.13618921
-5.78989495,3.32159077,0.00047674,0.00000000,0.00372360,0.04890326,4.16041344,1.09044219
-5.78389195,3.16952517,0.00045307,0.00000000,0.00347714,0.04593078,3.97554256,1.04102681
-5.77788894,3.00859159,0.00042796,0.00000000,0.00322619,0.04289028,3.77943440,0.98874280
-5.77188594,2.84138013,0.00040179,0.00000000,0.00297400,0.03982108,3.57540730,0.93442519
-5.76588294,2.67051113,0.00037492,0.00000000,0.00272366,0.03676108,3.36681800,0.87892103
-5.75987994,2.49856406,0.00034773,0.00000000,0.00247802,0.03374590,3.15696939,0.82306635
-5.75387694,2.32800981,0.00032057,0.00000000,0.00223965,0.03080812,2.94902275,0.76766400
-5.74787394,2.16114897,0.00029378,0.00000000,0.00201077,0.02797660,2.74591753,0.71346334
-5.74187094,2.00005806,0.00026764,0.00000000,0.00179324,0.02527604,2.55030131,0.66114235
-5.73586793,1.84654530,0.00024243,0.00000000,0.00158851,0.02272662,2.36447214,0.61129283
-5.72986493,1.70211724,0.00021837,0.00000000,0.00139768,0.02034390,2.19033456,0.56440903
-5.72386193,1.56795650,0.00019564,0.00000000,0.00122147,0.01813876,2.02937040,0.52087993
-5.71785893,1.44491121,0.00017438,0.00000000,0.00106023,0.01611763,1.88262428,0.48098525
-5.71185593,1.33349537,0.00015470,0.00000000,0.00091402,0.01428271,1.75070381,0.44489518
-5.70585293,1.23389971,0.00013664,0.00000000,0.00078260,0.01263235,1.63379321,0.41267352
-5.69984992,1.14601180,0.00012023,0.00000000,0.00066549,0.01116153,1.53167938,0.38428391
-5.69384692,1.06944410,0.00010545,0.00000000,0.00056203,0.00986238,1.44378850,0.35959881
-5.68784392,1.00356847,0.00009226,0.00000000,0.00047139,0.00872470,1.36923135,0.33841064
-5.68184092,0.94755547,0.00008058,0.00000000,0.00039265,0.00773650,1.30685525,0.32044458
-5.67583792,0.90041673,0.00007033,0.00000000,0.00032481,0.00688457,1.25530043,0.30537254
-5.66983492,0.86104886,0.00006141,0.00000000,0.00026683,0.00615496,1.21305861,0.29282766
-5.66383192,0.82827727,0.00005369,0.00000000,0.00021769,0.00553347,1.17853189,0.28241887
-5.65782891,0.80089843,0.00004707,0.00000000,0.00017637,0.00500601,1.15008986,0.27374500
-5.65182591,0.77771941,0.00004142,0.00000000,0.00014190,0.00455902,1.12612319,0.26640811
-5.64582291,0.75759359,0.00003662,0.00000000,0.00011337,0.00417967,1.10509231,0.26002546
-5.63981991,0.73945162,0.00003255,0.00000000,0.00008995,0.00385617,1.08556981,0.25424004
-5.63381691,0.72232706,0.00002911,0.00000000,0.00007087,0.00357784,1.06627571,0.24872928
-5.62781391,0.70537626,0.00002620,0.00000000,0.00005545,0.00333527,1.04610486,0.24321187
-5.62181091,0.68789238,0.00002372,0.00000000,0.00004308,0.00312037,1.02414615,0.23745260
-5.61580790,0.66931339,0.00002159,0.00000000,0.00003324,0.00292630,0.99969359,0.23126516
-5.60980490,0.64922445,0.00001976,0.00000000,0.00002547,0.00274750,0.97224937,0.22451305
-5.60380190,0.62735509,0.00001815,0.00000000,0.00001938,0.00257958,0.94151947,0.21710869
-5.59779890,0.60357159,0.00001671,0.00000000,0.00001464,0.00241922,0.90740266,0.20901094
-5.59179590,0.57786543,0.00001542,0.00000000,0.00001098,0.00226407,0.86997370,0.20022117
-5.58579290,0.55033855,0.00001423,0.00000000,0.00000818,0.00211259,0.82946196,0.19077833
-5.57978989,0.52118616,0.00001313,0.00000000,0.00000605,0.00196396,0.78622655,0.18075311
-5.57378689,0.49067820,0.00001209,0.00000000,0.00000444,0.00181787,0.74072935,0.17024157
-5.56778389,0.45913999,0.00001110,0.00000000,0.00000324,0.00167450,0.69350703,0.15935865
-5.56178089,0.42693317,0.00001017,0.00000000,0.00000235,0.00153429,0.64514323,0.14823153
-5.55577789,0.39443744,0.00000927,0.00000000,0.00000169,0.00139790,0.59624214,0.13699344
-5.54977489,0.36203382,0.00000841,0.00000000,0.00000121,0.00126609,0.54740412,0.12577791
-5.54377189,0.33008987,0.00000759,0.00000000,0.00000086,0.00113966,0.49920430,0.11471365
-5.53776888,0.29894729,0.00000682,0.00000000,0.00000060,0.00101934,0.45217459,0.10392030
-5.53176588,0.26891199,0.00000609,0.00000000,0.00000042,0.00090581,0.40678947,0.09350504
-5.52576288,0.24024691,0.00000540,0.00000000,0.00000029,0.00079960,0.36345566,0.08356004
-5.51975988,0.21316735,0.00000476,0.00000000,0.00000020,0.00070111,0.32250561,0.07416089
-5.51375688,0.18783879,0.00000417,0.00000000,0.00000014,0.00061058,0.28419469,0.06536585
-5.50775388,0.16437687,0.00000363,0.00000000,0.00000009,0.00052809,0.24870150,0.05721580
-5.50175088,0.14284935,0.00000314,0.00000000,0.00000006,0.00045359,0.21613112,0.04973495
-5.49574787,0.12327950,0.00000269,0.00000000,0.00000004,0.00038690,0.18652060,0.04293202
-5.48974487,0.10565082,0.00000230,0.00000000,0.00000003,0.00032772,0.15984613,0.03680181
-5.48374187,0.08991242,0.00000194,0.00000000,0.00000002,0.00027564,0.13603147,0.03132716
-5.47773887,0.07598494,0.00000163,0.00000000,0.00000001,0.00023022,0.11495701,0.02648091
-5.47173587,0.06376662,0.00000136,0.00000000,0.00000001,0.00019092,0.09646900,0.02222809
-5.46573287,0.05313916,0.00000113,0.00000000,0.00000001,0.00015722,0.08038854,0.01852790
-5.45972986,0.04397334,0.00000093,0.00000000,0.00000000,0.00012855,0.06652009,0.01533568
-5.45372686,0.03613398,0.00000076,0.00000000,0.00000000,0.00010437,0.05465908,0.01260465
-5.44772386,0.02948441,0.00000062,0.00000000,0.00000000,0.00008414,0.04459861,0.01028746
-5.44172086,0.02389010,0.00000050,0.00000000,0.00000000,0.00006735,0.03613506,0.00833746
-5.43571786,0.01922168,0.00000040,0.00000000,0.00000000,0.00005352,0.02907258,0.00670976
-5.42971486,0.01535719,0.00000032,0.00000000,0.00000000,0.00004224,0.02322658,0.00536199
-5.42371186,0.01218367,0.00000025,0.00000000,0.00000000,0.00003309,0.01842606,0.00425492
-5.41770885,0.00959820,0.00000020,0.00000000,0.00000000,0.00002575,0.01451527,0.00335275
-5.41170585,0.00750837,0.00000015,0.00000000,0.00000000,0.00001989,0.01135435,0.00262334
-5.40570285,0.00583238,0.00000012,0.00000000,0.00000000,0.00001525,0.00881948,0.00203822
-5.39969985,0.00449873,0.00000009,0.00000000,0.00000000,0.00001162,0.00680248,0.00157250
-5.39369685,0.00344569,0.00000007,0.00000000,0.00000000,0.00000878,0.00520996,0.00120468
-5.38769385,0.00262062,0.00000005,0.00000000,0.00000000,0.00000659,0.00396227,0.00091642
-5.38169085,0.00197913,0.00000004,0.00000000,0.00000000,0.00000492,0.00299223,0.00069225
-5.37568784,0.00148418,0.00000003,0.00000000,0.00000000,0.00000364,0.00224382,0.00051924
-5.36968484,0.00110520,0.00000002,0.00000000,0.00000000,0.00000268,0.00167079,0.00038673
-5.36368184,0.00081722,0.00000002,0.00000000,0.00000000,0.00000196,0.00123537,0.00028602
-5.35767884,0.00060005,0.00000002,0.00000000,0.00000000,0.00000142,0.00090701,0.00021005
-5.35167584,0.00043751,0.00000002,0.00000000,0.00000000,0.00000103,0.00066126,0.00015318
-5.34567284,0.00031678,0.00000002,0.00000000,0.00000000,0.00000075,0.00047872,0.00011092
-5.33966983,0.00022780,0.00000003,0.00000000,0.00000000,0.00000056,0.00034416,0.00007977
-5.33366683,0.00016272,0.00000004,0.00000000,0.00000000,0.00000043,0.00024571,0.00005697
-5.32766383,0.00011551,0.00000006,0.00000000,0.00000000,0.00000035,0.00017424,0.00004041
-5.32166083,0.00008156,0.00000008,0.00000000,0.00000000,0.00000033,0.00012276,0.00002849
-5.31565783,0.00005740,0.00000012,0.00000000,0.00000000,0.00000035,0.00008599,0.00001998
-5.30965483,0.00004043,0.00000019,0.00000000,0.00000000,0.00000043,0.00005997,0.00001396
-5.30365183,0.00002875,0.00000028,0.00000000,0.00000000,0.00000057,0.00004176,0.00000976
-5.29764882,0.00002098,0.00000041,0.00000000,0.00000000,0.00000079,0.00002923,0.00000688
-5.29164582,0.00001618,0.00000060,0.00000000,0.00000000,0.00000113,0.00002082,0.00000497
-5.28564282,0.00001373,0.00000087,0.00000000,0.00000000,0.00000163,0.00001544,0.00000378
-5.27963982,0.00001325,0.00000126,0.00000000,0.00000000,0.00000235,0.00001236,0.00000316
-5.27363682,0.00001464,0.00000181,0.00000000,0.00000000,0.00000336,0.00001112,0.00000300
-5.26763382,0.00001797,0.00000258,0.00000000,0.00000000,0.00000478,0.00001148,0.00000325
-5.26163082,0.00002352,0.00000365,0.00000000,0.00000000,0.00000676,0.00001338,0.00000394
-5.25562781,0.00003181,0.00000513,0.00000000,0.00000000,0.00000949,0.00001692,0.00000510
-5.24962481,0.00004356,0.00000715,0.00000000,0.00000000,0.00001324,0.00002240,0.00000683
-5.24362181,0.00005980,0.00000990,0.00000000,0.00000000,0.00001833,0.00003024,0.00000928
-5.23761881,0.00008189,0.00001361,0.00000000,0.00000000,0.00002520,0.00004107,0.00001264
-5.23161581,0.00011155,0.00001857,0.00000000,0.00000000,0.00003439,0.00005574,0.00001718
-5.22561281,0.00015102,0.00002516,0.00000000,0.00000000,0.00004659,0.00007533,0.00002323
-5.21960980,0.00020309,0.00003385,0.00000000,0.00000000,0.00006268,0.00010122,0.00003123
-5.21360680,0.00027120,0.00004521,0.00000000,0.00000000,0.00008372,0.00013512,0.00004169
-5.20760380,0.00035959,0.00005995,0.00000000,0.00000000,0.00011101,0.00017913,0.00005527
-5.20160080,0.00047338,0.00007893,0.00000000,0.00000000,0.00014615,0.00023579,0.00007275
-5.19559780,0.00061872,0.00010317,0.00000000,0.00000000,0.00019102,0.00030817,0.00009509
-5.18959480,0.00080288,0.00013387,0.00000000,0.00000000,0.00024789,0.00039990,0.00012339
-5.18359180,0.00103439,0.00017248,0.00000000,0.00000000,0.00031936,0.00051520,0.00015897
-5.17758879,0.00132308,0.00022061,0.00000000,0.00000000,0.00040850,0.00065898,0.00020334
-5.17158579,0.00168019,0.00028016,0.00000000,0.00000000,0.00051875,0.00083685,0.00025822
-5.16558279,0.00211837,0.00035322,0.00000000,0.00000000,0.00065404,0.00105509,0.00032556
-5.15957979,0.00265163,0.00044214,0.00000000,0.00000000,0.00081868,0.00132069,0.00040751
-5.15357679,0.00329531,0.00054947,0.00000000,0.00000000,0.00101742,0.00164129,0.00050643
-5.14757379,0.00406583,0.00067795,0.00000000,0.00000000,0.00125531,0.00202506,0.00062485
-5.14157079,0.00498048,0.00083046,0.00000000,0.00000000,0.00153771,0.00248062,0.00076542
-5.13556778,0.00605709,0.00100998,0.00000000,0.00000000,0.00187011,0.00301684,0.00093087
-5.12956478,0.00731352,0.00121948,0.00000000,0.00000000,0.00225803,0.00364263,0.00112397
-5.12356178,0.00876716,0.00146187,0.00000000,0.00000000,0.00270684,0.00436664,0.00134737
-5.11755878,0.01043426,0.00173984,0.00000000,0.00000000,0.00322155,0.00519697,0.00160357
-5.11155578,0.01232917,0.00205581,0.00000000,0.00000000,0.00380660,0.00614076,0.00189479
-5.10555278,0.01446360,0.00241171,0.00000000,0.00000000,0.00446560,0.00720385,0.00222282
-5.09954977,0.01684568,0.00280891,0.00000000,0.00000000,0.00520106,0.00839029,0.00258890
-5.09354677,0.01947919,0.00324803,0.00000000,0.00000000,0.00601415,0.00970195,0.00299363
-5.08754377,0.02236264,0.00372882,0.00000000,0.00000000,0.00690441,0.01113810,0.00343677
-5.08154077,0.02548856,0.00425005,0.00000000,0.00000000,0.00786953,0.01269502,0.00391717
-5.07553777,0.02884280,0.00480935,0.00000000,0.00000000,0.00890514,0.01436566,0.00443266
-5.06953477,0.03240407,0.00540316,0.00000000,0.00000000,0.01000467,0.01613941,0.00497997
-5.06353177,0.03614363,0.00602671,0.00000000,0.00000000,0.01115925,0.01800196,0.00555468
-5.05752876,0.04002524,0.00667394,0.00000000,0.00000000,0.01235769,0.01993526,0.00615122
-5.05152576,0.04400542,0.00733761,0.00000000,0.00000000,0.01358657,0.02191765,0.00676290
-5.04552276,0.04803398,0.00800934,0.00000000,0.00000000,0.01483038,0.02392413,0.00738203
-5.03951976,0.05205484,0.00867979,0.00000000,0.00000000,0.01607182,0.02592677,0.00799996
-5.03351676,0.05600722,0.00933882,0.00000000,0.00000000,0.01729213,0.02789528,0.00860738
-5.02751376,0.05982703,0.00997573,0.00000000,0.00000000,0.01847151,0.02979775,0.00919441
-5.02151076,0.06344854,0.01057958,0.00000000,0.00000000,0.01958967,0.03160142,0.00975097
-5.01550775,0.06680623,0.01113942,0.00000000,0.00000000,0.02062641,0.03327364,0.01026698
-5.00950475,0.06983674,0.01164470,0.00000000,0.00000000,0.02156215,0.03478285,0.01073271
-5.00350175,0.07248088,0.01208554,0.00000000,0.00000000,0.02237865,0.03609951,0.01113905
-4.99749875,0.07468556,0.01245306,0.00000000,0.00000000,0.02305953,0.03719715,0.01147784
-4.99149575,0.07640562,0.01273974,0.00000000,0.00000000,0.02359087,0.03805320,0.01174214
-4.98549275,0.07760539,0.01293960,0.00000000,0.00000000,0.02396171,0.03864982,0.01192645
-4.97948974,0.07826007,0.01304849,0.00000000,0.00000000,0.02416444,0.03897451,0.01202696
-4.97348674,0.07835664,0.01306419,0.00000000,0.00000000,0.02419511,0.03902061,0.01204166
-4.96748374,0.07789448,0.01298655,0.00000000,0.00000000,0.02405365,0.03878756,0.01197043
-4.96148074,0.07688553,0.01281749,0.00000000,0.00000001,0.02374389,0.03828097,0.01181507
-4.95547774,0.07535410,0.01256098,0.00000000,0.00000001,0.02327353,0.03751249,0.01157931
-4.94947474,0.07333628,0.01222290,0.00000000,0.00000001,0.02265398,0.03649946,0.01126863
-4.94347174,0.07087900,0.01181092,0.00000000,0.00000001,0.02190010,0.03526444,0.01089019
-4.93746873,0.06803887,0.01133424,0.00000000,0.00000002,0.02102983,0.03383452,0.01045262
-4.93146573,0.06488086,0.01080342,0.00000000,0.00000003,0.02006386,0.03224063,0.00996580
-4.92546273,0.06147681,0.01023006,0.00000000,0.00000004,0.01902515,0.03051670,0.00944064
-4.91945973,0.05790400,0.00962656,0.00000000,0.00000005,0.01793862,0.02869884,0.00888886
-4.91345673,0.05424385,0.00900588,0.00000000,0.00000007,0.01683070,0.02682457,0.00832276
-4.90745373,0.05058076,0.00838132,0.00000000,0.00000010,0.01572911,0.02493212,0.00775506
-4.90145073,0.04700120,0.00776634,0.00000000,0.00000013,0.01466261,0.02305979,0.00719872
-4.89544772,0.04359315,0.00717441,0.00000000,0.00000018,0.01366091,0.02124553,0.00666686
-4.88944472,0.04044588,0.00661897,0.00000000,0.00000023,0.01275469,0.01952664,0.00617273
-4.88344172,0.03765006,0.00611337,0.00000000,0.00000031,0.01197571,0.01793961,0.00572968
-4.87743872,0.03529821,0.00567093,0.00000000,0.00000040,0.01135704,0.01652016,0.00535125
-4.87143572,0.03348546,0.00530504,0.00000000,0.00000052,0.01093339,0.01530343,0.00505125
-4.86543272,0.03231047,0.00502923,0.00000000,0.00000067,0.01074142,0.01432428,0.00484390
-4.85942971,0.03187648,0.00485736,0.00000000,0.00000085,0.01082022,0.01361764,0.00474401
-4.85342671,0.03229233,0.00480376,0.00000000,0.00000108,0.01121157,0.01321896,0.00476709
-4.84742371,0.03367332,0.00488338,0.00000000,0.00000136,0.01196026,0.01316462,0.00492952
-4.84142071,0.03614175,0.00511185,0.00000000,0.00000170,0.01311426,0.01349222,0.00524861
-4.83541771,0.03982700,0.00550558,0.00000000,0.00000211,0.01472459,0.01424085,0.00574265
-4.82941471,0.04486493,0.00608168,0.00000000,0.00000260,0.01684509,0.01545106,0.00643084
-4.82341171,0.05139662,0.00685787,0.00000000,0.00000318,0.01953181,0.01716468,0.00733311
-4.81740870,0.05956607,0.00785221,0.00000000,0.00000386,0.02284202,0.01942428,0.00846984
-4.81140570,0.06951714,0.00908271,0.00000000,0.00000465,0.02683295,0.02227239,0.00986139
-4.80540270,0.08138931,0.01056686,0.00000000,0.00000556,0.03156011,0.02575033,0.01152757
-4.79939970,0.09531257,0.01232098,0.00000000,0.00000661,0.03707518,0.02989676,0.01348688
-4.79339670,0.11140144,0.01435946,0.00000000,0.00000779,0.04342368,0.03474590,0.01575570
-4.78739370,0.12974815,0.01669390,0.00000000,0.00000912,0.05064226,0.04032545,0.01834730
-4.78139070,0.15041536,0.01933219,0.00000000,0.00001061,0.05875586,0.04665435,0.02127081
-4.77538769,0.17342869,0.02227750,0.00000000,0.00001224,0.06777480,0.05374046,0.02453017
-4.76938469,0.19876922,0.02552739,0.00000000,0.00001403,0.07769185,0.06157815,0.02812304
-4.76338169,0.22636668,0.02907280,0.00000000,0.00001596,0.08847962,0.07014604,0.03203981
-4.75737869,0.25609342,0.03289737,0.00000000,0.00001803,0.10008825,0.07940509,0.03626274
-4.75137569,0.28775979,0.03697671,0.00000000,0.00002022,0.11244370,0.08929691,0.04076530
-4.74537269,0.32111144,0.04127808,0.00000000,0.00002252,0.12544669,0.09974278,0.04551167
-4.73936968,0.35582860,0.04576023,0.00000000,0.00002489,0.13897258,0.11064319,0.05045674
-4.73336668,0.39152805,0.05037361,0.00000000,0.00002732,0.15287217,0.12187822,0.05554622
-4.72736368,0.42776769,0.05506091,0.00000000,0.00002977,0.16697361,0.13330877,0.06071736
-4.72136068,0.46405398,0.05975795,0.00000000,0.00003220,0.18108538,0.14477859,0.06589992
-4.71535768,0.49985219,0.06439500,0.00000000,0.00003459,0.19500040,0.15611727,0.07101760
-4.70935468,0.53459918,0.06889830,0.00000000,0.00003689,0.20850108,0.16714399,0.07598985
-4.70335168,0.56771848,0.07319202,0.00000000,0.00003905,0.22136533,0.17767203,0.08073395
-4.69734867,0.59863715,0.07720033,0.00000000,0.00004106,0.23337319,0.18751384,0.08516743
-4.69134567,0.62680374,0.08084971,0.00000000,0.00004285,0.24431393,0.19648652,0.08921059
-4.68534267,0.65170674,0.08407128,0.00000000,0.00004441,0.25399327,0.20441743,0.09278909
-4.67933967,0.67289269,0.08680311,0.00000000,0.00004570,0.26224054,0.21114980,0.09583658
-4.67333667,0.68998306,0.08899233,0.00000000,0.00004669,0.26891527,0.21654796,0.09829706
-4.66733367,0.70268927,0.09059712,0.00000000,0.00004737,0.27391308,0.22050204,0.10012706
-4.66133067,0.71082496,0.09158824,0.00000000,0.00004773,0.27717042,0.22293187,0.10129739
-4.65532766,0.71431498,0.09195022,0.00000000,0.00004775,0.27866811,0.22378992,0.10179447
-4.64932466,0.71320056,0.09168204,0.00000000,0.00004745,0.27843323,0.22306309,0.10162108
-4.64332166,0.70764034,0.09079733,0.00000000,0.00004683,0.27653951,0.22077326,0.10079656
-4.63731866,0.69790722,0.08932400,0.00000000,0.00004592,0.27310589,0.21697669,0.09935640
-4.63131566,0.68438090,0.08730343,0.00000000,0.00004472,0.26829354,0.21176203,0.09735126
-4.62531266,0.66753662,0.08478905,0.00000000,0.00004329,0.26230115,0.20524735,0.09484540
-4.61930965,0.64793026,0.08184468,0.00000000,0.00004164,0.25535898,0.19757609,0.09191466
-4.61330665,0.62618065,0.07854234,0.00000000,0.00003982,0.24772151,0.18891221,0.08864400
-4.60730365,0.60294956,0.07495995,0.00000000,0.00003788,0.23965938,0.17943482,0.08512476
-4.60130065,0.57892033,0.07117880,0.00000000,0.00003585,0.23145054,0.16933237,0.08145168
-4.59529765,0.55477589,0.06728102,0.00000000,0.00003377,0.22337126,0.15879688,0.07771989
-4.58929465,0.53117698,0.06334707,0.00000000,0.00003170,0.21568707,0.14801823,0.07402193
-4.58329165,0.50874144,0.05945339,0.00000000,0.00002966,0.20864419,0.13717882,0.07044490
-4.57728864,0.48802532,0.05567032,0.00000000,0.00002770,0.20246155,0.12644893,0.06706785
-4.57128564,0.46950631,0.05206026,0.00000000,0.00002584,0.19732381,0.11598263,0.06395957
-4.56528264,0.45357022,0.04867627,0.00000000,0.00002411,0.19337559,0.10591467,0.06117676
-4.55927964,0.44050074,0.04556097,0.00000000,0.00002253,0.19071703,0.09635817,0.05876261
-4.55327664,0.43047294,0.04274593,0.00000000,0.00002113,0.18940090,0.08740334,0.05674601
-4.54727364,0.42355045,0.04025144,0.00000000,0.00001991,0.18943130,0.07911692,0.05514111
-4.54127064,0.41968644,0.03808666,0.00000000,0.00001887,0.19076400,0.07154268,0.05394754
-4.53526763,0.41872833,0.03625016,0.00000000,0.00001804,0.19330840,0.06470245,0.05315100
-4.52926463,0.42042589,0.03473075,0.00000000,0.00001739,0.19693098,0.05859793,0.05272440
-4.52326163,0.42444242,0.03350866,0.00000000,0.00001695,0.20146025,0.05321293,0.05262931
-4.51725863,0.43036866,0.03255685,0.00000000,0.00001671,0.20669287,0.04851602,0.05281782
-4.51125563,0.43773883,0.03184256,0.00000000,0.00001666,0.21240087,0.04446340,0.05323466
-4.50525263,0.44604830,0.03132892,0.00000000,0.00001684,0.21833958,0.04100190,0.05381951
-4.49924962,0.45477224,0.03097665,0.00000000,0.00001725,0.22425619,0.03807199,0.05450945
-4.49324662,0.46338466,0.03074573,0.00000000,0.00001792,0.22989847,0.03561071,0.05524144
-4.48724362,0.47137720,0.03059705,0.00000000,0.00001891,0.23502340,0.03355435,0.05595482
-4.48124062,0.47827700,0.03049390,0.00000000,0.00002029,0.23940550,0.03184105,0.05659359
-4.47523762,0.48366317,0.03040343,0.00000000,0.00002213,0.24284443,0.03041295,0.05710868
-4.46923462,0.48718125,0.03029784,0.00000000,0.00002459,0.24517174,0.02921814,0.05745987
-4.46323162,0.48855527,0.03015546,0.00000000,0.00002782,0.24625635,0.02821230,0.05761744
-4.45722861,0.48759711,0.02996156,0.00000000,0.00003203,0.24600889,0.02735997,0.05756359
-4.45122561,0.48421281,0.02970905,0.00000000,0.00003750,0.24438439,0.02663556,0.05729336
-4.44522261,0.47840589,0.02939882,0.00000000,0.00004456,0.24138363,0.02602404,0.05681539
-4.43921961,0.47027753,0.02904001,0.00000000,0.00005362,0.23705285,0.02552147,0.05615209
-4.43321661,0.46002384,0.02864996,0.00000000,0.00006517,0.23148211,0.02513516,0.05533967
-4.42721361,0.44793047,0.02825408,0.00000000,0.00007982,0.22480227,0.02488380,0.05442769
-4.42121061,0.43436477,0.02788544,0.00000000,0.00009826,0.21718080,0.02479731,0.05347836
-4.41520760,0.41976600,0.02758429,0.00000000,0.00012130,0.20881670,0.02491659,0.05256559
-4.40920460,0.40463403,0.02739736,0.00000000,0.00014990,0.19993471,0.02529317,0.05177375
-4.40320160,0.38951691,0.02737714,0.00000000,0.00018515,0.19077898,0.02598875,0.05119626
-4.39719860,0.37499786,0.02758095,0.00000000,0.00022827,0.18160663,0.02707458,0.05093401
-4.39119560,0.36168198,0.02806995,0.00000000,0.00028063,0.17268134,0.02863087,0.05109366
-4.38519260,0.35018325,0.02890813,0.00000000,0.00034376,0.16426714,0.03074594,0.05178577
-4.37918959,0.34111191,0.03016111,0.00000000,0.00041934,0.15662268,0.03351537,0.05312290
-4.37318659,0.33506269,0.03189493,0.00000000,0.00050916,0.14999606,0.03704093,0.05521763
-4.36718359,0.33260392,0.03417481,0.00000000,0.00061515,0.14462039,0.04142938,0.05818047
-4.36118059,0.33426770,0.03706377,0.00000000,0.00073936,0.14071007,0.04679108,0.06211776
-4.35517759,0.34054125,0.04062125,0.00000000,0.00088389,0.13845786,0.05323837,0.06712953
-4.34917459,0.35185934,0.04490173,0.00000000,0.00105089,0.13803279,0.06088376,0.07330736
-4.34317159,0.36859791,0.04995324,0.00000000,0.00124256,0.13957876,0.06983786,0.08073215
-4.33716858,0.39106893,0.05581597,0.00000000,0.00146101,0.14321393,0.08020715,0.08947206
-4.33116558,0.41951622,0.06252088,0.00000000,0.00170833,0.14903072,0.09209147,0.09958043
-4.32516258,0.45411262,0.07008839,0.00000000,0.00198644,0.15709644,0.10558143,0.11109385
-4.31915958,0.49495824,0.07852724,0.00000000,0.00229712,0.16745445,0.12075566,0.12403045
-4.31315658,0.54207989,0.08783347,0.00000000,0.00264189,0.18012583,0.13767805,0.13838839
-4.30715358,0.59543190,0.09798967,0.00000000,0.00302203,0.19511141,0.15639507,0.15414479
