energy_ev,total_up,Fe_p_up,Fe_d_up,Mo_p_up,Mo_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-3.40070035,0.54975753,0.05574812,0.24713999,0.03737633,0.11030938,0.00042346,0.00501316,0.00167836,0.27910590
-3.39469735,0.50140982,0.04797344,0.21532865,0.03903516,0.12504912,0.00045788,0.00451681,0.00164114,0.24061231
-3.38869435,0.46422824,0.04161016,0.18754429,0.04172537,0.14285425,0.00050528,0.00419811,0.00165546,0.20750028
-3.38269135,0.43765516,0.03652082,0.16358500,0.04542062,0.16376780,0.00056529,0.00403574,0.00171787,0.17936687
-3.37668834,0.42109068,0.03257381,0.14322099,0.05009168,0.18780750,0.00063753,0.00401097,0.00182508,0.15580167
-3.37068534,0.41389573,0.02964461,0.12620147,0.05570402,0.21495545,0.00072154,0.00410736,0.00197388,0.13639434
-3.36468234,0.41539359,0.02761659,0.11226094,0.06221555,0.24514800,0.00081682,0.00431034,0.00216107,0.12074096
-3.35867934,0.42487018,0.02638139,0.10112501,0.06957426,0.27826624,0.00092269,0.00460692,0.00238336,0.10844922
-3.35267634,0.44157382,0.02583889,0.09251538,0.07771626,0.31412773,0.00103836,0.00498532,0.00263732,0.09914250
-3.34667334,0.46471515,0.02589716,0.08615422,0.08656416,0.35248006,0.00116281,0.00543466,0.00291926,0.09246305
-3.34067034,0.49346783,0.02647216,0.08176774,0.09602597,0.39299658,0.00129484,0.00594475,0.00322523,0.08807443
-3.33466733,0.52697088,0.02748754,0.07908924,0.10599477,0.43527504,0.00143302,0.00650592,0.00355095,0.08566344
-3.32866433,0.56433311,0.02887454,0.07786154,0.11634912,0.47883934,0.00157571,0.00710889,0.00389183,0.08494165
-3.32266133,0.60464033,0.03057206,0.07783907,0.12695433,0.52314467,0.00172105,0.00774482,0.00424296,0.08564687
-3.31665833,0.64696562,0.03252695,0.07878960,0.13766468,0.56758629,0.00186703,0.00840536,0.00459921,0.08754458
-3.31065533,0.69038294,0.03469458,0.08049576,0.14832650,0.61151174,0.00201148,0.00908285,0.00495529,0.09042960
-3.30465233,0.73398381,0.03703969,0.08275654,0.15878210,0.65423635,0.00215213,0.00977056,0.00530586,0.09412798
-3.29864932,0.77689706,0.03953753,0.08538867,0.16887448,0.69506150,0.00228671,0.01046299,0.00564573,0.09849923
-3.29264632,0.81831079,0.04217519,0.08822805,0.17845251,0.73329523,0.00241295,0.01115631,0.00596998,0.10343883
-3.28664332,0.85749613,0.04495311,0.09113118,0.18737666,0.76827415,0.00252870,0.01184876,0.00627413,0.10888102
-3.28064032,0.89383146,0.04788673,0.09397660,0.19552470,0.79938601,0.00263198,0.01254107,0.00655440,0.11480168
-3.27463732,0.92682631,0.05100807,0.09666627,0.20279740,0.82609180,0.00272108,0.01323690,0.00680781,0.12122115
-3.26863432,0.95614348,0.05436718,0.09912683,0.20912381,0.84794635,0.00279459,0.01394329,0.00703244,0.12820681
-3.26263132,0.98161835,0.05803336,0.10131065,0.21446585,0.86461661,0.00285147,0.01467090,0.00722749,0.13587507
-3.25662831,1.00327391,0.06209594,0.10319665,0.21882200,0.87589641,0.00289112,0.01543433,0.00739349,0.14439260
-3.25062531,1.02133067,0.06666456,0.10479064,0.22222978,0.88171717,0.00291339,0.01625219,0.00753230,0.15397640
-3.24462231,1.03621027,0.07186867,0.10612524,0.22476688,0.88215379,0.00291863,0.01714708,0.00764718,0.16489250
-3.23861931,1.04853213,0.07785630,0.10725927,0.22655080,0.87742538,0.00290762,0.01814539,0.00774277,0.17745294
-3.23261631,1.05910279,0.08479184,0.10827653,0.22773685,0.86789065,0.00288165,0.01927685,0.00782498,0.19201089
-3.22661331,1.06889752,0.09285288,0.10928387,0.22851456,0.85403813,0.00284239,0.02057399,0.00790087,0.20895359
-3.22061031,1.07903463,0.10222592,0.11040874,0.22910254,0.83647136,0.00279190,0.02207125,0.00797843,0.22869316
-3.21460730,1.09074282,0.11310105,0.11179601,0.22974186,0.81588993,0.00273255,0.02380403,0.00806635,0.25165517
-3.20860430,1.10532232,0.12566567,0.11360423,0.23068827,0.79306686,0.00266692,0.02580742,0.00817373,0.27826508
-3.20260130,1.12410119,0.14009728,0.11600135,0.23220335,0.76882346,0.00259772,0.02811487,0.00830972,0.30893276
-3.19659830,1.14838789,0.15655552,0.11915999,0.23454501,0.74400260,0.00252769,0.03075666,0.00848315,0.34403549
-3.19059530,1.17942185,0.17517376,0.12325236,0.23795768,0.71944157,0.00245954,0.03375836,0.00870220,0.38389977
-3.18459230,1.21832388,0.19605046,0.12844495,0.24266249,0.69594571,0.00239579,0.03713925,0.00897400,0.42878269
-3.17858929,1.26604820,0.21924067,0.13489311,0.24884795,0.67426367,0.00233874,0.04091074,0.00930426,0.47885344
-3.17258629,1.32333803,0.24474799,0.14273563,0.25666137,0.65506562,0.00229034,0.04507501,0.00969696,0.53417582
-3.16658329,1.39068669,0.27251754,0.15208953,0.26620159,0.63892500,0.00225217,0.04962379,0.01015409,0.59469248
-3.16058029,1.46830592,0.30243018,0.16304514,0.27751311,0.62630461,0.00222535,0.05453745,0.01067538,0.66021199
-3.15457729,1.55610305,0.33429848,0.17566162,0.29058219,0.61754758,0.00221051,0.05978439,0.01125821,0.73039926
-3.14857429,1.65366824,0.36786476,0.18996314,0.30533493,0.61287343,0.00220781,0.06532095,0.01189750,0.80477037
-3.14257129,1.76027293,0.40280159,0.20593570,0.32163764,0.61237940,0.00221687,0.07109166,0.01258573,0.88269232
-3.13656828,1.87487992,0.43871481,0.22352491,0.33929942,0.61604688,0.00223685,0.07703007,0.01331312,0.96338820
-3.13056528,1.99616534,0.47514929,0.24263469,0.35807715,0.62375258,0.00226648,0.08306008,0.01406775,1.04594804
-3.12456228,2.12255209,0.51159738,0.26312711,0.37768254,0.63528397,0.00230407,0.08909772,0.01483590,1.12934541
-3.11855928,2.25225390,0.54750994,0.28482331,0.39779119,0.65035826,0.00234763,0.09505343,0.01560242,1.21245946
-3.11255628,2.38332872,0.58230956,0.30750574,0.41805332,0.66864407,0.00239489,0.10083465,0.01635117,1.29410185
-3.10655328,2.51373961,0.61540568,0.33092155,0.43810568,0.68978486,0.00244345,0.10634883,0.01706551,1.37304785
-3.10055028,2.64142083,0.64621105,0.35478727,0.45758432,0.71342292,0.00249081,0.11150644,0.01772880,1.44807044
-3.09454727,2.76434671,0.67415883,0.37879464,0.47613762,0.73922298,0.00253450,0.11622422,0.01832497,1.51797610
-3.08854427,2.88060047,0.69871973,0.40261744,0.49343907,0.76689422,0.00257215,0.12042817,0.01883904,1.58164109
-3.08254127,2.98844003,0.71941847,0.42591937,0.50919911,0.79620951,0.00260156,0.12405638,0.01925760,1.63804637
-3.07653827,3.08635799,0.73584879,0.44836256,0.52317577,0.82702095,0.00262080,0.12706150,0.01956927,1.68630991
-3.07053527,3.17313316,0.74768639,0.46961651,0.53518328,0.85927079,0.00262827,0.12941261,0.01976506,1.72571486
-3.06453227,3.24787104,0.75469931,0.48936738,0.54509856,0.89299686,0.00262269,0.13109657,0.01983866,1.75573217
-3.05852926,3.31003147,0.75675508,0.50732700,0.55286493,0.92833219,0.00260323,0.13211860,0.01978666,1.77603685
-3.05252626,3.35944187,0.75382461,0.52324147,0.55849323,0.96549831,0.00256943,0.13250216,0.01960858,1.78651688
-3.04652326,3.39629547,0.74598242,0.53689906,0.56205984,1.00479238,0.00252128,0.13228800,0.01930690,1.78727444
-3.04052026,3.42113422,0.73340344,0.54813677,0.56370212,1.04656846,0.00245913,0.13153259,0.01888691,1.77861937
-3.03451726,3.43481716,0.71635635,0.55684564,0.56361104,1.09121336,0.00238373,0.13030574,0.01835651,1.76105528
-3.02851426,3.43847562,0.69519406,0.56297423,0.56202170,1.13911833,0.00229616,0.12868778,0.01772589,1.73525872
-3.02251126,3.43345714,0.67034157,0.56653026,0.55920198,1.19064741,0.00219778,0.12676620,0.01700715,1.70205264
-3.01650825,3.42126082,0.64228191,0.56758015,0.55543995,1.24610432,0.00209017,0.12463207,0.01621392,1.66237534
-3.01050525,3.40346707,0.61154079,0.56624653,0.55103062,1.30569927,0.00197507,0.12237631,0.01536091,1.61724615
-3.00450225,3.38166523,0.57867061,0.56270378,0.54626281,1.36951763,0.00185436,0.12008605,0.01446340,1.56772976
-2.99849925,3.35738244,0.54423450,0.55717167,0.54140668,1.43749228,0.00172993,0.11784114,0.01353688,1.51490044
-2.99249625,3.33201747,0.50879103,0.54990752,0.53670257,1.50938143,0.00160368,0.11571118,0.01259656,1.45980801
-2.98649325,3.30678255,0.47288022,0.54119707,0.53235187,1.58475354,0.00147747,0.11375296,0.01165707,1.40344676
-2.98049025,3.28265641,0.43701113,0.53134465,0.52851028,1.66298076,0.00135303,0.11200866,0.01073211,1.34672875
-2.97448724,3.26035074,0.40165163,0.52066307,0.52528380,1.74324186,0.00123197,0.11050468,0.00983424,1.29046233
-2.96848424,3.24029192,0.36722038,0.50946371,0.52272785,1.82453531,0.00111578,0.10925134,0.00897470,1.23533670
-2.96248124,3.22261898,0.33408128,0.49804746,0.52084946,1.90570266,0.00100577,0.10824330,0.00816333,1.18191278
-2.95647824,3.20719797,0.30254030,0.48669682,0.51961243,1.98546171,0.00090306,0.10746073,0.00740855,1.13062060
-2.95047524,3.19365220,0.27284465,0.47566978,0.51894538,2.06244858,0.00080867,0.10687123,0.00671743,1.08176275
-2.94447224,3.18140665,0.24518404,0.46519565,0.51875211,2.13526722,0.00072344,0.10643226,0.00609579,1.03552358
-2.93846923,3.16974461,0.21969382,0.45547323,0.51892390,2.20254441,0.00064811,0.10609408,0.00554837,0.99198312
-2.93246623,3.15787346,0.19645963,0.44667122,0.51935305,2.26298792,0.00058334,0.10580292,0.00507905,0.95113497
-2.92646323,3.14499649,0.17552322,0.43893107,0.51994696,2.31544521,0.00052972,0.10550443,0.00469105,0.91290672
-2.92046023,3.13038675,0.15688912,0.43237184,0.52064206,2.35896004,0.00048782,0.10514702,0.00438718,0.87718204
-2.91445723,3.11345945,0.14053170,0.42709688,0.52141676,2.39282414,0.00045822,0.10468503,0.00417010,0.84382289
-2.90845423,3.09383879,0.12640245,0.42320187,0.52230275,2.41662138,0.00044155,0.10408166,0.00404249,0.81269083
-2.90245123,3.07141597,0.11443689,0.42078359,0.52339395,2.43026220,0.00043847,0.10331138,0.00400726,0.78366633
-2.89644822,3.04639495,0.10456119,0.41994888,0.52485256,2.43400624,0.00044976,0.10236185,0.00406773,0.75666513
-2.89044522,3.01932370,0.09669794,0.42082312,0.52691176,2.42847209,0.00047629,0.10123512,0.00422763,0.73165086
-2.88444222,2.99110888,0.09077114,0.42355754,0.52987484,2.41463307,0.00051902,0.09994828,0.00449125,0.70864356
-2.87843922,2.96301303,0.08671013,0.42833478,0.53411044,2.39379920,0.00057901,0.09853332,0.00486331,0.68772365
-2.87243622,2.93663403,0.08445246,0.43537221,0.54004424,2.36758574,0.00065743,0.09703633,0.00534894,0.66903143
-2.86643322,2.91386756,0.08394573,0.44492257,0.54814706,2.33786959,0.00075548,0.09551615,0.00595346,0.65276232
-2.86043022,2.89685395,0.08514825,0.45727170,0.55891993,2.30673516,0.00087441,0.09404236,0.00668221,0.63915814
-2.85442721,2.88791188,0.08802879,0.47273319,0.57287667,2.27641215,0.00101544,0.09269289,0.00754026,0.62849525
-2.84842421,2.88946154,0.09256539,0.49164027,0.59052458,2.24920755,0.00117974,0.09155125,0.00853209,0.62107013
-2.84242121,2.90394094,0.09874345,0.51433488,0.61234423,2.22743496,0.00136835,0.09070351,0.00966126,0.61718331
-2.83641821,2.93371882,0.10655319,0.54115471,0.63876899,2.21334391,0.00158212,0.09023530,0.01093008,0.61712264
-2.83041521,2.98100817,0.11598674,0.57241854,0.67016544,2.20905213,0.00182168,0.09022868,0.01233926,0.62114685
-2.82441221,3.04778415,0.12703498,0.60841074,0.70681538,2.21648335,0.00208732,0.09075931,0.01388764,0.62947015
-2.81840920,3.13570994,0.13968440,0.64936574,0.74890043,2.23731299,0.00237898,0.09189384,0.01557189,0.64224892
-2.81240620,3.24607376,0.15391410,0.69545320,0.79648990,2.27292357,0.00269620,0.09368769,0.01738643,0.65957096
-2.80640320,3.37973962,0.16969313,0.74676484,0.84953255,2.32437124,0.00303805,0.09618323,0.01932325,0.68144798
-2.80040020,3.53711384,0.18697837,0.80330365,0.90785276,2.39236417,0.00340311,0.09940854,0.02137202,0.70781164
-2.79439720,3.71812835,0.20571292,0.86497606,0.97115125,2.47725313,0.00378949,0.10337671,0.02352019,0.73851328
-2.78839420,3.92224116,0.22582529,0.93158774,1.03901047,2.57903373,0.00419480,0.10808559,0.02575328,0.77332723
-2.78239120,4.14845353,0.24722923,1.00284327,1.11090449,2.69735962,0.00461618,0.11351824,0.02805523,0.81195751
-2.77638819,4.39534238,0.26982433,1.07834972,1.18621281,2.83156508,0.00505036,0.11964372,0.03040885,0.85404742
-2.77038519,4.66110602,0.29349728,1.15762420,1.26423763,2.98069543,0.00549370,0.12641848,0.03279645,0.89919141
-2.76438219,4.94362031,0.31812368,1.24010491,1.34422374,3.14354315,0.00594227,0.13378801,0.03520036,0.94694851
-2.75837919,5.24050245,0.34357034,1.32516521,1.42538005,3.31868764,0.00639196,0.14168884,0.03760362,0.99685649
-2.75237619,5.54917871,0.36969786,1.41212999,1.50690169,3.50453644,0.00683853,0.15005070,0.03999055,1.04844590
-2.74637319,5.86695276,0.39636332,1.50029353,1.58799190,3.69936591,0.00727776,0.15879884,0.04234736,1.10125321
-2.74037019,6.19107139,0.42342300,1.58893786,1.66788228,3.90135951,0.00770553,0.16785629,0.04466259,1.15483232
-2.73436718,6.51878447,0.45073476,1.67735079,1.74585093,4.10864248,0.00811793,0.17714607,0.04692745,1.20876371
-2.72836418,6.84739685,0.47816017,1.76484257,1.82123742,4.31931152,0.00851138,0.18659319,0.04913604,1.26266102
-2.72236118,7.17431033,0.50556608,1.85076050,1.89345413,4.53145928,0.00888268,0.19612650,0.05128537,1.31617449
-2.71635818,7.49705463,0.53282565,1.93450078,1.96199366,4.74319336,0.00922910,0.20568010,0.05337519,1.36899153
-2.71035518,7.81330719,0.55981876,2.01551711,2.02643221,4.95265015,0.00954845,0.21519458,0.05540765,1.42083434
-2.70435218,8.12090225,0.58643182,2.09332595,2.08642902,5.15800446,0.00983912,0.22461776,0.05738679,1.47145511
-2.69834917,8.41783045,0.61255703,2.16750816,2.14172230,5.35747570,0.01010009,0.23390518,0.05931789,1.52062918
-2.69234617,8.70223075,0.63809114,2.23770758,2.19212230,5.54933214,0.01033094,0.24302019,0.06120670,1.56814707
-2.68634317,8.97237695,0.66293399,2.30362665,2.23750211,5.73189439,0.01053184,0.25193369,0.06305865,1.61380575
-2.68034017,9.22666124,0.68698677,2.36501994,2.27778705,5.90353939,0.01070354,0.26062360,0.06487793,1.65740036
-2.67433717,9.46357732,0.71015036,2.42168612,2.31294358,6.06270619,0.01084728,0.26907405,0.06666680,1.69871674
-2.66833417,9.68170543,0.73232377,2.47345925,2.34296840,6.20790412,0.01096478,0.27727440,0.06842479,1.73752572
-2.66233117,9.87970137,0.75340300,2.52020013,2.36787858,6.33772414,0.01105816,0.28521799,0.07014819,1.77357954
-2.65632816,10.05629100,0.77328033,2.56178851,2.38770329,6.45085336,0.01112984,0.29290089,0.07182967,1.80661080
-2.65032516,10.21027134,0.79184419,2.59811674,2.40247751,6.54609251,0.01118249,0.30032048,0.07345809,1.83633423
-2.64432216,10.34051845,0.80897973,2.62908537,2.41223809,6.62237586,0.01121896,0.30747409,0.07501858,1.86245105
-2.63831916,10.44600213,0.82457008,2.65460096,2.41702212,6.67879264,0.01124214,0.31435759,0.07649285,1.88465602
-2.63231616,10.52580640,0.83849826,2.67457639,2.41686756,6.71460879,0.01125493,0.32096417,0.07785972,1.90264655
-2.62631316,10.57915462,0.85064982,2.68893329,2.41181582,6.72928794,0.01126015,0.32728315,0.07909584,1.91613343
-2.62031016,10.60543766,0.86091592,2.69760665,2.40191600,6.72251023,0.01126044,0.33329908,0.08017664,1.92485276
-2.61430715,10.60424322,0.86919698,2.70055099,2.38723020,6.69418784,0.01125824,0.33899101,0.08107729,1.92857808
-2.60830415,10.57538440,0.87540655,2.69774764,2.36783950,6.64447621,0.01125572,0.34433211,0.08177383,1.92713240
-2.60230115,10.51892577,0.87947528,2.68921258,2.34384999,6.57378018,0.01125473,0.34928957,0.08224428,1.92039916
-2.59629815,10.43520527,0.88135499,2.67500407,2.31539850,6.48275452,0.01125680,0.35382493,0.08246968,1.90833181
-2.59029515,10.32485049,0.88102239,2.65522965,2.28265746,6.37229871,0.01126312,0.35789476,0.08243504,1.89096143
-2.58429215,10.18878838,0.87848259,2.63005185,2.24583871,6.24354602,0.01127452,0.36145172,0.08213015,1.86840200
-2.57828914,10.02824780,0.87377189,2.59969216,2.20519584,6.09784741,0.01129155,0.36444606,0.08155021,1.84085322
-2.57228614,9.84475443,0.86696014,2.56443304,2.16102508,5.93675064,0.01131448,0.36682746,0.08069618,1.80860073
-2.56628314,9.64011836,0.85815210,2.52461768,2.11366461,5.76197567,0.01134333,0.36854709,0.07957497,1.77201369
-2.56028014,9.41641455,0.84748808,2.48064756,2.06349226,5.57538699,0.01137798,0.36956002,0.07819936,1.73154004
-2.55427714,9.17595699,0.83514356,2.43297785,2.01092194,5.37896386,0.01141820,0.36982761,0.07658763,1.68769943
-2.54827414,8.92126723,0.82132786,2.38211094,1.95639865,5.17476956,0.01146373,0.36932006,0.07476310,1.64107438
-2.54227114,8.65503848,0.80628182,2.32858843,1.90039260,4.96492016,0.01151433,0.36801878,0.07275336,1.59229973
-2.53626813,8.38009620,0.79027449,2.27298200,1.84339247,4.75155389,0.01156987,0.36591851,0.07058943,1.54205100
-2.53026513,8.09935641,0.77359896,2.21588358,1.78589822,4.53680144,0.01163034,0.36302922,0.06830476,1.49103187
-2.52426213,7.81578278,0.75656732,2.15789549,1.72841356,4.32275788,0.01169591,0.35937742,0.06593426,1.43996114
-2.51825913,7.53234354,0.73950502,2.09962074,1.67143846,4.11145641,0.01176694,0.35500712,0.06351318,1.38955966
-2.51225613,7.25196925,0.72274455,2.04165414,1.61546194,3.90484425,0.01184398,0.34997998,0.06107620,1.34053741
-2.50625313,6.97751219,0.70661881,1.98457448,1.56095513,3.70476075,0.01192776,0.34437504,0.05865637,1.29358103
-2.50025013,6.71170817,0.69145427,1.92893790,1.50836506,3.51291777,0.01201917,0.33828766,0.05628440,1.24934218
-2.49424712,6.45714127,0.67756407,1.87527278,1.45810902,3.33088230,0.01211916,0.33182791,0.05398786,1.20842678
-2.48824412,6.21621201,0.66524137,1.82407591,1.41056979,3.16006120,0.01222877,0.32511833,0.05179071,1.17138543
-2.48224112,5.99110896,0.65475298,1.77580997,1.36609151,3.00168806,0.01234901,0.31829118,0.04971288,1.13870512
-2.47623812,5.78378415,0.64633363,1.73090199,1.32497645,2.85681193,0.01248077,0.31148529,0.04777007,1.11080232
-2.47023512,5.59593191,0.64018090,1.68974242,1.28748230,2.72628783,0.01262483,0.30484253,0.04597368,1.08801757
-2.46423212,5.42897115,0.63645104,1.65268455,1.25382011,2.61076905,0.01278173,0.29850406,0.04433094,1.07061152
-2.45822911,5.28403060,0.63525574,1.62004368,1.22415268,2.51070096,0.01295173,0.29260641,0.04284510,1.05876251
-2.45222611,5.16193686,0.63665999,1.59209579,1.19859323,2.42631652,0.01313478,0.28727766,0.04151578,1.05256564
-2.44622311,5.06320488,0.64068106,1.56907528,1.17720420,2.35763340,0.01333046,0.28263357,0.04033937,1.05203322
-2.44022011,4.98803065,0.64728857,1.55117154,1.15999624,2.30445280,0.01353794,0.27877401,0.03930949,1.05709654
-2.43421711,4.93628621,0.65640579,1.53852434,1.14692718,2.26636037,0.01375598,0.27577966,0.03841746,1.06760891
-2.42821411,4.90751688,0.66791198,1.53121797,1.13790104,2.24272917,0.01398291,0.27370908,0.03765280,1.08334973
-2.42221111,4.90094135,0.68164572,1.52927452,1.13276724,2.23272545,0.01421662,0.27259631,0.03700366,1.10402962
-2.41620810,4.91545500,0.69740927,1.53264652,1.13131999,2.23531732,0.01445455,0.27244903,0.03645725,1.12929628
-2.41020510,4.94963744,0.71497368,1.54120972,1.13329827,2.24928695,0.01469373,0.27324738,0.03600023,1.15874116
-2.40420210,5.00176496,0.73408459,1.55475657,1.13838649,2.27324676,0.01493078,0.27494351,0.03561895,1.19190663
-2.39819910,5.06982913,0.75446854,1.57299118,1.14621631,2.30565988,0.01516195,0.27746191,0.03529974,1.22829364
-2.39219610,5.15156227,0.77583958,1.59552665,1.15636974,2.34486528,0.01538312,0.28070061,0.03502912,1.26736967
-2.38619310,5.24447074,0.79790609,1.62188535,1.16838390,2.38910758,0.01558989,0.28453323,0.03479389,1.30857692
-2.38019010,5.34587630,0.82037744,1.65150286,1.18175769,2.43657141,0.01577763,0.28881182,0.03458130,1.35134056
-2.37418709,5.45296580,0.84297042,1.68373606,1.19596041,2.48542006,0.01594156,0.29337065,0.03437910,1.39507703
-2.36818409,5.56284858,0.86541519,1.71787537,1.21044235,2.53383740,0.01607682,0.29803061,0.03417565,1.43920213
-2.36218109,5.67262069,0.88746052,1.75316123,1.22464731,2.58007241,0.01617860,0.30260435,0.03395999,1.48313886
-2.35617809,5.77943409,0.90887823,1.78880429,1.23802656,2.62248471,0.01624229,0.30690184,0.03372196,1.52632496
-2.35017509,5.88056899,0.92946654,1.82400874,1.25005412,2.65958956,0.01626355,0.31073630,0.03345228,1.56821988
-2.34417209,5.97350632,0.94905235,1.85799766,1.26024243,2.69010071,0.01623852,0.31393018,0.03314270,1.60831110
-2.33816908,6.05599761,0.96749232,1.89003931,1.26815803,2.71296902,0.01616394,0.31632105,0.03278618,1.64611983
-2.33216608,6.12612896,0.98467268,1.91947295,1.27343640,2.72741505,0.01603728,0.31776708,0.03237702,1.68120575
-2.32616308,6.18237601,1.00050786,1.94573280,1.27579513,2.73295401,0.01585689,0.31815200,0.03191103,1.71317092
-2.32016008,6.22364701,1.01493807,1.96836877,1.27504484,2.72941140,0.01562213,0.31738913,0.03138567,1.74166271
-2.31415708,6.24931159,1.02792581,1.98706271,1.27109708,2.71692839,0.01533340,0.31542453,0.03080022,1.76637582
-2.30815408,6.25921326,1.03945172,2.00163908,1.26396874,2.69595611,0.01499226,0.31223894,0.03015584,1.78705326
-2.30215108,6.25366492,1.04950982,2.01206937,1.25378266,2.66723890,0.01460141,0.30784851,0.02945558,1.80348664
-2.29614807,6.23342700,1.05810256,2.01847001,1.24076423,2.63178688,0.01416468,0.30230431,0.02870445,1.81551559
-2.29014507,6.19966929,1.06523593,2.02109352,1.22523415,2.59083874,0.01368698,0.29569057,0.02790927,1.82302675
-2.28414207,6.15391816,1.07091485,2.02031362,1.20759760,2.54581652,0.01317417,0.28812180,0.02707853,1.82595226
-2.27813907,6.09799174,1.07513930,2.01660491,1.18833039,2.49827413,0.01263298,0.27973903,0.02622222,1.82426815
-2.27213607,6.03392647,1.07790126,2.01051841,1.16796281,2.44984216,0.01207078,0.27070508,0.02535154,1.81799275
-2.26613307,5.96389873,1.07918280,2.00265426,1.14706192,2.40217138,0.01149543,0.26119947,0.02447859,1.80718528
-2.26013007,5.89014561,1.07895543,1.99363311,1.12621343,2.35687772,0.01091509,0.25141289,0.02361604,1.79194486
-2.25412706,5.81488884,1.07718070,1.98406800,1.10600388,2.31549122,0.01033801,0.24154166,0.02277673,1.77240992
-2.24812406,5.74026564,1.07381223,1.97453808,1.08700422,2.27941129,0.00977230,0.23178237,0.02197336,1.74875819
-2.24212106,5.66826979,1.06879882,1.96556576,1.06975558,2.24987024,0.00922581,0.22232689,0.02121813,1.72120715
-2.23611806,5.60070534,1.06208871,1.95759843,1.05475782,2.22790657,0.00870594,0.21335796,0.02052241,1.69001485
-2.23011506,5.53915471,1.05363460,1.95099552,1.04246139,2.21434887,0.00821948,0.20504547,0.01989645,1.65548092
-2.22411206,5.48496189,1.04339919,1.94602163,1.03326275,2.20981057,0.00777258,0.19754350,0.01934922,1.61794754
-2.21810905,5.43923032,1.03136088,1.94284549,1.02750319,2.21469526,0.00737064,0.19098817,0.01888822,1.57780012
-2.21210605,5.40283424,1.01751928,1.94154488,1.02547097,2.22921144,0.00701830,0.18549627,0.01851937,1.53546723
-2.20610305,5.37644143,1.00190017,1.94211650,1.02740615,2.25339515,0.00671946,0.18116451,0.01824700,1.49141960
-2.20010005,5.36054439,0.98455963,1.94449010,1.03350735,2.28713862,0.00647730,0.17806947,0.01807387,1.44616779
-2.19409705,5.35549671,0.96558698,1.94854555,1.04393982,2.33022241,0.00629435,0.17626791,0.01800125,1.40025824
-2.18809405,5.36155111,0.94510633,1.95413161,1.05884364,2.38234869,0.00617256,0.17579748,0.01802901,1.35426764
-2.18209105,5.37889551,0.92327666,1.96108492,1.07834119,2.44317312,0.00611342,0.17667749,0.01815580,1.30879529
-2.17608804,5.40768384,0.90029029,1.96924808,1.10254316,2.51233295,0.00611802,0.17890986,0.01837919,1.26445367
-2.17008504,5.44805890,0.87636981,1.97848529,1.13155200,2.58946940,0.00618717,0.18247986,0.01869585,1.22185722
-2.16408204,5.50016507,0.85176358,1.98869488,1.16546259,2.67424269,0.00632145,0.18735683,0.01910174,1.18160956
-2.15807904,5.56414962,0.82673996,1.99981780,1.20435955,2.76633878,0.00652132,0.19349464,0.01959225,1.14428959
-2.15207604,5.64015244,0.80158058,2.01184167,1.24831116,2.86546731,0.00678714,0.20083195,0.02016237,1.11043692
-2.14607304,5.72828456,0.77657293,2.02480035,1.29736026,2.97135128,0.00711921,0.20929242,0.02080683,1.08053708
-2.14007004,5.82859738,0.75200258,2.03876916,1.35151239,3.08370911,0.00751780,0.21878472,0.02152019,1.05500730
-2.13406703,5.94104458,0.72814546,2.05385626,1.41072214,3.20223079,0.00798311,0.22920263,0.02229697,1.03418330
-2.12806403,6.06544006,0.70526038,2.07019101,1.47487855,3.32655012,0.00851529,0.24042526,0.02313169,1.01830786
-2.12206103,6.20141496,0.68358236,2.08791004,1.54379066,3.45621524,0.00911436,0.25231750,0.02401900,1.00752175
-2.11605803,6.34837768,0.66331673,2.10714231,1.61717446,3.59066011,0.00978018,0.26473086,0.02495365,1.00185746
-2.11005503,6.50548010,0.64463451,2.12799395,1.69464237,3.72917945,0.01051239,0.27750472,0.02593059,1.00123617
-2.10405203,6.67159333,0.62766896,2.15053405,1.77569626,3.87090934,0.01131033,0.29046823,0.02694498,1.00546824
-2.09804902,6.84529545,0.61251361,2.17478226,1.85972493,4.01481567,0.01217301,0.30344264,0.02799223,1.01425736
-2.09204602,7.02487309,0.59922151,2.20069895,1.94600664,4.15969179,0.01309899,0.31624432,0.02906800,1.02720822
-2.08604302,7.20833768,0.58780592,2.22817835,2.03371708,4.30416622,0.01408634,0.32868826,0.03016818,1.04383751
-2.08004002,7.39345637,0.57824211,2.25704514,2.12194264,4.44672076,0.01513259,0.34059197,0.03128891,1.06358794
-2.07403702,7.57779645,0.57047013,2.28705438,2.20969864,4.58571830,0.01623463,0.35177976,0.03242655,1.08584460
-2.06803402,7.75878147,0.56439842,2.31789471,2.29595195,4.71943931,0.01738867,0.36208709,0.03357758,1.10995308
-2.06203102,7.93375610,0.55990794,2.34919446,2.37964669,4.84612513,0.01859016,0.37136494,0.03473856,1.13523863
-2.05602801,8.10005674,0.55685667,2.38053018,2.45973217,4.96402590,0.01983374,0.37948385,0.03590602,1.16102545
-2.05002501,8.25508393,0.55508411,2.41143700,2.53519139,5.07145055,0.02111319,0.38633763,0.03707630,1.18665544
-2.04402201,8.39637315,0.55441574,2.44142017,2.60506874,5.16681618,0.02242136,0.39184625,0.03824541,1.21150552
-2.03801901,8.52166028,0.55466723,2.46996730,2.66849567,5.24869416,0.02375012,0.39595812,0.03940889,1.23500289
