energy_ev,total_up,Hg_p_up,Hg_d_up,N_s_up,N_p_up,Se_s_up,Se_p_up
-5.76588294,1.80842022,0.25714280,0.90389465,0.06158338,0.04050549,0.01811100,0.48080705
-5.75987994,1.73198925,0.24997879,0.86302884,0.06203961,0.03875671,0.01623323,0.46028692
-5.75387694,1.65601510,0.24298384,0.82150180,0.06209316,0.03716007,0.01464140,0.44028719
-5.74787394,1.58148468,0.23628453,0.77988129,0.06174259,0.03574210,0.01333358,0.42104028
-5.74187094,1.50936109,0.23000115,0.73872931,0.06099627,0.03452474,0.01230576,0.40277195
-5.73586793,1.44056798,0.22424460,0.69859313,0.05987220,0.03352480,0.01155247,0.38569791
-5.72986493,1.37597407,0.21911334,0.65999655,0.05839745,0.03275347,0.01106715,0.37002017
-5.72386193,1.31637810,0.21469055,0.62343190,0.05660721,0.03221608,0.01084264,0.35592349
-5.71785893,1.26249456,0.21104153,0.58935242,0.05454370,0.03191189,0.01087137,0.34357165
-5.71185593,1.21494050,0.20821147,0.55816549,0.05225474,0.03183408,0.01114560,0.33310405
-5.70585293,1.17422387,0.20622377,0.53022649,0.04979222,0.03196991,0.01165748,0.32463249
-5.69984992,1.14073353,0.20507890,0.50583349,0.04721048,0.03230096,0.01239903,0.31823840
-5.69384692,1.11473149,0.20475399,0.48522274,0.04456464,0.03280365,0.01336206,0.31397060
-5.68784392,1.09634746,0.20520317,0.46856510,0.04190902,0.03344976,0.01453799,0.31184371
-5.68184092,1.08557612,0.20635868,0.45596334,0.03929561,0.03420724,0.01591771,0.31183732
-5.67583792,1.08227717,0.20813274,0.44745058,0.03677280,0.03504100,0.01749126,0.31389600
-5.66983492,1.08617829,0.21042024,0.44298964,0.03438419,0.03591395,0.01924768,0.31793011
-5.66383192,1.09688113,0.21310199,0.44247374,0.03216775,0.03678796,0.02117475,0.32381758
-5.65782891,1.11387011,0.21604857,0.44572819,0.03015510,0.03762502,0.02325879,0.33140641
-5.65182591,1.13652390,0.21912457,0.45251352,0.02837121,0.03838829,0.02548451,0.34051808
-5.64582291,1.16412940,0.22219304,0.46252973,0.02683415,0.03904317,0.02783495,0.35095150
-5.63981991,1.19589774,0.22511998,0.47542191,0.02555523,0.03955830,0.03029142,0.36248763
-5.63381691,1.23098191,0.22777867,0.49078696,0.02453924,0.03990646,0.03283355,0.37489443
-5.62781391,1.26849551,0.23005367,0.50818156,0.02378490,0.04006529,0.03543942,0.38793206
-5.62181091,1.30753211,0.23184421,0.52713101,0.02328542,0.04001788,0.03808577,0.40135808
-5.61580790,1.34718455,0.23306702,0.54713897,0.02302916,0.03975317,0.04074820,0.41493258
-5.60980490,1.38656363,0.23365832,0.56769772,0.02300036,0.03926608,0.04340154,0.42842287
-5.60380190,1.42481571,0.23357494,0.58829875,0.02317986,0.03855755,0.04602014,0.44160782
-5.59779890,1.46113856,0.23279456,0.60844342,0.02354584,0.03763426,0.04857831,0.45428142
-5.59179590,1.49479510,0.23131509,0.62765323,0.02407450,0.03650819,0.05105062,0.46625568
-5.58579290,1.52512471,0.22915329,0.64547960,0.02474074,0.03519609,0.05341234,0.47736273
-5.57978989,1.55155174,0.22634256,0.66151267,0.02551865,0.03371868,0.05563976,0.48745602
-5.57378689,1.57359120,0.22293029,0.67538892,0.02638207,0.03209986,0.05771052,0.49641073
-5.56778389,1.59085161,0.21897473,0.68679742,0.02730500,0.03036583,0.05960386,0.50412343
-5.56178089,1.60303510,0.21454164,0.69548448,0.02826190,0.02854415,0.06130087,0.51051103
-5.55577789,1.60993503,0.20970085,0.70125658,0.02922802,0.02666285,0.06278465,0.51550926
-5.54977489,1.61143156,0.20452302,0.70398169,0.03017957,0.02474958,0.06404043,0.51907074
-5.54377189,1.60748545,0.19907656,0.70358876,0.03109396,0.02283086,0.06505570,0.52116293
-5.53776888,1.59813073,0.19342507,0.70006583,0.03194988,0.02093142,0.06582020,0.52176604
-5.53176588,1.58346667,0.18762523,0.69345664,0.03272753,0.01907362,0.06632599,0.52087114
-5.52576288,1.56364962,0.18172529,0.68385610,0.03340869,0.01727715,0.06656748,0.51847863
-5.51975988,1.53888507,0.17576423,0.67140493,0.03397687,0.01555865,0.06654141,0.51459716
-5.51375688,1.50942040,0.16977152,0.65628364,0.03441749,0.01393167,0.06624691,0.50924306
-5.50775388,1.47553866,0.16376742,0.63870612,0.03471803,0.01240662,0.06568551,0.50244042
-5.50175088,1.43755333,0.15776394,0.61891323,0.03486819,0.01099091,0.06486121,0.49422164
-5.49574787,1.39580432,0.15176607,0.59716643,0.03486006,0.00968911,0.06378046,0.48462851
-5.48974487,1.35065508,0.14577346,0.57374183,0.03468829,0.00850326,0.06245228,0.47371356
-5.48374187,1.30249049,0.13978221,0.54892458,0.03435022,0.00743316,0.06088825,0.46154170
-5.47773887,1.25171550,0.13378680,0.52300385,0.03384599,0.00647679,0.05910253,0.44819181
-5.47173587,1.19875395,0.12778194,0.49626840,0.03317857,0.00563061,0.05711180,0.43375808
-5.46573287,1.14404743,0.12176423,0.46900267,0.03235377,0.00489002,0.05493521,0.41835105
-5.45972986,1.08805366,0.11573363,0.44148341,0.03138014,0.00424965,0.05259422,0.40209806
-5.45372686,1.03124419,0.10969455,0.41397683,0.03026885,0.00370373,0.05011236,0.38514297
-5.44772386,0.97410116,0.10365660,0.38673605,0.02903341,0.00324638,0.04751498,0.36764507
-5.44172086,0.91711298,0.09763491,0.35999900,0.02768939,0.00287186,0.04482889,0.34977727
-5.43571786,0.86076890,0.09165012,0.33398652,0.02625406,0.00257481,0.04208189,0.33172330
-5.42971486,0.80555255,0.08572792,0.30890071,0.02474592,0.00235039,0.03930235,0.31367435
-5.42371186,0.75193463,0.07989836,0.28492348,0.02318428,0.00219441,0.03651869,0.29582494
-5.41770885,0.70036497,0.07419483,0.26221528,0.02158875,0.00210342,0.03375883,0.27836846
-5.41170585,0.65126435,0.06865290,0.24091407,0.01997877,0.00207473,0.03104970,0.26149242
-5.40570285,0.60501645,0.06330905,0.22113445,0.01837312,0.00210644,0.02841673,0.24537371
-5.39969985,0.56196024,0.05819934,0.20296712,0.01678950,0.00219737,0.02588338,0.23017400
-5.39369685,0.52238324,0.05335815,0.18647856,0.01524415,0.00234702,0.02347077,0.21603565
-5.38769385,0.48651592,0.04881704,0.17171108,0.01375155,0.00255548,0.02119735,0.20307818
-5.38169085,0.45452759,0.04460368,0.15868319,0.01232416,0.00282325,0.01907864,0.19139544
-5.37568784,0.42652376,0.04074112,0.14739030,0.01097225,0.00315120,0.01712710,0.18105373
-5.36968484,0.40254531,0.03724710,0.13780584,0.00970388,0.00354031,0.01535207,0.17209082
-5.36368184,0.38256925,0.03413375,0.12988257,0.00852484,0.00399154,0.01375975,0.16451589
-5.35767884,0.36651111,0.03140740,0.12355433,0.00743874,0.00450564,0.01235331,0.15831037
-5.35167584,0.35422876,0.02906866,0.11873792,0.00644715,0.00508295,0.01113305,0.15342967
-5.34567284,0.34552756,0.02711265,0.11533521,0.00554978,0.00572318,0.01009660,0.14980553
-5.33966983,0.34016640,0.02552943,0.11323539,0.00474471,0.00642527,0.00923914,0.14734913
-5.33366683,0.33786458,0.02430453,0.11231727,0.00402862,0.00718718,0.00855374,0.14595448
-5.32766383,0.33830921,0.02341956,0.11245161,0.00339707,0.00800572,0.00803158,0.14550219
-5.32166083,0.34116284,0.02285299,0.11350344,0.00284474,0.00887650,0.00766230,0.14586342
-5.31565783,0.34607117,0.02258085,0.11533432,0.00236572,0.00979378,0.00743433,0.14690379
-5.30965483,0.35267074,0.02257751,0.11780450,0.00195371,0.01075048,0.00733512,0.14848722
-5.30365183,0.36059631,0.02281652,0.12077504,0.00160224,0.01173818,0.00735154,0.15047954
-5.29764882,0.36948797,0.02327131,0.12410980,0.00130487,0.01274725,0.00747011,0.15275183
-5.29164582,0.37899787,0.02391598,0.12767732,0.00105532,0.01376698,0.00767734,0.15518345
-5.28564282,0.38879654,0.02472602,0.13135269,0.00084761,0.01478579,0.00796003,0.15766463
-5.27963982,0.39857873,0.02567892,0.13501921,0.00067615,0.01579155,0.00830555,0.16009872
-5.27363682,0.40806881,0.02675480,0.13857013,0.00053579,0.01677190,0.00870215,0.16240400
-5.26763382,0.41702563,0.02793697,0.14191011,0.00042190,0.01771464,0.00913926,0.16451503
-5.26163082,0.42524687,0.02921230,0.14495667,0.00033031,0.01860815,0.00960779,0.16638373
-5.25562781,0.43257264,0.03057162,0.14764151,0.00025742,0.01944187,0.01010041,0.16797989
-5.24962481,0.43888855,0.03200992,0.14991151,0.00020008,0.02020667,0.01061184,0.16929138
-5.24362181,0.44412783,0.03352643,0.15172969,0.00015565,0.02089534,0.01113913,0.17032396
-5.23761881,0.44827264,0.03512458,0.15307571,0.00012193,0.02150294,0.01168187,0.17110067
-5.23161581,0.45135434,0.03681180,0.15394615,0.00009713,0.02202712,0.01224245,0.17166090
-5.22561281,0.45345276,0.03859916,0.15435440,0.00007986,0.02246839,0.01282623,0.17205907
-5.21960980,0.45469437,0.04050085,0.15433017,0.00006910,0.02283027,0.01344169,0.17236296
-5.21360680,0.45524931,0.04253359,0.15391856,0.00006415,0.02311939,0.01410052,0.17265184
-5.20760380,0.45532744,0.04471583,0.15317878,0.00006462,0.02334546,0.01481772,0.17301429
-5.20160080,0.45517347,0.04706697,0.15218250,0.00007044,0.02352116,0.01561157,0.17354585
-5.19559780,0.45506124,0.04960649,0.15101184,0.00008179,0.02366192,0.01650360,0.17434663
-5.18959480,0.45528750,0.05235309,0.14975715,0.00009918,0.02378568,0.01751851,0.17551888
-5.18359180,0.45616526,0.05532389,0.14851465,0.00012334,0.02391250,0.01868394,0.17716461
-5.17758879,0.45801707,0.05853378,0.14738388,0.00015532,0.02406419,0.02003031,0.17938346
-5.17158579,0.46116834,0.06199483,0.14646532,0.00019642,0.02426388,0.02159048,0.18227080
-5.16558279,0.46594102,0.06571594,0.14585800,0.00024825,0.02453555,0.02339930,0.18591608
-5.15957979,0.47264769,0.06970267,0.14565735,0.00031270,0.02490356,0.02549320,0.19040162
-5.15357679,0.48158624,0.07395730,0.14595324,0.00039191,0.02539223,0.02790952,0.19580173
-5.14757379,0.49303510,0.07847901,0.14682840,0.00048834,0.02602530,0.03068577,0.20218215
-5.14157079,0.50724896,0.08326435,0.14835699,0.00060469,0.02682555,0.03385877,0.20959975
-5.13556778,0.52445494,0.08830766,0.15060357,0.00074388,0.02781429,0.03746364,0.21810248
-5.12956478,0.54484893,0.09360170,0.15362224,0.00090907,0.02901093,0.04153259,0.22772929
-5.12356178,0.56859194,0.09913813,0.15745598,0.00110355,0.03043248,0.04609362,0.23851004
-5.11755878,0.59580625,0.10490799,0.16213612,0.00133072,0.03209310,0.05116908,0.25046514
-5.11155578,0.62657114,0.11090192,0.16768183,0.00159401,0.03400355,0.05677412,0.26360491
-5.10555278,0.66091808,0.11711019,0.17409961,0.00189677,0.03617073,0.06291509,0.27792847
-5.09954977,0.69882533,0.12352243,0.18138272,0.00224225,0.03859704,0.06958796,0.29342204
-5.09354677,0.74021202,0.13012703,0.18951050,0.00263339,0.04127993,0.07677676,0.31005691
-5.08754377,0.78493192,0.13691019,0.19844764,0.00307280,0.04421129,0.08445225,0.32778671
-5.08154077,0.83276716,0.14385476,0.20814333,0.00356262,0.04737704,0.09257077,0.34654457
-5.07553777,0.88342244,0.15093879,0.21853051,0.00410439,0.05075664,0.10107346,0.36623993
-5.06953477,0.93652022,0.15813401,0.22952515,0.00469896,0.05432287,0.10988589,0.38675555
-5.06353177,0.99159754,0.16540419,0.24102585,0.00534640,0.05804164,0.11891823,0.40794477
-5.05752876,1.04810496,0.17270381,0.25291367,0.00604591,0.06187204,0.12806596,0.42962957
-5.05152576,1.10540853,0.17997683,0.26505257,0.00679575,0.06576669,0.13721125,0.45159948
-5.04552276,1.16279486,0.18715597,0.27729039,0.00759324,0.06967220,0.14622490,0.47361179
-5.03951976,1.21948007,0.19416253,0.28946052,0.00843466,0.07353003,0.15496899,0.49539325
-5.03351676,1.27462241,0.20090681,0.30138432,0.00931535,0.07727758,0.16330002,0.51664340
-5.02751376,1.32733881,0.20728929,0.31287430,0.01022968,0.08084954,0.17107259,0.53703957
-5.02151076,1.37672474,0.21320253,0.32373800,0.01117111,0.08417946,0.17814340,0.55624361
-5.01550775,1.42187705,0.21853373,0.33378246,0.01213230,0.08720154,0.18437548,0.57391003
-5.00950475,1.46191883,0.22316800,0.34281917,0.01310519,0.08985252,0.18964245,0.58969540
-5.00350175,1.49602538,0.22699205,0.35066926,0.01408109,0.09207360,0.19383263,0.60326861
-4.99749875,1.52345006,0.22989827,0.35716870,0.01505083,0.09381235,0.19685287,0.61432155
-4.99149575,1.54354896,0.23178889,0.36217339,0.01600489,0.09502450,0.19863176,0.62257960
-4.98549275,1.55580297,0.23258014,0.36556364,0.01693354,0.09567551,0.19912228,0.62781164
-4.97948974,1.55983631,0.23220602,0.36724812,0.01782696,0.09574187,0.19830356,0.62983875
-4.97348674,1.55543047,0.23062162,0.36716677,0.01867538,0.09521198,0.19618185,0.62854142
-4.96748374,1.54253283,0.22780568,0.36529281,0.01946923,0.09408677,0.19279039,0.62386471
-4.96148074,1.52125949,0.22376230,0.36163351,0.02019927,0.09237972,0.18818850,0.61582112
-4.95547774,1.49189212,0.21852178,0.35622980,0.02085672,0.09011657,0.18245964,0.60449102
-4.94947474,1.45486910,0.21214030,0.34915478,0.02143336,0.08733456,0.17570873,0.59002059
-4.94347174,1.41077122,0.20469872,0.34051108,0.02192171,0.08408125,0.16805872,0.57261735
-4.93746873,1.36030282,0.19630037,0.33042739,0.02231509,0.08041304,0.15964669,0.55254360
-4.93146573,1.30426927,0.18706806,0.31905419,0.02260778,0.07639345,0.15061961,0.53010800
-4.92546273,1.24355192,0.17714043,0.30655904,0.02279517,0.07209119,0.14112984,0.50565574
-4.91945973,1.17908158,0.16666778,0.29312149,0.02287379,0.06757815,0.13133080,0.47955786
-4.91345673,1.11181198,0.15580767,0.27892808,0.02284149,0.06292737,0.12137274,0.45220011
-4.90745373,1.04269411,0.14472050,0.26416739,0.02269749,0.05821117,0.11139898,0.42397192
-4.90145073,0.97265258,0.13356519,0.24902553,0.02244248,0.05349937,0.10154257,0.39525595
-4.89544772,0.90256487,0.12249526,0.23368214,0.02207868,0.04885778,0.09192358,0.36641854
-4.88944472,0.83324398,0.11165538,0.21830703,0.02160979,0.04434699,0.08264711,0.33780157
-4.88344172,0.76542503,0.10117859,0.20305750,0.02104110,0.04002141,0.07380189,0.30971572
-4.87743872,0.69975591,0.09118417,0.18807647,0.02037933,0.03592872,0.06545967,0.28243548
-4.87143572,0.63679189,0.08177625,0.17349123,0.01963260,0.03210953,0.05767514,0.25619586
-4.86543272,0.57699410,0.07304323,0.15941294,0.01881031,0.02859747,0.05048655,0.23119079
-4.85942971,0.52073135,0.06505774,0.14593668,0.01792294,0.02541943,0.04391670,0.20757304
-4.85342671,0.46828481,0.05787734,0.13314198,0.01698190,0.02259604,0.03797443,0.18545560
-4.84742371,0.41985503,0.05154558,0.12109381,0.01599927,0.02014240,0.03265630,0.16491415
-4.84142071,0.37557061,0.04609351,0.10984376,0.01498760,0.01806878,0.02794854,0.14599050
-4.83541771,0.33549793,0.04154142,0.09943146,0.01395965,0.01638144,0.02382898,0.12869677
-4.82941471,0.29965150,0.03790068,0.08988610,0.01292817,0.01508349,0.02026911,0.11301988
-4.82341171,0.26800422,0.03517553,0.08122791,0.01190566,0.01417558,0.01723588,0.09892641
-4.81740870,0.24049734,0.03336483,0.07346965,0.01090422,0.01365656,0.01469351,0.08636743
-4.81140570,0.21704972,0.03246358,0.06661800,0.00993535,0.01352404,0.01260501,0.07528319
-4.80540270,0.19756625,0.03246419,0.06067484,0.00900991,0.01377475,0.01093351,0.06560768
-4.79939970,0.18194522,0.03335748,0.05563843,0.00813804,0.01440477,0.00964333,0.05727279
-4.79339670,0.17008472,0.03513339,0.05150447,0.00732915,0.01540962,0.00870086,0.05021212
-4.78739370,0.16188802,0.03778141,0.04826706,0.00659204,0.01678419,0.00807513,0.04436446
-4.78139070,0.15726809,0.04129084,0.04591961,0.00593498,0.01852262,0.00773825,0.03967686
-4.77538769,0.15615131,0.04565085,0.04445564,0.00536587,0.02061801,0.00766560,0.03610728
-4.76938469,0.15848060,0.05085042,0.04386956,0.00489250,0.02306220,0.00783593,0.03362692
-4.76338169,0.16421795,0.05687829,0.04415745,0.00452274,0.02584546,0.00823122,0.03222217
-4.75737869,0.17334661,0.06372299,0.04531777,0.00426479,0.02895625,0.00883656,0.03189621
-4.75137569,0.18587288,0.07137286,0.04735208,0.00412742,0.03238110,0.00963993,0.03267024
-4.74537269,0.20182751,0.07981635,0.05026562,0.00412022,0.03610451,0.01063186,0.03458429
-4.73936968,0.22126675,0.08904234,0.05406796,0.00425374,0.04010904,0.01180514,0.03769759
-4.73336668,0.24427282,0.09904071,0.05877341,0.00453964,0.04437550,0.01315452,0.04208843
-4.72736368,0.27095371,0.10980298,0.06440131,0.00499070,0.04888329,0.01467638,0.04785347
-4.72136068,0.30144201,0.12132300,0.07097608,0.00562080,0.05361088,0.01636839,0.05510629
-4.71535768,0.33589259,0.13359755,0.07852700,0.00644475,0.05853632,0.01822924,0.06397528
-4.70935468,0.37447884,0.14662687,0.08708760,0.00747799,0.06363785,0.02025835,0.07460068
-4.70335168,0.41738717,0.16041481,0.09669460,0.00873622,0.06889450,0.02245553,0.08713067
-4.69734867,0.46480959,0.17496864,0.10738650,0.01023485,0.07428664,0.02482074,0.10171662
-4.69134567,0.51693427,0.19029829,0.11920153,0.01198839,0.07979644,0.02735375,0.11850739
-4.68534267,0.57393395,0.20641501,0.13217514,0.01400966,0.08540815,0.03005381,0.13764280
-4.67933967,0.63595236,0.22332937,0.14633702,0.01630898,0.09110814,0.03291934,0.15924625
-4.67333667,0.70308887,0.24104849,0.16170762,0.01889328,0.09688482,0.03594755,0.18341692
-4.66733367,0.77538182,0.25957274,0.17829438,0.02176516,0.10272816,0.03913405,0.21022144
-4.66133067,0.85279102,0.27889181,0.19608772,0.02492205,0.10862902,0.04247243,0.23968563
-4.65532766,0.93518029,0.29898046,0.21505691,0.02835536,0.11457824,0.04595392,0.27178642
-4.64932466,1.02230076,0.31979404,0.23514618,0.03204974,0.12056553,0.04956693,0.30644449
-4.64332166,1.11377611,0.34126416,0.25627115,0.03598260,0.12657816,0.05329678,0.34351791
-4.63731866,1.20909056,0.36329470,0.27831581,0.04012374,0.13259969,0.05712530,0.38279733
-4.63131566,1.30758082,0.38575855,0.30113042,0.04443527,0.13860864,0.06103073,0.42400299
-4.62531266,1.40843288,0.40849537,0.32453042,0.04887187,0.14457733,0.06498754,0.46678401
-4.61930965,1.51068441,0.43131055,0.34829657,0.05338132,0.15047092,0.06896651,0.51072019
-4.61330665,1.61323351,0.45397580,0.37217654,0.05790532,0.15624681,0.07293494,0.55532654
-4.60730365,1.71485397,0.47623132,0.39588797,0.06238071,0.16185437,0.07685701,0.60006061
-4.60130065,1.81421723,0.49778978,0.41912306,0.06674093,0.16723524,0.08069440,0.64433266
-4.59529765,1.90992069,0.51834203,0.44155464,0.07091776,0.17232398,0.08440706,0.68751836
-4.58929465,2.00052153,0.53756435,0.46284356,0.07484325,0.17704937,0.08795415,0.72897383
-4.58329165,2.08457528,0.55512721,0.48264722,0.07845181,0.18133612,0.09129526,0.76805248
-4.57728864,2.16067766,0.57070497,0.50062899,0.08168229,0.18510702,0.09439166,0.80412315
-4.57128564,2.22750800,0.58398632,0.51646802,0.08448009,0.18828546,0.09720768,0.83658883
-4.56528264,2.28387276,0.59468492,0.52986935,0.08679912,0.19079817,0.09971221,0.86490519
-4.55927964,2.32874693,0.60254972,0.54057356,0.08860354,0.19257810,0.10188007,0.88859832
-4.55327664,2.36131177,0.60737461,0.54836578,0.08986917,0.19356731,0.10369341,0.90728068
-4.54727364,2.38098687,0.60900668,0.55308361,0.09058462,0.19371961,0.10514284,0.92066467
-4.54127064,2.38745513,0.60735301,0.55462349,0.09075187,0.19300303,0.10622844,0.92857328
-4.53526763,2.38067936,0.60238526,0.55294539,0.09038654,0.19140173,0.10696043,0.93094709
-4.52926463,2.36090955,0.59414222,0.54807539,0.08951755,0.18891749,0.10735941,0.92784736
-4.52326163,2.32868037,0.58272986,0.54010620,0.08818636,0.18557049,0.10745631,0.91945515
-4.51725863,2.28479885,0.56831901,0.52919549,0.08644582,0.18139954,0.10729185,0.90606618
-4.51125563,2.23032264,0.55114081,0.51556209,0.08435855,0.17646148,0.10691550,0.88808183
-4.50525263,2.16652962,0.53148007,0.49948021,0.08199507,0.17083002,0.10638407,0.86599654
-4.49924962,2.09488021,0.50966679,0.48127198,0.07943160,0.16459391,0.10575986,0.84038210
-4.49324662,2.01697376,0.48606640,0.46129850,0.07674775,0.15785451,0.10510844,0.81186949
-4.48724362,1.93450084,0.46106902,0.43994993,0.07402419,0.15072302,0.10449617,0.78112909
-4.48124062,1.84919340,0.43507817,0.41763480,0.07134023,0.14331726,0.10398755,0.74884987
-4.47523762,1.76277468,0.40849956,0.39476916,0.06877164,0.13575834,0.10364246,0.71571861
-4.46923462,1.67691081,0.38173027,0.37176583,0.06638860,0.12816718,0.10351349,0.68239980
-4.46323162,1.59316592,0.35514873,0.34902416,0.06425392,0.12066119,0.10364346,0.64951711
-4.45722861,1.51296235,0.32910589,0.32692071,0.06242160,0.11335111,0.10406322,0.61763690
-4.45122561,1.43754714,0.30391787,0.30580097,0.06093570,0.10633820,0.10478986,0.58725465
-4.44522261,1.36796605,0.27986012,0.28597250,0.05982966,0.09971180,0.10582552,0.55878431
-4.43921961,1.30504545,0.25716341,0.26769957,0.05912595,0.09354748,0.10715675,0.53255122
-4.43321661,1.24938257,0.23601147,0.25119933,0.05883602,0.08790566,0.10875453,0.50878843
-4.42721361,1.20134404,0.21654032,0.23663965,0.05896073,0.08283088,0.11057499,0.48763656
-4.42121061,1.16107223,0.19883910,0.22413842,0.05949095,0.07835165,0.11256081,0.46914688
-4.41520760,1.12849874,0.18295233,0.21376443,0.06040845,0.07448087,0.11464321,0.45328728
-4.40920460,1.10336424,0.16888320,0.20553947,0.06168701,0.07121676,0.11674452,0.43995090
-4.40320160,1.08524337,0.15659782,0.19944167,0.06329363,0.06854435,0.11878121,0.42896662
-4.39719860,1.07357357,0.14603005,0.19540974,0.06518983,0.06643726,0.12066715,0.42011109
-4.39119560,1.06768658,0.13708677,0.19334802,0.06733300,0.06485992,0.12231712,0.41312163
-4.38519260,1.06684103,0.12965324,0.19313207,0.06967773,0.06376987,0.12365025,0.40770936
-4.37918959,1.07025523,0.12359846,0.19461465,0.07217705,0.06312027,0.12459340,0.40357216
-4.37318659,1.07713856,0.11878026,0.19763182,0.07478360,0.06286242,0.12508407,0.40040688
-4.36718359,1.08672064,0.11505008,0.20200898,0.07745074,0.06294809,0.12507307,0.39792039
-4.36118059,1.09827725,0.11225721,0.20756679,0.08013343,0.06333173,0.12452643,0.39583916
-4.35517759,1.11115223,0.11025259,0.21412661,0.08278907,0.06397242,0.12342683,0.39391713
-4.34917459,1.12477485,0.10889199,0.22151549,0.08537818,0.06483534,0.12177419,0.39194172
-4.34317159,1.13867223,0.10803865,0.22957047,0.08786492,0.06589293,0.11958564,0.38973795
-4.33716858,1.15247665,0.10756538,0.23814211,0.09021749,0.06712551,0.11689475,0.38717069
-4.33116558,1.16592772,0.10735610,0.24709718,0.09240846,0.06852141,0.11375011,0.38414504
-4.32516258,1.17886960,0.10730697,0.25632038,0.09441494,0.07007662,0.11021334,0.38060525
-4.31915958,1.19124362,0.10732708,0.26571512,0.09621865,0.07179394,0.10635661,0.37653212
-4.31315658,1.20307674,0.10733874,0.27520325,0.09780592,0.07368163,0.10225985,0.37193927
-4.30715358,1.21446650,0.10727743,0.28472393,0.09916751,0.07575178,0.09800770,0.36686849
