energy_ev,total_up,Au_p_up,Au_d_up,S_s_up,S_p_up,Sb_p_up,Sb_d_up
-5.63981991,3.38379685,0.30972865,2.87703844,0.03502492,0.12303917,0.23651144,0.00734384
-5.63381691,3.34833016,0.30482392,2.84812615,0.03516975,0.12340987,0.23464967,0.00725540
-5.62781391,3.31810961,0.30037478,2.82364830,0.03532827,0.12416826,0.23307126,0.00717780
-5.62181091,3.29418874,0.29649730,2.80454848,0.03548863,0.12531559,0.23181819,0.00711363
-5.61580790,3.27749649,0.29329442,2.79166545,0.03563858,0.12684833,0.23092487,0.00706527
-5.60980490,3.26881761,0.29085294,2.78571540,0.03576596,0.12875834,0.23041691,0.00703483
-5.60380190,3.26877568,0.28924093,2.78727602,0.03585919,0.13103309,0.23031012,0.00702416
-5.59779890,3.27781886,0.28850565,2.79677307,0.03590780,0.13365591,0.23060962,0.00703482
-5.59179590,3.29620897,0.28867198,2.81446974,0.03590279,0.13660616,0.23130916,0.00706807
-5.58579290,3.32401420,0.28974156,2.84045900,0.03583711,0.13985942,0.23239076,0.00712487
-5.57978989,3.36110579,0.29169247,2.87465960,0.03570586,0.14338771,0.23382460,0.00720582
-5.57378689,3.40715897,0.29447974,2.91681572,0.03550657,0.14715966,0.23556921,0.00731122
-5.56778389,3.46165836,0.29803646,2.96650071,0.03523928,0.15114074,0.23757213,0.00744103
-5.56178089,3.52390792,0.30227551,3.02312491,0.03490654,0.15529349,0.23977079,0.00759485
-5.55577789,3.59304556,0.30709200,3.08594778,0.03451331,0.15957779,0.24209387,0.00777199
-5.54977489,3.66806210,0.31236611,3.15409400,0.03406682,0.16395126,0.24446295,0.00797143
-5.54377189,3.74782439,0.31796648,3.22657359,0.03357622,0.16836962,0.24679446,0.00819189
-5.53776888,3.83110222,0.32375386,3.30230541,0.03305234,0.17278725,0.24900194,0.00843182
-5.53176588,3.91659816,0.32958506,3.38014368,0.03250723,0.17715774,0.25099845,0.00868944
-5.52576288,4.00297989,0.33531692,3.45890675,0.03195379,0.18143460,0.25269913,0.00896283
-5.51975988,4.08891391,0.34081035,3.53740737,0.03140537,0.18557198,0.25402380,0.00924992
-5.51375688,4.17309969,0.34593413,3.61448352,0.03087533,0.18952552,0.25489951,0.00954857
-5.50775388,4.25430327,0.35056848,3.68902882,0.03037670,0.19325320,0.25526285,0.00985663
-5.50175088,4.33138915,0.35460828,3.76002160,0.02992183,0.19671620,0.25506215,0.01017197
-5.49574787,4.40334952,0.35796575,3.82655157,0.02952215,0.19987976,0.25425927,0.01049255
-5.48974487,4.46932963,0.36057262,3.88784324,0.02918794,0.20271403,0.25283094,0.01081646
-5.48374187,4.52864876,0.36238160,3.94327525,0.02892821,0.20519473,0.25076973,0.01114196
-5.47773887,4.58081570,0.36336729,3.99239491,0.02875061,0.20730377,0.24808443,0.01146751
-5.47173587,4.62553855,0.36352630,4.03492760,0.02866145,0.20902971,0.24479989,0.01179181
-5.46573287,4.66272826,0.36287674,4.07078056,0.02866573,0.21036798,0.24095637,0.01211382
-5.45972986,4.69249599,0.36145706,4.10004104,0.02876721,0.21132095,0.23660832,0.01243275
-5.45372686,4.71514431,0.35932429,4.12296898,0.02896856,0.21189774,0.23182265,0.01274806
-5.44772386,4.73115270,0.35655168,4.13998449,0.02927148,0.21211383,0.22667667,0.01305950
-5.44172086,4.74115773,0.35322595,4.15165052,0.02967683,0.21199045,0.22125556,0.01336702
-5.43571786,4.74592879,0.34944418,4.15865151,0.03018477,0.21155372,0.21564965,0.01367082
-5.42971486,4.74634015,0.34531042,4.16176869,0.03079481,0.21083367,0.20995151,0.01397128
-5.42371186,4.74334018,0.34093212,4.16185284,0.03150596,0.20986309,0.20425299,0.01426893
-5.41770885,4.73791899,0.33641664,4.15979544,0.03231666,0.20867625,0.19864228,0.01456442
-5.41170585,4.73107514,0.33186775,4.15649908,0.03322484,0.20730765,0.19320119,0.01485851
-5.40570285,4.72378278,0.32738234,4.15284806,0.03422781,0.20579072,0.18800260,0.01515195
-5.39969985,4.71695990,0.32304745,4.14967985,0.03532222,0.20415657,0.18310829,0.01544551
-5.39369685,4.71143875,0.31893766,4.14775846,0.03650390,0.20243290,0.17856723,0.01573988
-5.38769385,4.70793913,0.31511295,4.14775013,0.03776774,0.20064307,0.17441428,0.01603565
-5.38169085,4.70704531,0.31161709,4.15020216,0.03910753,0.19880538,0.17066947,0.01633323
-5.37568784,4.70918710,0.30847654,4.15552526,0.04051587,0.19693261,0.16733779,0.01663280
-5.36968484,4.71462570,0.30570006,4.16397998,0.04198401,0.19503181,0.16440952,0.01693428
-5.36368184,4.72344446,0.30327881,4.17566744,0.04350181,0.19310442,0.16186117,0.01723725
-5.35767884,4.73554502,0.30118710,4.19052460,0.04505770,0.19114663,0.15965673,0.01754091
-5.35167584,4.75064881,0.29938366,4.20832439,0.04663872,0.18915003,0.15774955,0.01784404
-5.34567284,4.76830403,0.29781350,4.22868053,0.04823058,0.18710249,0.15608438,0.01814496
-5.33966983,4.78789779,0.29641011,4.25105710,0.04981783,0.18498924,0.15459982,0.01844150
-5.33366683,4.80867344,0.29509810,4.27478272,0.05138405,0.18279405,0.15323080,0.01873104
-5.32766383,4.82975245,0.29379609,4.29906906,0.05291213,0.18050058,0.15191120,0.01901046
-5.32166083,4.85016052,0.29241978,4.32303321,0.05438454,0.17809364,0.15057639,0.01927618
-5.31565783,4.86885705,0.29088506,4.34572350,0.05578369,0.17556044,0.14916562,0.01952426
-5.30965483,4.88476752,0.28911112,4.36614812,0.05709227,0.17289183,0.14762423,0.01975041
-5.30365183,4.89681750,0.28702342,4.38330571,0.05829362,0.17008320,0.14590545,0.01995013
-5.29764882,4.90396767,0.28455642,4.39621710,0.05937205,0.16713534,0.14397194,0.02011880
-5.29164582,4.90524846,0.28165596,4.40395729,0.06031323,0.16405496,0.14179686,0.02025181
-5.28564282,4.89979346,0.27828130,4.40568659,0.06110445,0.16085499,0.13936453,0.02034475
-5.27963982,4.88687033,0.27440669,4.40067992,0.06173489,0.15755458,0.13667064,0.02039348
-5.27363682,4.86590813,0.27002246,4.38835320,0.06219584,0.15417887,0.13372205,0.02039437
-5.26763382,4.83652015,0.26513557,4.36828594,0.06248088,0.15075844,0.13053623,0.02034441
-5.26163082,4.79852131,0.25976962,4.34023904,0.06258598,0.14732859,0.12714034,0.02024134
-5.25562781,4.75193937,0.25396442,4.30416716,0.06250957,0.14392843,0.12356997,0.02008381
-5.24962481,4.69701947,0.24777499,4.26022503,0.06225255,0.14059974,0.11986777,0.01987145
-5.24362181,4.63422182,0.24127012,4.20876739,0.06181823,0.13738579,0.11608184,0.01960495
-5.23761881,4.56421230,0.23453057,4.15034247,0.06121228,0.13433012,0.11226405,0.01928609
-5.23161581,4.48784639,0.22764688,4.08567909,0.06044257,0.13147522,0.10846835,0.01891776
-5.22561281,4.40614693,0.22071697,4.01566780,0.05951903,0.12886132,0.10474909,0.01850392
-5.21960980,4.32027625,0.21384352,3.94133665,0.05845339,0.12652522,0.10115944,0.01804951
-5.21360680,4.23150392,0.20713127,3.86382251,0.05725901,0.12449926,0.09774994,0.01756039
-5.20760380,4.14117108,0.20068434,3.78433882,0.05595056,0.12281042,0.09456716,0.01704318
-5.20160080,4.05065270,0.19460362,3.70414110,0.05454377,0.12147963,0.09165261,0.01650509
-5.19559780,3.96131915,0.18898433,3.62449134,0.05305508,0.12052117,0.08904179,0.01595379
-5.18959480,3.87449849,0.18391387,3.54662275,0.05150138,0.11994244,0.08676346,0.01539721
-5.18359180,3.79144087,0.17946994,3.47170593,0.04989967,0.11974382,0.08483914,0.01484335
-5.17758879,3.71328633,0.17571913,3.40081802,0.04826675,0.11991878,0.08328275,0.01430007
-5.17158579,3.64103714,0.17271587,3.33491564,0.04661893,0.12045421,0.08210051,0.01377499
-5.16558279,3.57553580,0.17050185,3.27481287,0.04497178,0.12133094,0.08129095,0.01327526
-5.15957979,3.51744918,0.16910596,3.22116483,0.04333994,0.12252448,0.08084517,0.01280746
-5.15357679,3.46725964,0.16854464,3.17445756,0.04173684,0.12400581,0.08074715,0.01237749
-5.14757379,3.42526300,0.16882265,3.13500435,0.04017470,0.12574239,0.08097431,0.01199048
-5.14157079,3.39157352,0.16993422,3.10294857,0.03866437,0.12769927,0.08149810,0.01165072
-5.13556778,3.36613537,0.17186452,3.07827280,0.03721534,0.12984016,0.08228476,0.01136165
-5.12956478,3.34873996,0.17459131,3.06081350,0.03583582,0.13212862,0.08329614,0.01112585
-5.12356178,3.33904811,0.17808674,3.05028067,0.03453281,0.13452915,0.08449064,0.01094506
-5.11755878,3.33661606,0.18231914,3.04628124,0.03331224,0.13700823,0.08582411,0.01082019
-5.11155578,3.34092376,0.18725472,3.04834512,0.03217919,0.13953529,0.08725093,0.01075143
-5.10555278,3.35140421,0.19285909,3.05595252,0.03113804,0.14208339,0.08872498,0.01073823
-5.09954977,3.36747208,0.19909850,3.06856109,0.03019272,0.14462990,0.09020065,0.01077943
-5.09354677,3.38855041,0.20594069,3.08563161,0.02934687,0.14715678,0.09163384,0.01087329
-5.08754377,3.41409386,0.21335530,3.10665078,0.02860405,0.14965072,0.09298287,0.01101757
-5.08154077,3.44360726,0.22131392,3.13115007,0.02796782,0.15210304,0.09420932,0.01120956
-5.07553777,3.47665879,0.22978952,3.15871955,0.02744185,0.15450926,0.09527879,0.01144615
-5.06953477,3.51288689,0.23875558,3.18901624,0.02702993,0.15686853,0.09616147,0.01172384
-5.06353177,3.55200081,0.24818474,3.22176643,0.02673587,0.15918280,0.09683266,0.01203879
-5.05752876,3.59377500,0.25804720,3.25676222,0.02656339,0.16145583,0.09727304,0.01238683
-5.05152576,3.63803761,0.26830884,3.29385253,0.02651593,0.16369215,0.09746887,0.01276347
-5.04552276,3.68465430,0.27892935,3.33292931,0.02659633,0.16589589,0.09741196,0.01316389
-5.03951976,3.73350837,0.28986035,3.37391012,0.02680658,0.16806966,0.09709951,0.01358299
-5.03351676,3.78447874,0.30104380,3.41671830,0.02714743,0.17021358,0.09653382,0.01401539
-5.02751376,3.83741744,0.31241066,3.46126212,0.02761802,0.17232433,0.09572182,0.01445546
-5.02151076,3.89212820,0.32388016,3.50741461,0.02821558,0.17439459,0.09467458,0.01489737
-5.01550775,3.94834788,0.33535961,3.55499536,0.02893504,0.17641257,0.09340665,0.01533512
-5.00950475,4.00573209,0.34674497,3.60375588,0.02976883,0.17836199,0.09193540,0.01576265
-5.00350175,4.06384631,0.35792206,3.65336947,0.03070669,0.18022229,0.09028034,0.01617393
-4.99749875,4.12216319,0.36876868,3.70342651,0.03173558,0.18196924,0.08846245,0.01656304
-4.99149575,4.18006661,0.37915735,3.75343566,0.03283969,0.18357575,0.08650347,0.01692433
-4.98549275,4.23686232,0.38895870,3.80283093,0.03400069,0.18501306,0.08442535,0.01725250
-4.97948974,4.29179469,0.39804540,3.85098432,0.03519795,0.18625205,0.08224973,0.01754281
-4.97348674,4.34406873,0.40629640,3.89722331,0.03640902,0.18726471,0.07999746,0.01779114
-4.96748374,4.39287596,0.41360135,3.94085196,0.03761016,0.18802565,0.07768826,0.01799411
-4.96148074,4.43742257,0.41986483,3.98117455,0.03877705,0.18851354,0.07534049,0.01814925
-4.95547774,4.47695827,0.42501042,4.01751998,0.03988552,0.18871252,0.07297091,0.01825497
-4.94947474,4.51080383,0.42898405,4.04926555,0.04091240,0.18861322,0.07059464,0.01831072
-4.94347174,4.53837578,0.43175669,4.07585865,0.04183639,0.18821366,0.06822508,0.01831690
-4.93746873,4.55920671,0.43332607,4.09683486,0.04263894,0.18751972,0.06587397,0.01827489
-4.93146573,4.57295994,0.43371736,4.11183165,0.04330510,0.18654525,0.06355144,0.01818701
-4.92546273,4.57943784,0.43298261,4.12059673,0.04382428,0.18531183,0.06126606,0.01805638
-4.91945973,4.57858331,0.43119916,4.12299085,0.04419101,0.18384814,0.05902502,0.01788682
-4.91345673,4.57047468,0.42846685,4.11898499,0.04440549,0.18218898,0.05683415,0.01768272
-4.90745373,4.55531441,0.42490425,4.10865246,0.04447399,0.18037403,0.05469813,0.01744885
-4.90145073,4.53341262,0.42064409,4.09215663,0.04440922,0.17844644,0.05262052,0.01719023
-4.89544772,4.50516667,0.41582811,4.06973532,0.04423033,0.17645122,0.05060392,0.01691192
-4.88944472,4.47103830,0.41060156,4.04168320,0.04396291,0.17443367,0.04865009,0.01661889
-4.88344172,4.43152992,0.40510762,4.00833331,0.04363869,0.17243779,0.04676002,0.01631583
-4.87743872,4.38716158,0.39948215,3.97003939,0.04329505,0.17050495,0.04493412,0.01600709
-4.87143572,4.33845017,0.39384890,3.92715982,0.04297449,0.16867259,0.04317229,0.01569653
-4.86543272,4.28589211,0.38831544,3.88004462,0.04272375,0.16697334,0.04147411,0.01538748
-4.85942971,4.22995042,0.38297018,3.82902597,0.04259289,0.16543438,0.03983901,0.01508268
-4.85342671,4.17104673,0.37788034,3.77441289,0.04263420,0.16407703,0.03826644,0.01478432
-4.84742371,4.10955856,0.37309123,3.71649023,0.04290103,0.16291682,0.03675606,0.01449400
-4.84142071,4.04582153,0.36862664,3.65552160,0.04344639,0.16196369,0.03530792,0.01421285
-4.83541771,3.98013603,0.36449035,3.59175595,0.04432164,0.16122248,0.03392271,0.01394158
-4.82941471,3.91277742,0.36066872,3.52543686,0.04557498,0.16069368,0.03260188,0.01368052
-4.82341171,3.84400864,0.35713400,3.45681367,0.04724999,0.16037420,0.03134784,0.01342979
-4.81740870,3.77409403,0.35384823,3.38615327,0.04938415,0.16025826,0.03016408,0.01318934
-4.81140570,3.70331297,0.35076757,3.31375153,0.05200734,0.16033828,0.02905524,0.01295910
-4.80540270,3.63197207,0.34784657,3.23994313,0.05514054,0.16060569,0.02802717,0.01273899
-4.79939970,3.56041482,0.34504230,3.16510891,0.05879454,0.16105163,0.02708689,0.01252906
-4.79339670,3.48902763,0.34231804,3.08967992,0.06296890,0.16166750,0.02624250,0.01232949
-4.78739370,3.41824171,0.33964627,3.01413758,0.06765109,0.16244530,0.02550304,0.01214068
-4.78139070,3.34853040,0.33701093,2.93900965,0.07281596,0.16337786,0.02487826,0.01196318
-4.77538769,3.28040175,0.33440864,2.86486194,0.07842552,0.16445879,0.02437834,0.01179774
-4.76938469,3.21438690,0.33184901,2.79228618,0.08442914,0.16568234,0.02401358,0.01164526
-4.76338169,3.15102452,0.32935403,2.72188432,0.09076407,0.16704306,0.02379402,0.01150674
-4.75737869,3.09084242,0.32695645,2.65425017,0.09735657,0.16853543,0.02372903,0.01138320
-4.75137569,3.03433706,0.32469749,2.58994925,0.10412329,0.17015333,0.02382694,0.01127562
-4.74537269,2.98195246,0.32262386,2.52949785,0.11097324,0.17188965,0.02409460,0.01118487
-4.73936968,2.93405934,0.32078449,2.47334240,0.11781004,0.17373580,0.02453703,0.01111162
-4.73336668,2.89093601,0.31922689,2.42184028,0.12453455,0.17568135,0.02515708,0.01105625
-4.72736368,2.85275198,0.31799376,2.37524312,0.13104772,0.17771381,0.02595516,0.01101881
-4.72136068,2.81955537,0.31711964,2.33368343,0.13725362,0.17981853,0.02692906,0.01099895
-4.71535768,2.79126482,0.31662821,2.29716546,0.14306241,0.18197874,0.02807380,0.01099590
-4.70935468,2.76766661,0.31653009,2.26556080,0.14839328,0.18417578,0.02938172,0.01100845
-4.70335168,2.74841720,0.31682148,2.23860905,0.15317715,0.18638951,0.03084250,0.01103496
-4.69734867,2.73305136,0.31748364,2.21592381,0.15735893,0.18859887,0.03244347,0.01107339
-4.69134567,2.72099551,0.31848324,2.19700364,0.16089943,0.19078249,0.03416987,0.01112136
-4.68534267,2.71158592,0.31977361,2.18124787,0.16377659,0.19291952,0.03600535,0.01117623
-4.67933967,2.70409099,0.32129685,2.16797644,0.16598613,0.19499044,0.03793245,0.01123517
-4.67333667,2.69773661,0.32298654,2.15645313,0.16754152,0.19697791,0.03993319,0.01129529
-4.66733367,2.69173365,0.32477107,2.14591108,0.16847321,0.19886756,0.04198974,0.01135375
-4.66133067,2.68530616,0.32657733,2.13557961,0.16882732,0.20064874,0.04408498,0.01140786
-4.65532766,2.67771921,0.32833453,2.12471114,0.16866361,0.20231512,0.04620321,0.01145524
-4.64932466,2.66830499,0.32997790,2.11260702,0.16805303,0.20386509,0.04833064,0.01149386
-4.64332166,2.65648600,0.33145220,2.09864116,0.16707481,0.20530203,0.05045592,0.01152219
-4.63731866,2.64179433,0.33271464,2.08228043,0.16581333,0.20663426,0.05257048,0.01153924
-4.63131566,2.62388610,0.33373724,2.06310099,0.16435489,0.20787477,0.05466878,0.01154461
-4.62531266,2.60255047,0.33450827,2.04079978,0.16278443,0.20904070,0.05674838,0.01153853
-4.61930965,2.57771293,0.33503292,2.01520095,0.16118247,0.21015253,0.05880985,0.01152182
-4.61330665,2.54943263,0.33533296,1.98625685,0.15962231,0.21123304,0.06085649,0.01149586
-4.60730365,2.51789428,0.33544551,1.95404382,0.15816760,0.21230612,0.06289396,0.01146255
-4.60130065,2.48339482,0.33542101,1.91875321,0.15687046,0.21339536,0.06492967,0.01142416
-4.59529765,2.44632601,0.33532045,1.88067808,0.15577003,0.21452256,0.06697213,0.01138329
-4.58929465,2.40715361,0.33521197,1.84019667,0.15489163,0.21570627,0.06903023,0.01134267
-4.58329165,2.36639455,0.33516724,1.79775337,0.15424652,0.21696034,0.07111239,0.01130508
-4.57728864,2.32459320,0.33525751,1.75383843,0.15383207,0.21829260,0.07322585,0.01127315
-4.57128564,2.28229809,0.33554987,1.70896751,0.15363258,0.21970382,0.07537586,0.01124930
-4.56528264,2.24004018,0.33610367,1.66366199,0.15362044,0.22118685,0.07756513,0.01123553
-4.55927964,2.19831377,0.33696747,1.61843121,0.15375762,0.22272624,0.07979326,0.01123338
-4.55327664,2.15756098,0.33817656,1.57375725,0.15399754,0.22429815,0.08205646,0.01124382
-4.54727364,2.11816040,0.33975127,1.53008293,0.15428704,0.22587077,0.08434735,0.01126719
-4.54127064,2.08042015,0.34169604,1.48780342,0.15456851,0.22740510,0.08665505,0.01130317
-4.53526763,2.04457569,0.34399938,1.44726153,0.15478201,0.22885620,0.08896543,0.01135081
-4.52926463,2.01079192,0.34663461,1.40874655,0.15486744,0.23017480,0.09126154,0.01140854
-4.52326163,1.97916934,0.34956139,1.37249640,0.15476648,0.23130924,0.09352418,0.01147422
-4.51725863,1.94975347,0.35272785,1.33870247,0.15442453,0.23220760,0.09573268,0.01154528
-4.51125563,1.92254681,0.35607328,1.30751661,0.15379234,0.23282003,0.09786568,0.01161876
-4.50525263,1.89752236,0.35953106,1.27905938,0.15282753,0.23310102,0.09990198,0.01169150
-4.49924962,1.87463780,0.36303190,1.25342904,0.15149574,0.23301164,0.10182137,0.01176022
-4.49324662,1.85384938,0.36650691,1.23071029,0.14977166,0.23252157,0.10360543,0.01182168
-4.48724362,1.83512461,0.36989061,1.21098227,0.14763973,0.23161078,0.10523818,0.01187281
-4.48124062,1.81845316,0.37312357,1.19432529,0.14509454,0.23027081,0.10670663,0.01191082
-4.47523762,1.80385529,0.37615456,1.18082571,0.14214101,0.22850563,0.10800109,0.01193332
-4.46923462,1.79138754,0.37894222,1.17057906,0.13879432,0.22633192,0.10911541,0.01193839
-4.46323162,1.78114558,0.38145606,1.16369108,0.13507950,0.22377886,0.11004689,0.01192466
-4.45722861,1.77326411,0.38367693,1.16027693,0.13103090,0.22088736,0.11079615,0.01189134
-4.45122561,1.76791430,0.38559674,1.16045883,0.12669129,0.21770888,0.11136672,0.01183824
-4.44522261,1.76529899,0.38721784,1.16436253,0.12211086,0.21430374,0.11176457,0.01176575
-4.43921961,1.76564626,0.38855169,1.17211299,0.11734601,0.21073923,0.11199756,0.01167483
-4.43321661,1.76920198,0.38961737,1.18382992,0.11245794,0.20708743,0.11207483,0.01156692
-4.42721361,1.77622194,0.39043974,1.19962342,0.10751119,0.20342294,0.11200614,0.01144393
-4.42121061,1.78696410,0.39104751,1.21959053,0.10257206,0.19982061,0.11180140,0.01130811
-4.41520760,1.80168152,0.39147131,1.24381255,0.09770700,0.19635346,0.11147012,0.01116198
-4.40920460,1.82061638,0.39174194,1.27235384,0.09298102,0.19309071,0.11102113,0.01100829
-4.40320160,1.84399520,0.39188879,1.30526169,0.08845612,0.19009614,0.11046238,0.01084984
-4.39719860,1.87202536,0.39193863,1.34256749,0.08418983,0.18742678,0.10980087,0.01068951
-4.39119560,1.90489286,0.39191476,1.38428881,0.08023389,0.18513194,0.10904277,0.01053010
-4.38519260,1.94276090,0.39183647,1.43043193,0.07663305,0.18325253,0.10819368,0.01037433
-4.37918959,1.98576889,0.39171899,1.48099439,0.07342411,0.18182076,0.10725900,0.01022476
-4.37318659,2.03403134,0.39157369,1.53596693,0.07063510,0.18086009,0.10624431,0.01008374
-4.36718359,2.08763608,0.39140857,1.59533418,0.06828482,0.18038529,0.10515586,0.00995341
-4.36118059,2.14664112,0.39122893,1.65907358,0.06638242,0.18040278,0.10400104,0.00983567
-4.35517759,2.21106973,0.39103814,1.72715197,0.06492740,0.18091089,0.10278869,0.00973211
-4.34917459,2.28090342,0.39083831,1.79951954,0.06390972,0.18190020,0.10152943,0.00964408
-4.34317159,2.35607247,0.39063098,1.87610106,0.06331017,0.18335382,0.10023578,0.00957259
-4.33716858,2.43644428,0.39041743,1.95678433,0.06310095,0.18524759,0.09892215,0.00951834
-4.33116558,2.52180977,0.39019889,2.04140638,0.06324647,0.18755023,0.09760461,0.00948170
-4.32516258,2.61186845,0.38997631,2.12973792,0.06370421,0.19022340,0.09630054,0.00946267
-4.31915958,2.70621304,0.38974990,2.22146690,0.06442586,0.19322176,0.09502811,0.00946086
-4.31315658,2.80431477,0.38951839,2.31618229,0.06535850,0.19649305,0.09380558,0.00947547
-4.30715358,2.90551051,0.38927805,2.41335926,0.06644592,0.19997829,0.09265060,0.00950528
