energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Zr_p_up,Zr_d_up
-5.18359180,3.09923690,0.85118772,0.85853265,0.00164710,0.61674773,1.30975646,0.00000000,0.97440599,0.46530725
-5.17758879,3.10705445,0.86451485,0.85202391,0.00174566,0.61825867,1.32276566,0.00000000,0.96965347,0.47026605
-5.17158579,3.10497558,0.87496187,0.84181505,0.00184714,0.61875718,1.33064818,0.00000000,0.96255912,0.47423202
-5.16558279,3.09356081,0.88248640,0.82822639,0.00195160,0.61836000,1.33347100,0.00000000,0.95352006,0.47721318
-5.15957979,3.07351215,0.88708764,0.81163318,0.00205913,0.61719380,1.33138129,0.00000000,0.94297475,0.47922817
-5.15357679,3.04565013,0.88880586,0.79245232,0.00216985,0.61539206,1.32460051,0.00000000,0.93139120,0.48030560
-5.14757379,3.01088985,0.88772127,0.77112831,0.00228387,0.61309255,1.31341710,0.00000000,0.91925530,0.48048360
-5.14157079,2.97021679,0.88395249,0.74811890,0.00240128,0.61043527,1.29817827,0.00000000,0.90705919,0.47980952
-5.13556778,2.92466289,0.87765440,0.72388119,0.00252210,0.60756069,1.27928075,0.00000000,0.89529022,0.47833969
-5.12956478,2.87528332,0.86901541,0.69885853,0.00264627,0.60460844,1.25716102,0.00000000,0.88442049,0.47613921
-5.12356178,2.82313439,0.85825403,0.67346889,0.00277362,0.60171603,1.23228505,0.00000000,0.87489710,0.47328161
-5.11755878,2.76925267,0.84561477,0.64809479,0.00290382,0.59901763,1.20513783,0.00000000,0.86713320,0.46984828
-5.11155578,2.71463573,0.83136329,0.62307540,0.00303638,0.59664266,1.17621287,0.00000000,0.86149983,0.46592764
-5.10555278,2.66022438,0.81578097,0.59870068,0.00317062,0.59471425,1.14600197,0.00000000,0.85831871,0.46161389
-5.09954977,2.60688672,0.79915893,0.57520778,0.00330564,0.59334724,1.11498529,0.00000000,0.85785585,0.45700546
-5.09354677,2.55540414,0.78179162,0.55277968,0.00344035,0.59264600,1.08362218,0.00000000,0.86031616,0.45220299
-5.08754377,2.50645923,0.76397028,0.53154576,0.00357345,0.59270190,1.05234272,0.00000000,0.86583911,0.44730701
-5.08154077,2.46062609,0.74597633,0.51158431,0.00370343,0.59359062,1.02154041,0.00000000,0.87449557,0.44241542
-5.07553777,2.41836303,0.72807522,0.49292662,0.00382863,0.59536951,0.99156602,0.00000000,0.88628593,0.43762075
-5.06953477,2.38000807,0.71051064,0.47556221,0.00394722,0.59807509,0.96272278,0.00000000,0.90113979,0.43300751
-5.06353177,2.34577731,0.69349977,0.45944514,0.00405733,0.60172095,0.93526316,0.00000000,0.91891722,0.42864971
-5.05752876,2.31576656,0.67722936,0.44450080,0.00415699,0.60629639,0.90938706,0.00000000,0.93941192,0.42460863
-5.05152576,2.28995620,0.66185325,0.43063299,0.00424427,0.61176584,0.88524175,0.00000000,0.96235620,0.42093115
-5.04552276,2.26821939,0.64749104,0.41773092,0.00431734,0.61806934,0.86292320,0.00000000,0.98742812,0.41764868
-5.03951976,2.25033344,0.63422829,0.40567596,0.00437447,0.62512420,0.84247893,0.00000000,1.01426044,0.41477673
-5.03351676,2.23599417,0.62211800,0.39434768,0.00441417,0.63282778,0.82391214,0.00000000,1.04245155,0.41231526
-5.02751376,2.22483281,0.61118335,0.38362933,0.00443521,0.64106155,0.80718688,0.00000000,1.07157800,0.41024975
-5.02151076,2.21643485,0.60142149,0.37341230,0.00443669,0.64969607,0.79223413,0.00000000,1.10120839,0.40855303
-5.01550775,2.21036023,0.59280810,0.36359972,0.00441807,0.65859689,0.77895839,0.00000000,1.13091811,0.40718766
-5.00950475,2.20616399,0.58530252,0.35410906,0.00437924,0.66763095,0.76724453,0.00000000,1.16030461,0.40610875
-5.00350175,2.20341653,0.57885301,0.34487373,0.00432054,0.67667329,0.75696465,0.00000000,1.18900233,0.40526724
-4.99749875,2.20172266,0.57340195,0.33584380,0.00424274,0.68561356,0.74798463,0.00000000,1.21669701,0.40461314
-4.99149575,2.20073861,0.56889056,0.32698593,0.00414708,0.69436210,0.74017018,0.00000000,1.24313848,0.40409888
-4.98549275,2.20018614,0.56526304,0.31828250,0.00403524,0.70285512,0.73339206,0.00000000,1.26815151,0.40368225
-4.97948974,2.19986330,0.56246970,0.30973031,0.00390932,0.71105875,0.72753051,0.00000000,1.29164410,0.40332908
-4.97348674,2.19965126,0.56046927,0.30133865,0.00377178,0.71897169,0.72247860,0.00000000,1.31361279,0.40301531
-4.96748374,2.19951713,0.55923000,0.29312732,0.00362543,0.72662623,0.71814460,0.00000000,1.33414465,0.40272841
-4.96148074,2.19951256,0.55872986,0.28512428,0.00347333,0.73408762,0.71445338,0.00000000,1.35341571,0.40246813
-4.95547774,2.19976846,0.55895569,0.27736348,0.00331873,0.74145178,0.71134677,0.00000000,1.37168592,0.40224645
-4.94947474,2.20048617,0.55990169,0.26988271,0.00316504,0.74884141,0.70878324,0.00000000,1.38929048,0.40208699
-4.94347174,2.20192562,0.56156724,0.26272166,0.00301567,0.75640080,0.70673677,0.00000000,1.40662812,0.40202360
-4.93746873,2.20439124,0.56395440,0.25592038,0.00287403,0.76428938,0.70519532,0.00000000,1.42414643,0.40209858
-4.93146573,2.20821621,0.56706530,0.24951799,0.00274342,0.77267460,0.70415893,0.00000000,1.44232491,0.40236039
-4.92546273,2.21374609,0.57089954,0.24355189,0.00262695,0.78172417,0.70363761,0.00000000,1.46165633,0.40286118
-4.91945973,2.22132246,0.57545201,0.23805730,0.00252747,0.79159834,0.70364931,0.00000000,1.48262698,0.40365411
-4.91345673,2.23126731,0.58071099,0.23306731,0.00244752,0.80244225,0.70421791,0.00000000,1.50569671,0.40479071
-4.90745373,2.24386893,0.58665687,0.22861322,0.00238924,0.81437888,0.70537143,0.00000000,1.53127933,0.40631841
-4.90145073,2.25936964,0.59326141,0.22472525,0.00235436,0.82750282,0.70714056,0.00000000,1.55972410,0.40827823
-4.89544772,2.27795594,0.60048754,0.22143355,0.00234410,0.84187500,0.70955740,0.00000000,1.59129912,0.41070284
-4.88944472,2.29975107,0.60828970,0.21876937,0.00235921,0.85751869,0.71265453,0.00000000,1.62617703,0.41361493
-4.88344172,2.32481034,0.61661452,0.21676635,0.00239989,0.87441673,0.71646431,0.00000000,1.66442370,0.41702607
-4.87743872,2.35311892,0.62540186,0.21546191,0.00246578,0.89251014,0.72101838,0.00000000,1.70599017,0.42093583
-4.87143572,2.38459209,0.63458597,0.21489849,0.00255601,0.91169799,0.72634730,0.00000000,1.75070825,0.42533142
-4.86543272,2.41907769,0.64409665,0.21512476,0.00266915,0.93183862,0.73248030,0.00000000,1.79828983,0.43018757
-4.85942971,2.45636044,0.65386042,0.21619654,0.00280328,0.95275189,0.73944497,0.00000000,1.84832999,0.43546680
-4.85342671,2.49616776,0.66380145,0.21817760,0.00295600,0.97422256,0.74726704,0.00000000,1.90031378,0.44111992
-4.84742371,2.53817684,0.67384234,0.22113994,0.00312448,0.99600445,0.75596994,0.00000000,1.95362646,0.44708672
-4.84142071,2.58202251,0.68390458,0.22516392,0.00330554,1.01782536,0.76557442,0.00000000,2.00756675,0.45329694
-4.83541771,2.62730568,0.69390893,0.23033790,0.00349568,1.03939243,0.77609803,0.00000000,2.06136287,0.45967124
-4.82941471,2.67360201,0.70377549,0.23675748,0.00369118,1.06039800,0.78755451,0.00000000,2.11419060,0.46612241
-4.82341171,2.72047058,0.71342378,0.24452443,0.00388819,1.08052552,0.79995321,0.00000000,2.16519289,0.47255662
-4.81740870,2.76746246,0.72277271,0.25374515,0.00408280,1.09945563,0.81329841,0.00000000,2.21350049,0.47887476
-4.81140570,2.81412889,0.73174071,0.26452886,0.00427110,1.11687219,0.82758875,0.00000000,2.25825277,0.48497384
-4.80540270,2.86002906,0.74024587,0.27698532,0.00444935,1.13246811,0.84281670,0.00000000,2.29861844,0.49074857
-4.79939970,2.90473746,0.74820643,0.29122242,0.00461398,1.14595096,0.85896809,0.00000000,2.33381522,0.49609291
-4.79339670,2.94785066,0.75554146,0.30734338,0.00476172,1.15704839,0.87602181,0.00000000,2.36312838,0.50090179
-4.78739370,2.98899359,0.76217179,0.32544374,0.00488966,1.16551315,0.89394959,0.00000000,2.38592746,0.50507295
-4.78139070,3.02782535,0.76802131,0.34560828,0.00499530,1.17112778,0.91271594,0.00000000,2.40168089,0.50850879
-4.77538769,3.06404446,0.77301852,0.36790765,0.00507662,1.17370903,0.93227822,0.00000000,2.40996843,0.51111839
-4.76938469,3.09739367,0.77709822,0.39239512,0.00513212,1.17311185,0.95258679,0.00000000,2.41049105,0.51281959
-4.76338169,3.12766424,0.78020348,0.41910316,0.00516082,1.16923308,0.97358531,0.00000000,2.40307832,0.51354104
-4.75737869,3.15469976,0.78228762,0.44804019,0.00516231,1.16201467,0.99521107,0.00000000,2.38769326,0.51322434
-4.75137569,3.17839936,0.78331618,0.47918747,0.00513669,1.15144652,1.01739538,0.00000000,2.36443468,0.51182599
-4.74537269,3.19872027,0.78326883,0.51249619,0.00508463,1.13756883,1.04006408,0.00000000,2.33353698,0.50931935
-4.73936968,3.21567969,0.78214107,0.54788500,0.00500727,1.12047376,1.06313801,0.00000000,2.29536763,0.50569625
-4.73336668,3.22935574,0.77994562,0.58523796,0.00490621,1.10030647,1.08653352,0.00000000,2.25042220,0.50096838
-4.72736368,3.23988742,0.77671346,0.62440313,0.00478346,1.07726524,1.11016312,0.00000000,2.19931722,0.49516827
-4.72136068,3.24747338,0.77249448,0.66519197,0.00464138,1.05160064,1.13393607,0.00000000,2.14278067,0.48834976
-4.71535768,3.25236947,0.76735749,0.70737957,0.00448262,1.02361354,1.15775914,0.00000000,2.08164043,0.48058798
-4.70935468,3.25488482,0.76138984,0.75070600,0.00431002,0.99365178,1.18153739,0.00000000,2.01681045,0.47197866
-4.70335168,3.25537650,0.75469635,0.79487878,0.00412657,0.96210561,1.20517519,0.00000000,1.94927505,0.46263678
-4.69734867,3.25424272,0.74739774,0.83957662,0.00393533,0.92940154,1.22857722,0.00000000,1.88007122,0.45269459
-4.69134567,3.25191462,0.73962840,0.88445444,0.00373933,0.89599490,1.25164979,0.00000000,1.81026933,0.44229888
-4.68534267,3.24884672,0.73153372,0.92914964,0.00354155,0.86236095,1.27430214,0.00000000,1.74095237,0.43160771
-4.67933967,3.24550641,0.72326687,0.97328959,0.00334479,0.82898487,1.29644798,0.00000000,1.67319418,0.42078656
-4.67333667,3.24236241,0.71498521,1.01650009,0.00315168,0.79635076,1.31800701,0.00000000,1.60803712,0.41000399
-4.66733367,3.23987281,0.70684639,1.05841465,0.00296457,0.76492995,1.33890649,0.00000000,1.54646958,0.39942711
-4.66133067,3.23847280,0.69900425,1.09868413,0.00278552,0.73516905,1.35908266,0.00000000,1.48940420,0.38921680
-4.65532766,3.23856253,0.69160462,1.13698644,0.00261624,0.70747817,1.37848201,0.00000000,1.43765705,0.37952304
-4.64932466,3.24049535,0.68478119,1.17303588,0.00245808,0.68221959,1.39706211,0.00000000,1.39192880,0.37048036
-4.64332166,3.24456681,0.67865162,1.20659146,0.00231204,0.65969757,1.41479208,0.00000000,1.35278828,0.36220383
