energy_ev,total_up,Co_p_up,Co_d_up,N_s_up,N_p_up,Te_p_up,Te_d_up,Zr_p_up,Zr_d_up
-6.00000000,1.03668114,0.35115098,0.16867479,0.00307238,0.17104877,0.51696504,0.00000000,0.28139975,0.20126508
-5.99399700,1.06013192,0.35768814,0.16829015,0.00330636,0.18361042,0.52020841,0.00000000,0.28611240,0.21301238
-5.98799400,1.09110044,0.36549104,0.16946768,0.00356802,0.19767811,0.52663732,0.00000000,0.29410642,0.22623022
-5.98199100,1.12938885,0.37435536,0.17214856,0.00385629,0.21329552,0.53603276,0.00000000,0.30534809,0.24092410
-5.97598799,1.17471441,0.38406354,0.17625741,0.00416929,0.23049499,0.54813061,0.00000000,0.31974850,0.25708623
-5.96998499,1.22671146,0.39438996,0.18170374,0.00450431,0.24929397,0.56262756,0.00000000,0.33716345,0.27469314
-5.96398199,1.28493393,0.40510590,0.18838367,0.00485790,0.26969119,0.57918774,0.00000000,0.35739447,0.29370335
-5.95797899,1.34885844,0.41598464,0.19618159,0.00522586,0.29166280,0.59745007,0.00000000,0.38019100,0.31405494
-5.95197599,1.41788831,0.42680622,0.20497213,0.00560335,0.31515856,0.61703609,0.00000000,0.40525393,0.33566340
-5.94597299,1.49135849,0.43736206,0.21462210,0.00598507,0.34009842,0.63755826,0.00000000,0.43224038,0.35841970
-5.93996998,1.56854205,0.44745927,0.22499276,0.00636532,0.36636967,0.65862856,0.00000000,0.46077002,0.38218899
-5.93396698,1.64865818,0.45692461,0.23594213,0.00673823,0.39382498,0.67986726,0.00000000,0.49043256,0.40680991
-5.92796398,1.73088215,0.46560801,0.24732761,0.00709796,0.42228151,0.70091168,0.00000000,0.52079664,0.43209480
-5.92196098,1.81435726,0.47338579,0.25900860,0.00743887,0.45152128,0.72142476,0.00000000,0.55141970,0.45783090
-5.91595798,1.89820893,0.48016325,0.27084941,0.00775576,0.48129310,0.74110323,0.00000000,0.58185882,0.48378274
-5.90995498,1.98156063,0.48587682,0.28272207,0.00804406,0.51131596,0.75968514,0.00000000,0.61168200,0.50969555
-5.90395198,2.06355151,0.49049562,0.29450922,0.00830005,0.54128403,0.77695651,0.00000000,0.64047975,0.53529991
-5.89794897,2.14335530,0.49402233,0.30610684,0.00852103,0.57087315,0.79275677,0.00000000,0.66787650,0.56031745
-5.89194597,2.22019964,0.49649337,0.31742672,0.00870545,0.59974853,0.80698286,0.00000000,0.69354130,0.58446739
-5.88594297,2.29338526,0.49797839,0.32839859,0.00885307,0.62757366,0.81959168,0.00000000,0.71719759,0.60747378
-5.87993997,2.36230415,0.49857880,0.33897168,0.00896500,0.65401970,0.83060065,0.00000000,0.73863137,0.62907312
-5.87393697,2.42645559,0.49842564,0.34911579,0.00904373,0.67877535,0.84008642,0.00000000,0.75769765,0.64902198
-5.86793397,2.48545938,0.49767646,0.35882147,0.00909315,0.70155638,0.84818144,0.00000000,0.77432453,0.66710438
-5.86193097,2.53906521,0.49651155,0.36809959,0.00911844,0.72211462,0.85506861,0.00000000,0.78851492,0.68313842
-5.85592796,2.58715768,0.49512922,0.37697991,0.00912597,0.74024578,0.86097395,0.00000000,0.80034566,0.69698191
-5.84992496,2.62975620,0.49374066,0.38550892,0.00912313,0.75579581,0.86615763,0.00000000,0.80996390,0.70853671
-5.84392196,2.66700976,0.49256408,0.39374692,0.00911811,0.76866531,0.87090359,0.00000000,0.81758094,0.71775141
-5.83791896,2.69918651,0.49181863,0.40176433,0.00911971,0.77881189,0.87550813,0.00000000,0.82346363,0.72462238
-5.83191596,2.72665838,0.49171808,0.40963759,0.00913699,0.78625026,0.88026794,0.00000000,0.82792373,0.72919290
-5.82591296,2.74988147,0.49246461,0.41744465,0.00917904,0.79104993,0.88546808,0.00000000,0.83130549,0.73155059
-5.81990995,2.76937315,0.49424284,0.42526034,0.00925465,0.79333092,0.89137036,0.00000000,0.83397207,0.73182315
-5.81390695,2.78568673,0.49721430,0.43315192,0.00937200,0.79325734,0.89820275,0.00000000,0.83629133,0.73017264
-5.80790395,2.79938532,0.50151269,0.44117492,0.00953836,0.79102945,0.90615015,0.00000000,0.83862147,0.72678862
-5.80190095,2.81101587,0.50723988,0.44936962,0.00975985,0.78687457,0.91534713,0.00000000,0.84129729,0.72188052
-5.79589795,2.82108500,0.51446295,0.45775831,0.01004115,0.78103721,0.92587278,0.00000000,0.84461744,0.71566956
-5.78989495,2.83003775,0.52321232,0.46634355,0.01038527,0.77376907,0.93774794,0.00000000,0.84883338,0.70838073
-5.78389195,2.83824032,0.53348095,0.47510742,0.01079344,0.76531940,0.95093507,0.00000000,0.85414032,0.70023512
-5.77788894,2.84596767,0.54522473,0.48401197,0.01126493,0.75592610,0.96534042,0.00000000,0.86067061,0.69144303
-5.77188594,2.85339654,0.55836378,0.49300072,0.01179698,0.74580820,0.98081869,0.00000000,0.86848977,0.68219816
-5.76588294,2.86060407,0.57278491,0.50200116,0.01238485,0.73515977,0.99717957,0.00000000,0.87759527,0.67267303
-5.75987994,2.86757188,0.58834469,0.51092812,0.01302179,0.72414579,1.01419605,0.00000000,0.88791809,0.66301583
-5.75387694,2.87419525,0.60487332,0.51968771,0.01369920,0.71289985,1.03161391,0.00000000,0.89932688,0.65334881
-5.74787394,2.88029666,0.62217900,0.52818173,0.01440678,0.70152385,1.04916193,0.00000000,0.91163465,0.64376801
-5.74187094,2.88564270,0.64005251,0.53631210,0.01513274,0.69008952,1.06656233,0.00000000,0.92460739,0.63434438
-5.73586793,2.88996328,0.65827212,0.54398522,0.01586408,0.67864156,1.08354088,0.00000000,0.93797452,0.62512598
-5.72986493,2.89297203,0.67660844,0.55111579,0.01658691,0.66720211,1.09983640,0.00000000,0.95144056,0.61614113
-5.72386193,2.89438663,0.69482917,0.55763012,0.01728679,0.65577622,1.11520901,0.00000000,0.96469750,0.60740213
-5.71785893,2.89394797,0.71270378,0.56346847,0.01794908,0.64435794,1.12944710,0.00000000,0.97743749,0.59890939
-5.71185593,2.89143733,0.73000784,0.56858656,0.01855938,0.63293658,1.14237268,0.00000000,0.98936528,0.59065558
-5.70585293,2.88669053,0.74652717,0.57295610,0.01910387,0.62150282,1.15384505,0.00000000,1.00020999,0.58262963
-5.69984992,2.87960879,0.76206161,0.57656428,0.01956973,0.61005428,1.16376278,0.00000000,1.00973564,0.57482032
-5.69384692,2.87016573,0.77642852,0.57941250,0.01994546,0.59860032,1.17206416,0.00000000,1.01775034,0.56721933
-5.68784392,2.85841059,0.78946595,0.58151436,0.02022124,0.58716565,1.17872612,0.00000000,1.02411354,0.55982355
-5.68184092,2.84446761,0.80103543,0.58289313,0.02038918,0.57579289,1.18376205,0.00000000,1.02874122,0.55263672
-5.67583792,2.82853202,0.81102438,0.58357893,0.02044358,0.56454368,1.18721846,0.00000000,1.03160896,0.54567017
-5.66983492,2.81086288,0.81934810,0.58360585,0.02038106,0.55349849,1.18917101,0.00000000,1.03275252,0.53894296
-5.66383192,2.79177342,0.82595129,0.58300924,0.02020065,0.54275521,1.18971990,0.00000000,1.03226625,0.53248123
-5.65782891,2.77161947,0.83080897,0.58182332,0.01990383,0.53242648,1.18898501,0.00000000,1.03029915,0.52631698
-5.65182591,2.75078638,0.83392682,0.58007928,0.01949448,0.52263613,1.18710082,0.00000000,1.02704888,0.52048641
-5.64582291,2.72967528,0.83534079,0.57780404,0.01897870,0.51351472,1.18421142,0.00000000,1.02275384,0.51502787
-5.63981991,2.70868907,0.83511603,0.57501959,0.01836470,0.50519457,1.18046554,0.00000000,1.01768377,0.50997961
-5.63381691,2.68821870,0.83334503,0.57174300,0.01766247,0.49780454,1.17601191,0.00000000,1.01212913,0.50537743
-5.62781391,2.66863023,0.83014495,0.56798708,0.01688354,0.49146467,1.17099485,0.00000000,1.00638961,0.50125239
-5.62181091,2.65025307,0.82565431,0.56376143,0.01604060,0.48628108,1.16555028,0.00000000,1.00076252,0.49762867
-5.61580790,2.63336976,0.82002904,0.55907394,0.01514717,0.48234134,1.15980219,0.00000000,0.99553117,0.49452167
-5.60980490,2.61820756,0.81343795,0.55393246,0.01421721,0.47971044,1.15385953,0.00000000,0.99095396,0.49193650
-5.60380190,2.60493216,0.80605795,0.54834651,0.01326475,0.47842764,1.14781381,0.00000000,0.98725461,0.48986688
-5.59779890,2.59364352,0.79806897,0.54232898,0.01230356,0.47850430,1.14173720,0.00000000,0.98461387,0.48829452
-5.59179590,2.58437413,0.78964893,0.53589753,0.01134681,0.47992271,1.13568135,0.00000000,0.98316306,0.48718902
-5.58579290,2.57708954,0.78096897,0.52907564,0.01040679,0.48263613,1.12967698,0.00000000,0.98297973,0.48650829
-5.57978989,2.57169105,0.77218887,0.52189331,0.00949466,0.48656979,1.12373408,0.00000000,0.98408562,0.48619947
-5.57378689,2.56802053,0.76345317,0.51438726,0.00862025,0.49162299,1.11784281,0.00000000,0.98644683,0.48620033
-5.56778389,2.56586687,0.75488774,0.50660058,0.00779196,0.49767203,1.11197508,0.00000000,0.98997625,0.48644100
-5.56178089,2.56497383,0.74659712,0.49858203,0.00701663,0.50457394,1.10608658,0.00000000,0.99453791,0.48684612
-5.55577789,2.56504875,0.73866260,0.49038482,0.00629950,0.51217061,1.10011918,0.00000000,0.99995312,0.48733703
-5.54977489,2.56577164,0.73114092,0.48206502,0.00564429,0.52029336,1.09400355,0.00000000,1.00600782,0.48783412
-5.54377189,2.56680412,0.72406369,0.47367974,0.00505317,0.52876745,1.08766190,0.00000000,1.01246089,0.48825904
-5.53776888,2.56779776,0.71743743,0.46528508,0.00452689,0.53741650,1.08101044,0.00000000,1.01905281,0.48853680
-5.53176588,2.56840132,0.71124411,0.45693401,0.00406489,0.54606651,1.07396167,0.00000000,1.02551432,0.48859742
-5.52576288,2.56826666,0.70544212,0.44867422,0.00366544,0.55454931,1.06642627,0.00000000,1.03157456,0.48837725
-5.51975988,2.56705310,0.69996771,0.44054617,0.00332580,0.56270542,1.05831452,0.00000000,1.03696854,0.48781983
-5.51375688,2.56443015,0.69473672,0.43258132,0.00304236,0.57038605,1.04953722,0.00000000,1.04144338,0.48687616
-5.50775388,2.56007896,0.68964667,0.42480074,0.00281083,0.57745448,1.04000632,0.00000000,1.04476351,0.48550459
-5.50175088,2.55369262,0.68457916,0.41721410,0.00262638,0.58378664,1.02963517,0.00000000,1.04671450,0.48367022
-5.49574787,2.54497587,0.67940270,0.40981921,0.00248380,0.58927123,1.01833876,0.00000000,1.04710579,0.48134397
-5.48974487,2.53364483,0.67397578,0.40260215,0.00237765,0.59380930,1.00603399,0.00000000,1.04577235,0.47850153
-5.48374187,2.51942724,0.66815057,0.39553799,0.00230242,0.59731373,0.99264030,0.00000000,1.04257562,0.47512215
-5.47773887,2.50206394,0.66177688,0.38859217,0.00225260,0.59970856,0.97808081,0.00000000,1.03740388,0.47118763
-5.47173587,2.48131211,0.65470665,0.38172259,0.00222286,0.60092859,0.96228414,0.00000000,1.03017238,0.46668157
-5.46573287,2.45695056,0.64679889,0.37488220,0.00220809,0.60091931,0.94518702,0.00000000,1.02082364,0.46158897
-5.45972986,2.42878741,0.63792480,0.36802232,0.00220350,0.59963728,0.92673781,0.00000000,1.00932787,0.45589637
-5.45372686,2.39667008,0.62797328,0.36109622,0.00220474,0.59705116,0.90690070,0.00000000,0.99568399,0.44959255
-5.44772386,2.36049733,0.61685628,0.35406320,0.00220788,0.59314323,0.88566063,0.00000000,0.97992101,0.44266978
-5.44172086,2.32023293,0.60451419,0.34689278,0.00220950,0.58791149,0.86302867,0.00000000,0.96209996,0.43512561
-5.43571786,2.27592007,0.59092059,0.33956890,0.00220672,0.58137219,0.83904747,0.00000000,0.94231622,0.42696502
-5.42971486,2.22769589,0.57608657,0.33209400,0.00219723,0.57356246,0.81379660,0.00000000,0.92070188,0.41820296
-5.42371186,2.17580488,0.56006399,0.32449262,0.00217923,0.56454307,0.78739723,0.00000000,0.89742808,0.40886683
-5.41770885,2.12061018,0.54294770,0.31681457,0.00215152,0.55440078,0.76001599,0.00000000,0.87270683,0.39899896
-5.41170585,2.06260185,0.52487646,0.30913723,0.00211339,0.54325021,0.73186748,0.00000000,0.84679209,0.38865866
-5.40570285,2.00240102,0.50603239,0.30156706,0.00206464,0.53123486,0.70321526,0.00000000,0.81997970,0.37792383
-5.39969985,1.94075931,0.48663894,0.29423996,0.00200552,0.51852712,0.67437104,0.00000000,0.79260587,0.36689176
-5.39369685,1.87855284,0.46695736,0.28732059,0.00193671,0.50532696,0.64569200,0.00000000,0.76504413,0.35567908
-5.38769385,1.81677079,0.44728169,0.28100044,0.00185920,0.49185942,0.61757613,0.00000000,0.73770042,0.34442079
-5.38169085,1.75649826,0.42793255,0.27549468,0.00177428,0.47837064,0.59045572,0.00000000,0.71100642,0.33326825
-5.37568784,1.69889401,0.40924971,0.27103789,0.00168347,0.46512265,0.56478916,0.00000000,0.68541115,0.32238621
-5.36968484,1.64516347,0.39158390,0.26787861,0.00158842,0.45238696,0.54105115,0.00000000,0.66137098,0.31194897
-5.36368184,1.59652805,0.37528801,0.26627290,0.00149091,0.44043720,0.51972185,0.00000000,0.63933842,0.30213573
-5.35767884,1.55419162,0.36070804,0.26647706,0.00139271,0.42954118,0.50127508,0.00000000,0.61974989,0.29312549
-5.35167584,1.51930546,0.34817406,0.26873967,0.00129557,0.41995251,0.48616614,0.00000000,0.60301314,0.28509157
-5.34567284,1.49293298,0.33799148,0.27329312,0.00120120,0.41190240,0.47481950,0.00000000,0.58949450,0.27819600
-5.33966983,1.47601548,0.33043302,0.28034501,0.00111114,0.40559172,0.46761684,0.00000000,0.57950681,0.27258418
-5.33366683,1.46934019,0.32573145,0.29006948,0.00102682,0.40118405,0.46488574,0.00000000,0.57329815,0.26837991
-5.32766383,1.47351192,0.32407338,0.30259893,0.00094948,0.39879964,0.46688941,0.00000000,0.57104216,0.26568108
-5.32166083,1.48892929,0.32559427,0.31801628,0.00088018,0.39851098,0.47381770,0.00000000,0.57283024,0.26455621
-5.31565783,1.51576645,0.33037484,0.33634818,0.00081975,0.40033986,0.48577979,0.00000000,0.57866600,0.26504204
-5.30965483,1.55396112,0.33843876,0.35755938,0.00076886,0.40425626,0.50279857,0.00000000,0.58846223,0.26714210
-5.30365183,1.60320922,0.34975186,0.38154848,0.00072795,0.41017910,0.52480709,0.00000000,0.60204068,0.27082658
-5.29764882,1.66296656,0.36422264,0.40814551,0.00069730,0.41797875,0.55164699,0.00000000,0.61913463,0.27603320
-5.29164582,1.73245751,0.38170426,0.43711132,0.00067700,0.42748128,0.58306927,0.00000000,0.63939428,0.28266929
-5.28564282,1.81069044,0.40199766,0.46813911,0.00066698,0.43847423,0.61873708,0.00000000,0.66239488,0.29061472
-5.27963982,1.89647941,0.42485586,0.50085814,0.00066706,0.45071363,0.65823075,0.00000000,0.68764730,0.29972572
-5.27363682,1.98847168,0.44998931,0.53483965,0.00067692,0.46393197,0.70105493,0.00000000,0.71461075,0.30983933
-5.26763382,2.08517987,0.47707194,0.56960500,0.00069615,0.47784681,0.74664750,0.00000000,0.74270731,0.32077822
-5.26163082,2.18501797,0.50574790,0.60463575,0.00072427,0.49216964,0.79439040,0.00000000,0.77133762,0.33235581
-5.25562781,2.28634003,0.53563878,0.63938559,0.00076073,0.50661460,0.84362169,0.00000000,0.79989741,0.34438129
-5.24962481,2.38748015,0.56635091,0.67329379,0.00080496,0.52090676,0.89364892,0.00000000,0.82779418,0.35666450
-5.24362181,2.48679260,0.59748290,0.70579956,0.00085636,0.53478961,0.94376325,0.00000000,0.85446340,0.36902040
-5.23761881,2.58269085,0.62863281,0.73635709,0.00091433,0.54803149,0.99325389,0.00000000,0.87938388,0.38127299
-5.23161581,2.67368401,0.65940514,0.76445058,0.00097827,0.56043083,1.04142265,0.00000000,0.90209157,0.39325858
-5.22561281,2.75840994,0.68941730,0.78960871,0.00104762,0.57181988,1.08759806,0.00000000,0.92219147,0.40482833
-5.21960980,2.83566374,0.71830547,0.81141799,0.00112184,0.58206716,1.13114870,0.00000000,0.93936720,0.41585007
-5.21360680,2.90442104,0.74572983,0.82953446,0.00120046,0.59107831,1.17149535,0.00000000,0.95338809,0.42620934
-5.20760380,2.96385548,0.77137906,0.84369325,0.00128306,0.59879576,1.20812179,0.00000000,0.96411343,0.43580979
-5.20160080,3.01335012,0.79497412,0.85371558,0.00136927,0.60519707,1.24058377,0.00000000,0.97149404,0.44457298
-5.19559780,3.05250274,0.81627131,0.85951285,0.00145880,0.61029236,1.26851621,0.00000000,0.97557106,0.45243774
-5.18959480,3.08112512,0.83506465,0.86108783,0.00155146,0.61412099,1.29163827,0.00000000,0.97647224,0.45935912
