energy_ev,total_up,Au_p_up,Au_d_up,Ge_p_up,Ge_d_up,Te_p_up,Te_d_up
-6.00000000,1.49264931,0.07143204,1.35264166,0.03715241,0.00000000,0.11391624,0.00000000
-5.99399700,1.58946102,0.07404733,1.44053220,0.04045779,0.00000000,0.11835414,0.00000000
-5.98799400,1.69247872,0.07700307,1.53399403,0.04388906,0.00000000,0.12322199,0.00000000
-5.98199100,1.80131820,0.08033121,1.63265168,0.04742375,0.00000000,0.12850527,0.00000000
-5.97598799,1.91559159,0.08406525,1.73612595,0.05103823,0.00000000,0.13419052,0.00000000
-5.96998499,2.03490415,0.08823990,1.84403037,0.05470823,0.00000000,0.14026503,0.00000000
-5.96398199,2.15885079,0.09289079,1.95596728,0.05840951,0.00000000,0.14671644,0.00000000
-5.95797899,2.28701252,0.09805416,2.07152389,0.06211854,0.00000000,0.15353230,0.00000000
-5.95197599,2.41895319,0.10376659,2.19026867,0.06581315,0.00000000,0.16069967,0.00000000
-5.94597299,2.55421675,0.11006466,2.31174831,0.06947323,0.00000000,0.16820476,0.00000000
-5.93996998,2.69232528,0.11698471,2.43548545,0.07308128,0.00000000,0.17603255,0.00000000
-5.93396698,2.83277777,0.12456250,2.56097751,0.07662297,0.00000000,0.18416660,0.00000000
-5.92796398,2.97505001,0.13283282,2.68769654,0.08008750,0.00000000,0.19258880,0.00000000
-5.92196098,3.11859532,0.14182898,2.81509036,0.08346790,0.00000000,0.20127934,0.00000000
-5.91595798,3.26284641,0.15158228,2.94258485,0.08676105,0.00000000,0.21021667,0.00000000
-5.90995498,3.40721801,0.16212114,3.06958751,0.08996764,0.00000000,0.21937758,0.00000000
-5.90395198,3.55111046,0.17347018,3.19549198,0.09309184,0.00000000,0.22873731,0.00000000
-5.89794897,3.69391375,0.18564899,3.31968360,0.09614089,0.00000000,0.23826971,0.00000000
-5.89194597,3.83501220,0.19867073,3.44154564,0.09912437,0.00000000,0.24794737,0.00000000
-5.88594297,3.97378925,0.21254045,3.56046608,0.10205345,0.00000000,0.25774178,0.00000000
-5.87993997,4.10963231,0.22725327,3.67584463,0.10493992,0.00000000,0.26762340,0.00000000
-5.87393697,4.24193750,0.24279243,3.78709968,0.10779516,0.00000000,0.27756161,0.00000000
-5.86793397,4.37011394,0.25912725,3.89367509,0.11062906,0.00000000,0.28752470,0.00000000
-5.86193097,4.49358767,0.27621126,3.99504637,0.11344892,0.00000000,0.29747961,0.00000000
-5.85592796,4.61180500,0.29398039,4.09072628,0.11625837,0.00000000,0.30739173,0.00000000
-5.84992496,4.72423540,0.31235157,4.18026958,0.11905652,0.00000000,0.31722455,0.00000000
-5.84392196,4.83037399,0.33122183,4.26327688,0.12183707,0.00000000,0.32693937,0.00000000
-5.83791896,4.92974384,0.35046796,4.33939779,0.12458780,0.00000000,0.33649496,0.00000000
-5.83191596,5.02189834,0.36994700,4.40833324,0.12729023,0.00000000,0.34584741,0.00000000
-5.82591296,5.10642394,0.38949749,4.46983731,0.12991954,0.00000000,0.35495008,0.00000000
-5.81990995,5.18294356,0.40894174,4.52371871,0.13244489,0.00000000,0.36375378,0.00000000
-5.81390695,5.25112091,0.42808897,4.56984219,0.13482992,0.00000000,0.37220718,0.00000000
-5.80790395,5.31066601,0.44673934,4.60812998,0.13703370,0.00000000,0.38025756,0.00000000
-5.80190095,5.36134203,0.46468885,4.63856368,0.13901186,0.00000000,0.38785184,0.00000000
-5.79589795,5.40297315,0.48173475,4.66118630,0.14071803,0.00000000,0.39493789,0.00000000
-5.78989495,5.43545357,0.49768150,4.67610489,0.14210544,0.00000000,0.40146606,0.00000000
-5.78389195,5.45875697,0.51234682,4.68349313,0.14312863,0.00000000,0.40739092,0.00000000
-5.77788894,5.47294587,0.52556764,4.68359403,0.14374530,0.00000000,0.41267300,0.00000000
-5.77188594,5.47818024,0.53720559,4.67672200,0.14391799,0.00000000,0.41728054,0.00000000
-5.76588294,5.47472431,0.54715182,4.66326393,0.14361576,0.00000000,0.42119104,0.00000000
-5.75987994,5.46295088,0.55533074,4.64367873,0.14281560,0.00000000,0.42439245,0.00000000
-5.75387694,5.44334200,0.56170253,4.61849468,0.14150357,0.00000000,0.42688405,0.00000000
-5.74787394,5.41648545,0.56626427,4.58830403,0.13967561,0.00000000,0.42867669,0.00000000
-5.74187094,5.38306632,0.56904947,4.55375461,0.13733800,0.00000000,0.42979255,0.00000000
-5.73586793,5.34385349,0.57012610,4.51553797,0.13450733,0.00000000,0.43026418,0.00000000
-5.72986493,5.29968088,0.56959325,4.47437414,0.13121016,0.00000000,0.43013305,0.00000000
-5.72386193,5.25142399,0.56757629,4.43099327,0.12748220,0.00000000,0.42944753,0.00000000
-5.71785893,5.19997241,0.56422120,4.38611452,0.12336716,0.00000000,0.42826038,0.00000000
-5.71185593,5.14619934,0.55968800,4.34042300,0.11891539,0.00000000,0.42662607,0.00000000
-5.70585293,5.09092963,0.55414383,4.29454574,0.11418212,0.00000000,0.42459788,0.00000000
-5.69984992,5.03490775,0.54775600,4.24902780,0.10922576,0.00000000,0.42222510,0.00000000
-5.69384692,4.97876756,0.54068537,4.20430977,0.10410603,0.00000000,0.41955047,0.00000000
-5.68784392,4.92300547,0.53308041,4.16070803,0.09888213,0.00000000,0.41660801,0.00000000
-5.68184092,4.86795863,0.52507227,4.11839887,0.09361112,0.00000000,0.41342145,0.00000000
-5.67583792,4.81378963,0.51677099,4.07740760,0.08834636,0.00000000,0.41000327,0.00000000
-5.66983492,4.76047853,0.50826314,4.03760364,0.08313635,0.00000000,0.40635453,0.00000000
-5.66383192,4.70782313,0.49961084,3.99870195,0.07802373,0.00000000,0.40246541,0.00000000
-5.65782891,4.65544764,0.49085219,3.96027126,0.07304469,0.00000000,0.39831644,0.00000000
-5.65182591,4.60281940,0.48200300,3.92174885,0.06822863,0.00000000,0.39388045,0.00000000
-5.64582291,4.54927320,0.47305965,3.88246153,0.06359817,0.00000000,0.38912489,0.00000000
-5.63981991,4.49404196,0.46400277,3.84165199,0.05916939,0.00000000,0.38401467,0.00000000
-5.63381691,4.43629234,0.45480167,3.79850937,0.05495236,0.00000000,0.37851504,0.00000000
-5.62781391,4.37516379,0.44541893,3.75220291,0.05095181,0.00000000,0.37259453,0.00000000
-5.62181091,4.30980903,0.43581516,3.70191705,0.04716791,0.00000000,0.36622778,0.00000000
-5.61580790,4.23943419,0.42595344,3.64688651,0.04359719,0.00000000,0.35939793,0.00000000
-5.60980490,4.16333683,0.41580331,3.58642987,0.04023340,0.00000000,0.35209865,0.00000000
-5.60380190,4.08094011,0.40534412,3.51998008,0.03706839,0.00000000,0.34433558,0.00000000
-5.59779890,3.99182168,0.39456755,3.44711075,0.03409291,0.00000000,0.33612715,0.00000000
-5.59179590,3.89573625,0.38347925,3.36755713,0.03129732,0.00000000,0.32750478,0.00000000
-5.58579290,3.79263104,0.37209961,3.28123089,0.02867211,0.00000000,0.31851252,0.00000000
-5.57978989,3.68265349,0.36046363,3.18822834,0.02620843,0.00000000,0.30920600,0.00000000
-5.57378689,3.56615151,0.34861999,3.08883186,0.02389833,0.00000000,0.29965110,0.00000000
-5.56778389,3.44366624,0.33662949,2.98350462,0.02173499,0.00000000,0.28992202,0.00000000
-5.56178089,3.31591806,0.32456284,2.87287904,0.01971282,0.00000000,0.28009932,0.00000000
-5.55577789,3.18378676,0.31249814,2.75773967,0.01782743,0.00000000,0.27026763,0.00000000
-5.54977489,3.04828674,0.30051809,2.63900131,0.01607560,0.00000000,0.26051346,0.00000000
-5.54377189,2.91053870,0.28870709,2.51768340,0.01445513,0.00000000,0.25092305,0.00000000
-5.53776888,2.77173889,0.27714838,2.39488192,0.01296474,0.00000000,0.24158046,0.00000000
-5.53176588,2.63312732,0.26592142,2.27173979,0.01160390,0.00000000,0.23256585,0.00000000
-5.52576288,2.49595615,0.25509944,2.14941711,0.01037277,0.00000000,0.22395415,0.00000000
-5.51975988,2.36145948,0.24474744,2.02906217,0.00927203,0.00000000,0.21581408,0.00000000
-5.51375688,2.23082535,0.23492052,1.91178437,0.00830289,0.00000000,0.20820750,0.00000000
-5.50775388,2.10517098,0.22566276,1.79862981,0.00746698,0.00000000,0.20118921,0.00000000
-5.50175088,1.98552175,0.21700645,1.69056010,0.00676642,0.00000000,0.19480697,0.00000000
-5.49574787,1.87279433,0.20897185,1.58843516,0.00620381,0.00000000,0.18910193,0.00000000
-5.48974487,1.76778413,0.20156740,1.49299990,0.00578226,0.00000000,0.18410917,0.00000000
-5.48374187,1.67115712,0.19479023,1.40487519,0.00550548,0.00000000,0.17985847,0.00000000
-5.47773887,1.58344569,0.18862716,1.32455287,0.00537775,0.00000000,0.17637509,0.00000000
-5.47173587,1.50504831,0.18305585,1.25239452,0.00540399,0.00000000,0.17368059,0.00000000
-5.46573287,1.43623242,0.17804630,1.18863373,0.00558971,0.00000000,0.17179346,0.00000000
-5.45972986,1.37714002,0.17356242,1.13338136,0.00594095,0.00000000,0.17072959,0.00000000
-5.45372686,1.32779535,0.16956371,1.08663321,0.00646416,0.00000000,0.17050254,0.00000000
-5.44772386,1.28811399,0.16600697,1.04827963,0.00716599,0.00000000,0.17112336,0.00000000
-5.44172086,1.25791293,0.16284795,1.01811649,0.00805309,0.00000000,0.17260021,0.00000000
-5.43571786,1.23692085,0.16004285,0.99585696,0.00913176,0.00000000,0.17493747,0.00000000
-5.42971486,1.22478842,0.15754971,0.98114367,0.01040763,0.00000000,0.17813463,0.00000000
-5.42371186,1.22109808,0.15532953,0.97356080,0.01188521,0.00000000,0.18218475,0.00000000
-5.41770885,1.22537324,0.15334722,0.97264585,0.01356751,0.00000000,0.18707279,0.00000000
-5.41170585,1.23708656,0.15157225,0.97790069,0.01545556,0.00000000,0.19277372,0.00000000
-5.40570285,1.25566752,0.14997902,0.98880183,0.01754802,0.00000000,0.19925065,0.00000000
-5.39969985,1.28050917,0.14854702,1.00480978,0.01984075,0.00000000,0.20645304,0.00000000
-5.39369685,1.31097432,0.14726076,1.02537734,0.02232648,0.00000000,0.21431520,0.00000000
-5.38769385,1.34640131,0.14610944,1.04995693,0.02499457,0.00000000,0.22275514,0.00000000
-5.38169085,1.38610950,0.14508647,1.07800695,0.02783084,0.00000000,0.23167399,0.00000000
-5.37568784,1.42940492,0.14418890,1.10899725,0.03081751,0.00000000,0.24095603,0.00000000
-5.36968484,1.47558599,0.14341670,1.14241368,0.03393330,0.00000000,0.25046950,0.00000000
-5.36368184,1.52394973,0.14277204,1.17776204,0.03715366,0.00000000,0.26006810,0.00000000
-5.35767884,1.57379840,0.14225849,1.21457126,0.04045110,0.00000000,0.26959341,0.00000000
-5.35167584,1.62444670,0.14188038,1.25239614,0.04379566,0.00000000,0.27887793,0.00000000
-5.34567284,1.67522951,0.14164208,1.29081961,0.04715558,0.00000000,0.28774890,0.00000000
-5.33966983,1.72551003,0.14154750,1.32945465,0.05049789,0.00000000,0.29603260,0.00000000
-5.33366683,1.77468827,0.14159961,1.36794591,0.05378927,0.00000000,0.30355905,0.00000000
-5.32766383,1.82220959,0.14180015,1.40597125,0.05699684,0.00000000,0.31016692,0.00000000
-5.32166083,1.86757320,0.14214947,1.44324311,0.06008899,0.00000000,0.31570835,0.00000000
-5.31565783,1.91034020,0.14264651,1.47950982,0.06303622,0.00000000,0.32005361,0.00000000
-5.30965483,1.95014106,0.14328895,1.51455696,0.06581193,0.00000000,0.32309520,0.00000000
-5.30365183,1.98668214,0.14407346,1.54820873,0.06839313,0.00000000,0.32475142,0.00000000
-5.29764882,2.01975112,0.14499608,1.58032927,0.07076111,0.00000000,0.32496895,0.00000000
-5.29164582,2.04922099,0.14605277,1.61082400,0.07290191,0.00000000,0.32372463,0.00000000
-5.28564282,2.07505254,0.14723995,1.63964087,0.07480672,0.00000000,0.32102613,0.00000000
-5.27963982,2.09729504,0.14855512,1.66677127,0.07647216,0.00000000,0.31691160,0.00000000
-5.27363682,2.11608507,0.14999751,1.69225074,0.07790037,0.00000000,0.31144822,0.00000000
-5.26763382,2.13164343,0.15156868,1.71615892,0.07909895,0.00000000,0.30472996,0.00000000
-5.26163082,2.14426996,0.15327304,1.73861889,0.08008076,0.00000000,0.29687425,0.00000000
-5.25562781,2.15433641,0.15511825,1.75979542,0.08086360,0.00000000,0.28801824,0.00000000
-5.24962481,2.16227723,0.15711548,1.77989207,0.08146973,0.00000000,0.27831433,0.00000000
-5.24362181,2.16857852,0.15927943,1.79914692,0.08192522,0.00000000,0.26792553,0.00000000
-5.23761881,2.17376518,0.16162816,1.81782671,0.08225927,0.00000000,0.25702063,0.00000000
-5.23161581,2.17838649,0.16418267,1.83621950,0.08250335,0.00000000,0.24576953,0.00000000
-5.22561281,2.18300038,0.16696616,1.85462569,0.08269032,0.00000000,0.23433875,0.00000000
-5.21960980,2.18815680,0.17000315,1.87334762,0.08285339,0.00000000,0.22288737,0.00000000
-5.21360680,2.19438045,0.17331830,1.89267796,0.08302516,0.00000000,0.21156356,0.00000000
-5.20760380,2.20215352,0.17693510,1.91288723,0.08323656,0.00000000,0.20050160,0.00000000
-5.20160080,2.21189889,0.18087437,1.93421086,0.08351588,0.00000000,0.18981976,0.00000000
-5.19559780,2.22396433,0.18515281,1.95683635,0.08388773,0.00000000,0.17961865,0.00000000
-5.18959480,2.23860838,0.18978149,1.98089115,0.08437225,0.00000000,0.16998049,0.00000000
-5.18359180,2.25598840,0.19476445,2.00643176,0.08498429,0.00000000,0.16096884,0.00000000
