energy_ev,total_up,Mn_p_up,Mn_d_up,N_s_up,N_p_up,Pd_p_up,Pd_d_up,Te_p_up,Te_d_up
-5.90995498,2.62593232,0.51350720,0.48196321,0.01829769,0.33536484,1.77985218,1.13275042,0.77768962,0.00000000
-5.90395198,2.75180459,0.54013636,0.49735737,0.01818664,0.34656325,1.86958829,1.19647895,0.81576775,0.00000000
-5.89794897,2.88549596,0.56907236,0.51400544,0.01805614,0.35774699,1.96293963,1.26400048,0.85700591,0.00000000
-5.89194597,3.02643848,0.60017791,0.53188627,0.01791189,0.36886254,2.05925179,1.33502844,0.90121402,0.00000000
-5.88594297,3.17383171,0.63324866,0.55092549,0.01775844,0.37985099,2.15772750,1.40918509,0.94810353,0.00000000
-5.87993997,3.32663717,0.66801152,0.57099278,0.01759891,0.39064795,2.25742905,1.48600062,0.99728457,0.00000000
-5.87393697,3.48358254,0.70412571,0.59190151,0.01743496,0.40118369,2.35728693,1.56491578,1.04826728,0.00000000
-5.86793397,3.64317556,0.74118658,0.61341089,0.01726668,0.41138362,2.45611469,1.64528791,1.10046755,0.00000000
-5.86193097,3.80372772,0.77873234,0.63523064,0.01709274,0.42116913,2.55262993,1.72640031,1.15321701,0.00000000
-5.85592796,3.96338669,0.81625321,0.65702788,0.01691046,0.43045864,2.64548060,1.80747459,1.20577701,0.00000000
-5.84992496,4.12017653,0.85320302,0.67843613,0.01671612,0.43916895,2.73327616,1.88768557,1.25735618,0.00000000
-5.84392196,4.27204419,0.88901257,0.69906597,0.01650516,0.44721681,2.81462218,1.96617812,1.30713074,0.00000000
-5.83791896,4.41691046,0.92310446,0.71851691,0.01627258,0.45452063,2.88815734,2.04208550,1.35426695,0.00000000
-5.83191596,4.55272341,0.95490860,0.73639002,0.01601325,0.46100226,2.95259139,2.11454827,1.39794464,0.00000000
-5.82591296,4.67751244,0.98387803,0.75230069,0.01572225,0.46658898,3.00674251,2.18273348,1.43738095,0.00000000
-5.81990995,4.78944081,1.00950429,0.76589119,0.01539523,0.47121534,3.04957269,2.24585319,1.47185335,0.00000000
-5.81390695,4.88685486,1.03133180,0.77684229,0.01502868,0.47482510,3.08021979,2.30318201,1.50072096,0.00000000
-5.80790395,4.96832822,1.04897074,0.78488364,0.01462014,0.47737303,3.09802482,2.35407311,1.52344342,0.00000000
-5.80190095,5.03269954,1.06210798,0.78980254,0.01416845,0.47882662,3.10255355,2.39797219,1.53959662,0.00000000
-5.79589795,5.07910275,1.07051569,0.79145068,0.01367375,0.47916752,3.09361166,2.43442936,1.54888473,0.00000000
-5.78989495,5.10698881,1.07405734,0.78974874,0.01313762,0.47839280,3.07125267,2.46310843,1.55114819,0.00000000
-5.78389195,5.11613883,1.07269103,0.78468870,0.01256295,0.47651591,3.03577863,2.48379376,1.54636748,0.00000000
-5.77788894,5.10666803,1.06647001,0.77633385,0.01195388,0.47356716,2.98773356,2.49639436,1.53466274,0.00000000
-5.77188594,5.07902112,1.05554053,0.76481657,0.01131566,0.46959394,2.92788993,2.50094539,1.51628929,0.00000000
-5.76588294,5.03395919,1.04013722,0.75033402,0.01065440,0.46466029,2.85722883,2.49760717,1.49162946,0.00000000
-5.75987994,4.97253910,1.02057606,0.73314202,0.00997689,0.45884612,2.77691478,2.48666166,1.46118121,0.00000000
-5.75387694,4.89608610,0.99724550,0.71354734,0.00929031,0.45224584,2.68826608,2.46850663,1.42554397,0.00000000
-5.74787394,4.80616091,0.97059597,0.69189875,0.00860203,0.44496648,2.59272190,2.44364787,1.38540245,0.00000000
-5.74187094,4.70452234,0.94112808,0.66857727,0.00791934,0.43712544,2.49180750,2.41268936,1.34150895,0.00000000
-5.73586793,4.59308683,0.90938020,0.64398583,0.00724924,0.42884774,2.38709866,2.37632198,1.29466495,0.00000000
-5.72986493,4.47388633,0.87591553,0.61853889,0.00659829,0.42026306,2.28018675,2.33531097,1.24570248,0.00000000
-5.72386193,4.34902563,0.84130931,0.59265221,0.00597242,0.41150258,2.17264548,2.29048235,1.19546606,0.00000000
-5.71785893,4.22064080,0.80613641,0.56673324,0.00537685,0.40269582,2.06600044,2.24270888,1.14479556,0.00000000
-5.71185593,4.09085957,0.77095976,0.54117236,0.00481603,0.39396758,1.96170225,2.19289586,1.09451056,0.00000000
-5.70585293,3.96176512,0.73631980,0.51633520,0.00429360,0.38543515,1.86110409,2.14196706,1.04539658,0.00000000
-5.69984992,3.83536396,0.70272535,0.49255625,0.00381245,0.37720598,1.76544387,2.09085126,0.99819341,0.00000000
-5.69384692,3.71355859,0.67064594,0.47013393,0.00337471,0.36937588,1.67583151,2.04046968,0.95358581,0.00000000
-5.68784392,3.59812566,0.64050589,0.44932718,0.00298189,0.36202785,1.59324116,1.99172451,0.91219651,0.00000000
-5.68184092,3.49069941,0.61268001,0.43035346,0.00263492,0.35523158,1.51850812,1.94548870,0.87458164,0.00000000
-5.67583792,3.39276063,0.58749115,0.41338833,0.00233429,0.34904370,1.45233012,1.90259717,0.84122837,0.00000000
-5.66983492,3.30563054,0.56520924,0.39856631,0.00208019,0.34350862,1.39527230,1.86383924,0.81255450,0.00000000
-5.66383192,3.23046897,0.54605194,0.38598290,0.00187254,0.33865996,1.34777509,1.82995228,0.78890984,0.00000000
-5.65782891,3.16827592,0.53018648,0.37569758,0.00171119,0.33452239,1.31016413,1.80161626,0.77057879,0.00000000
-5.65182591,3.11989550,0.51773260,0.36773756,0.00159595,0.33111374,1.28266137,1.77944888,0.75778394,0.00000000
-5.64582291,3.08602091,0.50876617,0.36210186,0.00152666,0.32844711,1.26539633,1.76400095,0.75069003,0.00000000
-5.63981991,3.06719941,0.50332327,0.35876572,0.00150327,0.32653292,1.25841667,1.75575165,0.74940793,0.00000000
-5.63381691,3.06383601,0.50140435,0.35768473,0.00152585,0.32538052,1.26169720,1.75510326,0.75399819,0.00000000
-5.62781391,3.07619501,0.50297820,0.35879870,0.00159455,0.32499934,1.27514677,1.76237522,0.76447378,0.00000000
-5.62181091,3.10439860,0.50798540,0.36203496,0.00170962,0.32539932,1.29861247,1.77779729,0.78080171,0.00000000
-5.61580790,3.14842212,0.51634116,0.36731083,0.00187133,0.32659062,1.33188091,1.80150176,0.80290334,0.00000000
-5.60980490,3.20808601,0.52793719,0.37453535,0.00207988,0.32858254,1.37467647,1.83351506,0.83065336,0.00000000
-5.60380190,3.28304474,0.54264271,0.38361004,0.00233529,0.33138160,1.42665689,1.87374889,0.86387735,0.00000000
-5.59779890,3.37277366,0.56030445,0.39442878,0.00263732,0.33498903,1.48740643,1.92199163,0.90234836,0.00000000
-5.59179590,3.47655478,0.58074595,0.40687699,0.00298532,0.33939772,1.55642749,1.97790045,0.94578261,0.00000000
-5.58579290,3.59346307,0.60376601,0.42083013,0.00337811,0.34458882,1.63313141,2.04099518,0.99383491,0.00000000
-5.57978989,3.72235500,0.62913691,0.43615178,0.00381381,0.35052835,1.71682950,2.11065456,1.04609429,0.00000000
-5.57378689,3.86186102,0.65660243,0.45269163,0.00428981,0.35716395,1.80672539,2.18611584,1.10208045,0.00000000
-5.56778389,4.01038384,0.68587613,0.47028351,0.00480261,0.36442216,1.90190972,2.26647849,1.16124173,0.00000000
-5.56178089,4.16610412,0.71664035,0.48874389,0.00534778,0.37220643,2.00135833,2.35071257,1.22295504,0.00000000
-5.55577789,4.32699473,0.74854598,0.50787096,0.00591989,0.38039613,2.10393467,2.43767236,1.28652846,0.00000000
-5.54977489,4.49084456,0.78121370,0.52744461,0.00651257,0.38884669,2.20839717,2.52611520,1.35120674,0.00000000
-5.54377189,4.65529207,0.81423652,0.54722751,0.00711854,0.39739099,2.31341199,2.61472549,1.41618013,0.00000000
-5.53776888,4.81786829,0.84718407,0.56696728,0.00772964,0.40584213,2.41757123,2.70214338,1.48059634,0.00000000
-5.53176588,4.97604823,0.87960851,0.58639983,0.00833707,0.41399735,2.51941628,2.78699727,1.54357572,0.00000000
-5.52576288,5.12730927,0.91105201,0.60525390,0.00893146,0.42164314,2.61746580,2.86793902,1.60422911,0.00000000
-5.51975988,5.26919409,0.94105559,0.62325648,0.00950316,0.42856130,2.71024734,2.94368047,1.66167780,0.00000000
-5.51375688,5.39937584,0.96916905,0.64013903,0.01004245,0.43453559,2.79633152,3.01302968,1.71507485,0.00000000
-5.50775388,5.51572228,0.99496156,0.65564416,0.01053980,0.43935881,2.87436719,3.07492525,1.76362693,0.00000000
-5.50175088,5.61635616,1.01803248,0.66953250,0.01098615,0.44283982,2.94311623,3.12846694,1.80661551,0.00000000
-5.49574787,5.69970852,1.03802182,0.68158928,0.01137317,0.44481024,3.00148627,3.17294110,1.84341656,0.00000000
-5.48974487,5.76456237,1.05461993,0.69163043,0.01169354,0.44513052,3.04855989,3.20783952,1.87351771,0.00000000
-5.48374187,5.81008436,1.06757596,0.69950777,0.01194115,0.44369494,3.08361895,3.23287053,1.89653197,0.00000000
-5.47773887,5.83584270,1.07670456,0.70511301,0.01211133,0.44043550,3.10616289,3.24796186,1.91220736,0.00000000
-5.47173587,5.84181030,1.08189058,0.70838039,0.01220096,0.43532429,3.11592017,3.25325479,1.92043190,0.00000000
-5.46573287,5.82835305,1.08309155,0.70928777,0.01220858,0.42837441,3.11285243,3.24909007,1.92123380,0.00000000
-5.45972986,5.79620368,1.08033778,0.70785615,0.01213447,0.41963943,3.09715130,3.23598597,1.91477663,0.00000000
-5.45372686,5.74642267,1.07373020,0.70414761,0.01198055,0.40921121,3.06922794,3.21460991,1.90135010,0.00000000
-5.44772386,5.68034832,1.06343598,0.69826189,0.01175038,0.39721660,3.02969626,3.18574493,1.88135657,0.00000000
-5.44172086,5.59953849,1.04968220,0.69033169,0.01144900,0.38381282,2.97935037,3.15025282,1.85529427,0.00000000
-5.43571786,5.50570717,1.03274795,0.68051701,0.01108272,0.36918208,2.91913761,3.10903587,1.82373794,0.00000000
-5.42971486,5.40065894,1.01295518,0.66899888,0.01065896,0.35352551,2.85012836,3.06299912,1.78731796,0.00000000
-5.42371186,5.28622471,0.99065875,0.65597271,0.01018597,0.33705678,2.77348396,3.01301518,1.74669888,0.00000000
-5.41770885,5.16420149,0.96623605,0.64164163,0.00967260,0.31999573,2.69042403,2.95989314,1.70255840,0.00000000
-5.41170585,5.03629915,0.94007673,0.62621018,0.00912797,0.30256215,2.60219445,2.90435316,1.65556757,0.00000000
-5.40570285,4.90409583,0.91257267,0.60987851,0.00856129,0.28497007,2.51003710,2.84700776,1.60637317,0.00000000
-5.39969985,4.76900395,0.88410873,0.59283734,0.00798155,0.26742265,2.41516213,2.78835034,1.55558268,0.00000000
-5.39369685,4.63224721,0.85505433,0.57526397,0.00739731,0.25010792,2.31872358,2.72875126,1.50375229,0.00000000
-5.38769385,4.49484895,0.82575618,0.55731914,0.00681655,0.23319528,2.22179863,2.66846119,1.45137828,0.00000000
-5.38169085,4.35763122,0.79653217,0.53914509,0.00624646,0.21683302,2.12537090,2.60762098,1.39889162,0.00000000
-5.37568784,4.22122348,0.76766639,0.52086450,0.00569333,0.20114661,2.03031768,2.54627706,1.34665580,0.00000000
-5.36968484,4.08607944,0.73940555,0.50258049,0.00516251,0.18623794,1.93740106,2.48440115,1.29496740,0.00000000
-5.36368184,3.95250004,0.71195642,0.48437724,0.00465835,0.17218528,1.84726275,2.42191270,1.24405923,0.00000000
-5.35767884,3.82066072,0.68548444,0.46632142,0.00418417,0.15904387,1.76042221,2.35870251,1.19410541,0.00000000
-5.35167584,3.69064072,0.66011334,0.44846400,0.00374235,0.14684707,1.67727775,2.29465616,1.14522786,0.00000000
-5.34567284,3.56245257,0.63592576,0.43084241,0.00333432,0.13560804,1.59811029,2.22967553,1.09750381,0.00000000
-5.33966983,3.43606993,0.61296465,0.41348283,0.00296068,0.12532158,1.52308933,2.16369758,1.05097372,0.00000000
-5.33366683,3.31145246,0.59123548,0.39640251,0.00262130,0.11596630,1.45228081,2.09670903,1.00564929,0.00000000
-5.32766383,3.18856651,0.57070917,0.37961199,0.00231540,0.10750689,1.38565658,2.02875665,0.96152113,0.00000000
-5.32166083,3.06740098,0.55132568,0.36311712,0.00204166,0.09989645,1.32310508,1.95995255,0.91856580,0.00000000
-5.31565783,2.94797809,0.53299809,0.34692091,0.00179837,0.09307874,1.26444310,1.89047464,0.87675214,0.00000000
-5.30965483,2.83035913,0.51561720,0.33102494,0.00158349,0.08699050,1.20942820,1.82056246,0.83604661,0.00000000
-5.30365183,2.71464546,0.49905657,0.31543069,0.00139477,0.08156350,1.15777171,1.75050891,0.79641767,0.00000000
-5.29764882,2.60097550,0.48317775,0.30014041,0.00122985,0.07672664,1.10915184,1.68064877,0.75783925,0.00000000
-5.29164582,2.48951855,0.46783571,0.28515784,0.00108632,0.07240774,1.06322676,1.61134472,0.72029318,0.00000000
-5.28564282,2.38046612,0.45288433,0.27048866,0.00096180,0.06853532,1.01964735,1.54297201,0.68377088,0.00000000
-5.27963982,2.27402201,0.43818171,0.25614071,0.00085401,0.06504007,0.97806923,1.47590264,0.64827417,0.00000000
-5.27363682,2.17039176,0.42359519,0.24212415,0.00076076,0.06185622,0.93816389,1.41049005,0.61381544,0.00000000
-5.26763382,2.06977243,0.40900590,0.22845131,0.00068006,0.05892268,0.89962846,1.34705526,0.58041720,0.00000000
-5.26163082,1.97234335,0.39431275,0.21513662,0.00061007,0.05618401,0.86219410,1.28587493,0.54811116,0.00000000
-5.25562781,1.87825822,0.37943556,0.20219627,0.00054915,0.05359107,0.82563244,1.22717212,0.51693675,0.00000000
-5.24962481,1.78763911,0.36431746,0.18964789,0.00049586,0.05110165,0.78976027,1.17110989,0.48693938,0.00000000
-5.24362181,1.70057231,0.34892619,0.17751015,0.00044894,0.04868065,0.75444202,1.11778804,0.45816832,0.00000000
-5.23761881,1.61710618,0.33325448,0.16580223,0.00040733,0.04630025,0.71959033,1.06724282,0.43067435,0.00000000
-5.23161581,1.53725087,0.31731945,0.15454333,0.00037013,0.04393973,0.68516442,1.01944953,0.40450722,0.00000000
-5.22561281,1.46097961,0.30116100,0.14375210,0.00033659,0.04158517,0.65116682,0.97432756,0.37971305,0.00000000
-5.21960980,1.38823143,0.28483942,0.13344597,0.00030612,0.03922898,0.61763820,0.93174752,0.35633161,0.00000000
-5.21360680,1.31891485,0.26843218,0.12364062,0.00027824,0.03686922,0.58465110,0.89153985,0.33439381,0.00000000
-5.20760380,1.25291233,0.25203023,0.11434932,0.00025257,0.03450891,0.55230250,0.85350450,0.31391930,0.00000000
-5.20160080,1.19008510,0.23573391,0.10558242,0.00022882,0.03215510,0.52070587,0.81742097,0.29491435,0.00000000
-5.19559780,1.13027817,0.21964861,0.09734679,0.00020679,0.02981810,0.48998303,0.78305834,0.27737015,0.00000000
-5.18959480,1.07332527,0.20388056,0.08964545,0.00018632,0.02751044,0.46025618,0.75018477,0.26126164,0.00000000
-5.18359180,1.01905350,0.18853274,0.08247728,0.00016728,0.02524612,0.43164062,0.71857614,0.24654689,0.00000000
-5.17758879,0.96728774,0.17370118,0.07583684,0.00014960,0.02303967,0.40423831,0.68802349,0.23316712,0.00000000
-5.17158579,0.91785460,0.15947186,0.06971441,0.00013322,0.02090546,0.37813264,0.65833911,0.22104746,0.00000000
-5.16558279,0.87058601,0.14591815,0.06409611,0.00011808,0.01885700,0.35338464,0.62936122,0.21009838,0.00000000
-5.15957979,0.82532234,0.13309898,0.05896426,0.00010416,0.01690644,0.33003058,0.60095709,0.20021773,0.00000000
-5.15357679,0.78191520,0.12105779,0.05429787,0.00009140,0.01506409,0.30808111,0.57302484,0.19129345,0.00000000
-5.14757379,0.74022988,0.10982217,0.05007322,0.00007978,0.01333821,0.28752188,0.54549388,0.18320673,0.00000000
-5.14157079,0.70014742,0.09940412,0.04626464,0.00006926,0.01173474,0.26831534,0.51832426,0.17583552,0.00000000
-5.13556778,0.66156640,0.08980102,0.04284527,0.00005978,0.01025733,0.25040370,0.49150504,0.16905822,0.00000000
-5.12956478,0.62440430,0.08099701,0.03978795,0.00005130,0.00890734,0.23371272,0.46505189,0.16275745,0.00000000
-5.12356178,0.58859860,0.07296479,0.03706600,0.00004377,0.00768398,0.21815602,0.43900416,0.15682359,0.00000000
-5.11755878,0.55410732,0.06566769,0.03465408,0.00003711,0.00658453,0.20363968,0.41342151,0.15115807,0.00000000
-5.11155578,0.52090918,0.05906182,0.03252882,0.00003128,0.00560457,0.19006679,0.38838030,0.14567610,0.00000000
-5.10555278,0.48900317,0.05309828,0.03066949,0.00002619,0.00473828,0.17734180,0.36396994,0.14030884,0.00000000
-5.09954977,0.45840757,0.04772528,0.02905834,0.00002180,0.00397872,0.16537432,0.34028912,0.13500489,0.00000000
-5.09354677,0.42915830,0.04289003,0.02768091,0.00001803,0.00331819,0.15408229,0.31744226,0.12973090,0.00000000
-5.08754377,0.40130676,0.03854048,0.02652611,0.00001482,0.00274842,0.14339442,0.29553595,0.12447154,0.00000000
-5.08154077,0.37491697,0.03462666,0.02558606,0.00001210,0.00226094,0.13325176,0.27467574,0.11922857,0.00000000
-5.07553777,0.35006228,0.03110179,0.02485587,0.00000981,0.00184724,0.12360852,0.25496299,0.11401935,0.00000000
-5.06953477,0.32682164,0.02792302,0.02433314,0.00000791,0.00149901,0.11443202,0.23649217,0.10887465,0.00000000
-5.06353177,0.30527560,0.02505191,0.02401742,0.00000634,0.00120829,0.10570207,0.21934830,0.10383602,0.00000000
-5.05752876,0.28550217,0.02245462,0.02390957,0.00000504,0.00096759,0.09740971,0.20360480,0.09895290,0.00000000
-5.05152576,0.26757285,0.02010186,0.02401103,0.00000399,0.00077002,0.08955559,0.18932173,0.09427945,0.00000000
-5.04552276,0.25154881,0.01796863,0.02432309,0.00000315,0.00060929,0.08214807,0.17654439,0.08987154,0.00000000
-5.03951976,0.23747765,0.01603389,0.02484628,0.00000247,0.00047976,0.07520116,0.16530242,0.08578371,0.00000000
-5.03351676,0.22539072,0.01428006,0.02557970,0.00000194,0.00037649,0.06873259,0.15560937,0.08206659,0.00000000
-5.02751376,0.21530127,0.01269253,0.02652061,0.00000153,0.00029517,0.06276189,0.14746281,0.07876466,0.00000000
-5.02151076,0.20720355,0.01125912,0.02766407,0.00000122,0.00023210,0.05730880,0.14084494,0.07591446,0.00000000
-5.01550775,0.20107278,0.00996959,0.02900283,0.00000100,0.00018419,0.05239197,0.13572380,0.07354345,0.00000000
-5.00950475,0.19686626,0.00881519,0.03052735,0.00000086,0.00014886,0.04802793,0.13205490,0.07166939,0.00000000
-5.00350175,0.19452526,0.00778827,0.03222606,0.00000080,0.00012405,0.04423050,0.12978339,0.07030031,0.00000000
-4.99749875,0.19397788,0.00688196,0.03408574,0.00000081,0.00010812,0.04101043,0.12884650,0.06943500,0.00000000
-4.99149575,0.19514253,0.00608997,0.03609216,0.00000089,0.00009982,0.03837536,0.12917639,0.06906397,0.00000000
-4.98549275,0.19793193,0.00540635,0.03823069,0.00000106,0.00009826,0.03632999,0.13070305,0.06917080,0.00000000
-4.97948974,0.20225734,0.00482549,0.04048718,0.00000133,0.00010283,0.03487638,0.13335720,0.06973368,0.00000000
-4.97348674,0.20803276,0.00434199,0.04284873,0.00000171,0.00011322,0.03401432,0.13707310,0.07072723,0.00000000
-4.96748374,0.21517887,0.00395070,0.04530450,0.00000224,0.00012934,0.03374172,0.14179097,0.07212415,0.00000000
-4.96148074,0.22362644,0.00364675,0.04784646,0.00000295,0.00015130,0.03405484,0.14745906,0.07389698,0.00000000
-4.95547774,0.23331892,0.00342557,0.05046999,0.00000388,0.00017940,0.03494848,0.15403500,0.07601951,0.00000000
-4.94947474,0.24421408,0.00328299,0.05317436,0.00000509,0.00021412,0.03641590,0.16148658,0.07846798,0.00000000
-4.94347174,0.25628458,0.00321524,0.05596289,0.00000664,0.00025608,0.03844860,0.16979167,0.08122185,0.00000000
-4.93746873,0.26951732,0.00321904,0.05884304,0.00000861,0.00030603,0.04103586,0.17893745,0.08426427,0.00000000
-4.93146573,0.28391167,0.00329164,0.06182612,0.00001109,0.00036484,0.04416413,0.18891886,0.08758201,0.00000000
-4.92546273,0.29947665,0.00343078,0.06492682,0.00001419,0.00043351,0.04781622,0.19973632,0.09116512,0.00000000
-4.91945973,0.31622714,0.00363474,0.06816250,0.00001803,0.00051313,0.05197043,0.21139303,0.09500617,0.00000000
-4.91345673,0.33417948,0.00390231,0.07155231,0.00002274,0.00060488,0.05659968,0.22389180,0.09909918,0.00000000
-4.90745373,0.35334662,0.00423275,0.07511611,0.00002848,0.00071002,0.06167064,0.23723173,0.10343841,0.00000000
-4.90145073,0.37373324,0.00462575,0.07887335,0.00003542,0.00082985,0.06714307,0.25140494,0.10801705,0.00000000
-4.89544772,0.39533105,0.00508136,0.08284182,0.00004373,0.00096572,0.07296929,0.26639358,0.11282588,0.00000000
-4.88944472,0.41811470,0.00559994,0.08703654,0.00005360,0.00111901,0.07909407,0.28216732,0.11785207,0.00000000
-4.88344172,0.44203846,0.00618207,0.09146858,0.00006524,0.00129105,0.08545474,0.29868151,0.12307824,0.00000000
-4.87743872,0.46703401,0.00682847,0.09614410,0.00007882,0.00148314,0.09198180,0.31587613,0.12848179,0.00000000
-4.87143572,0.49300945,0.00753995,0.10106348,0.00009456,0.00169646,0.09859990,0.33367572,0.13403454,0.00000000
-4.86543272,0.51984955,0.00831726,0.10622069,0.00011263,0.00193206,0.10522925,0.35199019,0.13970287,0.00000000
-4.85942971,0.54741731,0.00916108,0.11160285,0.00013319,0.00219080,0.11178735,0.37071661,0.14544818,0.00000000
-4.85342671,0.57555675,0.01007188,0.11718993,0.00015637,0.00247328,0.11819113,0.38974180,0.15122775,0.00000000
-4.84742371,0.60409656,0.01104985,0.12295476,0.00018229,0.00277978,0.12435929,0.40894557,0.15699597,0.00000000
-4.84142071,0.63285472,0.01209485,0.12886315,0.00021099,0.00311024,0.13021478,0.42820453,0.16270572,0.00000000
-4.83541771,0.66164344,0.01320627,0.13487417,0.00024247,0.00346417,0.13568730,0.44739612,0.16831002,0.00000000
-4.82941471,0.69027445,0.01438304,0.14094067,0.00027667,0.00384061,0.14071578,0.46640269,0.17376368,0.00000000
-4.82341171,0.71856410,0.01562351,0.14700978,0.00031346,0.00423813,0.14525061,0.48511538,0.17902491,0.00000000
-4.81740870,0.74633822,0.01692547,0.15302363,0.00035264,0.00465476,0.14925555,0.50343765,0.18405685,0.00000000
-4.81140570,0.77343635,0.01828612,0.15892016,0.00039392,0.00508806,0.15270935,0.52128818,0.18882875,0.00000000
-4.80540270,0.79971533,0.01970209,0.16463394,0.00043695,0.00553509,0.15560673,0.53860307,0.19331702,0.00000000
-4.79939970,0.82505202,0.02116947,0.17009716,0.00048130,0.00599248,0.15795896,0.55533733,0.19750578,0.00000000
-4.79339670,0.84934527,0.02268396,0.17524069,0.00052648,0.00645653,0.15979382,0.57146544,0.20138714,0.00000000
-4.78739370,0.87251699,0.02424095,0.17999523,0.00057193,0.00692328,0.16115503,0.58698123,0.20496111,0.00000000
-4.78139070,0.89451260,0.02583570,0.18429261,0.00061707,0.00738867,0.16210108,0.60189697,0.20823513,0.00000000
-4.77538769,0.91530070,0.02746357,0.18806712,0.00066126,0.00784869,0.16270364,0.61624185,0.21122331,0.00000000
-4.76938469,0.93487238,0.02912021,0.19125702,0.00070389,0.00829952,0.16304545,0.63005989,0.21394541,0.00000000
-4.76338169,0.95323997,0.03080186,0.19380606,0.00074432,0.00873777,0.16321790,0.64340749,0.21642569,0.00000000
-4.75737869,0.97043548,0.03250556,0.19566505,0.00078198,0.00916062,0.16331835,0.65635058,0.21869150,0.00000000
-4.75137569,0.98650877,0.03422946,0.19679346,0.00081633,0.00956599,0.16344713,0.66896164,0.22077198,0.00000000
-4.74537269,1.00152540,0.03597302,0.19716093,0.00084690,0.00995272,0.16370464,0.68131650,0.22269658,0.00000000
-4.73936968,1.01556421,0.03773723,0.19674860,0.00087333,0.01032071,0.16418823,0.69349102,0.22449377,0.00000000
-4.73336668,1.02871454,0.03952480,0.19555035,0.00089535,0.01067099,0.16498931,0.70555778,0.22618971,0.00000000
-4.72736368,1.04107310,0.04134020,0.19357361,0.00091280,0.01100575,0.16619049,0.71758263,0.22780712,0.00000000
-4.72136068,1.05274043,0.04318978,0.19083999,0.00092566,0.01132838,0.16786308,0.72962127,0.22936427,0.00000000
-4.71535768,1.06381696,0.04508168,0.18738539,0.00093401,0.01164340,0.17006471,0.74171587,0.23087409,0.00000000
-4.70935468,1.07439864,0.04702580,0.18325976,0.00093806,0.01195633,0.17283746,0.75389173,0.23234354,0.00000000
-4.70335168,1.08457241,0.04903363,0.17852643,0.00093813,0.01227353,0.17620629,0.76615408,0.23377307,0.00000000
-4.69734867,1.09441145,0.05111807,0.17326093,0.00093462,0.01260200,0.18017803,0.77848524,0.23515639,0.00000000
-4.69134567,1.10397062,0.05329320,0.16754953,0.00092802,0.01294913,0.18474079,0.79084216,0.23648039,0.00000000
-4.68534267,1.11328221,0.05557410,0.16148735,0.00091885,0.01332241,0.18986393,0.80315454,0.23772539,0.00000000
-4.67933967,1.12235241,0.05797655,0.15517626,0.00090767,0.01372919,0.19549870,0.81532384,0.23886552,0.00000000
-4.67333667,1.13115871,0.06051683,0.14872259,0.00089505,0.01417633,0.20157932,0.82722310,0.23986950,0.00000000
-4.66733367,1.13964866,0.06321153,0.14223476,0.00088152,0.01466999,0.20802477,0.83869808,0.24070164,0.00000000
-4.66133067,1.14774003,0.06607737,0.13582089,0.00086756,0.01521539,0.21474109,0.84956950,0.24132309,0.00000000
-4.65532766,1.15532273,0.06913102,0.12958660,0.00085361,0.01581658,0.22162423,0.85963675,0.24169335,0.00000000
-4.64932466,1.16226244,0.07238898,0.12363290,0.00084001,0.01647635,0.22856334,0.86868280,0.24177204,0.00000000
-4.64332166,1.16840589,0.07586739,0.11805437,0.00082699,0.01719614,0.23544449,0.87648041,0.24152077,0.00000000
