energy_ev,total_up,C_s_up,C_p_up,Fe_p_up,Fe_d_up,Sc_p_up,Sc_d_up,Se_s_up,Se_p_up
-5.83791896,2.65034844,0.00941941,0.02046334,1.17177686,0.64881050,0.63084488,0.16756363,0.03596563,1.79044346
-5.83191596,2.63499881,0.00991676,0.01969238,1.16296336,0.64568863,0.62828294,0.16629456,0.03621220,1.78190189
-5.82591296,2.61450602,0.01041209,0.01891708,1.15153126,0.64098808,0.62432654,0.16474049,0.03644052,1.76991913
-5.81990995,2.58968092,0.01090264,0.01814988,1.13780874,0.63488609,0.61911631,0.16296098,0.03666343,1.75503449
-5.81390695,2.56136260,0.01138557,0.01740234,1.12214255,0.62757733,0.61280490,0.16101564,0.03689302,1.73780483
-5.80790395,2.53038752,0.01185790,0.01668483,1.10488626,0.61926736,0.60555104,0.15896184,0.03714006,1.71878364
-5.80190095,2.49755998,0.01231650,0.01600624,1.08638884,0.61016590,0.59751381,0.15685261,0.03741356,1.69850098
-5.79589795,2.46362490,0.01275806,0.01537380,1.06698401,0.60048040,0.58884712,0.15473469,0.03772027,1.67744508
-5.78989495,2.42924420,0.01317913,0.01479294,1.04698074,0.59041006,0.57969491,0.15264694,0.03806438,1.65604633
-5.78389195,2.39497756,0.01357613,0.01426719,1.02665521,0.58014052,0.57018696,0.15061902,0.03844728,1.63466432
-5.77788894,2.36126836,0.01394544,0.01379820,1.00624452,0.56983948,0.56043576,0.14867053,0.03886744,1.61357844
-5.77188594,2.32843524,0.01428344,0.01338583,0.98594237,0.55965337,0.55053426,0.14681063,0.03932049,1.59298227
-5.76588294,2.29666959,0.01458662,0.01302820,0.96589670,0.54970511,0.54055482,0.14503802,0.03979929,1.57298217
-5.75987994,2.26603877,0.01485170,0.01272197,0.94620948,0.54009308,0.53054914,0.14334149,0.04029428,1.55359968
-5.75387694,2.23649486,0.01507575,0.01246247,0.92693833,0.53089119,0.52054923,0.14170081,0.04079382,1.53477788
-5.74787394,2.20788818,0.01525626,0.01224405,0.90809998,0.52214998,0.51056922,0.14008808,0.04128465,1.51639095
-5.74187094,2.17998480,0.01539130,0.01206030,0.88967521,0.51389861,0.50060799,0.13846934,0.04175249,1.49825658
-5.73586793,2.15248708,0.01547957,0.01190439,0.87161501,0.50614750,0.49065225,0.13680651,0.04218259,1.48015042
-5.72986493,2.12505584,0.01552047,0.01176934,0.85384749,0.49889144,0.48067994,0.13505938,0.04256031,1.46182178
-5.72386193,2.09733314,0.01551417,0.01164830,0.83628530,0.49211288,0.47066387,0.13318778,0.04287175,1.44300981
-5.71785893,2.06896444,0.01546157,0.01153479,0.81883305,0.48578525,0.46057507,0.13115361,0.04310423,1.42345911
-5.71185593,2.03961890,0.01536430,0.01142292,0.80139452,0.47987592,0.45038607,0.12892279,0.04324678,1.40293430
-5.70585293,2.00900697,0.01522467,0.01130756,0.78387909,0.47434881,0.44007359,0.12646699,0.04329050,1.38123264
-5.69984992,1.97689454,0.01504557,0.01118446,0.76620749,0.46916641,0.42962080,0.12376502,0.04322881,1.35819423
-5.69384692,1.94311311,0.01483038,0.01105028,0.74831638,0.46429121,0.41901898,0.12080394,0.04305761,1.33370947
-5.68784392,1.90756577,0.01458281,0.01090266,0.73016185,0.45968646,0.40826850,0.11757968,0.04277529,1.30772362
-5.68184092,1.87022923,0.01430682,0.01074018,0.71172175,0.45531636,0.39737939,0.11409737,0.04238261,1.28023841
-5.67583792,1.83115196,0.01400646,0.01056226,0.69299696,0.45114587,0.38637125,0.11037115,0.04188256,1.25131101
-5.66983492,1.79044934,0.01368579,0.01036911,0.67401157,0.44714023,0.37527285,0.10642373,0.04128006,1.22105058
-5.66383192,1.74829631,0.01334874,0.01016158,0.65481242,0.44326433,0.36412144,0.10228552,0.04058161,1.18961306
-5.65782891,1.70491840,0.01299908,0.00994102,0.63546784,0.43948227,0.35296188,0.09799355,0.03979493,1.15719458
-5.65182591,1.66058217,0.01264038,0.00970916,0.61606604,0.43575729,0.34184570,0.09359015,0.03892862,1.12402425
-5.64582291,1.61558569,0.01227598,0.00946798,0.59671320,0.43205201,0.33083023,0.08912156,0.03799173,1.09035670
-5.63981991,1.57024979,0.01190904,0.00921957,0.57753151,0.42832945,0.31997778,0.08463645,0.03699347,1.05646506
-5.63381691,1.52491082,0.01154257,0.00896606,0.55865717,0.42455457,0.30935500,0.08018443,0.03594293,1.02263464
-5.62781391,1.47991506,0.01117952,0.00870952,0.54023846,0.42069649,0.29903236,0.07581475,0.03484889,0.98915771
-5.62181091,1.43561497,0.01082288,0.00845194,0.52243396,0.41673118,0.28908371,0.07157501,0.03371964,0.95632943
-5.61580790,1.39236727,0.01047572,0.00819521,0.50541080,0.41264461,0.27958594,0.06751012,0.03256293,0.92444494
-5.60980490,1.35053252,0.01014135,0.00794111,0.48934296,0.40843598,0.27061863,0.06366145,0.03138599,0.89379756
-5.60380190,1.31047564,0.00982331,0.00769135,0.47440945,0.40412083,0.26226349,0.06006618,0.03019553,0.86467774
-5.59779890,1.27256703,0.00952549,0.00744766,0.46079244,0.39973382,0.25460379,0.05675681,0.02899786,0.83737255
-5.59179590,1.23718348,0.00925209,0.00721176,0.44867500,0.39533076,0.24772346,0.05376093,0.02779898,0.81216528
-5.58579290,1.20470836,0.00900762,0.00698553,0.43823864,0.39098975,0.24170583,0.05110116,0.02660472,0.78933484
-5.57978989,1.17553043,0.00879681,0.00677098,0.42966043,0.38681116,0.23663225,0.04879510,0.02542079,0.76915460
-5.57378689,1.15004101,0.00862456,0.00657036,0.42310971,0.38291630,0.23258018,0.04685559,0.02425291,0.75189030
-5.56778389,1.12862900,0.00849571,0.00638617,0.41874449,0.37944472,0.22962118,0.04529087,0.02310680,0.73779708
-5.56178089,1.11167376,0.00841494,0.00622118,0.41670756,0.37655012,0.22781858,0.04410484,0.02198821,0.72711524
-5.55577789,1.09953589,0.00838652,0.00607844,0.41712230,0.37439509,0.22722511,0.04329739,0.02090284,0.72006497
-5.54977489,1.09254616,0.00841408,0.00596122,0.42008854,0.37314467,0.22788044,0.04286462,0.01985629,0.71684004
-5.54377189,1.09099294,0.00850044,0.00587298,0.42567840,0.37295921,0.22980888,0.04279913,0.01885387,0.71760079
-5.53776888,1.09510884,0.00864731,0.00581727,0.43393234,0.37398670,0.23301728,0.04309021,0.01790051,0.72246655
-5.53176588,1.10505701,0.00885519,0.00579762,0.44485567,0.37635499,0.23749322,0.04372399,0.01700053,0.73150805
-5.52576288,1.12091799,0.00912312,0.00581744,0.45841545,0.38016441,0.24320371,0.04468362,0.01615750,0.74474008
-5.51975988,1.14267774,0.00944859,0.00587984,0.47453820,0.38548089,0.25009437,0.04594934,0.01537406,0.76211491
-5.51375688,1.17021762,0.00982749,0.00598752,0.49310830,0.39233031,0.25808921,0.04749852,0.01465180,0.78351673
-5.50775388,1.20330696,0.01025409,0.00614257,0.51396735,0.40069411,0.26709101,0.04930578,0.01399116,0.80875774
-5.50175088,1.24159874,0.01072110,0.00634634,0.53691448,0.41050660,0.27698239,0.05134302,0.01339135,0.83757603
-5.49574787,1.28462892,0.01121977,0.00659930,0.56170772,0.42165407,0.28762751,0.05357950,0.01285035,0.86963551
-5.48974487,1.33181956,0.01174015,0.00690090,0.58806651,0.43397580,0.29887435,0.05598197,0.01236496,0.90452825
-5.48374187,1.38248609,0.01227124,0.00724944,0.61567529,0.44726710,0.31055761,0.05851487,0.01193091,0.94177920
-5.47773887,1.43584846,0.01280139,0.00764202,0.64418821,0.46128412,0.32250207,0.06114054,0.01154295,0.98085340
-5.47173587,1.49104624,0.01331858,0.00807449,0.67323496,0.47575038,0.33452640,0.06381959,0.01119508,1.02116545
-5.46573287,1.54715713,0.01381077,0.00854142,0.70242757,0.49036478,0.34644723,0.06651131,0.01088074,1.06209136
-5.45972986,1.60321846,0.01426636,0.00903620,0.73136820,0.50481070,0.35808352,0.06917422,0.01059305,1.10298214
-5.45372686,1.65825103,0.01467448,0.00955103,0.75965763,0.51876592,0.36926094,0.07176665,0.01032501,1.14317908
-5.44772386,1.71128450,0.01502539,0.01007713,0.78690430,0.53191284,0.37981623,0.07424748,0.01006981,1.18203001
-5.44172086,1.76138341,0.01531078,0.01060490,0.81273376,0.54394874,0.38960143,0.07657692,0.00982097,1.21890622
-5.43571786,1.80767297,0.01552404,0.01112411,0.83679801,0.55459547,0.39848765,0.07871735,0.00957262,1.25321923
-5.42971486,1.84936346,0.01566046,0.01162419,0.85878455,0.56360832,0.40636849,0.08063414,0.00931960,1.28443687
-5.42371186,1.88577238,0.01571736,0.01209449,0.87842479,0.57078362,0.41316276,0.08229655,0.00905766,1.31209797
-5.41770885,1.91634324,0.01569418,0.01252460,0.89550120,0.57596478,0.41881640,0.08367845,0.00878350,1.33582496
-5.41170585,1.94066023,0.01559238,0.01290462,0.90985310,0.57904653,0.42330358,0.08475908,0.00849484,1.35533386
-5.40570285,1.95845793,0.01541541,0.01322551,0.92138053,0.57997713,0.42662675,0.08552358,0.00819043,1.37044090
-5.39969985,1.96962550,0.01516853,0.01347935,0.93004598,0.57875859,0.42881569,0.08596339,0.00787004,1.38106562
-5.39369685,1.97420511,0.01485852,0.01365958,0.93587377,0.57544472,0.42992542,0.08607646,0.00753433,1.38722999
-5.38769385,1.97238445,0.01449343,0.01376123,0.93894698,0.57013733,0.43003313,0.08586722,0.00718482,1.38905344
-5.38169085,1.96448353,0.01408226,0.01378106,0.93940184,0.56298056,0.42923413,0.08534632,0.00682371,1.38674411
-5.37568784,1.95093634,0.01363456,0.01371767,0.93741994,0.55415375,0.42763695,0.08453014,0.00645377,1.38058639
-5.36968484,1.93226817,0.01316012,0.01357152,0.93321844,0.54386310,0.42535787,0.08344008,0.00607819,1.37092539
-5.36368184,1.90906950,0.01266860,0.01334488,0.92703864,0.53233264,0.42251502,0.08210169,0.00570038,1.35814915
-5.35767884,1.88196791,0.01216917,0.01304178,0.91913366,0.51979471,0.41922239,0.08054360,0.00532389,1.34266922
-5.35167584,1.85159923,0.01167026,0.01266780,0.90975574,0.50648066,0.41558404,0.07879640,0.00495219,1.32490083
-5.34567284,1.81857949,0.01117929,0.01222986,0.89914380,0.49261198,0.41168880,0.07689145,0.00458860,1.30524351
-5.33966983,1.78347909,0.01070247,0.01173601,0.88751210,0.47839241,0.40760576,0.07485970,0.00423616,1.28406328
-5.33366683,1.74680046,0.01024472,0.01119512,0.87504056,0.46400130,0.40338085,0.07273064,0.00389753,1.26167738
-5.32766383,1.70896048,0.00980952,0.01061657,0.86186726,0.44958848,0.39903465,0.07053132,0.00357494,1.23834231
-5.32166083,1.67027843,0.00939900,0.01000999,0.84808370,0.43527098,0.39456169,0.06828557,0.00327015,1.21424582
-5.31565783,1.63097001,0.00901392,0.00938493,0.83373304,0.42113148,0.38993115,0.06601348,0.00298442,1.18950335
-5.30965483,1.59114783,0.00865383,0.00875062,0.81881129,0.40721869,0.38508911,0.06373106,0.00271855,1.16415894
-5.30365183,1.55082789,0.00831721,0.00811573,0.80327169,0.39354936,0.37996216,0.06145021,0.00247285,1.13819060
-5.29764882,1.50994179,0.00800165,0.00748817,0.78703167,0.38011203,0.37446213,0.05917886,0.00224722,1.11151965
-5.29164582,1.46835370,0.00770410,0.00687497,0.76998213,0.36687184,0.36849182,0.05692139,0.00204118,1.08402353
-5.28564282,1.42588091,0.00742105,0.00628213,0.75199849,0.35377649,0.36195134,0.05467927,0.00185396,1.05555108
-5.27963982,1.38231683,0.00714879,0.00571461,0.73295271,0.34076266,0.35474465,0.05245171,0.00168454,1.02593956
-5.27363682,1.33745486,0.00688361,0.00517631,0.71272564,0.32776276,0.34678608,0.05023656,0.00153171,0.99503215
-5.26763382,1.29111180,0.00662202,0.00467007,0.69121898,0.31471136,0.33800630,0.04803118,0.00139420,0.96269510
-5.26163082,1.24314948,0.00636089,0.00419781,0.66836611,0.30155125,0.32835762,0.04583329,0.00127065,0.92883334
-5.25562781,1.19349346,0.00609764,0.00376052,0.64414120,0.28823865,0.31781818,0.04364179,0.00115976,0.89340398
-5.24962481,1.14214777,0.00583027,0.00335847,0.61856620,0.27474733,0.30639486,0.04145749,0.00106028,0.85642672
-5.24362181,1.08920526,0.00555746,0.00299126,0.59171532,0.26107158,0.29412490,0.03928368,0.00097109,0.81799095
-5.23761881,1.03485298,0.00527861,0.00265801,0.56371686,0.24722790,0.28107603,0.03712659,0.00089122,0.77825920
-5.23161581,0.97937276,0.00499379,0.00235743,0.53475241,0.23325545,0.26734529,0.03499564,0.00081986,0.73746699
-5.22561281,0.92313720,0.00470372,0.00208800,0.50505364,0.21921522,0.25305658,0.03290362,0.00075641,0.69591921
-5.21960980,0.86660160,0.00440966,0.00184802,0.47489692,0.20518824,0.23835710,0.03086657,0.00070048,0.65398356
-5.21360680,0.81029246,0.00411337,0.00163577,0.44459616,0.19127290,0.22341308,0.02890372,0.00065188,0.61208147
-5.20760380,0.75479363,0.00381695,0.00144953,0.41449445,0.17758160,0.20840478,0.02703713,0.00061062,0.57067729
-5.20160080,0.70073073,0.00352275,0.00128771,0.38495492,0.16423701,0.19352134,0.02529139,0.00057693,0.53026628
-5.19559780,0.64875500,0.00323328,0.00114884,0.35635131,0.15136825,0.17895551,0.02369315,0.00055121,0.49136216
-5.18959480,0.59952729,0.00295102,0.00103165,0.32905884,0.13910699,0.16489864,0.02227070,0.00053405,0.45448489
-5.18359180,0.55370289,0.00267839,0.00093506,0.30344556,0.12758393,0.15153605,0.02105346,0.00052619,0.42014911
-5.17758879,0.51191784,0.00241763,0.00085820,0.27986465,0.11692566,0.13904304,0.02007148,0.00052852,0.38885371
-5.17158579,0.47477709,0.00217075,0.00080040,0.25864788,0.10725200,0.12758146,0.01935496,0.00054205,0.36107279
-5.16558279,0.44284459,0.00193942,0.00076122,0.24010013,0.09867404,0.11729715,0.01893377,0.00056788,0.33724818
-5.15957979,0.41663562,0.00172502,0.00074035,0.22449522,0.09129272,0.10831798,0.01883694,0.00060720,0.31778345
-5.15357679,0.39661092,0.00152852,0.00073767,0.21207289,0.08519812,0.10075265,0.01909222,0.00066124,0.30303947
-5.14757379,0.38317266,0.00135058,0.00075317,0.20303662,0.08046925,0.09469005,0.01972555,0.00073126,0.29333118
-5.14157079,0.37666194,0.00119147,0.00078693,0.19755247,0.07717446,0.09019913,0.02076058,0.00081849,0.28892544
-5.13556778,0.37735733,0.00105115,0.00083911,0.19574832,0.07537228,0.08732914,0.02221819,0.00092413,0.29003972
-5.12956478,0.38547446,0.00092928,0.00090988,0.19771374,0.07511262,0.08611016,0.02411592,0.00104931,0.29684138
-5.12356178,0.40116617,0.00082527,0.00099943,0.20349997,0.07643835,0.08655382,0.02646754,0.00119501,0.30944740
-5.11755878,0.42452323,0.00073828,0.00110793,0.21312013,0.07938708,0.08865398,0.02928247,0.00136210,0.32792434
-5.11155578,0.45557540,0.00066732,0.00123546,0.22654950,0.08399322,0.09238759,0.03256535,0.00155123,0.35228868
-5.10555278,0.49429309,0.00061125,0.00138208,0.24372590,0.09029017,0.09771544,0.03631565,0.00176282,0.38250727
-5.09954977,0.54058944,0.00056885,0.00154773,0.26455010,0.09831261,0.10458288,0.04052731,0.00199706,0.41849831
-5.09354677,0.59432318,0.00053883,0.00173228,0.28888650,0.10809904,0.11292056,0.04518851,0.00225383,0.46013272
-5.08754377,0.65530240,0.00051988,0.00193549,0.31656417,0.11969421,0.12264525,0.05028167,0.00253272,0.50723629
-5.08154077,0.72328939,0.00051068,0.00215707,0.34737824,0.13315180,0.13366058,0.05578345,0.00283300,0.55959255
-5.07553777,0.79800667,0.00050997,0.00239664,0.38109194,0.14853690,0.14585810,0.06166511,0.00315366,0.61694677
-5.06953477,0.87914442,0.00051652,0.00265379,0.41743937,0.16592849,0.15911835,0.06789293,0.00349336,0.67901095
-5.06353177,0.96636898,0.00052919,0.00292812,0.45612897,0.18542164,0.17331229,0.07442890,0.00385050,0.74546993
-5.05752876,1.05933251,0.00054693,0.00321922,0.49684786,0.20712942,0.18830285,0.08123157,0.00422325,0.81598850
-5.05152576,1.15768332,0.00056879,0.00352677,0.53926690,0.23118410,0.20394681,0.08825706,0.00460960,0.89021929
-5.04552276,1.26107639,0.00059393,0.00385057,0.58304642,0.25773776,0.22009689,0.09546017,0.00500743,0.96781122
-5.03951976,1.36918356,0.00062165,0.00419052,0.62784244,0.28696175,0.23660399,0.10279559,0.00541456,1.04841795
-5.03351676,1.48170258,0.00065137,0.00454672,0.67331317,0.31904501,0.25331960,0.11021910,0.00582888,1.13170596
-5.02751376,1.59836433,0.00068264,0.00491944,0.71912547,0.35419087,0.27009822,0.11768874,0.00624837,1.21736176
-5.02151076,1.71893738,0.00071514,0.00530915,0.76496108,0.39261226,0.28679971,0.12516579,0.00667127,1.30509744
-5.01550775,1.84322922,0.00074868,0.00571648,0.81052216,0.43452506,0.30329150,0.13261570,0.00709610,1.39465430
-5.00950475,1.97108353,0.00078318,0.00614224,0.85553597,0.48013958,0.31945050,0.14000863,0.00752181,1.48580397
-5.00350175,2.10237310,0.00081867,0.00658733,0.89975834,0.52965029,0.33516467,0.14731981,0.00794778,1.57834651
-4.99749875,2.23698816,0.00085528,0.00705268,0.94297574,0.58322372,0.35033416,0.15452955,0.00837395,1.67210562
-4.99149575,2.37482026,0.00089317,0.00753920,0.98500587,0.64098502,0.36487188,0.16162288,0.00880081,1.76692059
-4.98549275,2.51574211,0.00093259,0.00804761,1.02569651,0.70300341,0.37870362,0.16858893,0.00922945,1.86263537
-4.97948974,2.65958403,0.00097376,0.00857839,1.06492290,0.76927712,0.39176757,0.17541993,0.00966156,1.95908501
-4.97348674,2.80610806,0.00101693,0.00913164,1.10258365,0.83971843,0.40401337,0.18211002,0.01009934,2.05608028
-4.96748374,2.95498107,0.00106228,0.00970691,1.13859529,0.91413959,0.41540063,0.18865384,0.01054553,2.15339095
-4.96148074,3.10574831,0.00110993,0.01030314,1.17288607,0.99224034,0.42589724,0.19504494,0.01100321,2.25072891
-4.95547774,3.25780914,0.00115992,0.01091850,1.20538893,1.07359793,0.43547727,0.20127428,0.01147576,2.34773217
-4.94947474,3.41039660,0.00121214,0.01155033,1.23603454,1.15766050,0.44411881,0.20732872,0.01196666,2.44395070
-4.94347174,3.56256248,0.00126638,0.01219504,1.26474447,1.24374436,0.45180187,0.21318967,0.01247932,2.53883538
-4.93746873,3.71316954,0.00132226,0.01284807,1.29142510,1.33103610,0.45850637,0.21883202,0.01301692,2.63173103
-4.93146573,3.86089193,0.00137925,0.01350392,1.31596274,1.41859976,0.46421045,0.22422343,0.01358214,2.72187436
-4.92546273,4.00422501,0.00143668,0.01415613,1.33822020,1.50538936,0.46888919,0.22932395,0.01417699,2.80839758
-4.91945973,4.14150469,0.00149373,0.01479739,1.35803518,1.59026687,0.47251383,0.23408620,0.01480258,2.89033796
-4.91345673,4.27093661,0.00154947,0.01541964,1.37522069,1.67202524,0.47505157,0.23845587,0.01545895,2.96665360
-4.90745373,4.39063440,0.00160288,0.01601426,1.38956750,1.74941598,0.47646599,0.24237285,0.01614486,3.03624495
-4.90145073,4.49866593,0.00165284,0.01657219,1.40084876,1.82118052,0.47671802,0.24577265,0.01685766,3.09798167
-4.89544772,4.59310613,0.00169826,0.01708423,1.40882642,1.88608415,0.47576757,0.24858831,0.01759320,3.15073377
-4.88944472,4.67209416,0.00173801,0.01754122,1.41325935,1.94295138,0.47357550,0.25075255,0.01834578,3.19340598
-4.88344172,4.73389278,0.00177104,0.01793436,1.41391277,1.99070133,0.47010611,0.25220014,0.01910815,3.22497377
-4.87743872,4.77694713,0.00179640,0.01825544,1.41056843,2.02838158,0.46532975,0.25287044,0.01987157,3.24451953
-4.87143572,4.79994048,0.00181324,0.01849708,1.40303520,2.05519900,0.45922561,0.25270977,0.02062595,3.25126717
-4.86543272,4.80184426,0.00182090,0.01865302,1.39115936,2.07054637,0.45178431,0.25167383,0.02136004,3.24461360
-4.85942971,4.78196000,0.00181890,0.01871831,1.37483422,2.07402333,0.44301041,0.24972975,0.02206168,3.22415550
-4.85342671,4.73995122,0.00180696,0.01868949,1.35400842,2.06545080,0.43292437,0.24685783,0.02271811,3.18971005
-4.84742371,4.67586366,0.00178503,0.01856474,1.32869260,2.04487831,0.42156413,0.24305288,0.02331630,3.14132860
-4.84142071,4.59013290,0.00175327,0.01834393,1.29896398,2.01258362,0.40898597,0.23832502,0.02384331,3.07930268
-4.83541771,4.48357899,0.00171206,0.01802871,1.26496867,1.96906493,0.39526480,0.23270003,0.02428674,3.00416179
-4.82941471,4.35738830,0.00166199,0.01762244,1.22692158,1.91502584,0.38049360,0.22621908,0.02463504,2.91666332
-4.82341171,4.21308337,0.00160381,0.01713013,1.18510387,1.85135386,0.36478228,0.21893797,0.02487797,2.81777484
-4.81740870,4.05248236,0.00153844,0.01655831,1.13985812,1.77909342,0.34825582,0.21092593,0.02500690,2.70864973
-4.81140570,3.87764966,0.00146691,0.01591486,1.09158139,1.69941461,0.33105189,0.20226392,0.02501511,2.59059707
-4.80540270,3.69084007,0.00139034,0.01520877,1.04071652,1.61357898,0.31331794,0.19304265,0.02489807,2.46504735
-4.79939970,3.49443885,0.00130990,0.01444995,0.98774208,1.52290388,0.29520799,0.18336028,0.02465363,2.33351529
-4.79339670,3.29090012,0.00122678,0.01364888,0.93316129,1.42872677,0.27687925,0.17332002,0.02428205,2.19756143
-4.78739370,3.08268611,0.00114214,0.01281643,0.87749057,1.33237094,0.25848865,0.16302762,0.02378611,2.05875398
-4.78139070,2.87220938,0.00105710,0.01196351,0.82124802,1.23511375,0.24018945,0.15258894,0.02317101,1.91863237
-4.77538769,2.66178012,0.00097270,0.01110083,0.76494227,1.13815851,0.22212816,0.14210757,0.02244423,1.77867377
-4.76938469,2.45356008,0.00088989,0.01023868,0.70906217,1.04261086,0.20444166,0.13168273,0.02161534,1.64026358
-4.76338169,2.24952422,0.00080952,0.00938667,0.65406763,0.94945995,0.18725486,0.12140738,0.02069569,1.50467081
-4.75737869,2.05143111,0.00073231,0.00855359,0.60038179,0.85956508,0.17067877,0.11136665,0.01969814,1.37302871
-4.75137569,1.86080212,0.00065884,0.00774724,0.54838476,0.77364739,0.15480915,0.10163660,0.01863662,1.24632103
-4.74537269,1.67890952,0.00058960,0.00697432,0.49840905,0.69228680,0.13972563,0.09228335,0.01752583,1.12537383
-4.73936968,1.50677294,0.00052494,0.00624041,0.45073664,0.61592343,0.12549141,0.08336256,0.01638075,1.01085269
-4.73336668,1.34516359,0.00046510,0.00554988,0.40559779,0.54486326,0.11215346,0.07491921,0.01521632,0.90326474
-4.72736368,1.19461513,0.00041024,0.00490600,0.36317131,0.47928710,0.09974312,0.06698774,0.01404705,0.80296519
-4.72136068,1.05544024,0.00036042,0.00431089,0.32358627,0.41926233,0.08827710,0.05959246,0.01288667,0.71016735
-4.71535768,0.92775152,0.00031563,0.00376567,0.28692501,0.36475654,0.07775883,0.05274816,0.01174786,0.62495575
-4.70935468,0.81148566,0.00027583,0.00327053,0.25322709,0.31565237,0.06818004,0.04646096,0.01064200,0.54730129
-4.70335168,0.70642966,0.00024093,0.00282488,0.22249411,0.27176293,0.05952248,0.04072931,0.00957901,0.47707791
-4.69734867,0.61224797,0.00021084,0.00242743,0.19469510,0.23284706,0.05175977,0.03554501,0.00856719,0.41407995
-4.69134567,0.52850959,0.00018546,0.00207636,0.16977231,0.19862409,0.04485929,0.03089443,0.00761322,0.35803961
-4.68534267,0.45471431,0.00016471,0.00176948,0.14764711,0.16878751,0.03878404,0.02675961,0.00672210,0.30864395
-4.67933967,0.39031730,0.00014854,0.00150428,0.12822592,0.14301737,0.03349437,0.02311942,0.00589722,0.26555098
-4.67333667,0.33475168,0.00013693,0.00127813,0.11140584,0.12099115,0.02894966,0.01995067,0.00514046,0.22840437
-4.66733367,0.28744832,0.00012993,0.00108835,0.09707995,0.10239294,0.02510975,0.01722908,0.00445229,0.19684659
-4.66133067,0.24785292,0.00012766,0.00093231,0.08514202,0.08692094,0.02193627,0.01493020,0.00383196,0.17053018
-4.65532766,0.21543986,0.00013026,0.00080750,0.07549060,0.07429321,0.01939362,0.01303018,0.00327766,0.14912700
-4.64932466,0.18972292,0.00013799,0.00071163,0.06803230,0.06425181,0.01744981,0.01150643,0.00278667,0.13233531
-4.64332166,0.17026280,0.00015113,0.00064260,0.06268413,0.05656539,0.01607698,0.01033807,0.00235561,0.11988476
